# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(11,13),1.31264 # DEPENDENCYPART_ARC
(11,14),-0.235771 # DEPENDENCYPART_ARC
(11,15),-0.490869 # DEPENDENCYPART_ARC
(11,17),-0.916704 # DEPENDENCYPART_ARC
(11,19),-1.02947 # DEPENDENCYPART_ARC
(11,22),-0.725319 # DEPENDENCYPART_ARC
(12,15),-0.529757 # DEPENDENCYPART_ARC
(13,4),-1.05592 # DEPENDENCYPART_ARC
(13,8),0.275794 # DEPENDENCYPART_ARC
(13,9),-1.27523 # DEPENDENCYPART_ARC
(13,10),-1.25838 # DEPENDENCYPART_ARC
(13,12),2.37839 # DEPENDENCYPART_ARC
(13,14),-0.107985 # DEPENDENCYPART_ARC
(13,15),-0.553328 # DEPENDENCYPART_ARC
(13,16),-0.923418 # DEPENDENCYPART_ARC
(13,17),-1.20161 # DEPENDENCYPART_ARC
(13,18),-1.31264 # DEPENDENCYPART_ARC
(14,2),-0.577797 # DEPENDENCYPART_ARC
(14,3),-1.05397 # DEPENDENCYPART_ARC
(14,5),-1.11173 # DEPENDENCYPART_ARC
(14,9),-1.12069 # DEPENDENCYPART_ARC
(14,10),-0.749222 # DEPENDENCYPART_ARC
(14,11),-0.534852 # DEPENDENCYPART_ARC
(14,12),-0.720662 # DEPENDENCYPART_ARC
(14,13),-0.283902 # DEPENDENCYPART_ARC
(14,15),-0.558761 # DEPENDENCYPART_ARC
(14,17),-1.0679 # DEPENDENCYPART_ARC
(14,18),-1.31738 # DEPENDENCYPART_ARC
(14,23),-1.49577 # DEPENDENCYPART_ARC
(15,1),-0.943265 # DEPENDENCYPART_ARC
(15,2),-0.998352 # DEPENDENCYPART_ARC
(15,7),-1.69651 # DEPENDENCYPART_ARC
(15,8),-0.458913 # DEPENDENCYPART_ARC
(15,11),-0.687932 # DEPENDENCYPART_ARC
(15,12),-0.901236 # DEPENDENCYPART_ARC
(15,13),-0.927313 # DEPENDENCYPART_ARC
(15,14),0.320253 # DEPENDENCYPART_ARC
(15,17),-0.0284563 # DEPENDENCYPART_ARC
(15,18),-0.9906 # DEPENDENCYPART_ARC
(15,19),-0.939704 # DEPENDENCYPART_ARC
(15,20),-0.483192 # DEPENDENCYPART_ARC
(15,21),-1.22258 # DEPENDENCYPART_ARC
(15,22),-0.424186 # DEPENDENCYPART_ARC
(15,25),-0.910741 # DEPENDENCYPART_ARC
(15,26),-0.879824 # DEPENDENCYPART_ARC
(16,19),-1.12656 # DEPENDENCYPART_ARC
(17,1),-0.917653 # DEPENDENCYPART_ARC
(17,2),-1.59427 # DEPENDENCYPART_ARC
(17,3),-2.6671 # DEPENDENCYPART_ARC
(17,5),-1.81865 # DEPENDENCYPART_ARC
(17,7),-3.34486 # DEPENDENCYPART_ARC
(17,8),-0.845581 # DEPENDENCYPART_ARC
(17,9),-1.60474 # DEPENDENCYPART_ARC
(17,10),-0.91666 # DEPENDENCYPART_ARC
(17,11),-0.901586 # DEPENDENCYPART_ARC
(17,12),-1.42446 # DEPENDENCYPART_ARC
(17,13),-1.66015 # DEPENDENCYPART_ARC
(17,14),-0.270745 # DEPENDENCYPART_ARC
(17,15),-0.20287 # DEPENDENCYPART_ARC
(17,16),1.20466 # DEPENDENCYPART_ARC
(17,18),-0.261897 # DEPENDENCYPART_ARC
(17,19),1.44279 # DEPENDENCYPART_ARC
(17,20),-0.391659 # DEPENDENCYPART_ARC
(17,21),-0.375483 # DEPENDENCYPART_ARC
(17,22),-0.482484 # DEPENDENCYPART_ARC
(17,23),-1.12847 # DEPENDENCYPART_ARC
(17,25),-2.29642 # DEPENDENCYPART_ARC
(17,26),-1.33004 # DEPENDENCYPART_ARC
(17,27),-2.81015 # DEPENDENCYPART_ARC
(18,19),-0.599352 # DEPENDENCYPART_ARC
(18,20),-0.295909 # DEPENDENCYPART_ARC
(18,21),-1.55648 # DEPENDENCYPART_ARC
(18,27),-1.41596 # DEPENDENCYPART_ARC
(19,18),2.49492 # DEPENDENCYPART_ARC
(19,20),0.724092 # DEPENDENCYPART_ARC
(19,21),-0.322491 # DEPENDENCYPART_ARC
(19,22),-0.00693041 # DEPENDENCYPART_ARC
(19,23),-0.978481 # DEPENDENCYPART_ARC
(19,25),-0.787553 # DEPENDENCYPART_ARC
(19,26),-0.798708 # DEPENDENCYPART_ARC
(20,18),-1.04899 # DEPENDENCYPART_ARC
(20,21),2.66368 # DEPENDENCYPART_ARC
(20,22),0.090996 # DEPENDENCYPART_ARC
(21,18),-0.369829 # DEPENDENCYPART_ARC
(21,19),-1.10316 # DEPENDENCYPART_ARC
(21,20),-0.406381 # DEPENDENCYPART_ARC
(21,22),-0.137841 # DEPENDENCYPART_ARC
(21,23),-0.79417 # DEPENDENCYPART_ARC
(21,24),-1.60468 # DEPENDENCYPART_ARC
(21,25),-1.25826 # DEPENDENCYPART_ARC
(21,27),-1.00749 # DEPENDENCYPART_ARC
(22,1),-1.12961 # DEPENDENCYPART_ARC
(22,2),-1.26399 # DEPENDENCYPART_ARC
(22,3),-0.78804 # DEPENDENCYPART_ARC
(22,5),-0.962112 # DEPENDENCYPART_ARC
(22,7),-0.613475 # DEPENDENCYPART_ARC
(22,9),-1.3217 # DEPENDENCYPART_ARC
(22,10),-0.862457 # DEPENDENCYPART_ARC
(22,11),-0.870748 # DEPENDENCYPART_ARC
(22,12),-1.0402 # DEPENDENCYPART_ARC
(22,13),-0.332632 # DEPENDENCYPART_ARC
(22,14),-0.580073 # DEPENDENCYPART_ARC
(22,15),-0.511954 # DEPENDENCYPART_ARC
(22,17),0.346846 # DEPENDENCYPART_ARC
(22,18),-0.470322 # DEPENDENCYPART_ARC
(22,19),-0.00464545 # DEPENDENCYPART_ARC
(22,20),-0.113005 # DEPENDENCYPART_ARC
(22,21),1.25841 # DEPENDENCYPART_ARC
(22,23),0.834534 # DEPENDENCYPART_ARC
(22,25),0.329203 # DEPENDENCYPART_ARC
(22,26),-0.677631 # DEPENDENCYPART_ARC
(22,27),-0.399971 # DEPENDENCYPART_ARC
(23,21),-1.03632 # DEPENDENCYPART_ARC
(23,24),-0.61596 # DEPENDENCYPART_ARC
(23,25),-1.23488 # DEPENDENCYPART_ARC
(23,26),-0.726545 # DEPENDENCYPART_ARC
(23,27),-1.12154 # DEPENDENCYPART_ARC
(24,25),-0.650411 # DEPENDENCYPART_ARC
(25,1),-0.385692 # DEPENDENCYPART_ARC
(25,3),-2.66711 # DEPENDENCYPART_ARC
(25,5),-1.64862 # DEPENDENCYPART_ARC
(25,18),-0.55262 # DEPENDENCYPART_ARC
(25,19),-1.46691 # DEPENDENCYPART_ARC
(25,20),0.113257 # DEPENDENCYPART_ARC
(25,21),-1.32876 # DEPENDENCYPART_ARC
(25,23),0.135561 # DEPENDENCYPART_ARC
(25,24),2.12028 # DEPENDENCYPART_ARC
(25,26),1.06607 # DEPENDENCYPART_ARC
(25,27),-0.503749 # DEPENDENCYPART_ARC
(25,28),-0.177261 # DEPENDENCYPART_ARC
(26,21),-1.21522 # DEPENDENCYPART_ARC
(26,23),-0.984829 # DEPENDENCYPART_ARC
(26,24),-1.3374 # DEPENDENCYPART_ARC
(26,25),-0.711766 # DEPENDENCYPART_ARC
(26,27),0.299621 # DEPENDENCYPART_ARC
(27,21),-2.50481 # DEPENDENCYPART_ARC
(27,23),-0.759654 # DEPENDENCYPART_ARC
(27,24),-0.155216 # DEPENDENCYPART_ARC
(27,25),-0.72573 # DEPENDENCYPART_ARC
(27,26),0.492157 # DEPENDENCYPART_ARC
(28,23),-1.91607 # DEPENDENCYPART_ARC
(28,27),-1.09577 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0148786 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.205887 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.158317 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.205887 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0171086 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0122172 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0148786 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.218612 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.0122172 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.0171086 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.0122172 # DEPENDENCYPART_SIBL
(0,1),(0,25),-0.206041 # DEPENDENCYPART_SIBL
(0,1),(0,26),-0.000227711 # DEPENDENCYPART_SIBL
(0,1),(0,27),0.158366 # DEPENDENCYPART_SIBL
(0,1),(0,28),-0.137163 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.210366 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.219642 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.210366 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.030572 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.00771071 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.0210454 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.227581 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.00771071 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.030572 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.00771071 # DEPENDENCYPART_SIBL
(0,2),(0,25),-0.210718 # DEPENDENCYPART_SIBL
(0,2),(0,26),0.0328901 # DEPENDENCYPART_SIBL
(0,2),(0,27),0.219643 # DEPENDENCYPART_SIBL
(0,2),(0,28),-0.402918 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0184369 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.605928 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.355729 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.162284 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.068561 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.619897 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.162284 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.355729 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.162896 # DEPENDENCYPART_SIBL
(0,3),(0,25),-0.606053 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.113681 # DEPENDENCYPART_SIBL
(0,3),(0,27),-0.0184369 # DEPENDENCYPART_SIBL
(0,3),(0,28),-0.121042 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.246236 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.16967 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0298153 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.00116747 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.260166 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.0298153 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.16967 # DEPENDENCYPART_SIBL
(0,5),(0,23),-0.0298153 # DEPENDENCYPART_SIBL
(0,5),(0,25),-0.239683 # DEPENDENCYPART_SIBL
(0,5),(0,26),0.0162491 # DEPENDENCYPART_SIBL
(0,5),(0,27),0.0194307 # DEPENDENCYPART_SIBL
(0,5),(0,28),-0.22722 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.355745 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.162898 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.0701468 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.619899 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.162898 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.355745 # DEPENDENCYPART_SIBL
(0,7),(0,23),-0.164122 # DEPENDENCYPART_SIBL
(0,7),(0,25),-0.606055 # DEPENDENCYPART_SIBL
(0,7),(0,26),-0.113684 # DEPENDENCYPART_SIBL
(0,7),(0,27),-0.0184392 # DEPENDENCYPART_SIBL
(0,7),(0,28),-0.12184 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.0782152 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0554901 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.311402 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.0782152 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.203802 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.0782152 # DEPENDENCYPART_SIBL
(0,8),(0,25),-0.297479 # DEPENDENCYPART_SIBL
(0,8),(0,26),-0.0637535 # DEPENDENCYPART_SIBL
(0,8),(0,27),6.64618e-05 # DEPENDENCYPART_SIBL
(0,8),(0,28),-0.0414874 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.0790452 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.262195 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.0153585 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.116729 # DEPENDENCYPART_SIBL
(0,9),(0,23),-0.0166618 # DEPENDENCYPART_SIBL
(0,9),(0,25),-0.250125 # DEPENDENCYPART_SIBL
(0,9),(0,26),-0.0069175 # DEPENDENCYPART_SIBL
(0,9),(0,27),0.155511 # DEPENDENCYPART_SIBL
(0,9),(0,28),-0.31303 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.227581 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.00771071 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.030572 # DEPENDENCYPART_SIBL
(0,14),(0,23),-0.00771071 # DEPENDENCYPART_SIBL
(0,14),(0,25),-0.210718 # DEPENDENCYPART_SIBL
(0,14),(0,26),0.0328901 # DEPENDENCYPART_SIBL
(0,14),(0,27),0.219643 # DEPENDENCYPART_SIBL
(0,14),(0,28),-0.402918 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.174627 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.365503 # DEPENDENCYPART_SIBL
(0,17),(0,23),-0.175239 # DEPENDENCYPART_SIBL
(0,17),(0,25),-0.62302 # DEPENDENCYPART_SIBL
(0,17),(0,26),-0.127671 # DEPENDENCYPART_SIBL
(0,17),(0,27),-0.0323925 # DEPENDENCYPART_SIBL
(0,17),(0,28),-0.153193 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.116729 # DEPENDENCYPART_SIBL
(0,18),(0,23),-0.0166618 # DEPENDENCYPART_SIBL
(0,18),(0,25),-0.250125 # DEPENDENCYPART_SIBL
(0,18),(0,26),-0.0069175 # DEPENDENCYPART_SIBL
(0,18),(0,27),0.155511 # DEPENDENCYPART_SIBL
(0,18),(0,28),-0.31303 # DEPENDENCYPART_SIBL
(0,22),(0,23),-0.0782152 # DEPENDENCYPART_SIBL
(0,22),(0,25),-0.297479 # DEPENDENCYPART_SIBL
(0,22),(0,26),-0.0637535 # DEPENDENCYPART_SIBL
(0,22),(0,27),6.64618e-05 # DEPENDENCYPART_SIBL
(0,22),(0,28),-0.0414874 # DEPENDENCYPART_SIBL
(0,23),(0,25),-0.250125 # DEPENDENCYPART_SIBL
(0,23),(0,26),-0.0069175 # DEPENDENCYPART_SIBL
(0,23),(0,27),0.155511 # DEPENDENCYPART_SIBL
(0,23),(0,28),-0.313453 # DEPENDENCYPART_SIBL
(0,25),(0,26),-0.106746 # DEPENDENCYPART_SIBL
(0,25),(0,27),-0.0117652 # DEPENDENCYPART_SIBL
(0,25),(0,28),-0.104093 # DEPENDENCYPART_SIBL
(0,26),(0,27),0.179322 # DEPENDENCYPART_SIBL
(0,26),(0,28),-0.0777964 # DEPENDENCYPART_SIBL
(0,27),(0,28),-0.218542 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.00397951 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.00369324 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.00397951 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.00109772 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.119364 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0337506 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0798385 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.041414 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0112039 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.010245 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0185462 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00394583 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0326234 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.00233545 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0207048 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0177871 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0093893 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0370619 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0830292 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.00557484 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0213728 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0576769 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0326234 # DEPENDENCYPART_SIBL
(3,1),(3,26),0.0610603 # DEPENDENCYPART_SIBL
(3,1),(3,27),0.0160582 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0272541 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00571458 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0134488 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0266609 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0111315 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0238806 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0140591 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0106856 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0048711 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0423738 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0310791 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0133846 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0192947 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0133304 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.0111315 # DEPENDENCYPART_SIBL
(3,2),(3,26),0.0209418 # DEPENDENCYPART_SIBL
(3,2),(3,27),0.00128132 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0259608 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.000167877 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0139835 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0871538 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0601593 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0258937 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0376498 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.0255532 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0203999 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0196878 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.0177041 # DEPENDENCYPART_SIBL
(3,4),(3,19),-0.0249968 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0250598 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.0871538 # DEPENDENCYPART_SIBL
(3,4),(3,26),0.00159056 # DEPENDENCYPART_SIBL
(3,4),(3,27),-0.0256172 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.00686316 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.035017 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.206917 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.115288 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.231367 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0495026 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.231905 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.00375854 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0597449 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0407842 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.232213 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.0303584 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.206917 # DEPENDENCYPART_SIBL
(3,5),(3,26),0.0108738 # DEPENDENCYPART_SIBL
(3,5),(3,27),-0.23109 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.000618639 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.110992 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0792239 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0678189 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00537964 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0675004 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0354657 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.00847052 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.00525698 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.066922 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0216468 # DEPENDENCYPART_SIBL
