# _root_ Λυπάμαι πολύ , κύριε Ύπατε Εκπρόσωπε , που δεν μπορώ να συμμεριστώ ούτε καν τη μετριασμένη αισιοδοξία σας .
#goldHeads=0,1,6,6,6,1,6,1,10,8,12,10,12,12,17,17,12,17,0,
#predictedHeads=0,1,1,6,6,1,10,10,10,6,12,10,12,13,17,17,12,17,0,
(0,4),(0,16),-0.0277179 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.0258233 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.224539 # DEPENDENCYPART_SIBL
(0,5),(0,6),0.15518 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0790528 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.250002 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.25 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.0627252 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0093532 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0153659 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.155494 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.313038 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.00949059 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.249001 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.24859 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.0783129 # DEPENDENCYPART_SIBL
(0,6),(0,14),0.0168623 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.0312275 # DEPENDENCYPART_SIBL
(0,6),(0,17),0.0226216 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.231632 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.21084 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.210366 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.0394313 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.0348022 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.00771071 # DEPENDENCYPART_SIBL
(0,7),(0,17),0.219643 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.402918 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.602195 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.286989 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.114658 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.158551 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.014706 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.107923 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.290681 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.118391 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.162284 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.0184369 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.121042 # DEPENDENCYPART_SIBL
(0,13),(0,14),0.000579805 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.0193602 # DEPENDENCYPART_SIBL
(0,13),(0,17),0.0854912 # DEPENDENCYPART_SIBL
(0,13),(0,19),0.0494216 # DEPENDENCYPART_SIBL
(0,14),(0,16),0.00994458 # DEPENDENCYPART_SIBL
(0,14),(0,17),0.181878 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.07652 # DEPENDENCYPART_SIBL
(0,16),(0,17),0.155511 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.31303 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.224438 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0446376 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.057722 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.118832 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.0568686 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.0446376 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.0388353 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.0380032 # DEPENDENCYPART_SIBL
(1,2),(1,13),-0.0274407 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0860523 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0568686 # DEPENDENCYPART_SIBL
(1,2),(1,19),-0.0699665 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.000559561 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0509369 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.00409495 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.019737 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.00717966 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.00588404 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.0202574 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.00188715 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.00436567 # DEPENDENCYPART_SIBL
(1,3),(1,19),-0.109892 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.114789 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.225902 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0130515 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0359421 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.0348298 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.0487127 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.00884069 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.225776 # DEPENDENCYPART_SIBL
(1,4),(1,19),-0.0723483 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0343129 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.00977029 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.00693158 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.00752358 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.0149705 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.0247782 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.0343099 # DEPENDENCYPART_SIBL
(1,5),(1,19),-0.065932 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0122922 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.036593 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.0354807 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.0484455 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.00910822 # DEPENDENCYPART_SIBL
(1,6),(1,17),-0.225369 # DEPENDENCYPART_SIBL
(1,6),(1,19),-0.0730609 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.00717966 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.00588404 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.0202574 # DEPENDENCYPART_SIBL
(1,7),(1,14),0.00188715 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.00436567 # DEPENDENCYPART_SIBL
(1,7),(1,19),-0.109892 # DEPENDENCYPART_SIBL
(1,10),(1,12),-0.193845 # DEPENDENCYPART_SIBL
(1,10),(1,13),-0.0817044 # DEPENDENCYPART_SIBL
(1,10),(1,14),-0.0202346 # DEPENDENCYPART_SIBL
(1,10),(1,17),-0.064537 # DEPENDENCYPART_SIBL
(1,10),(1,19),0.0228014 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.0816356 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.020207 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0645075 # DEPENDENCYPART_SIBL
(1,12),(1,19),0.0191106 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.0619609 # DEPENDENCYPART_SIBL
(1,13),(1,17),-0.0690087 # DEPENDENCYPART_SIBL
(1,13),(1,19),0.0244963 # DEPENDENCYPART_SIBL
(1,14),(1,17),0.0120685 # DEPENDENCYPART_SIBL
(1,14),(1,19),-0.0314402 # DEPENDENCYPART_SIBL
(1,17),(1,19),-0.0718082 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0166962 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0131417 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.00497394 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0130086 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.138879 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.000119553 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0248387 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00481692 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.00106889 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0496157 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.146834 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0317777 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0224435 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0124239 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0328363 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.00908987 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0443523 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0336196 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.060165 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.01125 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0336199 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.088335 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.050201 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.10795 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00295456 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0502013 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0673438 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0457356 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.217024 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.067345 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.00859902 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0555917 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0316912 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.220038 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.069171 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0678845 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00892417 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0108719 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0451416 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.00900118 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0268473 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0971808 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0949868 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0274825 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.00126442 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.00900118 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.0140967 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.014002 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0194783 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00123026 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0297246 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.00821159 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0089639 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.00589729 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.00988634 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.00123026 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0189281 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0306428 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0372668 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.185738 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0126748 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.00691662 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.016133 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.00379248 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0372444 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.116567 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.032613 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0400042 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.015967 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.015581 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0520834 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.012728 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.03261 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0648362 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0443922 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.00441386 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.00543256 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0763276 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0523257 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.124833 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0621346 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0149272 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0158077 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.020146 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0636654 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0596191 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.075973 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0925629 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0413412 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0551991 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.0180481 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.112368 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0413 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0551991 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.01805 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.108622 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.00654268 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0182187 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0568114 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.0386718 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0157244 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0608725 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0166945 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0368398 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0299437 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0163974 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.00282605 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.00238691 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.103414 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.103158 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.245049 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0500275 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.013674 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0896793 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.103588 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0102713 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.00371166 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0442658 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0115498 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0435501 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0227718 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00987103 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0518965 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.008924 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.00400527 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0162253 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0352404 # DEPENDENCYPART_SIBL
