# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,5,3,4,8,12,12,11,12,3,14,12,6,17,15,19,20,17,22,17,22,23,26,23,28,26,28,32,32,29,0,
(24,21),-0.679261 # DEPENDENCYPART_ARC
(24,23),-2.20776 # DEPENDENCYPART_ARC
(24,26),-1.13535 # DEPENDENCYPART_ARC
(24,28),-1.69983 # DEPENDENCYPART_ARC
(24,29),-0.644585 # DEPENDENCYPART_ARC
(24,32),-1.77872 # DEPENDENCYPART_ARC
(25,26),-0.0669672 # DEPENDENCYPART_ARC
(26,1),-1.72805 # DEPENDENCYPART_ARC
(26,14),-2.21483 # DEPENDENCYPART_ARC
(26,18),-0.98266 # DEPENDENCYPART_ARC
(26,20),-1.70558 # DEPENDENCYPART_ARC
(26,21),-0.635448 # DEPENDENCYPART_ARC
(26,22),-0.639941 # DEPENDENCYPART_ARC
(26,23),-1.91293 # DEPENDENCYPART_ARC
(26,24),-1.13099 # DEPENDENCYPART_ARC
(26,25),1.69473 # DEPENDENCYPART_ARC
(26,27),0.229963 # DEPENDENCYPART_ARC
(26,28),0.611656 # DEPENDENCYPART_ARC
(26,29),-0.0535808 # DEPENDENCYPART_ARC
(26,30),-0.782435 # DEPENDENCYPART_ARC
(26,31),-1.41639 # DEPENDENCYPART_ARC
(26,32),-0.525474 # DEPENDENCYPART_ARC
(27,28),-0.222473 # DEPENDENCYPART_ARC
(28,1),-2.10432 # DEPENDENCYPART_ARC
(28,14),-1.97644 # DEPENDENCYPART_ARC
(28,18),-1.95374 # DEPENDENCYPART_ARC
(28,20),-1.41144 # DEPENDENCYPART_ARC
(28,24),-1.22083 # DEPENDENCYPART_ARC
(28,25),0.442869 # DEPENDENCYPART_ARC
(28,26),-2.03379 # DEPENDENCYPART_ARC
(28,27),1.8281 # DEPENDENCYPART_ARC
(28,29),0.675742 # DEPENDENCYPART_ARC
(28,30),-0.324429 # DEPENDENCYPART_ARC
(28,31),-1.20589 # DEPENDENCYPART_ARC
(28,32),0.132078 # DEPENDENCYPART_ARC
(29,32),0.624374 # DEPENDENCYPART_ARC
(30,32),-0.529527 # DEPENDENCYPART_ARC
(32,1),-1.47965 # DEPENDENCYPART_ARC
(32,3),-0.78494 # DEPENDENCYPART_ARC
(32,14),-1.93096 # DEPENDENCYPART_ARC
(32,15),-0.690071 # DEPENDENCYPART_ARC
(32,18),-0.678958 # DEPENDENCYPART_ARC
(32,20),-1.42588 # DEPENDENCYPART_ARC
(32,21),-0.776075 # DEPENDENCYPART_ARC
(32,22),-0.34455 # DEPENDENCYPART_ARC
(32,24),-1.66848 # DEPENDENCYPART_ARC
(32,26),-2.42728 # DEPENDENCYPART_ARC
(32,28),-0.843908 # DEPENDENCYPART_ARC
(32,29),-0.186198 # DEPENDENCYPART_ARC
(32,30),1.36851 # DEPENDENCYPART_ARC
(32,31),3.34133 # DEPENDENCYPART_ARC
(32,33),0.0598135 # DEPENDENCYPART_ARC
(33,29),-1.36899 # DEPENDENCYPART_ARC
(33,31),-1.39794 # DEPENDENCYPART_ARC
(33,32),-0.87143 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0184385 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.091854 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0142276 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.068561 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.355729 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.0142276 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.605978 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.138617 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.291246 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.626591 # DEPENDENCYPART_SIBL
(0,1),(0,24),-0.162284 # DEPENDENCYPART_SIBL
(0,1),(0,26),-0.605928 # DEPENDENCYPART_SIBL
(0,1),(0,28),-0.605928 # DEPENDENCYPART_SIBL
(0,1),(0,29),-0.289807 # DEPENDENCYPART_SIBL
(0,1),(0,33),-0.121042 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.0767829 # DEPENDENCYPART_SIBL
(0,2),(0,6),0.119009 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.00114025 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.162886 # DEPENDENCYPART_SIBL
(0,2),(0,15),0.119009 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.2392 # DEPENDENCYPART_SIBL
(0,2),(0,18),0.000617801 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.0738299 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.251597 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.025473 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.2392 # DEPENDENCYPART_SIBL
(0,2),(0,28),-0.2392 # DEPENDENCYPART_SIBL
(0,2),(0,29),-0.0756221 # DEPENDENCYPART_SIBL
(0,2),(0,33),-0.218861 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.180684 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.257877 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.219561 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.180684 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.363395 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.118136 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.163916 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.362114 # DEPENDENCYPART_SIBL
(0,3),(0,24),-0.149256 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.363394 # DEPENDENCYPART_SIBL
(0,3),(0,28),-0.363396 # DEPENDENCYPART_SIBL
(0,3),(0,29),-0.16097 # DEPENDENCYPART_SIBL
(0,3),(0,33),-0.513444 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.0645221 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.0108245 # DEPENDENCYPART_SIBL
(0,6),(0,15),0.0350674 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.142312 # DEPENDENCYPART_SIBL
(0,6),(0,18),0.0758557 # DEPENDENCYPART_SIBL
(0,6),(0,22),0.00724178 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.150395 # DEPENDENCYPART_SIBL
(0,6),(0,24),0.0737369 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.142312 # DEPENDENCYPART_SIBL
(0,6),(0,28),-0.142313 # DEPENDENCYPART_SIBL
(0,6),(0,29),0.0110796 # DEPENDENCYPART_SIBL
(0,6),(0,33),-0.29051 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.030572 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.0496637 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.210366 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.00469349 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.0446034 # DEPENDENCYPART_SIBL
(0,9),(0,23),-0.208969 # DEPENDENCYPART_SIBL
(0,9),(0,24),-0.00771071 # DEPENDENCYPART_SIBL
(0,9),(0,26),-0.210366 # DEPENDENCYPART_SIBL
(0,9),(0,28),-0.210368 # DEPENDENCYPART_SIBL
(0,9),(0,29),-0.038819 # DEPENDENCYPART_SIBL
(0,9),(0,33),-0.402918 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.0417145 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.297346 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.093812 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.158244 # DEPENDENCYPART_SIBL
(0,12),(0,23),-0.289834 # DEPENDENCYPART_SIBL
(0,12),(0,24),-0.0782152 # DEPENDENCYPART_SIBL
(0,12),(0,26),-0.297346 # DEPENDENCYPART_SIBL
(0,12),(0,28),-0.297349 # DEPENDENCYPART_SIBL
(0,12),(0,29),-0.16248 # DEPENDENCYPART_SIBL
(0,12),(0,33),-0.0414874 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.142312 # DEPENDENCYPART_SIBL
(0,15),(0,18),0.0758557 # DEPENDENCYPART_SIBL
(0,15),(0,22),0.00724178 # DEPENDENCYPART_SIBL
(0,15),(0,23),-0.150395 # DEPENDENCYPART_SIBL
(0,15),(0,24),0.0737369 # DEPENDENCYPART_SIBL
(0,15),(0,26),-0.142312 # DEPENDENCYPART_SIBL
(0,15),(0,28),-0.142313 # DEPENDENCYPART_SIBL
(0,15),(0,29),0.0110796 # DEPENDENCYPART_SIBL
(0,15),(0,33),-0.29051 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.138617 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.291248 # DEPENDENCYPART_SIBL
(0,17),(0,23),-0.627647 # DEPENDENCYPART_SIBL
(0,17),(0,24),-0.162284 # DEPENDENCYPART_SIBL
(0,17),(0,26),-0.606984 # DEPENDENCYPART_SIBL
(0,17),(0,28),-0.606984 # DEPENDENCYPART_SIBL
(0,17),(0,29),-0.28981 # DEPENDENCYPART_SIBL
(0,17),(0,33),-0.121292 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.0196787 # DEPENDENCYPART_SIBL
(0,18),(0,23),-0.245895 # DEPENDENCYPART_SIBL
(0,18),(0,24),-0.00227242 # DEPENDENCYPART_SIBL
(0,18),(0,26),-0.234885 # DEPENDENCYPART_SIBL
(0,18),(0,28),-0.234885 # DEPENDENCYPART_SIBL
(0,18),(0,29),-0.0225341 # DEPENDENCYPART_SIBL
(0,18),(0,33),-0.165709 # DEPENDENCYPART_SIBL
(0,22),(0,23),-0.262542 # DEPENDENCYPART_SIBL
(0,22),(0,24),-0.0397057 # DEPENDENCYPART_SIBL
(0,22),(0,26),-0.262644 # DEPENDENCYPART_SIBL
(0,22),(0,28),-0.262646 # DEPENDENCYPART_SIBL
(0,22),(0,29),-0.1061 # DEPENDENCYPART_SIBL
(0,22),(0,33),-0.0222838 # DEPENDENCYPART_SIBL
(0,23),(0,24),-0.183343 # DEPENDENCYPART_SIBL
(0,23),(0,26),-0.633896 # DEPENDENCYPART_SIBL
(0,23),(0,28),-0.633896 # DEPENDENCYPART_SIBL
(0,23),(0,29),-0.326086 # DEPENDENCYPART_SIBL
(0,23),(0,33),-0.166469 # DEPENDENCYPART_SIBL
(0,24),(0,26),-0.247986 # DEPENDENCYPART_SIBL
(0,24),(0,28),-0.247986 # DEPENDENCYPART_SIBL
(0,24),(0,29),-0.063439 # DEPENDENCYPART_SIBL
(0,24),(0,33),-0.31303 # DEPENDENCYPART_SIBL
(0,26),(0,28),-0.605928 # DEPENDENCYPART_SIBL
(0,26),(0,29),-0.289807 # DEPENDENCYPART_SIBL
(0,26),(0,33),-0.121042 # DEPENDENCYPART_SIBL
(0,28),(0,29),-0.295229 # DEPENDENCYPART_SIBL
(0,28),(0,33),-0.140019 # DEPENDENCYPART_SIBL
(0,29),(0,33),-0.00609106 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.019436 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.116232 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0463348 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.00376032 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.228946 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0121822 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.223722 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.20281 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.240036 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.00376032 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0351655 # DEPENDENCYPART_SIBL
(1,2),(1,22),-0.042503 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0779889 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.00774648 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0351012 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.014996 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0121943 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0176033 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.177591 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.013782 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0351012 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.00517614 # DEPENDENCYPART_SIBL
(1,3),(1,22),0.013103 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0287342 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0243027 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.0515897 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0178272 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0509892 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.167899 # DEPENDENCYPART_SIBL
(1,4),(1,14),-0.051967 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.0243027 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.000389985 # DEPENDENCYPART_SIBL
(1,4),(1,22),-0.0392233 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0139391 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.0615582 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.00135453 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0616963 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.0735998 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.0627233 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.0139391 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.0100892 # DEPENDENCYPART_SIBL
(1,5),(1,22),0.0218547 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.0101138 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.00729776 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0127602 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.104457 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0109659 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.0373274 # DEPENDENCYPART_SIBL
(1,6),(1,17),-0.0263701 # DEPENDENCYPART_SIBL
(1,6),(1,22),-0.0464376 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.0477224 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.235368 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.200497 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.251682 # DEPENDENCYPART_SIBL
(1,8),(1,15),-0.0254396 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.042097 # DEPENDENCYPART_SIBL
(1,8),(1,22),-0.0441833 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.00425719 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0357273 # DEPENDENCYPART_SIBL
(1,9),(1,14),4.99369e-05 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.0278707 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.00593676 # DEPENDENCYPART_SIBL
(1,9),(1,22),-0.0213717 # DEPENDENCYPART_SIBL
(1,11),(1,12),-0.178634 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.223531 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.00525663 # DEPENDENCYPART_SIBL
(1,11),(1,17),-0.0124119 # DEPENDENCYPART_SIBL
(1,11),(1,22),-0.0209852 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.0152497 # DEPENDENCYPART_SIBL
(1,12),(1,15),-0.0171428 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0054759 # DEPENDENCYPART_SIBL
(1,12),(1,22),-0.0221976 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.0128917 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.0467168 # DEPENDENCYPART_SIBL
(1,14),(1,22),-0.048311 # DEPENDENCYPART_SIBL
(1,15),(1,17),-0.0263701 # DEPENDENCYPART_SIBL
(1,15),(1,22),-0.0464376 # DEPENDENCYPART_SIBL
