# _root_ Πιστεύω ότι αξίζει στ' αλήθεια τον κόπο να συνεχίσουμε το πρόγραμμα αυτό και , αν είναι δυνατόν , να αυξήσουμε τους σχετικούς πόρους .
#goldHeads=0,1,13,3,4,7,3,9,3,11,9,11,2,15,13,15,16,13,20,13,23,23,20,0,
#predictedHeads=0,1,2,5,3,7,3,9,7,11,9,11,15,15,9,15,16,15,20,16,23,23,20,0,
(15,16),2.23089 # DEPENDENCYPART_ARC
(15,18),0.362178 # DEPENDENCYPART_ARC
(15,20),-0.155325 # DEPENDENCYPART_ARC
(15,24),-0.123498 # DEPENDENCYPART_ARC
(16,1),-2.47931 # DEPENDENCYPART_ARC
(16,2),-1.76067 # DEPENDENCYPART_ARC
(16,3),-2.11523 # DEPENDENCYPART_ARC
(16,4),-0.74226 # DEPENDENCYPART_ARC
(16,5),-0.739789 # DEPENDENCYPART_ARC
(16,7),-1.27021 # DEPENDENCYPART_ARC
(16,9),-2.19296 # DEPENDENCYPART_ARC
(16,11),-1.19342 # DEPENDENCYPART_ARC
(16,12),-0.515437 # DEPENDENCYPART_ARC
(16,13),-0.771447 # DEPENDENCYPART_ARC
(16,14),0.155627 # DEPENDENCYPART_ARC
(16,15),-0.0968805 # DEPENDENCYPART_ARC
(16,17),1.74936 # DEPENDENCYPART_ARC
(16,18),0.115834 # DEPENDENCYPART_ARC
(16,19),-0.585977 # DEPENDENCYPART_ARC
(16,20),0.607676 # DEPENDENCYPART_ARC
(16,22),-1.70677 # DEPENDENCYPART_ARC
(16,23),-1.36566 # DEPENDENCYPART_ARC
(16,24),-0.487744 # DEPENDENCYPART_ARC
(17,16),-2.00927 # DEPENDENCYPART_ARC
(17,18),-0.331742 # DEPENDENCYPART_ARC
(17,20),-1.67366 # DEPENDENCYPART_ARC
(17,23),-2.21701 # DEPENDENCYPART_ARC
(18,1),-0.940978 # DEPENDENCYPART_ARC
(18,5),-1.44427 # DEPENDENCYPART_ARC
(18,7),-1.40476 # DEPENDENCYPART_ARC
(18,11),-1.22375 # DEPENDENCYPART_ARC
(18,16),-0.778499 # DEPENDENCYPART_ARC
(18,17),-0.43489 # DEPENDENCYPART_ARC
(18,20),-0.810028 # DEPENDENCYPART_ARC
(18,22),-1.08303 # DEPENDENCYPART_ARC
(18,23),-1.34083 # DEPENDENCYPART_ARC
(20,1),-2.20589 # DEPENDENCYPART_ARC
(20,2),-1.48177 # DEPENDENCYPART_ARC
(20,3),-1.75587 # DEPENDENCYPART_ARC
(20,4),-1.62679 # DEPENDENCYPART_ARC
(20,5),-1.69544 # DEPENDENCYPART_ARC
(20,7),-2.36758 # DEPENDENCYPART_ARC
(20,11),-1.91132 # DEPENDENCYPART_ARC
(20,12),-0.977793 # DEPENDENCYPART_ARC
(20,15),-0.522862 # DEPENDENCYPART_ARC
(20,16),-1.99251 # DEPENDENCYPART_ARC
(20,17),-1.61359 # DEPENDENCYPART_ARC
(20,18),-0.00978251 # DEPENDENCYPART_ARC
(20,19),1.65827 # DEPENDENCYPART_ARC
(20,21),-0.329651 # DEPENDENCYPART_ARC
(20,22),-0.380453 # DEPENDENCYPART_ARC
(20,23),0.405346 # DEPENDENCYPART_ARC
(20,24),0.0127549 # DEPENDENCYPART_ARC
(22,21),0.899219 # DEPENDENCYPART_ARC
(22,23),-0.795082 # DEPENDENCYPART_ARC
(23,17),-1.7543 # DEPENDENCYPART_ARC
(23,21),2.12122 # DEPENDENCYPART_ARC
(23,22),2.73819 # DEPENDENCYPART_ARC
(23,24),-0.327035 # DEPENDENCYPART_ARC
(24,1),-1.87464 # DEPENDENCYPART_ARC
(24,23),-1.06897 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.33763 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.617745 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0287736 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.617745 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.149475 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.366675 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0923113 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.274635 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.639395 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.17262 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.0923113 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.617745 # DEPENDENCYPART_SIBL
(0,1),(0,24),-0.151896 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.31342 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0244748 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.314078 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.111529 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.214179 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.144945 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.141647 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.313945 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0993199 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.144945 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.31342 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.190609 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0118127 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.599304 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.132514 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.349105 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.0520005 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.257065 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.619967 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.155659 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.0520005 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.599304 # DEPENDENCYPART_SIBL
(0,3),(0,24),-0.0978572 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.237832 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.000734413 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.162869 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.00172897 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.0405634 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.250218 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.0224506 # DEPENDENCYPART_SIBL
(0,5),(0,18),0.00172897 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.237821 # DEPENDENCYPART_SIBL
(0,5),(0,24),-0.218542 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.139148 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.355865 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.0695817 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.263762 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.626823 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.162294 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.0695817 # DEPENDENCYPART_SIBL
(0,9),(0,20),-0.60616 # DEPENDENCYPART_SIBL
(0,9),(0,24),-0.121575 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.0747634 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.0763581 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.0380588 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.271781 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.024 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.0763581 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.2605 # DEPENDENCYPART_SIBL
(0,12),(0,24),-0.226469 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.0554901 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.130645 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.289834 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.0782152 # DEPENDENCYPART_SIBL
(0,13),(0,18),-0.0554901 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.297346 # DEPENDENCYPART_SIBL
(0,13),(0,24),-0.0414874 # DEPENDENCYPART_SIBL
(0,14),(0,15),0.0077368 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.208969 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.00771071 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.0210454 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.210366 # DEPENDENCYPART_SIBL
(0,14),(0,24),-0.402918 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.270588 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.0559091 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.0609785 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.270632 # DEPENDENCYPART_SIBL
(0,15),(0,24),-0.0758503 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.183343 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.0913201 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.633896 # DEPENDENCYPART_SIBL
(0,16),(0,24),-0.166469 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.0818414 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.247546 # DEPENDENCYPART_SIBL
(0,17),(0,24),-0.314428 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.210366 # DEPENDENCYPART_SIBL
(0,18),(0,24),-0.402918 # DEPENDENCYPART_SIBL
(0,20),(0,24),-0.121042 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0783318 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.109475 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.206413 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.206413 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0812312 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0948315 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.127385 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0948315 # DEPENDENCYPART_SIBL
(1,2),(1,24),-0.0812653 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0528968 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0663764 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0663764 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.196802 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.0239178 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.0617626 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.0239178 # DEPENDENCYPART_SIBL
(1,3),(1,24),0.024488 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0299714 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0299714 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.00117852 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.00421316 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.0147631 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.00421316 # DEPENDENCYPART_SIBL
(1,4),(1,24),-0.0210551 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.226012 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0334388 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.0110551 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.0300449 # DEPENDENCYPART_SIBL
(1,5),(1,18),-0.0110551 # DEPENDENCYPART_SIBL
(1,5),(1,24),-0.0707379 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0375227 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.0124164 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.0314061 # DEPENDENCYPART_SIBL
(1,7),(1,18),-0.0124164 # DEPENDENCYPART_SIBL
(1,7),(1,24),-0.0720992 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.0178494 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.062622 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.0178494 # DEPENDENCYPART_SIBL
(1,9),(1,24),0.0160982 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.00495971 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0133033 # DEPENDENCYPART_SIBL
(1,14),(1,24),-0.115236 # DEPENDENCYPART_SIBL
(1,15),(1,18),-0.0242743 # DEPENDENCYPART_SIBL
(1,15),(1,24),-0.0036399 # DEPENDENCYPART_SIBL
(1,18),(1,24),-0.115236 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.449942 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.180007 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.041525 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.489953 # DEPENDENCYPART_SIBL
(2,3),(2,18),0.041525 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.449938 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.180261 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0371607 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.490226 # DEPENDENCYPART_SIBL
(2,9),(2,18),0.0371607 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.450212 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0144894 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.113559 # DEPENDENCYPART_SIBL
(2,13),(2,18),-0.0144894 # DEPENDENCYPART_SIBL
(2,13),(2,20),-0.104912 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.150385 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0413105 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.122524 # DEPENDENCYPART_SIBL
(2,16),(2,18),0.0369736 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.47782 # DEPENDENCYPART_SIBL
(2,18),(2,20),-0.122524 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0457048 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0026415 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00802398 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0642698 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.00137002 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0374109 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.015063 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0136897 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0393101 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.015063 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0591249 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0186686 # DEPENDENCYPART_SIBL
(3,1),(3,23),-0.00802398 # DEPENDENCYPART_SIBL
(3,1),(3,24),-0.021729 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0673351 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0727176 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0726614 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0665576 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0402941 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0375233 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0388656 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0784167 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0375233 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0784727 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.0582816 # DEPENDENCYPART_SIBL
(3,2),(3,23),-0.0727176 # DEPENDENCYPART_SIBL
(3,2),(3,24),-0.0682958 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.223652 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0315548 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.2279 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.205193 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0154806 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.033911 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.105748 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0154806 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0299473 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.112819 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.223652 # DEPENDENCYPART_SIBL
(3,5),(3,24),-0.0564692 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0356387 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.229262 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.206554 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0141193 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0352723 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.10711 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0141193 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0340311 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.11418 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.225013 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0578305 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.068555 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.190808 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0315848 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0658117 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.106504 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0315848 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.19502 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.107557 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.065275 # DEPENDENCYPART_SIBL
(3,9),(3,24),0.0233734 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.21093 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0143733 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0392384 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.109796 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0143733 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.0373943 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.116866 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.230976 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.0641136 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0063351 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0251297 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0524023 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0063351 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.00542475 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0534555 # DEPENDENCYPART_SIBL
(3,13),(3,23),-0.0108811 # DEPENDENCYPART_SIBL
(3,13),(3,24),0.0255455 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.00524096 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0498889 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0317915 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.0058892 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.050942 # DEPENDENCYPART_SIBL
(3,14),(3,23),0.00436052 # DEPENDENCYPART_SIBL
(3,14),(3,24),-0.103868 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.0754956 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.00512036 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.00425902 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0765487 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.0577007 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.00906655 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.0063807 # DEPENDENCYPART_SIBL
(3,17),(3,20),0.00934013 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.109445 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.0373846 # DEPENDENCYPART_SIBL
(3,17),(3,24),-0.0657776 # DEPENDENCYPART_SIBL
(3,18),(3,20),-0.0058892 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.050942 # DEPENDENCYPART_SIBL
(3,18),(3,23),0.00436052 # DEPENDENCYPART_SIBL
(3,18),(3,24),-0.103868 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.106797 # DEPENDENCYPART_SIBL
