# _root_ Ιδιαίτερα , όσον αφορά μια μελλοντική συνεργασία βασισμένη στις δημοκρατικές αρχές των ανθρωπίνων δικαιωμάτων , των θεμελιωδών ελευθεριών και του κράτους δικαίου .
#goldHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,19,19,18,18,19,11,21,19,21,0,
#predictedHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,11,19,18,18,19,11,22,22,19,0,
(14,13),2.10235 # DEPENDENCYPART_ARC
(14,15),-0.42307 # DEPENDENCYPART_ARC
(14,16),-1.24557 # DEPENDENCYPART_ARC
(14,17),-0.702817 # DEPENDENCYPART_ARC
(14,18),-0.887689 # DEPENDENCYPART_ARC
(14,19),-0.789064 # DEPENDENCYPART_ARC
(15,2),-0.853265 # DEPENDENCYPART_ARC
(15,7),-1.08949 # DEPENDENCYPART_ARC
(15,8),-1.17088 # DEPENDENCYPART_ARC
(15,9),-0.83205 # DEPENDENCYPART_ARC
(15,10),-1.19275 # DEPENDENCYPART_ARC
(15,11),-0.854544 # DEPENDENCYPART_ARC
(15,13),-0.839017 # DEPENDENCYPART_ARC
(15,14),-0.163602 # DEPENDENCYPART_ARC
(15,17),-0.676262 # DEPENDENCYPART_ARC
(15,18),-0.911616 # DEPENDENCYPART_ARC
(15,19),-0.408776 # DEPENDENCYPART_ARC
(15,21),-1.165 # DEPENDENCYPART_ARC
(15,22),-1.28049 # DEPENDENCYPART_ARC
(15,23),-0.374421 # DEPENDENCYPART_ARC
(16,17),-0.563595 # DEPENDENCYPART_ARC
(16,18),-1.04976 # DEPENDENCYPART_ARC
(17,12),-1.15759 # DEPENDENCYPART_ARC
(17,13),-1.21066 # DEPENDENCYPART_ARC
(17,14),-1.23838 # DEPENDENCYPART_ARC
(17,15),-0.813579 # DEPENDENCYPART_ARC
(17,16),1.95837 # DEPENDENCYPART_ARC
(17,18),1.02267 # DEPENDENCYPART_ARC
(17,19),-0.162036 # DEPENDENCYPART_ARC
(17,21),-0.728055 # DEPENDENCYPART_ARC
(17,22),-0.374774 # DEPENDENCYPART_ARC
(18,12),-0.966255 # DEPENDENCYPART_ARC
(18,13),-0.529819 # DEPENDENCYPART_ARC
(18,14),-0.58306 # DEPENDENCYPART_ARC
(18,15),-0.562111 # DEPENDENCYPART_ARC
(18,16),1.80209 # DEPENDENCYPART_ARC
(18,17),1.33017 # DEPENDENCYPART_ARC
(18,19),-0.229536 # DEPENDENCYPART_ARC
(18,20),-1.247 # DEPENDENCYPART_ARC
(18,21),-0.949839 # DEPENDENCYPART_ARC
(18,22),-0.656573 # DEPENDENCYPART_ARC
(19,1),-0.660173 # DEPENDENCYPART_ARC
(19,2),-0.869283 # DEPENDENCYPART_ARC
(19,3),-0.603259 # DEPENDENCYPART_ARC
(19,4),-1.25429 # DEPENDENCYPART_ARC
(19,6),-1.66358 # DEPENDENCYPART_ARC
(19,7),-0.705475 # DEPENDENCYPART_ARC
(19,8),-0.219363 # DEPENDENCYPART_ARC
(19,9),-0.412809 # DEPENDENCYPART_ARC
(19,10),-1.07977 # DEPENDENCYPART_ARC
(19,11),-0.439551 # DEPENDENCYPART_ARC
(19,13),-0.881285 # DEPENDENCYPART_ARC
(19,14),0.0239009 # DEPENDENCYPART_ARC
(19,15),0.669734 # DEPENDENCYPART_ARC
(19,16),-0.518893 # DEPENDENCYPART_ARC
(19,17),0.270384 # DEPENDENCYPART_ARC
(19,18),1.0724 # DEPENDENCYPART_ARC
(19,20),-0.170721 # DEPENDENCYPART_ARC
(19,21),0.244514 # DEPENDENCYPART_ARC
(19,22),0.159281 # DEPENDENCYPART_ARC
(19,23),-0.323708 # DEPENDENCYPART_ARC
(21,14),-1.23962 # DEPENDENCYPART_ARC
(21,18),-1.72461 # DEPENDENCYPART_ARC
(21,20),0.764481 # DEPENDENCYPART_ARC
(21,22),0.340946 # DEPENDENCYPART_ARC
(22,12),-1.84223 # DEPENDENCYPART_ARC
(22,16),-2.24566 # DEPENDENCYPART_ARC
(22,17),-1.79117 # DEPENDENCYPART_ARC
(22,18),-1.96943 # DEPENDENCYPART_ARC
(22,19),-0.270555 # DEPENDENCYPART_ARC
(22,20),1.63514 # DEPENDENCYPART_ARC
(22,21),1.75643 # DEPENDENCYPART_ARC
(22,23),-0.416813 # DEPENDENCYPART_ARC
(23,2),-1.61923 # DEPENDENCYPART_ARC
(23,21),-1.38029 # DEPENDENCYPART_ARC
(23,22),-1.07257 # DEPENDENCYPART_ARC
(0,1),(0,2),0.0378258 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.0188366 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.182079 # DEPENDENCYPART_SIBL
(0,1),(0,6),0.00994458 # DEPENDENCYPART_SIBL
(0,1),(0,7),0.180331 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.183551 # DEPENDENCYPART_SIBL
(0,1),(0,9),0.0516642 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.0378258 # DEPENDENCYPART_SIBL
(0,1),(0,19),0.00780103 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.0765052 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.0326405 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.21211 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.00771071 # DEPENDENCYPART_SIBL
(0,2),(0,7),0.219444 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.210366 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.00535222 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0210454 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.030572 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.402918 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.189979 # DEPENDENCYPART_SIBL
(0,3),(0,6),0.00676041 # DEPENDENCYPART_SIBL
(0,3),(0,7),0.176955 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.189178 # DEPENDENCYPART_SIBL
(0,3),(0,9),0.0484679 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.0299161 # DEPENDENCYPART_SIBL
(0,3),(0,19),0.00401764 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.0865257 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.198596 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0531246 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.651671 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.133014 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.152543 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.396711 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.230937 # DEPENDENCYPART_SIBL
(0,6),(0,7),0.155499 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.249993 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.0568972 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.0790452 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.116729 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.31303 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.239758 # DEPENDENCYPART_SIBL
(0,7),(0,9),0.134967 # DEPENDENCYPART_SIBL
(0,7),(0,15),0.0100401 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.164269 # DEPENDENCYPART_SIBL
(0,7),(0,23),-0.215668 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.0964583 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.068561 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.355729 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.121042 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.243473 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.206225 # DEPENDENCYPART_SIBL
(0,9),(0,23),-0.519548 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.030572 # DEPENDENCYPART_SIBL
(0,15),(0,23),-0.402918 # DEPENDENCYPART_SIBL
(0,19),(0,23),-0.0414874 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0156812 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.000535901 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0169551 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.105213 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0921469 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0526544 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0922407 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0870133 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0898741 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0136044 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00180092 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.00821249 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0138328 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.00312818 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0138259 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.00478225 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.138229 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0333047 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.00861843 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.00935801 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0465124 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0545993 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.150943 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0336331 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0446109 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0223061 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.00589946 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0497591 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0146361 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.000674564 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0988752 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0241171 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0102209 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.120461 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.321303 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0125374 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.000479629 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.12463 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.112538 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0224465 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0123713 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.00872929 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0312351 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0265772 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.135856 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.000171806 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.073069 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0175828 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.00694178 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0278801 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0176068 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.000199918 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0176146 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.00307586 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0428688 # DEPENDENCYPART_SIBL
(4,1),(4,17),0.00275754 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.00425527 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.0175848 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.00304013 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0294914 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0487692 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.000729343 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0619446 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00659258 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.000766143 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0365605 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.000761219 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0512515 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0951034 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.051115 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.00386626 # DEPENDENCYPART_SIBL
(4,2),(4,21),-0.000731308 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0521242 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.02788 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0118325 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0596879 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00853587 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0118084 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0525462 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0118006 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.055822 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.11412 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0555037 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.0514071 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.0118305 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0557862 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.0264501 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0440423 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.00122008 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.105191 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0459455 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.105188 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0412552 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.00193716 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0418388 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.156594 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.105189 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0412458 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.064432 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0589823 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.129332 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.258751 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.129331 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.252102 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0178963 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.253791 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.235352 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.129499 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.251983 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0675777 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.107516 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0759603 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.107515 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0707581 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0311455 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.071349 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.196321 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.107515 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.070756 # DEPENDENCYPART_SIBL
(4,8),(4,23),0.0213661 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0459454 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.105188 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0412552 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.00193715 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0418388 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.156594 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.105189 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0412458 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.064432 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.1283 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.24787 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.00352651 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.249559 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.23252 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.128468 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.247751 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0732979 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0412717 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.00194968 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0418495 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.157015 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.105194 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0412565 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0644446 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.00613029 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.251024 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.232247 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.127159 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.249216 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0712402 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0162279 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0596649 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0643339 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.0156349 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.124516 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.231826 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.127596 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.246971 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.0738587 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.058252 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0212119 # DEPENDENCYPART_SIBL
(4,19),(4,23),0.0150654 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0412465 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.0644329 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.0708061 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0417145 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00746529 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0239167 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00306811 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0253261 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.026367 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00748752 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0324178 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.000817595 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0238863 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0348681 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0824299 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0480549 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00631047 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0823513 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00981331 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0251351 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.111843 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00342299 # DEPENDENCYPART_SIBL
(6,8),(6,11),-1.5923e-05 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0118399 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.00256753 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.00733464 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0766283 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00516743 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0125576 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.044585 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0141248 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.000807516 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0142469 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0914796 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0154332 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00789487 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00443098 # DEPENDENCYPART_SIBL
