# _root_ Τα κράτη δεν μπορούν να διαθέτουν δύο ποινικούς κώδικες , έναν που θα εφαρμόζεται στη διακίνηση ναρκωτικών αποκλειστικά μέσα στα σύνορά τους , και έναν άλλο που θα εφαρμόζεται στη διακίνηση ναρκωτικών όταν αυτή έχει διασυνοριακή διάσταση .
#goldHeads=2,4,4,0,6,4,9,9,10,6,24,14,14,11,14,15,16,19,16,19,20,21,10,10,24,25,29,29,25,29,30,31,29,35,33,37,35,0,
#predictedHeads=2,4,4,0,6,4,9,9,6,14,10,14,14,9,14,15,16,19,14,19,20,21,24,21,26,27,29,29,24,29,30,31,29,35,33,37,35,0,
(5,6),-0.231431 # DEPENDENCYPART_ARC
(6,1),-0.581757 # DEPENDENCYPART_ARC
(6,2),-0.164215 # DEPENDENCYPART_ARC
(6,3),0.290837 # DEPENDENCYPART_ARC
(6,4),-1.10623 # DEPENDENCYPART_ARC
(6,5),1.77211 # DEPENDENCYPART_ARC
(6,7),0.688336 # DEPENDENCYPART_ARC
(6,8),-0.552739 # DEPENDENCYPART_ARC
(6,9),0.763887 # DEPENDENCYPART_ARC
(6,10),-0.199607 # DEPENDENCYPART_ARC
(6,14),-1.71992 # DEPENDENCYPART_ARC
(6,15),-0.803546 # DEPENDENCYPART_ARC
(6,16),-1.19352 # DEPENDENCYPART_ARC
(6,17),-2.73204 # DEPENDENCYPART_ARC
(6,18),-1.07085 # DEPENDENCYPART_ARC
(6,19),-1.03308 # DEPENDENCYPART_ARC
(6,20),-1.26362 # DEPENDENCYPART_ARC
(6,23),-0.822592 # DEPENDENCYPART_ARC
(6,24),-0.695466 # DEPENDENCYPART_ARC
(6,30),-1.54408 # DEPENDENCYPART_ARC
(6,33),-0.643959 # DEPENDENCYPART_ARC
(7,8),-0.219924 # DEPENDENCYPART_ARC
(7,14),-1.7437 # DEPENDENCYPART_ARC
(8,2),-0.468003 # DEPENDENCYPART_ARC
(8,7),1.1902 # DEPENDENCYPART_ARC
(8,9),-0.790158 # DEPENDENCYPART_ARC
(8,10),-0.603105 # DEPENDENCYPART_ARC
(8,14),-1.39862 # DEPENDENCYPART_ARC
(9,1),-0.643985 # DEPENDENCYPART_ARC
(9,2),-0.707771 # DEPENDENCYPART_ARC
(9,4),-2.51577 # DEPENDENCYPART_ARC
(9,6),-2.18653 # DEPENDENCYPART_ARC
(9,7),1.30059 # DEPENDENCYPART_ARC
(9,8),2.62321 # DEPENDENCYPART_ARC
(9,10),-0.31896 # DEPENDENCYPART_ARC
(9,12),-1.44822 # DEPENDENCYPART_ARC
(9,14),-0.949996 # DEPENDENCYPART_ARC
(10,2),-1.31164 # DEPENDENCYPART_ARC
(10,4),-1.16005 # DEPENDENCYPART_ARC
(10,6),-1.10588 # DEPENDENCYPART_ARC
(10,7),-0.691801 # DEPENDENCYPART_ARC
(10,8),-0.857475 # DEPENDENCYPART_ARC
(10,9),-0.198688 # DEPENDENCYPART_ARC
(10,11),-0.433783 # DEPENDENCYPART_ARC
(10,14),-1.15151 # DEPENDENCYPART_ARC
(12,10),-0.403746 # DEPENDENCYPART_ARC
(14,2),-0.541842 # DEPENDENCYPART_ARC
(14,4),-1.31557 # DEPENDENCYPART_ARC
(14,6),-0.84791 # DEPENDENCYPART_ARC
(14,7),-1.03584 # DEPENDENCYPART_ARC
(14,8),-0.307944 # DEPENDENCYPART_ARC
(14,9),-0.916089 # DEPENDENCYPART_ARC
(14,10),0.42457 # DEPENDENCYPART_ARC
(14,11),-1.06224 # DEPENDENCYPART_ARC
(14,12),1.98894 # DEPENDENCYPART_ARC
(14,13),1.90053 # DEPENDENCYPART_ARC
(14,15),1.46064 # DEPENDENCYPART_ARC
(14,16),0.481677 # DEPENDENCYPART_ARC
(14,17),-1.28572 # DEPENDENCYPART_ARC
(14,18),0.134666 # DEPENDENCYPART_ARC
(14,19),0.0990466 # DEPENDENCYPART_ARC
(14,20),0.00825578 # DEPENDENCYPART_ARC
(14,21),-1.25097 # DEPENDENCYPART_ARC
(14,23),-0.195302 # DEPENDENCYPART_ARC
(14,24),-0.0246717 # DEPENDENCYPART_ARC
(14,29),-1.77832 # DEPENDENCYPART_ARC
(14,30),-1.07394 # DEPENDENCYPART_ARC
(14,32),-3.68875 # DEPENDENCYPART_ARC
(14,33),-0.371056 # DEPENDENCYPART_ARC
(14,37),-2.50179 # DEPENDENCYPART_ARC
(15,16),2.77095 # DEPENDENCYPART_ARC
(15,17),-0.0572801 # DEPENDENCYPART_ARC
(16,11),-1.32992 # DEPENDENCYPART_ARC
(16,12),-0.891011 # DEPENDENCYPART_ARC
(16,17),1.5607 # DEPENDENCYPART_ARC
(16,18),-0.227961 # DEPENDENCYPART_ARC
(16,19),-0.382951 # DEPENDENCYPART_ARC
(16,20),-0.48428 # DEPENDENCYPART_ARC
(16,21),-1.13958 # DEPENDENCYPART_ARC
(16,24),-0.344467 # DEPENDENCYPART_ARC
(16,29),-0.722336 # DEPENDENCYPART_ARC
(16,30),-1.06352 # DEPENDENCYPART_ARC
(16,35),-0.941651 # DEPENDENCYPART_ARC
(17,11),-2.38284 # DEPENDENCYPART_ARC
(17,12),-0.786414 # DEPENDENCYPART_ARC
(17,15),-1.41467 # DEPENDENCYPART_ARC
(17,16),-1.05972 # DEPENDENCYPART_ARC
(17,18),-0.013693 # DEPENDENCYPART_ARC
(17,19),-0.49906 # DEPENDENCYPART_ARC
(17,20),-0.969538 # DEPENDENCYPART_ARC
(17,21),-0.947656 # DEPENDENCYPART_ARC
(17,24),-0.558137 # DEPENDENCYPART_ARC
(17,29),-1.09184 # DEPENDENCYPART_ARC
(17,35),-1.44318 # DEPENDENCYPART_ARC
(18,12),-1.8314 # DEPENDENCYPART_ARC
(18,15),-0.586483 # DEPENDENCYPART_ARC
(18,16),-0.873518 # DEPENDENCYPART_ARC
(18,17),-0.126534 # DEPENDENCYPART_ARC
(18,19),-0.1786 # DEPENDENCYPART_ARC
(18,20),-0.0894437 # DEPENDENCYPART_ARC
(18,21),-0.907114 # DEPENDENCYPART_ARC
(18,23),-0.605912 # DEPENDENCYPART_ARC
(18,24),-0.533876 # DEPENDENCYPART_ARC
(18,29),-1.255 # DEPENDENCYPART_ARC
(19,4),-1.38719 # DEPENDENCYPART_ARC
(19,6),-1.40445 # DEPENDENCYPART_ARC
(19,12),-1.65426 # DEPENDENCYPART_ARC
(19,15),-0.514218 # DEPENDENCYPART_ARC
(19,16),-0.796826 # DEPENDENCYPART_ARC
(19,17),-0.472069 # DEPENDENCYPART_ARC
(19,18),0.871368 # DEPENDENCYPART_ARC
(19,20),0.504476 # DEPENDENCYPART_ARC
(19,21),-0.446867 # DEPENDENCYPART_ARC
(19,23),-0.444084 # DEPENDENCYPART_ARC
(19,29),-1.19184 # DEPENDENCYPART_ARC
(20,18),-0.646923 # DEPENDENCYPART_ARC
(20,19),-0.184558 # DEPENDENCYPART_ARC
(20,21),2.64947 # DEPENDENCYPART_ARC
(20,23),-0.296108 # DEPENDENCYPART_ARC
(20,24),-0.412534 # DEPENDENCYPART_ARC
(21,19),-0.710003 # DEPENDENCYPART_ARC
(21,22),1.06366 # DEPENDENCYPART_ARC
(21,23),-0.254517 # DEPENDENCYPART_ARC
(21,24),-0.194891 # DEPENDENCYPART_ARC
(21,26),-0.811152 # DEPENDENCYPART_ARC
(21,29),-0.19997 # DEPENDENCYPART_ARC
(21,30),-0.678636 # DEPENDENCYPART_ARC
(21,32),-0.767503 # DEPENDENCYPART_ARC
(21,35),-0.556663 # DEPENDENCYPART_ARC
(23,2),-1.65544 # DEPENDENCYPART_ARC
(23,4),-0.990739 # DEPENDENCYPART_ARC
(23,9),-1.53334 # DEPENDENCYPART_ARC
(23,15),-0.825396 # DEPENDENCYPART_ARC
(23,16),-1.116 # DEPENDENCYPART_ARC
(23,17),-1.12983 # DEPENDENCYPART_ARC
(23,20),-0.595238 # DEPENDENCYPART_ARC
(23,21),-0.770145 # DEPENDENCYPART_ARC
(24,2),-1.3345 # DEPENDENCYPART_ARC
(24,4),-1.19277 # DEPENDENCYPART_ARC
(24,6),-1.0239 # DEPENDENCYPART_ARC
(24,8),-1.57631 # DEPENDENCYPART_ARC
(24,9),-1.38625 # DEPENDENCYPART_ARC
(24,10),-0.999451 # DEPENDENCYPART_ARC
(24,12),-0.708677 # DEPENDENCYPART_ARC
(24,14),-0.335312 # DEPENDENCYPART_ARC
(24,15),-0.56412 # DEPENDENCYPART_ARC
(24,16),-0.924704 # DEPENDENCYPART_ARC
(24,17),-0.895606 # DEPENDENCYPART_ARC
(24,18),-0.4182 # DEPENDENCYPART_ARC
(24,19),-0.462233 # DEPENDENCYPART_ARC
(24,20),-0.451463 # DEPENDENCYPART_ARC
(24,21),-0.120682 # DEPENDENCYPART_ARC
(24,23),0.793184 # DEPENDENCYPART_ARC
(24,25),-0.177549 # DEPENDENCYPART_ARC
(24,26),-0.30249 # DEPENDENCYPART_ARC
(24,29),0.0575396 # DEPENDENCYPART_ARC
(24,30),-0.880269 # DEPENDENCYPART_ARC
(24,31),-1.19987 # DEPENDENCYPART_ARC
(24,32),-1.36621 # DEPENDENCYPART_ARC
(24,33),-0.57953 # DEPENDENCYPART_ARC
(24,35),-1.54113 # DEPENDENCYPART_ARC
(26,25),1.70988 # DEPENDENCYPART_ARC
(26,29),-0.731711 # DEPENDENCYPART_ARC
(27,26),0.65221 # DEPENDENCYPART_ARC
(27,35),-1.43663 # DEPENDENCYPART_ARC
(29,2),-0.989885 # DEPENDENCYPART_ARC
(29,4),-1.57405 # DEPENDENCYPART_ARC
(29,6),-1.36718 # DEPENDENCYPART_ARC
(29,9),-1.56765 # DEPENDENCYPART_ARC
(29,10),-0.261858 # DEPENDENCYPART_ARC
(29,14),-2.11509 # DEPENDENCYPART_ARC
(29,15),-0.414322 # DEPENDENCYPART_ARC
(29,16),-1.05532 # DEPENDENCYPART_ARC
(29,17),-2.41094 # DEPENDENCYPART_ARC
(29,18),-0.150102 # DEPENDENCYPART_ARC
(29,19),-0.127211 # DEPENDENCYPART_ARC
(29,20),-0.138284 # DEPENDENCYPART_ARC
(29,21),-0.97478 # DEPENDENCYPART_ARC
(29,23),-0.056601 # DEPENDENCYPART_ARC
(29,24),-0.261751 # DEPENDENCYPART_ARC
(29,26),0.342176 # DEPENDENCYPART_ARC
(29,27),1.92153 # DEPENDENCYPART_ARC
(29,28),1.90053 # DEPENDENCYPART_ARC
(29,30),1.46064 # DEPENDENCYPART_ARC
(29,31),0.481677 # DEPENDENCYPART_ARC
(29,32),-1.35342 # DEPENDENCYPART_ARC
(29,33),0.338689 # DEPENDENCYPART_ARC
(29,35),-1.44857 # DEPENDENCYPART_ARC
(29,36),-1.26022 # DEPENDENCYPART_ARC
(29,37),-1.37747 # DEPENDENCYPART_ARC
(30,31),2.77095 # DEPENDENCYPART_ARC
(30,32),-0.11331 # DEPENDENCYPART_ARC
(31,25),-1.6847 # DEPENDENCYPART_ARC
(31,27),-1.65048 # DEPENDENCYPART_ARC
(31,30),-0.320574 # DEPENDENCYPART_ARC
(31,32),1.40115 # DEPENDENCYPART_ARC
(31,33),-0.119917 # DEPENDENCYPART_ARC
(31,34),-0.499567 # DEPENDENCYPART_ARC
(31,35),-0.412669 # DEPENDENCYPART_ARC
(31,36),-1.28226 # DEPENDENCYPART_ARC
(31,37),-1.69151 # DEPENDENCYPART_ARC
(32,25),-2.36649 # DEPENDENCYPART_ARC
(32,27),-0.352704 # DEPENDENCYPART_ARC
(32,30),-1.36281 # DEPENDENCYPART_ARC
(32,31),-0.969129 # DEPENDENCYPART_ARC
(32,33),-0.162581 # DEPENDENCYPART_ARC
(32,34),-0.848218 # DEPENDENCYPART_ARC
(32,35),-1.02306 # DEPENDENCYPART_ARC
(32,36),-1.19068 # DEPENDENCYPART_ARC
(32,37),-1.53427 # DEPENDENCYPART_ARC
(33,34),0.384191 # DEPENDENCYPART_ARC
(33,35),1.20395 # DEPENDENCYPART_ARC
(34,35),-0.739676 # DEPENDENCYPART_ARC
(34,37),-1.72262 # DEPENDENCYPART_ARC
(35,10),-0.788218 # DEPENDENCYPART_ARC
(35,15),-1.53518 # DEPENDENCYPART_ARC
(35,18),-0.989588 # DEPENDENCYPART_ARC
(35,21),-1.86069 # DEPENDENCYPART_ARC
(35,26),-1.34773 # DEPENDENCYPART_ARC
(35,27),-0.654831 # DEPENDENCYPART_ARC
(35,30),-0.909402 # DEPENDENCYPART_ARC
(35,31),-1.16026 # DEPENDENCYPART_ARC
(35,32),-2.22135 # DEPENDENCYPART_ARC
(35,33),-0.57743 # DEPENDENCYPART_ARC
(35,34),0.939712 # DEPENDENCYPART_ARC
(35,36),-0.042887 # DEPENDENCYPART_ARC
(35,37),1.25678 # DEPENDENCYPART_ARC
(36,31),-1.59155 # DEPENDENCYPART_ARC
(36,32),-1.01896 # DEPENDENCYPART_ARC
(36,33),-0.353377 # DEPENDENCYPART_ARC
(36,34),0.114905 # DEPENDENCYPART_ARC
(36,37),-0.656051 # DEPENDENCYPART_ARC
(37,31),-0.935851 # DEPENDENCYPART_ARC
(37,32),-1.50032 # DEPENDENCYPART_ARC
(37,34),0.730539 # DEPENDENCYPART_ARC
(37,36),2.26837 # DEPENDENCYPART_ARC
(38,26),-1.84255 # DEPENDENCYPART_ARC
(38,33),-1.43432 # DEPENDENCYPART_ARC
(38,36),-1.35953 # DEPENDENCYPART_ARC
(38,37),-1.06128 # DEPENDENCYPART_ARC
(0,2),(0,4),-0.242636 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.241632 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0295751 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.0259518 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0116662 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.238332 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.0116662 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.167001 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.00211586 # DEPENDENCYPART_SIBL
(0,2),(0,29),-0.238332 # DEPENDENCYPART_SIBL
(0,2),(0,32),0.0233281 # DEPENDENCYPART_SIBL
(0,2),(0,33),-0.0267119 # DEPENDENCYPART_SIBL
(0,2),(0,34),-0.0027072 # DEPENDENCYPART_SIBL
(0,2),(0,37),0.0254917 # DEPENDENCYPART_SIBL
(0,2),(0,38),-0.234452 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.61397 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.165768 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.0219368 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0776055 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.60991 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.0776055 # DEPENDENCYPART_SIBL
(0,4),(0,24),-0.35928 # DEPENDENCYPART_SIBL
(0,4),(0,26),-0.141194 # DEPENDENCYPART_SIBL
(0,4),(0,29),-0.60991 # DEPENDENCYPART_SIBL
(0,4),(0,32),-0.0219579 # DEPENDENCYPART_SIBL
(0,4),(0,33),-0.275976 # DEPENDENCYPART_SIBL
(0,4),(0,34),-0.141713 # DEPENDENCYPART_SIBL
(0,4),(0,37),-0.0219659 # DEPENDENCYPART_SIBL
(0,4),(0,38),-0.133296 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.159434 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.0158003 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.0634509 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.603095 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.0634509 # DEPENDENCYPART_SIBL
(0,6),(0,24),-0.349903 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.134859 # DEPENDENCYPART_SIBL
(0,6),(0,29),-0.603095 # DEPENDENCYPART_SIBL
(0,6),(0,32),-0.0158214 # DEPENDENCYPART_SIBL
(0,6),(0,33),-0.266598 # DEPENDENCYPART_SIBL
(0,6),(0,34),-0.135379 # DEPENDENCYPART_SIBL
(0,6),(0,37),-0.0158295 # DEPENDENCYPART_SIBL
(0,6),(0,38),-0.112075 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.155511 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0790452 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.249993 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.0790452 # DEPENDENCYPART_SIBL
(0,8),(0,24),-0.116729 # DEPENDENCYPART_SIBL
(0,8),(0,26),-0.0140406 # DEPENDENCYPART_SIBL
(0,8),(0,29),-0.249993 # DEPENDENCYPART_SIBL
(0,8),(0,32),0.15549 # DEPENDENCYPART_SIBL
(0,8),(0,33),-0.0371723 # DEPENDENCYPART_SIBL
(0,8),(0,34),-0.0142723 # DEPENDENCYPART_SIBL
(0,8),(0,37),0.155489 # DEPENDENCYPART_SIBL
(0,8),(0,38),-0.31303 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.00172897 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.238152 # DEPENDENCYPART_SIBL
(0,9),(0,23),0.00172897 # DEPENDENCYPART_SIBL
(0,9),(0,24),-0.162869 # DEPENDENCYPART_SIBL
(0,9),(0,26),0.00200357 # DEPENDENCYPART_SIBL
(0,9),(0,29),-0.238152 # DEPENDENCYPART_SIBL
(0,9),(0,32),0.0261319 # DEPENDENCYPART_SIBL
(0,9),(0,33),-0.0225796 # DEPENDENCYPART_SIBL
(0,9),(0,34),0.00141224 # DEPENDENCYPART_SIBL
(0,9),(0,37),0.0282954 # DEPENDENCYPART_SIBL
(0,9),(0,38),-0.218542 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.210366 # DEPENDENCYPART_SIBL
(0,10),(0,23),-0.0210454 # DEPENDENCYPART_SIBL
(0,10),(0,24),-0.030572 # DEPENDENCYPART_SIBL
(0,10),(0,26),-0.00402593 # DEPENDENCYPART_SIBL
(0,10),(0,29),-0.210366 # DEPENDENCYPART_SIBL
(0,10),(0,32),0.219605 # DEPENDENCYPART_SIBL
(0,10),(0,33),0.00382707 # DEPENDENCYPART_SIBL
(0,10),(0,34),0.00233179 # DEPENDENCYPART_SIBL
(0,10),(0,37),0.219584 # DEPENDENCYPART_SIBL
(0,10),(0,38),-0.402918 # DEPENDENCYPART_SIBL
(0,14),(0,23),-0.068561 # DEPENDENCYPART_SIBL
(0,14),(0,24),-0.355729 # DEPENDENCYPART_SIBL
(0,14),(0,26),-0.137709 # DEPENDENCYPART_SIBL
(0,14),(0,29),-0.605944 # DEPENDENCYPART_SIBL
(0,14),(0,32),-0.018458 # DEPENDENCYPART_SIBL
(0,14),(0,33),-0.272425 # DEPENDENCYPART_SIBL
(0,14),(0,34),-0.138228 # DEPENDENCYPART_SIBL
(0,14),(0,37),-0.0184661 # DEPENDENCYPART_SIBL
(0,14),(0,38),-0.121042 # DEPENDENCYPART_SIBL
(0,23),(0,24),-0.030572 # DEPENDENCYPART_SIBL
(0,23),(0,26),-0.00402593 # DEPENDENCYPART_SIBL
(0,23),(0,29),-0.210366 # DEPENDENCYPART_SIBL
(0,23),(0,32),0.219605 # DEPENDENCYPART_SIBL
(0,23),(0,33),0.00382707 # DEPENDENCYPART_SIBL
(0,23),(0,34),0.00233179 # DEPENDENCYPART_SIBL
(0,23),(0,37),0.219584 # DEPENDENCYPART_SIBL
(0,23),(0,38),-0.402918 # DEPENDENCYPART_SIBL
(0,24),(0,26),-0.0937523 # DEPENDENCYPART_SIBL
(0,24),(0,29),-0.297346 # DEPENDENCYPART_SIBL
(0,24),(0,32),3.83354e-05 # DEPENDENCYPART_SIBL
(0,24),(0,33),-0.139146 # DEPENDENCYPART_SIBL
(0,24),(0,34),-0.0933976 # DEPENDENCYPART_SIBL
(0,24),(0,37),4.54418e-05 # DEPENDENCYPART_SIBL
(0,24),(0,38),-0.0414874 # DEPENDENCYPART_SIBL
(0,26),(0,29),-0.253418 # DEPENDENCYPART_SIBL
(0,26),(0,32),0.0623651 # DEPENDENCYPART_SIBL
(0,26),(0,33),-0.0318731 # DEPENDENCYPART_SIBL
(0,26),(0,34),-0.0360561 # DEPENDENCYPART_SIBL
(0,26),(0,37),0.0604351 # DEPENDENCYPART_SIBL
(0,26),(0,38),-0.206842 # DEPENDENCYPART_SIBL
(0,29),(0,32),-0.018458 # DEPENDENCYPART_SIBL
(0,29),(0,33),-0.272425 # DEPENDENCYPART_SIBL
(0,29),(0,34),-0.138228 # DEPENDENCYPART_SIBL
(0,29),(0,37),-0.0184661 # DEPENDENCYPART_SIBL
(0,29),(0,38),-0.121042 # DEPENDENCYPART_SIBL
(0,32),(0,33),-0.0226487 # DEPENDENCYPART_SIBL
(0,32),(0,34),0.00141018 # DEPENDENCYPART_SIBL
(0,32),(0,37),0.0282933 # DEPENDENCYPART_SIBL
(0,32),(0,38),-0.218813 # DEPENDENCYPART_SIBL
(0,33),(0,34),-0.0425386 # DEPENDENCYPART_SIBL
(0,33),(0,37),0.069316 # DEPENDENCYPART_SIBL
(0,33),(0,38),0.00127276 # DEPENDENCYPART_SIBL
(0,34),(0,37),0.0580266 # DEPENDENCYPART_SIBL
(0,34),(0,38),-0.217093 # DEPENDENCYPART_SIBL
(0,37),(0,38),-0.218601 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0511261 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0158823 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0614267 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0577949 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.046361 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.136569 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0615941 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.00298674 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0982213 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.000501414 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.00630798 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0168242 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.0966073 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0106824 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0307306 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0307149 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0479595 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.00969517 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.000598071 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.00621132 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0167318 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.0960288 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0112425 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.00074807 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.00723219 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0326878 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0180437 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.00302458 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.011356 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0756653 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0360672 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0218861 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.00880985 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0117008 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00144235 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0472728 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0200003 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0502785 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.00258897 # DEPENDENCYPART_SIBL
(4,1),(4,17),0.000281045 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.0411883 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.049942 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.0474263 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0472728 # DEPENDENCYPART_SIBL
(4,1),(4,24),-0.0486233 # DEPENDENCYPART_SIBL
(4,1),(4,29),-0.0200003 # DEPENDENCYPART_SIBL
(4,1),(4,30),-0.0502785 # DEPENDENCYPART_SIBL
(4,1),(4,37),-0.00187704 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.104802 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00791617 # DEPENDENCYPART_SIBL
