# _root_ Ancak , o bahçeye _ girmek büyük cesaret istiyormuş , çünkü orası _ güçlü bir cadıya _ aitmiş .
#goldHeads=5,0,4,5,6,9,8,9,10,18,18,18,14,16,16,17,18,19,0,
#predictedHeads=19,0,4,5,6,9,8,9,10,18,19,13,14,16,16,17,18,19,0,
(3,1),-1.01347 # DEPENDENCYPART_ARC
(3,2),0.242747 # DEPENDENCYPART_ARC
(3,4),0.0644323 # DEPENDENCYPART_ARC
(3,7),-0.388351 # DEPENDENCYPART_ARC
(3,8),-0.593305 # DEPENDENCYPART_ARC
(3,10),-0.448292 # DEPENDENCYPART_ARC
(3,11),-0.433026 # DEPENDENCYPART_ARC
(3,12),-0.910208 # DEPENDENCYPART_ARC
(3,13),-0.994226 # DEPENDENCYPART_ARC
(3,14),-1.06419 # DEPENDENCYPART_ARC
(3,16),-1.386 # DEPENDENCYPART_ARC
(3,18),-0.9843 # DEPENDENCYPART_ARC
(3,19),-1.16653 # DEPENDENCYPART_ARC
(4,1),-0.377227 # DEPENDENCYPART_ARC
(4,2),0.196827 # DEPENDENCYPART_ARC
(4,3),2.428 # DEPENDENCYPART_ARC
(4,5),-0.280406 # DEPENDENCYPART_ARC
(4,6),-0.711104 # DEPENDENCYPART_ARC
(4,7),-0.392945 # DEPENDENCYPART_ARC
(4,8),-1.4122 # DEPENDENCYPART_ARC
(4,9),-1.47098 # DEPENDENCYPART_ARC
(4,10),-0.617536 # DEPENDENCYPART_ARC
(4,11),-1.12225 # DEPENDENCYPART_ARC
(4,12),-1.82892 # DEPENDENCYPART_ARC
(4,13),-2.33378 # DEPENDENCYPART_ARC
(4,14),-1.55245 # DEPENDENCYPART_ARC
(4,15),-0.896925 # DEPENDENCYPART_ARC
(4,16),-2.30431 # DEPENDENCYPART_ARC
(4,17),-1.73124 # DEPENDENCYPART_ARC
(4,18),-0.860901 # DEPENDENCYPART_ARC
(4,19),-1.81302 # DEPENDENCYPART_ARC
(5,1),0.0227769 # DEPENDENCYPART_ARC
(5,2),0.209095 # DEPENDENCYPART_ARC
(5,3),0.628642 # DEPENDENCYPART_ARC
(5,4),2.95156 # DEPENDENCYPART_ARC
(5,6),0.355117 # DEPENDENCYPART_ARC
(5,7),-0.193586 # DEPENDENCYPART_ARC
(5,8),-0.492621 # DEPENDENCYPART_ARC
(5,9),-0.349035 # DEPENDENCYPART_ARC
(5,10),-0.383051 # DEPENDENCYPART_ARC
(5,11),-0.947252 # DEPENDENCYPART_ARC
(5,12),-1.78323 # DEPENDENCYPART_ARC
(5,13),-2.50805 # DEPENDENCYPART_ARC
(5,14),-1.53359 # DEPENDENCYPART_ARC
(5,15),-0.909981 # DEPENDENCYPART_ARC
(5,16),-2.07462 # DEPENDENCYPART_ARC
(5,17),-1.17597 # DEPENDENCYPART_ARC
(5,18),-1.21027 # DEPENDENCYPART_ARC
(5,19),-1.45728 # DEPENDENCYPART_ARC
(6,1),-0.436165 # DEPENDENCYPART_ARC
(6,2),0.0681643 # DEPENDENCYPART_ARC
(6,3),0.85089 # DEPENDENCYPART_ARC
(6,4),0.733075 # DEPENDENCYPART_ARC
(6,5),2.87993 # DEPENDENCYPART_ARC
(6,7),0.199828 # DEPENDENCYPART_ARC
(6,8),-0.62971 # DEPENDENCYPART_ARC
(6,9),-1.63098 # DEPENDENCYPART_ARC
(6,10),-0.480238 # DEPENDENCYPART_ARC
(6,11),-1.07813 # DEPENDENCYPART_ARC
(6,12),-1.60861 # DEPENDENCYPART_ARC
(6,13),-1.95885 # DEPENDENCYPART_ARC
(6,14),-1.77591 # DEPENDENCYPART_ARC
(6,15),-0.948413 # DEPENDENCYPART_ARC
(6,16),-1.7807 # DEPENDENCYPART_ARC
(6,17),-1.80892 # DEPENDENCYPART_ARC
(6,18),-1.00206 # DEPENDENCYPART_ARC
(6,19),-1.8534 # DEPENDENCYPART_ARC
(7,1),-0.471129 # DEPENDENCYPART_ARC
(7,2),-0.355438 # DEPENDENCYPART_ARC
(7,3),0.15469 # DEPENDENCYPART_ARC
(7,4),0.607145 # DEPENDENCYPART_ARC
(7,5),0.709083 # DEPENDENCYPART_ARC
(7,6),1.46153 # DEPENDENCYPART_ARC
(7,8),0.476376 # DEPENDENCYPART_ARC
(7,9),-0.162594 # DEPENDENCYPART_ARC
(7,10),-0.316781 # DEPENDENCYPART_ARC
(7,11),-0.423853 # DEPENDENCYPART_ARC
(7,12),-0.799962 # DEPENDENCYPART_ARC
(7,13),-0.899089 # DEPENDENCYPART_ARC
(7,14),-1.35277 # DEPENDENCYPART_ARC
(7,15),-0.854074 # DEPENDENCYPART_ARC
(7,16),-0.891929 # DEPENDENCYPART_ARC
(7,17),-0.769952 # DEPENDENCYPART_ARC
(7,18),-1.14535 # DEPENDENCYPART_ARC
(7,19),-1.44071 # DEPENDENCYPART_ARC
(8,1),-0.378818 # DEPENDENCYPART_ARC
(8,2),-0.11691 # DEPENDENCYPART_ARC
(8,3),0.709379 # DEPENDENCYPART_ARC
(8,4),-0.224925 # DEPENDENCYPART_ARC
(8,5),-0.236496 # DEPENDENCYPART_ARC
(8,6),1.1713 # DEPENDENCYPART_ARC
(8,7),2.36565 # DEPENDENCYPART_ARC
(8,9),-0.346469 # DEPENDENCYPART_ARC
(8,10),0.41303 # DEPENDENCYPART_ARC
(8,11),-0.16537 # DEPENDENCYPART_ARC
(8,12),-0.700121 # DEPENDENCYPART_ARC
(8,13),-1.19757 # DEPENDENCYPART_ARC
(8,14),-1.07332 # DEPENDENCYPART_ARC
(8,15),-0.400748 # DEPENDENCYPART_ARC
(8,16),-1.1845 # DEPENDENCYPART_ARC
(8,17),-1.01817 # DEPENDENCYPART_ARC
(8,18),-0.226661 # DEPENDENCYPART_ARC
(8,19),-1.15077 # DEPENDENCYPART_ARC
(9,1),0.321066 # DEPENDENCYPART_ARC
(9,2),0.739249 # DEPENDENCYPART_ARC
(9,3),0.253475 # DEPENDENCYPART_ARC
(9,4),1.32854 # DEPENDENCYPART_ARC
(9,5),-1.54315 # DEPENDENCYPART_ARC
(9,6),1.9947 # DEPENDENCYPART_ARC
(9,7),1.09161 # DEPENDENCYPART_ARC
(9,8),3.27824 # DEPENDENCYPART_ARC
(9,10),-0.186794 # DEPENDENCYPART_ARC
(9,11),-0.304512 # DEPENDENCYPART_ARC
(9,12),-0.958613 # DEPENDENCYPART_ARC
(9,13),-1.58416 # DEPENDENCYPART_ARC
(9,14),-1.29597 # DEPENDENCYPART_ARC
(9,15),-1.15779 # DEPENDENCYPART_ARC
(9,16),-1.65409 # DEPENDENCYPART_ARC
(9,17),-0.271462 # DEPENDENCYPART_ARC
(9,18),-0.273209 # DEPENDENCYPART_ARC
(9,19),-1.81773 # DEPENDENCYPART_ARC
(10,1),0.806564 # DEPENDENCYPART_ARC
(10,2),0.423114 # DEPENDENCYPART_ARC
(10,3),-0.127541 # DEPENDENCYPART_ARC
(10,4),0.608556 # DEPENDENCYPART_ARC
(10,5),-1.61817 # DEPENDENCYPART_ARC
(10,6),0.564247 # DEPENDENCYPART_ARC
(10,7),0.664852 # DEPENDENCYPART_ARC
(10,8),0.860636 # DEPENDENCYPART_ARC
(10,9),1.93814 # DEPENDENCYPART_ARC
(10,11),-0.206504 # DEPENDENCYPART_ARC
(10,12),-0.525774 # DEPENDENCYPART_ARC
(10,13),-0.59894 # DEPENDENCYPART_ARC
(10,14),-1.11398 # DEPENDENCYPART_ARC
(10,15),-0.891023 # DEPENDENCYPART_ARC
(10,16),-0.910421 # DEPENDENCYPART_ARC
(10,17),-0.628256 # DEPENDENCYPART_ARC
(10,18),-0.61932 # DEPENDENCYPART_ARC
(10,19),-1.028 # DEPENDENCYPART_ARC
(11,1),-0.391832 # DEPENDENCYPART_ARC
(11,2),-0.84977 # DEPENDENCYPART_ARC
(11,3),-0.715209 # DEPENDENCYPART_ARC
(11,4),-0.555428 # DEPENDENCYPART_ARC
(11,5),-0.627508 # DEPENDENCYPART_ARC
(11,6),-0.507346 # DEPENDENCYPART_ARC
(11,7),-0.591087 # DEPENDENCYPART_ARC
(11,8),-0.0137015 # DEPENDENCYPART_ARC
(11,9),0.806068 # DEPENDENCYPART_ARC
(11,10),0.366492 # DEPENDENCYPART_ARC
(11,12),-0.0314015 # DEPENDENCYPART_ARC
(11,13),-0.241411 # DEPENDENCYPART_ARC
(11,14),-0.534087 # DEPENDENCYPART_ARC
(11,15),-0.333279 # DEPENDENCYPART_ARC
(11,16),-0.707545 # DEPENDENCYPART_ARC
(11,17),-0.320718 # DEPENDENCYPART_ARC
(11,18),-0.73729 # DEPENDENCYPART_ARC
(11,19),-0.902627 # DEPENDENCYPART_ARC
(12,1),-1.28272 # DEPENDENCYPART_ARC
(12,2),-0.569836 # DEPENDENCYPART_ARC
(12,3),-0.405865 # DEPENDENCYPART_ARC
(12,4),-0.94704 # DEPENDENCYPART_ARC
(12,5),-2.08897 # DEPENDENCYPART_ARC
(12,6),-0.167709 # DEPENDENCYPART_ARC
(12,7),-0.640235 # DEPENDENCYPART_ARC
(12,8),-0.131601 # DEPENDENCYPART_ARC
(12,9),-1.14593 # DEPENDENCYPART_ARC
(12,10),0.0521983 # DEPENDENCYPART_ARC
(12,11),0.147286 # DEPENDENCYPART_ARC
(12,13),-0.0164034 # DEPENDENCYPART_ARC
(12,14),-0.215172 # DEPENDENCYPART_ARC
(12,15),-0.307612 # DEPENDENCYPART_ARC
(12,16),-0.261457 # DEPENDENCYPART_ARC
(12,17),-1.01107 # DEPENDENCYPART_ARC
(12,18),-0.177451 # DEPENDENCYPART_ARC
(12,19),-0.850214 # DEPENDENCYPART_ARC
(13,1),-0.992108 # DEPENDENCYPART_ARC
(13,2),-0.91238 # DEPENDENCYPART_ARC
(13,3),-0.572456 # DEPENDENCYPART_ARC
(13,4),-2.05147 # DEPENDENCYPART_ARC
(13,5),-3.63613 # DEPENDENCYPART_ARC
(13,6),-1.16525 # DEPENDENCYPART_ARC
(13,7),-1.34852 # DEPENDENCYPART_ARC
(13,8),-1.30424 # DEPENDENCYPART_ARC
(13,9),-1.45731 # DEPENDENCYPART_ARC
(13,10),0.136513 # DEPENDENCYPART_ARC
(13,11),-0.144822 # DEPENDENCYPART_ARC
(13,12),1.71882 # DEPENDENCYPART_ARC
(13,14),0.15197 # DEPENDENCYPART_ARC
(13,15),0.181852 # DEPENDENCYPART_ARC
(13,16),-0.515057 # DEPENDENCYPART_ARC
(13,17),-0.509942 # DEPENDENCYPART_ARC
(13,18),0.1115 # DEPENDENCYPART_ARC
(13,19),-0.739152 # DEPENDENCYPART_ARC
(14,1),-0.581028 # DEPENDENCYPART_ARC
(14,2),-0.888055 # DEPENDENCYPART_ARC
(14,3),-0.368077 # DEPENDENCYPART_ARC
(14,4),-0.805844 # DEPENDENCYPART_ARC
(14,5),-2.09388 # DEPENDENCYPART_ARC
(14,6),-0.535886 # DEPENDENCYPART_ARC
(14,7),-1.03836 # DEPENDENCYPART_ARC
(14,8),-0.226051 # DEPENDENCYPART_ARC
(14,9),0.067683 # DEPENDENCYPART_ARC
(14,10),0.263969 # DEPENDENCYPART_ARC
(14,11),0.00128054 # DEPENDENCYPART_ARC
(14,12),0.833836 # DEPENDENCYPART_ARC
(14,13),2.91884 # DEPENDENCYPART_ARC
(14,15),-0.290582 # DEPENDENCYPART_ARC
(14,16),-0.546845 # DEPENDENCYPART_ARC
(14,17),-0.839673 # DEPENDENCYPART_ARC
(14,18),-0.995019 # DEPENDENCYPART_ARC
(14,19),-1.26796 # DEPENDENCYPART_ARC
(15,1),-0.730612 # DEPENDENCYPART_ARC
(15,2),-1.09957 # DEPENDENCYPART_ARC
(15,4),-0.843541 # DEPENDENCYPART_ARC
(15,7),-1.08155 # DEPENDENCYPART_ARC
(15,8),-1.00786 # DEPENDENCYPART_ARC
(15,10),-0.652219 # DEPENDENCYPART_ARC
(15,11),-0.468748 # DEPENDENCYPART_ARC
(15,12),-0.529136 # DEPENDENCYPART_ARC
(15,13),-0.184586 # DEPENDENCYPART_ARC
(15,14),0.533515 # DEPENDENCYPART_ARC
(15,16),0.00775198 # DEPENDENCYPART_ARC
(15,18),-0.304024 # DEPENDENCYPART_ARC
(15,19),-0.401019 # DEPENDENCYPART_ARC
(16,1),-0.614314 # DEPENDENCYPART_ARC
(16,2),-0.185614 # DEPENDENCYPART_ARC
(16,3),-0.0751288 # DEPENDENCYPART_ARC
(16,4),-1.10744 # DEPENDENCYPART_ARC
(16,5),-3.7081 # DEPENDENCYPART_ARC
(16,6),-0.793435 # DEPENDENCYPART_ARC
(16,7),-0.599261 # DEPENDENCYPART_ARC
(16,8),-0.564543 # DEPENDENCYPART_ARC
(16,9),-1.45691 # DEPENDENCYPART_ARC
(16,10),0.255975 # DEPENDENCYPART_ARC
(16,11),-0.0406618 # DEPENDENCYPART_ARC
(16,12),0.589036 # DEPENDENCYPART_ARC
(16,13),0.358578 # DEPENDENCYPART_ARC
(16,14),2.42793 # DEPENDENCYPART_ARC
(16,15),2.64624 # DEPENDENCYPART_ARC
(16,17),-0.168621 # DEPENDENCYPART_ARC
(16,18),0.474027 # DEPENDENCYPART_ARC
(16,19),-0.681426 # DEPENDENCYPART_ARC
(17,1),-0.30672 # DEPENDENCYPART_ARC
(17,2),-1.30214 # DEPENDENCYPART_ARC
(17,3),-0.627035 # DEPENDENCYPART_ARC
(17,4),-0.399735 # DEPENDENCYPART_ARC
(17,5),-3.15046 # DEPENDENCYPART_ARC
(17,6),-0.903336 # DEPENDENCYPART_ARC
(17,7),-0.841171 # DEPENDENCYPART_ARC
(17,8),-0.455325 # DEPENDENCYPART_ARC
(17,9),-0.90401 # DEPENDENCYPART_ARC
(17,10),-0.279638 # DEPENDENCYPART_ARC
(17,11),0.44038 # DEPENDENCYPART_ARC
(17,12),-0.209219 # DEPENDENCYPART_ARC
(17,13),-0.0115274 # DEPENDENCYPART_ARC
(17,14),0.0672405 # DEPENDENCYPART_ARC
(17,15),0.398612 # DEPENDENCYPART_ARC
(17,16),3.57584 # DEPENDENCYPART_ARC
(17,18),0.482691 # DEPENDENCYPART_ARC
(17,19),0.187106 # DEPENDENCYPART_ARC
(18,1),0.19127 # DEPENDENCYPART_ARC
(18,2),0.538271 # DEPENDENCYPART_ARC
(18,3),-0.0887593 # DEPENDENCYPART_ARC
(18,4),-0.360315 # DEPENDENCYPART_ARC
(18,5),-5.34985 # DEPENDENCYPART_ARC
(18,6),0.246647 # DEPENDENCYPART_ARC
(18,7),0.0477246 # DEPENDENCYPART_ARC
(18,8),0.376499 # DEPENDENCYPART_ARC
(18,9),-0.124637 # DEPENDENCYPART_ARC
(18,10),2.18492 # DEPENDENCYPART_ARC
(18,11),0.921846 # DEPENDENCYPART_ARC
(18,12),1.34346 # DEPENDENCYPART_ARC
(18,13),-0.0194689 # DEPENDENCYPART_ARC
(18,14),0.882531 # DEPENDENCYPART_ARC
(18,15),0.956732 # DEPENDENCYPART_ARC
(18,16),1.38843 # DEPENDENCYPART_ARC
(18,17),2.72661 # DEPENDENCYPART_ARC
(18,19),-0.614578 # DEPENDENCYPART_ARC
(19,1),1.43432 # DEPENDENCYPART_ARC
(19,2),-0.739688 # DEPENDENCYPART_ARC
(19,3),-1.20695 # DEPENDENCYPART_ARC
(19,4),-0.258139 # DEPENDENCYPART_ARC
(19,5),-4.97637 # DEPENDENCYPART_ARC
(19,6),-0.238332 # DEPENDENCYPART_ARC
(19,7),0.0275597 # DEPENDENCYPART_ARC
(19,8),-0.167082 # DEPENDENCYPART_ARC
(19,9),0.0975759 # DEPENDENCYPART_ARC
(19,10),0.37691 # DEPENDENCYPART_ARC
(19,11),1.90563 # DEPENDENCYPART_ARC
(19,12),0.275746 # DEPENDENCYPART_ARC
(19,13),-1.34434 # DEPENDENCYPART_ARC
(19,14),0.0278456 # DEPENDENCYPART_ARC
(19,15),0.0539021 # DEPENDENCYPART_ARC
(19,16),0.560896 # DEPENDENCYPART_ARC
(19,17),-1.01688 # DEPENDENCYPART_ARC
(19,18),1.89015 # DEPENDENCYPART_ARC
