# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,13,13,14,16,16,17,20,21,20,21,26,21,25,25,26,29,29,29,30,0,
(4,2),-1.60977 # DEPENDENCYPART_ARC
(4,3),0.689069 # DEPENDENCYPART_ARC
(4,5),-0.375689 # DEPENDENCYPART_ARC
(4,6),0.248944 # DEPENDENCYPART_ARC
(4,7),-1.13902 # DEPENDENCYPART_ARC
(4,8),-1.25702 # DEPENDENCYPART_ARC
(4,9),-0.743141 # DEPENDENCYPART_ARC
(4,10),-0.785228 # DEPENDENCYPART_ARC
(4,11),-1.00217 # DEPENDENCYPART_ARC
(4,12),-1.45678 # DEPENDENCYPART_ARC
(4,13),-1.60614 # DEPENDENCYPART_ARC
(4,14),-0.7465 # DEPENDENCYPART_ARC
(4,15),-1.85646 # DEPENDENCYPART_ARC
(4,16),-1.93482 # DEPENDENCYPART_ARC
(4,17),-0.877976 # DEPENDENCYPART_ARC
(4,18),-1.29976 # DEPENDENCYPART_ARC
(4,19),-1.99983 # DEPENDENCYPART_ARC
(4,20),-2.05249 # DEPENDENCYPART_ARC
(4,21),-1.81505 # DEPENDENCYPART_ARC
(4,22),-1.42274 # DEPENDENCYPART_ARC
(4,23),-2.16112 # DEPENDENCYPART_ARC
(4,24),-1.89758 # DEPENDENCYPART_ARC
(4,25),-2.35593 # DEPENDENCYPART_ARC
(4,26),-1.01953 # DEPENDENCYPART_ARC
(4,27),-1.35613 # DEPENDENCYPART_ARC
(4,28),-0.563055 # DEPENDENCYPART_ARC
(4,29),-2.50087 # DEPENDENCYPART_ARC
(4,30),-1.8824 # DEPENDENCYPART_ARC
(5,1),2.26821 # DEPENDENCYPART_ARC
(5,2),2.67976 # DEPENDENCYPART_ARC
(5,3),2.82582 # DEPENDENCYPART_ARC
(5,4),3.94548 # DEPENDENCYPART_ARC
(5,6),0.432537 # DEPENDENCYPART_ARC
(5,7),-0.241815 # DEPENDENCYPART_ARC
(5,8),-1.90346 # DEPENDENCYPART_ARC
(5,9),-0.845797 # DEPENDENCYPART_ARC
(5,10),-1.75168 # DEPENDENCYPART_ARC
(5,11),-1.73835 # DEPENDENCYPART_ARC
(5,12),-1.39495 # DEPENDENCYPART_ARC
(5,13),-2.11979 # DEPENDENCYPART_ARC
(5,14),-1.69984 # DEPENDENCYPART_ARC
(5,15),-1.89088 # DEPENDENCYPART_ARC
(5,16),-2.15066 # DEPENDENCYPART_ARC
(5,17),-2.00518 # DEPENDENCYPART_ARC
(5,18),-2.21896 # DEPENDENCYPART_ARC
(5,19),-2.21919 # DEPENDENCYPART_ARC
(5,20),-2.38323 # DEPENDENCYPART_ARC
(5,21),-2.13593 # DEPENDENCYPART_ARC
(5,22),-2.35401 # DEPENDENCYPART_ARC
(5,23),-2.56158 # DEPENDENCYPART_ARC
(5,24),-2.69445 # DEPENDENCYPART_ARC
(5,25),-3.38972 # DEPENDENCYPART_ARC
(5,26),-2.91886 # DEPENDENCYPART_ARC
(5,27),-2.83446 # DEPENDENCYPART_ARC
(5,28),-2.14436 # DEPENDENCYPART_ARC
(5,29),-2.45357 # DEPENDENCYPART_ARC
(5,30),-2.73781 # DEPENDENCYPART_ARC
(6,1),-0.0454669 # DEPENDENCYPART_ARC
(6,2),0.249369 # DEPENDENCYPART_ARC
(6,3),0.693115 # DEPENDENCYPART_ARC
(6,4),1.71283 # DEPENDENCYPART_ARC
(6,5),2.77535 # DEPENDENCYPART_ARC
(6,7),-0.023883 # DEPENDENCYPART_ARC
(6,8),-0.369029 # DEPENDENCYPART_ARC
(6,9),-0.288694 # DEPENDENCYPART_ARC
(6,10),-0.552887 # DEPENDENCYPART_ARC
(6,11),-0.485029 # DEPENDENCYPART_ARC
(6,12),-1.17399 # DEPENDENCYPART_ARC
(6,13),-1.09966 # DEPENDENCYPART_ARC
(6,14),-1.19584 # DEPENDENCYPART_ARC
(6,15),-0.983498 # DEPENDENCYPART_ARC
(6,16),-1.06532 # DEPENDENCYPART_ARC
(6,17),-1.31795 # DEPENDENCYPART_ARC
(6,18),-1.11721 # DEPENDENCYPART_ARC
(6,19),-1.46565 # DEPENDENCYPART_ARC
(6,20),-1.18448 # DEPENDENCYPART_ARC
(6,21),-1.13936 # DEPENDENCYPART_ARC
(6,22),-0.889355 # DEPENDENCYPART_ARC
(6,23),-1.44616 # DEPENDENCYPART_ARC
(6,24),-1.31023 # DEPENDENCYPART_ARC
(6,25),-1.34505 # DEPENDENCYPART_ARC
(6,26),-1.32683 # DEPENDENCYPART_ARC
(6,27),-1.39448 # DEPENDENCYPART_ARC
(6,28),-1.14023 # DEPENDENCYPART_ARC
(6,29),-1.71847 # DEPENDENCYPART_ARC
(6,30),-2.58941 # DEPENDENCYPART_ARC
(7,1),-0.666868 # DEPENDENCYPART_ARC
(7,2),-1.40441 # DEPENDENCYPART_ARC
(7,3),-0.462913 # DEPENDENCYPART_ARC
(7,4),0.186416 # DEPENDENCYPART_ARC
(7,5),0.0610802 # DEPENDENCYPART_ARC
(7,6),0.855923 # DEPENDENCYPART_ARC
(7,8),-0.321551 # DEPENDENCYPART_ARC
(7,9),0.108487 # DEPENDENCYPART_ARC
(7,10),-0.235747 # DEPENDENCYPART_ARC
(7,11),-0.362489 # DEPENDENCYPART_ARC
(7,12),-1.59487 # DEPENDENCYPART_ARC
(7,13),-1.69195 # DEPENDENCYPART_ARC
(7,14),-0.818821 # DEPENDENCYPART_ARC
(7,15),-1.77894 # DEPENDENCYPART_ARC
(7,16),-1.64795 # DEPENDENCYPART_ARC
(7,17),-0.902811 # DEPENDENCYPART_ARC
(7,18),-1.40515 # DEPENDENCYPART_ARC
(7,19),-2.03388 # DEPENDENCYPART_ARC
(7,20),-2.0795 # DEPENDENCYPART_ARC
(7,21),-1.5214 # DEPENDENCYPART_ARC
(7,22),-1.07766 # DEPENDENCYPART_ARC
(7,23),-2.03768 # DEPENDENCYPART_ARC
(7,24),-1.63818 # DEPENDENCYPART_ARC
(7,25),-2.2143 # DEPENDENCYPART_ARC
(7,26),-0.865691 # DEPENDENCYPART_ARC
(7,27),-1.1855 # DEPENDENCYPART_ARC
(7,28),-0.669479 # DEPENDENCYPART_ARC
(7,29),-2.53129 # DEPENDENCYPART_ARC
(7,30),-1.91141 # DEPENDENCYPART_ARC
(8,1),1.14488 # DEPENDENCYPART_ARC
(8,2),1.56272 # DEPENDENCYPART_ARC
(8,3),1.38218 # DEPENDENCYPART_ARC
(8,4),1.62658 # DEPENDENCYPART_ARC
(8,5),0.949357 # DEPENDENCYPART_ARC
(8,6),1.39282 # DEPENDENCYPART_ARC
(8,7),3.36219 # DEPENDENCYPART_ARC
(8,9),1.41241 # DEPENDENCYPART_ARC
(8,10),-0.05429 # DEPENDENCYPART_ARC
(8,11),-0.213547 # DEPENDENCYPART_ARC
(8,12),-0.0139501 # DEPENDENCYPART_ARC
(8,13),-1.17917 # DEPENDENCYPART_ARC
(8,14),-0.761557 # DEPENDENCYPART_ARC
(8,15),-0.479421 # DEPENDENCYPART_ARC
(8,16),-1.27397 # DEPENDENCYPART_ARC
(8,17),-0.734186 # DEPENDENCYPART_ARC
(8,18),-1.02209 # DEPENDENCYPART_ARC
(8,19),-0.805276 # DEPENDENCYPART_ARC
(8,20),-1.28972 # DEPENDENCYPART_ARC
(8,21),-1.25921 # DEPENDENCYPART_ARC
(8,22),-1.21783 # DEPENDENCYPART_ARC
(8,23),-1.1032 # DEPENDENCYPART_ARC
(8,24),-1.60262 # DEPENDENCYPART_ARC
(8,25),-2.08738 # DEPENDENCYPART_ARC
(8,26),-1.68738 # DEPENDENCYPART_ARC
(8,27),-1.51509 # DEPENDENCYPART_ARC
(8,28),-0.95175 # DEPENDENCYPART_ARC
(8,29),-0.983573 # DEPENDENCYPART_ARC
(8,30),-1.63056 # DEPENDENCYPART_ARC
(9,1),-0.358991 # DEPENDENCYPART_ARC
(9,2),-0.304008 # DEPENDENCYPART_ARC
(9,3),-0.228714 # DEPENDENCYPART_ARC
(9,4),-0.179764 # DEPENDENCYPART_ARC
(9,5),-1.09974 # DEPENDENCYPART_ARC
(9,6),-0.31337 # DEPENDENCYPART_ARC
(9,7),0.569969 # DEPENDENCYPART_ARC
(9,8),0.644102 # DEPENDENCYPART_ARC
(9,10),0.136364 # DEPENDENCYPART_ARC
(9,11),-0.106756 # DEPENDENCYPART_ARC
(9,12),-1.15749 # DEPENDENCYPART_ARC
(9,13),-0.963752 # DEPENDENCYPART_ARC
(9,14),-1.0737 # DEPENDENCYPART_ARC
(9,15),-1.30763 # DEPENDENCYPART_ARC
(9,16),-1.05066 # DEPENDENCYPART_ARC
(9,17),-1.18467 # DEPENDENCYPART_ARC
(9,18),-1.39187 # DEPENDENCYPART_ARC
(9,19),-1.32108 # DEPENDENCYPART_ARC
(9,20),-1.06976 # DEPENDENCYPART_ARC
(9,21),-1.68345 # DEPENDENCYPART_ARC
(9,22),-1.7793 # DEPENDENCYPART_ARC
(9,23),-1.74638 # DEPENDENCYPART_ARC
(9,24),-1.28274 # DEPENDENCYPART_ARC
(9,25),-1.2623 # DEPENDENCYPART_ARC
(9,26),-1.6227 # DEPENDENCYPART_ARC
(9,27),-1.66194 # DEPENDENCYPART_ARC
(9,28),-1.12275 # DEPENDENCYPART_ARC
(9,29),-2.08969 # DEPENDENCYPART_ARC
(9,30),-2.13874 # DEPENDENCYPART_ARC
(10,1),-0.0470005 # DEPENDENCYPART_ARC
(10,2),-0.0159325 # DEPENDENCYPART_ARC
(10,3),0.045193 # DEPENDENCYPART_ARC
(10,4),-0.019546 # DEPENDENCYPART_ARC
(10,5),0.670366 # DEPENDENCYPART_ARC
(10,6),0.0962773 # DEPENDENCYPART_ARC
(10,7),0.274961 # DEPENDENCYPART_ARC
(10,8),1.70521 # DEPENDENCYPART_ARC
(10,9),0.329499 # DEPENDENCYPART_ARC
(10,11),-0.300919 # DEPENDENCYPART_ARC
(10,12),-0.855549 # DEPENDENCYPART_ARC
(10,13),-0.340273 # DEPENDENCYPART_ARC
(10,14),-0.689366 # DEPENDENCYPART_ARC
(10,15),-0.896104 # DEPENDENCYPART_ARC
(10,16),-0.521578 # DEPENDENCYPART_ARC
(10,17),-1.17934 # DEPENDENCYPART_ARC
(10,18),-1.33105 # DEPENDENCYPART_ARC
(10,19),-0.685131 # DEPENDENCYPART_ARC
(10,20),-0.436078 # DEPENDENCYPART_ARC
(10,21),-1.32159 # DEPENDENCYPART_ARC
(10,22),-1.36507 # DEPENDENCYPART_ARC
(10,23),-1.28826 # DEPENDENCYPART_ARC
(10,24),-0.890315 # DEPENDENCYPART_ARC
(10,25),-1.06703 # DEPENDENCYPART_ARC
(10,26),-1.72226 # DEPENDENCYPART_ARC
(10,27),-1.71819 # DEPENDENCYPART_ARC
(10,28),-1.38892 # DEPENDENCYPART_ARC
(10,29),-1.57817 # DEPENDENCYPART_ARC
(10,30),-1.74395 # DEPENDENCYPART_ARC
(11,1),-0.561749 # DEPENDENCYPART_ARC
(11,2),-0.442089 # DEPENDENCYPART_ARC
(11,3),-0.355172 # DEPENDENCYPART_ARC
(11,4),0.0977094 # DEPENDENCYPART_ARC
(11,5),0.320049 # DEPENDENCYPART_ARC
(11,6),-0.300595 # DEPENDENCYPART_ARC
(11,7),0.202712 # DEPENDENCYPART_ARC
(11,8),0.782139 # DEPENDENCYPART_ARC
(11,9),0.273264 # DEPENDENCYPART_ARC
(11,10),0.942418 # DEPENDENCYPART_ARC
(11,12),-0.293727 # DEPENDENCYPART_ARC
(11,13),-0.634392 # DEPENDENCYPART_ARC
(11,14),-0.575361 # DEPENDENCYPART_ARC
(11,15),-0.982196 # DEPENDENCYPART_ARC
(11,16),-1.13132 # DEPENDENCYPART_ARC
(11,17),-0.96411 # DEPENDENCYPART_ARC
(11,18),-0.767489 # DEPENDENCYPART_ARC
(11,19),-1.51932 # DEPENDENCYPART_ARC
(11,20),-1.23647 # DEPENDENCYPART_ARC
(11,21),-1.21285 # DEPENDENCYPART_ARC
(11,22),-0.960525 # DEPENDENCYPART_ARC
(11,23),-1.6788 # DEPENDENCYPART_ARC
(11,24),-1.52691 # DEPENDENCYPART_ARC
(11,25),-1.31104 # DEPENDENCYPART_ARC
(11,26),-1.51786 # DEPENDENCYPART_ARC
(11,27),-1.54556 # DEPENDENCYPART_ARC
(11,28),-1.26463 # DEPENDENCYPART_ARC
(11,29),-1.85404 # DEPENDENCYPART_ARC
(11,30),-1.86984 # DEPENDENCYPART_ARC
(12,1),-2.19336 # DEPENDENCYPART_ARC
(12,2),-3.13515 # DEPENDENCYPART_ARC
(12,3),-2.23264 # DEPENDENCYPART_ARC
(12,4),-1.81814 # DEPENDENCYPART_ARC
(12,5),-1.63068 # DEPENDENCYPART_ARC
(12,6),-1.16774 # DEPENDENCYPART_ARC
(12,7),-1.63989 # DEPENDENCYPART_ARC
(12,8),-1.31549 # DEPENDENCYPART_ARC
(12,9),-0.523989 # DEPENDENCYPART_ARC
(12,10),-0.214401 # DEPENDENCYPART_ARC
(12,11),0.0513066 # DEPENDENCYPART_ARC
(12,13),-0.227348 # DEPENDENCYPART_ARC
(12,14),0.354298 # DEPENDENCYPART_ARC
(12,15),-1.0764 # DEPENDENCYPART_ARC
(12,16),-1.15238 # DEPENDENCYPART_ARC
(12,17),-0.40663 # DEPENDENCYPART_ARC
(12,18),-0.559828 # DEPENDENCYPART_ARC
(12,19),-1.59815 # DEPENDENCYPART_ARC
(12,20),-1.75718 # DEPENDENCYPART_ARC
(12,21),-1.24165 # DEPENDENCYPART_ARC
(12,22),-0.608599 # DEPENDENCYPART_ARC
(12,23),-1.81238 # DEPENDENCYPART_ARC
(12,24),-1.36037 # DEPENDENCYPART_ARC
(12,25),-1.87275 # DEPENDENCYPART_ARC
(12,26),-0.685553 # DEPENDENCYPART_ARC
(12,27),-1.04671 # DEPENDENCYPART_ARC
(12,28),-0.615473 # DEPENDENCYPART_ARC
(12,29),-2.23489 # DEPENDENCYPART_ARC
(12,30),-1.52354 # DEPENDENCYPART_ARC
(13,1),0.68567 # DEPENDENCYPART_ARC
(13,2),0.682209 # DEPENDENCYPART_ARC
(13,3),0.402105 # DEPENDENCYPART_ARC
(13,4),0.446268 # DEPENDENCYPART_ARC
(13,5),-0.149728 # DEPENDENCYPART_ARC
(13,6),1.11677 # DEPENDENCYPART_ARC
(13,7),0.70929 # DEPENDENCYPART_ARC
(13,8),-0.133481 # DEPENDENCYPART_ARC
(13,9),0.936588 # DEPENDENCYPART_ARC
(13,10),1.12007 # DEPENDENCYPART_ARC
(13,11),1.08315 # DEPENDENCYPART_ARC
(13,12),3.36284 # DEPENDENCYPART_ARC
(13,14),-0.324246 # DEPENDENCYPART_ARC
(13,15),-0.132877 # DEPENDENCYPART_ARC
(13,16),-1.04525 # DEPENDENCYPART_ARC
(13,17),-0.917897 # DEPENDENCYPART_ARC
(13,18),-1.02818 # DEPENDENCYPART_ARC
(13,19),-0.878333 # DEPENDENCYPART_ARC
(13,20),-1.70033 # DEPENDENCYPART_ARC
(13,21),-1.46914 # DEPENDENCYPART_ARC
(13,22),-1.29095 # DEPENDENCYPART_ARC
(13,23),-1.09041 # DEPENDENCYPART_ARC
(13,24),-1.57351 # DEPENDENCYPART_ARC
(13,25),-2.24295 # DEPENDENCYPART_ARC
(13,26),-1.94338 # DEPENDENCYPART_ARC
(13,27),-1.6633 # DEPENDENCYPART_ARC
(13,28),-1.26217 # DEPENDENCYPART_ARC
(13,29),-0.968898 # DEPENDENCYPART_ARC
(13,30),-1.79281 # DEPENDENCYPART_ARC
(14,1),-0.28186 # DEPENDENCYPART_ARC
(14,2),-0.398623 # DEPENDENCYPART_ARC
(14,3),-0.309134 # DEPENDENCYPART_ARC
(14,4),-0.334644 # DEPENDENCYPART_ARC
(14,5),-1.02861 # DEPENDENCYPART_ARC
(14,6),-0.993704 # DEPENDENCYPART_ARC
(14,7),0.155471 # DEPENDENCYPART_ARC
(14,8),-0.686174 # DEPENDENCYPART_ARC
(14,9),-0.37099 # DEPENDENCYPART_ARC
(14,10),0.126134 # DEPENDENCYPART_ARC
(14,11),0.386172 # DEPENDENCYPART_ARC
(14,12),0.599972 # DEPENDENCYPART_ARC
(14,13),1.54081 # DEPENDENCYPART_ARC
(14,15),0.499163 # DEPENDENCYPART_ARC
(14,16),0.0550163 # DEPENDENCYPART_ARC
(14,17),-0.145209 # DEPENDENCYPART_ARC
(14,18),-0.409346 # DEPENDENCYPART_ARC
(14,19),-0.197373 # DEPENDENCYPART_ARC
(14,20),-0.066902 # DEPENDENCYPART_ARC
(14,21),-0.709226 # DEPENDENCYPART_ARC
(14,22),-0.709691 # DEPENDENCYPART_ARC
(14,23),-0.104555 # DEPENDENCYPART_ARC
(14,24),0.016564 # DEPENDENCYPART_ARC
(14,25),-0.314607 # DEPENDENCYPART_ARC
(14,26),-1.12541 # DEPENDENCYPART_ARC
(14,27),-1.23762 # DEPENDENCYPART_ARC
(14,28),-0.662469 # DEPENDENCYPART_ARC
(14,29),-0.946594 # DEPENDENCYPART_ARC
(14,30),-1.5616 # DEPENDENCYPART_ARC
(15,1),-2.16101 # DEPENDENCYPART_ARC
(15,2),-2.90736 # DEPENDENCYPART_ARC
(15,3),-2.03282 # DEPENDENCYPART_ARC
(15,4),-1.6112 # DEPENDENCYPART_ARC
(15,5),-1.25185 # DEPENDENCYPART_ARC
(15,6),-0.908199 # DEPENDENCYPART_ARC
(15,7),-1.38086 # DEPENDENCYPART_ARC
(15,8),-1.3271 # DEPENDENCYPART_ARC
(15,9),-0.6706 # DEPENDENCYPART_ARC
(15,10),-0.840971 # DEPENDENCYPART_ARC
(15,11),-0.678258 # DEPENDENCYPART_ARC
(15,12),-1.03238 # DEPENDENCYPART_ARC
(15,13),-0.336265 # DEPENDENCYPART_ARC
(15,14),0.7397 # DEPENDENCYPART_ARC
(15,16),-0.149125 # DEPENDENCYPART_ARC
(15,17),0.509621 # DEPENDENCYPART_ARC
(15,18),-0.150767 # DEPENDENCYPART_ARC
(15,19),-1.21709 # DEPENDENCYPART_ARC
(15,20),-1.4642 # DEPENDENCYPART_ARC
(15,21),-1.03313 # DEPENDENCYPART_ARC
(15,22),-0.318675 # DEPENDENCYPART_ARC
(15,23),-1.16041 # DEPENDENCYPART_ARC
(15,24),-0.844998 # DEPENDENCYPART_ARC
(15,25),-1.38887 # DEPENDENCYPART_ARC
(15,26),-0.438222 # DEPENDENCYPART_ARC
(15,27),-0.733391 # DEPENDENCYPART_ARC
(15,28),-0.469649 # DEPENDENCYPART_ARC
(15,29),-1.64743 # DEPENDENCYPART_ARC
(15,30),-1.05482 # DEPENDENCYPART_ARC
(16,1),0.312299 # DEPENDENCYPART_ARC
(16,2),0.355779 # DEPENDENCYPART_ARC
(16,3),0.101239 # DEPENDENCYPART_ARC
(16,4),0.263203 # DEPENDENCYPART_ARC
(16,5),-0.208591 # DEPENDENCYPART_ARC
(16,6),0.888881 # DEPENDENCYPART_ARC
(16,7),0.464025 # DEPENDENCYPART_ARC
(16,8),-0.421426 # DEPENDENCYPART_ARC
(16,9),0.775322 # DEPENDENCYPART_ARC
(16,10),0.284437 # DEPENDENCYPART_ARC
(16,11),0.456798 # DEPENDENCYPART_ARC
(16,12),0.936327 # DEPENDENCYPART_ARC
(16,13),0.175757 # DEPENDENCYPART_ARC
(16,14),1.98441 # DEPENDENCYPART_ARC
(16,15),3.25192 # DEPENDENCYPART_ARC
(16,17),-0.290979 # DEPENDENCYPART_ARC
(16,18),-0.325891 # DEPENDENCYPART_ARC
(16,19),-0.631905 # DEPENDENCYPART_ARC
(16,20),-1.55368 # DEPENDENCYPART_ARC
(16,21),-1.22402 # DEPENDENCYPART_ARC
(16,22),-1.18795 # DEPENDENCYPART_ARC
(16,23),-0.787366 # DEPENDENCYPART_ARC
(16,24),-1.35766 # DEPENDENCYPART_ARC
(16,25),-1.69964 # DEPENDENCYPART_ARC
(16,26),-1.57012 # DEPENDENCYPART_ARC
(16,27),-1.58024 # DEPENDENCYPART_ARC
(16,28),-1.29994 # DEPENDENCYPART_ARC
(16,29),-0.907255 # DEPENDENCYPART_ARC
(16,30),-1.7523 # DEPENDENCYPART_ARC
(17,1),-0.445594 # DEPENDENCYPART_ARC
(17,2),-0.663554 # DEPENDENCYPART_ARC
(17,3),-0.546151 # DEPENDENCYPART_ARC
(17,4),-0.599537 # DEPENDENCYPART_ARC
(17,5),-0.88863 # DEPENDENCYPART_ARC
(17,6),-0.65426 # DEPENDENCYPART_ARC
(17,7),-0.242073 # DEPENDENCYPART_ARC
(17,8),-0.622532 # DEPENDENCYPART_ARC
(17,9),-0.442236 # DEPENDENCYPART_ARC
(17,10),0.158078 # DEPENDENCYPART_ARC
(17,11),0.136772 # DEPENDENCYPART_ARC
(17,12),0.0100629 # DEPENDENCYPART_ARC
(17,13),-0.12985 # DEPENDENCYPART_ARC
(17,14),0.650139 # DEPENDENCYPART_ARC
