# _root_ İki gözü iki çeşme , _ öksürüp _ aksırarak , derdini _ anlatamadan bir köşeye _ çekilirmiş kara _ yazgılı hayvan .
#goldHeads=2,4,4,17,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,17,0,
#predictedHeads=2,3,4,5,0,7,8,9,17,0,12,13,17,15,17,17,22,21,20,21,17,0,
(2,19),-1.52282 # DEPENDENCYPART_ARC
(2,20),-0.862838 # DEPENDENCYPART_ARC
(2,21),-1.48282 # DEPENDENCYPART_ARC
(2,22),-1.47902 # DEPENDENCYPART_ARC
(3,1),0.833696 # DEPENDENCYPART_ARC
(3,2),1.22837 # DEPENDENCYPART_ARC
(3,4),-0.065091 # DEPENDENCYPART_ARC
(3,5),0.0264477 # DEPENDENCYPART_ARC
(3,6),-0.451116 # DEPENDENCYPART_ARC
(3,7),-0.4996 # DEPENDENCYPART_ARC
(3,8),-0.613512 # DEPENDENCYPART_ARC
(3,9),-0.628915 # DEPENDENCYPART_ARC
(3,10),-0.525021 # DEPENDENCYPART_ARC
(3,11),-0.889893 # DEPENDENCYPART_ARC
(3,12),-0.527958 # DEPENDENCYPART_ARC
(3,13),-0.685358 # DEPENDENCYPART_ARC
(3,14),-0.718466 # DEPENDENCYPART_ARC
(3,15),-1.12307 # DEPENDENCYPART_ARC
(3,16),-0.929338 # DEPENDENCYPART_ARC
(3,17),-0.752502 # DEPENDENCYPART_ARC
(3,18),-1.12998 # DEPENDENCYPART_ARC
(3,19),-1.31497 # DEPENDENCYPART_ARC
(3,20),-1.20596 # DEPENDENCYPART_ARC
(3,21),-1.38018 # DEPENDENCYPART_ARC
(3,22),-0.918336 # DEPENDENCYPART_ARC
(4,1),0.557714 # DEPENDENCYPART_ARC
(4,2),0.880273 # DEPENDENCYPART_ARC
(4,3),2.30641 # DEPENDENCYPART_ARC
(4,5),0.359123 # DEPENDENCYPART_ARC
(4,6),-0.509401 # DEPENDENCYPART_ARC
(4,7),-0.317675 # DEPENDENCYPART_ARC
(4,8),-0.752408 # DEPENDENCYPART_ARC
(4,9),-0.506672 # DEPENDENCYPART_ARC
(4,10),-0.446475 # DEPENDENCYPART_ARC
(4,11),-1.13027 # DEPENDENCYPART_ARC
(4,12),-1.00528 # DEPENDENCYPART_ARC
(4,13),-0.574514 # DEPENDENCYPART_ARC
(4,14),-0.290918 # DEPENDENCYPART_ARC
(4,15),-0.995834 # DEPENDENCYPART_ARC
(4,16),-0.909002 # DEPENDENCYPART_ARC
(4,17),-1.58767 # DEPENDENCYPART_ARC
(4,18),-0.54363 # DEPENDENCYPART_ARC
(4,19),-1.53323 # DEPENDENCYPART_ARC
(4,20),-0.817516 # DEPENDENCYPART_ARC
(4,21),-1.50377 # DEPENDENCYPART_ARC
(4,22),-1.47262 # DEPENDENCYPART_ARC
(5,1),-0.0467452 # DEPENDENCYPART_ARC
(5,2),0.326976 # DEPENDENCYPART_ARC
(5,3),0.305457 # DEPENDENCYPART_ARC
(5,4),0.906996 # DEPENDENCYPART_ARC
(5,6),0.0358507 # DEPENDENCYPART_ARC
(5,7),-0.0707013 # DEPENDENCYPART_ARC
(5,8),0.0160679 # DEPENDENCYPART_ARC
(5,9),-0.130392 # DEPENDENCYPART_ARC
(5,10),-0.823515 # DEPENDENCYPART_ARC
(5,11),0.0126587 # DEPENDENCYPART_ARC
(5,12),-0.162836 # DEPENDENCYPART_ARC
(5,13),-0.680243 # DEPENDENCYPART_ARC
(5,14),-0.612622 # DEPENDENCYPART_ARC
(5,15),-0.271543 # DEPENDENCYPART_ARC
(5,16),-0.885054 # DEPENDENCYPART_ARC
(5,17),-0.624352 # DEPENDENCYPART_ARC
(5,18),-1.31007 # DEPENDENCYPART_ARC
(5,19),-1.28743 # DEPENDENCYPART_ARC
(5,20),-1.26169 # DEPENDENCYPART_ARC
(5,21),-1.2608 # DEPENDENCYPART_ARC
(5,22),-2.39479 # DEPENDENCYPART_ARC
(6,1),-1.42218 # DEPENDENCYPART_ARC
(6,2),-0.495551 # DEPENDENCYPART_ARC
(6,3),-1.20283 # DEPENDENCYPART_ARC
(6,4),0.00589501 # DEPENDENCYPART_ARC
(6,5),0.745312 # DEPENDENCYPART_ARC
(6,7),0.584236 # DEPENDENCYPART_ARC
(6,8),-0.101248 # DEPENDENCYPART_ARC
(6,9),0.647217 # DEPENDENCYPART_ARC
(6,10),-0.145 # DEPENDENCYPART_ARC
(6,11),-0.819791 # DEPENDENCYPART_ARC
(6,12),-0.719275 # DEPENDENCYPART_ARC
(6,13),-0.463155 # DEPENDENCYPART_ARC
(6,14),-0.929462 # DEPENDENCYPART_ARC
(6,15),-0.842839 # DEPENDENCYPART_ARC
(6,16),-0.688364 # DEPENDENCYPART_ARC
(6,17),-1.01292 # DEPENDENCYPART_ARC
(6,18),-0.98331 # DEPENDENCYPART_ARC
(6,19),-2.09279 # DEPENDENCYPART_ARC
(6,20),-1.18169 # DEPENDENCYPART_ARC
(6,21),-1.2371 # DEPENDENCYPART_ARC
(6,22),-1.33826 # DEPENDENCYPART_ARC
(7,1),-0.187937 # DEPENDENCYPART_ARC
(7,2),-0.07743 # DEPENDENCYPART_ARC
(7,3),0.0908447 # DEPENDENCYPART_ARC
(7,4),0.0146172 # DEPENDENCYPART_ARC
(7,5),0.509355 # DEPENDENCYPART_ARC
(7,6),2.87862 # DEPENDENCYPART_ARC
(7,8),-0.547287 # DEPENDENCYPART_ARC
(7,9),-0.689655 # DEPENDENCYPART_ARC
(7,10),-0.934781 # DEPENDENCYPART_ARC
(7,11),-1.39924 # DEPENDENCYPART_ARC
(7,12),-1.39069 # DEPENDENCYPART_ARC
(7,13),-1.26934 # DEPENDENCYPART_ARC
(7,14),-1.21719 # DEPENDENCYPART_ARC
(7,15),-1.68036 # DEPENDENCYPART_ARC
(7,16),-1.36157 # DEPENDENCYPART_ARC
(7,17),-1.47195 # DEPENDENCYPART_ARC
(7,18),-1.718 # DEPENDENCYPART_ARC
(7,19),-1.9291 # DEPENDENCYPART_ARC
(7,20),-1.87581 # DEPENDENCYPART_ARC
(7,21),-1.97372 # DEPENDENCYPART_ARC
(7,22),-1.91828 # DEPENDENCYPART_ARC
(8,1),-0.758158 # DEPENDENCYPART_ARC
(8,2),0.402831 # DEPENDENCYPART_ARC
(8,3),-0.64128 # DEPENDENCYPART_ARC
(8,4),0.491985 # DEPENDENCYPART_ARC
(8,5),0.840675 # DEPENDENCYPART_ARC
(8,6),0.999974 # DEPENDENCYPART_ARC
(8,7),2.03749 # DEPENDENCYPART_ARC
(8,9),1.09844 # DEPENDENCYPART_ARC
(8,10),-0.046207 # DEPENDENCYPART_ARC
(8,11),-1.0791 # DEPENDENCYPART_ARC
(8,12),-0.738553 # DEPENDENCYPART_ARC
(8,13),-0.571257 # DEPENDENCYPART_ARC
(8,14),-0.914364 # DEPENDENCYPART_ARC
(8,15),-1.03892 # DEPENDENCYPART_ARC
(8,16),-0.979192 # DEPENDENCYPART_ARC
(8,17),-0.906436 # DEPENDENCYPART_ARC
(8,18),-1.00941 # DEPENDENCYPART_ARC
(8,19),-2.31013 # DEPENDENCYPART_ARC
(8,20),-1.38047 # DEPENDENCYPART_ARC
(8,21),-1.7478 # DEPENDENCYPART_ARC
(8,22),-1.3985 # DEPENDENCYPART_ARC
(9,1),-0.00698762 # DEPENDENCYPART_ARC
(9,2),0.904862 # DEPENDENCYPART_ARC
(9,3),0.0862954 # DEPENDENCYPART_ARC
(9,4),0.729755 # DEPENDENCYPART_ARC
(9,5),0.591179 # DEPENDENCYPART_ARC
(9,6),1.39935 # DEPENDENCYPART_ARC
(9,7),1.04438 # DEPENDENCYPART_ARC
(9,8),2.9015 # DEPENDENCYPART_ARC
(9,10),-0.47453 # DEPENDENCYPART_ARC
(9,11),-1.31716 # DEPENDENCYPART_ARC
(9,12),-1.33522 # DEPENDENCYPART_ARC
(9,13),-1.25684 # DEPENDENCYPART_ARC
(9,14),-1.35878 # DEPENDENCYPART_ARC
(9,15),-1.69821 # DEPENDENCYPART_ARC
(9,16),-1.52119 # DEPENDENCYPART_ARC
(9,17),-1.58055 # DEPENDENCYPART_ARC
(9,18),-1.6809 # DEPENDENCYPART_ARC
(9,19),-1.82616 # DEPENDENCYPART_ARC
(9,20),-1.90547 # DEPENDENCYPART_ARC
(9,21),-2.13616 # DEPENDENCYPART_ARC
(9,22),-2.07191 # DEPENDENCYPART_ARC
(10,1),-0.638087 # DEPENDENCYPART_ARC
(10,2),0.251007 # DEPENDENCYPART_ARC
(10,3),-0.462934 # DEPENDENCYPART_ARC
(10,4),0.37642 # DEPENDENCYPART_ARC
(10,5),0.0161838 # DEPENDENCYPART_ARC
(10,6),-0.780866 # DEPENDENCYPART_ARC
(10,7),-0.238206 # DEPENDENCYPART_ARC
(10,8),0.0991309 # DEPENDENCYPART_ARC
(10,9),0.341783 # DEPENDENCYPART_ARC
(10,11),0.108972 # DEPENDENCYPART_ARC
(10,12),-0.298768 # DEPENDENCYPART_ARC
(10,13),-0.173217 # DEPENDENCYPART_ARC
(10,14),-0.346209 # DEPENDENCYPART_ARC
(10,15),-0.391642 # DEPENDENCYPART_ARC
(10,16),-0.561467 # DEPENDENCYPART_ARC
(10,17),-0.36482 # DEPENDENCYPART_ARC
(10,18),-0.833689 # DEPENDENCYPART_ARC
(10,19),-0.871332 # DEPENDENCYPART_ARC
(10,20),-0.744047 # DEPENDENCYPART_ARC
(10,21),-1.21818 # DEPENDENCYPART_ARC
(10,22),-1.72277 # DEPENDENCYPART_ARC
(11,1),-0.962369 # DEPENDENCYPART_ARC
(11,2),-0.143753 # DEPENDENCYPART_ARC
(11,3),-0.547214 # DEPENDENCYPART_ARC
(11,4),-0.07816 # DEPENDENCYPART_ARC
(11,5),-0.1215 # DEPENDENCYPART_ARC
(11,6),-0.864364 # DEPENDENCYPART_ARC
(11,7),-0.677166 # DEPENDENCYPART_ARC
(11,8),0.174748 # DEPENDENCYPART_ARC
(11,9),-0.144966 # DEPENDENCYPART_ARC
(11,10),0.363063 # DEPENDENCYPART_ARC
(11,12),-0.0154426 # DEPENDENCYPART_ARC
(11,13),0.0189193 # DEPENDENCYPART_ARC
(11,14),-0.0867603 # DEPENDENCYPART_ARC
(11,15),0.0185678 # DEPENDENCYPART_ARC
(11,16),-0.529312 # DEPENDENCYPART_ARC
(11,17),-0.985913 # DEPENDENCYPART_ARC
(11,18),-0.216441 # DEPENDENCYPART_ARC
(11,19),-0.818625 # DEPENDENCYPART_ARC
(11,20),-0.403766 # DEPENDENCYPART_ARC
(11,21),-0.694548 # DEPENDENCYPART_ARC
(11,22),-0.925159 # DEPENDENCYPART_ARC
(12,1),-1.31842 # DEPENDENCYPART_ARC
(12,2),-0.404401 # DEPENDENCYPART_ARC
(12,3),-1.32441 # DEPENDENCYPART_ARC
(12,4),-0.335363 # DEPENDENCYPART_ARC
(12,5),-0.756244 # DEPENDENCYPART_ARC
(12,6),-3.24046 # DEPENDENCYPART_ARC
(12,7),0.168308 # DEPENDENCYPART_ARC
(12,8),-1.47258 # DEPENDENCYPART_ARC
(12,9),0.390098 # DEPENDENCYPART_ARC
(12,10),0.187105 # DEPENDENCYPART_ARC
(12,11),2.84668 # DEPENDENCYPART_ARC
(12,13),0.587721 # DEPENDENCYPART_ARC
(12,14),-0.30909 # DEPENDENCYPART_ARC
(12,15),-0.273281 # DEPENDENCYPART_ARC
(12,16),-0.423306 # DEPENDENCYPART_ARC
(12,17),-0.877768 # DEPENDENCYPART_ARC
(12,18),-0.687596 # DEPENDENCYPART_ARC
(12,19),-1.17917 # DEPENDENCYPART_ARC
(12,20),-0.94295 # DEPENDENCYPART_ARC
(12,21),-0.49131 # DEPENDENCYPART_ARC
(12,22),-1.07796 # DEPENDENCYPART_ARC
(13,1),-0.622286 # DEPENDENCYPART_ARC
(13,2),-0.507019 # DEPENDENCYPART_ARC
(13,3),-0.530788 # DEPENDENCYPART_ARC
(13,4),-0.582615 # DEPENDENCYPART_ARC
(13,5),-0.497738 # DEPENDENCYPART_ARC
(13,6),-0.569323 # DEPENDENCYPART_ARC
(13,7),-0.482809 # DEPENDENCYPART_ARC
(13,8),-0.183058 # DEPENDENCYPART_ARC
(13,9),-0.45556 # DEPENDENCYPART_ARC
(13,10),0.219048 # DEPENDENCYPART_ARC
(13,11),1.08229 # DEPENDENCYPART_ARC
(13,12),2.238 # DEPENDENCYPART_ARC
(13,14),-0.476009 # DEPENDENCYPART_ARC
(13,15),-1.14444 # DEPENDENCYPART_ARC
(13,16),-1.12728 # DEPENDENCYPART_ARC
(13,17),-1.11485 # DEPENDENCYPART_ARC
(13,18),-1.40165 # DEPENDENCYPART_ARC
(13,19),-1.51094 # DEPENDENCYPART_ARC
(13,20),-1.45678 # DEPENDENCYPART_ARC
(13,21),-1.67378 # DEPENDENCYPART_ARC
(13,22),-1.4332 # DEPENDENCYPART_ARC
(14,1),-1.11235 # DEPENDENCYPART_ARC
(14,2),-0.901523 # DEPENDENCYPART_ARC
(14,3),-1.09591 # DEPENDENCYPART_ARC
(14,4),-1.00381 # DEPENDENCYPART_ARC
(14,5),-0.891327 # DEPENDENCYPART_ARC
(14,6),-1.03861 # DEPENDENCYPART_ARC
(14,7),-1.03303 # DEPENDENCYPART_ARC
(14,8),-1.01414 # DEPENDENCYPART_ARC
(14,9),-1.07043 # DEPENDENCYPART_ARC
(14,10),-0.468476 # DEPENDENCYPART_ARC
(14,11),-0.484285 # DEPENDENCYPART_ARC
(14,12),-0.250753 # DEPENDENCYPART_ARC
(14,13),0.358317 # DEPENDENCYPART_ARC
(14,15),0.0128258 # DEPENDENCYPART_ARC
(14,16),-0.185953 # DEPENDENCYPART_ARC
(14,17),-0.262194 # DEPENDENCYPART_ARC
(14,18),-0.376989 # DEPENDENCYPART_ARC
(14,19),-0.576279 # DEPENDENCYPART_ARC
(14,20),-0.527812 # DEPENDENCYPART_ARC
(14,21),-0.608434 # DEPENDENCYPART_ARC
(14,22),-0.561427 # DEPENDENCYPART_ARC
(15,1),-0.755141 # DEPENDENCYPART_ARC
(15,2),-1.232 # DEPENDENCYPART_ARC
(15,3),-0.298327 # DEPENDENCYPART_ARC
(15,4),-0.848718 # DEPENDENCYPART_ARC
(15,5),0.131791 # DEPENDENCYPART_ARC
(15,6),-2.14927 # DEPENDENCYPART_ARC
(15,7),-0.471243 # DEPENDENCYPART_ARC
(15,8),-1.50382 # DEPENDENCYPART_ARC
(15,9),-0.476732 # DEPENDENCYPART_ARC
(15,10),-0.205534 # DEPENDENCYPART_ARC
(15,11),-0.950573 # DEPENDENCYPART_ARC
(15,12),0.576601 # DEPENDENCYPART_ARC
(15,13),0.764752 # DEPENDENCYPART_ARC
(15,14),2.71542 # DEPENDENCYPART_ARC
(15,16),0.476619 # DEPENDENCYPART_ARC
(15,17),-0.561495 # DEPENDENCYPART_ARC
(15,18),0.215312 # DEPENDENCYPART_ARC
(15,19),-0.90038 # DEPENDENCYPART_ARC
(15,20),-0.268559 # DEPENDENCYPART_ARC
(15,21),-1.0443 # DEPENDENCYPART_ARC
(15,22),-0.751444 # DEPENDENCYPART_ARC
(16,1),-1.80306 # DEPENDENCYPART_ARC
(16,2),-1.06955 # DEPENDENCYPART_ARC
(16,3),-1.77187 # DEPENDENCYPART_ARC
(16,4),-0.705589 # DEPENDENCYPART_ARC
(16,5),-1.11078 # DEPENDENCYPART_ARC
(16,6),-5.87518 # DEPENDENCYPART_ARC
(16,7),-0.651751 # DEPENDENCYPART_ARC
(16,8),-4.3015 # DEPENDENCYPART_ARC
(16,9),-0.445465 # DEPENDENCYPART_ARC
(16,10),-0.182278 # DEPENDENCYPART_ARC
(16,11),0.244391 # DEPENDENCYPART_ARC
(16,12),-0.89111 # DEPENDENCYPART_ARC
(16,13),0.533665 # DEPENDENCYPART_ARC
(16,14),0.173397 # DEPENDENCYPART_ARC
(16,15),1.48735 # DEPENDENCYPART_ARC
(16,17),0.765137 # DEPENDENCYPART_ARC
(16,18),0.418246 # DEPENDENCYPART_ARC
(16,19),0.165164 # DEPENDENCYPART_ARC
(16,20),-0.0437716 # DEPENDENCYPART_ARC
(16,21),0.438378 # DEPENDENCYPART_ARC
(16,22),-0.510314 # DEPENDENCYPART_ARC
(17,1),-0.442914 # DEPENDENCYPART_ARC
(17,2),0.879762 # DEPENDENCYPART_ARC
(17,3),-0.635391 # DEPENDENCYPART_ARC
(17,4),0.270552 # DEPENDENCYPART_ARC
(17,5),-0.166247 # DEPENDENCYPART_ARC
(17,6),-4.99047 # DEPENDENCYPART_ARC
(17,7),0.493447 # DEPENDENCYPART_ARC
(17,8),-3.97917 # DEPENDENCYPART_ARC
(17,9),0.920591 # DEPENDENCYPART_ARC
(17,10),0.714902 # DEPENDENCYPART_ARC
(17,11),1.56436 # DEPENDENCYPART_ARC
(17,12),-1.4635 # DEPENDENCYPART_ARC
(17,13),1.32191 # DEPENDENCYPART_ARC
(17,14),0.764063 # DEPENDENCYPART_ARC
(17,15),2.72287 # DEPENDENCYPART_ARC
(17,16),3.00205 # DEPENDENCYPART_ARC
(17,18),0.460987 # DEPENDENCYPART_ARC
(17,19),0.516751 # DEPENDENCYPART_ARC
(17,20),-0.308154 # DEPENDENCYPART_ARC
(17,21),0.731791 # DEPENDENCYPART_ARC
(17,22),-0.69551 # DEPENDENCYPART_ARC
(18,1),-1.70818 # DEPENDENCYPART_ARC
(18,2),-1.14529 # DEPENDENCYPART_ARC
(18,3),-1.95383 # DEPENDENCYPART_ARC
(18,4),-1.45498 # DEPENDENCYPART_ARC
(18,5),-1.50281 # DEPENDENCYPART_ARC
(18,6),-3.84332 # DEPENDENCYPART_ARC
(18,7),-0.990363 # DEPENDENCYPART_ARC
(18,8),-3.09854 # DEPENDENCYPART_ARC
(18,9),-0.810954 # DEPENDENCYPART_ARC
(18,10),-0.750664 # DEPENDENCYPART_ARC
(18,11),-0.0158439 # DEPENDENCYPART_ARC
(18,12),-1.56063 # DEPENDENCYPART_ARC
(18,13),-0.315402 # DEPENDENCYPART_ARC
(18,14),-0.620796 # DEPENDENCYPART_ARC
(18,15),0.411684 # DEPENDENCYPART_ARC
(18,16),-0.0338096 # DEPENDENCYPART_ARC
(18,17),0.966477 # DEPENDENCYPART_ARC
(18,19),0.470397 # DEPENDENCYPART_ARC
(18,20),-0.137787 # DEPENDENCYPART_ARC
(18,21),-0.0515529 # DEPENDENCYPART_ARC
(18,22),-0.198801 # DEPENDENCYPART_ARC
(19,1),-2.04852 # DEPENDENCYPART_ARC
(19,2),-1.19351 # DEPENDENCYPART_ARC
(19,3),-1.43079 # DEPENDENCYPART_ARC
(19,4),-1.05694 # DEPENDENCYPART_ARC
(19,5),-0.218297 # DEPENDENCYPART_ARC
(19,6),-6.90528 # DEPENDENCYPART_ARC
(19,7),-0.805586 # DEPENDENCYPART_ARC
(19,8),-5.57864 # DEPENDENCYPART_ARC
(19,9),-0.575799 # DEPENDENCYPART_ARC
(19,10),-0.210155 # DEPENDENCYPART_ARC
(19,11),-0.527618 # DEPENDENCYPART_ARC
(19,12),-3.08005 # DEPENDENCYPART_ARC
(19,13),0.159554 # DEPENDENCYPART_ARC
(19,14),0.241398 # DEPENDENCYPART_ARC
(19,15),-0.181299 # DEPENDENCYPART_ARC
(19,16),-0.839109 # DEPENDENCYPART_ARC
(19,17),-0.66704 # DEPENDENCYPART_ARC
(19,18),1.66539 # DEPENDENCYPART_ARC
(19,20),0.523527 # DEPENDENCYPART_ARC
(19,21),0.126905 # DEPENDENCYPART_ARC
(19,22),-0.302254 # DEPENDENCYPART_ARC
(20,1),-0.794859 # DEPENDENCYPART_ARC
(20,2),-0.428869 # DEPENDENCYPART_ARC
(20,3),-1.03625 # DEPENDENCYPART_ARC
(20,4),-0.288776 # DEPENDENCYPART_ARC
(20,5),-0.604481 # DEPENDENCYPART_ARC
(20,6),-3.50766 # DEPENDENCYPART_ARC
(20,7),-0.444904 # DEPENDENCYPART_ARC
(20,8),-2.8143 # DEPENDENCYPART_ARC
(20,9),-0.373587 # DEPENDENCYPART_ARC
(20,10),0.140027 # DEPENDENCYPART_ARC
(20,11),0.207361 # DEPENDENCYPART_ARC
(20,12),-1.20412 # DEPENDENCYPART_ARC
(20,13),0.314571 # DEPENDENCYPART_ARC
(20,14),0.256065 # DEPENDENCYPART_ARC
(20,15),1.10685 # DEPENDENCYPART_ARC
(20,16),-0.151132 # DEPENDENCYPART_ARC
(20,17),0.851047 # DEPENDENCYPART_ARC
(20,18),1.15347 # DEPENDENCYPART_ARC
(20,19),3.52891 # DEPENDENCYPART_ARC
(20,21),-0.280449 # DEPENDENCYPART_ARC
(20,22),-0.643221 # DEPENDENCYPART_ARC
(21,1),-0.971188 # DEPENDENCYPART_ARC
(21,2),-1.1178 # DEPENDENCYPART_ARC
(21,3),-0.474678 # DEPENDENCYPART_ARC
(21,4),-1.03535 # DEPENDENCYPART_ARC
(21,5),0.516537 # DEPENDENCYPART_ARC
(21,6),-5.19802 # DEPENDENCYPART_ARC
(21,7),-0.650567 # DEPENDENCYPART_ARC
(21,8),-4.3629 # DEPENDENCYPART_ARC
(21,9),-0.357194 # DEPENDENCYPART_ARC
(21,10),0.311853 # DEPENDENCYPART_ARC
(21,11),-0.353465 # DEPENDENCYPART_ARC
(21,12),-2.61916 # DEPENDENCYPART_ARC
(21,13),0.354291 # DEPENDENCYPART_ARC
(21,14),0.832644 # DEPENDENCYPART_ARC
(21,15),-0.0707915 # DEPENDENCYPART_ARC
(21,16),-1.58596 # DEPENDENCYPART_ARC
(21,17),-0.741724 # DEPENDENCYPART_ARC
(21,18),1.80283 # DEPENDENCYPART_ARC
(21,19),1.03418 # DEPENDENCYPART_ARC
(21,20),3.09294 # DEPENDENCYPART_ARC
(21,22),0.0464548 # DEPENDENCYPART_ARC
(22,1),-1.81676 # DEPENDENCYPART_ARC
(22,2),-0.473339 # DEPENDENCYPART_ARC
(22,3),-0.629969 # DEPENDENCYPART_ARC
(22,4),-0.521012 # DEPENDENCYPART_ARC
(22,5),-1.18967 # DEPENDENCYPART_ARC
(22,6),-4.92686 # DEPENDENCYPART_ARC
(22,7),-0.57309 # DEPENDENCYPART_ARC
(22,8),-4.464 # DEPENDENCYPART_ARC
(22,9),-0.465312 # DEPENDENCYPART_ARC
(22,10),-0.209385 # DEPENDENCYPART_ARC
(22,11),0.220721 # DEPENDENCYPART_ARC
(22,12),-3.32005 # DEPENDENCYPART_ARC
(22,13),-0.0814676 # DEPENDENCYPART_ARC
(22,14),0.182061 # DEPENDENCYPART_ARC
(22,15),0.301046 # DEPENDENCYPART_ARC
(22,16),-2.04926 # DEPENDENCYPART_ARC
(22,17),1.79455 # DEPENDENCYPART_ARC
(22,18),0.970783 # DEPENDENCYPART_ARC
(22,19),-0.969756 # DEPENDENCYPART_ARC
(22,20),1.15919 # DEPENDENCYPART_ARC
(22,21),0.72303 # DEPENDENCYPART_ARC
