# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,11,0,13,14,15,18,15,18,20,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
(4,32),-1.71 # DEPENDENCYPART_ARC
(5,1),0.55741 # DEPENDENCYPART_ARC
(5,2),0.583534 # DEPENDENCYPART_ARC
(5,3),2.98675 # DEPENDENCYPART_ARC
(5,4),2.91013 # DEPENDENCYPART_ARC
(5,6),-0.0410409 # DEPENDENCYPART_ARC
(5,7),-0.0420262 # DEPENDENCYPART_ARC
(5,8),-0.441192 # DEPENDENCYPART_ARC
(5,9),0.0397328 # DEPENDENCYPART_ARC
(5,10),-0.418441 # DEPENDENCYPART_ARC
(5,11),-0.252087 # DEPENDENCYPART_ARC
(5,12),-0.518943 # DEPENDENCYPART_ARC
(5,13),-1.36947 # DEPENDENCYPART_ARC
(5,14),-0.667478 # DEPENDENCYPART_ARC
(5,15),-2.18826 # DEPENDENCYPART_ARC
(5,16),-0.526489 # DEPENDENCYPART_ARC
(5,17),-1.2131 # DEPENDENCYPART_ARC
(5,18),-1.5926 # DEPENDENCYPART_ARC
(5,19),-1.44122 # DEPENDENCYPART_ARC
(5,20),-0.957694 # DEPENDENCYPART_ARC
(5,21),-1.2823 # DEPENDENCYPART_ARC
(5,22),-0.980306 # DEPENDENCYPART_ARC
(5,23),-2.24463 # DEPENDENCYPART_ARC
(5,24),-1.11732 # DEPENDENCYPART_ARC
(5,25),-1.47837 # DEPENDENCYPART_ARC
(5,26),-0.990921 # DEPENDENCYPART_ARC
(5,27),-2.75298 # DEPENDENCYPART_ARC
(5,28),-0.745102 # DEPENDENCYPART_ARC
(5,29),-2.45605 # DEPENDENCYPART_ARC
(5,30),-1.53183 # DEPENDENCYPART_ARC
(5,31),-1.44721 # DEPENDENCYPART_ARC
(5,32),-2.01729 # DEPENDENCYPART_ARC
(6,1),0.01646 # DEPENDENCYPART_ARC
(6,2),-0.391923 # DEPENDENCYPART_ARC
(6,3),1.71364 # DEPENDENCYPART_ARC
(6,4),1.72715 # DEPENDENCYPART_ARC
(6,5),3.70449 # DEPENDENCYPART_ARC
(6,7),0.388939 # DEPENDENCYPART_ARC
(6,8),-0.213334 # DEPENDENCYPART_ARC
(6,9),0.243108 # DEPENDENCYPART_ARC
(6,10),-0.487064 # DEPENDENCYPART_ARC
(6,11),-0.163038 # DEPENDENCYPART_ARC
(6,12),-0.344339 # DEPENDENCYPART_ARC
(6,13),-1.42976 # DEPENDENCYPART_ARC
(6,14),-0.620014 # DEPENDENCYPART_ARC
(6,15),-1.47003 # DEPENDENCYPART_ARC
(6,16),-0.206998 # DEPENDENCYPART_ARC
(6,17),-1.08211 # DEPENDENCYPART_ARC
(6,18),-1.62014 # DEPENDENCYPART_ARC
(6,19),-1.45566 # DEPENDENCYPART_ARC
(6,20),-0.818385 # DEPENDENCYPART_ARC
(6,21),-1.12359 # DEPENDENCYPART_ARC
(6,22),-0.815815 # DEPENDENCYPART_ARC
(6,23),-2.02263 # DEPENDENCYPART_ARC
(6,24),-1.08726 # DEPENDENCYPART_ARC
(6,25),-1.41916 # DEPENDENCYPART_ARC
(6,26),-0.752943 # DEPENDENCYPART_ARC
(6,27),-1.7091 # DEPENDENCYPART_ARC
(6,28),-0.46086 # DEPENDENCYPART_ARC
(6,29),-2.4155 # DEPENDENCYPART_ARC
(6,30),-1.55688 # DEPENDENCYPART_ARC
(6,31),-1.531 # DEPENDENCYPART_ARC
(6,32),-1.84735 # DEPENDENCYPART_ARC
(7,1),-0.29898 # DEPENDENCYPART_ARC
(7,2),-1.42559 # DEPENDENCYPART_ARC
(7,3),-0.262789 # DEPENDENCYPART_ARC
(7,4),0.014999 # DEPENDENCYPART_ARC
(7,5),1.54033 # DEPENDENCYPART_ARC
(7,6),1.86515 # DEPENDENCYPART_ARC
(7,8),0.459439 # DEPENDENCYPART_ARC
(7,9),0.239926 # DEPENDENCYPART_ARC
(7,10),0.816006 # DEPENDENCYPART_ARC
(7,11),-0.127168 # DEPENDENCYPART_ARC
(7,12),-0.554596 # DEPENDENCYPART_ARC
(7,13),-1.44043 # DEPENDENCYPART_ARC
(7,14),-0.800388 # DEPENDENCYPART_ARC
(7,15),-1.47817 # DEPENDENCYPART_ARC
(7,16),0.173307 # DEPENDENCYPART_ARC
(7,17),-1.15462 # DEPENDENCYPART_ARC
(7,18),-0.931845 # DEPENDENCYPART_ARC
(7,19),-0.953331 # DEPENDENCYPART_ARC
(7,20),-1.26032 # DEPENDENCYPART_ARC
(7,21),-1.25041 # DEPENDENCYPART_ARC
(7,22),-1.34402 # DEPENDENCYPART_ARC
(7,23),-2.71835 # DEPENDENCYPART_ARC
(7,24),-1.79267 # DEPENDENCYPART_ARC
(7,25),-1.95506 # DEPENDENCYPART_ARC
(7,26),-1.58171 # DEPENDENCYPART_ARC
(7,27),-2.81584 # DEPENDENCYPART_ARC
(7,28),-1.53737 # DEPENDENCYPART_ARC
(7,29),-3.30416 # DEPENDENCYPART_ARC
(7,30),-2.51701 # DEPENDENCYPART_ARC
(7,31),-1.3791 # DEPENDENCYPART_ARC
(7,32),-2.18633 # DEPENDENCYPART_ARC
(8,1),-0.423355 # DEPENDENCYPART_ARC
(8,2),-2.29343 # DEPENDENCYPART_ARC
(8,3),0.339774 # DEPENDENCYPART_ARC
(8,4),0.0180958 # DEPENDENCYPART_ARC
(8,5),1.78649 # DEPENDENCYPART_ARC
(8,6),1.93132 # DEPENDENCYPART_ARC
(8,7),3.07174 # DEPENDENCYPART_ARC
(8,9),0.103763 # DEPENDENCYPART_ARC
(8,10),-0.119109 # DEPENDENCYPART_ARC
(8,11),-0.464338 # DEPENDENCYPART_ARC
(8,12),-0.89511 # DEPENDENCYPART_ARC
(8,13),-2.56447 # DEPENDENCYPART_ARC
(8,14),-1.27202 # DEPENDENCYPART_ARC
(8,15),-2.0431 # DEPENDENCYPART_ARC
(8,16),-0.525938 # DEPENDENCYPART_ARC
(8,17),-1.5681 # DEPENDENCYPART_ARC
(8,18),-1.26537 # DEPENDENCYPART_ARC
(8,19),-1.58036 # DEPENDENCYPART_ARC
(8,20),-1.41397 # DEPENDENCYPART_ARC
(8,21),-1.63257 # DEPENDENCYPART_ARC
(8,22),-1.69574 # DEPENDENCYPART_ARC
(8,23),-3.63066 # DEPENDENCYPART_ARC
(8,24),-2.1708 # DEPENDENCYPART_ARC
(8,25),-2.44199 # DEPENDENCYPART_ARC
(8,26),-1.96939 # DEPENDENCYPART_ARC
(8,27),-4.22603 # DEPENDENCYPART_ARC
(8,28),-1.74714 # DEPENDENCYPART_ARC
(8,29),-3.70938 # DEPENDENCYPART_ARC
(8,30),-2.93075 # DEPENDENCYPART_ARC
(8,31),-1.97751 # DEPENDENCYPART_ARC
(8,32),-2.55766 # DEPENDENCYPART_ARC
(9,1),0.763768 # DEPENDENCYPART_ARC
(9,2),-0.000868121 # DEPENDENCYPART_ARC
(9,3),0.673667 # DEPENDENCYPART_ARC
(9,4),0.479338 # DEPENDENCYPART_ARC
(9,5),1.31529 # DEPENDENCYPART_ARC
(9,6),1.8467 # DEPENDENCYPART_ARC
(9,7),1.09494 # DEPENDENCYPART_ARC
(9,8),2.85724 # DEPENDENCYPART_ARC
(9,10),-0.252689 # DEPENDENCYPART_ARC
(9,11),-0.687501 # DEPENDENCYPART_ARC
(9,12),-1.38492 # DEPENDENCYPART_ARC
(9,13),-1.14451 # DEPENDENCYPART_ARC
(9,14),-1.59649 # DEPENDENCYPART_ARC
(9,15),-1.347 # DEPENDENCYPART_ARC
(9,16),-1.02463 # DEPENDENCYPART_ARC
(9,17),-1.73438 # DEPENDENCYPART_ARC
(9,18),-1.52049 # DEPENDENCYPART_ARC
(9,19),-1.38094 # DEPENDENCYPART_ARC
(9,20),-1.46189 # DEPENDENCYPART_ARC
(9,21),-1.45704 # DEPENDENCYPART_ARC
(9,22),-1.92607 # DEPENDENCYPART_ARC
(9,23),-1.79697 # DEPENDENCYPART_ARC
(9,24),-1.72875 # DEPENDENCYPART_ARC
(9,25),-1.80833 # DEPENDENCYPART_ARC
(9,26),-1.95313 # DEPENDENCYPART_ARC
(9,27),-1.89778 # DEPENDENCYPART_ARC
(9,28),-1.41074 # DEPENDENCYPART_ARC
(9,29),-1.9292 # DEPENDENCYPART_ARC
(9,30),-1.92274 # DEPENDENCYPART_ARC
(9,31),-1.99564 # DEPENDENCYPART_ARC
(9,32),-1.90758 # DEPENDENCYPART_ARC
(10,1),0.279932 # DEPENDENCYPART_ARC
(10,2),-3.23695 # DEPENDENCYPART_ARC
(10,3),0.913303 # DEPENDENCYPART_ARC
(10,4),0.831749 # DEPENDENCYPART_ARC
(10,5),0.0601966 # DEPENDENCYPART_ARC
(10,6),-0.0746003 # DEPENDENCYPART_ARC
(10,7),-0.393689 # DEPENDENCYPART_ARC
(10,8),0.184032 # DEPENDENCYPART_ARC
(10,9),2.54856 # DEPENDENCYPART_ARC
(10,11),0.0304258 # DEPENDENCYPART_ARC
(10,12),-0.353219 # DEPENDENCYPART_ARC
(10,13),-0.951842 # DEPENDENCYPART_ARC
(10,14),-0.870915 # DEPENDENCYPART_ARC
(10,15),-2.26854 # DEPENDENCYPART_ARC
(10,16),-0.480229 # DEPENDENCYPART_ARC
(10,17),-1.35167 # DEPENDENCYPART_ARC
(10,18),-1.95015 # DEPENDENCYPART_ARC
(10,19),-1.35512 # DEPENDENCYPART_ARC
(10,20),-1.1722 # DEPENDENCYPART_ARC
(10,21),-1.34737 # DEPENDENCYPART_ARC
(10,22),-1.18818 # DEPENDENCYPART_ARC
(10,23),-1.8668 # DEPENDENCYPART_ARC
(10,24),-1.3058 # DEPENDENCYPART_ARC
(10,25),-1.76969 # DEPENDENCYPART_ARC
(10,26),-1.17727 # DEPENDENCYPART_ARC
(10,27),-2.27908 # DEPENDENCYPART_ARC
(10,28),-0.885586 # DEPENDENCYPART_ARC
(10,29),-2.0593 # DEPENDENCYPART_ARC
(10,30),-1.71939 # DEPENDENCYPART_ARC
(10,31),-2.04407 # DEPENDENCYPART_ARC
(10,32),-2.10008 # DEPENDENCYPART_ARC
(11,1),-0.883342 # DEPENDENCYPART_ARC
(11,2),-2.175 # DEPENDENCYPART_ARC
(11,3),-0.363927 # DEPENDENCYPART_ARC
(11,4),-0.268469 # DEPENDENCYPART_ARC
(11,5),0.256512 # DEPENDENCYPART_ARC
(11,6),0.315821 # DEPENDENCYPART_ARC
(11,7),-1.13358 # DEPENDENCYPART_ARC
(11,8),-0.481163 # DEPENDENCYPART_ARC
(11,9),0.385462 # DEPENDENCYPART_ARC
(11,10),1.09189 # DEPENDENCYPART_ARC
(11,12),-0.575075 # DEPENDENCYPART_ARC
(11,13),-0.754647 # DEPENDENCYPART_ARC
(11,14),-0.866386 # DEPENDENCYPART_ARC
(11,15),-0.811875 # DEPENDENCYPART_ARC
(11,16),-0.944242 # DEPENDENCYPART_ARC
(11,17),-0.804737 # DEPENDENCYPART_ARC
(11,18),-0.752261 # DEPENDENCYPART_ARC
(11,19),-1.15258 # DEPENDENCYPART_ARC
(11,20),-0.961051 # DEPENDENCYPART_ARC
(11,21),-1.05673 # DEPENDENCYPART_ARC
(11,22),-1.41422 # DEPENDENCYPART_ARC
(11,23),-1.40274 # DEPENDENCYPART_ARC
(11,24),-1.19796 # DEPENDENCYPART_ARC
(11,25),-1.37846 # DEPENDENCYPART_ARC
(11,26),-1.48551 # DEPENDENCYPART_ARC
(11,27),-1.73184 # DEPENDENCYPART_ARC
(11,28),-1.22183 # DEPENDENCYPART_ARC
(11,29),-1.79643 # DEPENDENCYPART_ARC
(11,30),-1.65231 # DEPENDENCYPART_ARC
(11,31),-1.3482 # DEPENDENCYPART_ARC
(11,32),-2.71329 # DEPENDENCYPART_ARC
(12,1),-1.08507 # DEPENDENCYPART_ARC
(12,2),-2.85998 # DEPENDENCYPART_ARC
(12,3),-1.36073 # DEPENDENCYPART_ARC
(12,4),-1.21532 # DEPENDENCYPART_ARC
(12,5),-0.974166 # DEPENDENCYPART_ARC
(12,6),-0.690519 # DEPENDENCYPART_ARC
(12,7),-1.65883 # DEPENDENCYPART_ARC
(12,8),-0.863329 # DEPENDENCYPART_ARC
(12,9),-0.845854 # DEPENDENCYPART_ARC
(12,10),-0.523735 # DEPENDENCYPART_ARC
(12,11),0.182706 # DEPENDENCYPART_ARC
(12,13),0.330011 # DEPENDENCYPART_ARC
(12,14),-0.276557 # DEPENDENCYPART_ARC
(12,15),-0.239091 # DEPENDENCYPART_ARC
(12,16),0.080063 # DEPENDENCYPART_ARC
(12,17),-0.79991 # DEPENDENCYPART_ARC
(12,18),-0.708585 # DEPENDENCYPART_ARC
(12,19),-0.441205 # DEPENDENCYPART_ARC
(12,20),-0.658086 # DEPENDENCYPART_ARC
(12,21),-0.620669 # DEPENDENCYPART_ARC
(12,22),-1.01354 # DEPENDENCYPART_ARC
(12,23),-1.08263 # DEPENDENCYPART_ARC
(12,24),-1.04861 # DEPENDENCYPART_ARC
(12,25),-1.21322 # DEPENDENCYPART_ARC
(12,26),-1.2334 # DEPENDENCYPART_ARC
(12,27),-1.14004 # DEPENDENCYPART_ARC
(12,28),-0.83971 # DEPENDENCYPART_ARC
(12,29),-1.21396 # DEPENDENCYPART_ARC
(12,30),-1.23125 # DEPENDENCYPART_ARC
(12,31),-1.21787 # DEPENDENCYPART_ARC
(12,32),-1.1358 # DEPENDENCYPART_ARC
(13,1),-1.04701 # DEPENDENCYPART_ARC
(13,2),-7.20543 # DEPENDENCYPART_ARC
(13,3),-0.405625 # DEPENDENCYPART_ARC
(13,4),-0.0298181 # DEPENDENCYPART_ARC
(13,5),-1.22274 # DEPENDENCYPART_ARC
(13,6),-1.44399 # DEPENDENCYPART_ARC
(13,7),-3.19096 # DEPENDENCYPART_ARC
(13,8),-2.32862 # DEPENDENCYPART_ARC
(13,9),-0.0880369 # DEPENDENCYPART_ARC
(13,10),-0.594472 # DEPENDENCYPART_ARC
(13,11),0.741681 # DEPENDENCYPART_ARC
(13,12),1.64732 # DEPENDENCYPART_ARC
(13,14),0.63609 # DEPENDENCYPART_ARC
(13,15),-1.03935 # DEPENDENCYPART_ARC
(13,16),1.02697 # DEPENDENCYPART_ARC
(13,17),-0.462376 # DEPENDENCYPART_ARC
(13,18),-1.12321 # DEPENDENCYPART_ARC
(13,19),-0.27824 # DEPENDENCYPART_ARC
(13,20),-0.509228 # DEPENDENCYPART_ARC
(13,21),-0.6968 # DEPENDENCYPART_ARC
(13,22),-0.370951 # DEPENDENCYPART_ARC
(13,23),-0.98542 # DEPENDENCYPART_ARC
(13,24),-1.03399 # DEPENDENCYPART_ARC
(13,25),-1.45614 # DEPENDENCYPART_ARC
(13,26),-0.564542 # DEPENDENCYPART_ARC
(13,27),-1.5609 # DEPENDENCYPART_ARC
(13,28),-0.542335 # DEPENDENCYPART_ARC
(13,29),-1.52722 # DEPENDENCYPART_ARC
(13,30),-1.67733 # DEPENDENCYPART_ARC
(13,31),-1.8289 # DEPENDENCYPART_ARC
(13,32),-1.71277 # DEPENDENCYPART_ARC
(14,1),-0.177571 # DEPENDENCYPART_ARC
(14,2),-2.15005 # DEPENDENCYPART_ARC
(14,3),-0.56491 # DEPENDENCYPART_ARC
(14,4),-0.265758 # DEPENDENCYPART_ARC
(14,5),-0.17364 # DEPENDENCYPART_ARC
(14,6),-0.114353 # DEPENDENCYPART_ARC
(14,7),-1.37698 # DEPENDENCYPART_ARC
(14,8),-0.543907 # DEPENDENCYPART_ARC
(14,9),-0.191061 # DEPENDENCYPART_ARC
(14,10),0.0860209 # DEPENDENCYPART_ARC
(14,11),0.4402 # DEPENDENCYPART_ARC
(14,12),1.11729 # DEPENDENCYPART_ARC
(14,13),3.43008 # DEPENDENCYPART_ARC
(14,15),-0.1865 # DEPENDENCYPART_ARC
(14,16),0.0498555 # DEPENDENCYPART_ARC
(14,17),-1.09556 # DEPENDENCYPART_ARC
(14,18),-1.03778 # DEPENDENCYPART_ARC
(14,19),-0.936987 # DEPENDENCYPART_ARC
(14,20),-1.03454 # DEPENDENCYPART_ARC
(14,21),-1.09243 # DEPENDENCYPART_ARC
(14,22),-1.58165 # DEPENDENCYPART_ARC
(14,23),-1.30297 # DEPENDENCYPART_ARC
(14,24),-1.33646 # DEPENDENCYPART_ARC
(14,25),-1.56934 # DEPENDENCYPART_ARC
(14,26),-1.72496 # DEPENDENCYPART_ARC
(14,27),-1.70716 # DEPENDENCYPART_ARC
(14,28),-1.25758 # DEPENDENCYPART_ARC
(14,29),-1.82181 # DEPENDENCYPART_ARC
(14,30),-1.67813 # DEPENDENCYPART_ARC
(14,31),-1.73991 # DEPENDENCYPART_ARC
(14,32),-1.63362 # DEPENDENCYPART_ARC
(15,1),-0.342567 # DEPENDENCYPART_ARC
(15,2),-5.60037 # DEPENDENCYPART_ARC
(15,3),0.835227 # DEPENDENCYPART_ARC
(15,4),0.555844 # DEPENDENCYPART_ARC
(15,5),0.879219 # DEPENDENCYPART_ARC
(15,6),-0.349133 # DEPENDENCYPART_ARC
(15,7),-3.41246 # DEPENDENCYPART_ARC
(15,8),-3.23594 # DEPENDENCYPART_ARC
(15,9),0.72222 # DEPENDENCYPART_ARC
(15,10),0.0494942 # DEPENDENCYPART_ARC
(15,11),0.920883 # DEPENDENCYPART_ARC
(15,12),1.49098 # DEPENDENCYPART_ARC
(15,13),1.4982 # DEPENDENCYPART_ARC
(15,14),3.43941 # DEPENDENCYPART_ARC
(15,16),2.06878 # DEPENDENCYPART_ARC
(15,17),0.330925 # DEPENDENCYPART_ARC
(15,18),-0.24429 # DEPENDENCYPART_ARC
(15,19),0.28372 # DEPENDENCYPART_ARC
(15,20),0.124368 # DEPENDENCYPART_ARC
(15,21),-0.126211 # DEPENDENCYPART_ARC
(15,22),-0.0125772 # DEPENDENCYPART_ARC
(15,23),-0.298889 # DEPENDENCYPART_ARC
(15,24),-0.153464 # DEPENDENCYPART_ARC
(15,25),-0.501916 # DEPENDENCYPART_ARC
(15,26),-0.0706681 # DEPENDENCYPART_ARC
(15,27),-0.213487 # DEPENDENCYPART_ARC
(15,28),0.0162263 # DEPENDENCYPART_ARC
(15,29),-0.804908 # DEPENDENCYPART_ARC
(15,30),-0.674731 # DEPENDENCYPART_ARC
(15,31),-0.821264 # DEPENDENCYPART_ARC
(15,32),-0.930239 # DEPENDENCYPART_ARC
(16,1),-1.77452 # DEPENDENCYPART_ARC
(16,2),-3.39827 # DEPENDENCYPART_ARC
(16,3),-2.45514 # DEPENDENCYPART_ARC
(16,4),-1.97978 # DEPENDENCYPART_ARC
(16,5),-2.91389 # DEPENDENCYPART_ARC
