# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=5,3,4,5,6,7,0,9,10,11,19,13,14,0,19,15,18,19,22,21,19,0,
(3,17),-2.26978 # DEPENDENCYPART_ARC
(3,18),-3.08935 # DEPENDENCYPART_ARC
(3,19),-1.92523 # DEPENDENCYPART_ARC
(3,20),-1.62342 # DEPENDENCYPART_ARC
(3,21),-2.60028 # DEPENDENCYPART_ARC
(3,22),-1.74992 # DEPENDENCYPART_ARC
(4,1),1.23365 # DEPENDENCYPART_ARC
(4,2),1.23838 # DEPENDENCYPART_ARC
(4,3),3.06004 # DEPENDENCYPART_ARC
(4,5),-0.0536387 # DEPENDENCYPART_ARC
(4,6),-0.147417 # DEPENDENCYPART_ARC
(4,7),-0.361662 # DEPENDENCYPART_ARC
(4,8),-1.9966 # DEPENDENCYPART_ARC
(4,9),-1.41201 # DEPENDENCYPART_ARC
(4,10),-2.94873 # DEPENDENCYPART_ARC
(4,11),-2.02415 # DEPENDENCYPART_ARC
(4,12),-2.0128 # DEPENDENCYPART_ARC
(4,13),-2.14094 # DEPENDENCYPART_ARC
(4,14),-1.03979 # DEPENDENCYPART_ARC
(4,15),-3.35417 # DEPENDENCYPART_ARC
(4,16),-1.55295 # DEPENDENCYPART_ARC
(4,17),-2.35518 # DEPENDENCYPART_ARC
(4,18),-3.99743 # DEPENDENCYPART_ARC
(4,19),-1.96053 # DEPENDENCYPART_ARC
(4,20),-1.57098 # DEPENDENCYPART_ARC
(4,21),-3.05566 # DEPENDENCYPART_ARC
(4,22),-1.53922 # DEPENDENCYPART_ARC
(5,1),1.33385 # DEPENDENCYPART_ARC
(5,2),1.75287 # DEPENDENCYPART_ARC
(5,3),1.03388 # DEPENDENCYPART_ARC
(5,4),2.77043 # DEPENDENCYPART_ARC
(5,6),-0.283939 # DEPENDENCYPART_ARC
(5,7),-0.751882 # DEPENDENCYPART_ARC
(5,8),-1.09838 # DEPENDENCYPART_ARC
(5,9),-1.10017 # DEPENDENCYPART_ARC
(5,10),-1.66761 # DEPENDENCYPART_ARC
(5,11),-1.73397 # DEPENDENCYPART_ARC
(5,12),-2.15082 # DEPENDENCYPART_ARC
(5,13),-1.91915 # DEPENDENCYPART_ARC
(5,14),-1.70899 # DEPENDENCYPART_ARC
(5,15),-1.95047 # DEPENDENCYPART_ARC
(5,16),-1.54667 # DEPENDENCYPART_ARC
(5,17),-2.34646 # DEPENDENCYPART_ARC
(5,18),-2.39061 # DEPENDENCYPART_ARC
(5,19),-1.78375 # DEPENDENCYPART_ARC
(5,21),-2.16063 # DEPENDENCYPART_ARC
(5,22),-2.27645 # DEPENDENCYPART_ARC
(6,1),0.120859 # DEPENDENCYPART_ARC
(6,2),-0.909818 # DEPENDENCYPART_ARC
(6,3),-0.108138 # DEPENDENCYPART_ARC
(6,4),0.181663 # DEPENDENCYPART_ARC
(6,5),2.55036 # DEPENDENCYPART_ARC
(6,7),0.146192 # DEPENDENCYPART_ARC
(6,8),-0.214931 # DEPENDENCYPART_ARC
(6,9),-0.724632 # DEPENDENCYPART_ARC
(6,10),-1.02283 # DEPENDENCYPART_ARC
(6,11),-2.29813 # DEPENDENCYPART_ARC
(6,12),-1.35181 # DEPENDENCYPART_ARC
(6,13),-1.22894 # DEPENDENCYPART_ARC
(6,14),-1.38846 # DEPENDENCYPART_ARC
(6,15),-1.43551 # DEPENDENCYPART_ARC
(6,16),-1.42557 # DEPENDENCYPART_ARC
(6,17),-1.49647 # DEPENDENCYPART_ARC
(6,18),-2.89538 # DEPENDENCYPART_ARC
(6,19),-2.11205 # DEPENDENCYPART_ARC
(6,20),-0.510912 # DEPENDENCYPART_ARC
(6,21),-1.60279 # DEPENDENCYPART_ARC
(6,22),-1.64908 # DEPENDENCYPART_ARC
(7,1),0.457954 # DEPENDENCYPART_ARC
(7,2),-0.920895 # DEPENDENCYPART_ARC
(7,3),-0.984878 # DEPENDENCYPART_ARC
(7,4),-0.0973755 # DEPENDENCYPART_ARC
(7,5),0.526087 # DEPENDENCYPART_ARC
(7,6),1.18421 # DEPENDENCYPART_ARC
(7,8),0.250719 # DEPENDENCYPART_ARC
(7,9),-0.358323 # DEPENDENCYPART_ARC
(7,10),-0.513742 # DEPENDENCYPART_ARC
(7,11),-0.411916 # DEPENDENCYPART_ARC
(7,12),-1.27301 # DEPENDENCYPART_ARC
(7,13),-0.986453 # DEPENDENCYPART_ARC
(7,14),-0.803075 # DEPENDENCYPART_ARC
(7,15),-1.01788 # DEPENDENCYPART_ARC
(7,16),-1.03124 # DEPENDENCYPART_ARC
(7,17),-1.35168 # DEPENDENCYPART_ARC
(7,18),-1.44054 # DEPENDENCYPART_ARC
(7,19),-0.736792 # DEPENDENCYPART_ARC
(7,20),-1.09606 # DEPENDENCYPART_ARC
(7,21),-1.61466 # DEPENDENCYPART_ARC
(7,22),-1.82761 # DEPENDENCYPART_ARC
(8,1),-2.13469 # DEPENDENCYPART_ARC
(8,2),-3.09921 # DEPENDENCYPART_ARC
(8,3),-1.51373 # DEPENDENCYPART_ARC
(8,4),-1.3437 # DEPENDENCYPART_ARC
(8,5),0.316612 # DEPENDENCYPART_ARC
(8,6),-0.261187 # DEPENDENCYPART_ARC
(8,7),1.33775 # DEPENDENCYPART_ARC
(8,9),0.438524 # DEPENDENCYPART_ARC
(8,10),-1.26984 # DEPENDENCYPART_ARC
(8,11),-2.51673 # DEPENDENCYPART_ARC
(8,12),-1.30292 # DEPENDENCYPART_ARC
(8,13),-1.69539 # DEPENDENCYPART_ARC
(8,14),-1.29523 # DEPENDENCYPART_ARC
(8,15),-2.16315 # DEPENDENCYPART_ARC
(8,16),-1.56328 # DEPENDENCYPART_ARC
(8,17),-1.73432 # DEPENDENCYPART_ARC
(8,18),-3.1223 # DEPENDENCYPART_ARC
(8,19),-2.50572 # DEPENDENCYPART_ARC
(8,20),-1.12469 # DEPENDENCYPART_ARC
(8,21),-2.36511 # DEPENDENCYPART_ARC
(8,22),-1.78845 # DEPENDENCYPART_ARC
(9,1),-0.679401 # DEPENDENCYPART_ARC
(9,2),-0.699039 # DEPENDENCYPART_ARC
(9,3),-0.599178 # DEPENDENCYPART_ARC
(9,4),-0.184259 # DEPENDENCYPART_ARC
(9,5),-0.177075 # DEPENDENCYPART_ARC
(9,6),0.331437 # DEPENDENCYPART_ARC
(9,7),0.205776 # DEPENDENCYPART_ARC
(9,8),3.40065 # DEPENDENCYPART_ARC
(9,10),-0.366325 # DEPENDENCYPART_ARC
(9,11),-0.49367 # DEPENDENCYPART_ARC
(9,12),-0.798865 # DEPENDENCYPART_ARC
(9,13),-0.809147 # DEPENDENCYPART_ARC
(9,14),-0.977883 # DEPENDENCYPART_ARC
(9,15),-1.0072 # DEPENDENCYPART_ARC
(9,16),-0.727579 # DEPENDENCYPART_ARC
(9,17),-1.53091 # DEPENDENCYPART_ARC
(9,18),-1.27883 # DEPENDENCYPART_ARC
(9,19),-1.50315 # DEPENDENCYPART_ARC
(9,20),-1.23231 # DEPENDENCYPART_ARC
(9,21),-1.57416 # DEPENDENCYPART_ARC
(9,22),-2.34513 # DEPENDENCYPART_ARC
(10,1),-2.83187 # DEPENDENCYPART_ARC
(10,2),-3.36941 # DEPENDENCYPART_ARC
(10,3),-1.99214 # DEPENDENCYPART_ARC
(10,4),-1.29161 # DEPENDENCYPART_ARC
(10,5),0.500219 # DEPENDENCYPART_ARC
(10,6),-0.767662 # DEPENDENCYPART_ARC
(10,7),0.840515 # DEPENDENCYPART_ARC
(10,8),1.10858 # DEPENDENCYPART_ARC
(10,9),1.88573 # DEPENDENCYPART_ARC
(10,11),-0.92692 # DEPENDENCYPART_ARC
(10,12),-0.1385 # DEPENDENCYPART_ARC
(10,13),-0.944098 # DEPENDENCYPART_ARC
(10,14),-0.343216 # DEPENDENCYPART_ARC
(10,15),-1.57976 # DEPENDENCYPART_ARC
(10,16),-0.706725 # DEPENDENCYPART_ARC
(10,17),-1.36853 # DEPENDENCYPART_ARC
(10,18),-2.48439 # DEPENDENCYPART_ARC
(10,19),-1.47912 # DEPENDENCYPART_ARC
(10,20),-0.65335 # DEPENDENCYPART_ARC
(10,21),-2.0129 # DEPENDENCYPART_ARC
(10,22),-1.4878 # DEPENDENCYPART_ARC
(11,1),-2.04994 # DEPENDENCYPART_ARC
(11,2),-4.20366 # DEPENDENCYPART_ARC
(11,3),-2.80254 # DEPENDENCYPART_ARC
(11,4),-2.45936 # DEPENDENCYPART_ARC
(11,5),-0.312833 # DEPENDENCYPART_ARC
(11,6),-0.738053 # DEPENDENCYPART_ARC
(11,7),0.179721 # DEPENDENCYPART_ARC
(11,8),0.811361 # DEPENDENCYPART_ARC
(11,9),0.807683 # DEPENDENCYPART_ARC
(11,10),3.11883 # DEPENDENCYPART_ARC
(11,12),0.260187 # DEPENDENCYPART_ARC
(11,13),-0.711242 # DEPENDENCYPART_ARC
(11,14),-0.374925 # DEPENDENCYPART_ARC
(11,15),-1.29052 # DEPENDENCYPART_ARC
(11,16),-0.485312 # DEPENDENCYPART_ARC
(11,17),-1.27301 # DEPENDENCYPART_ARC
(11,18),-1.87337 # DEPENDENCYPART_ARC
(11,19),-1.2902 # DEPENDENCYPART_ARC
(11,20),-0.529225 # DEPENDENCYPART_ARC
(11,21),-1.46467 # DEPENDENCYPART_ARC
(11,22),-1.46694 # DEPENDENCYPART_ARC
(12,1),-1.07551 # DEPENDENCYPART_ARC
(12,2),-2.63956 # DEPENDENCYPART_ARC
(12,3),-2.41426 # DEPENDENCYPART_ARC
(12,4),-1.73878 # DEPENDENCYPART_ARC
(12,5),-1.06365 # DEPENDENCYPART_ARC
(12,6),-1.24032 # DEPENDENCYPART_ARC
(12,7),-0.22966 # DEPENDENCYPART_ARC
(12,8),-0.107298 # DEPENDENCYPART_ARC
(12,9),0.0644829 # DEPENDENCYPART_ARC
(12,10),0.676643 # DEPENDENCYPART_ARC
(12,11),1.56097 # DEPENDENCYPART_ARC
(12,13),0.481428 # DEPENDENCYPART_ARC
(12,14),-0.212498 # DEPENDENCYPART_ARC
(12,15),-0.510913 # DEPENDENCYPART_ARC
(12,16),-0.333179 # DEPENDENCYPART_ARC
(12,17),-1.44383 # DEPENDENCYPART_ARC
(12,18),-1.10318 # DEPENDENCYPART_ARC
(12,19),-1.12919 # DEPENDENCYPART_ARC
(12,20),-0.987356 # DEPENDENCYPART_ARC
(12,21),-0.874855 # DEPENDENCYPART_ARC
(12,22),-1.36101 # DEPENDENCYPART_ARC
(13,1),-2.17426 # DEPENDENCYPART_ARC
(13,2),-5.18821 # DEPENDENCYPART_ARC
(13,3),-3.65718 # DEPENDENCYPART_ARC
(13,4),-3.52379 # DEPENDENCYPART_ARC
(13,5),-0.0678359 # DEPENDENCYPART_ARC
(13,6),-0.965427 # DEPENDENCYPART_ARC
(13,7),0.929066 # DEPENDENCYPART_ARC
(13,8),0.370558 # DEPENDENCYPART_ARC
(13,9),0.877227 # DEPENDENCYPART_ARC
(13,10),-0.134155 # DEPENDENCYPART_ARC
(13,11),0.172807 # DEPENDENCYPART_ARC
(13,12),2.61739 # DEPENDENCYPART_ARC
(13,14),0.292947 # DEPENDENCYPART_ARC
(13,15),-0.109938 # DEPENDENCYPART_ARC
(13,16),-0.0491188 # DEPENDENCYPART_ARC
(13,17),-0.891991 # DEPENDENCYPART_ARC
(13,18),-1.84115 # DEPENDENCYPART_ARC
(13,19),-1.62595 # DEPENDENCYPART_ARC
(13,20),-0.576198 # DEPENDENCYPART_ARC
(13,21),-0.835776 # DEPENDENCYPART_ARC
(13,22),-1.29804 # DEPENDENCYPART_ARC
(14,1),-0.459216 # DEPENDENCYPART_ARC
(14,2),-3.54317 # DEPENDENCYPART_ARC
(14,3),-3.70604 # DEPENDENCYPART_ARC
(14,4),-3.01903 # DEPENDENCYPART_ARC
(14,5),-0.797324 # DEPENDENCYPART_ARC
(14,6),-0.676705 # DEPENDENCYPART_ARC
(14,7),0.0863538 # DEPENDENCYPART_ARC
(14,8),0.265408 # DEPENDENCYPART_ARC
(14,9),-0.559165 # DEPENDENCYPART_ARC
(14,10),0.402225 # DEPENDENCYPART_ARC
(14,11),0.359168 # DEPENDENCYPART_ARC
(14,12),0.729528 # DEPENDENCYPART_ARC
(14,13),1.1774 # DEPENDENCYPART_ARC
(14,15),0.250719 # DEPENDENCYPART_ARC
(14,16),-0.332896 # DEPENDENCYPART_ARC
(14,17),-0.977606 # DEPENDENCYPART_ARC
(14,18),-0.527959 # DEPENDENCYPART_ARC
(14,19),-0.363178 # DEPENDENCYPART_ARC
(14,20),-0.662207 # DEPENDENCYPART_ARC
(14,21),-0.770646 # DEPENDENCYPART_ARC
(14,22),-0.994209 # DEPENDENCYPART_ARC
(15,1),-2.96088 # DEPENDENCYPART_ARC
(15,2),-5.8386 # DEPENDENCYPART_ARC
(15,3),-4.39544 # DEPENDENCYPART_ARC
(15,4),-4.14428 # DEPENDENCYPART_ARC
(15,5),-0.244336 # DEPENDENCYPART_ARC
(15,6),-1.1211 # DEPENDENCYPART_ARC
(15,7),-0.234638 # DEPENDENCYPART_ARC
(15,8),-1.26229 # DEPENDENCYPART_ARC
(15,9),0.272279 # DEPENDENCYPART_ARC
(15,10),-2.01621 # DEPENDENCYPART_ARC
(15,11),-1.77359 # DEPENDENCYPART_ARC
(15,12),0.296712 # DEPENDENCYPART_ARC
(15,13),-0.967739 # DEPENDENCYPART_ARC
(15,14),1.42846 # DEPENDENCYPART_ARC
(15,16),2.39421 # DEPENDENCYPART_ARC
(15,17),0.542503 # DEPENDENCYPART_ARC
(15,18),-0.715584 # DEPENDENCYPART_ARC
(15,19),-0.399138 # DEPENDENCYPART_ARC
(15,20),0.309241 # DEPENDENCYPART_ARC
(15,21),0.025172 # DEPENDENCYPART_ARC
(15,22),-0.0433544 # DEPENDENCYPART_ARC
(16,1),-2.6232 # DEPENDENCYPART_ARC
(16,2),-2.65198 # DEPENDENCYPART_ARC
(16,3),-2.06458 # DEPENDENCYPART_ARC
(16,4),-1.7933 # DEPENDENCYPART_ARC
(16,5),-1.83722 # DEPENDENCYPART_ARC
(16,6),-2.31319 # DEPENDENCYPART_ARC
(16,7),-1.69486 # DEPENDENCYPART_ARC
(16,8),-1.74469 # DEPENDENCYPART_ARC
(16,9),-1.43805 # DEPENDENCYPART_ARC
(16,10),-2.25787 # DEPENDENCYPART_ARC
(16,11),-1.98811 # DEPENDENCYPART_ARC
(16,12),-1.38714 # DEPENDENCYPART_ARC
(16,13),-1.55915 # DEPENDENCYPART_ARC
(16,14),-0.941695 # DEPENDENCYPART_ARC
(16,15),0.832275 # DEPENDENCYPART_ARC
(16,17),-0.262993 # DEPENDENCYPART_ARC
(16,18),-0.72768 # DEPENDENCYPART_ARC
(16,19),-0.871734 # DEPENDENCYPART_ARC
(16,20),-0.605754 # DEPENDENCYPART_ARC
(16,21),-1.15196 # DEPENDENCYPART_ARC
(16,22),-0.978021 # DEPENDENCYPART_ARC
(17,1),-1.09147 # DEPENDENCYPART_ARC
(17,2),-4.01347 # DEPENDENCYPART_ARC
(17,3),-4.02952 # DEPENDENCYPART_ARC
(17,4),-3.25764 # DEPENDENCYPART_ARC
(17,5),-1.48044 # DEPENDENCYPART_ARC
(17,6),-1.26344 # DEPENDENCYPART_ARC
(17,7),-1.15584 # DEPENDENCYPART_ARC
(17,8),-1.0487 # DEPENDENCYPART_ARC
(17,9),-0.830447 # DEPENDENCYPART_ARC
(17,10),-0.650135 # DEPENDENCYPART_ARC
(17,11),-0.770884 # DEPENDENCYPART_ARC
(17,12),-0.928033 # DEPENDENCYPART_ARC
(17,13),-0.775216 # DEPENDENCYPART_ARC
(17,14),-0.160773 # DEPENDENCYPART_ARC
(17,15),0.592531 # DEPENDENCYPART_ARC
(17,16),0.240684 # DEPENDENCYPART_ARC
(17,18),0.506759 # DEPENDENCYPART_ARC
(17,19),-0.00395686 # DEPENDENCYPART_ARC
(17,20),-0.00763629 # DEPENDENCYPART_ARC
(17,21),0.0950839 # DEPENDENCYPART_ARC
(17,22),-0.47497 # DEPENDENCYPART_ARC
(18,1),-1.83593 # DEPENDENCYPART_ARC
(18,2),-6.67853 # DEPENDENCYPART_ARC
(18,3),-6.07156 # DEPENDENCYPART_ARC
(18,4),-6.00991 # DEPENDENCYPART_ARC
(18,5),0.0793387 # DEPENDENCYPART_ARC
(18,6),-0.668456 # DEPENDENCYPART_ARC
(18,7),0.139257 # DEPENDENCYPART_ARC
(18,8),-1.0058 # DEPENDENCYPART_ARC
(18,9),0.394356 # DEPENDENCYPART_ARC
(18,10),-1.42353 # DEPENDENCYPART_ARC
(18,11),-1.53115 # DEPENDENCYPART_ARC
(18,12),-0.0367142 # DEPENDENCYPART_ARC
(18,13),-1.19702 # DEPENDENCYPART_ARC
(18,14),0.618369 # DEPENDENCYPART_ARC
(18,15),0.089306 # DEPENDENCYPART_ARC
(18,16),0.360729 # DEPENDENCYPART_ARC
(18,17),2.52566 # DEPENDENCYPART_ARC
(18,19),-0.110962 # DEPENDENCYPART_ARC
(18,20),0.25002 # DEPENDENCYPART_ARC
(18,21),-0.575412 # DEPENDENCYPART_ARC
(18,22),-0.363599 # DEPENDENCYPART_ARC
(19,1),0.930739 # DEPENDENCYPART_ARC
(19,2),-7.46435 # DEPENDENCYPART_ARC
(19,3),-7.1726 # DEPENDENCYPART_ARC
(19,4),-7.41452 # DEPENDENCYPART_ARC
(19,5),-0.682486 # DEPENDENCYPART_ARC
(19,6),0.876733 # DEPENDENCYPART_ARC
(19,7),-0.0491441 # DEPENDENCYPART_ARC
(19,8),0.701694 # DEPENDENCYPART_ARC
(19,9),-0.118439 # DEPENDENCYPART_ARC
(19,10),-0.393929 # DEPENDENCYPART_ARC
(19,11),1.7015 # DEPENDENCYPART_ARC
(19,12),-0.0476962 # DEPENDENCYPART_ARC
(19,13),0.823877 # DEPENDENCYPART_ARC
(19,14),0.930748 # DEPENDENCYPART_ARC
(19,15),1.52995 # DEPENDENCYPART_ARC
(19,16),0.0906231 # DEPENDENCYPART_ARC
(19,17),1.12077 # DEPENDENCYPART_ARC
(19,18),2.70526 # DEPENDENCYPART_ARC
(19,20),0.602041 # DEPENDENCYPART_ARC
(19,21),3.07572 # DEPENDENCYPART_ARC
(19,22),-0.0565119 # DEPENDENCYPART_ARC
(20,1),-1.58527 # DEPENDENCYPART_ARC
(20,2),-1.40245 # DEPENDENCYPART_ARC
(20,6),-1.47086 # DEPENDENCYPART_ARC
(20,7),-0.616216 # DEPENDENCYPART_ARC
(20,8),-1.44552 # DEPENDENCYPART_ARC
(20,9),-1.09236 # DEPENDENCYPART_ARC
(20,10),-1.41402 # DEPENDENCYPART_ARC
(20,11),-1.31419 # DEPENDENCYPART_ARC
(20,12),-1.52611 # DEPENDENCYPART_ARC
(20,13),-1.3574 # DEPENDENCYPART_ARC
(20,14),-0.440315 # DEPENDENCYPART_ARC
(20,15),-1.04348 # DEPENDENCYPART_ARC
(20,16),-0.704743 # DEPENDENCYPART_ARC
(20,17),-0.751215 # DEPENDENCYPART_ARC
(20,18),-0.572543 # DEPENDENCYPART_ARC
(20,21),0.11807 # DEPENDENCYPART_ARC
(20,22),0.0951353 # DEPENDENCYPART_ARC
(21,1),-2.73785 # DEPENDENCYPART_ARC
(21,2),-8.63089 # DEPENDENCYPART_ARC
(21,3),-6.83562 # DEPENDENCYPART_ARC
(21,4),-6.36983 # DEPENDENCYPART_ARC
(21,5),-0.555669 # DEPENDENCYPART_ARC
(21,6),-1.06857 # DEPENDENCYPART_ARC
(21,7),0.157937 # DEPENDENCYPART_ARC
(21,8),-1.06703 # DEPENDENCYPART_ARC
(21,9),-0.207983 # DEPENDENCYPART_ARC
(21,10),-1.60545 # DEPENDENCYPART_ARC
(21,11),-2.1062 # DEPENDENCYPART_ARC
(21,12),-0.610406 # DEPENDENCYPART_ARC
(21,13),-1.59312 # DEPENDENCYPART_ARC
(21,14),0.723905 # DEPENDENCYPART_ARC
(21,15),-0.389414 # DEPENDENCYPART_ARC
(21,16),-0.278035 # DEPENDENCYPART_ARC
(21,17),0.766345 # DEPENDENCYPART_ARC
(21,18),0.0390444 # DEPENDENCYPART_ARC
(21,19),0.0438802 # DEPENDENCYPART_ARC
(21,20),2.46916 # DEPENDENCYPART_ARC
(21,22),-0.162477 # DEPENDENCYPART_ARC
(22,1),-0.993719 # DEPENDENCYPART_ARC
(22,2),-6.69972 # DEPENDENCYPART_ARC
(22,3),-6.57502 # DEPENDENCYPART_ARC
(22,4),-5.98491 # DEPENDENCYPART_ARC
(22,5),-0.409571 # DEPENDENCYPART_ARC
(22,6),-0.649425 # DEPENDENCYPART_ARC
(22,7),-0.415651 # DEPENDENCYPART_ARC
(22,8),-0.392209 # DEPENDENCYPART_ARC
(22,9),-0.839658 # DEPENDENCYPART_ARC
(22,10),-0.186612 # DEPENDENCYPART_ARC
(22,11),-0.0963065 # DEPENDENCYPART_ARC
(22,12),-0.217226 # DEPENDENCYPART_ARC
(22,13),-0.265526 # DEPENDENCYPART_ARC
(22,14),0.388717 # DEPENDENCYPART_ARC
(22,15),0.102219 # DEPENDENCYPART_ARC
(22,16),-0.671317 # DEPENDENCYPART_ARC
(22,17),-0.0831824 # DEPENDENCYPART_ARC
(22,18),0.0946842 # DEPENDENCYPART_ARC
(22,19),1.51483 # DEPENDENCYPART_ARC
(22,20),0.285893 # DEPENDENCYPART_ARC
(22,21),0.543616 # DEPENDENCYPART_ARC
