# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,30,9,13,0,15,0,16,0,18,20,20,21,22,24,25,25,26,27,28,30,30,31,0,
(1,20),-3.60198 # DEPENDENCYPART_ARC
(1,21),-1.84735 # DEPENDENCYPART_ARC
(1,22),-2.93756 # DEPENDENCYPART_ARC
(1,23),-3.10302 # DEPENDENCYPART_ARC
(1,24),-2.0517 # DEPENDENCYPART_ARC
(1,25),-1.93666 # DEPENDENCYPART_ARC
(1,26),-3.30037 # DEPENDENCYPART_ARC
(1,27),-1.96457 # DEPENDENCYPART_ARC
(1,28),-3.66524 # DEPENDENCYPART_ARC
(1,29),-1.88289 # DEPENDENCYPART_ARC
(1,30),-2.31765 # DEPENDENCYPART_ARC
(1,31),-2.14375 # DEPENDENCYPART_ARC
(2,1),3.19596 # DEPENDENCYPART_ARC
(2,3),0.288186 # DEPENDENCYPART_ARC
(2,4),0.156114 # DEPENDENCYPART_ARC
(2,5),-0.352019 # DEPENDENCYPART_ARC
(2,6),-0.750621 # DEPENDENCYPART_ARC
(2,7),-0.932917 # DEPENDENCYPART_ARC
(2,8),-1.64631 # DEPENDENCYPART_ARC
(2,9),-0.680668 # DEPENDENCYPART_ARC
(2,10),-0.381979 # DEPENDENCYPART_ARC
(2,11),-0.456591 # DEPENDENCYPART_ARC
(2,12),-1.03746 # DEPENDENCYPART_ARC
(2,13),-1.47446 # DEPENDENCYPART_ARC
(2,14),-1.14552 # DEPENDENCYPART_ARC
(2,15),-2.21124 # DEPENDENCYPART_ARC
(2,16),-1.04148 # DEPENDENCYPART_ARC
(2,17),-1.90205 # DEPENDENCYPART_ARC
(2,18),-1.7375 # DEPENDENCYPART_ARC
(2,19),-1.5168 # DEPENDENCYPART_ARC
(2,20),-3.00331 # DEPENDENCYPART_ARC
(2,21),-1.67364 # DEPENDENCYPART_ARC
(2,22),-2.71248 # DEPENDENCYPART_ARC
(2,23),-2.87659 # DEPENDENCYPART_ARC
(2,24),-1.99041 # DEPENDENCYPART_ARC
(2,25),-1.96107 # DEPENDENCYPART_ARC
(2,26),-2.62875 # DEPENDENCYPART_ARC
(2,27),-1.98677 # DEPENDENCYPART_ARC
(2,28),-2.8948 # DEPENDENCYPART_ARC
(2,29),-1.8772 # DEPENDENCYPART_ARC
(2,30),-2.2929 # DEPENDENCYPART_ARC
(2,31),-2.13911 # DEPENDENCYPART_ARC
(3,1),0.916366 # DEPENDENCYPART_ARC
(3,2),1.94168 # DEPENDENCYPART_ARC
(3,4),0.119686 # DEPENDENCYPART_ARC
(3,5),-0.122916 # DEPENDENCYPART_ARC
(3,6),-0.81695 # DEPENDENCYPART_ARC
(3,7),-0.863037 # DEPENDENCYPART_ARC
(3,8),-2.31291 # DEPENDENCYPART_ARC
(3,9),-0.83996 # DEPENDENCYPART_ARC
(3,10),-0.430131 # DEPENDENCYPART_ARC
(3,11),-1.61649 # DEPENDENCYPART_ARC
(3,12),-1.32826 # DEPENDENCYPART_ARC
(3,13),-1.32544 # DEPENDENCYPART_ARC
(3,14),-1.45508 # DEPENDENCYPART_ARC
(3,15),-2.61482 # DEPENDENCYPART_ARC
(3,16),-1.50063 # DEPENDENCYPART_ARC
(3,17),-1.90643 # DEPENDENCYPART_ARC
(3,18),-2.75762 # DEPENDENCYPART_ARC
(3,19),-1.70375 # DEPENDENCYPART_ARC
(3,20),-3.64024 # DEPENDENCYPART_ARC
(3,21),-1.93621 # DEPENDENCYPART_ARC
(3,22),-2.6799 # DEPENDENCYPART_ARC
(3,23),-2.99324 # DEPENDENCYPART_ARC
(3,24),-2.19726 # DEPENDENCYPART_ARC
(3,25),-2.12311 # DEPENDENCYPART_ARC
(3,26),-3.28673 # DEPENDENCYPART_ARC
(3,27),-2.26336 # DEPENDENCYPART_ARC
(3,28),-3.52418 # DEPENDENCYPART_ARC
(3,29),-2.04143 # DEPENDENCYPART_ARC
(3,30),-2.53214 # DEPENDENCYPART_ARC
(3,31),-2.48433 # DEPENDENCYPART_ARC
(4,1),-0.0274921 # DEPENDENCYPART_ARC
(4,2),0.0244453 # DEPENDENCYPART_ARC
(4,3),0.671992 # DEPENDENCYPART_ARC
(4,5),0.0738289 # DEPENDENCYPART_ARC
(4,6),-0.364057 # DEPENDENCYPART_ARC
(4,7),-0.414038 # DEPENDENCYPART_ARC
(4,8),-0.49305 # DEPENDENCYPART_ARC
(4,9),-0.287937 # DEPENDENCYPART_ARC
(4,10),-0.786314 # DEPENDENCYPART_ARC
(4,11),-1.19395 # DEPENDENCYPART_ARC
(4,12),-1.03089 # DEPENDENCYPART_ARC
(4,13),-1.13286 # DEPENDENCYPART_ARC
(4,14),-1.18791 # DEPENDENCYPART_ARC
(4,15),-1.5544 # DEPENDENCYPART_ARC
(4,16),-1.59237 # DEPENDENCYPART_ARC
(4,17),-1.75817 # DEPENDENCYPART_ARC
(4,18),-1.64892 # DEPENDENCYPART_ARC
(4,19),-1.50476 # DEPENDENCYPART_ARC
(4,20),-2.10459 # DEPENDENCYPART_ARC
(4,21),-2.01356 # DEPENDENCYPART_ARC
(4,22),-2.3821 # DEPENDENCYPART_ARC
(4,23),-2.06455 # DEPENDENCYPART_ARC
(4,24),-2.02675 # DEPENDENCYPART_ARC
(4,25),-2.30035 # DEPENDENCYPART_ARC
(4,26),-2.27438 # DEPENDENCYPART_ARC
(4,27),-2.24974 # DEPENDENCYPART_ARC
(4,28),-2.46172 # DEPENDENCYPART_ARC
(4,29),-2.42672 # DEPENDENCYPART_ARC
(4,30),-2.02466 # DEPENDENCYPART_ARC
(4,31),-4.15996 # DEPENDENCYPART_ARC
(5,1),-0.981526 # DEPENDENCYPART_ARC
(5,2),-0.783605 # DEPENDENCYPART_ARC
(5,3),-0.31399 # DEPENDENCYPART_ARC
(5,4),0.549416 # DEPENDENCYPART_ARC
(5,6),0.153898 # DEPENDENCYPART_ARC
(5,7),-0.208894 # DEPENDENCYPART_ARC
(5,8),-1.6665 # DEPENDENCYPART_ARC
(5,9),-0.38618 # DEPENDENCYPART_ARC
(5,10),0.0590296 # DEPENDENCYPART_ARC
(5,11),-1.10665 # DEPENDENCYPART_ARC
(5,12),-0.726644 # DEPENDENCYPART_ARC
(5,13),-1.39042 # DEPENDENCYPART_ARC
(5,14),-0.910738 # DEPENDENCYPART_ARC
(5,15),-2.34637 # DEPENDENCYPART_ARC
(5,16),-0.908707 # DEPENDENCYPART_ARC
(5,17),-1.92349 # DEPENDENCYPART_ARC
(5,18),-2.51557 # DEPENDENCYPART_ARC
(5,19),-1.33583 # DEPENDENCYPART_ARC
(5,20),-3.27166 # DEPENDENCYPART_ARC
(5,21),-1.61071 # DEPENDENCYPART_ARC
(5,22),-2.49167 # DEPENDENCYPART_ARC
(5,23),-2.70655 # DEPENDENCYPART_ARC
(5,24),-1.82047 # DEPENDENCYPART_ARC
(5,25),-1.76899 # DEPENDENCYPART_ARC
(5,26),-2.9259 # DEPENDENCYPART_ARC
(5,27),-1.98525 # DEPENDENCYPART_ARC
(5,28),-3.33414 # DEPENDENCYPART_ARC
(5,29),-1.84221 # DEPENDENCYPART_ARC
(5,30),-2.26572 # DEPENDENCYPART_ARC
(5,31),-2.0655 # DEPENDENCYPART_ARC
(6,1),-0.171681 # DEPENDENCYPART_ARC
(6,2),-0.0629314 # DEPENDENCYPART_ARC
(6,3),-0.0139256 # DEPENDENCYPART_ARC
(6,4),0.622719 # DEPENDENCYPART_ARC
(6,5),3.11853 # DEPENDENCYPART_ARC
(6,7),0.523402 # DEPENDENCYPART_ARC
(6,8),-0.374012 # DEPENDENCYPART_ARC
(6,9),-0.0924633 # DEPENDENCYPART_ARC
(6,10),0.632187 # DEPENDENCYPART_ARC
(6,11),0.296387 # DEPENDENCYPART_ARC
(6,12),-0.517916 # DEPENDENCYPART_ARC
(6,13),-0.688221 # DEPENDENCYPART_ARC
(6,14),-0.855887 # DEPENDENCYPART_ARC
(6,15),-1.27338 # DEPENDENCYPART_ARC
(6,16),-0.644217 # DEPENDENCYPART_ARC
(6,17),-1.2552 # DEPENDENCYPART_ARC
(6,18),-1.09134 # DEPENDENCYPART_ARC
(6,19),-1.18581 # DEPENDENCYPART_ARC
(6,20),-2.30776 # DEPENDENCYPART_ARC
(6,21),-1.32401 # DEPENDENCYPART_ARC
(6,22),-2.10017 # DEPENDENCYPART_ARC
(6,23),-2.20432 # DEPENDENCYPART_ARC
(6,24),-1.54097 # DEPENDENCYPART_ARC
(6,25),-1.37261 # DEPENDENCYPART_ARC
(6,26),-1.89406 # DEPENDENCYPART_ARC
(6,27),-1.61861 # DEPENDENCYPART_ARC
(6,28),-2.27871 # DEPENDENCYPART_ARC
(6,29),-1.55242 # DEPENDENCYPART_ARC
(6,30),-1.91372 # DEPENDENCYPART_ARC
(6,31),-1.70682 # DEPENDENCYPART_ARC
(7,1),-1.56538 # DEPENDENCYPART_ARC
(7,2),-1.42579 # DEPENDENCYPART_ARC
(7,3),-1.52144 # DEPENDENCYPART_ARC
(7,4),0.035652 # DEPENDENCYPART_ARC
(7,5),0.740707 # DEPENDENCYPART_ARC
(7,6),1.816 # DEPENDENCYPART_ARC
(7,8),-1.10215 # DEPENDENCYPART_ARC
(7,9),-0.236182 # DEPENDENCYPART_ARC
(7,10),0.320602 # DEPENDENCYPART_ARC
(7,11),-0.88104 # DEPENDENCYPART_ARC
(7,12),-0.844381 # DEPENDENCYPART_ARC
(7,13),-1.14984 # DEPENDENCYPART_ARC
(7,14),-1.16095 # DEPENDENCYPART_ARC
(7,15),-2.30129 # DEPENDENCYPART_ARC
(7,16),-1.00772 # DEPENDENCYPART_ARC
(7,17),-1.49556 # DEPENDENCYPART_ARC
(7,18),-2.40945 # DEPENDENCYPART_ARC
(7,19),-1.45136 # DEPENDENCYPART_ARC
(7,20),-3.32144 # DEPENDENCYPART_ARC
(7,21),-1.62101 # DEPENDENCYPART_ARC
(7,22),-2.4323 # DEPENDENCYPART_ARC
(7,23),-2.68196 # DEPENDENCYPART_ARC
(7,24),-1.91727 # DEPENDENCYPART_ARC
(7,25),-1.83089 # DEPENDENCYPART_ARC
(7,26),-2.77624 # DEPENDENCYPART_ARC
(7,27),-1.94218 # DEPENDENCYPART_ARC
(7,28),-3.22814 # DEPENDENCYPART_ARC
(7,29),-1.8553 # DEPENDENCYPART_ARC
(7,30),-2.38701 # DEPENDENCYPART_ARC
(7,31),-2.11902 # DEPENDENCYPART_ARC
(8,1),-0.577824 # DEPENDENCYPART_ARC
(8,2),-0.531127 # DEPENDENCYPART_ARC
(8,3),-0.53909 # DEPENDENCYPART_ARC
(8,4),0.226079 # DEPENDENCYPART_ARC
(8,5),1.25126 # DEPENDENCYPART_ARC
(8,6),1.60519 # DEPENDENCYPART_ARC
(8,7),3.12742 # DEPENDENCYPART_ARC
(8,9),-0.41944 # DEPENDENCYPART_ARC
(8,10),0.356332 # DEPENDENCYPART_ARC
(8,11),-0.637582 # DEPENDENCYPART_ARC
(8,12),-1.23201 # DEPENDENCYPART_ARC
(8,13),-1.61727 # DEPENDENCYPART_ARC
(8,14),-1.68159 # DEPENDENCYPART_ARC
(8,15),-2.17745 # DEPENDENCYPART_ARC
(8,16),-1.69905 # DEPENDENCYPART_ARC
(8,17),-2.06335 # DEPENDENCYPART_ARC
(8,18),-1.6836 # DEPENDENCYPART_ARC
(8,19),-1.87857 # DEPENDENCYPART_ARC
(8,20),-3.13003 # DEPENDENCYPART_ARC
(8,21),-2.17642 # DEPENDENCYPART_ARC
(8,22),-3.30308 # DEPENDENCYPART_ARC
(8,23),-3.23537 # DEPENDENCYPART_ARC
(8,24),-2.3034 # DEPENDENCYPART_ARC
(8,25),-2.22103 # DEPENDENCYPART_ARC
(8,26),-2.59136 # DEPENDENCYPART_ARC
(8,27),-2.27161 # DEPENDENCYPART_ARC
(8,28),-2.93866 # DEPENDENCYPART_ARC
(8,29),-2.27613 # DEPENDENCYPART_ARC
(8,30),-2.60248 # DEPENDENCYPART_ARC
(8,31),-2.67565 # DEPENDENCYPART_ARC
(9,1),-1.32589 # DEPENDENCYPART_ARC
(9,2),-0.766097 # DEPENDENCYPART_ARC
(9,3),-0.562107 # DEPENDENCYPART_ARC
(9,4),-0.184272 # DEPENDENCYPART_ARC
(9,5),0.0395725 # DEPENDENCYPART_ARC
(9,6),0.58239 # DEPENDENCYPART_ARC
(9,7),1.029 # DEPENDENCYPART_ARC
(9,8),3.68325 # DEPENDENCYPART_ARC
(9,10),2.44841 # DEPENDENCYPART_ARC
(9,11),0.45395 # DEPENDENCYPART_ARC
(9,12),0.759393 # DEPENDENCYPART_ARC
(9,13),0.0302822 # DEPENDENCYPART_ARC
(9,14),0.378814 # DEPENDENCYPART_ARC
(9,15),-0.194862 # DEPENDENCYPART_ARC
(9,16),0.360171 # DEPENDENCYPART_ARC
(9,17),-0.414655 # DEPENDENCYPART_ARC
(9,18),-0.308312 # DEPENDENCYPART_ARC
(9,19),0.161365 # DEPENDENCYPART_ARC
(9,20),-0.747017 # DEPENDENCYPART_ARC
(9,21),-0.0205982 # DEPENDENCYPART_ARC
(9,22),-0.926145 # DEPENDENCYPART_ARC
(9,23),-1.00269 # DEPENDENCYPART_ARC
(9,24),0.106636 # DEPENDENCYPART_ARC
(9,25),0.133181 # DEPENDENCYPART_ARC
(9,26),-1.05092 # DEPENDENCYPART_ARC
(9,27),0.109588 # DEPENDENCYPART_ARC
(9,28),-1.17243 # DEPENDENCYPART_ARC
(9,29),0.0887913 # DEPENDENCYPART_ARC
(9,30),0.0333385 # DEPENDENCYPART_ARC
(9,31),-0.424584 # DEPENDENCYPART_ARC
(10,1),-3.06779 # DEPENDENCYPART_ARC
(10,2),-3.02575 # DEPENDENCYPART_ARC
(10,3),-2.69522 # DEPENDENCYPART_ARC
(10,4),-2.01623 # DEPENDENCYPART_ARC
(10,5),-2.33794 # DEPENDENCYPART_ARC
(10,6),-2.12981 # DEPENDENCYPART_ARC
(10,7),-1.84786 # DEPENDENCYPART_ARC
(10,8),-0.997203 # DEPENDENCYPART_ARC
(10,9),-0.00457596 # DEPENDENCYPART_ARC
(10,11),-0.0941848 # DEPENDENCYPART_ARC
(10,12),-0.0461692 # DEPENDENCYPART_ARC
(10,13),-0.693765 # DEPENDENCYPART_ARC
(10,14),-0.51431 # DEPENDENCYPART_ARC
(10,15),-0.824402 # DEPENDENCYPART_ARC
(10,16),-0.65637 # DEPENDENCYPART_ARC
(10,17),-0.808482 # DEPENDENCYPART_ARC
(10,18),-0.843778 # DEPENDENCYPART_ARC
(10,19),-0.741184 # DEPENDENCYPART_ARC
(10,20),-0.807302 # DEPENDENCYPART_ARC
(10,21),-0.940674 # DEPENDENCYPART_ARC
(10,22),-1.04909 # DEPENDENCYPART_ARC
(10,23),-1.08773 # DEPENDENCYPART_ARC
(10,24),-1.00497 # DEPENDENCYPART_ARC
(10,25),-0.99557 # DEPENDENCYPART_ARC
(10,26),-0.991273 # DEPENDENCYPART_ARC
(10,27),-1.01497 # DEPENDENCYPART_ARC
(10,28),-1.06765 # DEPENDENCYPART_ARC
(10,29),-1.03601 # DEPENDENCYPART_ARC
(10,30),-1.01106 # DEPENDENCYPART_ARC
(10,31),-1.83276 # DEPENDENCYPART_ARC
(11,1),-1.14746 # DEPENDENCYPART_ARC
(11,2),-1.48483 # DEPENDENCYPART_ARC
(11,3),-1.43718 # DEPENDENCYPART_ARC
(11,4),0.621487 # DEPENDENCYPART_ARC
(11,5),0.235347 # DEPENDENCYPART_ARC
(11,6),-0.0339486 # DEPENDENCYPART_ARC
(11,7),0.416946 # DEPENDENCYPART_ARC
(11,8),-0.331718 # DEPENDENCYPART_ARC
(11,9),0.423915 # DEPENDENCYPART_ARC
(11,10),0.409971 # DEPENDENCYPART_ARC
(11,12),0.62672 # DEPENDENCYPART_ARC
(11,13),0.127225 # DEPENDENCYPART_ARC
(11,14),-0.23643 # DEPENDENCYPART_ARC
(11,15),-1.18234 # DEPENDENCYPART_ARC
(11,16),-0.326107 # DEPENDENCYPART_ARC
(11,17),-0.703055 # DEPENDENCYPART_ARC
(11,18),-1.32764 # DEPENDENCYPART_ARC
(11,19),-0.575481 # DEPENDENCYPART_ARC
(11,20),-1.98087 # DEPENDENCYPART_ARC
(11,21),-0.652099 # DEPENDENCYPART_ARC
(11,22),-1.7901 # DEPENDENCYPART_ARC
(11,23),-1.7969 # DEPENDENCYPART_ARC
(11,24),-1.08562 # DEPENDENCYPART_ARC
(11,25),-0.922559 # DEPENDENCYPART_ARC
(11,26),-1.7045 # DEPENDENCYPART_ARC
(11,27),-1.05287 # DEPENDENCYPART_ARC
(11,28),-2.13073 # DEPENDENCYPART_ARC
(11,29),-1.01541 # DEPENDENCYPART_ARC
(11,30),-1.15147 # DEPENDENCYPART_ARC
(11,31),-1.32107 # DEPENDENCYPART_ARC
(12,1),-1.44301 # DEPENDENCYPART_ARC
(12,2),-1.36658 # DEPENDENCYPART_ARC
(12,3),-1.55258 # DEPENDENCYPART_ARC
(12,4),-0.780413 # DEPENDENCYPART_ARC
(12,5),-0.755274 # DEPENDENCYPART_ARC
(12,6),-1.04192 # DEPENDENCYPART_ARC
(12,7),-1.03971 # DEPENDENCYPART_ARC
(12,8),-0.912283 # DEPENDENCYPART_ARC
(12,9),-0.754277 # DEPENDENCYPART_ARC
(12,10),-0.861357 # DEPENDENCYPART_ARC
(12,11),0.288862 # DEPENDENCYPART_ARC
(12,13),0.0180125 # DEPENDENCYPART_ARC
(12,14),-0.354991 # DEPENDENCYPART_ARC
(12,15),-0.422778 # DEPENDENCYPART_ARC
(12,16),-0.602274 # DEPENDENCYPART_ARC
(12,17),-0.584929 # DEPENDENCYPART_ARC
(12,18),-0.417026 # DEPENDENCYPART_ARC
(12,19),-0.924369 # DEPENDENCYPART_ARC
(12,20),-0.797459 # DEPENDENCYPART_ARC
(12,21),-1.02046 # DEPENDENCYPART_ARC
(12,22),-0.856213 # DEPENDENCYPART_ARC
(12,23),-0.846187 # DEPENDENCYPART_ARC
(12,24),-1.03755 # DEPENDENCYPART_ARC
(12,25),-1.34293 # DEPENDENCYPART_ARC
(12,26),-0.829021 # DEPENDENCYPART_ARC
(12,27),-1.10014 # DEPENDENCYPART_ARC
(12,28),-0.990078 # DEPENDENCYPART_ARC
(12,29),-1.33208 # DEPENDENCYPART_ARC
(12,30),-1.25093 # DEPENDENCYPART_ARC
(12,31),-2.75657 # DEPENDENCYPART_ARC
(13,1),0.792066 # DEPENDENCYPART_ARC
(13,2),0.416263 # DEPENDENCYPART_ARC
(13,3),0.366463 # DEPENDENCYPART_ARC
(13,4),0.908603 # DEPENDENCYPART_ARC
(13,5),0.667544 # DEPENDENCYPART_ARC
(13,6),0.464514 # DEPENDENCYPART_ARC
(13,7),0.785056 # DEPENDENCYPART_ARC
(13,8),-0.209306 # DEPENDENCYPART_ARC
(13,9),0.539178 # DEPENDENCYPART_ARC
(13,10),0.171571 # DEPENDENCYPART_ARC
(13,11),1.83509 # DEPENDENCYPART_ARC
(13,12),2.39642 # DEPENDENCYPART_ARC
(13,14),0.674364 # DEPENDENCYPART_ARC
(13,15),-0.256696 # DEPENDENCYPART_ARC
(13,16),-0.190683 # DEPENDENCYPART_ARC
(13,17),-0.203993 # DEPENDENCYPART_ARC
(13,18),-0.131347 # DEPENDENCYPART_ARC
(13,19),-0.589648 # DEPENDENCYPART_ARC
(13,20),-1.50516 # DEPENDENCYPART_ARC
(13,21),-0.85221 # DEPENDENCYPART_ARC
(13,22),-1.12429 # DEPENDENCYPART_ARC
(13,23),-1.24117 # DEPENDENCYPART_ARC
(13,24),-1.20951 # DEPENDENCYPART_ARC
(13,25),-1.13368 # DEPENDENCYPART_ARC
(13,26),-1.29799 # DEPENDENCYPART_ARC
(13,27),-1.21656 # DEPENDENCYPART_ARC
(13,28),-1.54145 # DEPENDENCYPART_ARC
(13,29),-1.14967 # DEPENDENCYPART_ARC
(13,30),-1.60586 # DEPENDENCYPART_ARC
(13,31),-1.43122 # DEPENDENCYPART_ARC
(14,1),-1.34912 # DEPENDENCYPART_ARC
(14,2),-1.30229 # DEPENDENCYPART_ARC
(14,3),-1.50885 # DEPENDENCYPART_ARC
(14,4),-0.871849 # DEPENDENCYPART_ARC
(14,5),-0.671525 # DEPENDENCYPART_ARC
(14,6),-1.00996 # DEPENDENCYPART_ARC
(14,7),-0.932488 # DEPENDENCYPART_ARC
(14,8),-0.860914 # DEPENDENCYPART_ARC
(14,9),-0.916324 # DEPENDENCYPART_ARC
(14,10),-0.801805 # DEPENDENCYPART_ARC
(14,11),-0.541078 # DEPENDENCYPART_ARC
(14,12),-0.3084 # DEPENDENCYPART_ARC
(14,13),0.867155 # DEPENDENCYPART_ARC
(14,15),0.0740162 # DEPENDENCYPART_ARC
(14,16),-0.356451 # DEPENDENCYPART_ARC
(14,17),-0.36624 # DEPENDENCYPART_ARC
(14,18),-0.315828 # DEPENDENCYPART_ARC
(14,19),-0.922602 # DEPENDENCYPART_ARC
(14,20),-0.655854 # DEPENDENCYPART_ARC
(14,21),-1.00519 # DEPENDENCYPART_ARC
(14,22),-0.910119 # DEPENDENCYPART_ARC
(14,23),-0.457287 # DEPENDENCYPART_ARC
(14,24),-0.642163 # DEPENDENCYPART_ARC
(14,25),-1.12014 # DEPENDENCYPART_ARC
(14,26),-0.805638 # DEPENDENCYPART_ARC
(14,27),-1.04616 # DEPENDENCYPART_ARC
(14,28),-0.870619 # DEPENDENCYPART_ARC
(14,29),-1.20177 # DEPENDENCYPART_ARC
(14,30),-1.14173 # DEPENDENCYPART_ARC
(14,31),-2.60059 # DEPENDENCYPART_ARC
(15,1),0.448009 # DEPENDENCYPART_ARC
(15,2),0.141276 # DEPENDENCYPART_ARC
(15,3),0.200865 # DEPENDENCYPART_ARC
(15,4),0.58893 # DEPENDENCYPART_ARC
(15,5),0.841302 # DEPENDENCYPART_ARC
(15,6),0.724921 # DEPENDENCYPART_ARC
(15,7),0.926387 # DEPENDENCYPART_ARC
(15,8),-0.387315 # DEPENDENCYPART_ARC
(15,9),0.401047 # DEPENDENCYPART_ARC
(15,10),-0.212675 # DEPENDENCYPART_ARC
(15,11),1.49233 # DEPENDENCYPART_ARC
(15,12),1.08539 # DEPENDENCYPART_ARC
(15,13),1.4512 # DEPENDENCYPART_ARC
(15,14),2.46272 # DEPENDENCYPART_ARC
(15,16),0.259552 # DEPENDENCYPART_ARC
(15,17),-0.337603 # DEPENDENCYPART_ARC
(15,18),0.0399053 # DEPENDENCYPART_ARC
(15,19),-0.87018 # DEPENDENCYPART_ARC
(15,20),-1.35336 # DEPENDENCYPART_ARC
(15,21),-1.2329 # DEPENDENCYPART_ARC
(15,22),-1.66633 # DEPENDENCYPART_ARC
(15,23),-1.80272 # DEPENDENCYPART_ARC
(15,24),-1.28277 # DEPENDENCYPART_ARC
(15,25),-1.31697 # DEPENDENCYPART_ARC
(15,26),-0.937181 # DEPENDENCYPART_ARC
(15,27),-1.49731 # DEPENDENCYPART_ARC
(15,28),-1.37949 # DEPENDENCYPART_ARC
(15,29),-1.56364 # DEPENDENCYPART_ARC
(15,30),-1.54893 # DEPENDENCYPART_ARC
(15,31),-1.87786 # DEPENDENCYPART_ARC
(16,1),-1.76275 # DEPENDENCYPART_ARC
(16,2),-1.61895 # DEPENDENCYPART_ARC
(16,3),-1.76805 # DEPENDENCYPART_ARC
(16,4),-0.776825 # DEPENDENCYPART_ARC
(16,5),-0.702643 # DEPENDENCYPART_ARC
(16,6),-0.929839 # DEPENDENCYPART_ARC
(16,7),-0.805701 # DEPENDENCYPART_ARC
(16,8),-0.747748 # DEPENDENCYPART_ARC
(16,9),-0.355112 # DEPENDENCYPART_ARC
(16,10),-0.98544 # DEPENDENCYPART_ARC
(16,11),-0.480402 # DEPENDENCYPART_ARC
(16,12),-0.349459 # DEPENDENCYPART_ARC
(16,13),0.221969 # DEPENDENCYPART_ARC
(16,14),0.00683699 # DEPENDENCYPART_ARC
(16,15),1.53824 # DEPENDENCYPART_ARC
(16,17),0.276478 # DEPENDENCYPART_ARC
(16,18),-0.106604 # DEPENDENCYPART_ARC
(16,19),-0.483846 # DEPENDENCYPART_ARC
(16,20),-0.438598 # DEPENDENCYPART_ARC
