# _root_ Ama , doların _ hızlı _ düşüşü enflasyonu _ _ artırırken , yumuşak inişi _ _ _ sertleştirebilecektir .
#goldHeads=19,0,6,5,7,7,10,10,10,11,18,0,14,18,16,17,18,19,0,
#predictedHeads=19,0,7,5,7,7,8,10,10,11,18,0,14,18,16,17,18,19,0,
(2,6),-0.723143 # DEPENDENCYPART_ARC
(2,7),-0.720011 # DEPENDENCYPART_ARC
(2,8),-0.580618 # DEPENDENCYPART_ARC
(2,9),-1.00069 # DEPENDENCYPART_ARC
(2,10),-0.983749 # DEPENDENCYPART_ARC
(2,11),-1.10391 # DEPENDENCYPART_ARC
(2,12),-1.47402 # DEPENDENCYPART_ARC
(2,13),-1.63807 # DEPENDENCYPART_ARC
(2,14),-1.37826 # DEPENDENCYPART_ARC
(2,15),-2.17766 # DEPENDENCYPART_ARC
(2,16),-1.58188 # DEPENDENCYPART_ARC
(2,17),-1.72503 # DEPENDENCYPART_ARC
(2,18),-1.33499 # DEPENDENCYPART_ARC
(2,19),-3.02705 # DEPENDENCYPART_ARC
(3,1),-0.460941 # DEPENDENCYPART_ARC
(3,2),0.378832 # DEPENDENCYPART_ARC
(3,4),-0.186389 # DEPENDENCYPART_ARC
(3,5),-0.216375 # DEPENDENCYPART_ARC
(3,6),-0.776952 # DEPENDENCYPART_ARC
(3,7),-0.500553 # DEPENDENCYPART_ARC
(3,8),-1.59082 # DEPENDENCYPART_ARC
(3,9),-0.840151 # DEPENDENCYPART_ARC
(3,10),-1.19745 # DEPENDENCYPART_ARC
(3,11),-0.761639 # DEPENDENCYPART_ARC
(3,12),-0.232673 # DEPENDENCYPART_ARC
(3,13),-0.795767 # DEPENDENCYPART_ARC
(3,14),-1.70504 # DEPENDENCYPART_ARC
(3,15),-1.26756 # DEPENDENCYPART_ARC
(3,16),-1.68281 # DEPENDENCYPART_ARC
(3,17),-1.6042 # DEPENDENCYPART_ARC
(3,18),-1.54169 # DEPENDENCYPART_ARC
(3,19),-1.28794 # DEPENDENCYPART_ARC
(4,1),-0.413562 # DEPENDENCYPART_ARC
(4,2),0.260939 # DEPENDENCYPART_ARC
(4,3),1.50611 # DEPENDENCYPART_ARC
(4,5),0.351288 # DEPENDENCYPART_ARC
(4,6),-0.480152 # DEPENDENCYPART_ARC
(4,7),-0.217775 # DEPENDENCYPART_ARC
(4,8),-1.19568 # DEPENDENCYPART_ARC
(4,9),-0.754422 # DEPENDENCYPART_ARC
(4,10),-1.37417 # DEPENDENCYPART_ARC
(4,11),-0.541439 # DEPENDENCYPART_ARC
(4,12),-0.587641 # DEPENDENCYPART_ARC
(4,13),-0.539845 # DEPENDENCYPART_ARC
(4,14),-1.26903 # DEPENDENCYPART_ARC
(4,15),-1.11852 # DEPENDENCYPART_ARC
(4,16),-1.82129 # DEPENDENCYPART_ARC
(4,17),-2.08859 # DEPENDENCYPART_ARC
(4,18),-1.90584 # DEPENDENCYPART_ARC
(4,19),-1.57717 # DEPENDENCYPART_ARC
(5,1),-0.363625 # DEPENDENCYPART_ARC
(5,2),0.599976 # DEPENDENCYPART_ARC
(5,3),1.02987 # DEPENDENCYPART_ARC
(5,4),3.38452 # DEPENDENCYPART_ARC
(5,6),-0.514341 # DEPENDENCYPART_ARC
(5,7),-0.499613 # DEPENDENCYPART_ARC
(5,8),-0.759053 # DEPENDENCYPART_ARC
(5,9),-0.984581 # DEPENDENCYPART_ARC
(5,10),-1.12609 # DEPENDENCYPART_ARC
(5,11),-0.552591 # DEPENDENCYPART_ARC
(5,12),-1.25014 # DEPENDENCYPART_ARC
(5,13),-1.82279 # DEPENDENCYPART_ARC
(5,14),-1.27526 # DEPENDENCYPART_ARC
(5,15),-1.83913 # DEPENDENCYPART_ARC
(5,16),-1.65876 # DEPENDENCYPART_ARC
(5,17),-1.63516 # DEPENDENCYPART_ARC
(5,18),-1.81589 # DEPENDENCYPART_ARC
(5,19),-1.96579 # DEPENDENCYPART_ARC
(6,1),-0.628228 # DEPENDENCYPART_ARC
(6,2),0.0541019 # DEPENDENCYPART_ARC
(6,3),1.51647 # DEPENDENCYPART_ARC
(6,4),1.43645 # DEPENDENCYPART_ARC
(6,5),1.34842 # DEPENDENCYPART_ARC
(6,7),0.355414 # DEPENDENCYPART_ARC
(6,8),0.14117 # DEPENDENCYPART_ARC
(6,9),-0.596018 # DEPENDENCYPART_ARC
(6,10),-1.13766 # DEPENDENCYPART_ARC
(6,11),0.223651 # DEPENDENCYPART_ARC
(6,12),-0.62489 # DEPENDENCYPART_ARC
(6,13),-1.19844 # DEPENDENCYPART_ARC
(6,14),-1.76468 # DEPENDENCYPART_ARC
(6,15),-2.01907 # DEPENDENCYPART_ARC
(6,16),-1.4333 # DEPENDENCYPART_ARC
(6,17),-2.10264 # DEPENDENCYPART_ARC
(6,18),-1.0387 # DEPENDENCYPART_ARC
(6,19),-1.94978 # DEPENDENCYPART_ARC
(7,1),0.0516851 # DEPENDENCYPART_ARC
(7,2),0.121471 # DEPENDENCYPART_ARC
(7,3),2.49122 # DEPENDENCYPART_ARC
(7,4),1.27526 # DEPENDENCYPART_ARC
(7,5),2.00299 # DEPENDENCYPART_ARC
(7,6),3.18507 # DEPENDENCYPART_ARC
(7,8),-0.0775763 # DEPENDENCYPART_ARC
(7,9),-0.39747 # DEPENDENCYPART_ARC
(7,10),-1.28408 # DEPENDENCYPART_ARC
(7,11),-0.614662 # DEPENDENCYPART_ARC
(7,12),-0.464223 # DEPENDENCYPART_ARC
(7,13),-0.811953 # DEPENDENCYPART_ARC
(7,14),-1.01543 # DEPENDENCYPART_ARC
(7,15),-1.17179 # DEPENDENCYPART_ARC
(7,16),-1.42291 # DEPENDENCYPART_ARC
(7,17),-1.72677 # DEPENDENCYPART_ARC
(7,18),-1.69652 # DEPENDENCYPART_ARC
(7,19),-1.45368 # DEPENDENCYPART_ARC
(8,1),-0.250684 # DEPENDENCYPART_ARC
(8,2),-0.0788079 # DEPENDENCYPART_ARC
(8,3),0.150652 # DEPENDENCYPART_ARC
(8,4),-1.54931 # DEPENDENCYPART_ARC
(8,5),1.39276 # DEPENDENCYPART_ARC
(8,6),0.6232 # DEPENDENCYPART_ARC
(8,7),2.43926 # DEPENDENCYPART_ARC
(8,9),0.0554725 # DEPENDENCYPART_ARC
(8,10),-0.900321 # DEPENDENCYPART_ARC
(8,11),-0.489755 # DEPENDENCYPART_ARC
(8,12),-0.322212 # DEPENDENCYPART_ARC
(8,13),-0.660741 # DEPENDENCYPART_ARC
(8,14),-1.20493 # DEPENDENCYPART_ARC
(8,15),-0.987675 # DEPENDENCYPART_ARC
(8,16),-1.44466 # DEPENDENCYPART_ARC
(8,17),-1.53623 # DEPENDENCYPART_ARC
(8,18),-1.52785 # DEPENDENCYPART_ARC
(8,19),-1.41325 # DEPENDENCYPART_ARC
(9,1),-0.273872 # DEPENDENCYPART_ARC
(9,2),-0.150325 # DEPENDENCYPART_ARC
(9,3),0.343934 # DEPENDENCYPART_ARC
(9,4),-2.42706 # DEPENDENCYPART_ARC
(9,5),-0.372651 # DEPENDENCYPART_ARC
(9,6),-1.24407 # DEPENDENCYPART_ARC
(9,7),1.05099 # DEPENDENCYPART_ARC
(9,8),1.66146 # DEPENDENCYPART_ARC
(9,10),0.167717 # DEPENDENCYPART_ARC
(9,11),0.366662 # DEPENDENCYPART_ARC
(9,12),-0.19934 # DEPENDENCYPART_ARC
(9,13),-0.457276 # DEPENDENCYPART_ARC
(9,14),-0.784904 # DEPENDENCYPART_ARC
(9,15),-1.25375 # DEPENDENCYPART_ARC
(9,16),-0.865692 # DEPENDENCYPART_ARC
(9,17),-1.18248 # DEPENDENCYPART_ARC
(9,18),-0.505651 # DEPENDENCYPART_ARC
(9,19),-1.4037 # DEPENDENCYPART_ARC
(10,1),-0.143598 # DEPENDENCYPART_ARC
(10,2),0.17298 # DEPENDENCYPART_ARC
(10,3),0.522982 # DEPENDENCYPART_ARC
(10,4),-3.16819 # DEPENDENCYPART_ARC
(10,5),1.00818 # DEPENDENCYPART_ARC
(10,6),-2.22217 # DEPENDENCYPART_ARC
(10,7),1.10765 # DEPENDENCYPART_ARC
(10,8),2.30428 # DEPENDENCYPART_ARC
(10,9),3.24205 # DEPENDENCYPART_ARC
(10,11),1.6068 # DEPENDENCYPART_ARC
(10,12),-0.140558 # DEPENDENCYPART_ARC
(10,13),-0.594239 # DEPENDENCYPART_ARC
(10,14),-0.835816 # DEPENDENCYPART_ARC
(10,15),-1.3448 # DEPENDENCYPART_ARC
(10,16),-1.07704 # DEPENDENCYPART_ARC
(10,17),-1.62496 # DEPENDENCYPART_ARC
(10,18),-0.561544 # DEPENDENCYPART_ARC
(10,19),-1.4241 # DEPENDENCYPART_ARC
(11,1),0.499752 # DEPENDENCYPART_ARC
(11,2),0.353271 # DEPENDENCYPART_ARC
(11,3),1.08701 # DEPENDENCYPART_ARC
(11,4),0.652187 # DEPENDENCYPART_ARC
(11,5),0.381558 # DEPENDENCYPART_ARC
(11,6),0.48502 # DEPENDENCYPART_ARC
(11,7),1.82273 # DEPENDENCYPART_ARC
(11,8),1.96277 # DEPENDENCYPART_ARC
(11,9),1.08157 # DEPENDENCYPART_ARC
(11,10),3.06688 # DEPENDENCYPART_ARC
(11,12),-0.682188 # DEPENDENCYPART_ARC
(11,13),-1.36598 # DEPENDENCYPART_ARC
(11,14),-1.76517 # DEPENDENCYPART_ARC
(11,15),-1.71172 # DEPENDENCYPART_ARC
(11,16),-1.69113 # DEPENDENCYPART_ARC
(11,17),-1.61975 # DEPENDENCYPART_ARC
(11,18),-1.60531 # DEPENDENCYPART_ARC
(11,19),-2.03654 # DEPENDENCYPART_ARC
(12,1),0.00932318 # DEPENDENCYPART_ARC
(12,2),-0.0256745 # DEPENDENCYPART_ARC
(12,3),0.558985 # DEPENDENCYPART_ARC
(12,4),-1.44616 # DEPENDENCYPART_ARC
(12,5),-0.184923 # DEPENDENCYPART_ARC
(12,6),-1.31044 # DEPENDENCYPART_ARC
(12,7),0.506327 # DEPENDENCYPART_ARC
(12,8),0.825038 # DEPENDENCYPART_ARC
(12,9),-0.379676 # DEPENDENCYPART_ARC
(12,10),0.163259 # DEPENDENCYPART_ARC
(12,11),0.480036 # DEPENDENCYPART_ARC
(12,13),-0.659394 # DEPENDENCYPART_ARC
(12,14),-0.703063 # DEPENDENCYPART_ARC
(12,15),-1.13066 # DEPENDENCYPART_ARC
(12,16),-0.600211 # DEPENDENCYPART_ARC
(12,17),-0.795882 # DEPENDENCYPART_ARC
(12,18),-0.423967 # DEPENDENCYPART_ARC
(12,19),-1.15366 # DEPENDENCYPART_ARC
(13,1),-1.03439 # DEPENDENCYPART_ARC
(13,2),-1.10199 # DEPENDENCYPART_ARC
(13,3),-1.11853 # DEPENDENCYPART_ARC
(13,4),-2.61343 # DEPENDENCYPART_ARC
(13,5),-1.39031 # DEPENDENCYPART_ARC
(13,6),-2.51144 # DEPENDENCYPART_ARC
(13,7),-0.6667 # DEPENDENCYPART_ARC
(13,8),-0.405546 # DEPENDENCYPART_ARC
(13,9),-1.01668 # DEPENDENCYPART_ARC
(13,10),-0.287738 # DEPENDENCYPART_ARC
(13,11),-0.331148 # DEPENDENCYPART_ARC
(13,12),0.24092 # DEPENDENCYPART_ARC
(13,14),0.294929 # DEPENDENCYPART_ARC
(13,15),-0.406845 # DEPENDENCYPART_ARC
(13,16),-0.40455 # DEPENDENCYPART_ARC
(13,17),-0.371789 # DEPENDENCYPART_ARC
(13,18),-0.500078 # DEPENDENCYPART_ARC
(13,19),-0.741337 # DEPENDENCYPART_ARC
(14,1),-0.121946 # DEPENDENCYPART_ARC
(14,2),-0.363361 # DEPENDENCYPART_ARC
(14,3),0.674152 # DEPENDENCYPART_ARC
(14,4),-3.8933 # DEPENDENCYPART_ARC
(14,5),-0.243553 # DEPENDENCYPART_ARC
(14,6),-2.2956 # DEPENDENCYPART_ARC
(14,7),0.245697 # DEPENDENCYPART_ARC
(14,8),-0.481766 # DEPENDENCYPART_ARC
(14,9),-1.18767 # DEPENDENCYPART_ARC
(14,10),-0.554146 # DEPENDENCYPART_ARC
(14,11),-0.0804122 # DEPENDENCYPART_ARC
(14,12),0.423984 # DEPENDENCYPART_ARC
(14,13),2.48064 # DEPENDENCYPART_ARC
(14,15),0.385505 # DEPENDENCYPART_ARC
(14,16),-0.212555 # DEPENDENCYPART_ARC
(14,17),-0.626591 # DEPENDENCYPART_ARC
(14,18),-0.537149 # DEPENDENCYPART_ARC
(14,19),-0.527674 # DEPENDENCYPART_ARC
(15,1),-0.925768 # DEPENDENCYPART_ARC
(15,2),-0.887095 # DEPENDENCYPART_ARC
(15,3),-0.872365 # DEPENDENCYPART_ARC
(15,4),-4.83395 # DEPENDENCYPART_ARC
(15,5),-0.943101 # DEPENDENCYPART_ARC
(15,6),-4.4263 # DEPENDENCYPART_ARC
(15,7),-0.680327 # DEPENDENCYPART_ARC
(15,8),-0.30872 # DEPENDENCYPART_ARC
(15,9),-2.06432 # DEPENDENCYPART_ARC
(15,10),-1.21349 # DEPENDENCYPART_ARC
(15,11),-0.773111 # DEPENDENCYPART_ARC
(15,12),0.225869 # DEPENDENCYPART_ARC
(15,13),0.554003 # DEPENDENCYPART_ARC
(15,14),1.26422 # DEPENDENCYPART_ARC
(15,16),0.170874 # DEPENDENCYPART_ARC
(15,17),-0.069975 # DEPENDENCYPART_ARC
(15,18),-0.201753 # DEPENDENCYPART_ARC
(15,19),-0.617699 # DEPENDENCYPART_ARC
(16,1),-0.867591 # DEPENDENCYPART_ARC
(16,2),-0.826015 # DEPENDENCYPART_ARC
(16,3),-0.672673 # DEPENDENCYPART_ARC
(16,4),-8.14463 # DEPENDENCYPART_ARC
(16,5),-0.624712 # DEPENDENCYPART_ARC
(16,6),-7.02233 # DEPENDENCYPART_ARC
(16,7),-0.196267 # DEPENDENCYPART_ARC
(16,8),-0.467988 # DEPENDENCYPART_ARC
(16,9),-3.74411 # DEPENDENCYPART_ARC
(16,10),-2.79449 # DEPENDENCYPART_ARC
(16,11),-0.399686 # DEPENDENCYPART_ARC
(16,12),0.493565 # DEPENDENCYPART_ARC
(16,13),0.457768 # DEPENDENCYPART_ARC
(16,14),1.81431 # DEPENDENCYPART_ARC
(16,15),1.70556 # DEPENDENCYPART_ARC
(16,17),-0.025133 # DEPENDENCYPART_ARC
(16,18),0.340027 # DEPENDENCYPART_ARC
(16,19),-0.991938 # DEPENDENCYPART_ARC
(17,1),-0.674769 # DEPENDENCYPART_ARC
(17,2),-0.620195 # DEPENDENCYPART_ARC
(17,3),0.250607 # DEPENDENCYPART_ARC
(17,4),-8.79227 # DEPENDENCYPART_ARC
(17,5),-0.280964 # DEPENDENCYPART_ARC
(17,6),-7.82796 # DEPENDENCYPART_ARC
(17,7),-0.233562 # DEPENDENCYPART_ARC
(17,8),0.800622 # DEPENDENCYPART_ARC
(17,9),-3.90345 # DEPENDENCYPART_ARC
(17,10),-4.01747 # DEPENDENCYPART_ARC
(17,11),0.802798 # DEPENDENCYPART_ARC
(17,12),0.773914 # DEPENDENCYPART_ARC
(17,13),0.409291 # DEPENDENCYPART_ARC
(17,14),1.59638 # DEPENDENCYPART_ARC
(17,15),0.38423 # DEPENDENCYPART_ARC
(17,16),2.55697 # DEPENDENCYPART_ARC
(17,18),0.775831 # DEPENDENCYPART_ARC
(17,19),-0.357326 # DEPENDENCYPART_ARC
(18,1),-0.403071 # DEPENDENCYPART_ARC
(18,2),-0.205081 # DEPENDENCYPART_ARC
(18,3),-1.85612 # DEPENDENCYPART_ARC
(18,4),-6.94359 # DEPENDENCYPART_ARC
(18,5),0.0115347 # DEPENDENCYPART_ARC
(18,6),-5.8579 # DEPENDENCYPART_ARC
(18,7),1.03799 # DEPENDENCYPART_ARC
(18,8),0.371988 # DEPENDENCYPART_ARC
(18,9),-3.41926 # DEPENDENCYPART_ARC
(18,10),-3.10004 # DEPENDENCYPART_ARC
(18,11),1.67912 # DEPENDENCYPART_ARC
(18,12),1.0111 # DEPENDENCYPART_ARC
(18,13),0.647849 # DEPENDENCYPART_ARC
(18,14),2.87247 # DEPENDENCYPART_ARC
(18,15),-0.21993 # DEPENDENCYPART_ARC
(18,16),1.05535 # DEPENDENCYPART_ARC
(18,17),2.91822 # DEPENDENCYPART_ARC
(18,19),-0.508863 # DEPENDENCYPART_ARC
(19,1),1.91703 # DEPENDENCYPART_ARC
(19,2),-1.06236 # DEPENDENCYPART_ARC
(19,3),-0.100426 # DEPENDENCYPART_ARC
(19,4),-3.91888 # DEPENDENCYPART_ARC
(19,5),-0.973919 # DEPENDENCYPART_ARC
(19,6),-4.3333 # DEPENDENCYPART_ARC
(19,7),-0.329512 # DEPENDENCYPART_ARC
(19,8),-0.222889 # DEPENDENCYPART_ARC
(19,9),-3.16158 # DEPENDENCYPART_ARC
(19,10),-2.87483 # DEPENDENCYPART_ARC
(19,11),-0.270714 # DEPENDENCYPART_ARC
(19,12),-0.0964732 # DEPENDENCYPART_ARC
(19,13),-0.145287 # DEPENDENCYPART_ARC
(19,14),0.39108 # DEPENDENCYPART_ARC
(19,15),-1.10066 # DEPENDENCYPART_ARC
(19,16),-0.750813 # DEPENDENCYPART_ARC
(19,17),-0.367665 # DEPENDENCYPART_ARC
(19,18),1.92845 # DEPENDENCYPART_ARC
