# _root_ Değişik yasalarda _ _ yapılacak _ değişiklikler ile askeri , ticari , _ _ bankacılık ve benzeri _ alanlardaki " sırların " kapsamı yeniden _ belirlenecek .
#goldHeads=2,5,4,5,7,7,8,23,21,0,21,0,14,15,16,17,19,19,21,0,23,0,26,26,26,27,0,
#predictedHeads=2,4,4,5,7,7,8,9,10,11,12,0,14,15,16,21,18,19,21,0,22,0,26,26,26,27,0,
(4,11),-1.31963 # DEPENDENCYPART_ARC
(4,12),-1.32491 # DEPENDENCYPART_ARC
(4,13),-3.83279 # DEPENDENCYPART_ARC
(4,14),-3.58179 # DEPENDENCYPART_ARC
(4,15),-3.36916 # DEPENDENCYPART_ARC
(4,16),-2.54945 # DEPENDENCYPART_ARC
(4,17),-2.19705 # DEPENDENCYPART_ARC
(4,18),-4.24567 # DEPENDENCYPART_ARC
(4,19),-2.14381 # DEPENDENCYPART_ARC
(4,20),-1.26079 # DEPENDENCYPART_ARC
(4,21),-4.54141 # DEPENDENCYPART_ARC
(4,22),-1.11708 # DEPENDENCYPART_ARC
(4,23),-4.93941 # DEPENDENCYPART_ARC
(4,24),-1.82468 # DEPENDENCYPART_ARC
(4,25),-3.31625 # DEPENDENCYPART_ARC
(4,26),-1.90884 # DEPENDENCYPART_ARC
(4,27),-2.16079 # DEPENDENCYPART_ARC
(5,1),0.418323 # DEPENDENCYPART_ARC
(5,2),1.37143 # DEPENDENCYPART_ARC
(5,3),1.05709 # DEPENDENCYPART_ARC
(5,4),2.76444 # DEPENDENCYPART_ARC
(5,6),-0.557197 # DEPENDENCYPART_ARC
(5,7),-0.424685 # DEPENDENCYPART_ARC
(5,8),-0.669488 # DEPENDENCYPART_ARC
(5,9),-1.49877 # DEPENDENCYPART_ARC
(5,10),-1.33415 # DEPENDENCYPART_ARC
(5,11),-1.88959 # DEPENDENCYPART_ARC
(5,12),-1.55034 # DEPENDENCYPART_ARC
(5,13),-1.55297 # DEPENDENCYPART_ARC
(5,14),-1.52694 # DEPENDENCYPART_ARC
(5,15),-1.64336 # DEPENDENCYPART_ARC
(5,16),-1.81579 # DEPENDENCYPART_ARC
(5,17),-2.14834 # DEPENDENCYPART_ARC
(5,18),-1.94961 # DEPENDENCYPART_ARC
(5,19),-2.21492 # DEPENDENCYPART_ARC
(5,20),-1.77781 # DEPENDENCYPART_ARC
(5,21),-1.93724 # DEPENDENCYPART_ARC
(5,22),-1.85053 # DEPENDENCYPART_ARC
(5,23),-2.13888 # DEPENDENCYPART_ARC
(5,24),-1.58736 # DEPENDENCYPART_ARC
(5,25),-1.86837 # DEPENDENCYPART_ARC
(5,26),-1.8792 # DEPENDENCYPART_ARC
(5,27),-2.42929 # DEPENDENCYPART_ARC
(6,1),0.105234 # DEPENDENCYPART_ARC
(6,2),0.62869 # DEPENDENCYPART_ARC
(6,3),-0.528554 # DEPENDENCYPART_ARC
(6,4),0.84619 # DEPENDENCYPART_ARC
(6,5),0.851557 # DEPENDENCYPART_ARC
(6,7),0.201092 # DEPENDENCYPART_ARC
(6,8),0.3196 # DEPENDENCYPART_ARC
(6,9),-1.00954 # DEPENDENCYPART_ARC
(6,10),-0.660642 # DEPENDENCYPART_ARC
(6,11),-1.48536 # DEPENDENCYPART_ARC
(6,12),-1.06039 # DEPENDENCYPART_ARC
(6,13),-1.52895 # DEPENDENCYPART_ARC
(6,14),-1.80344 # DEPENDENCYPART_ARC
(6,15),-1.73357 # DEPENDENCYPART_ARC
(6,16),-1.50519 # DEPENDENCYPART_ARC
(6,17),-1.80528 # DEPENDENCYPART_ARC
(6,18),-2.27537 # DEPENDENCYPART_ARC
(6,19),-2.11839 # DEPENDENCYPART_ARC
(6,20),-1.20797 # DEPENDENCYPART_ARC
(6,21),-2.47145 # DEPENDENCYPART_ARC
(6,22),-1.35942 # DEPENDENCYPART_ARC
(6,23),-2.73037 # DEPENDENCYPART_ARC
(6,24),-1.47219 # DEPENDENCYPART_ARC
(6,25),-2.12 # DEPENDENCYPART_ARC
(6,26),-2.02887 # DEPENDENCYPART_ARC
(6,27),-2.07818 # DEPENDENCYPART_ARC
(7,1),0.652484 # DEPENDENCYPART_ARC
(7,2),-0.375458 # DEPENDENCYPART_ARC
(7,3),-1.00623 # DEPENDENCYPART_ARC
(7,4),-0.729861 # DEPENDENCYPART_ARC
(7,5),2.74163 # DEPENDENCYPART_ARC
(7,6),2.54293 # DEPENDENCYPART_ARC
(7,8),-0.661577 # DEPENDENCYPART_ARC
(7,9),-1.35218 # DEPENDENCYPART_ARC
(7,10),-1.71878 # DEPENDENCYPART_ARC
(7,11),-1.93483 # DEPENDENCYPART_ARC
(7,12),-2.14638 # DEPENDENCYPART_ARC
(7,13),-2.43742 # DEPENDENCYPART_ARC
(7,14),-2.46147 # DEPENDENCYPART_ARC
(7,15),-2.58068 # DEPENDENCYPART_ARC
(7,16),-2.48926 # DEPENDENCYPART_ARC
(7,17),-2.27021 # DEPENDENCYPART_ARC
(7,18),-4.0982 # DEPENDENCYPART_ARC
(7,19),-2.54621 # DEPENDENCYPART_ARC
(7,20),-2.43077 # DEPENDENCYPART_ARC
(7,21),-2.64837 # DEPENDENCYPART_ARC
(7,22),-2.44312 # DEPENDENCYPART_ARC
(7,23),-3.1773 # DEPENDENCYPART_ARC
(7,24),-2.48737 # DEPENDENCYPART_ARC
(7,25),-2.79065 # DEPENDENCYPART_ARC
(7,26),-2.41108 # DEPENDENCYPART_ARC
(7,27),-2.64643 # DEPENDENCYPART_ARC
(8,1),0.00670565 # DEPENDENCYPART_ARC
(8,2),0.86105 # DEPENDENCYPART_ARC
(8,3),0.00702242 # DEPENDENCYPART_ARC
(8,4),0.337365 # DEPENDENCYPART_ARC
(8,5),0.501863 # DEPENDENCYPART_ARC
(8,6),0.809051 # DEPENDENCYPART_ARC
(8,7),3.23827 # DEPENDENCYPART_ARC
(8,9),-0.33608 # DEPENDENCYPART_ARC
(8,10),-0.481241 # DEPENDENCYPART_ARC
(8,11),-1.10101 # DEPENDENCYPART_ARC
(8,12),-0.951833 # DEPENDENCYPART_ARC
(8,13),-1.36307 # DEPENDENCYPART_ARC
(8,14),-1.28146 # DEPENDENCYPART_ARC
(8,15),-1.27859 # DEPENDENCYPART_ARC
(8,16),-1.10474 # DEPENDENCYPART_ARC
(8,17),-1.48096 # DEPENDENCYPART_ARC
(8,18),-1.64301 # DEPENDENCYPART_ARC
(8,19),-1.64359 # DEPENDENCYPART_ARC
(8,20),-1.61121 # DEPENDENCYPART_ARC
(8,21),-2.03708 # DEPENDENCYPART_ARC
(8,22),-1.63131 # DEPENDENCYPART_ARC
(8,23),-1.94218 # DEPENDENCYPART_ARC
(8,24),-1.67062 # DEPENDENCYPART_ARC
(8,25),-1.82564 # DEPENDENCYPART_ARC
(8,26),-1.80137 # DEPENDENCYPART_ARC
(8,27),-2.04804 # DEPENDENCYPART_ARC
(9,1),-0.654644 # DEPENDENCYPART_ARC
(9,2),0.165519 # DEPENDENCYPART_ARC
(9,3),-1.01322 # DEPENDENCYPART_ARC
(9,4),-0.287652 # DEPENDENCYPART_ARC
(9,5),-0.328001 # DEPENDENCYPART_ARC
(9,6),-0.118341 # DEPENDENCYPART_ARC
(9,7),0.766278 # DEPENDENCYPART_ARC
(9,8),0.669793 # DEPENDENCYPART_ARC
(9,10),-0.0347175 # DEPENDENCYPART_ARC
(9,11),-0.832211 # DEPENDENCYPART_ARC
(9,12),-0.79054 # DEPENDENCYPART_ARC
(9,13),-0.719122 # DEPENDENCYPART_ARC
(9,14),-0.969783 # DEPENDENCYPART_ARC
(9,15),-1.00683 # DEPENDENCYPART_ARC
(9,16),-1.05961 # DEPENDENCYPART_ARC
(9,17),-1.79477 # DEPENDENCYPART_ARC
(9,18),-1.3239 # DEPENDENCYPART_ARC
(9,19),-1.80933 # DEPENDENCYPART_ARC
(9,20),-1.47142 # DEPENDENCYPART_ARC
(9,21),-1.71017 # DEPENDENCYPART_ARC
(9,22),-1.68464 # DEPENDENCYPART_ARC
(9,23),-1.87426 # DEPENDENCYPART_ARC
(9,24),-1.41857 # DEPENDENCYPART_ARC
(9,25),-1.66923 # DEPENDENCYPART_ARC
(9,26),-1.59564 # DEPENDENCYPART_ARC
(9,27),-2.01404 # DEPENDENCYPART_ARC
(10,1),-0.320337 # DEPENDENCYPART_ARC
(10,2),0.288685 # DEPENDENCYPART_ARC
(10,3),-2.00363 # DEPENDENCYPART_ARC
(10,4),-1.52411 # DEPENDENCYPART_ARC
(10,5),-0.242585 # DEPENDENCYPART_ARC
(10,6),-1.12499 # DEPENDENCYPART_ARC
(10,7),0.392411 # DEPENDENCYPART_ARC
(10,8),-0.221857 # DEPENDENCYPART_ARC
(10,9),1.34922 # DEPENDENCYPART_ARC
(10,11),-0.628842 # DEPENDENCYPART_ARC
(10,12),-0.235929 # DEPENDENCYPART_ARC
(10,13),-0.569233 # DEPENDENCYPART_ARC
(10,14),-0.679591 # DEPENDENCYPART_ARC
(10,15),-0.793078 # DEPENDENCYPART_ARC
(10,16),-0.896898 # DEPENDENCYPART_ARC
(10,17),-1.46739 # DEPENDENCYPART_ARC
(10,18),-1.55882 # DEPENDENCYPART_ARC
(10,19),-1.52074 # DEPENDENCYPART_ARC
(10,20),-0.939446 # DEPENDENCYPART_ARC
(10,21),-1.69251 # DEPENDENCYPART_ARC
(10,22),-1.27851 # DEPENDENCYPART_ARC
(10,23),-1.89196 # DEPENDENCYPART_ARC
(10,24),-1.63971 # DEPENDENCYPART_ARC
(10,25),-1.45265 # DEPENDENCYPART_ARC
(10,26),-1.01511 # DEPENDENCYPART_ARC
(10,27),-1.99207 # DEPENDENCYPART_ARC
(11,1),-1.33421 # DEPENDENCYPART_ARC
(11,2),-0.575546 # DEPENDENCYPART_ARC
(11,3),-1.78815 # DEPENDENCYPART_ARC
(11,4),-1.08388 # DEPENDENCYPART_ARC
(11,5),-1.19013 # DEPENDENCYPART_ARC
(11,6),-1.24785 # DEPENDENCYPART_ARC
(11,7),-0.48989 # DEPENDENCYPART_ARC
(11,8),-0.793976 # DEPENDENCYPART_ARC
(11,9),-0.297555 # DEPENDENCYPART_ARC
(11,10),1.38145 # DEPENDENCYPART_ARC
(11,12),0.0697261 # DEPENDENCYPART_ARC
(11,13),-0.389407 # DEPENDENCYPART_ARC
(11,14),-0.648555 # DEPENDENCYPART_ARC
(11,15),-0.727151 # DEPENDENCYPART_ARC
(11,16),-0.895725 # DEPENDENCYPART_ARC
(11,17),-1.57593 # DEPENDENCYPART_ARC
(11,18),-1.26622 # DEPENDENCYPART_ARC
(11,19),-1.79531 # DEPENDENCYPART_ARC
(11,20),-1.22215 # DEPENDENCYPART_ARC
(11,21),-1.311 # DEPENDENCYPART_ARC
(11,22),-1.38126 # DEPENDENCYPART_ARC
(11,23),-1.78338 # DEPENDENCYPART_ARC
(11,24),-1.4096 # DEPENDENCYPART_ARC
(11,25),-1.44804 # DEPENDENCYPART_ARC
(11,26),-1.46124 # DEPENDENCYPART_ARC
(11,27),-1.83891 # DEPENDENCYPART_ARC
(12,1),-1.2346 # DEPENDENCYPART_ARC
(12,2),-0.618463 # DEPENDENCYPART_ARC
(12,3),-3.12324 # DEPENDENCYPART_ARC
(12,4),-2.53005 # DEPENDENCYPART_ARC
(12,5),-1.23551 # DEPENDENCYPART_ARC
(12,6),-2.36233 # DEPENDENCYPART_ARC
(12,7),-0.65699 # DEPENDENCYPART_ARC
(12,8),-1.02115 # DEPENDENCYPART_ARC
(12,9),-0.633927 # DEPENDENCYPART_ARC
(12,10),-0.592919 # DEPENDENCYPART_ARC
(12,11),0.812112 # DEPENDENCYPART_ARC
(12,13),-0.0215142 # DEPENDENCYPART_ARC
(12,14),-0.3365 # DEPENDENCYPART_ARC
(12,15),-0.254557 # DEPENDENCYPART_ARC
(12,16),-0.500964 # DEPENDENCYPART_ARC
(12,17),-1.25341 # DEPENDENCYPART_ARC
(12,18),-1.12401 # DEPENDENCYPART_ARC
(12,19),-1.30965 # DEPENDENCYPART_ARC
(12,20),-0.875472 # DEPENDENCYPART_ARC
(12,21),-1.15767 # DEPENDENCYPART_ARC
(12,22),-1.08753 # DEPENDENCYPART_ARC
(12,23),-1.53181 # DEPENDENCYPART_ARC
(12,24),-1.53299 # DEPENDENCYPART_ARC
(12,25),-1.4274 # DEPENDENCYPART_ARC
(12,26),-0.86267 # DEPENDENCYPART_ARC
(12,27),-2.08997 # DEPENDENCYPART_ARC
(13,1),-1.40275 # DEPENDENCYPART_ARC
(13,2),-1.93236 # DEPENDENCYPART_ARC
(13,3),-5.39339 # DEPENDENCYPART_ARC
(13,4),-4.61942 # DEPENDENCYPART_ARC
(13,5),-1.19961 # DEPENDENCYPART_ARC
(13,6),-3.43231 # DEPENDENCYPART_ARC
(13,7),-1.36904 # DEPENDENCYPART_ARC
(13,8),-1.10708 # DEPENDENCYPART_ARC
(13,9),-0.983406 # DEPENDENCYPART_ARC
(13,10),-0.62438 # DEPENDENCYPART_ARC
(13,11),-0.816766 # DEPENDENCYPART_ARC
(13,12),0.436251 # DEPENDENCYPART_ARC
(13,14),0.606426 # DEPENDENCYPART_ARC
(13,15),0.070445 # DEPENDENCYPART_ARC
(13,16),-0.11082 # DEPENDENCYPART_ARC
(13,17),-0.415823 # DEPENDENCYPART_ARC
(13,18),-2.27241 # DEPENDENCYPART_ARC
(13,19),-0.759556 # DEPENDENCYPART_ARC
(13,20),-0.448675 # DEPENDENCYPART_ARC
(13,21),-1.81371 # DEPENDENCYPART_ARC
(13,22),-0.550151 # DEPENDENCYPART_ARC
(13,23),-2.44861 # DEPENDENCYPART_ARC
(13,24),-1.28127 # DEPENDENCYPART_ARC
(13,25),-1.79821 # DEPENDENCYPART_ARC
(13,26),-2.30946 # DEPENDENCYPART_ARC
(13,27),-1.13259 # DEPENDENCYPART_ARC
(14,1),-0.315944 # DEPENDENCYPART_ARC
(14,2),-0.701655 # DEPENDENCYPART_ARC
(14,3),-5.54235 # DEPENDENCYPART_ARC
(14,4),-4.49584 # DEPENDENCYPART_ARC
(14,5),0.323721 # DEPENDENCYPART_ARC
(14,6),-3.37267 # DEPENDENCYPART_ARC
(14,7),-0.67462 # DEPENDENCYPART_ARC
(14,8),-0.09262 # DEPENDENCYPART_ARC
(14,9),-0.209293 # DEPENDENCYPART_ARC
(14,10),0.0811976 # DEPENDENCYPART_ARC
(14,11),-0.203617 # DEPENDENCYPART_ARC
(14,12),0.518301 # DEPENDENCYPART_ARC
(14,13),3.41613 # DEPENDENCYPART_ARC
(14,15),-0.422189 # DEPENDENCYPART_ARC
(14,16),-0.549103 # DEPENDENCYPART_ARC
(14,17),-1.22284 # DEPENDENCYPART_ARC
(14,18),-2.95203 # DEPENDENCYPART_ARC
(14,19),-1.57817 # DEPENDENCYPART_ARC
(14,20),-1.35218 # DEPENDENCYPART_ARC
(14,21),-2.18366 # DEPENDENCYPART_ARC
(14,22),-1.72615 # DEPENDENCYPART_ARC
(14,23),-2.62457 # DEPENDENCYPART_ARC
(14,24),-1.91816 # DEPENDENCYPART_ARC
(14,25),-2.51304 # DEPENDENCYPART_ARC
(14,26),-2.29904 # DEPENDENCYPART_ARC
(14,27),-2.14795 # DEPENDENCYPART_ARC
(15,1),-0.355936 # DEPENDENCYPART_ARC
(15,2),-1.46827 # DEPENDENCYPART_ARC
(15,3),-4.63473 # DEPENDENCYPART_ARC
(15,4),-4.31132 # DEPENDENCYPART_ARC
(15,5),0.641313 # DEPENDENCYPART_ARC
(15,6),-2.83686 # DEPENDENCYPART_ARC
(15,7),-1.16179 # DEPENDENCYPART_ARC
(15,8),0.298902 # DEPENDENCYPART_ARC
(15,9),0.170617 # DEPENDENCYPART_ARC
(15,10),0.193616 # DEPENDENCYPART_ARC
(15,11),0.251831 # DEPENDENCYPART_ARC
(15,12),0.564495 # DEPENDENCYPART_ARC
(15,13),1.29385 # DEPENDENCYPART_ARC
(15,14),2.69035 # DEPENDENCYPART_ARC
(15,16),-0.896828 # DEPENDENCYPART_ARC
(15,17),-1.71267 # DEPENDENCYPART_ARC
(15,18),-3.22443 # DEPENDENCYPART_ARC
(15,19),-2.18292 # DEPENDENCYPART_ARC
(15,20),-2.24979 # DEPENDENCYPART_ARC
(15,21),-2.40177 # DEPENDENCYPART_ARC
(15,22),-2.59896 # DEPENDENCYPART_ARC
(15,23),-2.83422 # DEPENDENCYPART_ARC
(15,24),-2.57069 # DEPENDENCYPART_ARC
(15,25),-2.76883 # DEPENDENCYPART_ARC
(15,26),-2.45833 # DEPENDENCYPART_ARC
(15,27),-2.79512 # DEPENDENCYPART_ARC
(16,1),-0.999353 # DEPENDENCYPART_ARC
(16,2),-1.00543 # DEPENDENCYPART_ARC
(16,3),-1.67562 # DEPENDENCYPART_ARC
(16,4),-1.29401 # DEPENDENCYPART_ARC
(16,5),-0.570974 # DEPENDENCYPART_ARC
(16,6),-1.12983 # DEPENDENCYPART_ARC
(16,7),0.0642499 # DEPENDENCYPART_ARC
(16,8),-0.251628 # DEPENDENCYPART_ARC
(16,9),-0.269823 # DEPENDENCYPART_ARC
(16,10),-0.395127 # DEPENDENCYPART_ARC
(16,11),-0.121214 # DEPENDENCYPART_ARC
(16,12),-0.111484 # DEPENDENCYPART_ARC
(16,13),-0.0987526 # DEPENDENCYPART_ARC
(16,14),0.843557 # DEPENDENCYPART_ARC
(16,15),3.30297 # DEPENDENCYPART_ARC
(16,17),-0.292986 # DEPENDENCYPART_ARC
(16,18),-0.695109 # DEPENDENCYPART_ARC
(16,19),-0.871476 # DEPENDENCYPART_ARC
(16,20),-0.781486 # DEPENDENCYPART_ARC
(16,21),-1.27329 # DEPENDENCYPART_ARC
(16,22),-1.19036 # DEPENDENCYPART_ARC
(16,23),-1.14805 # DEPENDENCYPART_ARC
(16,24),-1.15916 # DEPENDENCYPART_ARC
(16,25),-1.20941 # DEPENDENCYPART_ARC
(16,26),-1.22076 # DEPENDENCYPART_ARC
(16,27),-1.67338 # DEPENDENCYPART_ARC
(17,1),-1.17871 # DEPENDENCYPART_ARC
(17,2),-0.702465 # DEPENDENCYPART_ARC
(17,3),-3.40763 # DEPENDENCYPART_ARC
(17,4),-2.63576 # DEPENDENCYPART_ARC
(17,5),-1.15468 # DEPENDENCYPART_ARC
(17,6),-2.89435 # DEPENDENCYPART_ARC
(17,7),-0.823057 # DEPENDENCYPART_ARC
(17,8),-0.793572 # DEPENDENCYPART_ARC
(17,9),-1.06129 # DEPENDENCYPART_ARC
(17,10),-0.269633 # DEPENDENCYPART_ARC
(17,11),-1.0741 # DEPENDENCYPART_ARC
(17,12),0.0455179 # DEPENDENCYPART_ARC
(17,13),0.232643 # DEPENDENCYPART_ARC
(17,14),1.02617 # DEPENDENCYPART_ARC
(17,15),0.770782 # DEPENDENCYPART_ARC
(17,16),0.781991 # DEPENDENCYPART_ARC
(17,18),0.124865 # DEPENDENCYPART_ARC
(17,19),-0.652131 # DEPENDENCYPART_ARC
(17,20),-0.577652 # DEPENDENCYPART_ARC
(17,21),-0.663268 # DEPENDENCYPART_ARC
(17,22),-0.987566 # DEPENDENCYPART_ARC
(17,23),-0.97986 # DEPENDENCYPART_ARC
(17,24),-0.709103 # DEPENDENCYPART_ARC
(17,25),-1.12268 # DEPENDENCYPART_ARC
(17,26),-0.912467 # DEPENDENCYPART_ARC
(17,27),-1.19789 # DEPENDENCYPART_ARC
(18,1),-0.651499 # DEPENDENCYPART_ARC
(18,2),-2.48195 # DEPENDENCYPART_ARC
(18,3),-8.13352 # DEPENDENCYPART_ARC
(18,4),-7.14956 # DEPENDENCYPART_ARC
(18,5),0.4323 # DEPENDENCYPART_ARC
(18,6),-5.62074 # DEPENDENCYPART_ARC
(18,7),-1.06021 # DEPENDENCYPART_ARC
(18,8),-0.455327 # DEPENDENCYPART_ARC
(18,9),-0.550116 # DEPENDENCYPART_ARC
(18,10),-0.27111 # DEPENDENCYPART_ARC
(18,11),-0.751701 # DEPENDENCYPART_ARC
(18,12),-0.0130717 # DEPENDENCYPART_ARC
(18,13),-1.58935 # DEPENDENCYPART_ARC
(18,14),-1.20354 # DEPENDENCYPART_ARC
(18,15),0.734293 # DEPENDENCYPART_ARC
(18,16),0.876861 # DEPENDENCYPART_ARC
(18,17),1.57516 # DEPENDENCYPART_ARC
(18,19),0.357186 # DEPENDENCYPART_ARC
(18,20),0.0514399 # DEPENDENCYPART_ARC
(18,21),-0.422547 # DEPENDENCYPART_ARC
(18,22),-0.512891 # DEPENDENCYPART_ARC
(18,23),-1.08227 # DEPENDENCYPART_ARC
(18,24),-0.66478 # DEPENDENCYPART_ARC
(18,25),-1.08937 # DEPENDENCYPART_ARC
(18,26),-1.02116 # DEPENDENCYPART_ARC
(18,27),-0.944362 # DEPENDENCYPART_ARC
(19,1),-1.09532 # DEPENDENCYPART_ARC
(19,2),0.187865 # DEPENDENCYPART_ARC
(19,3),-3.54719 # DEPENDENCYPART_ARC
(19,4),-3.01238 # DEPENDENCYPART_ARC
(19,5),-0.991058 # DEPENDENCYPART_ARC
(19,6),-3.29696 # DEPENDENCYPART_ARC
(19,7),0.148201 # DEPENDENCYPART_ARC
(19,8),-0.437067 # DEPENDENCYPART_ARC
(19,9),-0.833431 # DEPENDENCYPART_ARC
(19,10),0.372713 # DEPENDENCYPART_ARC
(19,11),-0.777786 # DEPENDENCYPART_ARC
(19,12),0.772851 # DEPENDENCYPART_ARC
(19,13),0.216199 # DEPENDENCYPART_ARC
(19,14),0.903696 # DEPENDENCYPART_ARC
(19,15),1.15884 # DEPENDENCYPART_ARC
(19,16),0.294838 # DEPENDENCYPART_ARC
(19,17),0.942111 # DEPENDENCYPART_ARC
(19,18),3.73721 # DEPENDENCYPART_ARC
