# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,5,6,7,9,9,10,0,12,13,14,0,18,15,18,19,21,19,0,
(5,14),-0.685765 # DEPENDENCYPART_ARC
(5,15),-0.804738 # DEPENDENCYPART_ARC
(5,16),-0.628416 # DEPENDENCYPART_ARC
(5,17),-1.53956 # DEPENDENCYPART_ARC
(5,18),-2.89695 # DEPENDENCYPART_ARC
(5,19),-1.16561 # DEPENDENCYPART_ARC
(5,20),-2.18909 # DEPENDENCYPART_ARC
(5,21),-1.73085 # DEPENDENCYPART_ARC
(6,1),-0.0782047 # DEPENDENCYPART_ARC
(6,2),0.579117 # DEPENDENCYPART_ARC
(6,3),1.30494 # DEPENDENCYPART_ARC
(6,4),1.58762 # DEPENDENCYPART_ARC
(6,5),2.68124 # DEPENDENCYPART_ARC
(6,7),0.231895 # DEPENDENCYPART_ARC
(6,8),-0.826382 # DEPENDENCYPART_ARC
(6,9),-0.0589051 # DEPENDENCYPART_ARC
(6,10),-0.306764 # DEPENDENCYPART_ARC
(6,11),-1.12926 # DEPENDENCYPART_ARC
(6,12),-1.05391 # DEPENDENCYPART_ARC
(6,13),-1.78791 # DEPENDENCYPART_ARC
(6,14),-0.794184 # DEPENDENCYPART_ARC
(6,15),-0.887023 # DEPENDENCYPART_ARC
(6,16),-0.736221 # DEPENDENCYPART_ARC
(6,17),-1.67743 # DEPENDENCYPART_ARC
(6,18),-3.66123 # DEPENDENCYPART_ARC
(6,19),-2.21341 # DEPENDENCYPART_ARC
(6,20),-2.75866 # DEPENDENCYPART_ARC
(6,21),-1.53703 # DEPENDENCYPART_ARC
(7,1),0.0618818 # DEPENDENCYPART_ARC
(7,2),0.915326 # DEPENDENCYPART_ARC
(7,3),1.14578 # DEPENDENCYPART_ARC
(7,4),1.35471 # DEPENDENCYPART_ARC
(7,5),0.76952 # DEPENDENCYPART_ARC
(7,6),2.53182 # DEPENDENCYPART_ARC
(7,8),-0.369166 # DEPENDENCYPART_ARC
(7,9),-0.629594 # DEPENDENCYPART_ARC
(7,10),-1.0273 # DEPENDENCYPART_ARC
(7,11),-1.31292 # DEPENDENCYPART_ARC
(7,12),-1.61456 # DEPENDENCYPART_ARC
(7,13),-1.32583 # DEPENDENCYPART_ARC
(7,14),-1.36108 # DEPENDENCYPART_ARC
(7,15),-1.28473 # DEPENDENCYPART_ARC
(7,16),-1.22116 # DEPENDENCYPART_ARC
(7,17),-1.8585 # DEPENDENCYPART_ARC
(7,18),-2.07615 # DEPENDENCYPART_ARC
(7,19),-1.8537 # DEPENDENCYPART_ARC
(7,20),-1.98217 # DEPENDENCYPART_ARC
(7,21),-1.62853 # DEPENDENCYPART_ARC
(8,1),-0.241299 # DEPENDENCYPART_ARC
(8,2),0.0662578 # DEPENDENCYPART_ARC
(8,3),-0.307093 # DEPENDENCYPART_ARC
(8,4),-0.502535 # DEPENDENCYPART_ARC
(8,5),-0.997129 # DEPENDENCYPART_ARC
(8,6),-0.351457 # DEPENDENCYPART_ARC
(8,7),2.07536 # DEPENDENCYPART_ARC
(8,9),0.31371 # DEPENDENCYPART_ARC
(8,10),-0.141049 # DEPENDENCYPART_ARC
(8,11),-1.3334 # DEPENDENCYPART_ARC
(8,12),-0.51766 # DEPENDENCYPART_ARC
(8,13),-0.667093 # DEPENDENCYPART_ARC
(8,14),-0.766453 # DEPENDENCYPART_ARC
(8,15),-0.430854 # DEPENDENCYPART_ARC
(8,16),-0.706971 # DEPENDENCYPART_ARC
(8,17),-1.05188 # DEPENDENCYPART_ARC
(8,18),-1.63116 # DEPENDENCYPART_ARC
(8,19),-2.19352 # DEPENDENCYPART_ARC
(8,20),-2.26536 # DEPENDENCYPART_ARC
(8,21),-1.71013 # DEPENDENCYPART_ARC
(9,1),0.687964 # DEPENDENCYPART_ARC
(9,2),1.85777 # DEPENDENCYPART_ARC
(9,3),2.03312 # DEPENDENCYPART_ARC
(9,4),0.55913 # DEPENDENCYPART_ARC
(9,5),-0.451128 # DEPENDENCYPART_ARC
(9,6),0.0322608 # DEPENDENCYPART_ARC
(9,7),2.83018 # DEPENDENCYPART_ARC
(9,8),3.75449 # DEPENDENCYPART_ARC
(9,10),-0.0921575 # DEPENDENCYPART_ARC
(9,11),-1.23686 # DEPENDENCYPART_ARC
(9,12),-0.615031 # DEPENDENCYPART_ARC
(9,13),-0.626261 # DEPENDENCYPART_ARC
(9,14),-0.925339 # DEPENDENCYPART_ARC
(9,15),-0.599424 # DEPENDENCYPART_ARC
(9,16),-0.638639 # DEPENDENCYPART_ARC
(9,17),-1.30853 # DEPENDENCYPART_ARC
(9,18),-1.58678 # DEPENDENCYPART_ARC
(9,19),-2.11187 # DEPENDENCYPART_ARC
(9,20),-1.85694 # DEPENDENCYPART_ARC
(9,21),-1.80179 # DEPENDENCYPART_ARC
(10,1),-0.660032 # DEPENDENCYPART_ARC
(10,2),-0.0830029 # DEPENDENCYPART_ARC
(10,3),0.0737834 # DEPENDENCYPART_ARC
(10,4),-0.0679125 # DEPENDENCYPART_ARC
(10,5),-1.45868 # DEPENDENCYPART_ARC
(10,6),-0.835833 # DEPENDENCYPART_ARC
(10,7),0.0793246 # DEPENDENCYPART_ARC
(10,8),0.0735508 # DEPENDENCYPART_ARC
(10,9),0.775352 # DEPENDENCYPART_ARC
(10,11),-0.0962087 # DEPENDENCYPART_ARC
(10,12),-0.612302 # DEPENDENCYPART_ARC
(10,13),-0.386819 # DEPENDENCYPART_ARC
(10,14),-0.581018 # DEPENDENCYPART_ARC
(10,15),-0.766459 # DEPENDENCYPART_ARC
(10,16),-0.840808 # DEPENDENCYPART_ARC
(10,17),-1.16535 # DEPENDENCYPART_ARC
(10,18),-0.891369 # DEPENDENCYPART_ARC
(10,19),-0.357883 # DEPENDENCYPART_ARC
(10,20),-1.07096 # DEPENDENCYPART_ARC
(10,21),-1.52486 # DEPENDENCYPART_ARC
(11,1),-0.996148 # DEPENDENCYPART_ARC
(11,2),-0.577954 # DEPENDENCYPART_ARC
(11,3),-0.935782 # DEPENDENCYPART_ARC
(11,4),-0.576964 # DEPENDENCYPART_ARC
(11,5),-4.05757 # DEPENDENCYPART_ARC
(11,6),-3.1629 # DEPENDENCYPART_ARC
(11,7),-0.732022 # DEPENDENCYPART_ARC
(11,8),0.130896 # DEPENDENCYPART_ARC
(11,9),-0.163264 # DEPENDENCYPART_ARC
(11,10),0.439979 # DEPENDENCYPART_ARC
(11,12),0.602939 # DEPENDENCYPART_ARC
(11,13),1.17028 # DEPENDENCYPART_ARC
(11,14),0.168672 # DEPENDENCYPART_ARC
(11,15),-0.257844 # DEPENDENCYPART_ARC
(11,16),0.15686 # DEPENDENCYPART_ARC
(11,17),-0.836276 # DEPENDENCYPART_ARC
(11,18),-1.59257 # DEPENDENCYPART_ARC
(11,19),-1.76538 # DEPENDENCYPART_ARC
(11,20),-0.716653 # DEPENDENCYPART_ARC
(11,21),-0.875203 # DEPENDENCYPART_ARC
(12,1),-0.861377 # DEPENDENCYPART_ARC
(12,2),-0.254929 # DEPENDENCYPART_ARC
(12,3),-0.0588516 # DEPENDENCYPART_ARC
(12,4),-0.0509565 # DEPENDENCYPART_ARC
(12,5),-1.73492 # DEPENDENCYPART_ARC
(12,6),-0.964627 # DEPENDENCYPART_ARC
(12,7),-0.365844 # DEPENDENCYPART_ARC
(12,8),0.353139 # DEPENDENCYPART_ARC
(12,9),0.275515 # DEPENDENCYPART_ARC
(12,10),0.0638528 # DEPENDENCYPART_ARC
(12,11),2.35872 # DEPENDENCYPART_ARC
(12,13),-0.181931 # DEPENDENCYPART_ARC
(12,14),-0.619931 # DEPENDENCYPART_ARC
(12,15),-0.922792 # DEPENDENCYPART_ARC
(12,16),-0.836655 # DEPENDENCYPART_ARC
(12,17),-1.71929 # DEPENDENCYPART_ARC
(12,18),-1.54255 # DEPENDENCYPART_ARC
(12,19),-1.55069 # DEPENDENCYPART_ARC
(12,20),-1.44276 # DEPENDENCYPART_ARC
(12,21),-1.34878 # DEPENDENCYPART_ARC
(13,1),-0.383705 # DEPENDENCYPART_ARC
(13,2),-0.283086 # DEPENDENCYPART_ARC
(13,3),-0.978742 # DEPENDENCYPART_ARC
(13,4),-1.48594 # DEPENDENCYPART_ARC
(13,5),-2.99539 # DEPENDENCYPART_ARC
(13,6),-2.93467 # DEPENDENCYPART_ARC
(13,7),0.523653 # DEPENDENCYPART_ARC
(13,8),0.26136 # DEPENDENCYPART_ARC
(13,9),-0.268545 # DEPENDENCYPART_ARC
(13,10),1.26325 # DEPENDENCYPART_ARC
(13,11),0.564593 # DEPENDENCYPART_ARC
(13,12),2.83986 # DEPENDENCYPART_ARC
(13,14),-0.0679338 # DEPENDENCYPART_ARC
(13,15),-0.306639 # DEPENDENCYPART_ARC
(13,16),-0.22332 # DEPENDENCYPART_ARC
(13,17),-1.01003 # DEPENDENCYPART_ARC
(13,18),-1.34446 # DEPENDENCYPART_ARC
(13,19),-2.13509 # DEPENDENCYPART_ARC
(13,20),-1.84939 # DEPENDENCYPART_ARC
(13,21),-1.63236 # DEPENDENCYPART_ARC
(14,1),-0.729205 # DEPENDENCYPART_ARC
(14,2),-0.183072 # DEPENDENCYPART_ARC
(14,3),-0.117347 # DEPENDENCYPART_ARC
(14,4),-0.197166 # DEPENDENCYPART_ARC
(14,5),-2.53081 # DEPENDENCYPART_ARC
(14,6),-2.21844 # DEPENDENCYPART_ARC
(14,7),-0.471308 # DEPENDENCYPART_ARC
(14,8),-0.00991541 # DEPENDENCYPART_ARC
(14,9),-0.30629 # DEPENDENCYPART_ARC
(14,10),0.224616 # DEPENDENCYPART_ARC
(14,11),-0.303885 # DEPENDENCYPART_ARC
(14,12),0.689947 # DEPENDENCYPART_ARC
(14,13),0.781514 # DEPENDENCYPART_ARC
(14,15),-0.236898 # DEPENDENCYPART_ARC
(14,16),-0.458635 # DEPENDENCYPART_ARC
(14,17),-0.935828 # DEPENDENCYPART_ARC
(14,18),-0.667977 # DEPENDENCYPART_ARC
(14,19),-0.481316 # DEPENDENCYPART_ARC
(14,20),-0.810479 # DEPENDENCYPART_ARC
(14,21),-0.843942 # DEPENDENCYPART_ARC
(15,1),-1.27916 # DEPENDENCYPART_ARC
(15,2),-1.0164 # DEPENDENCYPART_ARC
(15,3),-1.01537 # DEPENDENCYPART_ARC
(15,4),-1.04974 # DEPENDENCYPART_ARC
(15,5),-1.23677 # DEPENDENCYPART_ARC
(15,6),-1.20365 # DEPENDENCYPART_ARC
(15,7),-1.31493 # DEPENDENCYPART_ARC
(15,8),-1.14042 # DEPENDENCYPART_ARC
(15,9),-1.11238 # DEPENDENCYPART_ARC
(15,10),-1.16923 # DEPENDENCYPART_ARC
(15,11),-1.1406 # DEPENDENCYPART_ARC
(15,12),-1.00469 # DEPENDENCYPART_ARC
(15,13),-0.815345 # DEPENDENCYPART_ARC
(15,14),0.250127 # DEPENDENCYPART_ARC
(15,16),1.79153 # DEPENDENCYPART_ARC
(15,17),0.55932 # DEPENDENCYPART_ARC
(15,18),0.302488 # DEPENDENCYPART_ARC
(15,19),0.434677 # DEPENDENCYPART_ARC
(15,20),0.150764 # DEPENDENCYPART_ARC
(15,21),0.366416 # DEPENDENCYPART_ARC
(16,1),-1.73444 # DEPENDENCYPART_ARC
(16,2),-1.874 # DEPENDENCYPART_ARC
(16,3),-1.78778 # DEPENDENCYPART_ARC
(16,4),-1.30616 # DEPENDENCYPART_ARC
(16,5),-1.25175 # DEPENDENCYPART_ARC
(16,6),-1.11217 # DEPENDENCYPART_ARC
(16,7),-1.23303 # DEPENDENCYPART_ARC
(16,8),-1.50436 # DEPENDENCYPART_ARC
(16,9),-1.28621 # DEPENDENCYPART_ARC
(16,10),-1.12909 # DEPENDENCYPART_ARC
(16,11),-0.624958 # DEPENDENCYPART_ARC
(16,12),-0.804627 # DEPENDENCYPART_ARC
(16,13),-0.983453 # DEPENDENCYPART_ARC
(16,14),-0.482666 # DEPENDENCYPART_ARC
(16,15),0.726741 # DEPENDENCYPART_ARC
(16,17),0.0954845 # DEPENDENCYPART_ARC
(16,18),-0.408717 # DEPENDENCYPART_ARC
(16,19),-0.466214 # DEPENDENCYPART_ARC
(16,20),-0.565836 # DEPENDENCYPART_ARC
(16,21),-0.660991 # DEPENDENCYPART_ARC
(17,1),-1.19114 # DEPENDENCYPART_ARC
(17,2),-0.988382 # DEPENDENCYPART_ARC
(17,3),-0.822487 # DEPENDENCYPART_ARC
(17,4),-0.694378 # DEPENDENCYPART_ARC
(17,5),-2.76512 # DEPENDENCYPART_ARC
(17,6),-2.16768 # DEPENDENCYPART_ARC
(17,7),-0.918565 # DEPENDENCYPART_ARC
(17,8),-0.349711 # DEPENDENCYPART_ARC
(17,9),-0.564691 # DEPENDENCYPART_ARC
(17,10),-0.823347 # DEPENDENCYPART_ARC
(17,11),-0.346531 # DEPENDENCYPART_ARC
(17,12),-0.575311 # DEPENDENCYPART_ARC
(17,13),-0.551052 # DEPENDENCYPART_ARC
(17,14),-0.120612 # DEPENDENCYPART_ARC
(17,15),0.475245 # DEPENDENCYPART_ARC
(17,16),0.426204 # DEPENDENCYPART_ARC
(17,18),0.526754 # DEPENDENCYPART_ARC
(17,19),-0.0353225 # DEPENDENCYPART_ARC
(17,20),0.118107 # DEPENDENCYPART_ARC
(17,21),-0.15479 # DEPENDENCYPART_ARC
(18,1),-0.199572 # DEPENDENCYPART_ARC
(18,2),-0.0802085 # DEPENDENCYPART_ARC
(18,3),-0.619722 # DEPENDENCYPART_ARC
(18,4),-0.985239 # DEPENDENCYPART_ARC
(18,5),-4.39163 # DEPENDENCYPART_ARC
(18,6),-4.27054 # DEPENDENCYPART_ARC
(18,7),0.920135 # DEPENDENCYPART_ARC
(18,8),0.41478 # DEPENDENCYPART_ARC
(18,9),0.205911 # DEPENDENCYPART_ARC
(18,10),0.636531 # DEPENDENCYPART_ARC
(18,11),-1.73836 # DEPENDENCYPART_ARC
(18,12),0.876789 # DEPENDENCYPART_ARC
(18,13),0.0804016 # DEPENDENCYPART_ARC
(18,14),1.17467 # DEPENDENCYPART_ARC
(18,15),1.47055 # DEPENDENCYPART_ARC
(18,16),0.301994 # DEPENDENCYPART_ARC
(18,17),3.12511 # DEPENDENCYPART_ARC
(18,19),-0.335456 # DEPENDENCYPART_ARC
(18,20),-0.287213 # DEPENDENCYPART_ARC
(18,21),-0.243256 # DEPENDENCYPART_ARC
(19,1),-1.04255 # DEPENDENCYPART_ARC
(19,2),0.339245 # DEPENDENCYPART_ARC
(19,3),-1.12813 # DEPENDENCYPART_ARC
(19,4),-0.345459 # DEPENDENCYPART_ARC
(19,5),-6.20687 # DEPENDENCYPART_ARC
(19,6),-5.92618 # DEPENDENCYPART_ARC
(19,7),-0.30907 # DEPENDENCYPART_ARC
(19,8),1.03026 # DEPENDENCYPART_ARC
(19,9),0.576643 # DEPENDENCYPART_ARC
(19,10),0.029303 # DEPENDENCYPART_ARC
(19,11),-2.55149 # DEPENDENCYPART_ARC
(19,12),0.00209794 # DEPENDENCYPART_ARC
(19,13),0.533343 # DEPENDENCYPART_ARC
(19,14),0.451843 # DEPENDENCYPART_ARC
(19,15),0.385055 # DEPENDENCYPART_ARC
(19,16),0.00368987 # DEPENDENCYPART_ARC
(19,17),1.0931 # DEPENDENCYPART_ARC
(19,18),3.09397 # DEPENDENCYPART_ARC
(19,20),2.17999 # DEPENDENCYPART_ARC
(19,21),0.0964102 # DEPENDENCYPART_ARC
(20,1),-1.55245 # DEPENDENCYPART_ARC
(20,2),-1.22082 # DEPENDENCYPART_ARC
(20,3),-1.65824 # DEPENDENCYPART_ARC
(20,4),-1.98976 # DEPENDENCYPART_ARC
(20,5),-6.22715 # DEPENDENCYPART_ARC
(20,6),-5.76611 # DEPENDENCYPART_ARC
(20,7),-0.672036 # DEPENDENCYPART_ARC
(20,8),-0.506096 # DEPENDENCYPART_ARC
(20,9),-1.01588 # DEPENDENCYPART_ARC
(20,10),0.0740383 # DEPENDENCYPART_ARC
(20,11),-3.50544 # DEPENDENCYPART_ARC
(20,12),-0.86012 # DEPENDENCYPART_ARC
(20,13),-1.2475 # DEPENDENCYPART_ARC
(20,14),0.384662 # DEPENDENCYPART_ARC
(20,15),0.0472311 # DEPENDENCYPART_ARC
(20,16),-0.885065 # DEPENDENCYPART_ARC
(20,17),0.410024 # DEPENDENCYPART_ARC
(20,18),0.942952 # DEPENDENCYPART_ARC
(20,19),1.06679 # DEPENDENCYPART_ARC
(20,21),0.389857 # DEPENDENCYPART_ARC
(21,1),-0.568357 # DEPENDENCYPART_ARC
(21,2),-0.553105 # DEPENDENCYPART_ARC
(21,3),-0.542916 # DEPENDENCYPART_ARC
(21,4),-0.726828 # DEPENDENCYPART_ARC
(21,5),-4.97762 # DEPENDENCYPART_ARC
(21,6),-4.63001 # DEPENDENCYPART_ARC
(21,7),-0.508208 # DEPENDENCYPART_ARC
(21,8),-0.22874 # DEPENDENCYPART_ARC
(21,9),-0.459071 # DEPENDENCYPART_ARC
(21,10),-0.312469 # DEPENDENCYPART_ARC
(21,11),-2.90868 # DEPENDENCYPART_ARC
(21,12),-0.349393 # DEPENDENCYPART_ARC
(21,13),-0.239865 # DEPENDENCYPART_ARC
(21,14),0.251352 # DEPENDENCYPART_ARC
(21,15),0.168958 # DEPENDENCYPART_ARC
(21,16),-0.224416 # DEPENDENCYPART_ARC
(21,17),0.246275 # DEPENDENCYPART_ARC
(21,18),0.235556 # DEPENDENCYPART_ARC
(21,19),2.19243 # DEPENDENCYPART_ARC
(21,20),0.348681 # DEPENDENCYPART_ARC
