# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,11,11,21,0,15,15,16,21,19,19,21,21,22,0,24,25,0,
(3,19),-2.3948 # DEPENDENCYPART_ARC
(3,20),-1.95987 # DEPENDENCYPART_ARC
(3,21),-2.21827 # DEPENDENCYPART_ARC
(3,22),-1.65544 # DEPENDENCYPART_ARC
(3,23),-0.751805 # DEPENDENCYPART_ARC
(3,24),-2.55961 # DEPENDENCYPART_ARC
(3,25),-2.47601 # DEPENDENCYPART_ARC
(4,1),0.202057 # DEPENDENCYPART_ARC
(4,2),0.887819 # DEPENDENCYPART_ARC
(4,3),3.31975 # DEPENDENCYPART_ARC
(4,5),-0.430737 # DEPENDENCYPART_ARC
(4,6),0.00767248 # DEPENDENCYPART_ARC
(4,7),-0.846474 # DEPENDENCYPART_ARC
(4,8),-1.11696 # DEPENDENCYPART_ARC
(4,9),-1.18956 # DEPENDENCYPART_ARC
(4,10),-1.19486 # DEPENDENCYPART_ARC
(4,11),-1.09846 # DEPENDENCYPART_ARC
(4,12),-1.29607 # DEPENDENCYPART_ARC
(4,13),-1.12012 # DEPENDENCYPART_ARC
(4,14),-1.35786 # DEPENDENCYPART_ARC
(4,15),-1.23913 # DEPENDENCYPART_ARC
(4,16),-1.118 # DEPENDENCYPART_ARC
(4,17),-1.54577 # DEPENDENCYPART_ARC
(4,18),-1.23247 # DEPENDENCYPART_ARC
(4,19),-1.27606 # DEPENDENCYPART_ARC
(4,20),-1.54121 # DEPENDENCYPART_ARC
(4,21),-1.59352 # DEPENDENCYPART_ARC
(4,22),-1.85211 # DEPENDENCYPART_ARC
(4,23),-1.25369 # DEPENDENCYPART_ARC
(4,24),-1.30639 # DEPENDENCYPART_ARC
(4,25),-2.62032 # DEPENDENCYPART_ARC
(5,1),1.03869 # DEPENDENCYPART_ARC
(5,2),1.59423 # DEPENDENCYPART_ARC
(5,3),1.94458 # DEPENDENCYPART_ARC
(5,4),2.29084 # DEPENDENCYPART_ARC
(5,6),2.16281 # DEPENDENCYPART_ARC
(5,7),0.396828 # DEPENDENCYPART_ARC
(5,8),0.897013 # DEPENDENCYPART_ARC
(5,9),-0.23126 # DEPENDENCYPART_ARC
(5,10),-0.0649768 # DEPENDENCYPART_ARC
(5,11),0.0680199 # DEPENDENCYPART_ARC
(5,12),0.000296316 # DEPENDENCYPART_ARC
(5,13),-0.792667 # DEPENDENCYPART_ARC
(5,14),-0.538019 # DEPENDENCYPART_ARC
(5,15),-0.242602 # DEPENDENCYPART_ARC
(5,16),-0.181174 # DEPENDENCYPART_ARC
(5,17),-0.470597 # DEPENDENCYPART_ARC
(5,18),-0.152487 # DEPENDENCYPART_ARC
(5,19),-1.05432 # DEPENDENCYPART_ARC
(5,20),-0.655816 # DEPENDENCYPART_ARC
(5,21),-0.748349 # DEPENDENCYPART_ARC
(5,22),-0.539442 # DEPENDENCYPART_ARC
(5,23),0.295347 # DEPENDENCYPART_ARC
(5,24),-1.21749 # DEPENDENCYPART_ARC
(5,25),-1.10985 # DEPENDENCYPART_ARC
(6,1),-1.66236 # DEPENDENCYPART_ARC
(6,2),-2.04768 # DEPENDENCYPART_ARC
(6,3),-0.988329 # DEPENDENCYPART_ARC
(6,4),-1.22924 # DEPENDENCYPART_ARC
(6,5),0.502414 # DEPENDENCYPART_ARC
(6,7),0.0990328 # DEPENDENCYPART_ARC
(6,8),-0.491938 # DEPENDENCYPART_ARC
(6,9),-0.687298 # DEPENDENCYPART_ARC
(6,10),-0.597292 # DEPENDENCYPART_ARC
(6,11),-0.838341 # DEPENDENCYPART_ARC
(6,12),-0.625372 # DEPENDENCYPART_ARC
(6,13),-0.947121 # DEPENDENCYPART_ARC
(6,14),-0.966625 # DEPENDENCYPART_ARC
(6,15),-0.81719 # DEPENDENCYPART_ARC
(6,16),-0.529084 # DEPENDENCYPART_ARC
(6,17),-0.986427 # DEPENDENCYPART_ARC
(6,18),-0.813093 # DEPENDENCYPART_ARC
(6,19),-1.22039 # DEPENDENCYPART_ARC
(6,20),-1.01973 # DEPENDENCYPART_ARC
(6,21),-1.07298 # DEPENDENCYPART_ARC
(6,22),-1.14832 # DEPENDENCYPART_ARC
(6,23),-0.870436 # DEPENDENCYPART_ARC
(6,24),-1.26484 # DEPENDENCYPART_ARC
(6,25),-1.46547 # DEPENDENCYPART_ARC
(7,1),-0.69187 # DEPENDENCYPART_ARC
(7,2),-0.696059 # DEPENDENCYPART_ARC
(7,3),-0.559419 # DEPENDENCYPART_ARC
(7,4),-0.19923 # DEPENDENCYPART_ARC
(7,5),-0.178002 # DEPENDENCYPART_ARC
(7,6),0.784656 # DEPENDENCYPART_ARC
(7,8),-0.177659 # DEPENDENCYPART_ARC
(7,9),-0.532449 # DEPENDENCYPART_ARC
(7,10),-0.532509 # DEPENDENCYPART_ARC
(7,11),-0.709384 # DEPENDENCYPART_ARC
(7,12),-0.594486 # DEPENDENCYPART_ARC
(7,13),-1.02202 # DEPENDENCYPART_ARC
(7,14),-0.967387 # DEPENDENCYPART_ARC
(7,15),-1.11943 # DEPENDENCYPART_ARC
(7,16),-0.495074 # DEPENDENCYPART_ARC
(7,17),-0.886252 # DEPENDENCYPART_ARC
(7,18),-0.807802 # DEPENDENCYPART_ARC
(7,19),-1.36888 # DEPENDENCYPART_ARC
(7,20),-1.13821 # DEPENDENCYPART_ARC
(7,21),-1.19239 # DEPENDENCYPART_ARC
(7,22),-0.968186 # DEPENDENCYPART_ARC
(7,23),-0.876686 # DEPENDENCYPART_ARC
(7,24),-1.53782 # DEPENDENCYPART_ARC
(7,25),-1.04549 # DEPENDENCYPART_ARC
(8,1),-0.277009 # DEPENDENCYPART_ARC
(8,2),-0.276256 # DEPENDENCYPART_ARC
(8,3),-0.37617 # DEPENDENCYPART_ARC
(8,4),-0.159577 # DEPENDENCYPART_ARC
(8,5),-1.20495 # DEPENDENCYPART_ARC
(8,6),-0.309246 # DEPENDENCYPART_ARC
(8,7),2.31558 # DEPENDENCYPART_ARC
(8,9),-0.464152 # DEPENDENCYPART_ARC
(8,10),-0.421296 # DEPENDENCYPART_ARC
(8,11),-0.556754 # DEPENDENCYPART_ARC
(8,12),-0.419401 # DEPENDENCYPART_ARC
(8,13),-1.41542 # DEPENDENCYPART_ARC
(8,14),-1.38452 # DEPENDENCYPART_ARC
(8,15),-1.23223 # DEPENDENCYPART_ARC
(8,16),-0.805767 # DEPENDENCYPART_ARC
(8,17),-0.987787 # DEPENDENCYPART_ARC
(8,18),-0.716437 # DEPENDENCYPART_ARC
(8,19),-1.82655 # DEPENDENCYPART_ARC
(8,20),-1.32377 # DEPENDENCYPART_ARC
(8,21),-1.57777 # DEPENDENCYPART_ARC
(8,22),-1.13639 # DEPENDENCYPART_ARC
(8,23),-0.456219 # DEPENDENCYPART_ARC
(8,24),-1.89157 # DEPENDENCYPART_ARC
(8,25),-1.77187 # DEPENDENCYPART_ARC
(9,1),-0.454199 # DEPENDENCYPART_ARC
(9,2),-0.521253 # DEPENDENCYPART_ARC
(9,3),-0.803779 # DEPENDENCYPART_ARC
(9,4),-0.21745 # DEPENDENCYPART_ARC
(9,5),-1.39574 # DEPENDENCYPART_ARC
(9,6),-0.346226 # DEPENDENCYPART_ARC
(9,7),0.813835 # DEPENDENCYPART_ARC
(9,8),1.46 # DEPENDENCYPART_ARC
(9,10),0.112973 # DEPENDENCYPART_ARC
(9,11),0.169425 # DEPENDENCYPART_ARC
(9,12),-0.0843368 # DEPENDENCYPART_ARC
(9,13),-0.698237 # DEPENDENCYPART_ARC
(9,14),-1.11921 # DEPENDENCYPART_ARC
(9,15),-0.764556 # DEPENDENCYPART_ARC
(9,16),-0.280225 # DEPENDENCYPART_ARC
(9,17),-0.71127 # DEPENDENCYPART_ARC
(9,18),-0.252341 # DEPENDENCYPART_ARC
(9,19),-1.11181 # DEPENDENCYPART_ARC
(9,20),-0.915623 # DEPENDENCYPART_ARC
(9,21),-1.25111 # DEPENDENCYPART_ARC
(9,22),-0.845299 # DEPENDENCYPART_ARC
(9,23),0.0408413 # DEPENDENCYPART_ARC
(9,24),-1.47322 # DEPENDENCYPART_ARC
(9,25),-1.4056 # DEPENDENCYPART_ARC
(10,1),0.2002 # DEPENDENCYPART_ARC
(10,2),1.06595 # DEPENDENCYPART_ARC
(10,3),1.22369 # DEPENDENCYPART_ARC
(10,4),0.62172 # DEPENDENCYPART_ARC
(10,5),1.28725 # DEPENDENCYPART_ARC
(10,6),-0.047529 # DEPENDENCYPART_ARC
(10,7),0.691128 # DEPENDENCYPART_ARC
(10,8),2.24046 # DEPENDENCYPART_ARC
(10,9),2.8042 # DEPENDENCYPART_ARC
(10,11),0.910257 # DEPENDENCYPART_ARC
(10,12),0.104244 # DEPENDENCYPART_ARC
(10,13),-1.66169 # DEPENDENCYPART_ARC
(10,14),-0.771167 # DEPENDENCYPART_ARC
(10,15),-1.13995 # DEPENDENCYPART_ARC
(10,16),-0.248995 # DEPENDENCYPART_ARC
(10,17),-1.11211 # DEPENDENCYPART_ARC
(10,18),-0.982693 # DEPENDENCYPART_ARC
(10,19),-1.80418 # DEPENDENCYPART_ARC
(10,20),-1.89213 # DEPENDENCYPART_ARC
(10,21),-0.648826 # DEPENDENCYPART_ARC
(10,22),-1.00028 # DEPENDENCYPART_ARC
(10,23),-1.24388 # DEPENDENCYPART_ARC
(10,24),-2.38665 # DEPENDENCYPART_ARC
(10,25),-1.27021 # DEPENDENCYPART_ARC
(11,1),0.265733 # DEPENDENCYPART_ARC
(11,2),1.96349 # DEPENDENCYPART_ARC
(11,3),1.55826 # DEPENDENCYPART_ARC
(11,4),0.94493 # DEPENDENCYPART_ARC
(11,5),0.507695 # DEPENDENCYPART_ARC
(11,6),0.303798 # DEPENDENCYPART_ARC
(11,7),1.05032 # DEPENDENCYPART_ARC
(11,8),2.8222 # DEPENDENCYPART_ARC
(11,9),3.15499 # DEPENDENCYPART_ARC
(11,10),3.69977 # DEPENDENCYPART_ARC
(11,12),0.0387691 # DEPENDENCYPART_ARC
(11,13),-0.415331 # DEPENDENCYPART_ARC
(11,14),-1.30483 # DEPENDENCYPART_ARC
(11,15),-0.683906 # DEPENDENCYPART_ARC
(11,16),-0.930456 # DEPENDENCYPART_ARC
(11,17),-1.12451 # DEPENDENCYPART_ARC
(11,18),-0.895111 # DEPENDENCYPART_ARC
(11,19),-1.34479 # DEPENDENCYPART_ARC
(11,20),-1.17662 # DEPENDENCYPART_ARC
(11,21),-1.51657 # DEPENDENCYPART_ARC
(11,22),-1.2224 # DEPENDENCYPART_ARC
(11,23),-0.64448 # DEPENDENCYPART_ARC
(11,24),-1.59502 # DEPENDENCYPART_ARC
(11,25),-1.62998 # DEPENDENCYPART_ARC
(12,1),-0.515691 # DEPENDENCYPART_ARC
(12,2),-0.554866 # DEPENDENCYPART_ARC
(12,3),-0.411684 # DEPENDENCYPART_ARC
(12,4),-0.82631 # DEPENDENCYPART_ARC
(12,5),0.0215776 # DEPENDENCYPART_ARC
(12,6),-0.952019 # DEPENDENCYPART_ARC
(12,7),-0.460924 # DEPENDENCYPART_ARC
(12,8),0.127249 # DEPENDENCYPART_ARC
(12,9),0.364285 # DEPENDENCYPART_ARC
(12,10),-0.404581 # DEPENDENCYPART_ARC
(12,11),1.02053 # DEPENDENCYPART_ARC
(12,13),0.656839 # DEPENDENCYPART_ARC
(12,14),-0.122435 # DEPENDENCYPART_ARC
(12,15),0.0492055 # DEPENDENCYPART_ARC
(12,16),0.284447 # DEPENDENCYPART_ARC
(12,17),-0.578782 # DEPENDENCYPART_ARC
(12,18),-0.260343 # DEPENDENCYPART_ARC
(12,19),-0.414779 # DEPENDENCYPART_ARC
(12,20),-0.830034 # DEPENDENCYPART_ARC
(12,21),-0.293378 # DEPENDENCYPART_ARC
(12,22),-0.910408 # DEPENDENCYPART_ARC
(12,23),-0.701753 # DEPENDENCYPART_ARC
(12,24),-1.09878 # DEPENDENCYPART_ARC
(12,25),-1.55344 # DEPENDENCYPART_ARC
(13,1),-1.30277 # DEPENDENCYPART_ARC
(13,2),-1.24037 # DEPENDENCYPART_ARC
(13,3),-1.81736 # DEPENDENCYPART_ARC
(13,4),-0.32006 # DEPENDENCYPART_ARC
(13,5),-2.53459 # DEPENDENCYPART_ARC
(13,6),-0.848181 # DEPENDENCYPART_ARC
(13,7),-0.526853 # DEPENDENCYPART_ARC
(13,8),-1.4754 # DEPENDENCYPART_ARC
(13,9),-0.830089 # DEPENDENCYPART_ARC
(13,10),0.00161134 # DEPENDENCYPART_ARC
(13,11),-0.238477 # DEPENDENCYPART_ARC
(13,12),0.744357 # DEPENDENCYPART_ARC
(13,14),-0.202247 # DEPENDENCYPART_ARC
(13,15),-0.017092 # DEPENDENCYPART_ARC
(13,16),-0.109329 # DEPENDENCYPART_ARC
(13,17),-0.264302 # DEPENDENCYPART_ARC
(13,18),-0.371123 # DEPENDENCYPART_ARC
(13,19),-0.903691 # DEPENDENCYPART_ARC
(13,20),-0.596844 # DEPENDENCYPART_ARC
(13,21),-1.02851 # DEPENDENCYPART_ARC
(13,22),-0.447723 # DEPENDENCYPART_ARC
(13,23),-0.185252 # DEPENDENCYPART_ARC
(13,24),-1.39334 # DEPENDENCYPART_ARC
(13,25),-1.15303 # DEPENDENCYPART_ARC
(14,1),-0.219301 # DEPENDENCYPART_ARC
(14,2),0.17717 # DEPENDENCYPART_ARC
(14,3),0.573069 # DEPENDENCYPART_ARC
(14,4),0.302246 # DEPENDENCYPART_ARC
(14,5),0.312485 # DEPENDENCYPART_ARC
(14,6),-0.435452 # DEPENDENCYPART_ARC
(14,7),-0.000824935 # DEPENDENCYPART_ARC
(14,8),1.00521 # DEPENDENCYPART_ARC
(14,9),0.493737 # DEPENDENCYPART_ARC
(14,10),-0.906992 # DEPENDENCYPART_ARC
(14,11),0.608593 # DEPENDENCYPART_ARC
(14,12),0.711579 # DEPENDENCYPART_ARC
(14,13),2.72325 # DEPENDENCYPART_ARC
(14,15),0.108909 # DEPENDENCYPART_ARC
(14,16),0.309089 # DEPENDENCYPART_ARC
(14,17),-0.446769 # DEPENDENCYPART_ARC
(14,18),-0.468553 # DEPENDENCYPART_ARC
(14,19),-0.824746 # DEPENDENCYPART_ARC
(14,20),-1.21752 # DEPENDENCYPART_ARC
(14,21),-0.237373 # DEPENDENCYPART_ARC
(14,22),-0.870823 # DEPENDENCYPART_ARC
(14,23),-0.900073 # DEPENDENCYPART_ARC
(14,24),-1.55396 # DEPENDENCYPART_ARC
(14,25),-1.24196 # DEPENDENCYPART_ARC
(15,1),-1.01196 # DEPENDENCYPART_ARC
(15,2),0.196486 # DEPENDENCYPART_ARC
(15,3),0.0491423 # DEPENDENCYPART_ARC
(15,4),0.923026 # DEPENDENCYPART_ARC
(15,5),-1.18652 # DEPENDENCYPART_ARC
(15,6),-0.088665 # DEPENDENCYPART_ARC
(15,7),-0.187799 # DEPENDENCYPART_ARC
(15,8),0.982853 # DEPENDENCYPART_ARC
(15,9),0.99987 # DEPENDENCYPART_ARC
(15,10),-0.21111 # DEPENDENCYPART_ARC
(15,11),0.00762597 # DEPENDENCYPART_ARC
(15,12),0.811194 # DEPENDENCYPART_ARC
(15,13),2.93044 # DEPENDENCYPART_ARC
(15,14),3.21674 # DEPENDENCYPART_ARC
(15,16),-0.337182 # DEPENDENCYPART_ARC
(15,17),-0.617827 # DEPENDENCYPART_ARC
(15,18),-0.917639 # DEPENDENCYPART_ARC
(15,19),-0.944508 # DEPENDENCYPART_ARC
(15,20),-1.15294 # DEPENDENCYPART_ARC
(15,21),-1.44331 # DEPENDENCYPART_ARC
(15,22),-1.26088 # DEPENDENCYPART_ARC
(15,23),-1.08031 # DEPENDENCYPART_ARC
(15,24),-1.33609 # DEPENDENCYPART_ARC
(15,25),-1.75296 # DEPENDENCYPART_ARC
(16,1),-1.66425 # DEPENDENCYPART_ARC
(16,2),-1.30848 # DEPENDENCYPART_ARC
(16,3),-0.786773 # DEPENDENCYPART_ARC
(16,4),-0.45917 # DEPENDENCYPART_ARC
(16,5),-0.983095 # DEPENDENCYPART_ARC
(16,6),-0.402167 # DEPENDENCYPART_ARC
(16,7),-0.494918 # DEPENDENCYPART_ARC
(16,8),-1.16506 # DEPENDENCYPART_ARC
(16,9),-0.230167 # DEPENDENCYPART_ARC
(16,10),-0.576404 # DEPENDENCYPART_ARC
(16,11),0.370939 # DEPENDENCYPART_ARC
(16,12),0.0567419 # DEPENDENCYPART_ARC
(16,13),1.1012 # DEPENDENCYPART_ARC
(16,14),0.639341 # DEPENDENCYPART_ARC
(16,15),3.79365 # DEPENDENCYPART_ARC
(16,17),0.0834788 # DEPENDENCYPART_ARC
(16,18),-0.199611 # DEPENDENCYPART_ARC
(16,19),-0.103376 # DEPENDENCYPART_ARC
(16,20),-0.445424 # DEPENDENCYPART_ARC
(16,21),-0.432445 # DEPENDENCYPART_ARC
(16,22),-0.469803 # DEPENDENCYPART_ARC
(16,23),-0.682823 # DEPENDENCYPART_ARC
(16,24),-0.56147 # DEPENDENCYPART_ARC
(16,25),-0.677381 # DEPENDENCYPART_ARC
(17,1),-1.52309 # DEPENDENCYPART_ARC
(17,2),-0.701581 # DEPENDENCYPART_ARC
(17,3),-0.651095 # DEPENDENCYPART_ARC
(17,4),-0.633905 # DEPENDENCYPART_ARC
(17,5),-0.450366 # DEPENDENCYPART_ARC
(17,6),-0.493439 # DEPENDENCYPART_ARC
(17,7),-0.635114 # DEPENDENCYPART_ARC
(17,8),-0.26048 # DEPENDENCYPART_ARC
(17,9),-0.271771 # DEPENDENCYPART_ARC
(17,10),-1.69433 # DEPENDENCYPART_ARC
(17,11),-0.30113 # DEPENDENCYPART_ARC
(17,12),-0.174404 # DEPENDENCYPART_ARC
(17,13),0.58729 # DEPENDENCYPART_ARC
(17,14),0.410296 # DEPENDENCYPART_ARC
(17,15),1.02132 # DEPENDENCYPART_ARC
(17,16),1.10065 # DEPENDENCYPART_ARC
(17,18),0.225581 # DEPENDENCYPART_ARC
(17,19),0.0614754 # DEPENDENCYPART_ARC
(17,20),-0.720986 # DEPENDENCYPART_ARC
(17,21),-0.526533 # DEPENDENCYPART_ARC
(17,22),-0.695873 # DEPENDENCYPART_ARC
(17,23),-0.687155 # DEPENDENCYPART_ARC
(17,24),-0.593054 # DEPENDENCYPART_ARC
(17,25),-0.91671 # DEPENDENCYPART_ARC
(18,1),-1.08072 # DEPENDENCYPART_ARC
(18,2),-0.825096 # DEPENDENCYPART_ARC
(18,3),-0.912124 # DEPENDENCYPART_ARC
(18,4),-0.864708 # DEPENDENCYPART_ARC
(18,5),-0.823497 # DEPENDENCYPART_ARC
(18,6),-0.636771 # DEPENDENCYPART_ARC
(18,7),-0.965447 # DEPENDENCYPART_ARC
(18,8),-0.812073 # DEPENDENCYPART_ARC
(18,9),-0.761957 # DEPENDENCYPART_ARC
(18,10),-1.01532 # DEPENDENCYPART_ARC
(18,11),-0.891571 # DEPENDENCYPART_ARC
(18,12),-0.438013 # DEPENDENCYPART_ARC
(18,13),-0.596254 # DEPENDENCYPART_ARC
(18,14),-0.517755 # DEPENDENCYPART_ARC
(18,15),-0.482624 # DEPENDENCYPART_ARC
(18,16),-0.248748 # DEPENDENCYPART_ARC
(18,17),0.739829 # DEPENDENCYPART_ARC
(18,19),0.0406028 # DEPENDENCYPART_ARC
(18,20),-0.201201 # DEPENDENCYPART_ARC
(18,21),-0.287427 # DEPENDENCYPART_ARC
(18,22),-0.279188 # DEPENDENCYPART_ARC
(18,23),-0.613357 # DEPENDENCYPART_ARC
(18,24),-0.828145 # DEPENDENCYPART_ARC
(18,25),-0.690382 # DEPENDENCYPART_ARC
(19,1),-0.745508 # DEPENDENCYPART_ARC
(19,2),-0.670344 # DEPENDENCYPART_ARC
(19,3),-0.775568 # DEPENDENCYPART_ARC
(19,4),0.0382489 # DEPENDENCYPART_ARC
(19,5),-1.4183 # DEPENDENCYPART_ARC
(19,6),-0.531772 # DEPENDENCYPART_ARC
(19,7),0.0396003 # DEPENDENCYPART_ARC
(19,8),-0.752425 # DEPENDENCYPART_ARC
(19,9),-0.333922 # DEPENDENCYPART_ARC
(19,10),-1.98481 # DEPENDENCYPART_ARC
(19,11),-0.467571 # DEPENDENCYPART_ARC
(19,12),0.632976 # DEPENDENCYPART_ARC
(19,13),1.11193 # DEPENDENCYPART_ARC
(19,14),0.357966 # DEPENDENCYPART_ARC
(19,15),0.943203 # DEPENDENCYPART_ARC
(19,16),1.66707 # DEPENDENCYPART_ARC
(19,17),2.61889 # DEPENDENCYPART_ARC
(19,18),2.66237 # DEPENDENCYPART_ARC
(19,20),0.52791 # DEPENDENCYPART_ARC
(19,21),-0.0610394 # DEPENDENCYPART_ARC
(19,22),-0.188831 # DEPENDENCYPART_ARC
(19,23),0.0326645 # DEPENDENCYPART_ARC
(19,24),-0.37378 # DEPENDENCYPART_ARC
(19,25),-0.920213 # DEPENDENCYPART_ARC
(20,1),-0.551696 # DEPENDENCYPART_ARC
(20,2),-0.215535 # DEPENDENCYPART_ARC
(20,3),-0.253515 # DEPENDENCYPART_ARC
(20,4),-0.242367 # DEPENDENCYPART_ARC
(20,5),-0.115815 # DEPENDENCYPART_ARC
(20,6),-0.244412 # DEPENDENCYPART_ARC
(20,7),-0.0241613 # DEPENDENCYPART_ARC
(20,8),0.533667 # DEPENDENCYPART_ARC
(20,9),0.318385 # DEPENDENCYPART_ARC
(20,10),-3.19489 # DEPENDENCYPART_ARC
(20,11),0.143011 # DEPENDENCYPART_ARC
(20,12),0.529949 # DEPENDENCYPART_ARC
(20,13),1.03308 # DEPENDENCYPART_ARC
(20,14),-0.557454 # DEPENDENCYPART_ARC
(20,15),0.80799 # DEPENDENCYPART_ARC
(20,16),0.691626 # DEPENDENCYPART_ARC
(20,17),0.745833 # DEPENDENCYPART_ARC
(20,18),1.09551 # DEPENDENCYPART_ARC
(20,19),2.21055 # DEPENDENCYPART_ARC
(20,21),0.533877 # DEPENDENCYPART_ARC
(20,22),0.216383 # DEPENDENCYPART_ARC
(20,23),0.0727172 # DEPENDENCYPART_ARC
(20,24),0.218553 # DEPENDENCYPART_ARC
(20,25),-0.34256 # DEPENDENCYPART_ARC
(21,1),-0.764871 # DEPENDENCYPART_ARC
(21,2),0.295397 # DEPENDENCYPART_ARC
