# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,35,0,14,13,14,15,16,17,18,21,20,21,22,23,24,25,0,0,28,29,31,31,35,33,35,35,36,0,
(2,29),-1.78646 # DEPENDENCYPART_ARC
(2,30),-0.982414 # DEPENDENCYPART_ARC
(2,31),-3.51897 # DEPENDENCYPART_ARC
(2,32),-1.9999 # DEPENDENCYPART_ARC
(2,33),-3.26636 # DEPENDENCYPART_ARC
(2,34),-2.28235 # DEPENDENCYPART_ARC
(2,35),-2.3175 # DEPENDENCYPART_ARC
(2,36),-2.93785 # DEPENDENCYPART_ARC
(3,1),1.11024 # DEPENDENCYPART_ARC
(3,2),4.42916 # DEPENDENCYPART_ARC
(3,4),0.474328 # DEPENDENCYPART_ARC
(3,5),0.157085 # DEPENDENCYPART_ARC
(3,6),-0.262958 # DEPENDENCYPART_ARC
(3,7),-0.333335 # DEPENDENCYPART_ARC
(3,8),-0.315072 # DEPENDENCYPART_ARC
(3,9),-0.393184 # DEPENDENCYPART_ARC
(3,10),-0.410438 # DEPENDENCYPART_ARC
(3,11),-0.723197 # DEPENDENCYPART_ARC
(3,12),-0.504846 # DEPENDENCYPART_ARC
(3,13),-0.546815 # DEPENDENCYPART_ARC
(3,14),-0.786083 # DEPENDENCYPART_ARC
(3,15),-0.852268 # DEPENDENCYPART_ARC
(3,16),-1.03455 # DEPENDENCYPART_ARC
(3,17),-1.1086 # DEPENDENCYPART_ARC
(3,18),-1.16027 # DEPENDENCYPART_ARC
(3,19),-0.940798 # DEPENDENCYPART_ARC
(3,20),-1.31375 # DEPENDENCYPART_ARC
(3,21),-0.877437 # DEPENDENCYPART_ARC
(3,22),-1.42008 # DEPENDENCYPART_ARC
(3,23),-0.976741 # DEPENDENCYPART_ARC
(3,24),-0.960226 # DEPENDENCYPART_ARC
(3,25),-1.08842 # DEPENDENCYPART_ARC
(3,26),-1.12483 # DEPENDENCYPART_ARC
(3,27),-1.12306 # DEPENDENCYPART_ARC
(3,28),-0.952498 # DEPENDENCYPART_ARC
(3,29),-0.157156 # DEPENDENCYPART_ARC
(3,30),-0.946218 # DEPENDENCYPART_ARC
(3,31),-1.64099 # DEPENDENCYPART_ARC
(3,32),-1.2008 # DEPENDENCYPART_ARC
(3,33),-1.73978 # DEPENDENCYPART_ARC
(3,34),-1.21136 # DEPENDENCYPART_ARC
(3,35),-1.09118 # DEPENDENCYPART_ARC
(3,36),-1.43887 # DEPENDENCYPART_ARC
(4,1),-0.815423 # DEPENDENCYPART_ARC
(4,2),0.422229 # DEPENDENCYPART_ARC
(4,3),0.538592 # DEPENDENCYPART_ARC
(4,5),0.259602 # DEPENDENCYPART_ARC
(4,6),-0.252759 # DEPENDENCYPART_ARC
(4,7),0.0241582 # DEPENDENCYPART_ARC
(4,8),-0.308818 # DEPENDENCYPART_ARC
(4,9),-0.47357 # DEPENDENCYPART_ARC
(4,10),-0.0218976 # DEPENDENCYPART_ARC
(4,11),-1.90598 # DEPENDENCYPART_ARC
(4,12),-0.824448 # DEPENDENCYPART_ARC
(4,13),-0.812637 # DEPENDENCYPART_ARC
(4,14),-1.07431 # DEPENDENCYPART_ARC
(4,15),-0.496985 # DEPENDENCYPART_ARC
(4,16),-1.28895 # DEPENDENCYPART_ARC
(4,17),-1.88207 # DEPENDENCYPART_ARC
(4,18),-2.58648 # DEPENDENCYPART_ARC
(4,19),-0.688961 # DEPENDENCYPART_ARC
(4,20),-1.77177 # DEPENDENCYPART_ARC
(4,21),-1.29473 # DEPENDENCYPART_ARC
(4,22),-2.47771 # DEPENDENCYPART_ARC
(4,23),-1.38762 # DEPENDENCYPART_ARC
(4,24),-1.04939 # DEPENDENCYPART_ARC
(4,25),-0.689802 # DEPENDENCYPART_ARC
(4,26),-1.06961 # DEPENDENCYPART_ARC
(4,27),-1.35409 # DEPENDENCYPART_ARC
(4,28),-1.61489 # DEPENDENCYPART_ARC
(4,29),-0.539883 # DEPENDENCYPART_ARC
(4,30),0.0856783 # DEPENDENCYPART_ARC
(4,31),-3.12669 # DEPENDENCYPART_ARC
(4,32),-0.898779 # DEPENDENCYPART_ARC
(4,33),-2.47666 # DEPENDENCYPART_ARC
(4,34),-1.09448 # DEPENDENCYPART_ARC
(4,35),-1.58425 # DEPENDENCYPART_ARC
(4,36),-1.79571 # DEPENDENCYPART_ARC
(5,1),-0.887039 # DEPENDENCYPART_ARC
(5,2),0.637579 # DEPENDENCYPART_ARC
(5,3),0.501667 # DEPENDENCYPART_ARC
(5,4),2.76517 # DEPENDENCYPART_ARC
(5,6),-0.141823 # DEPENDENCYPART_ARC
(5,7),0.173524 # DEPENDENCYPART_ARC
(5,8),-0.971689 # DEPENDENCYPART_ARC
(5,9),-1.00012 # DEPENDENCYPART_ARC
(5,10),-0.337249 # DEPENDENCYPART_ARC
(5,11),-1.51079 # DEPENDENCYPART_ARC
(5,12),-0.951483 # DEPENDENCYPART_ARC
(5,13),-1.13402 # DEPENDENCYPART_ARC
(5,14),-1.22548 # DEPENDENCYPART_ARC
(5,15),-0.495227 # DEPENDENCYPART_ARC
(5,16),-1.95629 # DEPENDENCYPART_ARC
(5,17),-1.56335 # DEPENDENCYPART_ARC
(5,18),-2.37152 # DEPENDENCYPART_ARC
(5,19),-0.849963 # DEPENDENCYPART_ARC
(5,20),-3.00384 # DEPENDENCYPART_ARC
(5,21),-1.5055 # DEPENDENCYPART_ARC
(5,22),-1.97939 # DEPENDENCYPART_ARC
(5,23),-1.66074 # DEPENDENCYPART_ARC
(5,24),-1.22615 # DEPENDENCYPART_ARC
(5,25),-0.918414 # DEPENDENCYPART_ARC
(5,26),-1.31611 # DEPENDENCYPART_ARC
(5,27),-2.56219 # DEPENDENCYPART_ARC
(5,28),-1.84518 # DEPENDENCYPART_ARC
(5,29),-0.923583 # DEPENDENCYPART_ARC
(5,30),-0.119657 # DEPENDENCYPART_ARC
(5,31),-3.09128 # DEPENDENCYPART_ARC
(5,32),-1.08466 # DEPENDENCYPART_ARC
(5,33),-3.21724 # DEPENDENCYPART_ARC
(5,34),-1.3237 # DEPENDENCYPART_ARC
(5,35),-1.66371 # DEPENDENCYPART_ARC
(5,36),-2.06576 # DEPENDENCYPART_ARC
(6,1),-1.85762 # DEPENDENCYPART_ARC
(6,2),1.06924 # DEPENDENCYPART_ARC
(6,3),1.22048 # DEPENDENCYPART_ARC
(6,4),1.45416 # DEPENDENCYPART_ARC
(6,5),2.8006 # DEPENDENCYPART_ARC
(6,7),0.0954982 # DEPENDENCYPART_ARC
(6,8),-0.252705 # DEPENDENCYPART_ARC
(6,9),-0.219317 # DEPENDENCYPART_ARC
(6,10),-0.436784 # DEPENDENCYPART_ARC
(6,11),-2.24388 # DEPENDENCYPART_ARC
(6,12),-1.04295 # DEPENDENCYPART_ARC
(6,13),-1.36709 # DEPENDENCYPART_ARC
(6,14),-1.47228 # DEPENDENCYPART_ARC
(6,15),-1.29843 # DEPENDENCYPART_ARC
(6,16),-1.77732 # DEPENDENCYPART_ARC
(6,17),-2.71017 # DEPENDENCYPART_ARC
(6,18),-2.71143 # DEPENDENCYPART_ARC
(6,19),-1.94861 # DEPENDENCYPART_ARC
(6,20),-2.81581 # DEPENDENCYPART_ARC
(6,21),-2.17838 # DEPENDENCYPART_ARC
(6,22),-2.80054 # DEPENDENCYPART_ARC
(6,23),-2.29328 # DEPENDENCYPART_ARC
(6,24),-0.987354 # DEPENDENCYPART_ARC
(6,25),-1.54358 # DEPENDENCYPART_ARC
(6,26),-1.2872 # DEPENDENCYPART_ARC
(6,27),-2.56502 # DEPENDENCYPART_ARC
(6,28),-1.89257 # DEPENDENCYPART_ARC
(6,29),-1.28659 # DEPENDENCYPART_ARC
(6,30),-1.76655 # DEPENDENCYPART_ARC
(6,31),-3.3018 # DEPENDENCYPART_ARC
(6,32),-2.52586 # DEPENDENCYPART_ARC
(6,33),-3.74225 # DEPENDENCYPART_ARC
(6,34),-4.11891 # DEPENDENCYPART_ARC
(6,35),-2.15346 # DEPENDENCYPART_ARC
(6,36),-2.50361 # DEPENDENCYPART_ARC
(7,1),0.219524 # DEPENDENCYPART_ARC
(7,2),1.07948 # DEPENDENCYPART_ARC
(7,3),1.2183 # DEPENDENCYPART_ARC
(7,4),1.35015 # DEPENDENCYPART_ARC
(7,5),1.93614 # DEPENDENCYPART_ARC
(7,6),2.71754 # DEPENDENCYPART_ARC
(7,8),0.02764 # DEPENDENCYPART_ARC
(7,9),-0.232788 # DEPENDENCYPART_ARC
(7,10),-0.625144 # DEPENDENCYPART_ARC
(7,11),-0.797897 # DEPENDENCYPART_ARC
(7,12),-1.10678 # DEPENDENCYPART_ARC
(7,13),-1.03851 # DEPENDENCYPART_ARC
(7,14),-1.04354 # DEPENDENCYPART_ARC
(7,15),-1.38944 # DEPENDENCYPART_ARC
(7,16),-0.985559 # DEPENDENCYPART_ARC
(7,17),-1.04354 # DEPENDENCYPART_ARC
(7,18),-1.36705 # DEPENDENCYPART_ARC
(7,19),-1.55163 # DEPENDENCYPART_ARC
(7,20),-1.60083 # DEPENDENCYPART_ARC
(7,21),-1.40414 # DEPENDENCYPART_ARC
(7,22),-1.35895 # DEPENDENCYPART_ARC
(7,23),-1.45194 # DEPENDENCYPART_ARC
(7,24),-1.22575 # DEPENDENCYPART_ARC
(7,25),-1.41592 # DEPENDENCYPART_ARC
(7,26),-1.22198 # DEPENDENCYPART_ARC
(7,27),-0.690667 # DEPENDENCYPART_ARC
(7,28),-1.60933 # DEPENDENCYPART_ARC
(7,29),-1.26753 # DEPENDENCYPART_ARC
(7,30),-1.2619 # DEPENDENCYPART_ARC
(7,31),-1.83482 # DEPENDENCYPART_ARC
(7,32),-1.8866 # DEPENDENCYPART_ARC
(7,33),-1.90797 # DEPENDENCYPART_ARC
(7,34),-2.04028 # DEPENDENCYPART_ARC
(7,35),-1.9231 # DEPENDENCYPART_ARC
(7,36),-1.58431 # DEPENDENCYPART_ARC
(8,1),-2.46296 # DEPENDENCYPART_ARC
(8,2),0.222667 # DEPENDENCYPART_ARC
(8,3),0.227171 # DEPENDENCYPART_ARC
(8,4),0.779877 # DEPENDENCYPART_ARC
(8,5),0.104436 # DEPENDENCYPART_ARC
(8,6),0.29059 # DEPENDENCYPART_ARC
(8,7),2.45488 # DEPENDENCYPART_ARC
(8,9),0.582291 # DEPENDENCYPART_ARC
(8,10),0.190559 # DEPENDENCYPART_ARC
(8,11),-1.43703 # DEPENDENCYPART_ARC
(8,12),-0.54556 # DEPENDENCYPART_ARC
(8,13),-0.865648 # DEPENDENCYPART_ARC
(8,14),-1.03348 # DEPENDENCYPART_ARC
(8,15),-0.498028 # DEPENDENCYPART_ARC
(8,16),-1.00015 # DEPENDENCYPART_ARC
(8,17),-1.33454 # DEPENDENCYPART_ARC
(8,18),-2.2209 # DEPENDENCYPART_ARC
(8,19),-0.779368 # DEPENDENCYPART_ARC
(8,20),-1.60057 # DEPENDENCYPART_ARC
(8,21),-1.39368 # DEPENDENCYPART_ARC
(8,22),-2.01674 # DEPENDENCYPART_ARC
(8,23),-1.31221 # DEPENDENCYPART_ARC
(8,24),-1.06724 # DEPENDENCYPART_ARC
(8,25),-0.75726 # DEPENDENCYPART_ARC
(8,26),-1.06978 # DEPENDENCYPART_ARC
(8,27),-1.17113 # DEPENDENCYPART_ARC
(8,28),-1.58555 # DEPENDENCYPART_ARC
(8,29),-0.699534 # DEPENDENCYPART_ARC
(8,30),-0.148221 # DEPENDENCYPART_ARC
(8,31),-3.05764 # DEPENDENCYPART_ARC
(8,32),-0.994813 # DEPENDENCYPART_ARC
(8,33),-2.29593 # DEPENDENCYPART_ARC
(8,34),-1.18371 # DEPENDENCYPART_ARC
(8,35),-1.66637 # DEPENDENCYPART_ARC
(8,36),-1.84949 # DEPENDENCYPART_ARC
(9,1),-3.84038 # DEPENDENCYPART_ARC
(9,2),-0.553029 # DEPENDENCYPART_ARC
(9,3),-0.196472 # DEPENDENCYPART_ARC
(9,4),0.0459312 # DEPENDENCYPART_ARC
(9,5),-1.00917 # DEPENDENCYPART_ARC
(9,6),-0.619862 # DEPENDENCYPART_ARC
(9,7),1.57647 # DEPENDENCYPART_ARC
(9,8),1.76319 # DEPENDENCYPART_ARC
(9,10),0.0698897 # DEPENDENCYPART_ARC
(9,11),-1.3072 # DEPENDENCYPART_ARC
(9,12),-0.903694 # DEPENDENCYPART_ARC
(9,13),-1.04791 # DEPENDENCYPART_ARC
(9,14),-1.32987 # DEPENDENCYPART_ARC
(9,15),-0.762363 # DEPENDENCYPART_ARC
(9,16),-1.16201 # DEPENDENCYPART_ARC
(9,17),-1.61618 # DEPENDENCYPART_ARC
(9,18),-2.45295 # DEPENDENCYPART_ARC
(9,19),-0.92027 # DEPENDENCYPART_ARC
(9,20),-1.91801 # DEPENDENCYPART_ARC
(9,21),-1.67976 # DEPENDENCYPART_ARC
(9,22),-2.39253 # DEPENDENCYPART_ARC
(9,23),-1.62774 # DEPENDENCYPART_ARC
(9,24),-1.48031 # DEPENDENCYPART_ARC
(9,25),-1.1315 # DEPENDENCYPART_ARC
(9,26),-1.41017 # DEPENDENCYPART_ARC
(9,27),-1.47774 # DEPENDENCYPART_ARC
(9,28),-1.86332 # DEPENDENCYPART_ARC
(9,29),-0.930461 # DEPENDENCYPART_ARC
(9,30),-0.443425 # DEPENDENCYPART_ARC
(9,31),-3.21637 # DEPENDENCYPART_ARC
(9,32),-1.31832 # DEPENDENCYPART_ARC
(9,33),-2.67274 # DEPENDENCYPART_ARC
(9,34),-1.4631 # DEPENDENCYPART_ARC
(9,35),-1.99594 # DEPENDENCYPART_ARC
(9,36),-2.17056 # DEPENDENCYPART_ARC
(10,1),-3.26197 # DEPENDENCYPART_ARC
(10,2),-0.322956 # DEPENDENCYPART_ARC
(10,3),-0.252963 # DEPENDENCYPART_ARC
(10,4),-0.145321 # DEPENDENCYPART_ARC
(10,5),-0.1422 # DEPENDENCYPART_ARC
(10,6),-1.29816 # DEPENDENCYPART_ARC
(10,7),-0.0509425 # DEPENDENCYPART_ARC
(10,8),0.0837355 # DEPENDENCYPART_ARC
(10,9),0.683893 # DEPENDENCYPART_ARC
(10,11),0.502077 # DEPENDENCYPART_ARC
(10,12),-0.252696 # DEPENDENCYPART_ARC
(10,13),-0.288425 # DEPENDENCYPART_ARC
(10,14),-0.21468 # DEPENDENCYPART_ARC
(10,15),-0.764103 # DEPENDENCYPART_ARC
(10,16),-0.458899 # DEPENDENCYPART_ARC
(10,17),-0.432135 # DEPENDENCYPART_ARC
(10,18),-0.57074 # DEPENDENCYPART_ARC
(10,19),-0.687442 # DEPENDENCYPART_ARC
(10,20),-0.714086 # DEPENDENCYPART_ARC
(10,21),-1.24952 # DEPENDENCYPART_ARC
(10,22),-0.99259 # DEPENDENCYPART_ARC
(10,23),-1.43935 # DEPENDENCYPART_ARC
(10,24),-1.00414 # DEPENDENCYPART_ARC
(10,25),-2.04612 # DEPENDENCYPART_ARC
(10,26),-2.09049 # DEPENDENCYPART_ARC
(10,27),-1.54858 # DEPENDENCYPART_ARC
(10,28),-0.861685 # DEPENDENCYPART_ARC
(10,29),-1.31174 # DEPENDENCYPART_ARC
(10,30),-0.967881 # DEPENDENCYPART_ARC
(10,31),-1.46011 # DEPENDENCYPART_ARC
(10,32),-1.35581 # DEPENDENCYPART_ARC
(10,33),-1.73011 # DEPENDENCYPART_ARC
(10,34),-2.07177 # DEPENDENCYPART_ARC
(10,35),-1.34857 # DEPENDENCYPART_ARC
(10,36),-3.56809 # DEPENDENCYPART_ARC
(11,1),-4.70261 # DEPENDENCYPART_ARC
(11,2),-0.604708 # DEPENDENCYPART_ARC
(11,3),-0.194182 # DEPENDENCYPART_ARC
(11,4),-0.425576 # DEPENDENCYPART_ARC
(11,5),-0.881154 # DEPENDENCYPART_ARC
(11,6),-1.54583 # DEPENDENCYPART_ARC
(11,7),0.0550029 # DEPENDENCYPART_ARC
(11,8),0.257581 # DEPENDENCYPART_ARC
(11,9),0.755857 # DEPENDENCYPART_ARC
(11,10),0.843654 # DEPENDENCYPART_ARC
(11,12),0.211132 # DEPENDENCYPART_ARC
(11,13),-0.0982937 # DEPENDENCYPART_ARC
(11,14),-0.321169 # DEPENDENCYPART_ARC
(11,15),0.0320912 # DEPENDENCYPART_ARC
(11,16),-0.633884 # DEPENDENCYPART_ARC
(11,17),-0.295914 # DEPENDENCYPART_ARC
(11,18),-0.952121 # DEPENDENCYPART_ARC
(11,19),-0.445523 # DEPENDENCYPART_ARC
(11,20),-1.57194 # DEPENDENCYPART_ARC
(11,21),-0.70177 # DEPENDENCYPART_ARC
(11,22),-0.57058 # DEPENDENCYPART_ARC
(11,23),-0.842582 # DEPENDENCYPART_ARC
(11,24),-0.952048 # DEPENDENCYPART_ARC
(11,25),-0.534828 # DEPENDENCYPART_ARC
(11,26),-1.08639 # DEPENDENCYPART_ARC
(11,27),-1.87072 # DEPENDENCYPART_ARC
(11,28),-1.31055 # DEPENDENCYPART_ARC
(11,29),-0.755289 # DEPENDENCYPART_ARC
(11,30),-0.230027 # DEPENDENCYPART_ARC
(11,31),-2.14739 # DEPENDENCYPART_ARC
(11,32),-0.85483 # DEPENDENCYPART_ARC
(11,33),-2.26279 # DEPENDENCYPART_ARC
(11,34),-1.15599 # DEPENDENCYPART_ARC
(11,35),-1.38662 # DEPENDENCYPART_ARC
(11,36),-1.80807 # DEPENDENCYPART_ARC
(12,1),-7.99203 # DEPENDENCYPART_ARC
(12,2),-1.08802 # DEPENDENCYPART_ARC
(12,3),-0.685818 # DEPENDENCYPART_ARC
(12,4),-0.72788 # DEPENDENCYPART_ARC
(12,5),-0.781259 # DEPENDENCYPART_ARC
(12,6),-3.89271 # DEPENDENCYPART_ARC
(12,7),-1.0312 # DEPENDENCYPART_ARC
(12,8),-0.407632 # DEPENDENCYPART_ARC
(12,9),-0.065918 # DEPENDENCYPART_ARC
(12,10),-0.300026 # DEPENDENCYPART_ARC
(12,11),1.01394 # DEPENDENCYPART_ARC
(12,13),0.528684 # DEPENDENCYPART_ARC
(12,14),0.118759 # DEPENDENCYPART_ARC
(12,15),-0.0280787 # DEPENDENCYPART_ARC
(12,16),0.337092 # DEPENDENCYPART_ARC
(12,17),-0.0408668 # DEPENDENCYPART_ARC
(12,18),-0.498791 # DEPENDENCYPART_ARC
(12,19),-0.577959 # DEPENDENCYPART_ARC
(12,20),-0.913468 # DEPENDENCYPART_ARC
(12,21),-0.598484 # DEPENDENCYPART_ARC
(12,22),-0.873777 # DEPENDENCYPART_ARC
(12,23),-1.02679 # DEPENDENCYPART_ARC
(12,24),-0.270037 # DEPENDENCYPART_ARC
(12,25),-0.805436 # DEPENDENCYPART_ARC
(12,26),-0.666238 # DEPENDENCYPART_ARC
(12,27),-1.50972 # DEPENDENCYPART_ARC
(12,28),-0.653475 # DEPENDENCYPART_ARC
(12,29),-0.46018 # DEPENDENCYPART_ARC
(12,30),-0.9167 # DEPENDENCYPART_ARC
(12,31),-1.86418 # DEPENDENCYPART_ARC
(12,32),-1.44567 # DEPENDENCYPART_ARC
(12,33),-2.37844 # DEPENDENCYPART_ARC
(12,34),-2.76494 # DEPENDENCYPART_ARC
(12,35),-1.11196 # DEPENDENCYPART_ARC
(12,36),-1.83263 # DEPENDENCYPART_ARC
(13,1),-8.69009 # DEPENDENCYPART_ARC
(13,2),-0.667717 # DEPENDENCYPART_ARC
(13,3),-0.232893 # DEPENDENCYPART_ARC
(13,4),-0.0792964 # DEPENDENCYPART_ARC
(13,5),-0.494658 # DEPENDENCYPART_ARC
(13,6),-4.33743 # DEPENDENCYPART_ARC
(13,7),-0.369326 # DEPENDENCYPART_ARC
(13,8),0.0912183 # DEPENDENCYPART_ARC
(13,9),0.204811 # DEPENDENCYPART_ARC
(13,10),0.305639 # DEPENDENCYPART_ARC
(13,11),0.877302 # DEPENDENCYPART_ARC
(13,12),2.98493 # DEPENDENCYPART_ARC
(13,14),0.0323347 # DEPENDENCYPART_ARC
(13,15),-0.0413358 # DEPENDENCYPART_ARC
(13,16),-0.579494 # DEPENDENCYPART_ARC
(13,17),-0.982174 # DEPENDENCYPART_ARC
(13,18),-1.10347 # DEPENDENCYPART_ARC
(13,19),-0.922894 # DEPENDENCYPART_ARC
(13,20),-1.84423 # DEPENDENCYPART_ARC
(13,21),-1.1913 # DEPENDENCYPART_ARC
(13,22),-1.42108 # DEPENDENCYPART_ARC
(13,23),-1.22399 # DEPENDENCYPART_ARC
(13,24),-0.171112 # DEPENDENCYPART_ARC
(13,25),-1.05328 # DEPENDENCYPART_ARC
(13,26),-1.12127 # DEPENDENCYPART_ARC
(13,27),-1.46858 # DEPENDENCYPART_ARC
(13,28),-1.19074 # DEPENDENCYPART_ARC
(13,29),-0.974456 # DEPENDENCYPART_ARC
(13,30),-1.27232 # DEPENDENCYPART_ARC
(13,31),-3.10163 # DEPENDENCYPART_ARC
(13,32),-1.79874 # DEPENDENCYPART_ARC
(13,33),-3.43612 # DEPENDENCYPART_ARC
(13,34),-3.103 # DEPENDENCYPART_ARC
(13,35),-1.41248 # DEPENDENCYPART_ARC
(13,36),-2.15733 # DEPENDENCYPART_ARC
(14,1),-9.62483 # DEPENDENCYPART_ARC
(14,2),0.493084 # DEPENDENCYPART_ARC
(14,3),0.0827745 # DEPENDENCYPART_ARC
(14,4),0.398946 # DEPENDENCYPART_ARC
(14,5),0.526588 # DEPENDENCYPART_ARC
(14,6),-5.52858 # DEPENDENCYPART_ARC
(14,7),-0.0382964 # DEPENDENCYPART_ARC
