# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,15,0,17,18,20,20,21,22,0,
(12,10),-0.462217 # DEPENDENCYPART_ARC
(12,11),0.81563 # DEPENDENCYPART_ARC
(12,13),0.247418 # DEPENDENCYPART_ARC
(12,14),0.132791 # DEPENDENCYPART_ARC
(12,15),-0.417464 # DEPENDENCYPART_ARC
(12,16),-0.50641 # DEPENDENCYPART_ARC
(12,17),-0.696145 # DEPENDENCYPART_ARC
(12,18),-0.744899 # DEPENDENCYPART_ARC
(12,19),-0.898687 # DEPENDENCYPART_ARC
(12,20),-0.7787 # DEPENDENCYPART_ARC
(12,21),-0.798902 # DEPENDENCYPART_ARC
(12,22),-1.10491 # DEPENDENCYPART_ARC
(13,2),-1.07615 # DEPENDENCYPART_ARC
(13,3),-1.04435 # DEPENDENCYPART_ARC
(13,4),-1.08623 # DEPENDENCYPART_ARC
(13,6),-1.11801 # DEPENDENCYPART_ARC
(13,11),-0.400804 # DEPENDENCYPART_ARC
(13,12),0.344733 # DEPENDENCYPART_ARC
(13,14),0.030286 # DEPENDENCYPART_ARC
(13,15),-0.125257 # DEPENDENCYPART_ARC
(13,17),-0.668018 # DEPENDENCYPART_ARC
(13,18),-0.823723 # DEPENDENCYPART_ARC
(13,22),-0.723418 # DEPENDENCYPART_ARC
(14,1),0.335115 # DEPENDENCYPART_ARC
(14,2),-3.73956 # DEPENDENCYPART_ARC
(14,3),0.425434 # DEPENDENCYPART_ARC
(14,4),-0.916615 # DEPENDENCYPART_ARC
(14,5),0.365156 # DEPENDENCYPART_ARC
(14,6),-0.563406 # DEPENDENCYPART_ARC
(14,7),0.37728 # DEPENDENCYPART_ARC
(14,8),-0.327896 # DEPENDENCYPART_ARC
(14,9),0.435047 # DEPENDENCYPART_ARC
(14,10),-0.350073 # DEPENDENCYPART_ARC
(14,11),0.904152 # DEPENDENCYPART_ARC
(14,12),2.15927 # DEPENDENCYPART_ARC
(14,13),2.55766 # DEPENDENCYPART_ARC
(14,15),0.139876 # DEPENDENCYPART_ARC
(14,16),-0.108594 # DEPENDENCYPART_ARC
(14,17),-0.456063 # DEPENDENCYPART_ARC
(14,18),-0.644998 # DEPENDENCYPART_ARC
(14,19),-1.3165 # DEPENDENCYPART_ARC
(14,20),-0.787287 # DEPENDENCYPART_ARC
(14,21),-1.72699 # DEPENDENCYPART_ARC
(14,22),-1.17775 # DEPENDENCYPART_ARC
(15,1),-0.901949 # DEPENDENCYPART_ARC
(15,2),-3.9148 # DEPENDENCYPART_ARC
(15,3),-0.383629 # DEPENDENCYPART_ARC
(15,4),-0.359919 # DEPENDENCYPART_ARC
(15,5),-0.658896 # DEPENDENCYPART_ARC
(15,6),0.0343919 # DEPENDENCYPART_ARC
(15,7),-0.333188 # DEPENDENCYPART_ARC
(15,8),-1.93009 # DEPENDENCYPART_ARC
(15,9),0.137317 # DEPENDENCYPART_ARC
(15,10),-0.732885 # DEPENDENCYPART_ARC
(15,11),-0.322964 # DEPENDENCYPART_ARC
(15,12),-0.177131 # DEPENDENCYPART_ARC
(15,13),-0.0818295 # DEPENDENCYPART_ARC
(15,14),0.893014 # DEPENDENCYPART_ARC
(15,16),-0.448412 # DEPENDENCYPART_ARC
(15,17),-0.729754 # DEPENDENCYPART_ARC
(15,18),-0.463838 # DEPENDENCYPART_ARC
(15,19),-0.66469 # DEPENDENCYPART_ARC
(15,20),-0.619737 # DEPENDENCYPART_ARC
(15,21),-0.557805 # DEPENDENCYPART_ARC
(15,22),-1.59684 # DEPENDENCYPART_ARC
(16,2),-1.48114 # DEPENDENCYPART_ARC
(16,3),-1.32092 # DEPENDENCYPART_ARC
(16,4),-1.38682 # DEPENDENCYPART_ARC
(16,6),-1.43449 # DEPENDENCYPART_ARC
(16,11),-1.40519 # DEPENDENCYPART_ARC
(16,12),-1.48204 # DEPENDENCYPART_ARC
(16,14),-1.07078 # DEPENDENCYPART_ARC
(16,15),-0.0358554 # DEPENDENCYPART_ARC
(16,17),0.162989 # DEPENDENCYPART_ARC
(16,18),-0.164381 # DEPENDENCYPART_ARC
(16,22),-0.397907 # DEPENDENCYPART_ARC
(17,1),-0.370388 # DEPENDENCYPART_ARC
(17,2),-6.77586 # DEPENDENCYPART_ARC
(17,3),0.297306 # DEPENDENCYPART_ARC
(17,4),-0.520676 # DEPENDENCYPART_ARC
(17,5),-0.540824 # DEPENDENCYPART_ARC
(17,6),-0.390755 # DEPENDENCYPART_ARC
(17,7),0.00146542 # DEPENDENCYPART_ARC
(17,8),-2.11502 # DEPENDENCYPART_ARC
(17,9),-0.198361 # DEPENDENCYPART_ARC
(17,10),-1.18049 # DEPENDENCYPART_ARC
(17,11),-0.207388 # DEPENDENCYPART_ARC
(17,12),-0.138273 # DEPENDENCYPART_ARC
(17,13),-0.00419125 # DEPENDENCYPART_ARC
(17,14),-0.610984 # DEPENDENCYPART_ARC
(17,15),0.739624 # DEPENDENCYPART_ARC
(17,16),1.96499 # DEPENDENCYPART_ARC
(17,18),0.371889 # DEPENDENCYPART_ARC
(17,19),-0.412916 # DEPENDENCYPART_ARC
(17,20),-0.130751 # DEPENDENCYPART_ARC
(17,21),-1.15432 # DEPENDENCYPART_ARC
(17,22),-0.472697 # DEPENDENCYPART_ARC
(18,1),-0.72428 # DEPENDENCYPART_ARC
(18,2),-5.08972 # DEPENDENCYPART_ARC
(18,3),-0.718364 # DEPENDENCYPART_ARC
(18,4),-1.39894 # DEPENDENCYPART_ARC
(18,5),-0.144153 # DEPENDENCYPART_ARC
(18,6),0.0180249 # DEPENDENCYPART_ARC
(18,7),-0.039281 # DEPENDENCYPART_ARC
(18,8),-2.63743 # DEPENDENCYPART_ARC
(18,9),-0.688969 # DEPENDENCYPART_ARC
(18,10),-0.980643 # DEPENDENCYPART_ARC
(18,11),0.177553 # DEPENDENCYPART_ARC
(18,12),0.265748 # DEPENDENCYPART_ARC
(18,13),0.660526 # DEPENDENCYPART_ARC
(18,14),0.0769559 # DEPENDENCYPART_ARC
(18,15),0.797548 # DEPENDENCYPART_ARC
(18,16),1.70854 # DEPENDENCYPART_ARC
(18,17),3.02073 # DEPENDENCYPART_ARC
(18,19),-0.565316 # DEPENDENCYPART_ARC
(18,20),-0.158303 # DEPENDENCYPART_ARC
(18,21),-1.09646 # DEPENDENCYPART_ARC
(18,22),-0.905355 # DEPENDENCYPART_ARC
(19,1),-0.132267 # DEPENDENCYPART_ARC
(19,2),-9.25001 # DEPENDENCYPART_ARC
(19,3),-0.1025 # DEPENDENCYPART_ARC
(19,4),0.466994 # DEPENDENCYPART_ARC
(19,5),-0.684615 # DEPENDENCYPART_ARC
(19,6),-0.523728 # DEPENDENCYPART_ARC
(19,7),0.102141 # DEPENDENCYPART_ARC
(19,8),-4.88366 # DEPENDENCYPART_ARC
(19,9),0.0288031 # DEPENDENCYPART_ARC
(19,10),0.643758 # DEPENDENCYPART_ARC
(19,11),-1.31841 # DEPENDENCYPART_ARC
(19,12),-0.590194 # DEPENDENCYPART_ARC
(19,13),-0.373047 # DEPENDENCYPART_ARC
(19,14),0.139983 # DEPENDENCYPART_ARC
(19,15),-0.179044 # DEPENDENCYPART_ARC
(19,16),0.175202 # DEPENDENCYPART_ARC
(19,17),1.23962 # DEPENDENCYPART_ARC
(19,18),2.66174 # DEPENDENCYPART_ARC
(19,20),-0.062902 # DEPENDENCYPART_ARC
(19,21),-0.653116 # DEPENDENCYPART_ARC
(19,22),-0.861793 # DEPENDENCYPART_ARC
(20,1),-0.625679 # DEPENDENCYPART_ARC
(20,2),-5.9162 # DEPENDENCYPART_ARC
(20,3),1.0386 # DEPENDENCYPART_ARC
(20,4),-0.430538 # DEPENDENCYPART_ARC
(20,5),-0.104951 # DEPENDENCYPART_ARC
(20,6),0.597587 # DEPENDENCYPART_ARC
(20,7),0.893308 # DEPENDENCYPART_ARC
(20,8),-2.57349 # DEPENDENCYPART_ARC
(20,9),0.663268 # DEPENDENCYPART_ARC
(20,10),-0.190179 # DEPENDENCYPART_ARC
(20,11),0.367788 # DEPENDENCYPART_ARC
(20,12),0.33538 # DEPENDENCYPART_ARC
(20,13),0.883962 # DEPENDENCYPART_ARC
(20,14),0.631583 # DEPENDENCYPART_ARC
(20,15),0.66558 # DEPENDENCYPART_ARC
(20,16),1.4454 # DEPENDENCYPART_ARC
(20,17),1.13383 # DEPENDENCYPART_ARC
(20,18),3.27823 # DEPENDENCYPART_ARC
(20,19),3.33526 # DEPENDENCYPART_ARC
(20,21),-0.523461 # DEPENDENCYPART_ARC
(20,22),-0.16377 # DEPENDENCYPART_ARC
(21,1),-0.208367 # DEPENDENCYPART_ARC
(21,2),-8.99726 # DEPENDENCYPART_ARC
(21,3),-1.98488 # DEPENDENCYPART_ARC
(21,4),-0.901669 # DEPENDENCYPART_ARC
(21,5),-0.689272 # DEPENDENCYPART_ARC
(21,6),-1.32783 # DEPENDENCYPART_ARC
(21,7),0.422783 # DEPENDENCYPART_ARC
(21,8),-5.45235 # DEPENDENCYPART_ARC
(21,9),0.0644019 # DEPENDENCYPART_ARC
(21,10),0.732851 # DEPENDENCYPART_ARC
(21,11),0.101823 # DEPENDENCYPART_ARC
(21,12),-0.36625 # DEPENDENCYPART_ARC
(21,13),0.0695874 # DEPENDENCYPART_ARC
(21,14),0.215332 # DEPENDENCYPART_ARC
(21,15),0.70664 # DEPENDENCYPART_ARC
(21,16),0.440772 # DEPENDENCYPART_ARC
(21,17),-1.18024 # DEPENDENCYPART_ARC
(21,18),0.57492 # DEPENDENCYPART_ARC
(21,19),0.25157 # DEPENDENCYPART_ARC
(21,20),3.23314 # DEPENDENCYPART_ARC
(21,22),-0.292367 # DEPENDENCYPART_ARC
(22,1),-0.843127 # DEPENDENCYPART_ARC
(22,2),-6.83043 # DEPENDENCYPART_ARC
(22,3),-0.449565 # DEPENDENCYPART_ARC
(22,4),-0.681582 # DEPENDENCYPART_ARC
(22,5),-0.414467 # DEPENDENCYPART_ARC
(22,6),-0.258847 # DEPENDENCYPART_ARC
(22,7),0.0274823 # DEPENDENCYPART_ARC
(22,8),-4.59871 # DEPENDENCYPART_ARC
(22,9),-0.27717 # DEPENDENCYPART_ARC
(22,10),-1.12905 # DEPENDENCYPART_ARC
(22,11),-0.58193 # DEPENDENCYPART_ARC
(22,12),-1.12959 # DEPENDENCYPART_ARC
(22,13),-0.397364 # DEPENDENCYPART_ARC
(22,14),-0.0445942 # DEPENDENCYPART_ARC
(22,15),-0.0828888 # DEPENDENCYPART_ARC
(22,16),-0.1155 # DEPENDENCYPART_ARC
(22,17),-1.84295 # DEPENDENCYPART_ARC
(22,18),0.0335478 # DEPENDENCYPART_ARC
(22,19),-1.36345 # DEPENDENCYPART_ARC
(22,20),-0.0636276 # DEPENDENCYPART_ARC
(22,21),1.73941 # DEPENDENCYPART_ARC
