# _root_ Dışişleri_Bakanlığı , Türkiye'nin devlet _ olarak dava sürecine müdahil _ olmama kararını , Yunan mevzuatına _ dayanarak aldı .
#goldHeads=18,0,12,5,6,11,8,11,11,11,12,18,0,15,17,17,18,19,0,
#predictedHeads=2,0,5,5,6,9,8,10,10,11,12,13,0,15,16,17,18,19,0,
(2,9),-0.833044 # DEPENDENCYPART_ARC
(2,10),-0.601782 # DEPENDENCYPART_ARC
(2,11),-0.279542 # DEPENDENCYPART_ARC
(2,12),-0.436109 # DEPENDENCYPART_ARC
(2,13),-1.16254 # DEPENDENCYPART_ARC
(2,14),-0.957267 # DEPENDENCYPART_ARC
(2,15),-0.906354 # DEPENDENCYPART_ARC
(2,16),-0.971634 # DEPENDENCYPART_ARC
(2,17),-1.55724 # DEPENDENCYPART_ARC
(2,18),-0.831153 # DEPENDENCYPART_ARC
(2,19),-2.6598 # DEPENDENCYPART_ARC
(3,1),-0.968676 # DEPENDENCYPART_ARC
(3,2),0.384421 # DEPENDENCYPART_ARC
(3,4),-0.106222 # DEPENDENCYPART_ARC
(3,5),-0.565694 # DEPENDENCYPART_ARC
(3,6),-0.497312 # DEPENDENCYPART_ARC
(3,7),-0.650144 # DEPENDENCYPART_ARC
(3,8),-1.10573 # DEPENDENCYPART_ARC
(3,9),-0.56343 # DEPENDENCYPART_ARC
(3,10),-0.855392 # DEPENDENCYPART_ARC
(3,12),-1.26309 # DEPENDENCYPART_ARC
(3,13),-0.167624 # DEPENDENCYPART_ARC
(3,14),-1.48352 # DEPENDENCYPART_ARC
(3,15),-1.81718 # DEPENDENCYPART_ARC
(3,16),-1.91404 # DEPENDENCYPART_ARC
(3,17),-1.24696 # DEPENDENCYPART_ARC
(3,18),-2.06487 # DEPENDENCYPART_ARC
(3,19),-1.25211 # DEPENDENCYPART_ARC
(4,1),-1.15077 # DEPENDENCYPART_ARC
(4,2),0.332565 # DEPENDENCYPART_ARC
(4,3),1.78249 # DEPENDENCYPART_ARC
(4,5),-0.390679 # DEPENDENCYPART_ARC
(4,6),-0.312342 # DEPENDENCYPART_ARC
(4,7),-0.586906 # DEPENDENCYPART_ARC
(4,8),-0.956762 # DEPENDENCYPART_ARC
(4,9),-0.601945 # DEPENDENCYPART_ARC
(4,10),-0.981495 # DEPENDENCYPART_ARC
(4,11),-0.726175 # DEPENDENCYPART_ARC
(4,12),-1.67237 # DEPENDENCYPART_ARC
(4,13),-0.443594 # DEPENDENCYPART_ARC
(4,14),-1.12509 # DEPENDENCYPART_ARC
(4,15),-1.79474 # DEPENDENCYPART_ARC
(4,16),-1.93665 # DEPENDENCYPART_ARC
(4,17),-1.47749 # DEPENDENCYPART_ARC
(4,18),-2.40107 # DEPENDENCYPART_ARC
(4,19),-1.4111 # DEPENDENCYPART_ARC
(5,1),0.1213 # DEPENDENCYPART_ARC
(5,2),-0.070097 # DEPENDENCYPART_ARC
(5,3),2.03499 # DEPENDENCYPART_ARC
(5,4),2.50972 # DEPENDENCYPART_ARC
(5,6),0.287713 # DEPENDENCYPART_ARC
(5,7),-0.373894 # DEPENDENCYPART_ARC
(5,8),-0.650794 # DEPENDENCYPART_ARC
(5,9),-0.976698 # DEPENDENCYPART_ARC
(5,10),-1.4275 # DEPENDENCYPART_ARC
(5,11),-1.22359 # DEPENDENCYPART_ARC
(5,12),-0.623313 # DEPENDENCYPART_ARC
(5,13),-0.930785 # DEPENDENCYPART_ARC
(5,14),-2.26099 # DEPENDENCYPART_ARC
(5,15),-2.19418 # DEPENDENCYPART_ARC
(5,16),-2.19846 # DEPENDENCYPART_ARC
(5,17),-0.901774 # DEPENDENCYPART_ARC
(5,18),-1.93833 # DEPENDENCYPART_ARC
(5,19),-1.8074 # DEPENDENCYPART_ARC
(6,1),-0.016131 # DEPENDENCYPART_ARC
(6,2),0.120134 # DEPENDENCYPART_ARC
(6,3),1.29963 # DEPENDENCYPART_ARC
(6,4),2.06407 # DEPENDENCYPART_ARC
(6,5),3.13504 # DEPENDENCYPART_ARC
(6,7),-0.86014 # DEPENDENCYPART_ARC
(6,8),-1.21393 # DEPENDENCYPART_ARC
(6,9),-1.31533 # DEPENDENCYPART_ARC
(6,10),-1.1473 # DEPENDENCYPART_ARC
(6,11),-1.64395 # DEPENDENCYPART_ARC
(6,12),-1.69949 # DEPENDENCYPART_ARC
(6,13),-1.36369 # DEPENDENCYPART_ARC
(6,14),-2.00186 # DEPENDENCYPART_ARC
(6,15),-1.92285 # DEPENDENCYPART_ARC
(6,16),-1.45736 # DEPENDENCYPART_ARC
(6,17),-1.62808 # DEPENDENCYPART_ARC
(6,18),-1.59536 # DEPENDENCYPART_ARC
(6,19),-2.2518 # DEPENDENCYPART_ARC
(7,1),-1.61868 # DEPENDENCYPART_ARC
(7,2),-0.353056 # DEPENDENCYPART_ARC
(7,3),-0.256048 # DEPENDENCYPART_ARC
(7,4),0.413084 # DEPENDENCYPART_ARC
(7,5),0.802054 # DEPENDENCYPART_ARC
(7,6),0.539914 # DEPENDENCYPART_ARC
(7,8),-0.194331 # DEPENDENCYPART_ARC
(7,9),-0.0871928 # DEPENDENCYPART_ARC
(7,10),-0.687665 # DEPENDENCYPART_ARC
(7,11),-0.534542 # DEPENDENCYPART_ARC
(7,12),-1.49727 # DEPENDENCYPART_ARC
(7,13),-0.3809 # DEPENDENCYPART_ARC
(7,14),-1.18306 # DEPENDENCYPART_ARC
(7,15),-1.62981 # DEPENDENCYPART_ARC
(7,16),-1.70324 # DEPENDENCYPART_ARC
(7,17),-1.13525 # DEPENDENCYPART_ARC
(7,18),-2.31259 # DEPENDENCYPART_ARC
(7,19),-1.31259 # DEPENDENCYPART_ARC
(8,1),-1.12376 # DEPENDENCYPART_ARC
(8,2),0.267322 # DEPENDENCYPART_ARC
(8,3),1.48303 # DEPENDENCYPART_ARC
(8,4),0.483904 # DEPENDENCYPART_ARC
(8,5),-0.171607 # DEPENDENCYPART_ARC
(8,6),0.443188 # DEPENDENCYPART_ARC
(8,7),2.52837 # DEPENDENCYPART_ARC
(8,9),0.293204 # DEPENDENCYPART_ARC
(8,10),-0.231888 # DEPENDENCYPART_ARC
(8,11),-0.736457 # DEPENDENCYPART_ARC
(8,12),-0.570583 # DEPENDENCYPART_ARC
(8,13),-0.325449 # DEPENDENCYPART_ARC
(8,14),-1.26256 # DEPENDENCYPART_ARC
(8,15),-1.09822 # DEPENDENCYPART_ARC
(8,16),-1.6167 # DEPENDENCYPART_ARC
(8,17),-0.903975 # DEPENDENCYPART_ARC
(8,18),-1.80799 # DEPENDENCYPART_ARC
(8,19),-1.19237 # DEPENDENCYPART_ARC
(9,1),-0.790237 # DEPENDENCYPART_ARC
(9,2),-0.075129 # DEPENDENCYPART_ARC
(9,3),-0.0653827 # DEPENDENCYPART_ARC
(9,4),0.25573 # DEPENDENCYPART_ARC
(9,5),-0.483695 # DEPENDENCYPART_ARC
(9,6),0.678707 # DEPENDENCYPART_ARC
(9,7),0.887707 # DEPENDENCYPART_ARC
(9,8),1.54451 # DEPENDENCYPART_ARC
(9,10),-0.137604 # DEPENDENCYPART_ARC
(9,11),0.118395 # DEPENDENCYPART_ARC
(9,12),-0.066622 # DEPENDENCYPART_ARC
(9,13),-0.595518 # DEPENDENCYPART_ARC
(9,14),-0.721187 # DEPENDENCYPART_ARC
(9,15),-0.833319 # DEPENDENCYPART_ARC
(9,16),-1.01272 # DEPENDENCYPART_ARC
(9,17),-0.617921 # DEPENDENCYPART_ARC
(9,18),-0.923619 # DEPENDENCYPART_ARC
(9,19),-1.37059 # DEPENDENCYPART_ARC
(10,1),-0.105222 # DEPENDENCYPART_ARC
(10,2),-0.0822508 # DEPENDENCYPART_ARC
(10,3),0.917269 # DEPENDENCYPART_ARC
(10,4),0.941999 # DEPENDENCYPART_ARC
(10,5),-2.26016 # DEPENDENCYPART_ARC
(10,6),0.288101 # DEPENDENCYPART_ARC
(10,7),0.992685 # DEPENDENCYPART_ARC
(10,8),1.97685 # DEPENDENCYPART_ARC
(10,9),1.48218 # DEPENDENCYPART_ARC
(10,11),0.336786 # DEPENDENCYPART_ARC
(10,12),0.857417 # DEPENDENCYPART_ARC
(10,13),0.0411018 # DEPENDENCYPART_ARC
(10,14),-1.52018 # DEPENDENCYPART_ARC
(10,15),-1.29772 # DEPENDENCYPART_ARC
(10,16),-1.20605 # DEPENDENCYPART_ARC
(10,17),-0.539591 # DEPENDENCYPART_ARC
(10,18),-1.03999 # DEPENDENCYPART_ARC
(10,19),-0.972686 # DEPENDENCYPART_ARC
(11,1),-1.4599 # DEPENDENCYPART_ARC
(11,2),0.0186351 # DEPENDENCYPART_ARC
(11,3),-0.0632372 # DEPENDENCYPART_ARC
(11,4),0.758764 # DEPENDENCYPART_ARC
(11,5),-1.42258 # DEPENDENCYPART_ARC
(11,6),0.580135 # DEPENDENCYPART_ARC
(11,7),0.729009 # DEPENDENCYPART_ARC
(11,8),0.703008 # DEPENDENCYPART_ARC
(11,9),1.47448 # DEPENDENCYPART_ARC
(11,10),2.69749 # DEPENDENCYPART_ARC
(11,12),-0.528814 # DEPENDENCYPART_ARC
(11,13),-0.123694 # DEPENDENCYPART_ARC
(11,14),-0.894126 # DEPENDENCYPART_ARC
(11,15),-1.24363 # DEPENDENCYPART_ARC
(11,16),-1.69547 # DEPENDENCYPART_ARC
(11,17),-1.21191 # DEPENDENCYPART_ARC
(11,18),-2.28899 # DEPENDENCYPART_ARC
(11,19),-1.28769 # DEPENDENCYPART_ARC
(12,1),-0.397828 # DEPENDENCYPART_ARC
(12,2),0.876867 # DEPENDENCYPART_ARC
(12,3),1.71619 # DEPENDENCYPART_ARC
(12,4),0.409639 # DEPENDENCYPART_ARC
(12,5),-2.08723 # DEPENDENCYPART_ARC
(12,6),0.665334 # DEPENDENCYPART_ARC
(12,7),1.24027 # DEPENDENCYPART_ARC
(12,8),1.04844 # DEPENDENCYPART_ARC
(12,9),0.925936 # DEPENDENCYPART_ARC
(12,10),1.2777 # DEPENDENCYPART_ARC
(12,11),3.21682 # DEPENDENCYPART_ARC
(12,13),0.00255213 # DEPENDENCYPART_ARC
(12,14),-0.0871444 # DEPENDENCYPART_ARC
(12,15),-0.714249 # DEPENDENCYPART_ARC
(12,16),-1.44251 # DEPENDENCYPART_ARC
(12,17),-1.08622 # DEPENDENCYPART_ARC
(12,18),-2.04447 # DEPENDENCYPART_ARC
(12,19),-1.26342 # DEPENDENCYPART_ARC
(13,1),-0.667742 # DEPENDENCYPART_ARC
(13,2),-0.0881643 # DEPENDENCYPART_ARC
(13,3),0.297104 # DEPENDENCYPART_ARC
(13,4),0.0296836 # DEPENDENCYPART_ARC
(13,5),-3.00467 # DEPENDENCYPART_ARC
(13,6),-0.616102 # DEPENDENCYPART_ARC
(13,7),0.0800499 # DEPENDENCYPART_ARC
(13,8),0.0388282 # DEPENDENCYPART_ARC
(13,9),-0.169753 # DEPENDENCYPART_ARC
(13,10),-0.806835 # DEPENDENCYPART_ARC
(13,11),0.251473 # DEPENDENCYPART_ARC
(13,12),0.87514 # DEPENDENCYPART_ARC
(13,14),0.124215 # DEPENDENCYPART_ARC
(13,15),-0.0994319 # DEPENDENCYPART_ARC
(13,16),-0.284224 # DEPENDENCYPART_ARC
(13,17),-0.409739 # DEPENDENCYPART_ARC
(13,18),-0.352039 # DEPENDENCYPART_ARC
(13,19),-1.09152 # DEPENDENCYPART_ARC
(14,1),-1.56171 # DEPENDENCYPART_ARC
(14,2),-1.25129 # DEPENDENCYPART_ARC
(14,3),-1.90612 # DEPENDENCYPART_ARC
(14,4),-1.46986 # DEPENDENCYPART_ARC
(14,5),-3.48349 # DEPENDENCYPART_ARC
(14,6),-0.709233 # DEPENDENCYPART_ARC
(14,7),-1.2415 # DEPENDENCYPART_ARC
(14,8),-1.66352 # DEPENDENCYPART_ARC
(14,9),-0.475483 # DEPENDENCYPART_ARC
(14,10),-0.864996 # DEPENDENCYPART_ARC
(14,11),-0.837389 # DEPENDENCYPART_ARC
(14,12),-0.89861 # DEPENDENCYPART_ARC
(14,13),0.563637 # DEPENDENCYPART_ARC
(14,15),-0.0579672 # DEPENDENCYPART_ARC
(14,16),-0.70233 # DEPENDENCYPART_ARC
(14,17),-0.435685 # DEPENDENCYPART_ARC
(14,18),-1.54009 # DEPENDENCYPART_ARC
(14,19),-0.54119 # DEPENDENCYPART_ARC
(15,1),-1.25707 # DEPENDENCYPART_ARC
(15,2),-0.452534 # DEPENDENCYPART_ARC
(15,3),0.0806926 # DEPENDENCYPART_ARC
(15,4),-0.719907 # DEPENDENCYPART_ARC
(15,5),-4.36124 # DEPENDENCYPART_ARC
(15,6),-0.29157 # DEPENDENCYPART_ARC
(15,7),-0.318508 # DEPENDENCYPART_ARC
(15,8),-0.922529 # DEPENDENCYPART_ARC
(15,9),-0.41659 # DEPENDENCYPART_ARC
(15,10),-1.04864 # DEPENDENCYPART_ARC
(15,11),-0.0809308 # DEPENDENCYPART_ARC
(15,12),-1.98051 # DEPENDENCYPART_ARC
(15,13),0.585233 # DEPENDENCYPART_ARC
(15,14),3.12391 # DEPENDENCYPART_ARC
(15,16),-0.0860257 # DEPENDENCYPART_ARC
(15,17),0.0421638 # DEPENDENCYPART_ARC
(15,18),-1.08975 # DEPENDENCYPART_ARC
(15,19),-0.359781 # DEPENDENCYPART_ARC
(16,1),-0.48656 # DEPENDENCYPART_ARC
(16,2),-1.55929 # DEPENDENCYPART_ARC
(16,3),0.246202 # DEPENDENCYPART_ARC
(16,4),-0.222375 # DEPENDENCYPART_ARC
(16,5),-8.22645 # DEPENDENCYPART_ARC
(16,6),0.165272 # DEPENDENCYPART_ARC
(16,7),-0.0285766 # DEPENDENCYPART_ARC
(16,8),0.123499 # DEPENDENCYPART_ARC
(16,9),-0.341226 # DEPENDENCYPART_ARC
(16,10),-3.69587 # DEPENDENCYPART_ARC
(16,11),-0.157241 # DEPENDENCYPART_ARC
(16,12),0.475263 # DEPENDENCYPART_ARC
(16,13),-0.125372 # DEPENDENCYPART_ARC
(16,14),1.39883 # DEPENDENCYPART_ARC
(16,15),2.7945 # DEPENDENCYPART_ARC
(16,17),0.952049 # DEPENDENCYPART_ARC
(16,18),-0.779094 # DEPENDENCYPART_ARC
(16,19),-0.90202 # DEPENDENCYPART_ARC
(17,1),-0.711871 # DEPENDENCYPART_ARC
(17,2),-0.822473 # DEPENDENCYPART_ARC
(17,3),-0.503832 # DEPENDENCYPART_ARC
(17,4),-0.321504 # DEPENDENCYPART_ARC
(17,5),-0.968051 # DEPENDENCYPART_ARC
(17,6),-0.171339 # DEPENDENCYPART_ARC
(17,7),-0.100479 # DEPENDENCYPART_ARC
(17,8),0.118885 # DEPENDENCYPART_ARC
(17,9),-0.248893 # DEPENDENCYPART_ARC
(17,10),-0.816015 # DEPENDENCYPART_ARC
(17,11),0.0063774 # DEPENDENCYPART_ARC
(17,12),0.163379 # DEPENDENCYPART_ARC
(17,13),0.249318 # DEPENDENCYPART_ARC
(17,14),1.02162 # DEPENDENCYPART_ARC
(17,15),1.57045 # DEPENDENCYPART_ARC
(17,16),2.89563 # DEPENDENCYPART_ARC
(17,18),-0.373899 # DEPENDENCYPART_ARC
(17,19),-0.593809 # DEPENDENCYPART_ARC
(18,1),0.344304 # DEPENDENCYPART_ARC
(18,2),0.149244 # DEPENDENCYPART_ARC
(18,3),-1.67959 # DEPENDENCYPART_ARC
(18,4),-0.0999267 # DEPENDENCYPART_ARC
(18,5),-7.07384 # DEPENDENCYPART_ARC
(18,6),0.107325 # DEPENDENCYPART_ARC
(18,7),0.486099 # DEPENDENCYPART_ARC
(18,8),0.21929 # DEPENDENCYPART_ARC
(18,9),-0.144507 # DEPENDENCYPART_ARC
(18,10),-3.75472 # DEPENDENCYPART_ARC
(18,11),0.920203 # DEPENDENCYPART_ARC
(18,12),0.795177 # DEPENDENCYPART_ARC
(18,13),0.716818 # DEPENDENCYPART_ARC
(18,14),1.69254 # DEPENDENCYPART_ARC
(18,15),1.75666 # DEPENDENCYPART_ARC
(18,16),0.625843 # DEPENDENCYPART_ARC
(18,17),3.01642 # DEPENDENCYPART_ARC
(18,19),0.0302798 # DEPENDENCYPART_ARC
(19,1),-0.158385 # DEPENDENCYPART_ARC
(19,2),-1.10709 # DEPENDENCYPART_ARC
(19,3),-0.139905 # DEPENDENCYPART_ARC
(19,4),-0.459984 # DEPENDENCYPART_ARC
(19,5),-5.81603 # DEPENDENCYPART_ARC
(19,6),-0.39178 # DEPENDENCYPART_ARC
(19,7),0.0207842 # DEPENDENCYPART_ARC
(19,8),0.0737351 # DEPENDENCYPART_ARC
(19,9),-0.632545 # DEPENDENCYPART_ARC
(19,10),-3.61591 # DEPENDENCYPART_ARC
(19,11),-0.107123 # DEPENDENCYPART_ARC
(19,12),0.143695 # DEPENDENCYPART_ARC
(19,13),-0.0204759 # DEPENDENCYPART_ARC
(19,14),0.374191 # DEPENDENCYPART_ARC
(19,15),0.275813 # DEPENDENCYPART_ARC
(19,16),-1.19563 # DEPENDENCYPART_ARC
(19,17),0.0402842 # DEPENDENCYPART_ARC
(19,18),2.11822 # DEPENDENCYPART_ARC
