# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=2,0,0,5,6,7,0,9,14,12,12,13,14,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(6,15),-0.6878 # DEPENDENCYPART_ARC
(6,16),-0.263159 # DEPENDENCYPART_ARC
(6,17),-1.27321 # DEPENDENCYPART_ARC
(6,18),-1.11761 # DEPENDENCYPART_ARC
(6,19),-0.787247 # DEPENDENCYPART_ARC
(6,20),-1.31562 # DEPENDENCYPART_ARC
(6,21),-2.77457 # DEPENDENCYPART_ARC
(6,22),-1.51472 # DEPENDENCYPART_ARC
(6,23),-0.7312 # DEPENDENCYPART_ARC
(6,24),-1.71742 # DEPENDENCYPART_ARC
(6,25),-2.51664 # DEPENDENCYPART_ARC
(6,26),-1.25636 # DEPENDENCYPART_ARC
(6,27),-1.90125 # DEPENDENCYPART_ARC
(6,28),-1.68127 # DEPENDENCYPART_ARC
(6,29),-1.77373 # DEPENDENCYPART_ARC
(7,1),-0.720661 # DEPENDENCYPART_ARC
(7,2),-0.645753 # DEPENDENCYPART_ARC
(7,3),-0.368221 # DEPENDENCYPART_ARC
(7,4),0.146109 # DEPENDENCYPART_ARC
(7,5),0.0170006 # DEPENDENCYPART_ARC
(7,6),1.25255 # DEPENDENCYPART_ARC
(7,8),0.00351859 # DEPENDENCYPART_ARC
(7,9),-0.125939 # DEPENDENCYPART_ARC
(7,10),-0.182335 # DEPENDENCYPART_ARC
(7,11),-0.545495 # DEPENDENCYPART_ARC
(7,12),-0.535072 # DEPENDENCYPART_ARC
(7,13),-0.457104 # DEPENDENCYPART_ARC
(7,14),-0.56319 # DEPENDENCYPART_ARC
(7,15),-0.856429 # DEPENDENCYPART_ARC
(7,16),-0.0293021 # DEPENDENCYPART_ARC
(7,17),-0.407203 # DEPENDENCYPART_ARC
(7,18),-0.794943 # DEPENDENCYPART_ARC
(7,19),-1.22204 # DEPENDENCYPART_ARC
(7,20),-0.815923 # DEPENDENCYPART_ARC
(7,21),-0.624092 # DEPENDENCYPART_ARC
(7,22),-1.06565 # DEPENDENCYPART_ARC
(7,23),-1.05856 # DEPENDENCYPART_ARC
(7,24),-0.96303 # DEPENDENCYPART_ARC
(7,25),-0.807909 # DEPENDENCYPART_ARC
(7,26),-1.19383 # DEPENDENCYPART_ARC
(7,27),-1.14933 # DEPENDENCYPART_ARC
(7,28),-1.2072 # DEPENDENCYPART_ARC
(7,29),-2.19903 # DEPENDENCYPART_ARC
(8,1),-0.110852 # DEPENDENCYPART_ARC
(8,2),-1.46461 # DEPENDENCYPART_ARC
(8,3),-0.80163 # DEPENDENCYPART_ARC
(8,4),-0.428487 # DEPENDENCYPART_ARC
(8,5),-0.767259 # DEPENDENCYPART_ARC
(8,6),0.158583 # DEPENDENCYPART_ARC
(8,7),0.855501 # DEPENDENCYPART_ARC
(8,9),0.637144 # DEPENDENCYPART_ARC
(8,10),0.861672 # DEPENDENCYPART_ARC
(8,11),-0.413973 # DEPENDENCYPART_ARC
(8,12),0.34515 # DEPENDENCYPART_ARC
(8,13),0.463277 # DEPENDENCYPART_ARC
(8,14),-0.188131 # DEPENDENCYPART_ARC
(8,15),-0.331021 # DEPENDENCYPART_ARC
(8,16),-0.000436932 # DEPENDENCYPART_ARC
(8,17),-0.583327 # DEPENDENCYPART_ARC
(8,18),-0.185992 # DEPENDENCYPART_ARC
(8,19),-0.368165 # DEPENDENCYPART_ARC
(8,20),-1.56292 # DEPENDENCYPART_ARC
(8,21),-1.78524 # DEPENDENCYPART_ARC
(8,22),-1.14957 # DEPENDENCYPART_ARC
(8,23),-1.34793 # DEPENDENCYPART_ARC
(8,24),-1.76978 # DEPENDENCYPART_ARC
(8,25),-2.13751 # DEPENDENCYPART_ARC
(8,26),-1.63875 # DEPENDENCYPART_ARC
(8,27),-0.682333 # DEPENDENCYPART_ARC
(8,28),-1.54682 # DEPENDENCYPART_ARC
(8,29),-1.5069 # DEPENDENCYPART_ARC
(9,1),0.301152 # DEPENDENCYPART_ARC
(9,2),-0.598869 # DEPENDENCYPART_ARC
(9,3),-0.39824 # DEPENDENCYPART_ARC
(9,4),0.339873 # DEPENDENCYPART_ARC
(9,5),-0.248011 # DEPENDENCYPART_ARC
(9,6),0.568079 # DEPENDENCYPART_ARC
(9,7),0.857842 # DEPENDENCYPART_ARC
(9,8),2.46954 # DEPENDENCYPART_ARC
(9,10),-0.183373 # DEPENDENCYPART_ARC
(9,11),-0.217615 # DEPENDENCYPART_ARC
(9,12),-0.324344 # DEPENDENCYPART_ARC
(9,13),0.635208 # DEPENDENCYPART_ARC
(9,14),-0.400557 # DEPENDENCYPART_ARC
(9,15),-0.586665 # DEPENDENCYPART_ARC
(9,16),-0.102027 # DEPENDENCYPART_ARC
(9,17),-1.12938 # DEPENDENCYPART_ARC
(9,18),-0.010697 # DEPENDENCYPART_ARC
(9,19),-0.328273 # DEPENDENCYPART_ARC
(9,20),-2.42816 # DEPENDENCYPART_ARC
(9,21),-2.23606 # DEPENDENCYPART_ARC
(9,22),-1.58745 # DEPENDENCYPART_ARC
(9,23),-1.31996 # DEPENDENCYPART_ARC
(9,24),-2.8217 # DEPENDENCYPART_ARC
(9,25),-1.82705 # DEPENDENCYPART_ARC
(9,26),-1.09581 # DEPENDENCYPART_ARC
(9,27),-1.22074 # DEPENDENCYPART_ARC
(9,28),-2.1205 # DEPENDENCYPART_ARC
(9,29),-1.06191 # DEPENDENCYPART_ARC
(10,1),-1.37767 # DEPENDENCYPART_ARC
(10,2),-1.0632 # DEPENDENCYPART_ARC
(10,3),-1.02026 # DEPENDENCYPART_ARC
(10,4),-0.667374 # DEPENDENCYPART_ARC
(10,5),-0.724775 # DEPENDENCYPART_ARC
(10,6),-0.764339 # DEPENDENCYPART_ARC
(10,7),-0.0656766 # DEPENDENCYPART_ARC
(10,8),0.193795 # DEPENDENCYPART_ARC
(10,9),1.68253 # DEPENDENCYPART_ARC
(10,11),0.62529 # DEPENDENCYPART_ARC
(10,12),-0.023757 # DEPENDENCYPART_ARC
(10,13),-0.891931 # DEPENDENCYPART_ARC
(10,14),-0.313683 # DEPENDENCYPART_ARC
(10,15),-0.671224 # DEPENDENCYPART_ARC
(10,16),-0.225208 # DEPENDENCYPART_ARC
(10,17),-0.980708 # DEPENDENCYPART_ARC
(10,18),-0.906506 # DEPENDENCYPART_ARC
(10,19),-0.359026 # DEPENDENCYPART_ARC
(10,20),-0.995443 # DEPENDENCYPART_ARC
(10,21),-2.46002 # DEPENDENCYPART_ARC
(10,22),-1.18745 # DEPENDENCYPART_ARC
(10,23),-0.667017 # DEPENDENCYPART_ARC
(10,24),-1.4044 # DEPENDENCYPART_ARC
(10,25),-2.23762 # DEPENDENCYPART_ARC
(10,26),-0.977332 # DEPENDENCYPART_ARC
(10,27),-1.58215 # DEPENDENCYPART_ARC
(10,28),-1.41151 # DEPENDENCYPART_ARC
(10,29),-1.25064 # DEPENDENCYPART_ARC
(11,1),-1.11113 # DEPENDENCYPART_ARC
(11,2),-0.815226 # DEPENDENCYPART_ARC
(11,3),-0.253663 # DEPENDENCYPART_ARC
(11,4),-0.625835 # DEPENDENCYPART_ARC
(11,5),-0.530692 # DEPENDENCYPART_ARC
(11,6),-0.479305 # DEPENDENCYPART_ARC
(11,7),0.162248 # DEPENDENCYPART_ARC
(11,8),-0.560572 # DEPENDENCYPART_ARC
(11,9),0.164524 # DEPENDENCYPART_ARC
(11,10),1.56611 # DEPENDENCYPART_ARC
(11,12),0.712539 # DEPENDENCYPART_ARC
(11,13),0.307224 # DEPENDENCYPART_ARC
(11,14),-0.0426747 # DEPENDENCYPART_ARC
(11,15),-0.167303 # DEPENDENCYPART_ARC
(11,16),-0.338646 # DEPENDENCYPART_ARC
(11,17),-0.616361 # DEPENDENCYPART_ARC
(11,18),-0.160459 # DEPENDENCYPART_ARC
(11,19),-0.469827 # DEPENDENCYPART_ARC
(11,20),-0.438635 # DEPENDENCYPART_ARC
(11,21),-0.686402 # DEPENDENCYPART_ARC
(11,22),-0.981729 # DEPENDENCYPART_ARC
(11,23),-0.914802 # DEPENDENCYPART_ARC
(11,24),-1.03592 # DEPENDENCYPART_ARC
(11,25),-1.08026 # DEPENDENCYPART_ARC
(11,26),-1.31532 # DEPENDENCYPART_ARC
(11,27),-1.23411 # DEPENDENCYPART_ARC
(11,28),-0.768431 # DEPENDENCYPART_ARC
(11,29),-0.872946 # DEPENDENCYPART_ARC
(12,1),0.502001 # DEPENDENCYPART_ARC
(12,2),-0.266672 # DEPENDENCYPART_ARC
(12,3),-0.302695 # DEPENDENCYPART_ARC
(12,4),0.734109 # DEPENDENCYPART_ARC
(12,5),0.147515 # DEPENDENCYPART_ARC
(12,6),0.564951 # DEPENDENCYPART_ARC
(12,7),0.662168 # DEPENDENCYPART_ARC
(12,8),-0.937284 # DEPENDENCYPART_ARC
(12,9),1.84051 # DEPENDENCYPART_ARC
(12,10),2.72993 # DEPENDENCYPART_ARC
(12,11),2.8911 # DEPENDENCYPART_ARC
(12,13),-0.446028 # DEPENDENCYPART_ARC
(12,14),-0.738198 # DEPENDENCYPART_ARC
(12,15),-1.16941 # DEPENDENCYPART_ARC
(12,16),-0.964947 # DEPENDENCYPART_ARC
(12,17),-1.60374 # DEPENDENCYPART_ARC
(12,18),-1.314 # DEPENDENCYPART_ARC
(12,19),-1.09208 # DEPENDENCYPART_ARC
(12,20),-1.36096 # DEPENDENCYPART_ARC
(12,21),-2.10329 # DEPENDENCYPART_ARC
(12,22),-1.70035 # DEPENDENCYPART_ARC
(12,23),-1.25982 # DEPENDENCYPART_ARC
(12,24),-1.73476 # DEPENDENCYPART_ARC
(12,25),-2.21461 # DEPENDENCYPART_ARC
(12,26),-1.63041 # DEPENDENCYPART_ARC
(12,27),-2.21159 # DEPENDENCYPART_ARC
(12,28),-1.36469 # DEPENDENCYPART_ARC
(12,29),-2.0052 # DEPENDENCYPART_ARC
(13,1),-0.112753 # DEPENDENCYPART_ARC
(13,2),0.325688 # DEPENDENCYPART_ARC
(13,3),0.271461 # DEPENDENCYPART_ARC
(13,4),0.224259 # DEPENDENCYPART_ARC
(13,5),0.861578 # DEPENDENCYPART_ARC
(13,6),0.00025454 # DEPENDENCYPART_ARC
(13,7),1.47638 # DEPENDENCYPART_ARC
(13,8),-1.34341 # DEPENDENCYPART_ARC
(13,9),1.59244 # DEPENDENCYPART_ARC
(13,10),1.73014 # DEPENDENCYPART_ARC
(13,11),1.39854 # DEPENDENCYPART_ARC
(13,12),3.26027 # DEPENDENCYPART_ARC
(13,14),-0.0776095 # DEPENDENCYPART_ARC
(13,15),-0.477939 # DEPENDENCYPART_ARC
(13,16),-0.534967 # DEPENDENCYPART_ARC
(13,17),-0.952391 # DEPENDENCYPART_ARC
(13,18),-0.885414 # DEPENDENCYPART_ARC
(13,19),-0.67022 # DEPENDENCYPART_ARC
(13,20),-0.373404 # DEPENDENCYPART_ARC
(13,21),-1.19807 # DEPENDENCYPART_ARC
(13,22),-1.21505 # DEPENDENCYPART_ARC
(13,23),-0.695418 # DEPENDENCYPART_ARC
(13,24),-0.968316 # DEPENDENCYPART_ARC
(13,25),-1.2191 # DEPENDENCYPART_ARC
(13,26),-1.3429 # DEPENDENCYPART_ARC
(13,27),-1.58562 # DEPENDENCYPART_ARC
(13,28),-0.614358 # DEPENDENCYPART_ARC
(13,29),-1.57713 # DEPENDENCYPART_ARC
(14,1),-0.66674 # DEPENDENCYPART_ARC
(14,2),-0.456585 # DEPENDENCYPART_ARC
(14,3),0.0226478 # DEPENDENCYPART_ARC
(14,4),-0.0800904 # DEPENDENCYPART_ARC
(14,5),-0.103958 # DEPENDENCYPART_ARC
(14,6),0.18449 # DEPENDENCYPART_ARC
(14,7),0.883442 # DEPENDENCYPART_ARC
(14,8),-1.18655 # DEPENDENCYPART_ARC
(14,9),1.89285 # DEPENDENCYPART_ARC
(14,10),0.692306 # DEPENDENCYPART_ARC
(14,11),-0.157457 # DEPENDENCYPART_ARC
(14,12),0.967022 # DEPENDENCYPART_ARC
(14,13),1.06069 # DEPENDENCYPART_ARC
(14,15),0.280623 # DEPENDENCYPART_ARC
(14,16),-0.038333 # DEPENDENCYPART_ARC
(14,17),-0.011253 # DEPENDENCYPART_ARC
(14,18),-0.13953 # DEPENDENCYPART_ARC
(14,19),-0.433496 # DEPENDENCYPART_ARC
(14,20),-0.0452752 # DEPENDENCYPART_ARC
(14,21),0.0402692 # DEPENDENCYPART_ARC
(14,22),-0.366968 # DEPENDENCYPART_ARC
(14,23),-0.50924 # DEPENDENCYPART_ARC
(14,24),-0.293357 # DEPENDENCYPART_ARC
(14,25),-0.407941 # DEPENDENCYPART_ARC
(14,26),-0.634166 # DEPENDENCYPART_ARC
(14,27),-0.84205 # DEPENDENCYPART_ARC
(14,28),-0.659193 # DEPENDENCYPART_ARC
(14,29),-1.24309 # DEPENDENCYPART_ARC
(15,1),-1.18718 # DEPENDENCYPART_ARC
(15,2),-0.833925 # DEPENDENCYPART_ARC
(15,3),-0.494221 # DEPENDENCYPART_ARC
(15,4),-0.945953 # DEPENDENCYPART_ARC
(15,5),-0.631847 # DEPENDENCYPART_ARC
(15,6),-0.548152 # DEPENDENCYPART_ARC
(15,7),0.0208899 # DEPENDENCYPART_ARC
(15,8),-2.1741 # DEPENDENCYPART_ARC
(15,9),0.484856 # DEPENDENCYPART_ARC
(15,10),-0.555867 # DEPENDENCYPART_ARC
(15,11),-1.44612 # DEPENDENCYPART_ARC
(15,12),-0.3599 # DEPENDENCYPART_ARC
(15,13),-0.360732 # DEPENDENCYPART_ARC
(15,14),0.999454 # DEPENDENCYPART_ARC
(15,16),-0.461856 # DEPENDENCYPART_ARC
(15,17),-1.01715 # DEPENDENCYPART_ARC
(15,18),-0.762988 # DEPENDENCYPART_ARC
(15,19),-1.02442 # DEPENDENCYPART_ARC
(15,20),-1.12398 # DEPENDENCYPART_ARC
(15,21),-0.967309 # DEPENDENCYPART_ARC
(15,22),-1.23711 # DEPENDENCYPART_ARC
(15,23),-1.52243 # DEPENDENCYPART_ARC
(15,24),-1.17129 # DEPENDENCYPART_ARC
(15,25),-1.12078 # DEPENDENCYPART_ARC
(15,26),-1.5205 # DEPENDENCYPART_ARC
(15,27),-1.57946 # DEPENDENCYPART_ARC
(15,28),-1.64952 # DEPENDENCYPART_ARC
(15,29),-2.45445 # DEPENDENCYPART_ARC
(16,1),-0.790592 # DEPENDENCYPART_ARC
(16,2),-0.0799845 # DEPENDENCYPART_ARC
(16,3),-0.300081 # DEPENDENCYPART_ARC
(16,4),-0.408534 # DEPENDENCYPART_ARC
(16,5),-0.0742122 # DEPENDENCYPART_ARC
(16,6),-0.207817 # DEPENDENCYPART_ARC
(16,7),0.648881 # DEPENDENCYPART_ARC
(16,8),-0.487511 # DEPENDENCYPART_ARC
(16,9),0.476117 # DEPENDENCYPART_ARC
(16,10),0.282322 # DEPENDENCYPART_ARC
(16,11),0.0626972 # DEPENDENCYPART_ARC
(16,12),0.862577 # DEPENDENCYPART_ARC
(16,13),0.67243 # DEPENDENCYPART_ARC
(16,14),1.56325 # DEPENDENCYPART_ARC
(16,15),1.97947 # DEPENDENCYPART_ARC
(16,17),-0.161548 # DEPENDENCYPART_ARC
(16,18),-0.348046 # DEPENDENCYPART_ARC
(16,19),-0.444559 # DEPENDENCYPART_ARC
(16,20),-0.443129 # DEPENDENCYPART_ARC
(16,21),-0.627989 # DEPENDENCYPART_ARC
(16,22),-0.876541 # DEPENDENCYPART_ARC
(16,23),-0.965253 # DEPENDENCYPART_ARC
(16,24),-0.81351 # DEPENDENCYPART_ARC
(16,25),-0.802852 # DEPENDENCYPART_ARC
(16,26),-0.822824 # DEPENDENCYPART_ARC
(16,27),-1.141 # DEPENDENCYPART_ARC
(16,28),-0.915625 # DEPENDENCYPART_ARC
(16,29),-1.16136 # DEPENDENCYPART_ARC
(17,1),-0.28272 # DEPENDENCYPART_ARC
(17,2),-1.79981 # DEPENDENCYPART_ARC
(17,3),-1.30266 # DEPENDENCYPART_ARC
(17,4),-0.216642 # DEPENDENCYPART_ARC
(17,5),-1.22262 # DEPENDENCYPART_ARC
(17,6),-0.229839 # DEPENDENCYPART_ARC
(17,7),0.0995068 # DEPENDENCYPART_ARC
(17,8),-4.31321 # DEPENDENCYPART_ARC
(17,9),0.143312 # DEPENDENCYPART_ARC
(17,10),-0.313801 # DEPENDENCYPART_ARC
(17,11),-2.25015 # DEPENDENCYPART_ARC
(17,12),0.0596936 # DEPENDENCYPART_ARC
(17,13),0.602019 # DEPENDENCYPART_ARC
(17,14),-0.606276 # DEPENDENCYPART_ARC
(17,15),0.739646 # DEPENDENCYPART_ARC
(17,16),2.44967 # DEPENDENCYPART_ARC
(17,18),1.16197 # DEPENDENCYPART_ARC
(17,19),0.128978 # DEPENDENCYPART_ARC
(17,20),-0.766593 # DEPENDENCYPART_ARC
(17,21),-0.952218 # DEPENDENCYPART_ARC
(17,22),-0.683827 # DEPENDENCYPART_ARC
(17,23),-0.685671 # DEPENDENCYPART_ARC
(17,24),-1.06919 # DEPENDENCYPART_ARC
(17,25),-1.41111 # DEPENDENCYPART_ARC
(17,26),-0.774762 # DEPENDENCYPART_ARC
(17,27),-0.587126 # DEPENDENCYPART_ARC
(17,28),-0.816142 # DEPENDENCYPART_ARC
