# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,16,0,9,9,16,0,12,13,14,0,16,21,19,19,20,24,0,0,24,25,0,
(4,17),-2.17641 # DEPENDENCYPART_ARC
(4,18),-2.48093 # DEPENDENCYPART_ARC
(4,19),-2.47634 # DEPENDENCYPART_ARC
(4,20),-2.11248 # DEPENDENCYPART_ARC
(4,21),-1.12312 # DEPENDENCYPART_ARC
(4,22),-1.11401 # DEPENDENCYPART_ARC
(4,23),-0.326447 # DEPENDENCYPART_ARC
(4,24),-1.20109 # DEPENDENCYPART_ARC
(4,25),-1.99247 # DEPENDENCYPART_ARC
(5,1),0.36897 # DEPENDENCYPART_ARC
(5,2),1.47832 # DEPENDENCYPART_ARC
(5,3),1.77752 # DEPENDENCYPART_ARC
(5,4),2.85973 # DEPENDENCYPART_ARC
(5,6),-0.538271 # DEPENDENCYPART_ARC
(5,7),-1.26507 # DEPENDENCYPART_ARC
(5,8),-1.28184 # DEPENDENCYPART_ARC
(5,9),-1.67016 # DEPENDENCYPART_ARC
(5,10),-1.51572 # DEPENDENCYPART_ARC
(5,11),-1.836 # DEPENDENCYPART_ARC
(5,12),-1.54469 # DEPENDENCYPART_ARC
(5,13),-2.01812 # DEPENDENCYPART_ARC
(5,14),-1.5455 # DEPENDENCYPART_ARC
(5,15),-1.67821 # DEPENDENCYPART_ARC
(5,16),-1.79761 # DEPENDENCYPART_ARC
(5,17),-2.14028 # DEPENDENCYPART_ARC
(5,18),-2.10174 # DEPENDENCYPART_ARC
(5,19),-2.17627 # DEPENDENCYPART_ARC
(5,20),-2.29726 # DEPENDENCYPART_ARC
(5,21),-1.847 # DEPENDENCYPART_ARC
(5,22),-1.86539 # DEPENDENCYPART_ARC
(5,23),-1.55646 # DEPENDENCYPART_ARC
(5,24),-1.88883 # DEPENDENCYPART_ARC
(5,25),-2.27455 # DEPENDENCYPART_ARC
(6,1),0.29298 # DEPENDENCYPART_ARC
(6,2),0.662721 # DEPENDENCYPART_ARC
(6,3),0.926608 # DEPENDENCYPART_ARC
(6,4),0.085767 # DEPENDENCYPART_ARC
(6,5),0.559504 # DEPENDENCYPART_ARC
(6,7),-0.438428 # DEPENDENCYPART_ARC
(6,8),-0.511199 # DEPENDENCYPART_ARC
(6,9),-0.653735 # DEPENDENCYPART_ARC
(6,10),-0.409717 # DEPENDENCYPART_ARC
(6,11),-0.961693 # DEPENDENCYPART_ARC
(6,12),-0.828653 # DEPENDENCYPART_ARC
(6,13),-0.96252 # DEPENDENCYPART_ARC
(6,14),-0.946928 # DEPENDENCYPART_ARC
(6,15),-0.759236 # DEPENDENCYPART_ARC
(6,16),-0.558554 # DEPENDENCYPART_ARC
(6,17),-1.0353 # DEPENDENCYPART_ARC
(6,18),-1.5588 # DEPENDENCYPART_ARC
(6,19),-1.51731 # DEPENDENCYPART_ARC
(6,20),-1.50871 # DEPENDENCYPART_ARC
(6,21),-1.66329 # DEPENDENCYPART_ARC
(6,22),-1.74341 # DEPENDENCYPART_ARC
(6,23),-0.750352 # DEPENDENCYPART_ARC
(6,24),-0.900703 # DEPENDENCYPART_ARC
(6,25),-2.31759 # DEPENDENCYPART_ARC
(7,1),-1.42401 # DEPENDENCYPART_ARC
(7,2),-0.663171 # DEPENDENCYPART_ARC
(7,3),-0.583197 # DEPENDENCYPART_ARC
(7,4),-0.185256 # DEPENDENCYPART_ARC
(7,5),-0.191605 # DEPENDENCYPART_ARC
(7,6),0.632668 # DEPENDENCYPART_ARC
(7,8),0.310728 # DEPENDENCYPART_ARC
(7,9),0.177583 # DEPENDENCYPART_ARC
(7,10),-0.342052 # DEPENDENCYPART_ARC
(7,11),-0.343329 # DEPENDENCYPART_ARC
(7,12),-0.71163 # DEPENDENCYPART_ARC
(7,13),-0.615034 # DEPENDENCYPART_ARC
(7,14),-0.714378 # DEPENDENCYPART_ARC
(7,15),-0.959276 # DEPENDENCYPART_ARC
(7,16),-0.737187 # DEPENDENCYPART_ARC
(7,17),-0.621254 # DEPENDENCYPART_ARC
(7,18),-1.21142 # DEPENDENCYPART_ARC
(7,19),-1.0168 # DEPENDENCYPART_ARC
(7,20),-1.16124 # DEPENDENCYPART_ARC
(7,21),-0.821367 # DEPENDENCYPART_ARC
(7,22),-0.84637 # DEPENDENCYPART_ARC
(7,23),-0.740306 # DEPENDENCYPART_ARC
(7,24),-1.13932 # DEPENDENCYPART_ARC
(7,25),-1.0423 # DEPENDENCYPART_ARC
(8,1),-1.14363 # DEPENDENCYPART_ARC
(8,2),-1.19914 # DEPENDENCYPART_ARC
(8,3),-1.18563 # DEPENDENCYPART_ARC
(8,4),-1.15273 # DEPENDENCYPART_ARC
(8,5),-1.06096 # DEPENDENCYPART_ARC
(8,6),-0.50502 # DEPENDENCYPART_ARC
(8,7),0.440369 # DEPENDENCYPART_ARC
(8,9),0.0306293 # DEPENDENCYPART_ARC
(8,10),-0.0187065 # DEPENDENCYPART_ARC
(8,11),-0.631972 # DEPENDENCYPART_ARC
(8,12),-0.451885 # DEPENDENCYPART_ARC
(8,13),-0.803505 # DEPENDENCYPART_ARC
(8,14),-0.557654 # DEPENDENCYPART_ARC
(8,15),-0.702925 # DEPENDENCYPART_ARC
(8,16),-0.74596 # DEPENDENCYPART_ARC
(8,17),-0.662215 # DEPENDENCYPART_ARC
(8,18),-0.707392 # DEPENDENCYPART_ARC
(8,19),-0.945858 # DEPENDENCYPART_ARC
(8,20),-1.01415 # DEPENDENCYPART_ARC
(8,21),-0.817392 # DEPENDENCYPART_ARC
(8,22),-0.723472 # DEPENDENCYPART_ARC
(8,23),-0.554741 # DEPENDENCYPART_ARC
(8,24),-0.99067 # DEPENDENCYPART_ARC
(8,25),-1.08718 # DEPENDENCYPART_ARC
(9,1),-0.0651478 # DEPENDENCYPART_ARC
(9,2),-0.14297 # DEPENDENCYPART_ARC
(9,3),-0.205968 # DEPENDENCYPART_ARC
(9,4),-0.405486 # DEPENDENCYPART_ARC
(9,5),-0.160417 # DEPENDENCYPART_ARC
(9,6),0.856807 # DEPENDENCYPART_ARC
(9,7),2.34529 # DEPENDENCYPART_ARC
(9,8),2.80306 # DEPENDENCYPART_ARC
(9,10),0.77836 # DEPENDENCYPART_ARC
(9,11),0.277351 # DEPENDENCYPART_ARC
(9,12),0.00308698 # DEPENDENCYPART_ARC
(9,13),-0.181354 # DEPENDENCYPART_ARC
(9,14),-0.390581 # DEPENDENCYPART_ARC
(9,15),-0.344805 # DEPENDENCYPART_ARC
(9,16),-0.621523 # DEPENDENCYPART_ARC
(9,17),-0.583885 # DEPENDENCYPART_ARC
(9,18),-0.137207 # DEPENDENCYPART_ARC
(9,19),-0.496447 # DEPENDENCYPART_ARC
(9,20),-1.27374 # DEPENDENCYPART_ARC
(9,21),-0.614687 # DEPENDENCYPART_ARC
(9,22),-0.646553 # DEPENDENCYPART_ARC
(9,23),0.0178962 # DEPENDENCYPART_ARC
(9,24),-1.17971 # DEPENDENCYPART_ARC
(9,25),-1.02181 # DEPENDENCYPART_ARC
(10,1),-1.03136 # DEPENDENCYPART_ARC
(10,2),-0.745726 # DEPENDENCYPART_ARC
(10,3),-0.737665 # DEPENDENCYPART_ARC
(10,4),-1.85228 # DEPENDENCYPART_ARC
(10,5),-0.965591 # DEPENDENCYPART_ARC
(10,6),-0.893407 # DEPENDENCYPART_ARC
(10,7),-0.623452 # DEPENDENCYPART_ARC
(10,8),-0.372704 # DEPENDENCYPART_ARC
(10,9),0.0216815 # DEPENDENCYPART_ARC
(10,11),0.312174 # DEPENDENCYPART_ARC
(10,12),-0.118293 # DEPENDENCYPART_ARC
(10,13),-0.128617 # DEPENDENCYPART_ARC
(10,14),-0.219837 # DEPENDENCYPART_ARC
(10,15),-0.397044 # DEPENDENCYPART_ARC
(10,16),-0.255926 # DEPENDENCYPART_ARC
(10,17),-0.0543683 # DEPENDENCYPART_ARC
(10,18),-0.760407 # DEPENDENCYPART_ARC
(10,19),-0.247206 # DEPENDENCYPART_ARC
(10,20),-0.182025 # DEPENDENCYPART_ARC
(10,21),-0.964884 # DEPENDENCYPART_ARC
(10,22),-1.06637 # DEPENDENCYPART_ARC
(10,23),-0.116174 # DEPENDENCYPART_ARC
(10,24),-0.446655 # DEPENDENCYPART_ARC
(10,25),-1.69651 # DEPENDENCYPART_ARC
(11,1),-0.212309 # DEPENDENCYPART_ARC
(11,2),-0.243143 # DEPENDENCYPART_ARC
(11,3),-0.408271 # DEPENDENCYPART_ARC
(11,4),-1.29355 # DEPENDENCYPART_ARC
(11,5),-0.534711 # DEPENDENCYPART_ARC
(11,6),-0.0737563 # DEPENDENCYPART_ARC
(11,7),0.526058 # DEPENDENCYPART_ARC
(11,8),0.86838 # DEPENDENCYPART_ARC
(11,9),-0.37251 # DEPENDENCYPART_ARC
(11,10),1.94664 # DEPENDENCYPART_ARC
(11,12),0.22155 # DEPENDENCYPART_ARC
(11,13),-0.399451 # DEPENDENCYPART_ARC
(11,14),-0.999925 # DEPENDENCYPART_ARC
(11,15),-1.07274 # DEPENDENCYPART_ARC
(11,16),-1.7008 # DEPENDENCYPART_ARC
(11,17),-0.933655 # DEPENDENCYPART_ARC
(11,18),-1.03172 # DEPENDENCYPART_ARC
(11,19),-1.39694 # DEPENDENCYPART_ARC
(11,20),-1.92576 # DEPENDENCYPART_ARC
(11,21),-1.21573 # DEPENDENCYPART_ARC
(11,22),-1.35784 # DEPENDENCYPART_ARC
(11,23),-0.924961 # DEPENDENCYPART_ARC
(11,24),-2.50289 # DEPENDENCYPART_ARC
(11,25),-1.74921 # DEPENDENCYPART_ARC
(12,1),-0.650185 # DEPENDENCYPART_ARC
(12,2),-0.227629 # DEPENDENCYPART_ARC
(12,3),-0.21162 # DEPENDENCYPART_ARC
(12,4),-2.45246 # DEPENDENCYPART_ARC
(12,5),-0.699302 # DEPENDENCYPART_ARC
(12,6),-0.680339 # DEPENDENCYPART_ARC
(12,7),-0.614319 # DEPENDENCYPART_ARC
(12,8),-0.453599 # DEPENDENCYPART_ARC
(12,9),-0.185568 # DEPENDENCYPART_ARC
(12,10),0.0921152 # DEPENDENCYPART_ARC
(12,11),1.66529 # DEPENDENCYPART_ARC
(12,13),0.528724 # DEPENDENCYPART_ARC
(12,14),-0.0264557 # DEPENDENCYPART_ARC
(12,15),0.0169934 # DEPENDENCYPART_ARC
(12,16),0.135543 # DEPENDENCYPART_ARC
(12,17),-0.00693411 # DEPENDENCYPART_ARC
(12,18),-0.718615 # DEPENDENCYPART_ARC
(12,19),-0.277609 # DEPENDENCYPART_ARC
(12,20),-0.332496 # DEPENDENCYPART_ARC
(12,21),-0.736288 # DEPENDENCYPART_ARC
(12,22),-0.850279 # DEPENDENCYPART_ARC
(12,23),-0.141948 # DEPENDENCYPART_ARC
(12,24),-0.220843 # DEPENDENCYPART_ARC
(12,25),-1.78239 # DEPENDENCYPART_ARC
(13,1),-0.832981 # DEPENDENCYPART_ARC
(13,2),-0.884606 # DEPENDENCYPART_ARC
(13,3),-1.15546 # DEPENDENCYPART_ARC
(13,4),-2.43057 # DEPENDENCYPART_ARC
(13,5),-1.13989 # DEPENDENCYPART_ARC
(13,6),-0.768429 # DEPENDENCYPART_ARC
(13,7),0.0190178 # DEPENDENCYPART_ARC
(13,8),0.184828 # DEPENDENCYPART_ARC
(13,9),-1.30391 # DEPENDENCYPART_ARC
(13,10),0.0728218 # DEPENDENCYPART_ARC
(13,11),-0.162478 # DEPENDENCYPART_ARC
(13,12),1.81633 # DEPENDENCYPART_ARC
(13,14),0.336709 # DEPENDENCYPART_ARC
(13,15),-0.339853 # DEPENDENCYPART_ARC
(13,16),-1.05298 # DEPENDENCYPART_ARC
(13,17),-0.140143 # DEPENDENCYPART_ARC
(13,18),-0.463572 # DEPENDENCYPART_ARC
(13,19),-0.693147 # DEPENDENCYPART_ARC
(13,20),-1.37585 # DEPENDENCYPART_ARC
(13,21),-0.837839 # DEPENDENCYPART_ARC
(13,22),-0.6878 # DEPENDENCYPART_ARC
(13,23),-0.263159 # DEPENDENCYPART_ARC
(13,24),-1.85756 # DEPENDENCYPART_ARC
(13,25),-1.20986 # DEPENDENCYPART_ARC
(14,1),0.306796 # DEPENDENCYPART_ARC
(14,2),-0.678835 # DEPENDENCYPART_ARC
(14,3),-0.676474 # DEPENDENCYPART_ARC
(14,4),-1.90762 # DEPENDENCYPART_ARC
(14,5),-0.214392 # DEPENDENCYPART_ARC
(14,6),-0.791684 # DEPENDENCYPART_ARC
(14,7),-0.306882 # DEPENDENCYPART_ARC
(14,8),-0.148217 # DEPENDENCYPART_ARC
(14,9),-0.675034 # DEPENDENCYPART_ARC
(14,10),-0.201921 # DEPENDENCYPART_ARC
(14,11),0.146109 # DEPENDENCYPART_ARC
(14,12),0.0170006 # DEPENDENCYPART_ARC
(14,13),1.25255 # DEPENDENCYPART_ARC
(14,15),0.00351859 # DEPENDENCYPART_ARC
(14,16),-0.125939 # DEPENDENCYPART_ARC
(14,17),-0.182335 # DEPENDENCYPART_ARC
(14,18),-0.545495 # DEPENDENCYPART_ARC
(14,19),-0.535072 # DEPENDENCYPART_ARC
(14,20),-0.457104 # DEPENDENCYPART_ARC
(14,21),-0.56319 # DEPENDENCYPART_ARC
(14,22),-0.856429 # DEPENDENCYPART_ARC
(14,23),-0.0293021 # DEPENDENCYPART_ARC
(14,24),-0.217028 # DEPENDENCYPART_ARC
(14,25),-1.3001 # DEPENDENCYPART_ARC
(15,1),-0.932239 # DEPENDENCYPART_ARC
(15,2),0.0668399 # DEPENDENCYPART_ARC
(15,3),-0.610745 # DEPENDENCYPART_ARC
(15,4),-3.93189 # DEPENDENCYPART_ARC
(15,5),-0.830204 # DEPENDENCYPART_ARC
(15,6),-1.21243 # DEPENDENCYPART_ARC
(15,7),-0.859577 # DEPENDENCYPART_ARC
(15,8),-0.741618 # DEPENDENCYPART_ARC
(15,9),-0.004071 # DEPENDENCYPART_ARC
(15,10),-0.905807 # DEPENDENCYPART_ARC
(15,11),-0.428487 # DEPENDENCYPART_ARC
(15,12),-0.767259 # DEPENDENCYPART_ARC
(15,13),0.158583 # DEPENDENCYPART_ARC
(15,14),0.855501 # DEPENDENCYPART_ARC
(15,16),0.637144 # DEPENDENCYPART_ARC
(15,17),0.861672 # DEPENDENCYPART_ARC
(15,18),-0.413973 # DEPENDENCYPART_ARC
(15,19),0.34515 # DEPENDENCYPART_ARC
(15,20),0.463277 # DEPENDENCYPART_ARC
(15,21),-0.188131 # DEPENDENCYPART_ARC
(15,22),-0.331021 # DEPENDENCYPART_ARC
(15,23),-0.000436932 # DEPENDENCYPART_ARC
(15,24),0.15854 # DEPENDENCYPART_ARC
(15,25),-0.780435 # DEPENDENCYPART_ARC
(16,1),-0.49568 # DEPENDENCYPART_ARC
(16,2),0.846811 # DEPENDENCYPART_ARC
(16,3),0.412702 # DEPENDENCYPART_ARC
(16,4),-4.24038 # DEPENDENCYPART_ARC
(16,5),1.26307 # DEPENDENCYPART_ARC
(16,6),-0.553296 # DEPENDENCYPART_ARC
(16,7),-0.281639 # DEPENDENCYPART_ARC
(16,8),-0.297923 # DEPENDENCYPART_ARC
(16,9),0.685152 # DEPENDENCYPART_ARC
(16,10),-0.458027 # DEPENDENCYPART_ARC
(16,11),0.339873 # DEPENDENCYPART_ARC
(16,12),-0.248011 # DEPENDENCYPART_ARC
(16,13),0.568079 # DEPENDENCYPART_ARC
(16,14),0.857842 # DEPENDENCYPART_ARC
(16,15),2.46954 # DEPENDENCYPART_ARC
(16,17),-0.183373 # DEPENDENCYPART_ARC
(16,18),-0.217615 # DEPENDENCYPART_ARC
(16,19),-0.324344 # DEPENDENCYPART_ARC
(16,20),0.635208 # DEPENDENCYPART_ARC
(16,21),-0.400557 # DEPENDENCYPART_ARC
(16,22),-0.586665 # DEPENDENCYPART_ARC
(16,23),-0.102027 # DEPENDENCYPART_ARC
(16,24),-0.792104 # DEPENDENCYPART_ARC
(16,25),-0.822092 # DEPENDENCYPART_ARC
(17,1),-1.00039 # DEPENDENCYPART_ARC
(17,2),-1.65157 # DEPENDENCYPART_ARC
(17,3),-1.22774 # DEPENDENCYPART_ARC
(17,4),-4.27433 # DEPENDENCYPART_ARC
(17,5),-0.881411 # DEPENDENCYPART_ARC
(17,6),-1.25844 # DEPENDENCYPART_ARC
(17,7),-0.684998 # DEPENDENCYPART_ARC
(17,8),-0.272865 # DEPENDENCYPART_ARC
(17,9),-1.67002 # DEPENDENCYPART_ARC
(17,10),-0.864368 # DEPENDENCYPART_ARC
(17,11),-0.667374 # DEPENDENCYPART_ARC
(17,12),-0.724775 # DEPENDENCYPART_ARC
(17,13),-0.764339 # DEPENDENCYPART_ARC
(17,14),-0.0656766 # DEPENDENCYPART_ARC
(17,15),0.193795 # DEPENDENCYPART_ARC
(17,16),1.68253 # DEPENDENCYPART_ARC
(17,18),0.62529 # DEPENDENCYPART_ARC
(17,19),-0.023757 # DEPENDENCYPART_ARC
(17,20),-0.891931 # DEPENDENCYPART_ARC
(17,21),-0.313683 # DEPENDENCYPART_ARC
(17,22),-0.671224 # DEPENDENCYPART_ARC
(17,23),-0.225208 # DEPENDENCYPART_ARC
(17,24),-1.55641 # DEPENDENCYPART_ARC
(17,25),-0.800069 # DEPENDENCYPART_ARC
(18,1),-0.949229 # DEPENDENCYPART_ARC
(18,2),-1.32922 # DEPENDENCYPART_ARC
(18,3),-0.695423 # DEPENDENCYPART_ARC
(18,4),-4.82584 # DEPENDENCYPART_ARC
(18,5),-1.07998 # DEPENDENCYPART_ARC
(18,6),-1.22583 # DEPENDENCYPART_ARC
(18,7),-0.702634 # DEPENDENCYPART_ARC
(18,8),-0.176378 # DEPENDENCYPART_ARC
(18,9),-0.817964 # DEPENDENCYPART_ARC
(18,10),-0.317751 # DEPENDENCYPART_ARC
(18,11),-0.625835 # DEPENDENCYPART_ARC
(18,12),-0.530692 # DEPENDENCYPART_ARC
(18,13),-0.479305 # DEPENDENCYPART_ARC
(18,14),0.162248 # DEPENDENCYPART_ARC
(18,15),-0.560572 # DEPENDENCYPART_ARC
(18,16),0.164524 # DEPENDENCYPART_ARC
(18,17),1.56611 # DEPENDENCYPART_ARC
(18,19),0.712539 # DEPENDENCYPART_ARC
(18,20),0.307224 # DEPENDENCYPART_ARC
(18,21),-0.0426747 # DEPENDENCYPART_ARC
(18,22),-0.167303 # DEPENDENCYPART_ARC
(18,23),-0.338646 # DEPENDENCYPART_ARC
(18,24),-0.556603 # DEPENDENCYPART_ARC
(18,25),-0.421805 # DEPENDENCYPART_ARC
(19,1),-0.134797 # DEPENDENCYPART_ARC
(19,2),0.00557821 # DEPENDENCYPART_ARC
(19,3),0.342327 # DEPENDENCYPART_ARC
(19,4),-4.73101 # DEPENDENCYPART_ARC
(19,5),-0.363952 # DEPENDENCYPART_ARC
(19,6),-0.652468 # DEPENDENCYPART_ARC
(19,7),0.532959 # DEPENDENCYPART_ARC
(19,8),0.828123 # DEPENDENCYPART_ARC
(19,9),-0.442755 # DEPENDENCYPART_ARC
(19,10),-0.0420688 # DEPENDENCYPART_ARC
(19,11),0.734109 # DEPENDENCYPART_ARC
(19,12),0.147515 # DEPENDENCYPART_ARC
(19,13),0.564951 # DEPENDENCYPART_ARC
(19,14),0.662168 # DEPENDENCYPART_ARC
(19,15),-0.937284 # DEPENDENCYPART_ARC
(19,16),1.84051 # DEPENDENCYPART_ARC
(19,17),2.72993 # DEPENDENCYPART_ARC
(19,18),2.8911 # DEPENDENCYPART_ARC
(19,20),-0.446028 # DEPENDENCYPART_ARC
(19,21),-0.738198 # DEPENDENCYPART_ARC
(19,22),-1.16941 # DEPENDENCYPART_ARC
(19,23),-0.964947 # DEPENDENCYPART_ARC
(19,24),-2.11042 # DEPENDENCYPART_ARC
(19,25),-1.33212 # DEPENDENCYPART_ARC
(20,1),-0.404174 # DEPENDENCYPART_ARC
(20,2),-0.433831 # DEPENDENCYPART_ARC
(20,3),-0.649493 # DEPENDENCYPART_ARC
(20,4),-5.07775 # DEPENDENCYPART_ARC
(20,5),-0.0892347 # DEPENDENCYPART_ARC
(20,6),-0.260085 # DEPENDENCYPART_ARC
(20,7),0.202514 # DEPENDENCYPART_ARC
(20,8),0.606659 # DEPENDENCYPART_ARC
(20,9),-0.469862 # DEPENDENCYPART_ARC
(20,10),0.730043 # DEPENDENCYPART_ARC
(20,11),0.224259 # DEPENDENCYPART_ARC
(20,12),0.861578 # DEPENDENCYPART_ARC
(20,13),0.00025454 # DEPENDENCYPART_ARC
(20,14),1.47638 # DEPENDENCYPART_ARC
(20,15),-1.34341 # DEPENDENCYPART_ARC
(20,16),1.59244 # DEPENDENCYPART_ARC
(20,17),1.73014 # DEPENDENCYPART_ARC
(20,18),1.39854 # DEPENDENCYPART_ARC
(20,19),3.26027 # DEPENDENCYPART_ARC
(20,21),-0.0776095 # DEPENDENCYPART_ARC
(20,22),-0.477939 # DEPENDENCYPART_ARC
(20,23),-0.534967 # DEPENDENCYPART_ARC
(20,24),-1.34934 # DEPENDENCYPART_ARC
(20,25),-0.854242 # DEPENDENCYPART_ARC
(21,1),0.964621 # DEPENDENCYPART_ARC
(21,2),-0.747473 # DEPENDENCYPART_ARC
