# _root_ Çam fidanı , _ süslü eşyalarla dolu _ olan bu salonda doğadan , topraktan _ iyice _ uzaklaşmıştı .
#goldHeads=2,18,0,5,6,7,8,9,11,11,18,13,14,18,16,18,18,19,0,
#predictedHeads=2,18,0,5,6,8,8,9,11,11,12,13,0,18,16,18,18,19,0,
(2,16),-1.13326 # DEPENDENCYPART_ARC
(2,17),-1.33709 # DEPENDENCYPART_ARC
(2,18),-1.92288 # DEPENDENCYPART_ARC
(2,19),-1.46088 # DEPENDENCYPART_ARC
(3,1),0.337871 # DEPENDENCYPART_ARC
(3,2),1.01185 # DEPENDENCYPART_ARC
(3,4),0.133304 # DEPENDENCYPART_ARC
(3,5),-0.615881 # DEPENDENCYPART_ARC
(3,6),-0.453352 # DEPENDENCYPART_ARC
(3,7),-0.660298 # DEPENDENCYPART_ARC
(3,8),-0.61505 # DEPENDENCYPART_ARC
(3,9),-0.700785 # DEPENDENCYPART_ARC
(3,10),-0.491193 # DEPENDENCYPART_ARC
(3,11),-0.894837 # DEPENDENCYPART_ARC
(3,12),-0.722502 # DEPENDENCYPART_ARC
(3,13),-0.935123 # DEPENDENCYPART_ARC
(3,14),-1.19718 # DEPENDENCYPART_ARC
(3,15),-1.42936 # DEPENDENCYPART_ARC
(3,16),-1.2709 # DEPENDENCYPART_ARC
(3,17),-1.44034 # DEPENDENCYPART_ARC
(3,18),-1.22042 # DEPENDENCYPART_ARC
(3,19),-1.74357 # DEPENDENCYPART_ARC
(4,1),-0.685899 # DEPENDENCYPART_ARC
(4,2),-0.427591 # DEPENDENCYPART_ARC
(4,3),0.819907 # DEPENDENCYPART_ARC
(4,5),0.533547 # DEPENDENCYPART_ARC
(4,6),-1.01784 # DEPENDENCYPART_ARC
(4,7),-0.0697804 # DEPENDENCYPART_ARC
(4,8),-0.720075 # DEPENDENCYPART_ARC
(4,9),-0.234286 # DEPENDENCYPART_ARC
(4,10),-0.197827 # DEPENDENCYPART_ARC
(4,11),-2.0527 # DEPENDENCYPART_ARC
(4,12),-2.39587 # DEPENDENCYPART_ARC
(4,13),-0.19358 # DEPENDENCYPART_ARC
(4,14),-2.80514 # DEPENDENCYPART_ARC
(4,15),-1.03197 # DEPENDENCYPART_ARC
(4,16),-0.792121 # DEPENDENCYPART_ARC
(4,17),-1.20657 # DEPENDENCYPART_ARC
(4,18),-2.09936 # DEPENDENCYPART_ARC
(4,19),-1.31701 # DEPENDENCYPART_ARC
(5,1),0.0865426 # DEPENDENCYPART_ARC
(5,2),-0.149503 # DEPENDENCYPART_ARC
(5,3),0.479651 # DEPENDENCYPART_ARC
(5,4),3.46244 # DEPENDENCYPART_ARC
(5,6),-0.255371 # DEPENDENCYPART_ARC
(5,7),-0.824807 # DEPENDENCYPART_ARC
(5,8),-0.939639 # DEPENDENCYPART_ARC
(5,9),-1.08811 # DEPENDENCYPART_ARC
(5,10),-0.861894 # DEPENDENCYPART_ARC
(5,11),-0.907509 # DEPENDENCYPART_ARC
(5,12),-1.01109 # DEPENDENCYPART_ARC
(5,13),-1.12772 # DEPENDENCYPART_ARC
(5,14),-1.27686 # DEPENDENCYPART_ARC
(5,15),-1.56589 # DEPENDENCYPART_ARC
(5,16),-1.26897 # DEPENDENCYPART_ARC
(5,17),-1.7515 # DEPENDENCYPART_ARC
(5,18),-1.62448 # DEPENDENCYPART_ARC
(5,19),-1.31834 # DEPENDENCYPART_ARC
(6,1),-0.0244306 # DEPENDENCYPART_ARC
(6,2),-0.247929 # DEPENDENCYPART_ARC
(6,3),0.730385 # DEPENDENCYPART_ARC
(6,4),0.840686 # DEPENDENCYPART_ARC
(6,5),3.0892 # DEPENDENCYPART_ARC
(6,7),0.404235 # DEPENDENCYPART_ARC
(6,8),-0.288939 # DEPENDENCYPART_ARC
(6,9),-0.167644 # DEPENDENCYPART_ARC
(6,10),-0.140065 # DEPENDENCYPART_ARC
(6,11),-1.37264 # DEPENDENCYPART_ARC
(6,12),-1.47508 # DEPENDENCYPART_ARC
(6,13),-0.363302 # DEPENDENCYPART_ARC
(6,14),-2.00475 # DEPENDENCYPART_ARC
(6,15),-0.826777 # DEPENDENCYPART_ARC
(6,16),-0.767588 # DEPENDENCYPART_ARC
(6,17),-1.00643 # DEPENDENCYPART_ARC
(6,18),-1.37198 # DEPENDENCYPART_ARC
(6,19),-1.26162 # DEPENDENCYPART_ARC
(7,1),0.342982 # DEPENDENCYPART_ARC
(7,2),0.170098 # DEPENDENCYPART_ARC
(7,3),0.813765 # DEPENDENCYPART_ARC
(7,4),1.47637 # DEPENDENCYPART_ARC
(7,5),1.12859 # DEPENDENCYPART_ARC
(7,6),2.09404 # DEPENDENCYPART_ARC
(7,8),0.039499 # DEPENDENCYPART_ARC
(7,9),-0.276961 # DEPENDENCYPART_ARC
(7,10),-0.200294 # DEPENDENCYPART_ARC
(7,11),-0.0160791 # DEPENDENCYPART_ARC
(7,12),-0.140102 # DEPENDENCYPART_ARC
(7,13),-0.553075 # DEPENDENCYPART_ARC
(7,14),-0.515417 # DEPENDENCYPART_ARC
(7,15),-1.15051 # DEPENDENCYPART_ARC
(7,16),-0.478541 # DEPENDENCYPART_ARC
(7,17),-1.06494 # DEPENDENCYPART_ARC
(7,18),-1.03028 # DEPENDENCYPART_ARC
(7,19),-0.904621 # DEPENDENCYPART_ARC
(8,1),0.096009 # DEPENDENCYPART_ARC
(8,2),-0.0957268 # DEPENDENCYPART_ARC
(8,3),-0.0646881 # DEPENDENCYPART_ARC
(8,4),-0.544763 # DEPENDENCYPART_ARC
(8,5),0.574537 # DEPENDENCYPART_ARC
(8,6),2.55658 # DEPENDENCYPART_ARC
(8,7),2.21387 # DEPENDENCYPART_ARC
(8,9),0.199685 # DEPENDENCYPART_ARC
(8,10),-0.310837 # DEPENDENCYPART_ARC
(8,11),-0.596816 # DEPENDENCYPART_ARC
(8,12),-0.265532 # DEPENDENCYPART_ARC
(8,13),-0.565321 # DEPENDENCYPART_ARC
(8,14),-1.96991 # DEPENDENCYPART_ARC
(8,15),-1.78036 # DEPENDENCYPART_ARC
(8,16),-0.767847 # DEPENDENCYPART_ARC
(8,17),-1.66383 # DEPENDENCYPART_ARC
(8,18),-1.06164 # DEPENDENCYPART_ARC
(8,19),-1.44506 # DEPENDENCYPART_ARC
(9,1),0.227401 # DEPENDENCYPART_ARC
(9,2),0.0393642 # DEPENDENCYPART_ARC
(9,3),0.179849 # DEPENDENCYPART_ARC
(9,4),0.398071 # DEPENDENCYPART_ARC
(9,5),0.480459 # DEPENDENCYPART_ARC
(9,6),0.950495 # DEPENDENCYPART_ARC
(9,7),0.962714 # DEPENDENCYPART_ARC
(9,8),2.41088 # DEPENDENCYPART_ARC
(9,10),0.167004 # DEPENDENCYPART_ARC
(9,11),0.00921921 # DEPENDENCYPART_ARC
(9,12),-0.167789 # DEPENDENCYPART_ARC
(9,13),-0.517515 # DEPENDENCYPART_ARC
(9,14),-0.73528 # DEPENDENCYPART_ARC
(9,15),-1.20263 # DEPENDENCYPART_ARC
(9,16),-0.609015 # DEPENDENCYPART_ARC
(9,17),-1.31258 # DEPENDENCYPART_ARC
(9,18),-0.942216 # DEPENDENCYPART_ARC
(9,19),-0.828772 # DEPENDENCYPART_ARC
(10,1),-1.3325 # DEPENDENCYPART_ARC
(10,2),-1.28536 # DEPENDENCYPART_ARC
(10,3),-0.361282 # DEPENDENCYPART_ARC
(10,4),-0.879787 # DEPENDENCYPART_ARC
(10,5),-0.913948 # DEPENDENCYPART_ARC
(10,6),-0.928385 # DEPENDENCYPART_ARC
(10,7),-0.697286 # DEPENDENCYPART_ARC
(10,8),-0.551888 # DEPENDENCYPART_ARC
(10,9),0.35604 # DEPENDENCYPART_ARC
(10,11),-0.297489 # DEPENDENCYPART_ARC
(10,12),-0.672364 # DEPENDENCYPART_ARC
(10,13),-0.55439 # DEPENDENCYPART_ARC
(10,14),-1.04686 # DEPENDENCYPART_ARC
(10,15),-1.0897 # DEPENDENCYPART_ARC
(10,16),-0.891615 # DEPENDENCYPART_ARC
(10,17),-1.08476 # DEPENDENCYPART_ARC
(10,18),-1.18331 # DEPENDENCYPART_ARC
(10,19),-0.859324 # DEPENDENCYPART_ARC
(11,1),-1.07563 # DEPENDENCYPART_ARC
(11,2),-1.00416 # DEPENDENCYPART_ARC
(11,3),-0.0932729 # DEPENDENCYPART_ARC
(11,4),-2.54985 # DEPENDENCYPART_ARC
(11,5),0.382896 # DEPENDENCYPART_ARC
(11,6),-0.555497 # DEPENDENCYPART_ARC
(11,7),0.664926 # DEPENDENCYPART_ARC
(11,8),0.0700569 # DEPENDENCYPART_ARC
(11,9),1.89061 # DEPENDENCYPART_ARC
(11,10),2.25305 # DEPENDENCYPART_ARC
(11,12),-0.855867 # DEPENDENCYPART_ARC
(11,13),-0.221719 # DEPENDENCYPART_ARC
(11,14),-1.79247 # DEPENDENCYPART_ARC
(11,15),-0.983496 # DEPENDENCYPART_ARC
(11,16),-1.00546 # DEPENDENCYPART_ARC
(11,17),-1.19911 # DEPENDENCYPART_ARC
(11,18),-1.11512 # DEPENDENCYPART_ARC
(11,19),-1.27244 # DEPENDENCYPART_ARC
(12,1),-0.892626 # DEPENDENCYPART_ARC
(12,2),-1.57921 # DEPENDENCYPART_ARC
(12,3),0.839505 # DEPENDENCYPART_ARC
(12,4),-3.52102 # DEPENDENCYPART_ARC
(12,5),1.04386 # DEPENDENCYPART_ARC
(12,6),-1.13063 # DEPENDENCYPART_ARC
(12,7),0.353663 # DEPENDENCYPART_ARC
(12,8),-0.699488 # DEPENDENCYPART_ARC
(12,9),1.63617 # DEPENDENCYPART_ARC
(12,10),1.34183 # DEPENDENCYPART_ARC
(12,11),1.2918 # DEPENDENCYPART_ARC
(12,13),0.251591 # DEPENDENCYPART_ARC
(12,14),-1.41303 # DEPENDENCYPART_ARC
(12,15),-0.70867 # DEPENDENCYPART_ARC
(12,16),-0.599677 # DEPENDENCYPART_ARC
(12,17),-0.889082 # DEPENDENCYPART_ARC
(12,18),-1.50208 # DEPENDENCYPART_ARC
(12,19),-0.938593 # DEPENDENCYPART_ARC
(13,1),-0.341651 # DEPENDENCYPART_ARC
(13,2),-0.498198 # DEPENDENCYPART_ARC
(13,3),-0.0244372 # DEPENDENCYPART_ARC
(13,4),-1.82407 # DEPENDENCYPART_ARC
(13,5),-0.0334606 # DEPENDENCYPART_ARC
(13,6),0.371064 # DEPENDENCYPART_ARC
(13,7),-0.13246 # DEPENDENCYPART_ARC
(13,8),-1.03088 # DEPENDENCYPART_ARC
(13,9),0.0337516 # DEPENDENCYPART_ARC
(13,10),0.0521531 # DEPENDENCYPART_ARC
(13,11),0.449087 # DEPENDENCYPART_ARC
(13,12),1.2191 # DEPENDENCYPART_ARC
(13,14),0.224674 # DEPENDENCYPART_ARC
(13,15),-0.662135 # DEPENDENCYPART_ARC
(13,16),-0.264105 # DEPENDENCYPART_ARC
(13,17),-0.729005 # DEPENDENCYPART_ARC
(13,18),-0.345347 # DEPENDENCYPART_ARC
(13,19),-0.582657 # DEPENDENCYPART_ARC
(14,1),-0.716454 # DEPENDENCYPART_ARC
(14,2),-1.03481 # DEPENDENCYPART_ARC
(14,3),-0.534678 # DEPENDENCYPART_ARC
(14,4),-5.05064 # DEPENDENCYPART_ARC
(14,5),0.153604 # DEPENDENCYPART_ARC
(14,6),-2.26636 # DEPENDENCYPART_ARC
(14,7),-0.571841 # DEPENDENCYPART_ARC
(14,8),-1.77606 # DEPENDENCYPART_ARC
(14,9),0.375793 # DEPENDENCYPART_ARC
(14,10),0.0249885 # DEPENDENCYPART_ARC
(14,11),-1.11491 # DEPENDENCYPART_ARC
(14,12),-0.809132 # DEPENDENCYPART_ARC
(14,13),0.932344 # DEPENDENCYPART_ARC
(14,15),0.0938854 # DEPENDENCYPART_ARC
(14,16),-0.23983 # DEPENDENCYPART_ARC
(14,17),-0.555908 # DEPENDENCYPART_ARC
(14,18),-1.21873 # DEPENDENCYPART_ARC
(14,19),-0.742472 # DEPENDENCYPART_ARC
(15,1),-0.975956 # DEPENDENCYPART_ARC
(15,2),-1.02207 # DEPENDENCYPART_ARC
(15,3),-1.39121 # DEPENDENCYPART_ARC
(15,4),-4.31615 # DEPENDENCYPART_ARC
(15,5),-0.829791 # DEPENDENCYPART_ARC
(15,6),-0.661167 # DEPENDENCYPART_ARC
(15,7),-1.04113 # DEPENDENCYPART_ARC
(15,8),-2.05574 # DEPENDENCYPART_ARC
(15,9),-1.40743 # DEPENDENCYPART_ARC
(15,10),-0.520879 # DEPENDENCYPART_ARC
(15,11),-0.527518 # DEPENDENCYPART_ARC
(15,12),-0.688081 # DEPENDENCYPART_ARC
(15,13),0.18472 # DEPENDENCYPART_ARC
(15,14),1.41291 # DEPENDENCYPART_ARC
(15,16),0.894052 # DEPENDENCYPART_ARC
(15,17),-0.100616 # DEPENDENCYPART_ARC
(15,18),-0.204184 # DEPENDENCYPART_ARC
(15,19),-0.240191 # DEPENDENCYPART_ARC
(16,1),-0.448049 # DEPENDENCYPART_ARC
(16,2),-0.487309 # DEPENDENCYPART_ARC
(16,3),0.0190073 # DEPENDENCYPART_ARC
(16,4),-0.606181 # DEPENDENCYPART_ARC
(16,5),-0.35075 # DEPENDENCYPART_ARC
(16,6),-0.132799 # DEPENDENCYPART_ARC
(16,7),-0.309083 # DEPENDENCYPART_ARC
(16,8),-0.0861127 # DEPENDENCYPART_ARC
(16,9),-0.447097 # DEPENDENCYPART_ARC
(16,10),0.0829078 # DEPENDENCYPART_ARC
(16,11),-0.0686002 # DEPENDENCYPART_ARC
(16,12),-0.459841 # DEPENDENCYPART_ARC
(16,13),0.74646 # DEPENDENCYPART_ARC
(16,14),0.74179 # DEPENDENCYPART_ARC
(16,15),2.04703 # DEPENDENCYPART_ARC
(16,17),-0.511743 # DEPENDENCYPART_ARC
(16,18),-0.77704 # DEPENDENCYPART_ARC
(16,19),-0.927908 # DEPENDENCYPART_ARC
(17,1),0.191669 # DEPENDENCYPART_ARC
(17,2),-0.153874 # DEPENDENCYPART_ARC
(17,3),-0.956679 # DEPENDENCYPART_ARC
(17,4),-4.06531 # DEPENDENCYPART_ARC
(17,5),-0.268056 # DEPENDENCYPART_ARC
(17,6),0.196525 # DEPENDENCYPART_ARC
(17,7),-0.366182 # DEPENDENCYPART_ARC
(17,8),-2.57069 # DEPENDENCYPART_ARC
(17,9),-0.775652 # DEPENDENCYPART_ARC
(17,10),-0.170154 # DEPENDENCYPART_ARC
(17,11),0.497946 # DEPENDENCYPART_ARC
(17,12),0.0744822 # DEPENDENCYPART_ARC
(17,13),0.448763 # DEPENDENCYPART_ARC
(17,14),1.05207 # DEPENDENCYPART_ARC
(17,15),1.6712 # DEPENDENCYPART_ARC
(17,16),1.73091 # DEPENDENCYPART_ARC
(17,18),0.37157 # DEPENDENCYPART_ARC
(17,19),0.0733101 # DEPENDENCYPART_ARC
(18,1),0.749955 # DEPENDENCYPART_ARC
(18,2),1.15732 # DEPENDENCYPART_ARC
(18,3),-0.48239 # DEPENDENCYPART_ARC
(18,4),-5.77782 # DEPENDENCYPART_ARC
(18,5),0.281128 # DEPENDENCYPART_ARC
(18,6),1.55698 # DEPENDENCYPART_ARC
(18,7),-0.0469678 # DEPENDENCYPART_ARC
(18,8),-4.71916 # DEPENDENCYPART_ARC
(18,9),0.255353 # DEPENDENCYPART_ARC
(18,10),-0.512851 # DEPENDENCYPART_ARC
(18,11),0.136797 # DEPENDENCYPART_ARC
(18,12),0.551676 # DEPENDENCYPART_ARC
(18,13),0.26827 # DEPENDENCYPART_ARC
(18,14),1.52717 # DEPENDENCYPART_ARC
(18,15),-0.0530445 # DEPENDENCYPART_ARC
(18,16),2.3671 # DEPENDENCYPART_ARC
(18,17),2.47503 # DEPENDENCYPART_ARC
(18,19),-0.797449 # DEPENDENCYPART_ARC
(19,1),0.162159 # DEPENDENCYPART_ARC
(19,2),-0.0771338 # DEPENDENCYPART_ARC
(19,3),-0.658018 # DEPENDENCYPART_ARC
(19,4),-4.26424 # DEPENDENCYPART_ARC
(19,5),-0.087789 # DEPENDENCYPART_ARC
(19,6),0.297878 # DEPENDENCYPART_ARC
(19,7),-0.489339 # DEPENDENCYPART_ARC
(19,8),-3.83844 # DEPENDENCYPART_ARC
(19,9),-0.455088 # DEPENDENCYPART_ARC
(19,10),-0.0130038 # DEPENDENCYPART_ARC
(19,11),0.322097 # DEPENDENCYPART_ARC
(19,12),0.25004 # DEPENDENCYPART_ARC
(19,13),0.0993267 # DEPENDENCYPART_ARC
(19,14),0.457727 # DEPENDENCYPART_ARC
(19,15),-0.64795 # DEPENDENCYPART_ARC
(19,16),0.409623 # DEPENDENCYPART_ARC
(19,17),-0.549568 # DEPENDENCYPART_ARC
(19,18),1.79206 # DEPENDENCYPART_ARC
