# _root_ Fabrikayı yapacak _ olan , ekonomik faaliyetleri _ _ gerçekleştirecek _ olan , üretim _ yapacak _ olan _ firmalardır .
#goldHeads=2,3,4,5,12,7,9,9,10,11,12,13,18,15,16,17,18,19,20,21,0,
#predictedHeads=2,3,4,5,12,7,9,9,10,11,12,13,0,15,16,17,18,19,20,21,0,
(5,9),-0.560755 # DEPENDENCYPART_ARC
(5,10),-1.08926 # DEPENDENCYPART_ARC
(5,11),-0.614622 # DEPENDENCYPART_ARC
(5,12),-1.16996 # DEPENDENCYPART_ARC
(5,13),-1.04094 # DEPENDENCYPART_ARC
(5,14),-0.791831 # DEPENDENCYPART_ARC
(5,15),-1.02878 # DEPENDENCYPART_ARC
(5,16),-1.47923 # DEPENDENCYPART_ARC
(5,17),-1.34202 # DEPENDENCYPART_ARC
(5,18),-1.72822 # DEPENDENCYPART_ARC
(5,19),-1.93384 # DEPENDENCYPART_ARC
(5,20),-1.22719 # DEPENDENCYPART_ARC
(5,21),-2.44106 # DEPENDENCYPART_ARC
(6,1),-0.47349 # DEPENDENCYPART_ARC
(6,2),-1.08535 # DEPENDENCYPART_ARC
(6,3),-0.147589 # DEPENDENCYPART_ARC
(6,4),-0.250252 # DEPENDENCYPART_ARC
(6,5),1.01533 # DEPENDENCYPART_ARC
(6,7),0.212124 # DEPENDENCYPART_ARC
(6,8),-0.252925 # DEPENDENCYPART_ARC
(6,9),-0.387386 # DEPENDENCYPART_ARC
(6,10),-0.673662 # DEPENDENCYPART_ARC
(6,11),-0.598467 # DEPENDENCYPART_ARC
(6,12),-0.945133 # DEPENDENCYPART_ARC
(6,13),-0.716507 # DEPENDENCYPART_ARC
(6,14),-0.7457 # DEPENDENCYPART_ARC
(6,15),-0.845638 # DEPENDENCYPART_ARC
(6,16),-1.20828 # DEPENDENCYPART_ARC
(6,17),-1.05593 # DEPENDENCYPART_ARC
(6,18),-1.52541 # DEPENDENCYPART_ARC
(6,19),-1.2358 # DEPENDENCYPART_ARC
(6,20),-1.14518 # DEPENDENCYPART_ARC
(6,21),-1.59699 # DEPENDENCYPART_ARC
(7,1),-0.87369 # DEPENDENCYPART_ARC
(7,2),-0.703699 # DEPENDENCYPART_ARC
(7,3),-1.53616 # DEPENDENCYPART_ARC
(7,4),0.544483 # DEPENDENCYPART_ARC
(7,5),0.236757 # DEPENDENCYPART_ARC
(7,6),2.40314 # DEPENDENCYPART_ARC
(7,8),0.375895 # DEPENDENCYPART_ARC
(7,9),-0.26771 # DEPENDENCYPART_ARC
(7,10),0.171473 # DEPENDENCYPART_ARC
(7,11),-0.695146 # DEPENDENCYPART_ARC
(7,12),-0.0213187 # DEPENDENCYPART_ARC
(7,13),-0.234436 # DEPENDENCYPART_ARC
(7,14),-0.75733 # DEPENDENCYPART_ARC
(7,15),-1.35555 # DEPENDENCYPART_ARC
(7,16),-0.412166 # DEPENDENCYPART_ARC
(7,17),-1.34035 # DEPENDENCYPART_ARC
(7,18),-0.637998 # DEPENDENCYPART_ARC
(7,19),-2.13101 # DEPENDENCYPART_ARC
(7,20),-1.41831 # DEPENDENCYPART_ARC
(7,21),-1.16536 # DEPENDENCYPART_ARC
(8,1),-0.461184 # DEPENDENCYPART_ARC
(8,2),-0.668238 # DEPENDENCYPART_ARC
(8,3),-2.46466 # DEPENDENCYPART_ARC
(8,4),-0.662219 # DEPENDENCYPART_ARC
(8,5),0.204595 # DEPENDENCYPART_ARC
(8,6),0.0882454 # DEPENDENCYPART_ARC
(8,7),1.32538 # DEPENDENCYPART_ARC
(8,9),0.171817 # DEPENDENCYPART_ARC
(8,10),0.179714 # DEPENDENCYPART_ARC
(8,11),-0.23568 # DEPENDENCYPART_ARC
(8,12),-0.0334987 # DEPENDENCYPART_ARC
(8,13),-0.327082 # DEPENDENCYPART_ARC
(8,14),-0.726292 # DEPENDENCYPART_ARC
(8,15),-0.979346 # DEPENDENCYPART_ARC
(8,16),-0.979899 # DEPENDENCYPART_ARC
(8,17),-1.12963 # DEPENDENCYPART_ARC
(8,18),-0.93828 # DEPENDENCYPART_ARC
(8,19),-1.70251 # DEPENDENCYPART_ARC
(8,20),-0.927364 # DEPENDENCYPART_ARC
(8,21),-1.6454 # DEPENDENCYPART_ARC
(9,1),0.801298 # DEPENDENCYPART_ARC
(9,2),0.264426 # DEPENDENCYPART_ARC
(9,3),-3.16646 # DEPENDENCYPART_ARC
(9,4),-0.103177 # DEPENDENCYPART_ARC
(9,5),0.676236 # DEPENDENCYPART_ARC
(9,6),0.743299 # DEPENDENCYPART_ARC
(9,7),2.8898 # DEPENDENCYPART_ARC
(9,8),3.37539 # DEPENDENCYPART_ARC
(9,10),0.255303 # DEPENDENCYPART_ARC
(9,11),-0.476681 # DEPENDENCYPART_ARC
(9,12),-0.219394 # DEPENDENCYPART_ARC
(9,13),-0.343722 # DEPENDENCYPART_ARC
(9,14),-2.00234 # DEPENDENCYPART_ARC
(9,15),-1.33423 # DEPENDENCYPART_ARC
(9,16),-1.0647 # DEPENDENCYPART_ARC
(9,17),-1.53749 # DEPENDENCYPART_ARC
(9,18),-1.17557 # DEPENDENCYPART_ARC
(9,19),-3.11045 # DEPENDENCYPART_ARC
(9,20),-1.30249 # DEPENDENCYPART_ARC
(9,21),-1.71623 # DEPENDENCYPART_ARC
(10,1),0.915161 # DEPENDENCYPART_ARC
(10,2),-0.204673 # DEPENDENCYPART_ARC
(10,3),-0.856917 # DEPENDENCYPART_ARC
(10,5),1.05173 # DEPENDENCYPART_ARC
(10,6),0.652714 # DEPENDENCYPART_ARC
(10,7),1.93591 # DEPENDENCYPART_ARC
(10,8),1.01514 # DEPENDENCYPART_ARC
(10,9),2.69339 # DEPENDENCYPART_ARC
(10,11),-0.581494 # DEPENDENCYPART_ARC
(10,13),-1.00885 # DEPENDENCYPART_ARC
(10,14),-0.923406 # DEPENDENCYPART_ARC
(10,15),-1.44838 # DEPENDENCYPART_ARC
(10,17),-1.47957 # DEPENDENCYPART_ARC
(10,19),-1.22845 # DEPENDENCYPART_ARC
(10,21),-1.93641 # DEPENDENCYPART_ARC
(11,1),0.349534 # DEPENDENCYPART_ARC
(11,2),-0.475753 # DEPENDENCYPART_ARC
(11,3),-5.48893 # DEPENDENCYPART_ARC
(11,4),-0.142962 # DEPENDENCYPART_ARC
(11,5),0.457527 # DEPENDENCYPART_ARC
(11,6),0.54256 # DEPENDENCYPART_ARC
(11,7),1.64678 # DEPENDENCYPART_ARC
(11,8),-0.585724 # DEPENDENCYPART_ARC
(11,9),0.389105 # DEPENDENCYPART_ARC
(11,10),1.5012 # DEPENDENCYPART_ARC
(11,12),0.313325 # DEPENDENCYPART_ARC
(11,13),-0.25513 # DEPENDENCYPART_ARC
(11,14),-1.57495 # DEPENDENCYPART_ARC
(11,15),-1.13756 # DEPENDENCYPART_ARC
(11,16),-1.25076 # DEPENDENCYPART_ARC
(11,17),-1.37344 # DEPENDENCYPART_ARC
(11,18),-1.31496 # DEPENDENCYPART_ARC
(11,19),-2.63544 # DEPENDENCYPART_ARC
(11,20),-1.17035 # DEPENDENCYPART_ARC
(11,21),-1.56849 # DEPENDENCYPART_ARC
(12,1),0.225724 # DEPENDENCYPART_ARC
(12,2),-0.241161 # DEPENDENCYPART_ARC
(12,3),-1.7941 # DEPENDENCYPART_ARC
(12,5),1.40044 # DEPENDENCYPART_ARC
(12,6),0.219354 # DEPENDENCYPART_ARC
(12,7),0.752339 # DEPENDENCYPART_ARC
(12,8),-0.188244 # DEPENDENCYPART_ARC
(12,9),0.600694 # DEPENDENCYPART_ARC
(12,10),0.829258 # DEPENDENCYPART_ARC
(12,11),2.28766 # DEPENDENCYPART_ARC
(12,13),-0.347771 # DEPENDENCYPART_ARC
(12,14),-0.729293 # DEPENDENCYPART_ARC
(12,15),-1.16559 # DEPENDENCYPART_ARC
(12,16),-1.43254 # DEPENDENCYPART_ARC
(12,17),-1.33331 # DEPENDENCYPART_ARC
(12,19),-1.05219 # DEPENDENCYPART_ARC
(12,20),-1.42222 # DEPENDENCYPART_ARC
(12,21),-1.51218 # DEPENDENCYPART_ARC
(13,1),-0.453805 # DEPENDENCYPART_ARC
(13,2),-0.207375 # DEPENDENCYPART_ARC
(13,3),-2.33141 # DEPENDENCYPART_ARC
(13,4),-1.42615 # DEPENDENCYPART_ARC
(13,5),-0.417439 # DEPENDENCYPART_ARC
(13,6),-0.971864 # DEPENDENCYPART_ARC
(13,7),0.0658585 # DEPENDENCYPART_ARC
(13,8),-1.42617 # DEPENDENCYPART_ARC
(13,9),-0.935844 # DEPENDENCYPART_ARC
(13,10),-0.370107 # DEPENDENCYPART_ARC
(13,11),-0.217986 # DEPENDENCYPART_ARC
(13,12),0.805275 # DEPENDENCYPART_ARC
(13,14),0.0883656 # DEPENDENCYPART_ARC
(13,15),-0.481628 # DEPENDENCYPART_ARC
(13,16),-0.811631 # DEPENDENCYPART_ARC
(13,17),-0.428332 # DEPENDENCYPART_ARC
(13,18),-0.967286 # DEPENDENCYPART_ARC
(13,19),-0.701781 # DEPENDENCYPART_ARC
(13,20),-0.39954 # DEPENDENCYPART_ARC
(13,21),-1.38854 # DEPENDENCYPART_ARC
(14,1),-1.83825 # DEPENDENCYPART_ARC
(14,2),-1.32882 # DEPENDENCYPART_ARC
(14,3),-5.043 # DEPENDENCYPART_ARC
(14,4),-0.677153 # DEPENDENCYPART_ARC
(14,5),-0.902383 # DEPENDENCYPART_ARC
(14,6),-1.24131 # DEPENDENCYPART_ARC
(14,7),-2.0766 # DEPENDENCYPART_ARC
(14,8),-2.87672 # DEPENDENCYPART_ARC
(14,9),-2.1993 # DEPENDENCYPART_ARC
(14,10),-0.396345 # DEPENDENCYPART_ARC
(14,11),-0.611016 # DEPENDENCYPART_ARC
(14,12),0.100098 # DEPENDENCYPART_ARC
(14,13),0.430124 # DEPENDENCYPART_ARC
(14,15),-0.157167 # DEPENDENCYPART_ARC
(14,16),0.59114 # DEPENDENCYPART_ARC
(14,17),-0.775026 # DEPENDENCYPART_ARC
(14,18),0.0606614 # DEPENDENCYPART_ARC
(14,19),-0.916789 # DEPENDENCYPART_ARC
(14,20),-0.917579 # DEPENDENCYPART_ARC
(14,21),-0.631707 # DEPENDENCYPART_ARC
(15,1),-0.0196696 # DEPENDENCYPART_ARC
(15,2),-0.361594 # DEPENDENCYPART_ARC
(15,3),-7.97066 # DEPENDENCYPART_ARC
(15,4),-0.39349 # DEPENDENCYPART_ARC
(15,5),-0.639122 # DEPENDENCYPART_ARC
(15,6),-0.499335 # DEPENDENCYPART_ARC
(15,7),0.563905 # DEPENDENCYPART_ARC
(15,8),-4.05953 # DEPENDENCYPART_ARC
(15,9),-3.3294 # DEPENDENCYPART_ARC
(15,10),-0.63375 # DEPENDENCYPART_ARC
(15,11),-1.50733 # DEPENDENCYPART_ARC
(15,12),-0.0594792 # DEPENDENCYPART_ARC
(15,13),0.876497 # DEPENDENCYPART_ARC
(15,14),2.53942 # DEPENDENCYPART_ARC
(15,16),0.151849 # DEPENDENCYPART_ARC
(15,17),-0.448591 # DEPENDENCYPART_ARC
(15,18),-0.519577 # DEPENDENCYPART_ARC
(15,19),-0.772756 # DEPENDENCYPART_ARC
(15,20),-0.900318 # DEPENDENCYPART_ARC
(15,21),-1.12772 # DEPENDENCYPART_ARC
(16,1),0.491853 # DEPENDENCYPART_ARC
(16,2),-0.687119 # DEPENDENCYPART_ARC
(16,3),-3.01953 # DEPENDENCYPART_ARC
(16,5),0.476688 # DEPENDENCYPART_ARC
(16,6),-0.309264 # DEPENDENCYPART_ARC
(16,7),0.750192 # DEPENDENCYPART_ARC
(16,8),-1.84479 # DEPENDENCYPART_ARC
(16,9),-0.991038 # DEPENDENCYPART_ARC
(16,11),-0.388236 # DEPENDENCYPART_ARC
(16,13),1.0172 # DEPENDENCYPART_ARC
(16,14),1.73738 # DEPENDENCYPART_ARC
(16,15),2.79395 # DEPENDENCYPART_ARC
(16,17),-0.61792 # DEPENDENCYPART_ARC
(16,19),-0.758952 # DEPENDENCYPART_ARC
(16,21),-1.43277 # DEPENDENCYPART_ARC
(17,1),0.187049 # DEPENDENCYPART_ARC
(17,2),-0.768628 # DEPENDENCYPART_ARC
(17,3),-10.0612 # DEPENDENCYPART_ARC
(17,4),-0.231851 # DEPENDENCYPART_ARC
(17,5),-0.546508 # DEPENDENCYPART_ARC
(17,6),-0.119553 # DEPENDENCYPART_ARC
(17,7),0.61121 # DEPENDENCYPART_ARC
(17,8),-5.94499 # DEPENDENCYPART_ARC
(17,9),-5.36053 # DEPENDENCYPART_ARC
(17,10),-0.573955 # DEPENDENCYPART_ARC
(17,11),-3.68232 # DEPENDENCYPART_ARC
(17,12),-0.0545683 # DEPENDENCYPART_ARC
(17,13),0.605835 # DEPENDENCYPART_ARC
(17,14),1.28726 # DEPENDENCYPART_ARC
(17,15),0.139564 # DEPENDENCYPART_ARC
(17,16),1.38005 # DEPENDENCYPART_ARC
(17,18),-0.102315 # DEPENDENCYPART_ARC
(17,19),-0.673877 # DEPENDENCYPART_ARC
(17,20),-0.833118 # DEPENDENCYPART_ARC
(17,21),-1.1896 # DEPENDENCYPART_ARC
(18,1),-0.299161 # DEPENDENCYPART_ARC
(18,2),-0.702876 # DEPENDENCYPART_ARC
(18,3),-4.23763 # DEPENDENCYPART_ARC
(18,5),0.373515 # DEPENDENCYPART_ARC
(18,6),-0.70001 # DEPENDENCYPART_ARC
(18,7),-0.146067 # DEPENDENCYPART_ARC
(18,8),-2.78366 # DEPENDENCYPART_ARC
(18,9),-1.98914 # DEPENDENCYPART_ARC
(18,10),-0.413399 # DEPENDENCYPART_ARC
(18,11),-1.32842 # DEPENDENCYPART_ARC
(18,13),0.781697 # DEPENDENCYPART_ARC
(18,14),0.892356 # DEPENDENCYPART_ARC
(18,15),0.491894 # DEPENDENCYPART_ARC
(18,16),1.11575 # DEPENDENCYPART_ARC
(18,17),2.18708 # DEPENDENCYPART_ARC
(18,19),-0.194752 # DEPENDENCYPART_ARC
(18,20),-0.680421 # DEPENDENCYPART_ARC
(18,21),-0.953784 # DEPENDENCYPART_ARC
(19,1),-0.859117 # DEPENDENCYPART_ARC
(19,2),-0.597599 # DEPENDENCYPART_ARC
(19,3),-10.6469 # DEPENDENCYPART_ARC
(19,4),0.281851 # DEPENDENCYPART_ARC
(19,5),-0.692621 # DEPENDENCYPART_ARC
(19,6),-0.352103 # DEPENDENCYPART_ARC
(19,7),-1.54301 # DEPENDENCYPART_ARC
(19,8),-7.26071 # DEPENDENCYPART_ARC
(19,9),-6.11404 # DEPENDENCYPART_ARC
(19,10),0.268955 # DEPENDENCYPART_ARC
(19,11),-4.50911 # DEPENDENCYPART_ARC
(19,12),-0.172493 # DEPENDENCYPART_ARC
(19,13),0.14819 # DEPENDENCYPART_ARC
(19,14),0.899031 # DEPENDENCYPART_ARC
(19,15),-1.7703 # DEPENDENCYPART_ARC
(19,16),1.30674 # DEPENDENCYPART_ARC
(19,17),0.600701 # DEPENDENCYPART_ARC
(19,18),2.06956 # DEPENDENCYPART_ARC
(19,20),0.551693 # DEPENDENCYPART_ARC
(19,21),0.122111 # DEPENDENCYPART_ARC
(20,1),0.0519598 # DEPENDENCYPART_ARC
(20,2),-0.376393 # DEPENDENCYPART_ARC
(20,3),-9.13314 # DEPENDENCYPART_ARC
(20,4),-0.242743 # DEPENDENCYPART_ARC
(20,5),-0.361777 # DEPENDENCYPART_ARC
(20,6),-1.05723 # DEPENDENCYPART_ARC
(20,7),0.0584017 # DEPENDENCYPART_ARC
(20,8),-6.12191 # DEPENDENCYPART_ARC
(20,9),-5.99282 # DEPENDENCYPART_ARC
(20,10),-0.565942 # DEPENDENCYPART_ARC
(20,11),-4.51704 # DEPENDENCYPART_ARC
(20,12),0.346548 # DEPENDENCYPART_ARC
(20,13),0.703395 # DEPENDENCYPART_ARC
(20,14),0.956453 # DEPENDENCYPART_ARC
(20,15),-1.82941 # DEPENDENCYPART_ARC
(20,16),0.493656 # DEPENDENCYPART_ARC
(20,17),-0.3284 # DEPENDENCYPART_ARC
(20,18),1.43811 # DEPENDENCYPART_ARC
(20,19),3.07238 # DEPENDENCYPART_ARC
(20,21),-0.854772 # DEPENDENCYPART_ARC
(21,1),-0.350585 # DEPENDENCYPART_ARC
(21,2),-0.795058 # DEPENDENCYPART_ARC
(21,3),-5.40725 # DEPENDENCYPART_ARC
(21,4),-1.31048 # DEPENDENCYPART_ARC
(21,5),-1.11247 # DEPENDENCYPART_ARC
(21,6),-1.14536 # DEPENDENCYPART_ARC
(21,7),-0.415948 # DEPENDENCYPART_ARC
(21,8),-4.0533 # DEPENDENCYPART_ARC
(21,9),-3.61761 # DEPENDENCYPART_ARC
(21,10),-0.84766 # DEPENDENCYPART_ARC
(21,11),-3.20294 # DEPENDENCYPART_ARC
(21,12),-0.655842 # DEPENDENCYPART_ARC
(21,13),0.00772062 # DEPENDENCYPART_ARC
(21,14),0.199765 # DEPENDENCYPART_ARC
(21,15),-2.11964 # DEPENDENCYPART_ARC
(21,16),-0.153515 # DEPENDENCYPART_ARC
(21,17),-1.08572 # DEPENDENCYPART_ARC
(21,18),0.447946 # DEPENDENCYPART_ARC
(21,19),-0.56163 # DEPENDENCYPART_ARC
(21,20),1.86731 # DEPENDENCYPART_ARC
