# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(8,27),-3.56405 # DEPENDENCYPART_ARC
(8,28),-3.3391 # DEPENDENCYPART_ARC
(8,29),-2.33227 # DEPENDENCYPART_ARC
(9,1),2.98496 # DEPENDENCYPART_ARC
(9,2),-0.231665 # DEPENDENCYPART_ARC
(9,3),0.597159 # DEPENDENCYPART_ARC
(9,4),0.587973 # DEPENDENCYPART_ARC
(9,5),0.32383 # DEPENDENCYPART_ARC
(9,6),0.989733 # DEPENDENCYPART_ARC
(9,7),2.56502 # DEPENDENCYPART_ARC
(9,8),2.47479 # DEPENDENCYPART_ARC
(9,10),2.06643 # DEPENDENCYPART_ARC
(9,11),3.52801 # DEPENDENCYPART_ARC
(9,12),2.75328 # DEPENDENCYPART_ARC
(9,13),0.777051 # DEPENDENCYPART_ARC
(9,14),0.585759 # DEPENDENCYPART_ARC
(9,15),1.12447 # DEPENDENCYPART_ARC
(9,16),2.0927 # DEPENDENCYPART_ARC
(9,17),2.86376 # DEPENDENCYPART_ARC
(9,18),3.2944 # DEPENDENCYPART_ARC
(9,19),-0.403067 # DEPENDENCYPART_ARC
(9,20),-0.547748 # DEPENDENCYPART_ARC
(9,21),-0.134578 # DEPENDENCYPART_ARC
(9,22),-0.179163 # DEPENDENCYPART_ARC
(9,23),0.155009 # DEPENDENCYPART_ARC
(9,24),0.702552 # DEPENDENCYPART_ARC
(9,25),0.84404 # DEPENDENCYPART_ARC
(9,26),0.244117 # DEPENDENCYPART_ARC
(9,27),-1.21875 # DEPENDENCYPART_ARC
(9,28),-0.406066 # DEPENDENCYPART_ARC
(9,29),6.61862 # DEPENDENCYPART_ARC
(10,1),-1.90139 # DEPENDENCYPART_ARC
(10,2),-0.505517 # DEPENDENCYPART_ARC
(10,3),-1.46707 # DEPENDENCYPART_ARC
(10,4),-1.69986 # DEPENDENCYPART_ARC
(10,5),-1.11807 # DEPENDENCYPART_ARC
(10,6),0.0251256 # DEPENDENCYPART_ARC
(10,7),-0.274362 # DEPENDENCYPART_ARC
(10,8),-5.89502e-05 # DEPENDENCYPART_ARC
(10,9),0.371318 # DEPENDENCYPART_ARC
(10,11),0.484384 # DEPENDENCYPART_ARC
(10,12),-0.186906 # DEPENDENCYPART_ARC
(10,13),-0.273231 # DEPENDENCYPART_ARC
(10,14),-0.724341 # DEPENDENCYPART_ARC
(10,15),-0.712376 # DEPENDENCYPART_ARC
(10,16),-1.2053 # DEPENDENCYPART_ARC
(10,17),-0.636252 # DEPENDENCYPART_ARC
(10,18),-0.591686 # DEPENDENCYPART_ARC
(10,19),-1.35922 # DEPENDENCYPART_ARC
(10,20),-0.995519 # DEPENDENCYPART_ARC
(10,21),-1.29162 # DEPENDENCYPART_ARC
(10,22),-1.46756 # DEPENDENCYPART_ARC
(10,23),-1.57391 # DEPENDENCYPART_ARC
(10,24),-2.25238 # DEPENDENCYPART_ARC
(10,25),-1.7331 # DEPENDENCYPART_ARC
(10,26),-1.42983 # DEPENDENCYPART_ARC
(10,27),-2.19239 # DEPENDENCYPART_ARC
(10,28),-2.66453 # DEPENDENCYPART_ARC
(10,29),-0.889069 # DEPENDENCYPART_ARC
(11,1),-0.281813 # DEPENDENCYPART_ARC
(11,2),1.03846 # DEPENDENCYPART_ARC
(11,3),-0.832279 # DEPENDENCYPART_ARC
(11,4),-1.05379 # DEPENDENCYPART_ARC
(11,5),0.0706744 # DEPENDENCYPART_ARC
(11,6),-0.124508 # DEPENDENCYPART_ARC
(11,7),0.292206 # DEPENDENCYPART_ARC
(11,8),0.75299 # DEPENDENCYPART_ARC
(11,9),0.527681 # DEPENDENCYPART_ARC
(11,10),4.21398 # DEPENDENCYPART_ARC
(11,12),1.73322 # DEPENDENCYPART_ARC
(11,13),0.602217 # DEPENDENCYPART_ARC
(11,14),0.574269 # DEPENDENCYPART_ARC
(11,15),0.239774 # DEPENDENCYPART_ARC
(11,16),0.990908 # DEPENDENCYPART_ARC
(11,17),0.921357 # DEPENDENCYPART_ARC
(11,18),0.619548 # DEPENDENCYPART_ARC
(11,19),-0.653468 # DEPENDENCYPART_ARC
(11,20),-0.869156 # DEPENDENCYPART_ARC
(11,21),-0.381443 # DEPENDENCYPART_ARC
(11,22),-1.04021 # DEPENDENCYPART_ARC
(11,23),-0.574211 # DEPENDENCYPART_ARC
(11,24),0.515904 # DEPENDENCYPART_ARC
(11,25),-0.602846 # DEPENDENCYPART_ARC
(11,26),-0.411626 # DEPENDENCYPART_ARC
(11,27),-1.34234 # DEPENDENCYPART_ARC
(11,28),-0.870498 # DEPENDENCYPART_ARC
(11,29),1.18471 # DEPENDENCYPART_ARC
(12,1),-0.417199 # DEPENDENCYPART_ARC
(12,2),-0.828014 # DEPENDENCYPART_ARC
(12,3),-1.1316 # DEPENDENCYPART_ARC
(12,4),-0.778004 # DEPENDENCYPART_ARC
(12,5),-0.677252 # DEPENDENCYPART_ARC
(12,6),-0.504456 # DEPENDENCYPART_ARC
(12,7),-0.141807 # DEPENDENCYPART_ARC
(12,8),-0.46682 # DEPENDENCYPART_ARC
(12,9),-0.214073 # DEPENDENCYPART_ARC
(12,10),0.0554276 # DEPENDENCYPART_ARC
(12,11),0.817917 # DEPENDENCYPART_ARC
(12,13),0.871113 # DEPENDENCYPART_ARC
(12,14),2.23032 # DEPENDENCYPART_ARC
(12,15),1.7608 # DEPENDENCYPART_ARC
(12,16),3.89197 # DEPENDENCYPART_ARC
(12,17),0.780915 # DEPENDENCYPART_ARC
(12,18),0.306946 # DEPENDENCYPART_ARC
(12,19),-1.6709 # DEPENDENCYPART_ARC
(12,20),-1.529 # DEPENDENCYPART_ARC
(12,21),-1.05264 # DEPENDENCYPART_ARC
(12,22),-0.12755 # DEPENDENCYPART_ARC
(12,23),-0.827324 # DEPENDENCYPART_ARC
(12,24),-0.225558 # DEPENDENCYPART_ARC
(12,25),-0.50045 # DEPENDENCYPART_ARC
(12,26),-2.56018 # DEPENDENCYPART_ARC
(12,27),-3.32192 # DEPENDENCYPART_ARC
(12,28),-3.43338 # DEPENDENCYPART_ARC
(12,29),-1.5909 # DEPENDENCYPART_ARC
(13,1),-2.20949 # DEPENDENCYPART_ARC
(13,2),-1.10539 # DEPENDENCYPART_ARC
(13,3),-2.14182 # DEPENDENCYPART_ARC
(13,4),-2.1276 # DEPENDENCYPART_ARC
(13,5),-1.72921 # DEPENDENCYPART_ARC
(13,6),-1.14694 # DEPENDENCYPART_ARC
(13,7),-1.36503 # DEPENDENCYPART_ARC
(13,8),-1.85311 # DEPENDENCYPART_ARC
(13,9),-1.51094 # DEPENDENCYPART_ARC
(13,10),-0.789716 # DEPENDENCYPART_ARC
(13,11),-0.763202 # DEPENDENCYPART_ARC
(13,12),1.15744 # DEPENDENCYPART_ARC
(13,14),4.52886 # DEPENDENCYPART_ARC
(13,15),1.11827 # DEPENDENCYPART_ARC
(13,16),0.872877 # DEPENDENCYPART_ARC
(13,17),0.635348 # DEPENDENCYPART_ARC
(13,18),0.273789 # DEPENDENCYPART_ARC
(13,19),0.382361 # DEPENDENCYPART_ARC
(13,20),-0.213051 # DEPENDENCYPART_ARC
(13,21),-0.163548 # DEPENDENCYPART_ARC
(13,22),-0.104338 # DEPENDENCYPART_ARC
(13,23),0.264241 # DEPENDENCYPART_ARC
(13,24),-0.493847 # DEPENDENCYPART_ARC
(13,25),-0.537611 # DEPENDENCYPART_ARC
(13,26),-1.06797 # DEPENDENCYPART_ARC
(13,27),-0.00264379 # DEPENDENCYPART_ARC
(13,28),-0.67388 # DEPENDENCYPART_ARC
(13,29),-0.343934 # DEPENDENCYPART_ARC
(14,1),-1.87018 # DEPENDENCYPART_ARC
(14,2),-1.15852 # DEPENDENCYPART_ARC
(14,3),-1.97349 # DEPENDENCYPART_ARC
(14,4),-1.85816 # DEPENDENCYPART_ARC
(14,5),-1.43263 # DEPENDENCYPART_ARC
(14,6),-0.672323 # DEPENDENCYPART_ARC
(14,7),-1.15762 # DEPENDENCYPART_ARC
(14,8),-1.29441 # DEPENDENCYPART_ARC
(14,9),-1.09375 # DEPENDENCYPART_ARC
(14,10),-0.274265 # DEPENDENCYPART_ARC
(14,11),-0.552625 # DEPENDENCYPART_ARC
(14,12),0.403651 # DEPENDENCYPART_ARC
(14,13),2.2744 # DEPENDENCYPART_ARC
(14,15),0.835447 # DEPENDENCYPART_ARC
(14,16),0.538215 # DEPENDENCYPART_ARC
(14,17),0.60874 # DEPENDENCYPART_ARC
(14,18),-0.244035 # DEPENDENCYPART_ARC
(14,19),-1.0048 # DEPENDENCYPART_ARC
(14,20),-0.474471 # DEPENDENCYPART_ARC
(14,21),-0.634476 # DEPENDENCYPART_ARC
(14,22),-0.775137 # DEPENDENCYPART_ARC
(14,23),-0.779444 # DEPENDENCYPART_ARC
(14,24),-1.00843 # DEPENDENCYPART_ARC
(14,25),-1.00997 # DEPENDENCYPART_ARC
(14,26),-0.249591 # DEPENDENCYPART_ARC
(14,27),-1.60937 # DEPENDENCYPART_ARC
(14,28),-1.55446 # DEPENDENCYPART_ARC
(14,29),-1.15948 # DEPENDENCYPART_ARC
(15,1),-2.10146 # DEPENDENCYPART_ARC
(15,2),-2.2141 # DEPENDENCYPART_ARC
(15,3),-4.00602 # DEPENDENCYPART_ARC
(15,4),-2.74524 # DEPENDENCYPART_ARC
(15,5),-1.99442 # DEPENDENCYPART_ARC
(15,6),-2.02614 # DEPENDENCYPART_ARC
(15,7),-1.48717 # DEPENDENCYPART_ARC
(15,8),-1.8171 # DEPENDENCYPART_ARC
(15,9),-1.78608 # DEPENDENCYPART_ARC
(15,10),0.06825 # DEPENDENCYPART_ARC
(15,11),-0.65537 # DEPENDENCYPART_ARC
(15,12),-0.182137 # DEPENDENCYPART_ARC
(15,13),1.03877 # DEPENDENCYPART_ARC
(15,14),1.62661 # DEPENDENCYPART_ARC
(15,16),0.364603 # DEPENDENCYPART_ARC
(15,17),-0.907909 # DEPENDENCYPART_ARC
(15,18),-0.867058 # DEPENDENCYPART_ARC
(15,19),-1.49346 # DEPENDENCYPART_ARC
(15,20),-2.03215 # DEPENDENCYPART_ARC
(15,21),-2.49659 # DEPENDENCYPART_ARC
(15,22),-2.48621 # DEPENDENCYPART_ARC
(15,23),-3.24353 # DEPENDENCYPART_ARC
(15,24),-2.21665 # DEPENDENCYPART_ARC
(15,25),-2.22916 # DEPENDENCYPART_ARC
(15,26),-1.49811 # DEPENDENCYPART_ARC
(15,27),-2.2044 # DEPENDENCYPART_ARC
(15,28),-3.73875 # DEPENDENCYPART_ARC
(15,29),-1.58216 # DEPENDENCYPART_ARC
(16,1),-0.488772 # DEPENDENCYPART_ARC
(16,2),0.298591 # DEPENDENCYPART_ARC
(16,3),-1.72571 # DEPENDENCYPART_ARC
(16,4),-0.948494 # DEPENDENCYPART_ARC
(16,5),-0.256639 # DEPENDENCYPART_ARC
(16,6),-0.751384 # DEPENDENCYPART_ARC
(16,7),-0.0770183 # DEPENDENCYPART_ARC
(16,8),0.156827 # DEPENDENCYPART_ARC
(16,9),-0.338029 # DEPENDENCYPART_ARC
(16,10),1.73259 # DEPENDENCYPART_ARC
(16,11),-0.327736 # DEPENDENCYPART_ARC
(16,12),0.970409 # DEPENDENCYPART_ARC
(16,13),2.79024 # DEPENDENCYPART_ARC
(16,14),2.7676 # DEPENDENCYPART_ARC
(16,15),3.90029 # DEPENDENCYPART_ARC
(16,17),0.960522 # DEPENDENCYPART_ARC
(16,18),1.25302 # DEPENDENCYPART_ARC
(16,19),-0.107363 # DEPENDENCYPART_ARC
(16,20),0.163771 # DEPENDENCYPART_ARC
(16,21),0.614168 # DEPENDENCYPART_ARC
(16,22),0.0374329 # DEPENDENCYPART_ARC
(16,23),-0.124107 # DEPENDENCYPART_ARC
(16,24),0.118719 # DEPENDENCYPART_ARC
(16,25),-0.169384 # DEPENDENCYPART_ARC
(16,26),1.18873 # DEPENDENCYPART_ARC
(16,27),-1.04716 # DEPENDENCYPART_ARC
(16,28),-0.980929 # DEPENDENCYPART_ARC
(16,29),1.80356 # DEPENDENCYPART_ARC
(17,1),-2.60939 # DEPENDENCYPART_ARC
(17,2),-2.60965 # DEPENDENCYPART_ARC
(17,3),-3.10349 # DEPENDENCYPART_ARC
(17,4),-2.57191 # DEPENDENCYPART_ARC
(17,5),-1.76113 # DEPENDENCYPART_ARC
(17,6),-2.59268 # DEPENDENCYPART_ARC
(17,7),-1.02759 # DEPENDENCYPART_ARC
(17,8),-2.30509 # DEPENDENCYPART_ARC
(17,9),-2.07847 # DEPENDENCYPART_ARC
(17,10),-2.05475 # DEPENDENCYPART_ARC
(17,11),-1.89071 # DEPENDENCYPART_ARC
(17,12),-1.83385 # DEPENDENCYPART_ARC
(17,13),-2.05276 # DEPENDENCYPART_ARC
(17,14),-1.28278 # DEPENDENCYPART_ARC
(17,15),-1.71022 # DEPENDENCYPART_ARC
(17,16),-1.27015 # DEPENDENCYPART_ARC
(17,18),-0.834557 # DEPENDENCYPART_ARC
(17,19),-1.23746 # DEPENDENCYPART_ARC
(17,20),-1.13912 # DEPENDENCYPART_ARC
(17,21),-1.42192 # DEPENDENCYPART_ARC
(17,22),-1.60444 # DEPENDENCYPART_ARC
(17,23),-2.0338 # DEPENDENCYPART_ARC
(17,24),-2.39133 # DEPENDENCYPART_ARC
(17,25),-2.16231 # DEPENDENCYPART_ARC
(17,26),-1.87135 # DEPENDENCYPART_ARC
(17,27),-2.41886 # DEPENDENCYPART_ARC
(17,28),-2.85862 # DEPENDENCYPART_ARC
(17,29),-1.95491 # DEPENDENCYPART_ARC
(18,1),-1.47613 # DEPENDENCYPART_ARC
(18,2),-2.30679 # DEPENDENCYPART_ARC
(18,3),-2.20675 # DEPENDENCYPART_ARC
