# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(2,13),-1.15482 # DEPENDENCYPART_ARC
(2,14),-1.76298 # DEPENDENCYPART_ARC
(2,15),-2.69949 # DEPENDENCYPART_ARC
(2,16),-3.49723 # DEPENDENCYPART_ARC
(2,17),-2.74466 # DEPENDENCYPART_ARC
(2,18),-2.43539 # DEPENDENCYPART_ARC
(2,19),-1.55888 # DEPENDENCYPART_ARC
(2,20),-2.19398 # DEPENDENCYPART_ARC
(2,21),-4.03087 # DEPENDENCYPART_ARC
(2,22),-2.13126 # DEPENDENCYPART_ARC
(2,23),-0.997581 # DEPENDENCYPART_ARC
(3,1),0.46823 # DEPENDENCYPART_ARC
(3,2),4.38107 # DEPENDENCYPART_ARC
(3,4),2.68273 # DEPENDENCYPART_ARC
(3,5),-0.38132 # DEPENDENCYPART_ARC
(3,6),-0.362697 # DEPENDENCYPART_ARC
(3,7),-0.112575 # DEPENDENCYPART_ARC
(3,8),0.0746654 # DEPENDENCYPART_ARC
(3,9),0.523103 # DEPENDENCYPART_ARC
(3,10),-0.100496 # DEPENDENCYPART_ARC
(3,11),-1.3128 # DEPENDENCYPART_ARC
(3,12),-0.000886958 # DEPENDENCYPART_ARC
(3,13),-0.581671 # DEPENDENCYPART_ARC
(3,14),-1.19309 # DEPENDENCYPART_ARC
(3,15),-2.41108 # DEPENDENCYPART_ARC
(3,16),-0.910017 # DEPENDENCYPART_ARC
(3,17),-1.71302 # DEPENDENCYPART_ARC
(3,18),0.0537356 # DEPENDENCYPART_ARC
(3,19),-0.312291 # DEPENDENCYPART_ARC
(3,20),-0.750871 # DEPENDENCYPART_ARC
(3,21),-1.59598 # DEPENDENCYPART_ARC
(3,22),-1.85842 # DEPENDENCYPART_ARC
(3,23),-0.397216 # DEPENDENCYPART_ARC
(4,1),0.17831 # DEPENDENCYPART_ARC
(4,2),0.165663 # DEPENDENCYPART_ARC
(4,3),0.0126107 # DEPENDENCYPART_ARC
(4,5),0.23652 # DEPENDENCYPART_ARC
(4,6),1.48185 # DEPENDENCYPART_ARC
(4,7),1.8363 # DEPENDENCYPART_ARC
(4,8),1.41966 # DEPENDENCYPART_ARC
(4,9),4.16316 # DEPENDENCYPART_ARC
(4,10),0.045849 # DEPENDENCYPART_ARC
(4,11),-2.09944 # DEPENDENCYPART_ARC
(4,12),0.983961 # DEPENDENCYPART_ARC
(4,13),-0.463552 # DEPENDENCYPART_ARC
(4,14),-1.37402 # DEPENDENCYPART_ARC
(4,15),-1.99995 # DEPENDENCYPART_ARC
(4,16),-0.948428 # DEPENDENCYPART_ARC
(4,17),-3.23567 # DEPENDENCYPART_ARC
(4,18),-4.07459 # DEPENDENCYPART_ARC
(4,19),-0.201396 # DEPENDENCYPART_ARC
(4,20),-1.33307 # DEPENDENCYPART_ARC
(4,21),-2.49585 # DEPENDENCYPART_ARC
(4,22),-5.85374 # DEPENDENCYPART_ARC
(4,23),-1.13975 # DEPENDENCYPART_ARC
(5,1),-2.50223 # DEPENDENCYPART_ARC
(5,2),-2.06074 # DEPENDENCYPART_ARC
(5,3),-2.43917 # DEPENDENCYPART_ARC
(5,4),-1.21238 # DEPENDENCYPART_ARC
(5,6),-0.515445 # DEPENDENCYPART_ARC
(5,7),-0.872392 # DEPENDENCYPART_ARC
(5,8),-1.02592 # DEPENDENCYPART_ARC
(5,9),-1.17134 # DEPENDENCYPART_ARC
(5,10),-1.14423 # DEPENDENCYPART_ARC
(5,11),-2.08847 # DEPENDENCYPART_ARC
(5,12),-1.28163 # DEPENDENCYPART_ARC
(5,13),-1.72674 # DEPENDENCYPART_ARC
(5,14),-2.25677 # DEPENDENCYPART_ARC
(5,15),-2.99406 # DEPENDENCYPART_ARC
(5,16),-2.3435 # DEPENDENCYPART_ARC
(5,17),-2.98912 # DEPENDENCYPART_ARC
(5,18),-2.05141 # DEPENDENCYPART_ARC
(5,19),-1.63344 # DEPENDENCYPART_ARC
(5,20),-2.40098 # DEPENDENCYPART_ARC
(5,21),-2.86519 # DEPENDENCYPART_ARC
(5,22),-2.88592 # DEPENDENCYPART_ARC
(5,23),-2.32856 # DEPENDENCYPART_ARC
(6,1),-3.21923 # DEPENDENCYPART_ARC
(6,2),-1.27077 # DEPENDENCYPART_ARC
(6,3),-2.99126 # DEPENDENCYPART_ARC
(6,4),-1.80881 # DEPENDENCYPART_ARC
(6,5),1.45117 # DEPENDENCYPART_ARC
(6,7),0.471157 # DEPENDENCYPART_ARC
(6,8),0.160953 # DEPENDENCYPART_ARC
(6,9),-0.172004 # DEPENDENCYPART_ARC
(6,10),0.234848 # DEPENDENCYPART_ARC
(6,11),-1.32867 # DEPENDENCYPART_ARC
(6,12),-0.293485 # DEPENDENCYPART_ARC
(6,13),-1.50704 # DEPENDENCYPART_ARC
(6,14),-2.73222 # DEPENDENCYPART_ARC
(6,15),-2.52806 # DEPENDENCYPART_ARC
(6,16),-2.45731 # DEPENDENCYPART_ARC
(6,17),-2.22763 # DEPENDENCYPART_ARC
(6,18),-3.12801 # DEPENDENCYPART_ARC
(6,19),-1.68969 # DEPENDENCYPART_ARC
(6,20),-2.78626 # DEPENDENCYPART_ARC
(6,21),-3.73867 # DEPENDENCYPART_ARC
(6,22),-2.94532 # DEPENDENCYPART_ARC
(6,23),-1.86051 # DEPENDENCYPART_ARC
(7,1),-3.46505 # DEPENDENCYPART_ARC
(7,2),-0.770705 # DEPENDENCYPART_ARC
(7,3),-3.1006 # DEPENDENCYPART_ARC
(7,4),-1.99432 # DEPENDENCYPART_ARC
(7,5),1.576 # DEPENDENCYPART_ARC
(7,6),1.85329 # DEPENDENCYPART_ARC
(7,8),0.0767234 # DEPENDENCYPART_ARC
(7,9),0.593854 # DEPENDENCYPART_ARC
(7,10),0.416636 # DEPENDENCYPART_ARC
(7,11),-2.07204 # DEPENDENCYPART_ARC
(7,12),-1.40919 # DEPENDENCYPART_ARC
(7,13),-1.74876 # DEPENDENCYPART_ARC
(7,14),-3.52735 # DEPENDENCYPART_ARC
(7,15),-3.10231 # DEPENDENCYPART_ARC
(7,16),-2.80603 # DEPENDENCYPART_ARC
(7,17),-2.81242 # DEPENDENCYPART_ARC
(7,18),-3.73976 # DEPENDENCYPART_ARC
(7,19),-2.20818 # DEPENDENCYPART_ARC
(7,20),-2.69568 # DEPENDENCYPART_ARC
(7,21),-4.1851 # DEPENDENCYPART_ARC
(7,22),-3.45313 # DEPENDENCYPART_ARC
(7,23),-1.41109 # DEPENDENCYPART_ARC
(8,1),-2.90039 # DEPENDENCYPART_ARC
(8,2),-0.317036 # DEPENDENCYPART_ARC
(8,3),-2.44966 # DEPENDENCYPART_ARC
(8,4),-1.65549 # DEPENDENCYPART_ARC
(8,5),1.87124 # DEPENDENCYPART_ARC
(8,6),2.27347 # DEPENDENCYPART_ARC
(8,7),2.28701 # DEPENDENCYPART_ARC
(8,9),1.55026 # DEPENDENCYPART_ARC
(8,10),1.39656 # DEPENDENCYPART_ARC
(8,11),-0.82113 # DEPENDENCYPART_ARC
(8,12),-0.0190151 # DEPENDENCYPART_ARC
(8,13),-0.56527 # DEPENDENCYPART_ARC
(8,14),-2.55144 # DEPENDENCYPART_ARC
(8,15),-2.04613 # DEPENDENCYPART_ARC
(8,16),-1.62841 # DEPENDENCYPART_ARC
(8,17),-1.7211 # DEPENDENCYPART_ARC
(8,18),-1.85525 # DEPENDENCYPART_ARC
(8,19),-0.180646 # DEPENDENCYPART_ARC
(8,20),-1.92408 # DEPENDENCYPART_ARC
(8,21),-2.97186 # DEPENDENCYPART_ARC
(8,22),-2.41061 # DEPENDENCYPART_ARC
(8,23),-0.273484 # DEPENDENCYPART_ARC
(9,1),-1.35184 # DEPENDENCYPART_ARC
(9,2),1.14593 # DEPENDENCYPART_ARC
(9,3),-1.51047 # DEPENDENCYPART_ARC
(9,4),-0.115236 # DEPENDENCYPART_ARC
(9,5),4.26529 # DEPENDENCYPART_ARC
(9,6),4.82033 # DEPENDENCYPART_ARC
(9,7),4.65615 # DEPENDENCYPART_ARC
(9,8),4.72372 # DEPENDENCYPART_ARC
(9,10),2.2545 # DEPENDENCYPART_ARC
(9,11),0.278586 # DEPENDENCYPART_ARC
(9,12),0.928951 # DEPENDENCYPART_ARC
(9,13),0.912956 # DEPENDENCYPART_ARC
(9,14),-0.902295 # DEPENDENCYPART_ARC
(9,15),-1.14104 # DEPENDENCYPART_ARC
(9,16),-0.728129 # DEPENDENCYPART_ARC
(9,17),-0.782675 # DEPENDENCYPART_ARC
(9,18),-0.380237 # DEPENDENCYPART_ARC
(9,19),1.22564 # DEPENDENCYPART_ARC
(9,20),-0.269597 # DEPENDENCYPART_ARC
(9,21),-2.17448 # DEPENDENCYPART_ARC
(9,22),-1.54427 # DEPENDENCYPART_ARC
(9,23),0.105972 # DEPENDENCYPART_ARC
(10,1),-2.17322 # DEPENDENCYPART_ARC
(10,2),-2.12805 # DEPENDENCYPART_ARC
(10,3),-1.94632 # DEPENDENCYPART_ARC
(10,4),-1.65654 # DEPENDENCYPART_ARC
(10,5),-1.39186 # DEPENDENCYPART_ARC
(10,6),-1.97851 # DEPENDENCYPART_ARC
(10,7),-1.6618 # DEPENDENCYPART_ARC
(10,8),-1.76823 # DEPENDENCYPART_ARC
(10,9),-1.1772 # DEPENDENCYPART_ARC
(10,11),-0.650137 # DEPENDENCYPART_ARC
(10,12),-1.31892 # DEPENDENCYPART_ARC
(10,13),-0.990281 # DEPENDENCYPART_ARC
(10,14),-1.4311 # DEPENDENCYPART_ARC
(10,15),-2.03586 # DEPENDENCYPART_ARC
(10,16),-2.39036 # DEPENDENCYPART_ARC
(10,17),-2.14962 # DEPENDENCYPART_ARC
(10,18),-2.73611 # DEPENDENCYPART_ARC
(10,19),-0.832002 # DEPENDENCYPART_ARC
(10,20),-2.38207 # DEPENDENCYPART_ARC
(10,21),-2.9027 # DEPENDENCYPART_ARC
(10,22),-2.96708 # DEPENDENCYPART_ARC
(10,23),-2.02132 # DEPENDENCYPART_ARC
(11,1),-2.73646 # DEPENDENCYPART_ARC
(11,2),-2.56838 # DEPENDENCYPART_ARC
(11,3),-2.89962 # DEPENDENCYPART_ARC
(11,4),-2.10029 # DEPENDENCYPART_ARC
(11,5),-1.56995 # DEPENDENCYPART_ARC
(11,6),-2.12992 # DEPENDENCYPART_ARC
(11,7),-1.91148 # DEPENDENCYPART_ARC
(11,8),-1.56758 # DEPENDENCYPART_ARC
(11,9),-1.43343 # DEPENDENCYPART_ARC
(11,10),-0.548468 # DEPENDENCYPART_ARC
(11,12),-0.507053 # DEPENDENCYPART_ARC
(11,13),-0.448795 # DEPENDENCYPART_ARC
(11,14),-1.94529 # DEPENDENCYPART_ARC
(11,15),-2.72892 # DEPENDENCYPART_ARC
(11,16),-1.87455 # DEPENDENCYPART_ARC
(11,17),-2.79898 # DEPENDENCYPART_ARC
(11,18),-2.33947 # DEPENDENCYPART_ARC
(11,19),-1.80261 # DEPENDENCYPART_ARC
(11,20),-2.34695 # DEPENDENCYPART_ARC
(11,21),-2.65135 # DEPENDENCYPART_ARC
(11,22),-3.03533 # DEPENDENCYPART_ARC
(11,23),-2.0707 # DEPENDENCYPART_ARC
(12,1),-2.44224 # DEPENDENCYPART_ARC
(12,2),-1.03315 # DEPENDENCYPART_ARC
(12,3),-4.83622 # DEPENDENCYPART_ARC
(12,4),-1.62289 # DEPENDENCYPART_ARC
(12,5),2.09489 # DEPENDENCYPART_ARC
(12,6),0.262772 # DEPENDENCYPART_ARC
(12,7),0.0157371 # DEPENDENCYPART_ARC
(12,8),0.120027 # DEPENDENCYPART_ARC
(12,9),-0.433715 # DEPENDENCYPART_ARC
(12,10),0.633036 # DEPENDENCYPART_ARC
(12,11),4.60115 # DEPENDENCYPART_ARC
(12,13),1.23866 # DEPENDENCYPART_ARC
(12,14),-0.039859 # DEPENDENCYPART_ARC
(12,15),-0.00706004 # DEPENDENCYPART_ARC
(12,16),0.440705 # DEPENDENCYPART_ARC
(12,17),-0.179258 # DEPENDENCYPART_ARC
(12,18),-0.0501807 # DEPENDENCYPART_ARC
(12,19),0.467284 # DEPENDENCYPART_ARC
(12,20),-0.497404 # DEPENDENCYPART_ARC
(12,21),-0.513449 # DEPENDENCYPART_ARC
(12,22),-0.772171 # DEPENDENCYPART_ARC
(12,23),0.475992 # DEPENDENCYPART_ARC
(13,1),2.43484 # DEPENDENCYPART_ARC
(13,2),0.183626 # DEPENDENCYPART_ARC
(13,3),0.209223 # DEPENDENCYPART_ARC
(13,4),1.47112 # DEPENDENCYPART_ARC
(13,5),-1.29493 # DEPENDENCYPART_ARC
(13,6),0.758395 # DEPENDENCYPART_ARC
(13,7),0.625542 # DEPENDENCYPART_ARC
(13,8),0.791345 # DEPENDENCYPART_ARC
(13,9),1.05898 # DEPENDENCYPART_ARC
(13,10),3.65382 # DEPENDENCYPART_ARC
(13,11),0.895282 # DEPENDENCYPART_ARC
(13,12),3.37677 # DEPENDENCYPART_ARC
(13,14),4.40204 # DEPENDENCYPART_ARC
(13,15),1.22205 # DEPENDENCYPART_ARC
(13,16),0.57752 # DEPENDENCYPART_ARC
(13,17),0.0677574 # DEPENDENCYPART_ARC
(13,18),1.08034 # DEPENDENCYPART_ARC
(13,19),3.30426 # DEPENDENCYPART_ARC
(13,20),3.57754 # DEPENDENCYPART_ARC
(13,21),-0.82983 # DEPENDENCYPART_ARC
(13,22),-1.51538 # DEPENDENCYPART_ARC
(13,23),4.57745 # DEPENDENCYPART_ARC
(14,1),-2.18543 # DEPENDENCYPART_ARC
(14,2),-2.17528 # DEPENDENCYPART_ARC
(14,3),-2.85445 # DEPENDENCYPART_ARC
(14,4),-1.33871 # DEPENDENCYPART_ARC
(14,5),-1.23015 # DEPENDENCYPART_ARC
(14,6),-1.4518 # DEPENDENCYPART_ARC
(14,7),-1.50716 # DEPENDENCYPART_ARC
(14,8),-1.44705 # DEPENDENCYPART_ARC
(14,9),-1.51402 # DEPENDENCYPART_ARC
(14,10),-0.572103 # DEPENDENCYPART_ARC
(14,11),-0.0738056 # DEPENDENCYPART_ARC
(14,12),-0.709907 # DEPENDENCYPART_ARC
(14,13),-0.166464 # DEPENDENCYPART_ARC
(14,15),3.52942 # DEPENDENCYPART_ARC
(14,16),1.95895 # DEPENDENCYPART_ARC
(14,17),-0.407647 # DEPENDENCYPART_ARC
(14,18),0.374419 # DEPENDENCYPART_ARC
(14,19),1.07787 # DEPENDENCYPART_ARC
(14,20),-0.137408 # DEPENDENCYPART_ARC
(14,21),-1.11155 # DEPENDENCYPART_ARC
(14,22),-1.57738 # DEPENDENCYPART_ARC
(14,23),-0.598338 # DEPENDENCYPART_ARC
(15,1),-4.36887 # DEPENDENCYPART_ARC
(15,2),-2.53765 # DEPENDENCYPART_ARC
(15,3),-2.30406 # DEPENDENCYPART_ARC
(15,4),-3.42263 # DEPENDENCYPART_ARC
(15,5),-0.853017 # DEPENDENCYPART_ARC
(15,6),-2.41326 # DEPENDENCYPART_ARC
(15,7),-2.32182 # DEPENDENCYPART_ARC
(15,8),-2.16356 # DEPENDENCYPART_ARC
(15,9),-2.01561 # DEPENDENCYPART_ARC
(15,10),-1.20268 # DEPENDENCYPART_ARC
(15,11),0.501763 # DEPENDENCYPART_ARC
(15,12),-0.412874 # DEPENDENCYPART_ARC
(15,13),-0.440169 # DEPENDENCYPART_ARC
(15,14),1.76364 # DEPENDENCYPART_ARC
(15,16),4.32632 # DEPENDENCYPART_ARC
(15,17),1.77868 # DEPENDENCYPART_ARC
(15,18),3.1143 # DEPENDENCYPART_ARC
(15,19),1.69836 # DEPENDENCYPART_ARC
(15,20),0.925623 # DEPENDENCYPART_ARC
(15,21),-0.427757 # DEPENDENCYPART_ARC
(15,22),-1.07366 # DEPENDENCYPART_ARC
(15,23),-0.376763 # DEPENDENCYPART_ARC
(16,1),-3.46025 # DEPENDENCYPART_ARC
(16,2),-1.88383 # DEPENDENCYPART_ARC
(16,3),-2.78871 # DEPENDENCYPART_ARC
(16,4),-2.81444 # DEPENDENCYPART_ARC
(16,5),-1.70604 # DEPENDENCYPART_ARC
(16,6),-1.81322 # DEPENDENCYPART_ARC
(16,7),-1.76731 # DEPENDENCYPART_ARC
(16,8),-1.65861 # DEPENDENCYPART_ARC
(16,9),-1.545 # DEPENDENCYPART_ARC
(16,10),-1.31762 # DEPENDENCYPART_ARC
(16,11),0.0574286 # DEPENDENCYPART_ARC
(16,12),-1.03951 # DEPENDENCYPART_ARC
(16,13),-0.673063 # DEPENDENCYPART_ARC
(16,14),0.857265 # DEPENDENCYPART_ARC
(16,15),0.623073 # DEPENDENCYPART_ARC
(16,17),0.364147 # DEPENDENCYPART_ARC
(16,18),0.508536 # DEPENDENCYPART_ARC
(16,19),0.534356 # DEPENDENCYPART_ARC
(16,20),-0.327513 # DEPENDENCYPART_ARC
(16,21),-0.140804 # DEPENDENCYPART_ARC
(16,22),-0.923706 # DEPENDENCYPART_ARC
(16,23),-0.252554 # DEPENDENCYPART_ARC
(17,1),-2.18023 # DEPENDENCYPART_ARC
(17,2),-2.45548 # DEPENDENCYPART_ARC
(17,3),-2.821 # DEPENDENCYPART_ARC
(17,4),-1.4331 # DEPENDENCYPART_ARC
(17,5),-0.813946 # DEPENDENCYPART_ARC
(17,6),-1.91895 # DEPENDENCYPART_ARC
(17,7),-1.76531 # DEPENDENCYPART_ARC
(17,8),-1.77886 # DEPENDENCYPART_ARC
(17,9),-1.78968 # DEPENDENCYPART_ARC
(17,10),-1.53744 # DEPENDENCYPART_ARC
(17,11),-0.581292 # DEPENDENCYPART_ARC
(17,12),-1.43729 # DEPENDENCYPART_ARC
(17,13),-1.1462 # DEPENDENCYPART_ARC
(17,14),0.539509 # DEPENDENCYPART_ARC
(17,15),-0.04096 # DEPENDENCYPART_ARC
(17,16),0.273439 # DEPENDENCYPART_ARC
(17,18),0.220357 # DEPENDENCYPART_ARC
(17,19),-0.64355 # DEPENDENCYPART_ARC
(17,20),-0.962246 # DEPENDENCYPART_ARC
(17,21),-0.757419 # DEPENDENCYPART_ARC
(17,22),-1.36275 # DEPENDENCYPART_ARC
(17,23),-1.16396 # DEPENDENCYPART_ARC
(18,1),-2.37955 # DEPENDENCYPART_ARC
(18,2),-3.59159 # DEPENDENCYPART_ARC
(18,3),-7.23042 # DEPENDENCYPART_ARC
(18,4),-1.58823 # DEPENDENCYPART_ARC
(18,5),-2.25651 # DEPENDENCYPART_ARC
(18,6),-3.16877 # DEPENDENCYPART_ARC
(18,7),-3.82954 # DEPENDENCYPART_ARC
(18,8),-3.45985 # DEPENDENCYPART_ARC
(18,9),-4.46754 # DEPENDENCYPART_ARC
(18,10),-0.978075 # DEPENDENCYPART_ARC
(18,11),-0.620686 # DEPENDENCYPART_ARC
(18,12),-2.4622 # DEPENDENCYPART_ARC
(18,13),-0.744622 # DEPENDENCYPART_ARC
(18,14),0.760693 # DEPENDENCYPART_ARC
(18,15),0.397617 # DEPENDENCYPART_ARC
(18,16),0.569166 # DEPENDENCYPART_ARC
(18,17),5.2626 # DEPENDENCYPART_ARC
(18,19),-0.0359466 # DEPENDENCYPART_ARC
(18,20),-0.771637 # DEPENDENCYPART_ARC
(18,21),-0.406546 # DEPENDENCYPART_ARC
(18,22),-1.13921 # DEPENDENCYPART_ARC
(18,23),-1.3112 # DEPENDENCYPART_ARC
(19,1),-3.02218 # DEPENDENCYPART_ARC
(19,2),-2.97898 # DEPENDENCYPART_ARC
(19,3),-2.61002 # DEPENDENCYPART_ARC
(19,4),-2.61077 # DEPENDENCYPART_ARC
(19,5),-2.39344 # DEPENDENCYPART_ARC
(19,6),-2.79173 # DEPENDENCYPART_ARC
(19,7),-2.73451 # DEPENDENCYPART_ARC
(19,8),-2.63103 # DEPENDENCYPART_ARC
(19,9),-2.47592 # DEPENDENCYPART_ARC
(19,10),-0.602784 # DEPENDENCYPART_ARC
(19,11),-1.55723 # DEPENDENCYPART_ARC
(19,12),-1.82333 # DEPENDENCYPART_ARC
(19,13),-1.41778 # DEPENDENCYPART_ARC
(19,14),-1.68876 # DEPENDENCYPART_ARC
(19,15),-1.19757 # DEPENDENCYPART_ARC
(19,16),-1.14054 # DEPENDENCYPART_ARC
(19,17),-0.713353 # DEPENDENCYPART_ARC
(19,18),-1.09486 # DEPENDENCYPART_ARC
(19,20),-0.00810912 # DEPENDENCYPART_ARC
(19,21),-0.333933 # DEPENDENCYPART_ARC
(19,22),-0.7157 # DEPENDENCYPART_ARC
(19,23),-0.667662 # DEPENDENCYPART_ARC
(20,1),-2.63006 # DEPENDENCYPART_ARC
(20,2),-1.282 # DEPENDENCYPART_ARC
(20,3),-1.94919 # DEPENDENCYPART_ARC
(20,4),-1.99067 # DEPENDENCYPART_ARC
(20,5),-0.794259 # DEPENDENCYPART_ARC
(20,6),-2.00325 # DEPENDENCYPART_ARC
(20,7),-1.87123 # DEPENDENCYPART_ARC
(20,8),-1.80596 # DEPENDENCYPART_ARC
(20,9),-1.58359 # DEPENDENCYPART_ARC
(20,10),-1.15315 # DEPENDENCYPART_ARC
(20,11),-0.222495 # DEPENDENCYPART_ARC
(20,12),-0.907327 # DEPENDENCYPART_ARC
(20,13),-0.921486 # DEPENDENCYPART_ARC
(20,14),0.0668014 # DEPENDENCYPART_ARC
(20,15),-0.336816 # DEPENDENCYPART_ARC
(20,16),-0.352541 # DEPENDENCYPART_ARC
(20,17),0.986452 # DEPENDENCYPART_ARC
(20,18),0.107095 # DEPENDENCYPART_ARC
(20,19),0.731022 # DEPENDENCYPART_ARC
(20,21),2.3744 # DEPENDENCYPART_ARC
(20,22),3.16654 # DEPENDENCYPART_ARC
(20,23),-0.0793956 # DEPENDENCYPART_ARC
(21,1),-5.03411 # DEPENDENCYPART_ARC
(21,2),-2.92679 # DEPENDENCYPART_ARC
(21,3),-3.91142 # DEPENDENCYPART_ARC
(21,4),-4.23378 # DEPENDENCYPART_ARC
(21,5),-2.97571 # DEPENDENCYPART_ARC
(21,6),-2.88812 # DEPENDENCYPART_ARC
(21,7),-2.86904 # DEPENDENCYPART_ARC
(21,8),-2.69126 # DEPENDENCYPART_ARC
(21,9),-2.671 # DEPENDENCYPART_ARC
(21,10),-2.1588 # DEPENDENCYPART_ARC
(21,11),-1.54201 # DEPENDENCYPART_ARC
(21,12),-2.63654 # DEPENDENCYPART_ARC
(21,13),-2.12369 # DEPENDENCYPART_ARC
(21,14),-1.43667 # DEPENDENCYPART_ARC
(21,15),-1.97179 # DEPENDENCYPART_ARC
(21,16),-0.848819 # DEPENDENCYPART_ARC
(21,17),-0.220024 # DEPENDENCYPART_ARC
(21,18),-1.29749 # DEPENDENCYPART_ARC
(21,19),-0.469263 # DEPENDENCYPART_ARC
(21,20),0.0239981 # DEPENDENCYPART_ARC
(21,22),0.252592 # DEPENDENCYPART_ARC
(21,23),-0.958022 # DEPENDENCYPART_ARC
(22,1),-1.77207 # DEPENDENCYPART_ARC
(22,2),-3.18655 # DEPENDENCYPART_ARC
(22,3),-5.65237 # DEPENDENCYPART_ARC
(22,4),-1.01011 # DEPENDENCYPART_ARC
(22,5),-2.1975 # DEPENDENCYPART_ARC
(22,6),-2.84409 # DEPENDENCYPART_ARC
(22,7),-3.40201 # DEPENDENCYPART_ARC
(22,8),-3.55821 # DEPENDENCYPART_ARC
(22,9),-4.41604 # DEPENDENCYPART_ARC
(22,10),-1.12657 # DEPENDENCYPART_ARC
(22,11),-2.02912 # DEPENDENCYPART_ARC
(22,12),-1.67777 # DEPENDENCYPART_ARC
(22,13),-0.823413 # DEPENDENCYPART_ARC
(22,14),0.00863969 # DEPENDENCYPART_ARC
(22,15),-0.085245 # DEPENDENCYPART_ARC
(22,16),0.147841 # DEPENDENCYPART_ARC
(22,17),1.56334 # DEPENDENCYPART_ARC
(22,18),0.58661 # DEPENDENCYPART_ARC
(22,19),0.410963 # DEPENDENCYPART_ARC
(22,20),0.730247 # DEPENDENCYPART_ARC
(22,21),4.07341 # DEPENDENCYPART_ARC
(22,23),0.634133 # DEPENDENCYPART_ARC
(23,1),-3.93306 # DEPENDENCYPART_ARC
(23,2),-3.59089 # DEPENDENCYPART_ARC
(23,3),-2.79404 # DEPENDENCYPART_ARC
