# _root_ In New York Stock Exchange composite trading yesterday , Di Giorgio closed at $ 31.50 a share , down $ 1.75 .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
(3,1),-2.35622 # DEPENDENCYPART_ARC
(3,2),2.77704 # DEPENDENCYPART_ARC
(3,4),0.184854 # DEPENDENCYPART_ARC
(3,5),-0.423479 # DEPENDENCYPART_ARC
(3,6),-1.4087 # DEPENDENCYPART_ARC
(3,7),-1.59965 # DEPENDENCYPART_ARC
(3,8),-1.41698 # DEPENDENCYPART_ARC
(3,9),-0.450959 # DEPENDENCYPART_ARC
(3,10),-1.93015 # DEPENDENCYPART_ARC
(3,11),-1.51835 # DEPENDENCYPART_ARC
(3,12),-2.0088 # DEPENDENCYPART_ARC
(3,13),-3.63675 # DEPENDENCYPART_ARC
(3,14),-2.72373 # DEPENDENCYPART_ARC
(3,15),-3.23741 # DEPENDENCYPART_ARC
(3,16),-2.94042 # DEPENDENCYPART_ARC
(3,17),-4.98156 # DEPENDENCYPART_ARC
(3,18),-1.82765 # DEPENDENCYPART_ARC
(3,19),-2.62746 # DEPENDENCYPART_ARC
(3,20),-3.78386 # DEPENDENCYPART_ARC
(3,21),-3.74447 # DEPENDENCYPART_ARC
(3,22),-1.81377 # DEPENDENCYPART_ARC
(4,1),-2.87974 # DEPENDENCYPART_ARC
(4,2),1.92816 # DEPENDENCYPART_ARC
(4,3),1.23912 # DEPENDENCYPART_ARC
(4,5),-0.409351 # DEPENDENCYPART_ARC
(4,6),-0.939848 # DEPENDENCYPART_ARC
(4,7),-1.33834 # DEPENDENCYPART_ARC
(4,8),-1.33342 # DEPENDENCYPART_ARC
(4,9),0.166565 # DEPENDENCYPART_ARC
(4,10),-1.69206 # DEPENDENCYPART_ARC
(4,11),-1.20587 # DEPENDENCYPART_ARC
(4,12),-2.08892 # DEPENDENCYPART_ARC
(4,13),-3.99633 # DEPENDENCYPART_ARC
(4,14),-2.95902 # DEPENDENCYPART_ARC
(4,15),-3.24703 # DEPENDENCYPART_ARC
(4,16),-3.12604 # DEPENDENCYPART_ARC
(4,17),-4.77259 # DEPENDENCYPART_ARC
(4,18),-1.02873 # DEPENDENCYPART_ARC
(4,19),-3.34475 # DEPENDENCYPART_ARC
(4,20),-4.00746 # DEPENDENCYPART_ARC
(4,21),-3.77538 # DEPENDENCYPART_ARC
(4,22),-1.92903 # DEPENDENCYPART_ARC
(5,1),-1.53174 # DEPENDENCYPART_ARC
(5,2),3.21848 # DEPENDENCYPART_ARC
(5,3),2.52793 # DEPENDENCYPART_ARC
(5,4),2.34458 # DEPENDENCYPART_ARC
(5,6),0.282793 # DEPENDENCYPART_ARC
(5,7),-0.00438626 # DEPENDENCYPART_ARC
(5,8),-0.740225 # DEPENDENCYPART_ARC
(5,9),0.220565 # DEPENDENCYPART_ARC
(5,10),-1.54476 # DEPENDENCYPART_ARC
(5,11),-1.78195 # DEPENDENCYPART_ARC
(5,12),-1.31918 # DEPENDENCYPART_ARC
(5,13),-2.96998 # DEPENDENCYPART_ARC
(5,14),-2.36155 # DEPENDENCYPART_ARC
(5,15),-2.4362 # DEPENDENCYPART_ARC
(5,16),-2.41314 # DEPENDENCYPART_ARC
(5,17),-3.93288 # DEPENDENCYPART_ARC
(5,18),-0.768682 # DEPENDENCYPART_ARC
(5,19),-2.45628 # DEPENDENCYPART_ARC
(5,20),-3.40488 # DEPENDENCYPART_ARC
(5,21),-3.00543 # DEPENDENCYPART_ARC
(5,22),-1.663 # DEPENDENCYPART_ARC
(6,1),-1.2708 # DEPENDENCYPART_ARC
(6,2),3.04327 # DEPENDENCYPART_ARC
(6,3),2.5187 # DEPENDENCYPART_ARC
(6,4),2.45069 # DEPENDENCYPART_ARC
(6,5),2.27469 # DEPENDENCYPART_ARC
(6,7),1.04108 # DEPENDENCYPART_ARC
(6,8),0.248645 # DEPENDENCYPART_ARC
(6,9),0.467814 # DEPENDENCYPART_ARC
(6,10),-0.453398 # DEPENDENCYPART_ARC
(6,11),-0.428672 # DEPENDENCYPART_ARC
(6,12),-0.417009 # DEPENDENCYPART_ARC
(6,13),-1.92747 # DEPENDENCYPART_ARC
(6,14),-2.1528 # DEPENDENCYPART_ARC
(6,15),-1.17434 # DEPENDENCYPART_ARC
(6,16),-1.4961 # DEPENDENCYPART_ARC
(6,17),-1.76386 # DEPENDENCYPART_ARC
(6,18),-0.847556 # DEPENDENCYPART_ARC
(6,19),-1.48128 # DEPENDENCYPART_ARC
(6,20),-2.37548 # DEPENDENCYPART_ARC
(6,21),-1.59572 # DEPENDENCYPART_ARC
(6,22),-0.733327 # DEPENDENCYPART_ARC
(7,1),-0.7493 # DEPENDENCYPART_ARC
(7,2),4.89022 # DEPENDENCYPART_ARC
(7,3),4.21883 # DEPENDENCYPART_ARC
(7,4),3.90345 # DEPENDENCYPART_ARC
(7,5),3.62241 # DEPENDENCYPART_ARC
(7,6),3.67911 # DEPENDENCYPART_ARC
(7,8),0.684911 # DEPENDENCYPART_ARC
(7,9),-0.180407 # DEPENDENCYPART_ARC
(7,10),-0.405227 # DEPENDENCYPART_ARC
(7,11),-0.6006 # DEPENDENCYPART_ARC
(7,12),-0.572101 # DEPENDENCYPART_ARC
(7,13),-1.48212 # DEPENDENCYPART_ARC
(7,14),-2.35194 # DEPENDENCYPART_ARC
(7,15),-1.17954 # DEPENDENCYPART_ARC
(7,16),-1.70704 # DEPENDENCYPART_ARC
(7,17),-0.841841 # DEPENDENCYPART_ARC
(7,18),-1.073 # DEPENDENCYPART_ARC
(7,19),-1.16116 # DEPENDENCYPART_ARC
(7,20),-2.58286 # DEPENDENCYPART_ARC
(7,21),-1.65724 # DEPENDENCYPART_ARC
(7,22),-0.858865 # DEPENDENCYPART_ARC
(8,1),-1.2298 # DEPENDENCYPART_ARC
(8,2),0.42015 # DEPENDENCYPART_ARC
(8,3),0.469494 # DEPENDENCYPART_ARC
(8,4),0.616987 # DEPENDENCYPART_ARC
(8,5),0.817169 # DEPENDENCYPART_ARC
(8,6),0.749499 # DEPENDENCYPART_ARC
(8,7),0.775731 # DEPENDENCYPART_ARC
(8,9),1.17741 # DEPENDENCYPART_ARC
(8,10),0.684456 # DEPENDENCYPART_ARC
(8,11),-0.0997645 # DEPENDENCYPART_ARC
(8,12),0.0122252 # DEPENDENCYPART_ARC
(8,13),-1.71333 # DEPENDENCYPART_ARC
(8,14),-1.32444 # DEPENDENCYPART_ARC
(8,15),-0.232503 # DEPENDENCYPART_ARC
(8,16),-0.961297 # DEPENDENCYPART_ARC
(8,17),0.192269 # DEPENDENCYPART_ARC
(8,18),-0.00145448 # DEPENDENCYPART_ARC
(8,19),-0.861624 # DEPENDENCYPART_ARC
(8,20),-1.57855 # DEPENDENCYPART_ARC
(8,21),-0.676415 # DEPENDENCYPART_ARC
(8,22),0.279309 # DEPENDENCYPART_ARC
(9,1),-2.1919 # DEPENDENCYPART_ARC
(9,2),-2.2934 # DEPENDENCYPART_ARC
(9,3),-2.17538 # DEPENDENCYPART_ARC
(9,4),-2.26779 # DEPENDENCYPART_ARC
(9,5),-2.03628 # DEPENDENCYPART_ARC
(9,6),-1.36317 # DEPENDENCYPART_ARC
(9,7),-1.69776 # DEPENDENCYPART_ARC
(9,8),-0.665538 # DEPENDENCYPART_ARC
(9,10),0.0769884 # DEPENDENCYPART_ARC
(9,11),-0.632556 # DEPENDENCYPART_ARC
(9,12),-0.709519 # DEPENDENCYPART_ARC
(9,13),-1.19309 # DEPENDENCYPART_ARC
(9,14),-1.72708 # DEPENDENCYPART_ARC
(9,15),-2.10686 # DEPENDENCYPART_ARC
(9,16),-1.82734 # DEPENDENCYPART_ARC
(9,17),-2.24113 # DEPENDENCYPART_ARC
(9,18),-0.544908 # DEPENDENCYPART_ARC
(9,19),-2.08659 # DEPENDENCYPART_ARC
(9,20),-2.55863 # DEPENDENCYPART_ARC
(9,21),-2.75973 # DEPENDENCYPART_ARC
(9,22),-1.64461 # DEPENDENCYPART_ARC
(10,1),-4.21919 # DEPENDENCYPART_ARC
(10,2),-0.437033 # DEPENDENCYPART_ARC
(10,3),-1.12204 # DEPENDENCYPART_ARC
(10,4),-1.29735 # DEPENDENCYPART_ARC
(10,5),-0.748284 # DEPENDENCYPART_ARC
(10,6),-0.179012 # DEPENDENCYPART_ARC
(10,7),-0.680771 # DEPENDENCYPART_ARC
(10,8),-1.98734 # DEPENDENCYPART_ARC
(10,9),-0.633034 # DEPENDENCYPART_ARC
(10,11),2.28085 # DEPENDENCYPART_ARC
(10,12),-0.95308 # DEPENDENCYPART_ARC
(10,13),-1.43167 # DEPENDENCYPART_ARC
(10,14),-1.7963 # DEPENDENCYPART_ARC
(10,15),-1.09466 # DEPENDENCYPART_ARC
(10,16),-1.73396 # DEPENDENCYPART_ARC
(10,17),-2.26685 # DEPENDENCYPART_ARC
(10,18),-1.32638 # DEPENDENCYPART_ARC
(10,19),-2.00561 # DEPENDENCYPART_ARC
(10,20),-3.15835 # DEPENDENCYPART_ARC
(10,21),-2.17513 # DEPENDENCYPART_ARC
(10,22),-0.952306 # DEPENDENCYPART_ARC
(11,1),-3.14434 # DEPENDENCYPART_ARC
(11,2),1.48478 # DEPENDENCYPART_ARC
(11,3),0.945509 # DEPENDENCYPART_ARC
(11,4),0.741654 # DEPENDENCYPART_ARC
(11,5),0.406748 # DEPENDENCYPART_ARC
(11,6),1.65399 # DEPENDENCYPART_ARC
(11,7),0.966822 # DEPENDENCYPART_ARC
(11,8),-1.01209 # DEPENDENCYPART_ARC
(11,9),1.35497 # DEPENDENCYPART_ARC
(11,10),4.26902 # DEPENDENCYPART_ARC
(11,12),0.956116 # DEPENDENCYPART_ARC
(11,13),0.352107 # DEPENDENCYPART_ARC
(11,14),-0.24878 # DEPENDENCYPART_ARC
(11,15),0.202896 # DEPENDENCYPART_ARC
(11,16),-0.790866 # DEPENDENCYPART_ARC
(11,17),-0.864911 # DEPENDENCYPART_ARC
(11,18),0.290933 # DEPENDENCYPART_ARC
(11,19),-0.602188 # DEPENDENCYPART_ARC
(11,20),-1.76019 # DEPENDENCYPART_ARC
(11,21),-0.794504 # DEPENDENCYPART_ARC
(11,22),0.27687 # DEPENDENCYPART_ARC
(12,1),3.07171 # DEPENDENCYPART_ARC
(12,2),1.19394 # DEPENDENCYPART_ARC
(12,3),1.14227 # DEPENDENCYPART_ARC
(12,4),1.85035 # DEPENDENCYPART_ARC
(12,5),1.06234 # DEPENDENCYPART_ARC
(12,6),1.05494 # DEPENDENCYPART_ARC
(12,7),0.275233 # DEPENDENCYPART_ARC
(12,8),2.40449 # DEPENDENCYPART_ARC
(12,9),4.38259 # DEPENDENCYPART_ARC
(12,10),2.05248 # DEPENDENCYPART_ARC
(12,11),3.07108 # DEPENDENCYPART_ARC
(12,13),4.35187 # DEPENDENCYPART_ARC
(12,14),1.06288 # DEPENDENCYPART_ARC
(12,15),0.551608 # DEPENDENCYPART_ARC
(12,16),0.246819 # DEPENDENCYPART_ARC
(12,17),1.09475 # DEPENDENCYPART_ARC
(12,18),3.10778 # DEPENDENCYPART_ARC
(12,19),3.04507 # DEPENDENCYPART_ARC
(12,20),-1.0902 # DEPENDENCYPART_ARC
(12,21),-0.73125 # DEPENDENCYPART_ARC
(12,22),4.73451 # DEPENDENCYPART_ARC
(13,1),-1.78783 # DEPENDENCYPART_ARC
(13,2),-1.96623 # DEPENDENCYPART_ARC
(13,3),-1.75659 # DEPENDENCYPART_ARC
(13,4),-1.76512 # DEPENDENCYPART_ARC
(13,5),-1.70226 # DEPENDENCYPART_ARC
(13,6),-1.81027 # DEPENDENCYPART_ARC
(13,7),-1.87744 # DEPENDENCYPART_ARC
(13,8),-1.91301 # DEPENDENCYPART_ARC
(13,9),-0.526983 # DEPENDENCYPART_ARC
(13,10),-0.655206 # DEPENDENCYPART_ARC
(13,11),-0.833007 # DEPENDENCYPART_ARC
(13,12),-0.148552 # DEPENDENCYPART_ARC
(13,14),3.56926 # DEPENDENCYPART_ARC
(13,15),1.99879 # DEPENDENCYPART_ARC
(13,16),-0.367801 # DEPENDENCYPART_ARC
(13,17),0.414264 # DEPENDENCYPART_ARC
(13,18),1.11772 # DEPENDENCYPART_ARC
(13,19),-0.142027 # DEPENDENCYPART_ARC
(13,20),-1.25639 # DEPENDENCYPART_ARC
(13,21),-0.688712 # DEPENDENCYPART_ARC
(13,22),-0.438146 # DEPENDENCYPART_ARC
(14,1),-4.13936 # DEPENDENCYPART_ARC
(14,2),-2.96506 # DEPENDENCYPART_ARC
(14,3),-2.84295 # DEPENDENCYPART_ARC
(14,4),-2.50482 # DEPENDENCYPART_ARC
(14,5),-2.39104 # DEPENDENCYPART_ARC
(14,6),-1.917 # DEPENDENCYPART_ARC
(14,7),-1.89583 # DEPENDENCYPART_ARC
(14,8),-1.86681 # DEPENDENCYPART_ARC
(14,9),-1.38332 # DEPENDENCYPART_ARC
(14,10),-1.32853 # DEPENDENCYPART_ARC
(14,11),-0.994603 # DEPENDENCYPART_ARC
(14,12),-0.382314 # DEPENDENCYPART_ARC
(14,13),1.77024 # DEPENDENCYPART_ARC
(14,15),4.34146 # DEPENDENCYPART_ARC
(14,16),1.79382 # DEPENDENCYPART_ARC
(14,17),3.12944 # DEPENDENCYPART_ARC
(14,18),1.71351 # DEPENDENCYPART_ARC
(14,19),0.929839 # DEPENDENCYPART_ARC
(14,20),-0.455195 # DEPENDENCYPART_ARC
(14,21),0.489427 # DEPENDENCYPART_ARC
(14,22),-0.655149 # DEPENDENCYPART_ARC
(15,1),-3.03868 # DEPENDENCYPART_ARC
(15,2),-2.17982 # DEPENDENCYPART_ARC
(15,3),-2.2972 # DEPENDENCYPART_ARC
(15,4),-2.17441 # DEPENDENCYPART_ARC
(15,5),-1.85359 # DEPENDENCYPART_ARC
(15,6),-2.16089 # DEPENDENCYPART_ARC
(15,7),-2.06805 # DEPENDENCYPART_ARC
(15,8),-1.9641 # DEPENDENCYPART_ARC
(15,9),-1.67161 # DEPENDENCYPART_ARC
(15,10),-0.948685 # DEPENDENCYPART_ARC
(15,11),-0.755009 # DEPENDENCYPART_ARC
(15,12),-0.668672 # DEPENDENCYPART_ARC
(15,13),0.857265 # DEPENDENCYPART_ARC
(15,14),0.623073 # DEPENDENCYPART_ARC
(15,16),0.364147 # DEPENDENCYPART_ARC
(15,17),0.508536 # DEPENDENCYPART_ARC
(15,18),0.534356 # DEPENDENCYPART_ARC
(15,19),-0.340036 # DEPENDENCYPART_ARC
(15,20),-0.435557 # DEPENDENCYPART_ARC
(15,21),-0.462214 # DEPENDENCYPART_ARC
(15,22),-0.171229 # DEPENDENCYPART_ARC
(16,1),-2.19256 # DEPENDENCYPART_ARC
(16,2),-2.0352 # DEPENDENCYPART_ARC
(16,3),-1.99001 # DEPENDENCYPART_ARC
(16,4),-2.01939 # DEPENDENCYPART_ARC
(16,5),-2.01612 # DEPENDENCYPART_ARC
(16,6),-2.18176 # DEPENDENCYPART_ARC
(16,7),-2.11176 # DEPENDENCYPART_ARC
(16,8),-2.0365 # DEPENDENCYPART_ARC
(16,9),-1.49974 # DEPENDENCYPART_ARC
(16,10),-1.41583 # DEPENDENCYPART_ARC
(16,11),-1.35657 # DEPENDENCYPART_ARC
(16,12),-1.13907 # DEPENDENCYPART_ARC
(16,13),0.539509 # DEPENDENCYPART_ARC
(16,14),-0.04096 # DEPENDENCYPART_ARC
(16,15),0.273439 # DEPENDENCYPART_ARC
(16,17),0.220357 # DEPENDENCYPART_ARC
(16,18),-0.64355 # DEPENDENCYPART_ARC
(16,19),-0.962246 # DEPENDENCYPART_ARC
(16,20),-1.99388 # DEPENDENCYPART_ARC
(16,21),-1.13806 # DEPENDENCYPART_ARC
(16,22),-1.46083 # DEPENDENCYPART_ARC
(17,1),-2.81 # DEPENDENCYPART_ARC
(17,2),-1.35273 # DEPENDENCYPART_ARC
(17,3),-2.11807 # DEPENDENCYPART_ARC
(17,4),-2.3088 # DEPENDENCYPART_ARC
(17,5),-2.74957 # DEPENDENCYPART_ARC
(17,6),-2.96239 # DEPENDENCYPART_ARC
(17,7),-3.04941 # DEPENDENCYPART_ARC
(17,8),-3.4604 # DEPENDENCYPART_ARC
(17,9),-1.35142 # DEPENDENCYPART_ARC
(17,10),-1.36072 # DEPENDENCYPART_ARC
(17,11),-2.32628 # DEPENDENCYPART_ARC
(17,12),-0.702264 # DEPENDENCYPART_ARC
(17,13),0.760693 # DEPENDENCYPART_ARC
(17,14),0.397617 # DEPENDENCYPART_ARC
(17,15),0.569166 # DEPENDENCYPART_ARC
(17,16),5.2626 # DEPENDENCYPART_ARC
(17,18),-0.0359466 # DEPENDENCYPART_ARC
(17,19),-0.744364 # DEPENDENCYPART_ARC
(17,20),-0.961401 # DEPENDENCYPART_ARC
(17,21),-0.263331 # DEPENDENCYPART_ARC
(17,22),-1.48841 # DEPENDENCYPART_ARC
(18,1),-2.94209 # DEPENDENCYPART_ARC
(18,2),-3.12716 # DEPENDENCYPART_ARC
(18,3),-3.04611 # DEPENDENCYPART_ARC
(18,4),-2.9638 # DEPENDENCYPART_ARC
(18,5),-2.80533 # DEPENDENCYPART_ARC
(18,6),-2.26242 # DEPENDENCYPART_ARC
(18,7),-2.20803 # DEPENDENCYPART_ARC
(18,8),-1.45288 # DEPENDENCYPART_ARC
(18,9),-0.594333 # DEPENDENCYPART_ARC
(18,10),-2.22474 # DEPENDENCYPART_ARC
(18,11),-2.09891 # DEPENDENCYPART_ARC
(18,12),-1.41826 # DEPENDENCYPART_ARC
(18,13),-1.68876 # DEPENDENCYPART_ARC
(18,14),-1.19757 # DEPENDENCYPART_ARC
(18,15),-1.14054 # DEPENDENCYPART_ARC
(18,16),-0.713353 # DEPENDENCYPART_ARC
(18,17),-1.09486 # DEPENDENCYPART_ARC
(18,19),0.037966 # DEPENDENCYPART_ARC
(18,20),-0.519169 # DEPENDENCYPART_ARC
(18,21),-0.843089 # DEPENDENCYPART_ARC
(18,22),-0.66108 # DEPENDENCYPART_ARC
(19,1),-2.97267 # DEPENDENCYPART_ARC
(19,2),-2.74364 # DEPENDENCYPART_ARC
(19,3),-2.70638 # DEPENDENCYPART_ARC
(19,4),-2.61201 # DEPENDENCYPART_ARC
(19,5),-2.50656 # DEPENDENCYPART_ARC
(19,6),-1.97612 # DEPENDENCYPART_ARC
(19,7),-2.09954 # DEPENDENCYPART_ARC
(19,8),-2.03527 # DEPENDENCYPART_ARC
(19,9),-1.62871 # DEPENDENCYPART_ARC
(19,10),-1.7653 # DEPENDENCYPART_ARC
(19,11),-1.72962 # DEPENDENCYPART_ARC
(19,12),-1.40994 # DEPENDENCYPART_ARC
(19,13),-0.386619 # DEPENDENCYPART_ARC
(19,14),-0.829823 # DEPENDENCYPART_ARC
(19,15),-0.897675 # DEPENDENCYPART_ARC
(19,16),0.467132 # DEPENDENCYPART_ARC
(19,17),-0.380657 # DEPENDENCYPART_ARC
(19,18),0.332798 # DEPENDENCYPART_ARC
(19,20),2.92422 # DEPENDENCYPART_ARC
(19,21),0.816936 # DEPENDENCYPART_ARC
(19,22),-0.0427666 # DEPENDENCYPART_ARC
(20,1),-4.44255 # DEPENDENCYPART_ARC
(20,2),-3.03535 # DEPENDENCYPART_ARC
(20,3),-2.95012 # DEPENDENCYPART_ARC
(20,4),-2.84262 # DEPENDENCYPART_ARC
(20,5),-2.71558 # DEPENDENCYPART_ARC
(20,6),-2.43662 # DEPENDENCYPART_ARC
(20,7),-2.38169 # DEPENDENCYPART_ARC
(20,8),-2.39909 # DEPENDENCYPART_ARC
(20,9),-1.85167 # DEPENDENCYPART_ARC
(20,10),-1.92717 # DEPENDENCYPART_ARC
(20,11),-1.85576 # DEPENDENCYPART_ARC
(20,12),-1.39569 # DEPENDENCYPART_ARC
(20,13),-0.494204 # DEPENDENCYPART_ARC
(20,14),-0.527879 # DEPENDENCYPART_ARC
(20,15),-0.537716 # DEPENDENCYPART_ARC
(20,16),0.77282 # DEPENDENCYPART_ARC
(20,17),-0.19785 # DEPENDENCYPART_ARC
(20,18),0.379092 # DEPENDENCYPART_ARC
(20,19),1.89497 # DEPENDENCYPART_ARC
(20,21),4.11459 # DEPENDENCYPART_ARC
(20,22),0.141963 # DEPENDENCYPART_ARC
(21,1),-4.49747 # DEPENDENCYPART_ARC
(21,2),-3.05306 # DEPENDENCYPART_ARC
(21,3),-3.09245 # DEPENDENCYPART_ARC
(21,4),-3.00126 # DEPENDENCYPART_ARC
(21,5),-2.88802 # DEPENDENCYPART_ARC
(21,6),-3.13647 # DEPENDENCYPART_ARC
(21,7),-3.05908 # DEPENDENCYPART_ARC
(21,8),-2.93297 # DEPENDENCYPART_ARC
(21,9),-2.07392 # DEPENDENCYPART_ARC
(21,10),-2.22508 # DEPENDENCYPART_ARC
(21,11),-1.96266 # DEPENDENCYPART_ARC
(21,12),-1.85729 # DEPENDENCYPART_ARC
(21,13),-1.70179 # DEPENDENCYPART_ARC
(21,14),-1.84543 # DEPENDENCYPART_ARC
(21,15),-1.34759 # DEPENDENCYPART_ARC
(21,16),0.150784 # DEPENDENCYPART_ARC
(21,17),-1.21009 # DEPENDENCYPART_ARC
(21,18),-0.161146 # DEPENDENCYPART_ARC
(21,19),0.210556 # DEPENDENCYPART_ARC
(21,20),0.571394 # DEPENDENCYPART_ARC
(21,22),-0.385825 # DEPENDENCYPART_ARC
(22,1),-3.36052 # DEPENDENCYPART_ARC
(22,2),-2.33268 # DEPENDENCYPART_ARC
(22,3),-2.26674 # DEPENDENCYPART_ARC
(22,4),-2.1907 # DEPENDENCYPART_ARC
(22,5),-2.16948 # DEPENDENCYPART_ARC
(22,6),-2.26358 # DEPENDENCYPART_ARC
(22,7),-2.33048 # DEPENDENCYPART_ARC
(22,8),-2.26524 # DEPENDENCYPART_ARC
(22,9),-1.18347 # DEPENDENCYPART_ARC
(22,10),-2.01496 # DEPENDENCYPART_ARC
(22,11),-1.98045 # DEPENDENCYPART_ARC
(22,12),-1.26258 # DEPENDENCYPART_ARC
(22,13),-1.72885 # DEPENDENCYPART_ARC
(22,14),-1.87036 # DEPENDENCYPART_ARC
(22,15),-1.75848 # DEPENDENCYPART_ARC
(22,16),-0.897013 # DEPENDENCYPART_ARC
(22,17),-1.75996 # DEPENDENCYPART_ARC
(22,18),-0.440903 # DEPENDENCYPART_ARC
(22,19),-1.03009 # DEPENDENCYPART_ARC
(22,20),-1.25546 # DEPENDENCYPART_ARC
(22,21),-0.998841 # DEPENDENCYPART_ARC
