# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,3,11,14,11,14,18,18,11,3,
(2,3),1.34179 # DEPENDENCYPART_ARC
(2,4),0.361496 # DEPENDENCYPART_ARC
(2,5),0.622106 # DEPENDENCYPART_ARC
(2,6),-0.303151 # DEPENDENCYPART_ARC
(2,7),-0.572485 # DEPENDENCYPART_ARC
(2,8),-0.160206 # DEPENDENCYPART_ARC
(2,9),0.604609 # DEPENDENCYPART_ARC
(2,10),-0.948428 # DEPENDENCYPART_ARC
(2,11),-0.238216 # DEPENDENCYPART_ARC
(2,12),-0.665839 # DEPENDENCYPART_ARC
(2,13),-1.62943 # DEPENDENCYPART_ARC
(2,14),-2.99651 # DEPENDENCYPART_ARC
(2,15),-0.311162 # DEPENDENCYPART_ARC
(2,16),-2.09779 # DEPENDENCYPART_ARC
(2,17),-2.05078 # DEPENDENCYPART_ARC
(2,18),-4.14447 # DEPENDENCYPART_ARC
(2,19),1.08009 # DEPENDENCYPART_ARC
(3,1),2.85446 # DEPENDENCYPART_ARC
(3,2),3.08941 # DEPENDENCYPART_ARC
(3,4),2.52449 # DEPENDENCYPART_ARC
(3,5),2.43124 # DEPENDENCYPART_ARC
(3,6),2.1661 # DEPENDENCYPART_ARC
(3,7),2.07593 # DEPENDENCYPART_ARC
(3,8),1.94211 # DEPENDENCYPART_ARC
(3,9),1.90601 # DEPENDENCYPART_ARC
(3,10),-0.250101 # DEPENDENCYPART_ARC
(3,11),1.87323 # DEPENDENCYPART_ARC
(3,12),0.178475 # DEPENDENCYPART_ARC
(3,13),0.470592 # DEPENDENCYPART_ARC
(3,14),0.350734 # DEPENDENCYPART_ARC
(3,15),1.12789 # DEPENDENCYPART_ARC
(3,16),-1.12163 # DEPENDENCYPART_ARC
(3,17),-0.324695 # DEPENDENCYPART_ARC
(3,18),-0.335811 # DEPENDENCYPART_ARC
(3,19),4.72199 # DEPENDENCYPART_ARC
(4,1),-0.262 # DEPENDENCYPART_ARC
(4,2),-0.377088 # DEPENDENCYPART_ARC
(4,3),0.108899 # DEPENDENCYPART_ARC
(4,5),3.09469 # DEPENDENCYPART_ARC
(4,6),2.61554 # DEPENDENCYPART_ARC
(4,7),1.80927 # DEPENDENCYPART_ARC
(4,8),0.655234 # DEPENDENCYPART_ARC
(4,9),0.685846 # DEPENDENCYPART_ARC
(4,10),-0.594311 # DEPENDENCYPART_ARC
(4,11),-0.0907398 # DEPENDENCYPART_ARC
(4,12),-0.673972 # DEPENDENCYPART_ARC
(4,13),-0.788027 # DEPENDENCYPART_ARC
(4,14),0.451452 # DEPENDENCYPART_ARC
(4,15),0.543093 # DEPENDENCYPART_ARC
(4,16),-1.33622 # DEPENDENCYPART_ARC
(4,17),-1.65959 # DEPENDENCYPART_ARC
(4,18),-0.0440457 # DEPENDENCYPART_ARC
(4,19),0.278587 # DEPENDENCYPART_ARC
(5,1),-1.1851 # DEPENDENCYPART_ARC
(5,2),-0.769917 # DEPENDENCYPART_ARC
(5,3),-0.888525 # DEPENDENCYPART_ARC
(5,4),0.324308 # DEPENDENCYPART_ARC
(5,6),0.950141 # DEPENDENCYPART_ARC
(5,7),0.314067 # DEPENDENCYPART_ARC
(5,8),0.0307194 # DEPENDENCYPART_ARC
(5,9),0.344053 # DEPENDENCYPART_ARC
(5,10),-0.813899 # DEPENDENCYPART_ARC
(5,11),0.116015 # DEPENDENCYPART_ARC
(5,12),-0.668623 # DEPENDENCYPART_ARC
(5,13),-1.20998 # DEPENDENCYPART_ARC
(5,14),-1.45922 # DEPENDENCYPART_ARC
(5,15),0.0247552 # DEPENDENCYPART_ARC
(5,16),-1.61835 # DEPENDENCYPART_ARC
(5,17),-1.65646 # DEPENDENCYPART_ARC
(5,18),-2.33243 # DEPENDENCYPART_ARC
(5,19),-0.751337 # DEPENDENCYPART_ARC
(6,1),0.242711 # DEPENDENCYPART_ARC
(6,2),0.259453 # DEPENDENCYPART_ARC
(6,3),0.292532 # DEPENDENCYPART_ARC
(6,4),1.84644 # DEPENDENCYPART_ARC
(6,5),3.83721 # DEPENDENCYPART_ARC
(6,7),1.28881 # DEPENDENCYPART_ARC
(6,8),0.37858 # DEPENDENCYPART_ARC
(6,9),1.56004 # DEPENDENCYPART_ARC
(6,10),-0.665274 # DEPENDENCYPART_ARC
(6,11),0.0106627 # DEPENDENCYPART_ARC
(6,12),-0.248572 # DEPENDENCYPART_ARC
(6,13),-0.537244 # DEPENDENCYPART_ARC
(6,14),-1.4676 # DEPENDENCYPART_ARC
(6,15),0.504034 # DEPENDENCYPART_ARC
(6,16),-1.20347 # DEPENDENCYPART_ARC
(6,17),-1.20515 # DEPENDENCYPART_ARC
(6,18),-2.75076 # DEPENDENCYPART_ARC
(6,19),0.401514 # DEPENDENCYPART_ARC
(7,1),-1.56754 # DEPENDENCYPART_ARC
(7,2),-0.670607 # DEPENDENCYPART_ARC
(7,3),-0.855737 # DEPENDENCYPART_ARC
(7,4),-1.06308 # DEPENDENCYPART_ARC
(7,5),-0.90336 # DEPENDENCYPART_ARC
(7,6),-0.115155 # DEPENDENCYPART_ARC
(7,8),2.75461 # DEPENDENCYPART_ARC
(7,9),0.845713 # DEPENDENCYPART_ARC
(7,10),0.222513 # DEPENDENCYPART_ARC
(7,11),1.00371 # DEPENDENCYPART_ARC
(7,12),-0.506398 # DEPENDENCYPART_ARC
(7,13),-0.536781 # DEPENDENCYPART_ARC
(7,14),-0.456127 # DEPENDENCYPART_ARC
(7,15),0.0228096 # DEPENDENCYPART_ARC
(7,16),-2.06849 # DEPENDENCYPART_ARC
(7,17),-0.989158 # DEPENDENCYPART_ARC
(7,18),-1.51465 # DEPENDENCYPART_ARC
(7,19),-0.480178 # DEPENDENCYPART_ARC
(8,1),-0.530964 # DEPENDENCYPART_ARC
(8,2),-0.44531 # DEPENDENCYPART_ARC
(8,3),-0.957538 # DEPENDENCYPART_ARC
(8,4),-0.226234 # DEPENDENCYPART_ARC
(8,5),-0.356492 # DEPENDENCYPART_ARC
(8,6),0.146475 # DEPENDENCYPART_ARC
(8,7),0.201651 # DEPENDENCYPART_ARC
(8,9),1.26954 # DEPENDENCYPART_ARC
(8,10),1.16144 # DEPENDENCYPART_ARC
(8,11),0.654428 # DEPENDENCYPART_ARC
(8,12),0.555349 # DEPENDENCYPART_ARC
(8,13),0.0187415 # DEPENDENCYPART_ARC
(8,14),0.503064 # DEPENDENCYPART_ARC
(8,15),0.40328 # DEPENDENCYPART_ARC
(8,16),-0.53887 # DEPENDENCYPART_ARC
(8,17),-0.477534 # DEPENDENCYPART_ARC
(8,18),-0.151051 # DEPENDENCYPART_ARC
(8,19),1.25927 # DEPENDENCYPART_ARC
(9,1),-1.81694 # DEPENDENCYPART_ARC
(9,2),-2.21099 # DEPENDENCYPART_ARC
(9,3),-1.79041 # DEPENDENCYPART_ARC
(9,4),-2.2358 # DEPENDENCYPART_ARC
(9,5),-1.58112 # DEPENDENCYPART_ARC
(9,6),-0.982278 # DEPENDENCYPART_ARC
(9,7),-1.31699 # DEPENDENCYPART_ARC
(9,8),-0.500708 # DEPENDENCYPART_ARC
(9,10),-0.0177736 # DEPENDENCYPART_ARC
(9,11),-0.372414 # DEPENDENCYPART_ARC
(9,12),-1.15778 # DEPENDENCYPART_ARC
(9,13),-1.55694 # DEPENDENCYPART_ARC
(9,14),-1.70155 # DEPENDENCYPART_ARC
(9,15),0.324183 # DEPENDENCYPART_ARC
(9,16),-1.8156 # DEPENDENCYPART_ARC
(9,17),-2.3646 # DEPENDENCYPART_ARC
(9,18),-2.31707 # DEPENDENCYPART_ARC
(9,19),-1.5637 # DEPENDENCYPART_ARC
(10,1),-1.95259 # DEPENDENCYPART_ARC
(10,2),-3.05845 # DEPENDENCYPART_ARC
(10,3),-2.41673 # DEPENDENCYPART_ARC
(10,4),-2.17737 # DEPENDENCYPART_ARC
(10,5),-0.487608 # DEPENDENCYPART_ARC
(10,6),-1.62848 # DEPENDENCYPART_ARC
(10,7),-1.47282 # DEPENDENCYPART_ARC
(10,8),0.0796047 # DEPENDENCYPART_ARC
(10,9),1.05658 # DEPENDENCYPART_ARC
(10,11),2.64705 # DEPENDENCYPART_ARC
(10,12),0.674483 # DEPENDENCYPART_ARC
(10,13),0.805607 # DEPENDENCYPART_ARC
(10,14),-0.032369 # DEPENDENCYPART_ARC
(10,15),1.00793 # DEPENDENCYPART_ARC
(10,16),0.394641 # DEPENDENCYPART_ARC
(10,17),-0.261024 # DEPENDENCYPART_ARC
(10,18),-1.26184 # DEPENDENCYPART_ARC
(10,19),1.19691 # DEPENDENCYPART_ARC
(11,1),2.24684 # DEPENDENCYPART_ARC
(11,2),0.858434 # DEPENDENCYPART_ARC
(11,3),0.0200682 # DEPENDENCYPART_ARC
(11,4),0.49349 # DEPENDENCYPART_ARC
(11,5),-0.249892 # DEPENDENCYPART_ARC
(11,6),-0.348517 # DEPENDENCYPART_ARC
(11,7),0.734942 # DEPENDENCYPART_ARC
(11,8),0.936041 # DEPENDENCYPART_ARC
(11,9),3.29122 # DEPENDENCYPART_ARC
(11,10),2.1601 # DEPENDENCYPART_ARC
(11,12),2.44217 # DEPENDENCYPART_ARC
(11,13),2.68827 # DEPENDENCYPART_ARC
(11,14),2.74175 # DEPENDENCYPART_ARC
(11,15),1.78326 # DEPENDENCYPART_ARC
(11,16),0.854108 # DEPENDENCYPART_ARC
(11,17),0.628071 # DEPENDENCYPART_ARC
(11,18),1.16499 # DEPENDENCYPART_ARC
(11,19),2.85367 # DEPENDENCYPART_ARC
(12,1),-1.01094 # DEPENDENCYPART_ARC
(12,2),-1.15003 # DEPENDENCYPART_ARC
(12,3),-1.20656 # DEPENDENCYPART_ARC
(12,4),-0.125723 # DEPENDENCYPART_ARC
(12,5),-0.446296 # DEPENDENCYPART_ARC
(12,6),-0.0432269 # DEPENDENCYPART_ARC
(12,7),-0.618365 # DEPENDENCYPART_ARC
(12,8),-0.273237 # DEPENDENCYPART_ARC
(12,9),0.371049 # DEPENDENCYPART_ARC
(12,10),0.144211 # DEPENDENCYPART_ARC
(12,11),0.62079 # DEPENDENCYPART_ARC
(12,13),2.92852 # DEPENDENCYPART_ARC
(12,14),2.62057 # DEPENDENCYPART_ARC
(12,15),1.01658 # DEPENDENCYPART_ARC
(12,16),0.126728 # DEPENDENCYPART_ARC
(12,17),0.413379 # DEPENDENCYPART_ARC
(12,18),1.08075 # DEPENDENCYPART_ARC
(12,19),-0.486997 # DEPENDENCYPART_ARC
(13,1),-2.39781 # DEPENDENCYPART_ARC
(13,2),-2.21948 # DEPENDENCYPART_ARC
(13,3),-2.46228 # DEPENDENCYPART_ARC
(13,4),-2.0293 # DEPENDENCYPART_ARC
(13,5),-1.51964 # DEPENDENCYPART_ARC
(13,6),-2.31827 # DEPENDENCYPART_ARC
(13,7),-2.2021 # DEPENDENCYPART_ARC
(13,8),-1.31897 # DEPENDENCYPART_ARC
(13,9),-1.05605 # DEPENDENCYPART_ARC
(13,10),-0.460413 # DEPENDENCYPART_ARC
(13,11),-0.729894 # DEPENDENCYPART_ARC
(13,12),0.461347 # DEPENDENCYPART_ARC
(13,14),0.933146 # DEPENDENCYPART_ARC
(13,15),0.71711 # DEPENDENCYPART_ARC
(13,16),-0.15135 # DEPENDENCYPART_ARC
(13,17),-0.362908 # DEPENDENCYPART_ARC
(13,18),-1.01613 # DEPENDENCYPART_ARC
(13,19),-0.324027 # DEPENDENCYPART_ARC
(14,1),-1.6088 # DEPENDENCYPART_ARC
(14,2),-3.45447 # DEPENDENCYPART_ARC
(14,3),-1.54989 # DEPENDENCYPART_ARC
(14,4),-2.11409 # DEPENDENCYPART_ARC
(14,5),0.794601 # DEPENDENCYPART_ARC
(14,6),-1.40563 # DEPENDENCYPART_ARC
(14,7),-1.01492 # DEPENDENCYPART_ARC
(14,8),-0.18381 # DEPENDENCYPART_ARC
(14,9),0.272532 # DEPENDENCYPART_ARC
(14,10),0.413333 # DEPENDENCYPART_ARC
(14,11),0.574611 # DEPENDENCYPART_ARC
(14,12),1.7594 # DEPENDENCYPART_ARC
(14,13),3.78516 # DEPENDENCYPART_ARC
(14,15),1.97318 # DEPENDENCYPART_ARC
(14,16),0.840821 # DEPENDENCYPART_ARC
(14,17),0.726029 # DEPENDENCYPART_ARC
(14,18),0.717985 # DEPENDENCYPART_ARC
(14,19),0.609035 # DEPENDENCYPART_ARC
(15,1),-2.60269 # DEPENDENCYPART_ARC
(15,2),-3.13502 # DEPENDENCYPART_ARC
(15,3),-2.67662 # DEPENDENCYPART_ARC
(15,4),-3.12597 # DEPENDENCYPART_ARC
(15,5),-2.53361 # DEPENDENCYPART_ARC
(15,6),-1.82229 # DEPENDENCYPART_ARC
(15,7),-2.58564 # DEPENDENCYPART_ARC
(15,8),-1.73814 # DEPENDENCYPART_ARC
(15,9),-0.792706 # DEPENDENCYPART_ARC
(15,10),-2.35385 # DEPENDENCYPART_ARC
(15,11),-1.95407 # DEPENDENCYPART_ARC
(15,12),-1.87799 # DEPENDENCYPART_ARC
(15,13),-1.56558 # DEPENDENCYPART_ARC
(15,14),-0.939535 # DEPENDENCYPART_ARC
(15,16),0.225104 # DEPENDENCYPART_ARC
(15,17),-0.824384 # DEPENDENCYPART_ARC
(15,18),-1.28507 # DEPENDENCYPART_ARC
(15,19),-1.21961 # DEPENDENCYPART_ARC
(16,1),-3.58483 # DEPENDENCYPART_ARC
(16,2),-6.28632 # DEPENDENCYPART_ARC
(16,3),-4.50762 # DEPENDENCYPART_ARC
(16,4),-4.16769 # DEPENDENCYPART_ARC
(16,5),-2.99478 # DEPENDENCYPART_ARC
(16,6),-4.60218 # DEPENDENCYPART_ARC
(16,7),-3.9951 # DEPENDENCYPART_ARC
(16,8),-2.79555 # DEPENDENCYPART_ARC
(16,9),-2.64265 # DEPENDENCYPART_ARC
(16,10),-2.50584 # DEPENDENCYPART_ARC
(16,11),-2.45448 # DEPENDENCYPART_ARC
(16,12),-1.93314 # DEPENDENCYPART_ARC
(16,13),-0.729524 # DEPENDENCYPART_ARC
(16,14),-2.06309 # DEPENDENCYPART_ARC
(16,15),-0.166157 # DEPENDENCYPART_ARC
(16,17),2.58511 # DEPENDENCYPART_ARC
(16,18),1.1253 # DEPENDENCYPART_ARC
(16,19),0.572773 # DEPENDENCYPART_ARC
(17,1),-2.83699 # DEPENDENCYPART_ARC
(17,2),-2.85978 # DEPENDENCYPART_ARC
(17,3),-2.97983 # DEPENDENCYPART_ARC
(17,4),-2.42788 # DEPENDENCYPART_ARC
(17,5),-2.17369 # DEPENDENCYPART_ARC
(17,6),-3.04075 # DEPENDENCYPART_ARC
(17,7),-2.70365 # DEPENDENCYPART_ARC
(17,8),-1.92845 # DEPENDENCYPART_ARC
(17,9),-2.00114 # DEPENDENCYPART_ARC
(17,10),-1.69452 # DEPENDENCYPART_ARC
(17,11),-1.9514 # DEPENDENCYPART_ARC
(17,12),-1.22009 # DEPENDENCYPART_ARC
(17,13),-0.4619 # DEPENDENCYPART_ARC
(17,14),-1.24005 # DEPENDENCYPART_ARC
(17,15),-0.573596 # DEPENDENCYPART_ARC
(17,16),0.95221 # DEPENDENCYPART_ARC
(17,18),0.53241 # DEPENDENCYPART_ARC
(17,19),-1.08672 # DEPENDENCYPART_ARC
(18,1),-1.56709 # DEPENDENCYPART_ARC
(18,2),-4.11546 # DEPENDENCYPART_ARC
(18,3),-1.52701 # DEPENDENCYPART_ARC
(18,4),-3.41442 # DEPENDENCYPART_ARC
(18,5),0.698728 # DEPENDENCYPART_ARC
(18,6),-2.32179 # DEPENDENCYPART_ARC
(18,7),-1.08398 # DEPENDENCYPART_ARC
(18,8),-0.125371 # DEPENDENCYPART_ARC
(18,9),0.283738 # DEPENDENCYPART_ARC
(18,10),-0.883103 # DEPENDENCYPART_ARC
(18,11),0.0486027 # DEPENDENCYPART_ARC
(18,12),-0.768022 # DEPENDENCYPART_ARC
(18,13),2.8811 # DEPENDENCYPART_ARC
(18,14),1.16965 # DEPENDENCYPART_ARC
(18,15),1.21388 # DEPENDENCYPART_ARC
(18,16),2.26296 # DEPENDENCYPART_ARC
(18,17),5.17458 # DEPENDENCYPART_ARC
(18,19),0.214774 # DEPENDENCYPART_ARC
(19,1),-2.38482 # DEPENDENCYPART_ARC
(19,2),-2.55306 # DEPENDENCYPART_ARC
(19,3),-2.16188 # DEPENDENCYPART_ARC
(19,4),-2.70966 # DEPENDENCYPART_ARC
(19,5),-2.69699 # DEPENDENCYPART_ARC
(19,6),-2.40873 # DEPENDENCYPART_ARC
(19,7),-2.14217 # DEPENDENCYPART_ARC
(19,8),-1.6088 # DEPENDENCYPART_ARC
(19,9),-1.26436 # DEPENDENCYPART_ARC
(19,10),-1.83143 # DEPENDENCYPART_ARC
(19,11),-1.47386 # DEPENDENCYPART_ARC
(19,12),-1.86716 # DEPENDENCYPART_ARC
(19,13),-1.78831 # DEPENDENCYPART_ARC
(19,14),-1.88007 # DEPENDENCYPART_ARC
(19,15),-0.720489 # DEPENDENCYPART_ARC
(19,16),-1.30192 # DEPENDENCYPART_ARC
(19,17),-1.76977 # DEPENDENCYPART_ARC
(19,18),-1.75429 # DEPENDENCYPART_ARC
