# _root_ Using black and white , `` we can make housewives look like stars , '' says John Perrin .
#goldHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,8,8,0,18,16,16,
#predictedHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,16,16,0,18,16,16,
(5,7),-0.944725 # DEPENDENCYPART_ARC
(5,8),-0.968351 # DEPENDENCYPART_ARC
(5,9),-1.08523 # DEPENDENCYPART_ARC
(5,10),-1.65199 # DEPENDENCYPART_ARC
(5,11),-1.44202 # DEPENDENCYPART_ARC
(5,12),-1.55438 # DEPENDENCYPART_ARC
(5,13),-2.24059 # DEPENDENCYPART_ARC
(5,14),-0.0688162 # DEPENDENCYPART_ARC
(5,15),-1.44093 # DEPENDENCYPART_ARC
(5,16),-1.86987 # DEPENDENCYPART_ARC
(5,17),-2.5025 # DEPENDENCYPART_ARC
(5,18),-2.60732 # DEPENDENCYPART_ARC
(5,19),-1.74744 # DEPENDENCYPART_ARC
(6,1),-1.92041 # DEPENDENCYPART_ARC
(6,2),-1.56675 # DEPENDENCYPART_ARC
(6,3),-1.56817 # DEPENDENCYPART_ARC
(6,4),-1.28802 # DEPENDENCYPART_ARC
(6,5),-0.331718 # DEPENDENCYPART_ARC
(6,7),-0.498164 # DEPENDENCYPART_ARC
(6,8),-0.985944 # DEPENDENCYPART_ARC
(6,9),-1.26758 # DEPENDENCYPART_ARC
(6,10),-1.72012 # DEPENDENCYPART_ARC
(6,11),-1.70973 # DEPENDENCYPART_ARC
(6,12),-1.65036 # DEPENDENCYPART_ARC
(6,13),-2.29431 # DEPENDENCYPART_ARC
(6,14),-1.29613 # DEPENDENCYPART_ARC
(6,15),-0.743892 # DEPENDENCYPART_ARC
(6,16),-2.00571 # DEPENDENCYPART_ARC
(6,17),-2.44035 # DEPENDENCYPART_ARC
(6,18),-2.58087 # DEPENDENCYPART_ARC
(6,19),-1.57076 # DEPENDENCYPART_ARC
(7,1),-1.36426 # DEPENDENCYPART_ARC
(7,2),-1.60249 # DEPENDENCYPART_ARC
(7,3),-1.27347 # DEPENDENCYPART_ARC
(7,4),-1.04853 # DEPENDENCYPART_ARC
(7,5),0.123191 # DEPENDENCYPART_ARC
(7,6),0.0868141 # DEPENDENCYPART_ARC
(7,8),1.14287 # DEPENDENCYPART_ARC
(7,9),0.0232309 # DEPENDENCYPART_ARC
(7,10),0.508735 # DEPENDENCYPART_ARC
(7,11),-0.69169 # DEPENDENCYPART_ARC
(7,12),0.340977 # DEPENDENCYPART_ARC
(7,13),-0.204554 # DEPENDENCYPART_ARC
(7,14),0.529434 # DEPENDENCYPART_ARC
(7,15),-0.138957 # DEPENDENCYPART_ARC
(7,16),-0.307618 # DEPENDENCYPART_ARC
(7,17),-0.81187 # DEPENDENCYPART_ARC
(7,18),-0.982874 # DEPENDENCYPART_ARC
(7,19),-0.319552 # DEPENDENCYPART_ARC
(8,1),2.01593 # DEPENDENCYPART_ARC
(8,2),0.670673 # DEPENDENCYPART_ARC
(8,3),0.625071 # DEPENDENCYPART_ARC
(8,4),0.239955 # DEPENDENCYPART_ARC
(8,5),2.89531 # DEPENDENCYPART_ARC
(8,6),2.5384 # DEPENDENCYPART_ARC
(8,7),4.27854 # DEPENDENCYPART_ARC
(8,9),4.29016 # DEPENDENCYPART_ARC
(8,10),2.26415 # DEPENDENCYPART_ARC
(8,11),1.86997 # DEPENDENCYPART_ARC
(8,12),0.394261 # DEPENDENCYPART_ARC
(8,13),0.700816 # DEPENDENCYPART_ARC
(8,14),2.16778 # DEPENDENCYPART_ARC
(8,15),1.14448 # DEPENDENCYPART_ARC
(8,16),1.01158 # DEPENDENCYPART_ARC
(8,17),-0.314899 # DEPENDENCYPART_ARC
(8,18),-0.329405 # DEPENDENCYPART_ARC
(8,19),2.99873 # DEPENDENCYPART_ARC
(9,1),-0.147305 # DEPENDENCYPART_ARC
(9,2),-0.271528 # DEPENDENCYPART_ARC
(9,3),-0.887939 # DEPENDENCYPART_ARC
(9,4),0.00589837 # DEPENDENCYPART_ARC
(9,5),0.580007 # DEPENDENCYPART_ARC
(9,6),0.612018 # DEPENDENCYPART_ARC
(9,7),1.40267 # DEPENDENCYPART_ARC
(9,8),1.1638 # DEPENDENCYPART_ARC
(9,10),3.77842 # DEPENDENCYPART_ARC
(9,11),2.76978 # DEPENDENCYPART_ARC
(9,12),1.41837 # DEPENDENCYPART_ARC
(9,13),1.44701 # DEPENDENCYPART_ARC
(9,14),1.43073 # DEPENDENCYPART_ARC
(9,15),1.35772 # DEPENDENCYPART_ARC
(9,16),-0.302931 # DEPENDENCYPART_ARC
(9,17),-0.764907 # DEPENDENCYPART_ARC
(9,18),-0.436836 # DEPENDENCYPART_ARC
(9,19),0.249398 # DEPENDENCYPART_ARC
(10,1),-1.16216 # DEPENDENCYPART_ARC
(10,2),-0.778647 # DEPENDENCYPART_ARC
(10,3),-1.50439 # DEPENDENCYPART_ARC
(10,4),-0.953021 # DEPENDENCYPART_ARC
(10,5),-0.448796 # DEPENDENCYPART_ARC
(10,6),0.559945 # DEPENDENCYPART_ARC
(10,7),0.143806 # DEPENDENCYPART_ARC
(10,8),0.37123 # DEPENDENCYPART_ARC
(10,9),2.09082 # DEPENDENCYPART_ARC
(10,11),0.171444 # DEPENDENCYPART_ARC
(10,12),0.98369 # DEPENDENCYPART_ARC
(10,13),-0.166749 # DEPENDENCYPART_ARC
(10,14),-0.0724909 # DEPENDENCYPART_ARC
(10,15),-0.208574 # DEPENDENCYPART_ARC
(10,16),-0.53433 # DEPENDENCYPART_ARC
(10,17),-1.32056 # DEPENDENCYPART_ARC
(10,18),-1.38967 # DEPENDENCYPART_ARC
(10,19),-0.155893 # DEPENDENCYPART_ARC
(11,1),-0.230897 # DEPENDENCYPART_ARC
(11,2),0.351538 # DEPENDENCYPART_ARC
(11,3),-0.61825 # DEPENDENCYPART_ARC
(11,4),0.399288 # DEPENDENCYPART_ARC
(11,5),0.801359 # DEPENDENCYPART_ARC
(11,6),0.380508 # DEPENDENCYPART_ARC
(11,7),0.646296 # DEPENDENCYPART_ARC
(11,8),0.586041 # DEPENDENCYPART_ARC
(11,9),1.02458 # DEPENDENCYPART_ARC
(11,10),1.90848 # DEPENDENCYPART_ARC
(11,12),3.02598 # DEPENDENCYPART_ARC
(11,13),1.50277 # DEPENDENCYPART_ARC
(11,14),1.16604 # DEPENDENCYPART_ARC
(11,15),0.43924 # DEPENDENCYPART_ARC
(11,16),0.172389 # DEPENDENCYPART_ARC
(11,17),-0.756482 # DEPENDENCYPART_ARC
(11,18),-0.575191 # DEPENDENCYPART_ARC
(11,19),2.19223 # DEPENDENCYPART_ARC
(12,1),-1.49155 # DEPENDENCYPART_ARC
(12,2),-1.03061 # DEPENDENCYPART_ARC
(12,3),-1.03554 # DEPENDENCYPART_ARC
(12,4),-1.21865 # DEPENDENCYPART_ARC
(12,5),-0.734039 # DEPENDENCYPART_ARC
(12,6),0.116646 # DEPENDENCYPART_ARC
(12,7),-0.466279 # DEPENDENCYPART_ARC
(12,8),-0.740164 # DEPENDENCYPART_ARC
(12,9),0.263959 # DEPENDENCYPART_ARC
(12,10),0.139304 # DEPENDENCYPART_ARC
(12,11),1.15667 # DEPENDENCYPART_ARC
(12,13),3.13118 # DEPENDENCYPART_ARC
(12,14),0.729153 # DEPENDENCYPART_ARC
(12,15),0.421127 # DEPENDENCYPART_ARC
(12,16),-0.0733952 # DEPENDENCYPART_ARC
(12,17),-1.17278 # DEPENDENCYPART_ARC
(12,18),-1.16136 # DEPENDENCYPART_ARC
(12,19),-0.344837 # DEPENDENCYPART_ARC
(13,1),-2.254 # DEPENDENCYPART_ARC
(13,2),-2.64807 # DEPENDENCYPART_ARC
(13,3),-2.25847 # DEPENDENCYPART_ARC
(13,4),-2.98755 # DEPENDENCYPART_ARC
(13,5),-2.07762 # DEPENDENCYPART_ARC
(13,6),-0.610752 # DEPENDENCYPART_ARC
(13,7),-1.47719 # DEPENDENCYPART_ARC
(13,8),-1.33561 # DEPENDENCYPART_ARC
(13,9),-0.544213 # DEPENDENCYPART_ARC
(13,10),0.0355234 # DEPENDENCYPART_ARC
(13,11),0.313751 # DEPENDENCYPART_ARC
(13,12),0.848379 # DEPENDENCYPART_ARC
(13,14),2.21019 # DEPENDENCYPART_ARC
(13,15),1.88709 # DEPENDENCYPART_ARC
(13,16),1.16169 # DEPENDENCYPART_ARC
(13,17),0.949802 # DEPENDENCYPART_ARC
(13,18),0.580795 # DEPENDENCYPART_ARC
(13,19),0.975027 # DEPENDENCYPART_ARC
(14,1),-1.5495 # DEPENDENCYPART_ARC
(14,2),-1.99552 # DEPENDENCYPART_ARC
(14,3),-2.18859 # DEPENDENCYPART_ARC
(14,4),-1.7428 # DEPENDENCYPART_ARC
(14,5),-0.183839 # DEPENDENCYPART_ARC
(14,6),-1.45061 # DEPENDENCYPART_ARC
(14,7),-1.77153 # DEPENDENCYPART_ARC
(14,8),-1.70942 # DEPENDENCYPART_ARC
(14,9),-1.56797 # DEPENDENCYPART_ARC
(14,10),-1.61613 # DEPENDENCYPART_ARC
(14,11),-0.99005 # DEPENDENCYPART_ARC
(14,12),-0.90324 # DEPENDENCYPART_ARC
(14,13),-0.88583 # DEPENDENCYPART_ARC
(14,15),0.203674 # DEPENDENCYPART_ARC
(14,16),-0.192615 # DEPENDENCYPART_ARC
(14,17),-0.746029 # DEPENDENCYPART_ARC
(14,18),-1.04226 # DEPENDENCYPART_ARC
(14,19),-1.10434 # DEPENDENCYPART_ARC
(15,1),-2.32375 # DEPENDENCYPART_ARC
(15,2),-2.73977 # DEPENDENCYPART_ARC
(15,3),-2.33632 # DEPENDENCYPART_ARC
(15,4),-2.56847 # DEPENDENCYPART_ARC
(15,5),-1.49628 # DEPENDENCYPART_ARC
(15,6),-0.512595 # DEPENDENCYPART_ARC
(15,7),-1.90174 # DEPENDENCYPART_ARC
(15,8),-1.50073 # DEPENDENCYPART_ARC
(15,9),-1.46506 # DEPENDENCYPART_ARC
(15,10),-1.47146 # DEPENDENCYPART_ARC
(15,11),-1.20009 # DEPENDENCYPART_ARC
(15,12),-0.622476 # DEPENDENCYPART_ARC
(15,13),-0.949703 # DEPENDENCYPART_ARC
(15,14),0.364042 # DEPENDENCYPART_ARC
(15,16),-0.135841 # DEPENDENCYPART_ARC
(15,17),-1.24277 # DEPENDENCYPART_ARC
(15,18),-1.58439 # DEPENDENCYPART_ARC
(15,19),-1.52672 # DEPENDENCYPART_ARC
(16,1),-1.05867 # DEPENDENCYPART_ARC
(16,2),-2.69527 # DEPENDENCYPART_ARC
(16,3),-1.19593 # DEPENDENCYPART_ARC
(16,4),-2.31588 # DEPENDENCYPART_ARC
(16,5),0.238254 # DEPENDENCYPART_ARC
(16,6),1.3524 # DEPENDENCYPART_ARC
(16,7),-1.2788 # DEPENDENCYPART_ARC
(16,8),1.37664 # DEPENDENCYPART_ARC
(16,9),0.360576 # DEPENDENCYPART_ARC
(16,10),-0.71706 # DEPENDENCYPART_ARC
(16,11),0.0387023 # DEPENDENCYPART_ARC
(16,12),-0.217325 # DEPENDENCYPART_ARC
(16,13),-0.242978 # DEPENDENCYPART_ARC
(16,14),3.60321 # DEPENDENCYPART_ARC
(16,15),3.83047 # DEPENDENCYPART_ARC
(16,17),1.76296 # DEPENDENCYPART_ARC
(16,18),2.42245 # DEPENDENCYPART_ARC
(16,19),7.28804 # DEPENDENCYPART_ARC
(17,1),-3.83147 # DEPENDENCYPART_ARC
(17,2),-4.96109 # DEPENDENCYPART_ARC
(17,3),-4.69725 # DEPENDENCYPART_ARC
(17,4),-5.00864 # DEPENDENCYPART_ARC
(17,5),-4.25412 # DEPENDENCYPART_ARC
(17,6),-3.20703 # DEPENDENCYPART_ARC
(17,7),-3.04304 # DEPENDENCYPART_ARC
(17,8),-3.46472 # DEPENDENCYPART_ARC
(17,9),-2.88706 # DEPENDENCYPART_ARC
(17,10),-2.94972 # DEPENDENCYPART_ARC
(17,11),-2.58319 # DEPENDENCYPART_ARC
(17,12),-1.95165 # DEPENDENCYPART_ARC
(17,13),-1.87035 # DEPENDENCYPART_ARC
(17,14),-1.67657 # DEPENDENCYPART_ARC
(17,15),-0.970672 # DEPENDENCYPART_ARC
(17,16),-0.688785 # DEPENDENCYPART_ARC
(17,18),1.10739 # DEPENDENCYPART_ARC
(17,19),-0.699643 # DEPENDENCYPART_ARC
(18,1),-1.87927 # DEPENDENCYPART_ARC
(18,2),-3.11708 # DEPENDENCYPART_ARC
(18,3),-2.9303 # DEPENDENCYPART_ARC
(18,4),-3.33569 # DEPENDENCYPART_ARC
(18,5),-2.48762 # DEPENDENCYPART_ARC
(18,6),-1.72832 # DEPENDENCYPART_ARC
(18,7),-1.52989 # DEPENDENCYPART_ARC
(18,8),-1.74692 # DEPENDENCYPART_ARC
(18,9),-1.11424 # DEPENDENCYPART_ARC
(18,10),-1.04242 # DEPENDENCYPART_ARC
(18,11),-0.874907 # DEPENDENCYPART_ARC
(18,12),-0.507609 # DEPENDENCYPART_ARC
(18,13),-0.0858833 # DEPENDENCYPART_ARC
(18,14),0.0260758 # DEPENDENCYPART_ARC
(18,15),0.264893 # DEPENDENCYPART_ARC
(18,16),0.385478 # DEPENDENCYPART_ARC
(18,17),4.54127 # DEPENDENCYPART_ARC
(18,19),1.29391 # DEPENDENCYPART_ARC
(19,1),-1.47235 # DEPENDENCYPART_ARC
(19,2),-2.22929 # DEPENDENCYPART_ARC
(19,3),-2.07491 # DEPENDENCYPART_ARC
(19,4),-2.02971 # DEPENDENCYPART_ARC
(19,5),-0.849329 # DEPENDENCYPART_ARC
(19,6),-1.41986 # DEPENDENCYPART_ARC
(19,7),-1.4416 # DEPENDENCYPART_ARC
(19,8),-1.20579 # DEPENDENCYPART_ARC
(19,9),-1.54904 # DEPENDENCYPART_ARC
(19,10),-1.55816 # DEPENDENCYPART_ARC
(19,11),-1.39395 # DEPENDENCYPART_ARC
(19,12),-1.06033 # DEPENDENCYPART_ARC
(19,13),-1.40173 # DEPENDENCYPART_ARC
(19,14),-0.457086 # DEPENDENCYPART_ARC
(19,15),-0.955279 # DEPENDENCYPART_ARC
(19,16),0.123072 # DEPENDENCYPART_ARC
(19,17),-1.20633 # DEPENDENCYPART_ARC
(19,18),-1.11962 # DEPENDENCYPART_ARC
