# _root_ Other , more thinly traded Asian markets were hit harder than Tokyo 's , but there were no free-fall declines .
#goldHeads=7,7,5,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
#predictedHeads=7,7,4,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
(1,17),-1.17336 # DEPENDENCYPART_ARC
(1,18),-1.9986 # DEPENDENCYPART_ARC
(1,19),-1.08097 # DEPENDENCYPART_ARC
(1,20),-1.78086 # DEPENDENCYPART_ARC
(1,21),0.20506 # DEPENDENCYPART_ARC
(2,1),-0.7287 # DEPENDENCYPART_ARC
(2,3),-0.00717517 # DEPENDENCYPART_ARC
(2,4),-0.765235 # DEPENDENCYPART_ARC
(2,5),-0.8619 # DEPENDENCYPART_ARC
(2,6),-1.23274 # DEPENDENCYPART_ARC
(2,7),-1.43203 # DEPENDENCYPART_ARC
(2,8),-1.06071 # DEPENDENCYPART_ARC
(2,9),-1.49316 # DEPENDENCYPART_ARC
(2,10),-1.61823 # DEPENDENCYPART_ARC
(2,11),-1.43313 # DEPENDENCYPART_ARC
(2,12),-1.98854 # DEPENDENCYPART_ARC
(2,13),-2.04517 # DEPENDENCYPART_ARC
(2,14),-0.0546533 # DEPENDENCYPART_ARC
(2,15),-1.61849 # DEPENDENCYPART_ARC
(2,16),-2.33652 # DEPENDENCYPART_ARC
(2,17),-1.95554 # DEPENDENCYPART_ARC
(2,18),-2.6692 # DEPENDENCYPART_ARC
(2,19),-2.85998 # DEPENDENCYPART_ARC
(2,20),-3.10235 # DEPENDENCYPART_ARC
(2,21),-2.04046 # DEPENDENCYPART_ARC
(3,1),0.133529 # DEPENDENCYPART_ARC
(3,2),0.307254 # DEPENDENCYPART_ARC
(3,4),1.06072 # DEPENDENCYPART_ARC
(3,5),0.431016 # DEPENDENCYPART_ARC
(3,6),0.61514 # DEPENDENCYPART_ARC
(3,7),0.14287 # DEPENDENCYPART_ARC
(3,8),0.259045 # DEPENDENCYPART_ARC
(3,9),-0.529078 # DEPENDENCYPART_ARC
(3,10),-0.0914166 # DEPENDENCYPART_ARC
(3,11),0.053093 # DEPENDENCYPART_ARC
(3,12),-0.64746 # DEPENDENCYPART_ARC
(3,13),-0.934642 # DEPENDENCYPART_ARC
(3,14),-0.263341 # DEPENDENCYPART_ARC
(3,15),-0.359597 # DEPENDENCYPART_ARC
(3,16),-1.14368 # DEPENDENCYPART_ARC
(3,17),-0.612147 # DEPENDENCYPART_ARC
(3,18),-1.52326 # DEPENDENCYPART_ARC
(3,19),-0.985091 # DEPENDENCYPART_ARC
(3,20),-1.57355 # DEPENDENCYPART_ARC
(3,21),0.100921 # DEPENDENCYPART_ARC
(4,1),0.413675 # DEPENDENCYPART_ARC
(4,2),0.35349 # DEPENDENCYPART_ARC
(4,3),2.59293 # DEPENDENCYPART_ARC
(4,5),1.54779 # DEPENDENCYPART_ARC
(4,6),1.44304 # DEPENDENCYPART_ARC
(4,7),0.340507 # DEPENDENCYPART_ARC
(4,8),0.639603 # DEPENDENCYPART_ARC
(4,9),-0.248622 # DEPENDENCYPART_ARC
(4,10),-0.412751 # DEPENDENCYPART_ARC
(4,11),1.42158 # DEPENDENCYPART_ARC
(4,12),-1.2663 # DEPENDENCYPART_ARC
(4,13),-1.05101 # DEPENDENCYPART_ARC
(4,14),0.442666 # DEPENDENCYPART_ARC
(4,15),0.374012 # DEPENDENCYPART_ARC
(4,16),-1.25781 # DEPENDENCYPART_ARC
(4,17),-0.576537 # DEPENDENCYPART_ARC
(4,18),-1.46608 # DEPENDENCYPART_ARC
(4,19),-0.640398 # DEPENDENCYPART_ARC
(4,20),-2.04499 # DEPENDENCYPART_ARC
(4,21),0.535905 # DEPENDENCYPART_ARC
(5,1),0.56609 # DEPENDENCYPART_ARC
(5,2),1.19641 # DEPENDENCYPART_ARC
(5,3),1.88398 # DEPENDENCYPART_ARC
(5,4),2.99175 # DEPENDENCYPART_ARC
(5,6),1.65219 # DEPENDENCYPART_ARC
(5,7),2.29314 # DEPENDENCYPART_ARC
(5,8),1.10374 # DEPENDENCYPART_ARC
(5,9),0.99312 # DEPENDENCYPART_ARC
(5,10),0.891583 # DEPENDENCYPART_ARC
(5,11),0.726942 # DEPENDENCYPART_ARC
(5,12),-0.3368 # DEPENDENCYPART_ARC
(5,13),-0.542195 # DEPENDENCYPART_ARC
(5,14),1.03285 # DEPENDENCYPART_ARC
(5,15),0.452068 # DEPENDENCYPART_ARC
(5,16),-0.387741 # DEPENDENCYPART_ARC
(5,17),-0.236253 # DEPENDENCYPART_ARC
(5,18),-1.315 # DEPENDENCYPART_ARC
(5,19),-1.76411 # DEPENDENCYPART_ARC
(5,20),-0.715528 # DEPENDENCYPART_ARC
(5,21),2.09973 # DEPENDENCYPART_ARC
(6,1),0.272971 # DEPENDENCYPART_ARC
(6,2),-0.0357592 # DEPENDENCYPART_ARC
(6,3),0.840193 # DEPENDENCYPART_ARC
(6,4),0.655356 # DEPENDENCYPART_ARC
(6,5),0.674093 # DEPENDENCYPART_ARC
(6,7),1.02928 # DEPENDENCYPART_ARC
(6,8),0.375857 # DEPENDENCYPART_ARC
(6,9),0.0247731 # DEPENDENCYPART_ARC
(6,10),-0.648816 # DEPENDENCYPART_ARC
(6,11),-0.0487704 # DEPENDENCYPART_ARC
(6,12),-1.32478 # DEPENDENCYPART_ARC
(6,13),-0.64495 # DEPENDENCYPART_ARC
(6,14),-0.030348 # DEPENDENCYPART_ARC
(6,15),-0.781912 # DEPENDENCYPART_ARC
(6,16),-1.46006 # DEPENDENCYPART_ARC
(6,17),-1.2234 # DEPENDENCYPART_ARC
(6,18),-2.23063 # DEPENDENCYPART_ARC
(6,19),-1.58933 # DEPENDENCYPART_ARC
(6,20),-1.81521 # DEPENDENCYPART_ARC
(6,21),-0.193773 # DEPENDENCYPART_ARC
(7,1),2.00335 # DEPENDENCYPART_ARC
(7,2),1.64254 # DEPENDENCYPART_ARC
(7,3),1.35275 # DEPENDENCYPART_ARC
(7,4),1.64233 # DEPENDENCYPART_ARC
(7,5),2.67135 # DEPENDENCYPART_ARC
(7,6),4.1917 # DEPENDENCYPART_ARC
(7,8),0.561559 # DEPENDENCYPART_ARC
(7,9),0.067882 # DEPENDENCYPART_ARC
(7,10),-0.275918 # DEPENDENCYPART_ARC
(7,11),0.357864 # DEPENDENCYPART_ARC
(7,12),-0.766527 # DEPENDENCYPART_ARC
(7,13),-0.302652 # DEPENDENCYPART_ARC
(7,14),-0.159966 # DEPENDENCYPART_ARC
(7,15),-0.746338 # DEPENDENCYPART_ARC
(7,16),-0.903266 # DEPENDENCYPART_ARC
(7,17),-1.29462 # DEPENDENCYPART_ARC
(7,18),-1.48489 # DEPENDENCYPART_ARC
(7,19),-1.6052 # DEPENDENCYPART_ARC
(7,20),-1.87387 # DEPENDENCYPART_ARC
(7,21),-0.954646 # DEPENDENCYPART_ARC
(8,1),1.43544 # DEPENDENCYPART_ARC
(8,2),1.11785 # DEPENDENCYPART_ARC
(8,3),0.607064 # DEPENDENCYPART_ARC
(8,4),0.950647 # DEPENDENCYPART_ARC
(8,5),0.987702 # DEPENDENCYPART_ARC
(8,6),1.32625 # DEPENDENCYPART_ARC
(8,7),2.98542 # DEPENDENCYPART_ARC
(8,9),3.51383 # DEPENDENCYPART_ARC
(8,10),0.61667 # DEPENDENCYPART_ARC
(8,11),-0.57218 # DEPENDENCYPART_ARC
(8,12),-0.845164 # DEPENDENCYPART_ARC
(8,13),-0.439729 # DEPENDENCYPART_ARC
(8,14),2.09487 # DEPENDENCYPART_ARC
(8,15),2.62217 # DEPENDENCYPART_ARC
(8,16),-1.25136 # DEPENDENCYPART_ARC
(8,17),-0.537225 # DEPENDENCYPART_ARC
(8,18),-1.57028 # DEPENDENCYPART_ARC
(8,19),-1.55096 # DEPENDENCYPART_ARC
(8,20),-0.664449 # DEPENDENCYPART_ARC
(8,21),5.01978 # DEPENDENCYPART_ARC
(9,1),-0.2794 # DEPENDENCYPART_ARC
(9,2),-0.194769 # DEPENDENCYPART_ARC
(9,3),0.381966 # DEPENDENCYPART_ARC
(9,4),0.0704405 # DEPENDENCYPART_ARC
(9,5),-0.149193 # DEPENDENCYPART_ARC
(9,6),0.733801 # DEPENDENCYPART_ARC
(9,7),0.537815 # DEPENDENCYPART_ARC
(9,8),0.545681 # DEPENDENCYPART_ARC
(9,10),2.2459 # DEPENDENCYPART_ARC
(9,11),1.32488 # DEPENDENCYPART_ARC
(9,12),0.638016 # DEPENDENCYPART_ARC
(9,13),0.228126 # DEPENDENCYPART_ARC
(9,14),1.06412 # DEPENDENCYPART_ARC
(9,15),0.888139 # DEPENDENCYPART_ARC
(9,16),0.169754 # DEPENDENCYPART_ARC
(9,17),0.247509 # DEPENDENCYPART_ARC
(9,18),-0.763735 # DEPENDENCYPART_ARC
(9,19),-0.457308 # DEPENDENCYPART_ARC
(9,20),-0.185523 # DEPENDENCYPART_ARC
(9,21),0.850632 # DEPENDENCYPART_ARC
(10,1),-0.570329 # DEPENDENCYPART_ARC
(10,2),-0.854879 # DEPENDENCYPART_ARC
(10,3),-0.762812 # DEPENDENCYPART_ARC
(10,4),-0.51361 # DEPENDENCYPART_ARC
(10,5),-0.643938 # DEPENDENCYPART_ARC
(10,6),0.303248 # DEPENDENCYPART_ARC
(10,7),0.645677 # DEPENDENCYPART_ARC
(10,8),0.186985 # DEPENDENCYPART_ARC
(10,9),0.944612 # DEPENDENCYPART_ARC
(10,11),2.25738 # DEPENDENCYPART_ARC
(10,12),0.770118 # DEPENDENCYPART_ARC
(10,13),0.101272 # DEPENDENCYPART_ARC
(10,14),0.227794 # DEPENDENCYPART_ARC
(10,15),0.186949 # DEPENDENCYPART_ARC
(10,16),-0.503226 # DEPENDENCYPART_ARC
(10,17),0.0616049 # DEPENDENCYPART_ARC
(10,18),-0.837749 # DEPENDENCYPART_ARC
(10,19),-0.623781 # DEPENDENCYPART_ARC
(10,20),-0.762906 # DEPENDENCYPART_ARC
(10,21),1.06725 # DEPENDENCYPART_ARC
(11,1),-1.18721 # DEPENDENCYPART_ARC
(11,2),-1.19231 # DEPENDENCYPART_ARC
(11,3),-0.905568 # DEPENDENCYPART_ARC
(11,4),-1.3853 # DEPENDENCYPART_ARC
(11,5),-0.910882 # DEPENDENCYPART_ARC
(11,6),-0.797575 # DEPENDENCYPART_ARC
(11,7),-0.889181 # DEPENDENCYPART_ARC
(11,8),-0.601909 # DEPENDENCYPART_ARC
(11,9),-0.372534 # DEPENDENCYPART_ARC
(11,10),0.799358 # DEPENDENCYPART_ARC
(11,12),2.03032 # DEPENDENCYPART_ARC
(11,13),1.20701 # DEPENDENCYPART_ARC
(11,14),1.55729 # DEPENDENCYPART_ARC
(11,15),0.510127 # DEPENDENCYPART_ARC
(11,16),-0.131168 # DEPENDENCYPART_ARC
(11,17),1.94422 # DEPENDENCYPART_ARC
(11,18),-0.914311 # DEPENDENCYPART_ARC
(11,19),-0.393458 # DEPENDENCYPART_ARC
(11,20),-1.0228 # DEPENDENCYPART_ARC
(11,21),0.97023 # DEPENDENCYPART_ARC
(12,1),-2.65849 # DEPENDENCYPART_ARC
(12,2),-1.68908 # DEPENDENCYPART_ARC
(12,3),-2.05587 # DEPENDENCYPART_ARC
(12,4),-2.00965 # DEPENDENCYPART_ARC
(12,5),-1.724 # DEPENDENCYPART_ARC
(12,6),-0.955303 # DEPENDENCYPART_ARC
(12,7),-1.20163 # DEPENDENCYPART_ARC
(12,8),-1.21032 # DEPENDENCYPART_ARC
(12,9),-0.412345 # DEPENDENCYPART_ARC
(12,10),0.429827 # DEPENDENCYPART_ARC
(12,11),0.862093 # DEPENDENCYPART_ARC
(12,13),4.52252 # DEPENDENCYPART_ARC
(12,14),0.899652 # DEPENDENCYPART_ARC
(12,15),0.23313 # DEPENDENCYPART_ARC
(12,16),-0.0228402 # DEPENDENCYPART_ARC
(12,17),0.597103 # DEPENDENCYPART_ARC
(12,18),0.0117012 # DEPENDENCYPART_ARC
(12,19),0.225857 # DEPENDENCYPART_ARC
(12,20),-0.623981 # DEPENDENCYPART_ARC
(12,21),-0.33255 # DEPENDENCYPART_ARC
(13,1),-1.39329 # DEPENDENCYPART_ARC
(13,2),-1.23438 # DEPENDENCYPART_ARC
(13,3),-1.06904 # DEPENDENCYPART_ARC
(13,4),-1.41821 # DEPENDENCYPART_ARC
(13,5),-0.496795 # DEPENDENCYPART_ARC
(13,6),-0.651286 # DEPENDENCYPART_ARC
(13,7),-0.618619 # DEPENDENCYPART_ARC
(13,8),-0.63501 # DEPENDENCYPART_ARC
(13,9),0.168474 # DEPENDENCYPART_ARC
(13,10),0.28251 # DEPENDENCYPART_ARC
(13,11),0.341832 # DEPENDENCYPART_ARC
(13,12),1.56493 # DEPENDENCYPART_ARC
(13,14),0.106967 # DEPENDENCYPART_ARC
(13,15),-0.0283855 # DEPENDENCYPART_ARC
(13,16),-1.21049 # DEPENDENCYPART_ARC
(13,17),-0.990823 # DEPENDENCYPART_ARC
(13,18),-1.77644 # DEPENDENCYPART_ARC
(13,19),-1.78063 # DEPENDENCYPART_ARC
(13,20),-2.31225 # DEPENDENCYPART_ARC
(13,21),-1.36445 # DEPENDENCYPART_ARC
(14,1),-2.04177 # DEPENDENCYPART_ARC
(14,2),-0.321341 # DEPENDENCYPART_ARC
(14,3),-1.93003 # DEPENDENCYPART_ARC
(14,4),-2.14679 # DEPENDENCYPART_ARC
(14,5),-1.11966 # DEPENDENCYPART_ARC
(14,6),-1.47834 # DEPENDENCYPART_ARC
(14,7),-1.55334 # DEPENDENCYPART_ARC
(14,8),-0.987115 # DEPENDENCYPART_ARC
(14,9),-0.857485 # DEPENDENCYPART_ARC
(14,10),-0.993017 # DEPENDENCYPART_ARC
(14,11),-0.53809 # DEPENDENCYPART_ARC
(14,12),-1.02183 # DEPENDENCYPART_ARC
(14,13),0.0471404 # DEPENDENCYPART_ARC
(14,15),0.0482781 # DEPENDENCYPART_ARC
(14,16),-0.914039 # DEPENDENCYPART_ARC
(14,17),-0.688632 # DEPENDENCYPART_ARC
(14,18),-1.60023 # DEPENDENCYPART_ARC
(14,19),-1.57539 # DEPENDENCYPART_ARC
(14,20),-1.97382 # DEPENDENCYPART_ARC
(14,21),-1.18267 # DEPENDENCYPART_ARC
(15,1),-2.34226 # DEPENDENCYPART_ARC
(15,2),-2.40906 # DEPENDENCYPART_ARC
(15,3),-2.22679 # DEPENDENCYPART_ARC
(15,4),-2.33981 # DEPENDENCYPART_ARC
(15,5),-1.85447 # DEPENDENCYPART_ARC
(15,6),-1.68911 # DEPENDENCYPART_ARC
(15,7),-1.4681 # DEPENDENCYPART_ARC
(15,8),-0.676239 # DEPENDENCYPART_ARC
(15,9),-1.37944 # DEPENDENCYPART_ARC
(15,10),-1.28351 # DEPENDENCYPART_ARC
(15,11),-0.835803 # DEPENDENCYPART_ARC
(15,12),-0.339124 # DEPENDENCYPART_ARC
(15,13),-0.739443 # DEPENDENCYPART_ARC
(15,14),-0.442827 # DEPENDENCYPART_ARC
(15,16),0.446712 # DEPENDENCYPART_ARC
(15,17),3.88083 # DEPENDENCYPART_ARC
(15,18),-0.619501 # DEPENDENCYPART_ARC
(15,19),0.0589183 # DEPENDENCYPART_ARC
(15,20),-0.620194 # DEPENDENCYPART_ARC
(15,21),-0.281607 # DEPENDENCYPART_ARC
(16,1),-2.79214 # DEPENDENCYPART_ARC
(16,2),-2.59291 # DEPENDENCYPART_ARC
(16,3),-2.73204 # DEPENDENCYPART_ARC
(16,4),-2.87172 # DEPENDENCYPART_ARC
(16,5),-2.41527 # DEPENDENCYPART_ARC
(16,6),-2.14429 # DEPENDENCYPART_ARC
(16,7),-2.19736 # DEPENDENCYPART_ARC
(16,8),-2.15518 # DEPENDENCYPART_ARC
(16,9),-1.99879 # DEPENDENCYPART_ARC
(16,10),-1.87006 # DEPENDENCYPART_ARC
(16,11),-1.54084 # DEPENDENCYPART_ARC
(16,12),-1.34517 # DEPENDENCYPART_ARC
(16,13),-1.21719 # DEPENDENCYPART_ARC
(16,14),-0.765627 # DEPENDENCYPART_ARC
(16,15),-0.436259 # DEPENDENCYPART_ARC
(16,17),0.348877 # DEPENDENCYPART_ARC
(16,18),-1.03947 # DEPENDENCYPART_ARC
(16,19),-1.07253 # DEPENDENCYPART_ARC
(16,20),-1.24534 # DEPENDENCYPART_ARC
(16,21),-1.22687 # DEPENDENCYPART_ARC
(17,1),0.621831 # DEPENDENCYPART_ARC
(17,2),-0.395814 # DEPENDENCYPART_ARC
(17,3),-0.411431 # DEPENDENCYPART_ARC
(17,4),0.262337 # DEPENDENCYPART_ARC
(17,5),0.698487 # DEPENDENCYPART_ARC
(17,6),0.555298 # DEPENDENCYPART_ARC
(17,7),0.805592 # DEPENDENCYPART_ARC
(17,8),0.301832 # DEPENDENCYPART_ARC
(17,9),1.10928 # DEPENDENCYPART_ARC
(17,10),0.542948 # DEPENDENCYPART_ARC
(17,11),1.15925 # DEPENDENCYPART_ARC
(17,12),0.288494 # DEPENDENCYPART_ARC
(17,13),0.498618 # DEPENDENCYPART_ARC
(17,14),0.875966 # DEPENDENCYPART_ARC
(17,15),1.47959 # DEPENDENCYPART_ARC
(17,16),3.32761 # DEPENDENCYPART_ARC
(17,18),1.71067 # DEPENDENCYPART_ARC
(17,19),1.51313 # DEPENDENCYPART_ARC
(17,20),2.49348 # DEPENDENCYPART_ARC
(17,21),3.73127 # DEPENDENCYPART_ARC
(18,1),-3.16507 # DEPENDENCYPART_ARC
(18,2),-2.89204 # DEPENDENCYPART_ARC
(18,3),-2.52157 # DEPENDENCYPART_ARC
(18,4),-2.80184 # DEPENDENCYPART_ARC
(18,5),-2.66419 # DEPENDENCYPART_ARC
(18,6),-2.64873 # DEPENDENCYPART_ARC
(18,7),-2.70053 # DEPENDENCYPART_ARC
(18,8),-2.32451 # DEPENDENCYPART_ARC
(18,9),-2.30392 # DEPENDENCYPART_ARC
(18,10),-1.86829 # DEPENDENCYPART_ARC
(18,11),-1.36066 # DEPENDENCYPART_ARC
(18,12),-1.94174 # DEPENDENCYPART_ARC
(18,13),-1.70906 # DEPENDENCYPART_ARC
(18,14),-1.32566 # DEPENDENCYPART_ARC
(18,15),-1.68721 # DEPENDENCYPART_ARC
(18,16),-0.394814 # DEPENDENCYPART_ARC
(18,17),-0.471498 # DEPENDENCYPART_ARC
(18,19),1.21023 # DEPENDENCYPART_ARC
(18,20),0.709121 # DEPENDENCYPART_ARC
(18,21),0.363186 # DEPENDENCYPART_ARC
(19,1),-1.87208 # DEPENDENCYPART_ARC
(19,2),-1.77964 # DEPENDENCYPART_ARC
(19,3),-1.72584 # DEPENDENCYPART_ARC
(19,4),-2.47126 # DEPENDENCYPART_ARC
(19,5),-2.23296 # DEPENDENCYPART_ARC
(19,6),-1.43265 # DEPENDENCYPART_ARC
(19,7),-2.05863 # DEPENDENCYPART_ARC
(19,8),-2.20472 # DEPENDENCYPART_ARC
(19,9),-1.72845 # DEPENDENCYPART_ARC
(19,10),-1.17992 # DEPENDENCYPART_ARC
(19,11),-0.549031 # DEPENDENCYPART_ARC
(19,12),-1.08143 # DEPENDENCYPART_ARC
(19,13),-1.0839 # DEPENDENCYPART_ARC
(19,14),-0.625084 # DEPENDENCYPART_ARC
(19,15),-1.14954 # DEPENDENCYPART_ARC
(19,16),0.253334 # DEPENDENCYPART_ARC
(19,17),-0.551724 # DEPENDENCYPART_ARC
(19,18),1.39226 # DEPENDENCYPART_ARC
(19,20),0.52477 # DEPENDENCYPART_ARC
(19,21),-0.423998 # DEPENDENCYPART_ARC
(20,1),-0.886144 # DEPENDENCYPART_ARC
(20,2),-0.43635 # DEPENDENCYPART_ARC
(20,3),-0.652298 # DEPENDENCYPART_ARC
(20,4),-2.37281 # DEPENDENCYPART_ARC
(20,5),-0.581189 # DEPENDENCYPART_ARC
(20,6),-1.27069 # DEPENDENCYPART_ARC
(20,7),-1.66198 # DEPENDENCYPART_ARC
(20,8),-0.907712 # DEPENDENCYPART_ARC
(20,9),-0.4001 # DEPENDENCYPART_ARC
(20,10),-0.574593 # DEPENDENCYPART_ARC
(20,11),0.124618 # DEPENDENCYPART_ARC
(20,12),1.04215 # DEPENDENCYPART_ARC
(20,13),-0.155625 # DEPENDENCYPART_ARC
(20,14),-0.316058 # DEPENDENCYPART_ARC
(20,15),-0.19768 # DEPENDENCYPART_ARC
(20,16),1.15711 # DEPENDENCYPART_ARC
(20,17),0.636863 # DEPENDENCYPART_ARC
(20,18),4.11311 # DEPENDENCYPART_ARC
(20,19),4.39724 # DEPENDENCYPART_ARC
(20,21),0.446756 # DEPENDENCYPART_ARC
(21,1),-3.15775 # DEPENDENCYPART_ARC
(21,2),-1.51224 # DEPENDENCYPART_ARC
(21,3),-2.88172 # DEPENDENCYPART_ARC
(21,4),-2.15441 # DEPENDENCYPART_ARC
(21,5),-2.21796 # DEPENDENCYPART_ARC
(21,6),-2.57195 # DEPENDENCYPART_ARC
(21,7),-2.58734 # DEPENDENCYPART_ARC
(21,8),-1.72296 # DEPENDENCYPART_ARC
(21,9),-1.76143 # DEPENDENCYPART_ARC
(21,10),-2.08735 # DEPENDENCYPART_ARC
(21,11),-1.7494 # DEPENDENCYPART_ARC
(21,12),-1.95547 # DEPENDENCYPART_ARC
(21,13),-1.69508 # DEPENDENCYPART_ARC
(21,14),-0.573809 # DEPENDENCYPART_ARC
(21,15),-1.0229 # DEPENDENCYPART_ARC
(21,16),-1.13609 # DEPENDENCYPART_ARC
(21,17),-1.2002 # DEPENDENCYPART_ARC
(21,18),-0.59228 # DEPENDENCYPART_ARC
(21,19),-1.65682 # DEPENDENCYPART_ARC
(21,20),-1.67854 # DEPENDENCYPART_ARC
