# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,3,11,18,21,19,21,22,25,22,3,
(3,1),2.44863 # DEPENDENCYPART_ARC
(3,2),3.06197 # DEPENDENCYPART_ARC
(3,4),1.41641 # DEPENDENCYPART_ARC
(3,5),2.27149 # DEPENDENCYPART_ARC
(3,6),2.44151 # DEPENDENCYPART_ARC
(3,7),1.13714 # DEPENDENCYPART_ARC
(3,8),0.601668 # DEPENDENCYPART_ARC
(3,9),1.84665 # DEPENDENCYPART_ARC
(3,10),-0.316229 # DEPENDENCYPART_ARC
(3,11),-0.370474 # DEPENDENCYPART_ARC
(3,12),-0.642245 # DEPENDENCYPART_ARC
(3,13),-1.02731 # DEPENDENCYPART_ARC
(3,14),-0.0453974 # DEPENDENCYPART_ARC
(3,15),-0.726208 # DEPENDENCYPART_ARC
(3,16),-1.12873 # DEPENDENCYPART_ARC
(3,17),2.36281 # DEPENDENCYPART_ARC
(3,18),0.199754 # DEPENDENCYPART_ARC
(3,19),0.167949 # DEPENDENCYPART_ARC
(3,20),-1.26615 # DEPENDENCYPART_ARC
(3,21),-3.09123 # DEPENDENCYPART_ARC
(3,22),-2.96213 # DEPENDENCYPART_ARC
(3,23),-3.83686 # DEPENDENCYPART_ARC
(3,24),0.799913 # DEPENDENCYPART_ARC
(3,25),-2.54399 # DEPENDENCYPART_ARC
(3,26),5.76288 # DEPENDENCYPART_ARC
(4,1),-1.50769 # DEPENDENCYPART_ARC
(4,2),-1.36684 # DEPENDENCYPART_ARC
(4,3),-0.772211 # DEPENDENCYPART_ARC
(4,5),0.724175 # DEPENDENCYPART_ARC
(4,6),0.073225 # DEPENDENCYPART_ARC
(4,7),-0.497921 # DEPENDENCYPART_ARC
(4,8),-0.802057 # DEPENDENCYPART_ARC
(4,9),-0.973663 # DEPENDENCYPART_ARC
(4,10),-1.54782 # DEPENDENCYPART_ARC
(4,11),-1.08684 # DEPENDENCYPART_ARC
(4,12),-1.08569 # DEPENDENCYPART_ARC
(4,13),-0.802613 # DEPENDENCYPART_ARC
(4,14),-1.51756 # DEPENDENCYPART_ARC
(4,15),-2.30795 # DEPENDENCYPART_ARC
(4,16),-1.72352 # DEPENDENCYPART_ARC
(4,17),-1.15332 # DEPENDENCYPART_ARC
(4,18),-2.86422 # DEPENDENCYPART_ARC
(4,19),-2.90454 # DEPENDENCYPART_ARC
(4,20),-2.81338 # DEPENDENCYPART_ARC
(4,21),-2.22083 # DEPENDENCYPART_ARC
(4,22),-3.33797 # DEPENDENCYPART_ARC
(4,23),-2.42582 # DEPENDENCYPART_ARC
(4,24),-2.44803 # DEPENDENCYPART_ARC
(4,25),-2.79761 # DEPENDENCYPART_ARC
(4,26),-0.932522 # DEPENDENCYPART_ARC
(5,1),-1.55349 # DEPENDENCYPART_ARC
(5,2),-1.38183 # DEPENDENCYPART_ARC
(5,3),-1.03986 # DEPENDENCYPART_ARC
(5,4),2.7723 # DEPENDENCYPART_ARC
(5,6),1.79289 # DEPENDENCYPART_ARC
(5,7),0.634603 # DEPENDENCYPART_ARC
(5,8),0.436324 # DEPENDENCYPART_ARC
(5,9),0.413001 # DEPENDENCYPART_ARC
(5,10),-0.209786 # DEPENDENCYPART_ARC
(5,11),-0.158399 # DEPENDENCYPART_ARC
(5,12),-2.0394 # DEPENDENCYPART_ARC
(5,13),-0.652329 # DEPENDENCYPART_ARC
(5,14),-0.916645 # DEPENDENCYPART_ARC
(5,15),-0.316184 # DEPENDENCYPART_ARC
(5,16),-0.431062 # DEPENDENCYPART_ARC
(5,17),-0.223685 # DEPENDENCYPART_ARC
(5,18),-1.14108 # DEPENDENCYPART_ARC
(5,19),-2.93828 # DEPENDENCYPART_ARC
(5,20),-0.95495 # DEPENDENCYPART_ARC
(5,21),-1.46999 # DEPENDENCYPART_ARC
(5,22),-7.88333 # DEPENDENCYPART_ARC
(5,23),-2.0801 # DEPENDENCYPART_ARC
(5,24),-1.36388 # DEPENDENCYPART_ARC
(5,25),-2.43567 # DEPENDENCYPART_ARC
(5,26),0.492896 # DEPENDENCYPART_ARC
(6,1),0.30715 # DEPENDENCYPART_ARC
(6,2),0.371686 # DEPENDENCYPART_ARC
(6,3),0.151125 # DEPENDENCYPART_ARC
(6,4),4.33515 # DEPENDENCYPART_ARC
(6,5),4.38366 # DEPENDENCYPART_ARC
(6,7),2.2908 # DEPENDENCYPART_ARC
(6,8),0.349501 # DEPENDENCYPART_ARC
(6,9),1.36541 # DEPENDENCYPART_ARC
(6,10),-0.303569 # DEPENDENCYPART_ARC
(6,11),0.232692 # DEPENDENCYPART_ARC
(6,12),-0.964229 # DEPENDENCYPART_ARC
(6,13),-0.395281 # DEPENDENCYPART_ARC
(6,14),-0.218722 # DEPENDENCYPART_ARC
(6,15),-0.485804 # DEPENDENCYPART_ARC
(6,16),0.328794 # DEPENDENCYPART_ARC
(6,17),0.437918 # DEPENDENCYPART_ARC
(6,18),-0.234983 # DEPENDENCYPART_ARC
(6,19),-1.63449 # DEPENDENCYPART_ARC
(6,20),-1.15337 # DEPENDENCYPART_ARC
(6,21),-1.11148 # DEPENDENCYPART_ARC
(6,22),-5.90217 # DEPENDENCYPART_ARC
(6,23),-1.66963 # DEPENDENCYPART_ARC
(6,24),-0.728063 # DEPENDENCYPART_ARC
(6,25),-1.82123 # DEPENDENCYPART_ARC
(6,26),1.09829 # DEPENDENCYPART_ARC
(7,1),-1.07789 # DEPENDENCYPART_ARC
(7,2),-1.24421 # DEPENDENCYPART_ARC
(7,3),-0.718085 # DEPENDENCYPART_ARC
(7,4),0.0513291 # DEPENDENCYPART_ARC
(7,5),-0.284528 # DEPENDENCYPART_ARC
(7,6),-0.0423548 # DEPENDENCYPART_ARC
(7,8),3.91091 # DEPENDENCYPART_ARC
(7,9),-0.178847 # DEPENDENCYPART_ARC
(7,10),-0.931577 # DEPENDENCYPART_ARC
(7,11),0.162749 # DEPENDENCYPART_ARC
(7,12),-0.687418 # DEPENDENCYPART_ARC
(7,13),-1.58162 # DEPENDENCYPART_ARC
(7,14),-1.55098 # DEPENDENCYPART_ARC
(7,15),-2.21052 # DEPENDENCYPART_ARC
(7,16),-4.09971 # DEPENDENCYPART_ARC
(7,17),0.676339 # DEPENDENCYPART_ARC
(7,18),-1.18885 # DEPENDENCYPART_ARC
(7,19),-2.07361 # DEPENDENCYPART_ARC
(7,20),-3.17634 # DEPENDENCYPART_ARC
(7,21),-7.91344 # DEPENDENCYPART_ARC
(7,22),-2.88506 # DEPENDENCYPART_ARC
(7,23),-9.69831 # DEPENDENCYPART_ARC
(7,24),-2.37159 # DEPENDENCYPART_ARC
(7,25),-10.1451 # DEPENDENCYPART_ARC
(7,26),-0.504983 # DEPENDENCYPART_ARC
(8,1),-1.0713 # DEPENDENCYPART_ARC
(8,2),-1.71307 # DEPENDENCYPART_ARC
(8,3),-1.61324 # DEPENDENCYPART_ARC
(8,4),-0.270219 # DEPENDENCYPART_ARC
(8,5),0.333549 # DEPENDENCYPART_ARC
(8,6),-0.812471 # DEPENDENCYPART_ARC
(8,7),0.564299 # DEPENDENCYPART_ARC
(8,9),1.40202 # DEPENDENCYPART_ARC
(8,10),0.195789 # DEPENDENCYPART_ARC
(8,11),0.468668 # DEPENDENCYPART_ARC
(8,12),-0.0995267 # DEPENDENCYPART_ARC
(8,13),-0.479729 # DEPENDENCYPART_ARC
(8,14),-0.677992 # DEPENDENCYPART_ARC
(8,15),-0.563561 # DEPENDENCYPART_ARC
(8,16),-0.388962 # DEPENDENCYPART_ARC
(8,17),0.672722 # DEPENDENCYPART_ARC
(8,18),-1.49551 # DEPENDENCYPART_ARC
(8,19),-1.29303 # DEPENDENCYPART_ARC
(8,20),-1.42436 # DEPENDENCYPART_ARC
(8,21),-2.75431 # DEPENDENCYPART_ARC
(8,22),-3.82814 # DEPENDENCYPART_ARC
(8,23),-3.40436 # DEPENDENCYPART_ARC
(8,24),-1.16867 # DEPENDENCYPART_ARC
(8,25),-2.30622 # DEPENDENCYPART_ARC
(8,26),0.337633 # DEPENDENCYPART_ARC
(9,1),-1.24271 # DEPENDENCYPART_ARC
(9,2),-1.33286 # DEPENDENCYPART_ARC
(9,3),-0.90364 # DEPENDENCYPART_ARC
(9,4),-0.56387 # DEPENDENCYPART_ARC
(9,5),-0.477154 # DEPENDENCYPART_ARC
(9,6),-0.57213 # DEPENDENCYPART_ARC
(9,7),0.201056 # DEPENDENCYPART_ARC
(9,8),0.296751 # DEPENDENCYPART_ARC
(9,10),0.529872 # DEPENDENCYPART_ARC
(9,11),3.43512 # DEPENDENCYPART_ARC
(9,12),0.46777 # DEPENDENCYPART_ARC
(9,13),-0.112593 # DEPENDENCYPART_ARC
(9,14),1.11122 # DEPENDENCYPART_ARC
(9,15),-1.68724 # DEPENDENCYPART_ARC
(9,16),-1.03521 # DEPENDENCYPART_ARC
(9,17),0.316986 # DEPENDENCYPART_ARC
(9,18),-0.126271 # DEPENDENCYPART_ARC
(9,19),-0.669882 # DEPENDENCYPART_ARC
(9,20),-2.65479 # DEPENDENCYPART_ARC
(9,21),-3.98282 # DEPENDENCYPART_ARC
(9,22),-1.98511 # DEPENDENCYPART_ARC
(9,23),-5.81351 # DEPENDENCYPART_ARC
(9,24),0.80514 # DEPENDENCYPART_ARC
(9,25),-6.64252 # DEPENDENCYPART_ARC
(9,26),-0.236576 # DEPENDENCYPART_ARC
(10,1),-2.25247 # DEPENDENCYPART_ARC
(10,2),-2.25658 # DEPENDENCYPART_ARC
(10,3),-2.19076 # DEPENDENCYPART_ARC
(10,4),-1.25815 # DEPENDENCYPART_ARC
(10,5),-2.0591 # DEPENDENCYPART_ARC
(10,6),-1.87042 # DEPENDENCYPART_ARC
(10,7),-0.525883 # DEPENDENCYPART_ARC
(10,8),-1.20909 # DEPENDENCYPART_ARC
(10,9),0.422168 # DEPENDENCYPART_ARC
(10,11),0.836202 # DEPENDENCYPART_ARC
(10,12),0.297049 # DEPENDENCYPART_ARC
(10,13),0.0394578 # DEPENDENCYPART_ARC
(10,14),-1.01647 # DEPENDENCYPART_ARC
(10,15),-1.90088 # DEPENDENCYPART_ARC
(10,16),-0.909092 # DEPENDENCYPART_ARC
(10,17),-0.410324 # DEPENDENCYPART_ARC
(10,18),-1.85715 # DEPENDENCYPART_ARC
(10,19),-1.52002 # DEPENDENCYPART_ARC
(10,20),-2.29748 # DEPENDENCYPART_ARC
(10,21),-1.62768 # DEPENDENCYPART_ARC
(10,22),-2.2235 # DEPENDENCYPART_ARC
(10,23),-1.94894 # DEPENDENCYPART_ARC
(10,24),-2.09405 # DEPENDENCYPART_ARC
(10,25),-2.54585 # DEPENDENCYPART_ARC
(10,26),-0.831868 # DEPENDENCYPART_ARC
(11,1),-4.24243 # DEPENDENCYPART_ARC
(11,2),-4.19505 # DEPENDENCYPART_ARC
(11,3),-1.92702 # DEPENDENCYPART_ARC
(11,4),-0.622786 # DEPENDENCYPART_ARC
(11,5),-1.79571 # DEPENDENCYPART_ARC
(11,6),-2.54507 # DEPENDENCYPART_ARC
(11,7),-0.307231 # DEPENDENCYPART_ARC
(11,8),-0.262523 # DEPENDENCYPART_ARC
(11,9),0.518434 # DEPENDENCYPART_ARC
(11,10),4.70717 # DEPENDENCYPART_ARC
(11,12),3.52004 # DEPENDENCYPART_ARC
(11,13),1.85451 # DEPENDENCYPART_ARC
(11,14),1.00812 # DEPENDENCYPART_ARC
(11,15),0.65889 # DEPENDENCYPART_ARC
(11,16),0.776866 # DEPENDENCYPART_ARC
(11,17),1.12811 # DEPENDENCYPART_ARC
(11,18),1.44187 # DEPENDENCYPART_ARC
(11,19),0.158105 # DEPENDENCYPART_ARC
(11,20),0.172124 # DEPENDENCYPART_ARC
(11,21),-0.382829 # DEPENDENCYPART_ARC
(11,22),-2.04975 # DEPENDENCYPART_ARC
(11,23),-1.10706 # DEPENDENCYPART_ARC
(11,24),0.378826 # DEPENDENCYPART_ARC
(11,25),-0.870168 # DEPENDENCYPART_ARC
(11,26),1.14061 # DEPENDENCYPART_ARC
(12,1),-1.98013 # DEPENDENCYPART_ARC
(12,2),-1.73603 # DEPENDENCYPART_ARC
(12,3),-1.64653 # DEPENDENCYPART_ARC
(12,4),-1.69966 # DEPENDENCYPART_ARC
(12,5),-1.30385 # DEPENDENCYPART_ARC
(12,6),-1.42288 # DEPENDENCYPART_ARC
(12,7),-0.901313 # DEPENDENCYPART_ARC
(12,8),-0.8916 # DEPENDENCYPART_ARC
(12,9),-0.512523 # DEPENDENCYPART_ARC
(12,10),-0.487728 # DEPENDENCYPART_ARC
(12,11),0.179686 # DEPENDENCYPART_ARC
(12,13),1.5616 # DEPENDENCYPART_ARC
(12,14),3.43908 # DEPENDENCYPART_ARC
(12,15),-0.830861 # DEPENDENCYPART_ARC
(12,16),0.192699 # DEPENDENCYPART_ARC
(12,17),0.201247 # DEPENDENCYPART_ARC
(12,18),-0.143273 # DEPENDENCYPART_ARC
(12,19),-0.339983 # DEPENDENCYPART_ARC
(12,20),-2.08615 # DEPENDENCYPART_ARC
(12,21),-3.64131 # DEPENDENCYPART_ARC
(12,22),-0.58764 # DEPENDENCYPART_ARC
(12,23),-5.31605 # DEPENDENCYPART_ARC
(12,24),-0.410427 # DEPENDENCYPART_ARC
(12,25),-6.63249 # DEPENDENCYPART_ARC
(12,26),-0.799138 # DEPENDENCYPART_ARC
(13,1),-1.98888 # DEPENDENCYPART_ARC
(13,2),-1.90266 # DEPENDENCYPART_ARC
(13,3),-1.78015 # DEPENDENCYPART_ARC
(13,4),-1.14398 # DEPENDENCYPART_ARC
(13,5),-1.78386 # DEPENDENCYPART_ARC
(13,6),-1.63263 # DEPENDENCYPART_ARC
(13,7),-1.56405 # DEPENDENCYPART_ARC
(13,8),-0.547089 # DEPENDENCYPART_ARC
(13,9),-0.805175 # DEPENDENCYPART_ARC
(13,10),0.555081 # DEPENDENCYPART_ARC
(13,11),-0.141477 # DEPENDENCYPART_ARC
(13,12),1.22493 # DEPENDENCYPART_ARC
(13,14),0.419255 # DEPENDENCYPART_ARC
(13,15),-0.450786 # DEPENDENCYPART_ARC
(13,16),0.113536 # DEPENDENCYPART_ARC
(13,17),-0.0680804 # DEPENDENCYPART_ARC
(13,18),-1.20014 # DEPENDENCYPART_ARC
(13,19),-0.862065 # DEPENDENCYPART_ARC
(13,20),-1.27351 # DEPENDENCYPART_ARC
(13,21),-1.00695 # DEPENDENCYPART_ARC
(13,22),-1.79332 # DEPENDENCYPART_ARC
(13,23),-1.25912 # DEPENDENCYPART_ARC
(13,24),-1.01261 # DEPENDENCYPART_ARC
(13,25),-1.61395 # DEPENDENCYPART_ARC
(13,26),-0.800875 # DEPENDENCYPART_ARC
(14,1),-2.87965 # DEPENDENCYPART_ARC
(14,2),-3.51412 # DEPENDENCYPART_ARC
(14,3),-1.42608 # DEPENDENCYPART_ARC
(14,4),-2.50266 # DEPENDENCYPART_ARC
(14,5),-0.998039 # DEPENDENCYPART_ARC
(14,6),-2.6851 # DEPENDENCYPART_ARC
(14,7),-0.45654 # DEPENDENCYPART_ARC
(14,8),-0.899252 # DEPENDENCYPART_ARC
(14,9),0.16441 # DEPENDENCYPART_ARC
(14,10),1.38564 # DEPENDENCYPART_ARC
(14,11),1.03922 # DEPENDENCYPART_ARC
(14,12),1.45197 # DEPENDENCYPART_ARC
(14,13),3.70888 # DEPENDENCYPART_ARC
(14,15),1.82051 # DEPENDENCYPART_ARC
(14,16),3.24671 # DEPENDENCYPART_ARC
(14,17),1.6419 # DEPENDENCYPART_ARC
(14,18),1.20415 # DEPENDENCYPART_ARC
(14,19),0.849207 # DEPENDENCYPART_ARC
(14,20),0.448859 # DEPENDENCYPART_ARC
(14,21),1.21655 # DEPENDENCYPART_ARC
(14,22),-0.530441 # DEPENDENCYPART_ARC
(14,23),0.508049 # DEPENDENCYPART_ARC
(14,24),0.537701 # DEPENDENCYPART_ARC
(14,25),-0.382754 # DEPENDENCYPART_ARC
(14,26),1.35428 # DEPENDENCYPART_ARC
(15,1),-2.54988 # DEPENDENCYPART_ARC
(15,2),-2.48491 # DEPENDENCYPART_ARC
(15,3),-2.39274 # DEPENDENCYPART_ARC
(15,4),-1.68463 # DEPENDENCYPART_ARC
(15,5),-2.3952 # DEPENDENCYPART_ARC
(15,6),-2.33184 # DEPENDENCYPART_ARC
(15,7),-1.12581 # DEPENDENCYPART_ARC
(15,8),-1.82619 # DEPENDENCYPART_ARC
(15,9),-0.672925 # DEPENDENCYPART_ARC
(15,10),-0.680919 # DEPENDENCYPART_ARC
(15,11),-1.40984 # DEPENDENCYPART_ARC
(15,12),-0.0284072 # DEPENDENCYPART_ARC
(15,13),-0.424271 # DEPENDENCYPART_ARC
(15,14),-0.262965 # DEPENDENCYPART_ARC
(15,16),0.050332 # DEPENDENCYPART_ARC
(15,17),-0.851134 # DEPENDENCYPART_ARC
(15,18),-1.23197 # DEPENDENCYPART_ARC
(15,19),-1.10878 # DEPENDENCYPART_ARC
(15,20),-2.29874 # DEPENDENCYPART_ARC
(15,21),-1.60245 # DEPENDENCYPART_ARC
(15,22),-1.56801 # DEPENDENCYPART_ARC
(15,23),-1.85043 # DEPENDENCYPART_ARC
(15,24),-1.91056 # DEPENDENCYPART_ARC
(15,25),-2.21777 # DEPENDENCYPART_ARC
(15,26),-1.2184 # DEPENDENCYPART_ARC
(16,1),-6.40264 # DEPENDENCYPART_ARC
(16,2),-6.59124 # DEPENDENCYPART_ARC
(16,3),-2.16739 # DEPENDENCYPART_ARC
(16,4),-2.86061 # DEPENDENCYPART_ARC
(16,5),-3.73475 # DEPENDENCYPART_ARC
(16,6),-5.16311 # DEPENDENCYPART_ARC
(16,7),-0.359199 # DEPENDENCYPART_ARC
(16,8),-2.84862 # DEPENDENCYPART_ARC
(16,9),-0.516131 # DEPENDENCYPART_ARC
(16,10),1.25615 # DEPENDENCYPART_ARC
(16,11),-1.25003 # DEPENDENCYPART_ARC
(16,12),0.59502 # DEPENDENCYPART_ARC
(16,13),0.737071 # DEPENDENCYPART_ARC
(16,14),0.453502 # DEPENDENCYPART_ARC
(16,15),4.90769 # DEPENDENCYPART_ARC
(16,17),0.599244 # DEPENDENCYPART_ARC
(16,18),0.21458 # DEPENDENCYPART_ARC
(16,19),-0.615072 # DEPENDENCYPART_ARC
(16,20),-0.668658 # DEPENDENCYPART_ARC
(16,21),-0.549165 # DEPENDENCYPART_ARC
(16,22),-1.54089 # DEPENDENCYPART_ARC
(16,23),-0.980287 # DEPENDENCYPART_ARC
(16,24),-0.64341 # DEPENDENCYPART_ARC
(16,25),-1.15682 # DEPENDENCYPART_ARC
(16,26),-0.497668 # DEPENDENCYPART_ARC
(17,1),-3.30433 # DEPENDENCYPART_ARC
(17,2),-3.21957 # DEPENDENCYPART_ARC
(17,3),-2.75581 # DEPENDENCYPART_ARC
(17,4),-2.3943 # DEPENDENCYPART_ARC
(17,5),-2.19218 # DEPENDENCYPART_ARC
(17,6),-2.16533 # DEPENDENCYPART_ARC
(17,7),-2.30538 # DEPENDENCYPART_ARC
(17,8),-2.48758 # DEPENDENCYPART_ARC
(17,9),-2.03515 # DEPENDENCYPART_ARC
(17,10),-1.58958 # DEPENDENCYPART_ARC
(17,11),-1.79725 # DEPENDENCYPART_ARC
(17,12),-1.87611 # DEPENDENCYPART_ARC
(17,13),-1.65612 # DEPENDENCYPART_ARC
(17,14),-1.37894 # DEPENDENCYPART_ARC
(17,15),-0.88154 # DEPENDENCYPART_ARC
(17,16),-1.35665 # DEPENDENCYPART_ARC
(17,18),-0.629198 # DEPENDENCYPART_ARC
(17,19),-1.1103 # DEPENDENCYPART_ARC
(17,20),-1.42117 # DEPENDENCYPART_ARC
(17,21),-1.75455 # DEPENDENCYPART_ARC
(17,22),-1.36875 # DEPENDENCYPART_ARC
(17,23),-2.13191 # DEPENDENCYPART_ARC
(17,24),-1.66743 # DEPENDENCYPART_ARC
(17,25),-2.34046 # DEPENDENCYPART_ARC
(17,26),-1.6385 # DEPENDENCYPART_ARC
(18,1),-2.43509 # DEPENDENCYPART_ARC
(18,2),-2.49694 # DEPENDENCYPART_ARC
(18,3),-1.77013 # DEPENDENCYPART_ARC
(18,4),-1.75343 # DEPENDENCYPART_ARC
(18,5),-1.96878 # DEPENDENCYPART_ARC
(18,6),-2.21923 # DEPENDENCYPART_ARC
(18,7),-1.43487 # DEPENDENCYPART_ARC
(18,8),-1.42979 # DEPENDENCYPART_ARC
(18,9),-1.01881 # DEPENDENCYPART_ARC
(18,10),-0.664506 # DEPENDENCYPART_ARC
(18,11),-1.03639 # DEPENDENCYPART_ARC
(18,12),-0.601201 # DEPENDENCYPART_ARC
(18,13),-0.409251 # DEPENDENCYPART_ARC
(18,14),-0.372409 # DEPENDENCYPART_ARC
(18,15),0.527442 # DEPENDENCYPART_ARC
(18,16),-0.245505 # DEPENDENCYPART_ARC
(18,17),0.628959 # DEPENDENCYPART_ARC
(18,19),3.4393 # DEPENDENCYPART_ARC
(18,20),0.426995 # DEPENDENCYPART_ARC
(18,21),1.94825 # DEPENDENCYPART_ARC
(18,22),1.36615 # DEPENDENCYPART_ARC
(18,23),-1.28998 # DEPENDENCYPART_ARC
(18,24),1.64828 # DEPENDENCYPART_ARC
(18,25),-1.34094 # DEPENDENCYPART_ARC
(18,26),0.629342 # DEPENDENCYPART_ARC
(19,1),-3.02538 # DEPENDENCYPART_ARC
(19,2),-3.10361 # DEPENDENCYPART_ARC
(19,3),-2.58769 # DEPENDENCYPART_ARC
(19,4),-2.66649 # DEPENDENCYPART_ARC
(19,5),-2.65525 # DEPENDENCYPART_ARC
(19,6),-2.91729 # DEPENDENCYPART_ARC
(19,7),-2.03661 # DEPENDENCYPART_ARC
(19,8),-2.35257 # DEPENDENCYPART_ARC
(19,9),-1.50414 # DEPENDENCYPART_ARC
(19,10),-1.68279 # DEPENDENCYPART_ARC
(19,11),-1.68001 # DEPENDENCYPART_ARC
(19,12),-1.35541 # DEPENDENCYPART_ARC
(19,13),-1.19724 # DEPENDENCYPART_ARC
(19,14),-1.42597 # DEPENDENCYPART_ARC
(19,15),-0.726447 # DEPENDENCYPART_ARC
(19,16),-0.712499 # DEPENDENCYPART_ARC
(19,17),-0.705704 # DEPENDENCYPART_ARC
(19,18),0.34216 # DEPENDENCYPART_ARC
(19,20),0.852727 # DEPENDENCYPART_ARC
(19,21),3.16002 # DEPENDENCYPART_ARC
(19,22),0.902161 # DEPENDENCYPART_ARC
(19,23),0.625546 # DEPENDENCYPART_ARC
(19,24),1.91891 # DEPENDENCYPART_ARC
(19,25),0.328486 # DEPENDENCYPART_ARC
(19,26),0.58505 # DEPENDENCYPART_ARC
(20,1),-3.62728 # DEPENDENCYPART_ARC
(20,2),-3.57826 # DEPENDENCYPART_ARC
(20,3),-3.49311 # DEPENDENCYPART_ARC
(20,4),-2.85668 # DEPENDENCYPART_ARC
(20,5),-3.72489 # DEPENDENCYPART_ARC
(20,6),-3.68541 # DEPENDENCYPART_ARC
(20,7),-2.34487 # DEPENDENCYPART_ARC
(20,8),-3.10417 # DEPENDENCYPART_ARC
