# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,2,11,7,10,11,6,17,16,16,16,17,4,17,18,18,22,17,17,17,30,27,25,27,30,17,30,30,2,
(1,15),-1.52308 # DEPENDENCYPART_ARC
(1,16),-1.33028 # DEPENDENCYPART_ARC
(1,17),-1.28083 # DEPENDENCYPART_ARC
(1,18),-1.73568 # DEPENDENCYPART_ARC
(1,19),-2.42086 # DEPENDENCYPART_ARC
(1,20),-1.74836 # DEPENDENCYPART_ARC
(1,21),-1.93532 # DEPENDENCYPART_ARC
(1,22),-1.58769 # DEPENDENCYPART_ARC
(1,23),-1.9218 # DEPENDENCYPART_ARC
(1,24),-2.85656 # DEPENDENCYPART_ARC
(1,25),-2.57091 # DEPENDENCYPART_ARC
(1,26),-3.19339 # DEPENDENCYPART_ARC
(1,27),-2.56251 # DEPENDENCYPART_ARC
(1,28),-3.17115 # DEPENDENCYPART_ARC
(1,29),-2.76136 # DEPENDENCYPART_ARC
(1,30),-2.86789 # DEPENDENCYPART_ARC
(1,31),-2.91043 # DEPENDENCYPART_ARC
(1,32),-3.03033 # DEPENDENCYPART_ARC
(1,33),-2.37252 # DEPENDENCYPART_ARC
(2,1),3.35156 # DEPENDENCYPART_ARC
(2,3),3.6746 # DEPENDENCYPART_ARC
(2,4),2.69722 # DEPENDENCYPART_ARC
(2,5),1.48763 # DEPENDENCYPART_ARC
(2,6),2.47142 # DEPENDENCYPART_ARC
(2,7),0.646554 # DEPENDENCYPART_ARC
(2,8),0.789463 # DEPENDENCYPART_ARC
(2,9),0.162765 # DEPENDENCYPART_ARC
(2,10),0.67407 # DEPENDENCYPART_ARC
(2,11),1.40111 # DEPENDENCYPART_ARC
(2,12),1.59405 # DEPENDENCYPART_ARC
(2,13),-0.7132 # DEPENDENCYPART_ARC
(2,14),-1.01961 # DEPENDENCYPART_ARC
(2,15),-0.964377 # DEPENDENCYPART_ARC
(2,16),-0.469204 # DEPENDENCYPART_ARC
(2,17),0.93503 # DEPENDENCYPART_ARC
(2,18),0.367276 # DEPENDENCYPART_ARC
(2,19),-0.917855 # DEPENDENCYPART_ARC
(2,20),-0.615208 # DEPENDENCYPART_ARC
(2,21),-0.563878 # DEPENDENCYPART_ARC
(2,22),-0.0524735 # DEPENDENCYPART_ARC
(2,23),1.07088 # DEPENDENCYPART_ARC
(2,24),1.49192 # DEPENDENCYPART_ARC
(2,25),-3.31111 # DEPENDENCYPART_ARC
(2,26),-2.02324 # DEPENDENCYPART_ARC
(2,27),-0.863624 # DEPENDENCYPART_ARC
(2,28),-0.0778207 # DEPENDENCYPART_ARC
(2,29),-1.05922 # DEPENDENCYPART_ARC
(2,30),-1.44688 # DEPENDENCYPART_ARC
(2,31),0.465955 # DEPENDENCYPART_ARC
(2,32),-1.42648 # DEPENDENCYPART_ARC
(2,33),7.54806 # DEPENDENCYPART_ARC
(3,1),0.327275 # DEPENDENCYPART_ARC
(3,2),0.613338 # DEPENDENCYPART_ARC
(3,4),0.607697 # DEPENDENCYPART_ARC
(3,5),-0.329469 # DEPENDENCYPART_ARC
(3,6),-0.123395 # DEPENDENCYPART_ARC
(3,7),-0.446127 # DEPENDENCYPART_ARC
(3,8),-0.905345 # DEPENDENCYPART_ARC
(3,9),-1.34583 # DEPENDENCYPART_ARC
(3,10),-1.27486 # DEPENDENCYPART_ARC
(3,11),-1.24487 # DEPENDENCYPART_ARC
(3,12),-0.516025 # DEPENDENCYPART_ARC
(3,13),-1.78001 # DEPENDENCYPART_ARC
(3,14),-1.6246 # DEPENDENCYPART_ARC
(3,15),-1.72658 # DEPENDENCYPART_ARC
(3,16),-1.71805 # DEPENDENCYPART_ARC
(3,17),-2.0963 # DEPENDENCYPART_ARC
(3,18),-1.99291 # DEPENDENCYPART_ARC
(3,19),-2.3679 # DEPENDENCYPART_ARC
(3,20),-2.15656 # DEPENDENCYPART_ARC
(3,21),-2.72737 # DEPENDENCYPART_ARC
(3,22),-2.37986 # DEPENDENCYPART_ARC
(3,23),-1.73145 # DEPENDENCYPART_ARC
(3,24),-3.1274 # DEPENDENCYPART_ARC
(3,25),-2.61205 # DEPENDENCYPART_ARC
(3,26),-3.21699 # DEPENDENCYPART_ARC
(3,27),-3.10655 # DEPENDENCYPART_ARC
(3,28),-2.85662 # DEPENDENCYPART_ARC
(3,29),-3.32964 # DEPENDENCYPART_ARC
(3,30),-3.48522 # DEPENDENCYPART_ARC
(3,31),-3.47798 # DEPENDENCYPART_ARC
(3,32),-3.51517 # DEPENDENCYPART_ARC
(3,33),-1.6597 # DEPENDENCYPART_ARC
(4,1),-0.275103 # DEPENDENCYPART_ARC
(4,2),-0.287945 # DEPENDENCYPART_ARC
(4,3),0.761274 # DEPENDENCYPART_ARC
(4,5),0.644004 # DEPENDENCYPART_ARC
(4,6),0.104214 # DEPENDENCYPART_ARC
(4,7),-1.79984 # DEPENDENCYPART_ARC
(4,8),-0.632888 # DEPENDENCYPART_ARC
(4,9),-1.37911 # DEPENDENCYPART_ARC
(4,10),-1.35435 # DEPENDENCYPART_ARC
(4,11),0.311432 # DEPENDENCYPART_ARC
(4,12),1.18958 # DEPENDENCYPART_ARC
(4,13),-3.25636 # DEPENDENCYPART_ARC
(4,14),-4.15688 # DEPENDENCYPART_ARC
(4,15),-5.31887 # DEPENDENCYPART_ARC
(4,16),-2.19371 # DEPENDENCYPART_ARC
(4,17),3.34941 # DEPENDENCYPART_ARC
(4,18),-2.49203 # DEPENDENCYPART_ARC
(4,19),-3.60341 # DEPENDENCYPART_ARC
(4,20),-5.55483 # DEPENDENCYPART_ARC
(4,21),-3.38521 # DEPENDENCYPART_ARC
(4,22),-4.93298 # DEPENDENCYPART_ARC
(4,23),0.947134 # DEPENDENCYPART_ARC
(4,24),-0.534225 # DEPENDENCYPART_ARC
(4,25),-10.3221 # DEPENDENCYPART_ARC
(4,26),-3.0554 # DEPENDENCYPART_ARC
(4,27),0.576395 # DEPENDENCYPART_ARC
(4,28),-2.32192 # DEPENDENCYPART_ARC
(4,29),-3.0955 # DEPENDENCYPART_ARC
(4,30),0.916149 # DEPENDENCYPART_ARC
(4,31),-3.63688 # DEPENDENCYPART_ARC
(4,32),-3.49882 # DEPENDENCYPART_ARC
(4,33),2.93379 # DEPENDENCYPART_ARC
(5,1),-0.802174 # DEPENDENCYPART_ARC
(5,2),-0.376049 # DEPENDENCYPART_ARC
(5,3),0.557757 # DEPENDENCYPART_ARC
(5,4),1.72732 # DEPENDENCYPART_ARC
(5,6),1.21472 # DEPENDENCYPART_ARC
(5,7),0.485597 # DEPENDENCYPART_ARC
(5,8),0.171398 # DEPENDENCYPART_ARC
(5,9),1.56573 # DEPENDENCYPART_ARC
(5,10),0.370972 # DEPENDENCYPART_ARC
(5,11),-0.15799 # DEPENDENCYPART_ARC
(5,12),0.328237 # DEPENDENCYPART_ARC
(5,13),-0.680751 # DEPENDENCYPART_ARC
(5,14),-1.13214 # DEPENDENCYPART_ARC
(5,15),-1.11488 # DEPENDENCYPART_ARC
(5,16),-1.00564 # DEPENDENCYPART_ARC
(5,17),-0.418823 # DEPENDENCYPART_ARC
(5,18),-0.562961 # DEPENDENCYPART_ARC
(5,19),-1.59811 # DEPENDENCYPART_ARC
(5,20),-1.69237 # DEPENDENCYPART_ARC
(5,21),-1.30562 # DEPENDENCYPART_ARC
(5,22),-1.68984 # DEPENDENCYPART_ARC
(5,23),-0.218058 # DEPENDENCYPART_ARC
(5,24),-2.60961 # DEPENDENCYPART_ARC
(5,25),-3.34283 # DEPENDENCYPART_ARC
(5,26),-1.85322 # DEPENDENCYPART_ARC
(5,27),-1.23082 # DEPENDENCYPART_ARC
(5,28),-1.26434 # DEPENDENCYPART_ARC
(5,29),-1.96571 # DEPENDENCYPART_ARC
(5,30),-1.06206 # DEPENDENCYPART_ARC
(5,31),-2.16041 # DEPENDENCYPART_ARC
(5,32),-2.23307 # DEPENDENCYPART_ARC
(5,33),1.89171 # DEPENDENCYPART_ARC
(6,1),-0.377912 # DEPENDENCYPART_ARC
(6,2),0.00441319 # DEPENDENCYPART_ARC
(6,3),0.458713 # DEPENDENCYPART_ARC
(6,4),1.03384 # DEPENDENCYPART_ARC
(6,5),2.90995 # DEPENDENCYPART_ARC
(6,7),0.551543 # DEPENDENCYPART_ARC
(6,8),0.90911 # DEPENDENCYPART_ARC
(6,9),-0.592266 # DEPENDENCYPART_ARC
(6,10),0.389979 # DEPENDENCYPART_ARC
(6,11),2.79077 # DEPENDENCYPART_ARC
(6,12),1.24625 # DEPENDENCYPART_ARC
(6,13),-2.04741 # DEPENDENCYPART_ARC
(6,14),-2.76091 # DEPENDENCYPART_ARC
(6,15),-3.49225 # DEPENDENCYPART_ARC
(6,16),-1.08205 # DEPENDENCYPART_ARC
(6,17),0.756552 # DEPENDENCYPART_ARC
(6,18),-1.34516 # DEPENDENCYPART_ARC
(6,19),-3.23388 # DEPENDENCYPART_ARC
(6,20),-4.40308 # DEPENDENCYPART_ARC
(6,21),-2.12339 # DEPENDENCYPART_ARC
(6,22),-5.24217 # DEPENDENCYPART_ARC
(6,23),1.10059 # DEPENDENCYPART_ARC
(6,24),-1.48964 # DEPENDENCYPART_ARC
(6,25),-8.97274 # DEPENDENCYPART_ARC
(6,26),-2.38347 # DEPENDENCYPART_ARC
(6,27),-1.89167 # DEPENDENCYPART_ARC
(6,28),-1.91874 # DEPENDENCYPART_ARC
(6,29),-2.61829 # DEPENDENCYPART_ARC
(6,30),-2.41695 # DEPENDENCYPART_ARC
(6,31),-2.84103 # DEPENDENCYPART_ARC
(6,32),-3.16361 # DEPENDENCYPART_ARC
(6,33),0.862286 # DEPENDENCYPART_ARC
(7,1),-2.87187 # DEPENDENCYPART_ARC
(7,2),-2.77124 # DEPENDENCYPART_ARC
(7,3),-1.97139 # DEPENDENCYPART_ARC
(7,4),-1.95974 # DEPENDENCYPART_ARC
(7,5),-0.620405 # DEPENDENCYPART_ARC
(7,6),-0.491741 # DEPENDENCYPART_ARC
(7,8),3.92193 # DEPENDENCYPART_ARC
(7,9),0.63894 # DEPENDENCYPART_ARC
(7,10),-0.251859 # DEPENDENCYPART_ARC
(7,11),-0.13142 # DEPENDENCYPART_ARC
(7,12),0.211051 # DEPENDENCYPART_ARC
(7,13),-0.682244 # DEPENDENCYPART_ARC
(7,14),-1.35882 # DEPENDENCYPART_ARC
(7,15),-1.29791 # DEPENDENCYPART_ARC
(7,16),-1.51438 # DEPENDENCYPART_ARC
(7,17),-1.00577 # DEPENDENCYPART_ARC
(7,18),-1.43559 # DEPENDENCYPART_ARC
(7,19),-1.97623 # DEPENDENCYPART_ARC
(7,20),-3.48422 # DEPENDENCYPART_ARC
(7,21),-1.62244 # DEPENDENCYPART_ARC
(7,22),-3.57289 # DEPENDENCYPART_ARC
(7,23),-0.377579 # DEPENDENCYPART_ARC
(7,24),-2.27264 # DEPENDENCYPART_ARC
(7,25),-2.11929 # DEPENDENCYPART_ARC
(7,26),-3.19007 # DEPENDENCYPART_ARC
(7,27),-1.31468 # DEPENDENCYPART_ARC
(7,28),-2.79258 # DEPENDENCYPART_ARC
(7,29),-2.84349 # DEPENDENCYPART_ARC
(7,30),-2.76135 # DEPENDENCYPART_ARC
(7,31),-3.19819 # DEPENDENCYPART_ARC
(7,32),-3.03405 # DEPENDENCYPART_ARC
(7,33),-0.949734 # DEPENDENCYPART_ARC
(8,1),-0.843752 # DEPENDENCYPART_ARC
(8,2),-0.938888 # DEPENDENCYPART_ARC
(8,3),-0.716364 # DEPENDENCYPART_ARC
(8,4),-0.696028 # DEPENDENCYPART_ARC
(8,5),-0.329016 # DEPENDENCYPART_ARC
(8,6),0.0148337 # DEPENDENCYPART_ARC
(8,7),1.30485 # DEPENDENCYPART_ARC
(8,9),0.328775 # DEPENDENCYPART_ARC
(8,10),-0.273259 # DEPENDENCYPART_ARC
(8,11),-0.730016 # DEPENDENCYPART_ARC
(8,12),-0.338697 # DEPENDENCYPART_ARC
(8,13),-1.12323 # DEPENDENCYPART_ARC
(8,14),-1.6127 # DEPENDENCYPART_ARC
(8,15),-1.73513 # DEPENDENCYPART_ARC
(8,16),-1.68022 # DEPENDENCYPART_ARC
(8,17),-1.45247 # DEPENDENCYPART_ARC
(8,18),-1.63986 # DEPENDENCYPART_ARC
(8,19),-2.09786 # DEPENDENCYPART_ARC
(8,20),-2.04845 # DEPENDENCYPART_ARC
(8,21),-1.65741 # DEPENDENCYPART_ARC
(8,22),-2.02111 # DEPENDENCYPART_ARC
(8,23),-2.14933 # DEPENDENCYPART_ARC
(8,24),-3.2706 # DEPENDENCYPART_ARC
(8,25),-3.46454 # DEPENDENCYPART_ARC
(8,26),-3.0373 # DEPENDENCYPART_ARC
(8,27),-1.76353 # DEPENDENCYPART_ARC
(8,28),-2.74686 # DEPENDENCYPART_ARC
(8,29),-2.67724 # DEPENDENCYPART_ARC
(8,30),-1.99189 # DEPENDENCYPART_ARC
(8,31),-3.44408 # DEPENDENCYPART_ARC
(8,32),-3.14697 # DEPENDENCYPART_ARC
(8,33),-3.15952 # DEPENDENCYPART_ARC
(9,1),-1.16103 # DEPENDENCYPART_ARC
(9,2),-0.715344 # DEPENDENCYPART_ARC
(9,3),0.192459 # DEPENDENCYPART_ARC
(9,4),0.0537207 # DEPENDENCYPART_ARC
(9,5),0.441231 # DEPENDENCYPART_ARC
(9,6),0.910129 # DEPENDENCYPART_ARC
(9,7),1.39835 # DEPENDENCYPART_ARC
(9,8),1.31607 # DEPENDENCYPART_ARC
(9,10),2.04932 # DEPENDENCYPART_ARC
(9,11),0.397472 # DEPENDENCYPART_ARC
(9,12),0.533055 # DEPENDENCYPART_ARC
(9,13),-0.855377 # DEPENDENCYPART_ARC
(9,14),-0.486336 # DEPENDENCYPART_ARC
(9,15),-0.336563 # DEPENDENCYPART_ARC
(9,16),-0.696178 # DEPENDENCYPART_ARC
(9,17),0.0136232 # DEPENDENCYPART_ARC
(9,18),-0.873743 # DEPENDENCYPART_ARC
(9,19),-1.14445 # DEPENDENCYPART_ARC
(9,20),-1.33633 # DEPENDENCYPART_ARC
(9,21),-1.63875 # DEPENDENCYPART_ARC
(9,22),-1.67007 # DEPENDENCYPART_ARC
(9,23),-0.631044 # DEPENDENCYPART_ARC
(9,24),-2.00191 # DEPENDENCYPART_ARC
(9,25),-1.75259 # DEPENDENCYPART_ARC
(9,26),-2.48564 # DEPENDENCYPART_ARC
(9,27),-1.16732 # DEPENDENCYPART_ARC
(9,28),-2.04681 # DEPENDENCYPART_ARC
(9,29),-1.94447 # DEPENDENCYPART_ARC
(9,30),-1.79027 # DEPENDENCYPART_ARC
(9,31),-2.10164 # DEPENDENCYPART_ARC
(9,32),-2.23804 # DEPENDENCYPART_ARC
(9,33),-1.13967 # DEPENDENCYPART_ARC
(10,1),-1.88548 # DEPENDENCYPART_ARC
(10,2),-2.1298 # DEPENDENCYPART_ARC
(10,3),-1.69399 # DEPENDENCYPART_ARC
(10,4),-0.992264 # DEPENDENCYPART_ARC
(10,5),0.307615 # DEPENDENCYPART_ARC
(10,6),-0.591731 # DEPENDENCYPART_ARC
(10,7),1.07944 # DEPENDENCYPART_ARC
(10,8),0.357657 # DEPENDENCYPART_ARC
(10,9),3.71734 # DEPENDENCYPART_ARC
(10,11),0.421195 # DEPENDENCYPART_ARC
(10,12),-0.0139494 # DEPENDENCYPART_ARC
(10,13),-1.1903 # DEPENDENCYPART_ARC
(10,14),-1.25114 # DEPENDENCYPART_ARC
(10,15),-1.10678 # DEPENDENCYPART_ARC
(10,16),-0.727938 # DEPENDENCYPART_ARC
(10,17),-0.93422 # DEPENDENCYPART_ARC
(10,18),-0.830035 # DEPENDENCYPART_ARC
(10,19),-1.52766 # DEPENDENCYPART_ARC
(10,20),-2.04511 # DEPENDENCYPART_ARC
(10,21),-1.92443 # DEPENDENCYPART_ARC
(10,22),-1.42332 # DEPENDENCYPART_ARC
(10,23),-1.17093 # DEPENDENCYPART_ARC
(10,24),-3.5504 # DEPENDENCYPART_ARC
(10,25),-3.07197 # DEPENDENCYPART_ARC
(10,26),-3.59163 # DEPENDENCYPART_ARC
(10,27),-2.31329 # DEPENDENCYPART_ARC
(10,28),-2.5014 # DEPENDENCYPART_ARC
(10,29),-2.4722 # DEPENDENCYPART_ARC
(10,30),-4.19919 # DEPENDENCYPART_ARC
(10,31),-3.76969 # DEPENDENCYPART_ARC
(10,32),-3.26964 # DEPENDENCYPART_ARC
(10,33),0.49536 # DEPENDENCYPART_ARC
(11,1),-0.154196 # DEPENDENCYPART_ARC
(11,2),-0.630504 # DEPENDENCYPART_ARC
(11,3),-0.107846 # DEPENDENCYPART_ARC
(11,4),-0.0422562 # DEPENDENCYPART_ARC
(11,5),0.293023 # DEPENDENCYPART_ARC
(11,6),0.474877 # DEPENDENCYPART_ARC
(11,7),4.58985 # DEPENDENCYPART_ARC
(11,8),1.26456 # DEPENDENCYPART_ARC
(11,9),2.91603 # DEPENDENCYPART_ARC
(11,10),3.84077 # DEPENDENCYPART_ARC
(11,12),2.65426 # DEPENDENCYPART_ARC
(11,13),0.686784 # DEPENDENCYPART_ARC
(11,14),1.84969 # DEPENDENCYPART_ARC
(11,15),1.53024 # DEPENDENCYPART_ARC
(11,16),1.33572 # DEPENDENCYPART_ARC
(11,17),1.1747 # DEPENDENCYPART_ARC
(11,18),0.563804 # DEPENDENCYPART_ARC
(11,19),0.568711 # DEPENDENCYPART_ARC
(11,20),0.0786091 # DEPENDENCYPART_ARC
(11,21),-0.136032 # DEPENDENCYPART_ARC
(11,22),1.59714 # DEPENDENCYPART_ARC
(11,23),1.7539 # DEPENDENCYPART_ARC
(11,24),-0.397402 # DEPENDENCYPART_ARC
(11,25),-0.864167 # DEPENDENCYPART_ARC
(11,26),-1.4144 # DEPENDENCYPART_ARC
(11,27),0.976848 # DEPENDENCYPART_ARC
(11,28),-0.231778 # DEPENDENCYPART_ARC
(11,29),-0.78065 # DEPENDENCYPART_ARC
(11,30),-1.431 # DEPENDENCYPART_ARC
(11,31),-1.66099 # DEPENDENCYPART_ARC
(11,32),-1.39599 # DEPENDENCYPART_ARC
(11,33),1.96582 # DEPENDENCYPART_ARC
(12,1),-2.50968 # DEPENDENCYPART_ARC
(12,2),-2.15004 # DEPENDENCYPART_ARC
(12,3),-2.15544 # DEPENDENCYPART_ARC
(12,4),-1.88531 # DEPENDENCYPART_ARC
(12,5),-2.40689 # DEPENDENCYPART_ARC
(12,6),-1.58673 # DEPENDENCYPART_ARC
(12,7),-2.07055 # DEPENDENCYPART_ARC
(12,8),-1.59268 # DEPENDENCYPART_ARC
(12,9),-1.18521 # DEPENDENCYPART_ARC
(12,10),-1.40569 # DEPENDENCYPART_ARC
(12,11),-1.11366 # DEPENDENCYPART_ARC
(12,13),-0.0406365 # DEPENDENCYPART_ARC
(12,14),-0.395434 # DEPENDENCYPART_ARC
(12,15),-0.65748 # DEPENDENCYPART_ARC
(12,16),-1.37918 # DEPENDENCYPART_ARC
(12,17),-0.899948 # DEPENDENCYPART_ARC
(12,18),-1.4808 # DEPENDENCYPART_ARC
(12,19),-2.00279 # DEPENDENCYPART_ARC
(12,20),-2.08559 # DEPENDENCYPART_ARC
(12,21),-1.80416 # DEPENDENCYPART_ARC
(12,22),-2.34147 # DEPENDENCYPART_ARC
(12,23),-0.277859 # DEPENDENCYPART_ARC
(12,24),-1.58504 # DEPENDENCYPART_ARC
(12,25),-2.52924 # DEPENDENCYPART_ARC
(12,26),-2.92903 # DEPENDENCYPART_ARC
(12,27),-1.92762 # DEPENDENCYPART_ARC
(12,28),-2.44791 # DEPENDENCYPART_ARC
(12,29),-2.57177 # DEPENDENCYPART_ARC
(12,30),-2.27529 # DEPENDENCYPART_ARC
(12,31),-2.80933 # DEPENDENCYPART_ARC
(12,32),-2.88921 # DEPENDENCYPART_ARC
(12,33),-2.17985 # DEPENDENCYPART_ARC
(13,1),-2.98257 # DEPENDENCYPART_ARC
(13,2),-2.96737 # DEPENDENCYPART_ARC
(13,3),-2.87314 # DEPENDENCYPART_ARC
(13,4),-2.54852 # DEPENDENCYPART_ARC
(13,5),-2.75689 # DEPENDENCYPART_ARC
(13,6),-2.36038 # DEPENDENCYPART_ARC
(13,7),-2.44076 # DEPENDENCYPART_ARC
(13,8),-2.20808 # DEPENDENCYPART_ARC
(13,9),-1.7113 # DEPENDENCYPART_ARC
(13,10),-1.87538 # DEPENDENCYPART_ARC
(13,11),-1.90626 # DEPENDENCYPART_ARC
(13,12),-0.73194 # DEPENDENCYPART_ARC
(13,14),-0.359788 # DEPENDENCYPART_ARC
(13,15),-0.755654 # DEPENDENCYPART_ARC
(13,16),-0.71251 # DEPENDENCYPART_ARC
(13,17),-0.161894 # DEPENDENCYPART_ARC
(13,18),-1.39781 # DEPENDENCYPART_ARC
(13,19),-1.34519 # DEPENDENCYPART_ARC
(13,20),-1.61261 # DEPENDENCYPART_ARC
(13,21),-2.30129 # DEPENDENCYPART_ARC
(13,22),-1.86572 # DEPENDENCYPART_ARC
(13,23),-1.53127 # DEPENDENCYPART_ARC
(13,24),-2.62033 # DEPENDENCYPART_ARC
(13,25),-2.4838 # DEPENDENCYPART_ARC
(13,26),-3.3278 # DEPENDENCYPART_ARC
(13,27),-2.45582 # DEPENDENCYPART_ARC
(13,28),-2.4826 # DEPENDENCYPART_ARC
(13,29),-2.5353 # DEPENDENCYPART_ARC
(13,30),-3.36771 # DEPENDENCYPART_ARC
(13,31),-2.81845 # DEPENDENCYPART_ARC
(13,32),-2.93761 # DEPENDENCYPART_ARC
(13,33),-1.96869 # DEPENDENCYPART_ARC
(14,1),-4.69776 # DEPENDENCYPART_ARC
(14,2),-5.07046 # DEPENDENCYPART_ARC
(14,3),-4.60991 # DEPENDENCYPART_ARC
(14,4),-4.67768 # DEPENDENCYPART_ARC
(14,5),-3.25806 # DEPENDENCYPART_ARC
(14,6),-4.14118 # DEPENDENCYPART_ARC
(14,7),-1.94434 # DEPENDENCYPART_ARC
(14,8),-3.90556 # DEPENDENCYPART_ARC
(14,9),-2.1655 # DEPENDENCYPART_ARC
(14,10),-2.24084 # DEPENDENCYPART_ARC
(14,11),-3.28585 # DEPENDENCYPART_ARC
(14,12),-2.13714 # DEPENDENCYPART_ARC
(14,13),0.511914 # DEPENDENCYPART_ARC
(14,15),-0.11339 # DEPENDENCYPART_ARC
(14,16),-0.680169 # DEPENDENCYPART_ARC
(14,17),-0.477769 # DEPENDENCYPART_ARC
(14,18),-1.57496 # DEPENDENCYPART_ARC
(14,19),-1.54959 # DEPENDENCYPART_ARC
(14,20),-2.64913 # DEPENDENCYPART_ARC
(14,21),-1.89081 # DEPENDENCYPART_ARC
(14,22),-2.52953 # DEPENDENCYPART_ARC
(14,23),-1.12956 # DEPENDENCYPART_ARC
(14,24),-3.04938 # DEPENDENCYPART_ARC
(14,25),-2.79496 # DEPENDENCYPART_ARC
(14,26),-3.52752 # DEPENDENCYPART_ARC
(14,27),-1.74705 # DEPENDENCYPART_ARC
(14,28),-3.2158 # DEPENDENCYPART_ARC
(14,29),-3.07225 # DEPENDENCYPART_ARC
(14,30),-3.11447 # DEPENDENCYPART_ARC
(14,31),-3.42334 # DEPENDENCYPART_ARC
(14,32),-3.18408 # DEPENDENCYPART_ARC
(14,33),-1.12635 # DEPENDENCYPART_ARC
(15,1),-2.92859 # DEPENDENCYPART_ARC
(15,2),-3.30456 # DEPENDENCYPART_ARC
(15,3),-2.86833 # DEPENDENCYPART_ARC
(15,4),-3.46863 # DEPENDENCYPART_ARC
(15,5),-1.41599 # DEPENDENCYPART_ARC
(15,6),-2.29562 # DEPENDENCYPART_ARC
(15,7),-0.137531 # DEPENDENCYPART_ARC
(15,8),-2.039 # DEPENDENCYPART_ARC
(15,9),-0.769932 # DEPENDENCYPART_ARC
(15,10),-0.337659 # DEPENDENCYPART_ARC
(15,11),-2.06519 # DEPENDENCYPART_ARC
(15,12),-0.830649 # DEPENDENCYPART_ARC
(15,13),2.14095 # DEPENDENCYPART_ARC
(15,14),2.21594 # DEPENDENCYPART_ARC
(15,16),0.478642 # DEPENDENCYPART_ARC
(15,17),0.310648 # DEPENDENCYPART_ARC
(15,18),-0.462848 # DEPENDENCYPART_ARC
(15,19),-0.814335 # DEPENDENCYPART_ARC
(15,20),-1.96918 # DEPENDENCYPART_ARC
(15,21),-1.46129 # DEPENDENCYPART_ARC
(15,22),-1.65085 # DEPENDENCYPART_ARC
(15,23),-1.01802 # DEPENDENCYPART_ARC
(15,24),-2.56323 # DEPENDENCYPART_ARC
(15,25),-2.01386 # DEPENDENCYPART_ARC
(15,26),-2.80625 # DEPENDENCYPART_ARC
