# _root_ While Mayor Norman found the market 's performance Monday reassuring , he says , he remains uneasy .
#goldHeads=16,3,4,1,6,8,6,4,10,4,13,13,0,13,16,13,16,16,
#predictedHeads=16,3,4,1,6,8,6,4,4,4,13,13,0,16,16,13,16,16,
(4,6),(4,10),-0.00309982 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0617461 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0591241 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.00345475 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0617461 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.0314043 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0124859 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0149424 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0957584 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0186325 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.00771797 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.12753 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0570011 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0326979 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.12753 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0615709 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.00912443 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0901628 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0130639 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0283436 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0822772 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0787272 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0238532 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0822772 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.051937 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.0367138 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.00932924 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0185379 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.00727283 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0128016 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.054433 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.00727283 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0237735 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.040494 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0245903 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0164637 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0499049 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0170091 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0164637 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.016088 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0241212 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0132783 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0722177 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.00881042 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0859982 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0301602 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0169013 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.051657 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.00289348 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.031202 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0268448 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0141329 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0590796 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0486483 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0948582 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0357155 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0064303 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0301602 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0169013 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.051657 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.0421055 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0279287 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.00603676 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0269171 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0272401 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.01562 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0875582 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.077288 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0108869 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0404639 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0361495 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0840839 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0130039 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0840839 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00730502 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0113268 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0703889 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.000772377 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0101335 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.240505 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.174652 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0129709 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0328733 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0505071 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0424893 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0679165 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0424893 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0400214 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0286145 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0117646 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0140325 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.236606 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.177456 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0119495 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0403308 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0508847 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0439706 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.066622 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0439706 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0387269 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0274865 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0066453 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0435974 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0153577 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0222483 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0964286 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.021344 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0598895 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0733963 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0598895 # DEPENDENCYPART_SIBL
