# _root_ Boeing has declined to say how many employees are working at its giant Renton , Wash. , plant .
#goldHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
#predictedHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
(5,16),-1.96023 # DEPENDENCYPART_ARC
(5,17),-1.90033 # DEPENDENCYPART_ARC
(5,18),-1.9409 # DEPENDENCYPART_ARC
(5,19),-1.5307 # DEPENDENCYPART_ARC
(6,2),-1.84365 # DEPENDENCYPART_ARC
(6,7),0.73776 # DEPENDENCYPART_ARC
(6,8),-0.788071 # DEPENDENCYPART_ARC
(6,9),-0.944375 # DEPENDENCYPART_ARC
(6,10),-1.28797 # DEPENDENCYPART_ARC
(6,11),-1.25376 # DEPENDENCYPART_ARC
(6,13),-1.43082 # DEPENDENCYPART_ARC
(6,14),-1.94364 # DEPENDENCYPART_ARC
(6,16),-2.00541 # DEPENDENCYPART_ARC
(6,18),-1.73334 # DEPENDENCYPART_ARC
(6,19),-1.39202 # DEPENDENCYPART_ARC
(7,2),-2.09828 # DEPENDENCYPART_ARC
(7,6),-0.268279 # DEPENDENCYPART_ARC
(7,8),-0.132079 # DEPENDENCYPART_ARC
(7,9),-0.977854 # DEPENDENCYPART_ARC
(7,10),-1.24944 # DEPENDENCYPART_ARC
(7,11),-1.29398 # DEPENDENCYPART_ARC
(8,1),-1.36578 # DEPENDENCYPART_ARC
(8,2),-1.57677 # DEPENDENCYPART_ARC
(8,3),-1.27276 # DEPENDENCYPART_ARC
(8,6),-0.34593 # DEPENDENCYPART_ARC
(8,7),1.11072 # DEPENDENCYPART_ARC
(8,9),-0.703842 # DEPENDENCYPART_ARC
(8,10),-1.26235 # DEPENDENCYPART_ARC
(8,11),-1.36121 # DEPENDENCYPART_ARC
(9,1),-1.79757 # DEPENDENCYPART_ARC
(9,2),-1.30719 # DEPENDENCYPART_ARC
(9,3),-1.35019 # DEPENDENCYPART_ARC
(9,6),-0.290276 # DEPENDENCYPART_ARC
(9,7),-0.684665 # DEPENDENCYPART_ARC
(9,8),0.98047 # DEPENDENCYPART_ARC
(9,10),1.05005 # DEPENDENCYPART_ARC
(9,11),-0.377371 # DEPENDENCYPART_ARC
(9,12),-1.03932 # DEPENDENCYPART_ARC
(9,13),-1.09391 # DEPENDENCYPART_ARC
(9,14),-1.37988 # DEPENDENCYPART_ARC
(9,15),-1.29367 # DEPENDENCYPART_ARC
(9,16),-1.76122 # DEPENDENCYPART_ARC
(9,17),-1.67158 # DEPENDENCYPART_ARC
(9,18),-1.60741 # DEPENDENCYPART_ARC
(9,19),-0.490818 # DEPENDENCYPART_ARC
(10,1),-2.16555 # DEPENDENCYPART_ARC
(10,2),-1.80657 # DEPENDENCYPART_ARC
(10,6),-0.871718 # DEPENDENCYPART_ARC
(10,7),-1.61416 # DEPENDENCYPART_ARC
(10,8),-1.4216 # DEPENDENCYPART_ARC
(10,9),-0.261693 # DEPENDENCYPART_ARC
(10,11),1.06303 # DEPENDENCYPART_ARC
(10,12),-0.636257 # DEPENDENCYPART_ARC
(10,13),-0.843787 # DEPENDENCYPART_ARC
(10,14),-1.02015 # DEPENDENCYPART_ARC
(10,15),-1.18562 # DEPENDENCYPART_ARC
(10,16),-1.39917 # DEPENDENCYPART_ARC
(10,17),-1.1587 # DEPENDENCYPART_ARC
(10,18),-1.50173 # DEPENDENCYPART_ARC
(10,19),-1.3244 # DEPENDENCYPART_ARC
(11,6),-1.56338 # DEPENDENCYPART_ARC
(11,8),-1.656 # DEPENDENCYPART_ARC
(11,10),-0.82926 # DEPENDENCYPART_ARC
(11,12),0.196573 # DEPENDENCYPART_ARC
(11,13),-0.711237 # DEPENDENCYPART_ARC
(11,14),-1.11486 # DEPENDENCYPART_ARC
(11,15),-1.1983 # DEPENDENCYPART_ARC
(11,16),-1.54595 # DEPENDENCYPART_ARC
(11,17),-1.22113 # DEPENDENCYPART_ARC
(11,18),-0.9775 # DEPENDENCYPART_ARC
(11,19),-1.98348 # DEPENDENCYPART_ARC
(12,11),-0.873459 # DEPENDENCYPART_ARC
(12,13),-0.414347 # DEPENDENCYPART_ARC
(13,12),-0.248631 # DEPENDENCYPART_ARC
(13,14),-0.606723 # DEPENDENCYPART_ARC
(13,15),-1.29592 # DEPENDENCYPART_ARC
(13,16),-1.66376 # DEPENDENCYPART_ARC
(13,17),-1.46151 # DEPENDENCYPART_ARC
(13,18),-1.78491 # DEPENDENCYPART_ARC
(14,7),-1.8798 # DEPENDENCYPART_ARC
(14,10),-1.62168 # DEPENDENCYPART_ARC
(14,11),-1.44459 # DEPENDENCYPART_ARC
(14,12),-0.786577 # DEPENDENCYPART_ARC
(14,13),0.77485 # DEPENDENCYPART_ARC
(14,15),0.341236 # DEPENDENCYPART_ARC
(14,16),-1.07269 # DEPENDENCYPART_ARC
(14,17),-0.984038 # DEPENDENCYPART_ARC
(14,18),-1.37268 # DEPENDENCYPART_ARC
(14,19),-1.45375 # DEPENDENCYPART_ARC
(16,6),-2.0991 # DEPENDENCYPART_ARC
(16,7),-1.98147 # DEPENDENCYPART_ARC
(16,12),-1.2666 # DEPENDENCYPART_ARC
(16,13),-0.805245 # DEPENDENCYPART_ARC
(16,14),-0.691306 # DEPENDENCYPART_ARC
(16,15),0.389014 # DEPENDENCYPART_ARC
(16,17),0.757427 # DEPENDENCYPART_ARC
(16,18),-1.13617 # DEPENDENCYPART_ARC
(16,19),-1.38086 # DEPENDENCYPART_ARC
(18,8),-1.44191 # DEPENDENCYPART_ARC
(18,12),-0.879841 # DEPENDENCYPART_ARC
(18,13),-0.775099 # DEPENDENCYPART_ARC
(18,14),-1.04929 # DEPENDENCYPART_ARC
(18,15),-1.26091 # DEPENDENCYPART_ARC
(18,16),0.223184 # DEPENDENCYPART_ARC
(18,17),0.178585 # DEPENDENCYPART_ARC
(18,19),-0.365028 # DEPENDENCYPART_ARC
(19,18),-0.870161 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.114898 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0573515 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.106258 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.102896 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.183746 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0689545 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0399644 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0424592 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.00598181 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0804551 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0745288 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0114753 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0332277 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0646669 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0292668 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.00520069 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0158603 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0318034 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0018274 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.047232 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.00445102 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.047232 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.0582851 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.127105 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.128825 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0954371 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.13099 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.141116 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.040206 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.105837 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.16022 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0808906 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0886602 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.140134 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0886602 # DEPENDENCYPART_SIBL
(2,3),(2,19),0.0243637 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.061838 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0418369 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0613702 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0681673 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0131738 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.00980648 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.00474352 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0188082 # DEPENDENCYPART_SIBL
(2,4),(2,15),-0.00870382 # DEPENDENCYPART_SIBL
(2,4),(2,16),-0.0607193 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.00870382 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.0187175 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0429166 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0824444 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0658207 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0175775 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0483396 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0636294 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0318657 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0568314 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.0838473 # DEPENDENCYPART_SIBL
(2,5),(2,17),0.0568314 # DEPENDENCYPART_SIBL
(2,5),(2,19),-0.021259 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.054687 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0764051 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0180603 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.00641581 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0400817 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0211696 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.0176636 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.0604797 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0176636 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0505915 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.120365 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0715633 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0471433 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0557118 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.052712 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.0373747 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.0864683 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.0373747 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0954256 # DEPENDENCYPART_SIBL
(2,8),(2,9),-4.85423e-05 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0808034 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0435241 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0260716 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0730059 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.0375369 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.0730059 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0412678 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0591148 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0689807 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.0488312 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.0508232 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.0903192 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.0508232 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.0108568 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0840993 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0378247 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.00935151 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0871775 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.00935151 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0165848 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0329511 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0104489 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0694671 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.0104489 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.0152184 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.0310951 # DEPENDENCYPART_SIBL
(2,12),(2,16),-0.0495394 # DEPENDENCYPART_SIBL
(2,12),(2,17),-0.0310951 # DEPENDENCYPART_SIBL
(2,12),(2,19),-0.0434472 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.0505009 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.0258027 # DEPENDENCYPART_SIBL
(2,15),(2,19),0.00428444 # DEPENDENCYPART_SIBL
(2,16),(2,17),0.0149647 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.00965969 # DEPENDENCYPART_SIBL
(2,17),(2,19),0.00428444 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0158569 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.064324 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0238922 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0176729 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0109723 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0750732 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0444673 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.00567862 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0253908 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0253149 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.00639255 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0607457 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0358558 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0590523 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0358558 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0490626 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.178788 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0894349 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0406567 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0296517 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0445707 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0083296 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0337161 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0225055 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0349202 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0203716 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0416851 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0433687 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0324296 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0433684 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0324296 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0138086 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.104608 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0249236 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.012507 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.00678653 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0344963 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0260273 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0561758 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.00326724 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0285053 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0173997 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0241386 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0644027 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0241386 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0644027 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0358129 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.154851 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.030264 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0541983 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0105472 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0250268 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0291824 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0323572 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0282877 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0508784 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0489999 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0515996 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0489999 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.0515996 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0396286 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.0129788 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0322755 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0266291 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0286808 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.00456355 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0231219 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.022813 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0289694 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0322555 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.00962456 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.0322555 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.00962456 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.022439 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.0158132 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0332946 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0400953 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.00735928 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0321351 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0227327 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0501349 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0166306 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0200432 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0166306 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0200432 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0353004 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0103779 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0102179 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0796845 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0396998 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00565004 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.017045 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0261197 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0482574 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0261197 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.0482574 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.00311577 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0834181 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0292305 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0359074 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0388772 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0475198 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0505516 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0295134 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0505516 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0295134 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0362059 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0280503 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0550295 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0376254 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0403234 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0552946 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.018146 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0552946 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.018146 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0387582 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0208145 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0262478 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0224829 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0249777 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0793658 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0252198 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.0793658 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0135568 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0558593 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.032876 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0299398 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0422576 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0299398 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0422576 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.01893 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.00642617 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0168515 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.00879107 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0168515 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.00879107 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0298521 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0162399 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0104894 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0337687 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0104894 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0113587 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0589348 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.00246802 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.067445 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0433069 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.0639165 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.0136459 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0129023 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.0584715 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0433069 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.0639165 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.0724367 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0487447 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0390944 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.062813 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0620286 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0221976 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0563094 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.074463 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00593327 # DEPENDENCYPART_SIBL
