# _root_ West German Economics Minister Helmut Haussmann said , `` In my view , the stock market will stabilize relatively quickly .
#goldHeads=6,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
#predictedHeads=2,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
(17,18),1.3041 # DEPENDENCYPART_ARC
(17,19),-0.777182 # DEPENDENCYPART_ARC
(17,20),-1.13472 # DEPENDENCYPART_ARC
(17,21),-0.558273 # DEPENDENCYPART_ARC
(18,2),-1.97854 # DEPENDENCYPART_ARC
(18,7),-1.89613 # DEPENDENCYPART_ARC
(18,9),-1.85464 # DEPENDENCYPART_ARC
(18,10),-1.72349 # DEPENDENCYPART_ARC
(18,12),-1.35999 # DEPENDENCYPART_ARC
(18,13),-1.66757 # DEPENDENCYPART_ARC
(18,15),-1.04303 # DEPENDENCYPART_ARC
(18,16),-1.19735 # DEPENDENCYPART_ARC
(18,19),0.45286 # DEPENDENCYPART_ARC
(18,20),-0.450533 # DEPENDENCYPART_ARC
(18,21),-0.806987 # DEPENDENCYPART_ARC
(19,16),-1.60608 # DEPENDENCYPART_ARC
(19,20),0.525082 # DEPENDENCYPART_ARC
(19,21),-1.04786 # DEPENDENCYPART_ARC
(20,7),-1.94856 # DEPENDENCYPART_ARC
(20,10),-1.83449 # DEPENDENCYPART_ARC
(20,16),-1.64713 # DEPENDENCYPART_ARC
(20,19),-0.510323 # DEPENDENCYPART_ARC
(20,21),-0.617954 # DEPENDENCYPART_ARC
(21,17),-1.73945 # DEPENDENCYPART_ARC
(21,19),-1.95574 # DEPENDENCYPART_ARC
(21,20),-0.933296 # DEPENDENCYPART_ARC
(0,7),(0,17),-0.169439 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0114748 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0114556 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0460005 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0401672 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0030074 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0327536 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0176454 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.00140019 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.00244628 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0201042 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.00416645 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.00242835 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.0148511 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.00344862 # DEPENDENCYPART_SIBL
(1,10),(1,17),-0.0210302 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00405816 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.00292247 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.00403027 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0301244 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0115673 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0392689 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.0301244 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.00280258 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0371005 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0379998 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0355813 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.00259607 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.00120592 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.0355813 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.00628174 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0379638 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0380401 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.00258249 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.00156034 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0380401 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.00626381 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0332067 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0025965 # DEPENDENCYPART_SIBL
(2,5),(2,10),3.12104e-05 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0332067 # DEPENDENCYPART_SIBL
(2,5),(2,17),0.00628174 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0717277 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0116415 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.00289794 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.00787569 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0300761 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.0404627 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.0424353 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0103715 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0172057 # DEPENDENCYPART_SIBL
(2,13),(2,17),0.00787569 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.00461217 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0270956 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0200869 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0192029 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0383685 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0313598 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0304758 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00139395 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.00139392 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.00052959 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0186341 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0941871 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.029077 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0281931 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0321847 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0321847 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.127171 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0403498 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0394659 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00437785 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00437785 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0412098 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0385581 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0713389 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0713389 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0142002 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0116406 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0116406 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0116406 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0116406 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0488752 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.00543236 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0843472 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0946845 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0120281 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0716936 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0304785 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0690427 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.013164 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0309119 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0304785 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0300756 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0731012 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.115066 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.126112 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0221796 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0839063 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00552311 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0595829 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.027101 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0130537 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.00552311 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0122176 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0807288 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0844419 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00118046 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.035535 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0465252 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0961558 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0726296 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0438099 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0465252 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.030973 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.075129 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0416685 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0166525 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0271235 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.118125 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0452025 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0202423 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0271235 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.00740541 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0546786 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0382236 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00463213 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00936657 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0292829 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0276234 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00463213 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0231648 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0391638 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.112577 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0161077 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.00884603 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0416387 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.112577 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0352396 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0460364 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.1519 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0254326 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0319508 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0316671 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0630231 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0244212 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0721615 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0193968 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0120198 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0119443 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0655111 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.00692934 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0283943 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0234254 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0670886 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.044947 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.106475 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0419837 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0630231 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0244212 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0373901 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0042999 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0925698 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.103794 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0886759 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0722544 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0299167 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.068482 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0137248 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0303511 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0299167 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0295149 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.073662 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.125553 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.137486 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.127191 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0850278 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0066459 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0584614 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0282225 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0119322 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0066459 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0110961 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0818503 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.10612 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.105628 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0404531 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0514443 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0912377 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0775476 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0487279 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0514443 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.035891 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0800471 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.117121 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0224547 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0329268 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.112322 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0510047 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0260445 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0329268 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0132077 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0604809 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0484392 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0688879 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0834055 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0872993 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0574114 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0688879 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0445745 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0878793 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.112578 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0161077 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00884603 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0416387 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.112578 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0352396 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0460364 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.1519 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0254326 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0319508 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0316677 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0630231 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0244212 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0721615 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0193968 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0120204 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0119443 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0655111 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00692934 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0283937 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0234254 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0670886 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0449477 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.106475 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0419837 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0630231 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0244212 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0373901 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.134159 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0244412 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0274118 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.033594 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0226648 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00978325 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00605139 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.000226965 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0526804 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00978325 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0508925 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00231316 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0484772 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0439189 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0426942 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0255163 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0196213 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0222373 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0260081 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0178449 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0185791 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0122815 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0206403 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0376198 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0185791 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0358316 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0232234 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0631359 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.060367 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0591423 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0113996 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0933022 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0905524 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0884505 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0012658 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0353847 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0136427 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0351809 # DEPENDENCYPART_SIBL
