# _root_ `` They 've been laggard , '' he says , `` but they 'll have to become more aggressive . ''
#goldHeads=3,3,9,3,4,3,3,9,0,3,3,3,14,12,14,15,16,19,17,3,3,
#predictedHeads=3,3,9,3,4,9,9,9,0,9,3,3,14,12,14,15,16,19,17,3,3,
(4,10),-1.2126 # DEPENDENCYPART_ARC
(4,11),-1.2869 # DEPENDENCYPART_ARC
(4,12),-1.51675 # DEPENDENCYPART_ARC
(4,13),-1.37067 # DEPENDENCYPART_ARC
(4,14),-1.4847 # DEPENDENCYPART_ARC
(4,15),-1.69733 # DEPENDENCYPART_ARC
(4,16),-1.69294 # DEPENDENCYPART_ARC
(4,18),-1.62133 # DEPENDENCYPART_ARC
(4,19),-1.73935 # DEPENDENCYPART_ARC
(4,20),-1.46073 # DEPENDENCYPART_ARC
(4,21),-1.01771 # DEPENDENCYPART_ARC
(5,1),-1.33659 # DEPENDENCYPART_ARC
(5,2),-1.56062 # DEPENDENCYPART_ARC
(5,3),-1.11029 # DEPENDENCYPART_ARC
(5,4),-0.141941 # DEPENDENCYPART_ARC
(5,6),-0.100054 # DEPENDENCYPART_ARC
(5,7),-0.918423 # DEPENDENCYPART_ARC
(5,8),-1.22821 # DEPENDENCYPART_ARC
(5,9),-1.19249 # DEPENDENCYPART_ARC
(5,10),-1.52033 # DEPENDENCYPART_ARC
(5,11),-1.74484 # DEPENDENCYPART_ARC
(5,12),-1.56357 # DEPENDENCYPART_ARC
(5,14),-1.5247 # DEPENDENCYPART_ARC
(5,16),-1.64503 # DEPENDENCYPART_ARC
(6,5),-0.408241 # DEPENDENCYPART_ARC
(6,7),-0.172736 # DEPENDENCYPART_ARC
(7,3),-1.94533 # DEPENDENCYPART_ARC
(7,5),-1.79013 # DEPENDENCYPART_ARC
(7,6),-0.492791 # DEPENDENCYPART_ARC
(7,8),-0.410762 # DEPENDENCYPART_ARC
(7,9),-1.15035 # DEPENDENCYPART_ARC
(7,10),-1.46587 # DEPENDENCYPART_ARC
(7,12),-1.86528 # DEPENDENCYPART_ARC
(7,14),-1.82401 # DEPENDENCYPART_ARC
(8,1),-1.96764 # DEPENDENCYPART_ARC
(8,3),-1.77848 # DEPENDENCYPART_ARC
(8,4),-1.72608 # DEPENDENCYPART_ARC
(8,5),-1.51635 # DEPENDENCYPART_ARC
(8,6),-1.22491 # DEPENDENCYPART_ARC
(8,7),-0.308448 # DEPENDENCYPART_ARC
(8,10),-1.22451 # DEPENDENCYPART_ARC
(8,12),-1.4645 # DEPENDENCYPART_ARC
(8,14),-1.74468 # DEPENDENCYPART_ARC
(9,1),-1.31575 # DEPENDENCYPART_ARC
(9,2),-2.29405 # DEPENDENCYPART_ARC
(9,3),-1.41581 # DEPENDENCYPART_ARC
(9,4),-1.99174 # DEPENDENCYPART_ARC
(9,5),-1.88414 # DEPENDENCYPART_ARC
(9,6),-1.49757 # DEPENDENCYPART_ARC
(9,7),-0.944006 # DEPENDENCYPART_ARC
(9,8),0.596102 # DEPENDENCYPART_ARC
(9,10),0.0930875 # DEPENDENCYPART_ARC
(9,11),-0.982633 # DEPENDENCYPART_ARC
(9,12),-1.66938 # DEPENDENCYPART_ARC
(9,13),-1.72137 # DEPENDENCYPART_ARC
(9,14),-1.31489 # DEPENDENCYPART_ARC
(9,15),-1.89829 # DEPENDENCYPART_ARC
(9,16),-1.81121 # DEPENDENCYPART_ARC
(9,18),-2.0096 # DEPENDENCYPART_ARC
(9,19),-2.16549 # DEPENDENCYPART_ARC
(9,20),-1.72279 # DEPENDENCYPART_ARC
(9,21),-1.25713 # DEPENDENCYPART_ARC
(11,9),-1.65093 # DEPENDENCYPART_ARC
(11,10),-0.560131 # DEPENDENCYPART_ARC
(11,12),-0.284871 # DEPENDENCYPART_ARC
(12,11),-0.775563 # DEPENDENCYPART_ARC
(12,13),0.0278398 # DEPENDENCYPART_ARC
(12,14),-0.650706 # DEPENDENCYPART_ARC
(12,15),-1.2745 # DEPENDENCYPART_ARC
(12,16),-1.56715 # DEPENDENCYPART_ARC
(12,17),-1.66791 # DEPENDENCYPART_ARC
(12,18),-1.76948 # DEPENDENCYPART_ARC
(12,19),-1.99327 # DEPENDENCYPART_ARC
(13,15),-1.49144 # DEPENDENCYPART_ARC
(13,16),-1.42363 # DEPENDENCYPART_ARC
(14,1),-1.37519 # DEPENDENCYPART_ARC
(14,2),-1.99199 # DEPENDENCYPART_ARC
(14,3),-1.72635 # DEPENDENCYPART_ARC
(14,4),-1.6286 # DEPENDENCYPART_ARC
(14,5),-1.79164 # DEPENDENCYPART_ARC
(14,6),-2.02274 # DEPENDENCYPART_ARC
(14,7),-1.21321 # DEPENDENCYPART_ARC
(14,8),-1.64697 # DEPENDENCYPART_ARC
(14,9),-1.34616 # DEPENDENCYPART_ARC
(14,10),-1.40332 # DEPENDENCYPART_ARC
(14,11),-0.893294 # DEPENDENCYPART_ARC
(14,12),-0.914046 # DEPENDENCYPART_ARC
(14,13),0.884623 # DEPENDENCYPART_ARC
(14,15),1.2391 # DEPENDENCYPART_ARC
(14,16),-0.778209 # DEPENDENCYPART_ARC
(14,17),-0.613225 # DEPENDENCYPART_ARC
(14,18),-1.28333 # DEPENDENCYPART_ARC
(14,19),-1.50635 # DEPENDENCYPART_ARC
(14,20),-0.4176 # DEPENDENCYPART_ARC
(14,21),-0.950586 # DEPENDENCYPART_ARC
(15,1),-2.24624 # DEPENDENCYPART_ARC
(15,3),-1.94191 # DEPENDENCYPART_ARC
(15,5),-1.91272 # DEPENDENCYPART_ARC
(15,6),-2.02203 # DEPENDENCYPART_ARC
(15,7),-1.82736 # DEPENDENCYPART_ARC
(15,8),-2.19827 # DEPENDENCYPART_ARC
(15,9),-1.63664 # DEPENDENCYPART_ARC
(15,10),-1.76865 # DEPENDENCYPART_ARC
(15,11),-1.57348 # DEPENDENCYPART_ARC
(15,12),-1.44526 # DEPENDENCYPART_ARC
(15,13),-1.1957 # DEPENDENCYPART_ARC
(15,14),-0.43445 # DEPENDENCYPART_ARC
(15,16),0.947388 # DEPENDENCYPART_ARC
(15,17),-0.259824 # DEPENDENCYPART_ARC
(15,18),-0.692888 # DEPENDENCYPART_ARC
(15,19),-1.15431 # DEPENDENCYPART_ARC
(15,20),-1.14229 # DEPENDENCYPART_ARC
(15,21),-1.19252 # DEPENDENCYPART_ARC
(16,11),-1.86671 # DEPENDENCYPART_ARC
(16,13),-1.71072 # DEPENDENCYPART_ARC
(16,17),1.12905 # DEPENDENCYPART_ARC
(16,18),-0.741941 # DEPENDENCYPART_ARC
(16,19),-1.22304 # DEPENDENCYPART_ARC
(16,20),-1.21082 # DEPENDENCYPART_ARC
(16,21),-1.16184 # DEPENDENCYPART_ARC
(17,1),-2.23949 # DEPENDENCYPART_ARC
(17,3),-1.93416 # DEPENDENCYPART_ARC
(17,7),-1.95071 # DEPENDENCYPART_ARC
(17,11),-1.85404 # DEPENDENCYPART_ARC
(17,13),-1.73514 # DEPENDENCYPART_ARC
(17,18),0.330381 # DEPENDENCYPART_ARC
(17,19),-0.545196 # DEPENDENCYPART_ARC
(17,20),-0.966468 # DEPENDENCYPART_ARC
(17,21),-1.02894 # DEPENDENCYPART_ARC
(18,19),-0.313877 # DEPENDENCYPART_ARC
(18,20),-1.12254 # DEPENDENCYPART_ARC
(18,21),-1.16548 # DEPENDENCYPART_ARC
(19,1),-1.78538 # DEPENDENCYPART_ARC
(19,3),-1.71439 # DEPENDENCYPART_ARC
(19,5),-1.64451 # DEPENDENCYPART_ARC
(19,6),-1.92559 # DEPENDENCYPART_ARC
(19,9),-1.53371 # DEPENDENCYPART_ARC
(19,11),-1.60162 # DEPENDENCYPART_ARC
(19,14),-1.38532 # DEPENDENCYPART_ARC
(19,16),-1.01288 # DEPENDENCYPART_ARC
(19,17),-0.94494 # DEPENDENCYPART_ARC
(19,18),0.695365 # DEPENDENCYPART_ARC
(19,20),-0.371577 # DEPENDENCYPART_ARC
(19,21),-1.12879 # DEPENDENCYPART_ARC
(20,18),-1.56135 # DEPENDENCYPART_ARC
(20,19),-0.715185 # DEPENDENCYPART_ARC
(20,21),-0.545805 # DEPENDENCYPART_ARC
(21,19),-1.58023 # DEPENDENCYPART_ARC
(21,20),-0.414723 # DEPENDENCYPART_ARC
(0,3),(0,9),-0.211451 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.0983262 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.106755 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0190796 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0494441 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0231182 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0353271 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.554432 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0035621 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0353271 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0825065 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0283666 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.11705 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0435137 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0151937 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.11705 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0425211 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.08138 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00677718 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0268441 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.08138 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.000987146 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0902505 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0500168 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.257017 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0991005 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0103238 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.083813 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.0108614 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.124046 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0115008 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0991005 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0129229 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.166578 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0648843 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0159769 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.600314 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0432034 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0215324 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0159769 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0686846 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.141802 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0312037 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0222656 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.00680988 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.290673 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.600314 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.17043 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.102711 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0161697 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0971597 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0446124 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0245514 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0161697 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0854296 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0371538 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0841087 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0544526 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0494572 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0100615 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0971597 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0597427 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0150985 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0593889 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0654084 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.057587 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0150985 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0780159 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.059338 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0437565 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0474196 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.0756945 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0560322 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0593889 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0128222 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.035149 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0447587 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0673566 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0128222 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0608711 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0171031 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.040022 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.00772554 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0187205 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0177483 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.035149 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.00219283 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0310711 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0381381 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0191245 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.00564986 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0347834 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0438644 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0229155 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0132427 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0493752 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.00219283 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0677702 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0628263 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0515711 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0368018 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0214471 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0548414 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0374816 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0270061 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0928989 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0834572 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0432729 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0300731 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0738424 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0296414 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0289464 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0168641 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0187143 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0460464 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0791197 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0235319 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0698787 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0227116 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0516965 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.037208 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0363895 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.000435411 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.00382755 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.00564986 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0347834 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0438644 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0229155 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0132427 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0493752 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.00219283 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0291862 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0481409 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0595156 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0133824 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0353684 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.270597 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0551723 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0489198 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0527317 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0125846 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.066417 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0191276 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.00718802 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0382506 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0451401 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0368385 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0243727 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.00939766 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0141726 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.0488306 # DEPENDENCYPART_SIBL
(3,20),(3,21),0.206935 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.000969083 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.00876562 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.103526 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.628009 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.00229576 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0114972 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.103526 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0470909 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.214679 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0122489 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.041187 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0236292 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.0279397 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0511328 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.00560648 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.211877 # DEPENDENCYPART_SIBL
(4,1),(4,21),0.628009 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00210957 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.00195523 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0378081 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0461281 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0537727 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.00195523 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.00915539 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.074306 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0509536 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0340533 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0196687 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0258684 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.00945427 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.00215345 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0958577 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0378081 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00543674 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0438916 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0118103 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0201633 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.00543674 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0175292 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0177998 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0120665 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.00182365 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.00464697 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0245439 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0163728 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0238814 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.00165945 # DEPENDENCYPART_SIBL
(4,5),(4,21),0.0438916 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0837677 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0260768 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0169912 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0182968 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.111636 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.00136833 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0162615 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0468015 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0247343 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0446621 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0195275 # DEPENDENCYPART_SIBL
(4,6),(4,19),0.0150212 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.0116314 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.0837677 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0249206 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.00579243 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.00559909 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.166478 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0242743 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0295533 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0109414 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.00781456 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.00939266 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.00826968 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.0197699 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.00175913 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.00535577 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00713461 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0220344 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.00720801 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.019139 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0205475 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0137414 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0230223 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0203907 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0122526 # DEPENDENCYPART_SIBL
(4,8),(4,19),0.0285001 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.00528337 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0234677 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0549425 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0437694 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0364942 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.037276 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0646887 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0819199 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0953604 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0580356 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0414178 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0157346 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0011899 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.111636 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.00136833 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0162615 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0468015 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.0247343 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0446621 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0195275 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.0150212 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0116314 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0837677 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0158296 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.00704249 # DEPENDENCYPART_SIBL
