# _root_ At Shearson Lehman , executives created potential new commercials Friday night and throughout the weekend , then had to regroup yesterday afternoon .
#goldHeads=6,3,1,6,6,0,9,9,6,11,6,11,12,15,13,6,18,6,18,19,22,20,6,
#predictedHeads=6,3,1,6,6,0,9,9,6,11,6,6,18,15,13,18,18,12,18,19,22,20,6,
(3,1),(3,6),0.0103316 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.00334727 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.00151716 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0357723 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0803334 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0154432 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0363059 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0204542 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0729773 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0434982 # DEPENDENCYPART_SIBL
(3,1),(3,23),-0.0436737 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0178221 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.00496076 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0106997 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0456872 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0551942 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.00521948 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0379009 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0140187 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0501655 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.00426211 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0178221 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0431312 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.0465858 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0849664 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0321562 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0325703 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0267345 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0781554 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0272084 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0252545 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0534505 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0413679 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0212072 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.00167386 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.0229753 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0415202 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.00975471 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0148502 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0729491 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0227045 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0537936 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0160468 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0489422 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.00462247 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0510994 # DEPENDENCYPART_SIBL
(3,5),(3,23),0.0313494 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0254244 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0298139 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00799324 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0117299 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0543823 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0255488 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0495572 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0460847 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.07172 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.000238141 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0196605 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0037569 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.000259311 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.016849 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.00338024 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0236155 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.00375772 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0458734 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0541882 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.00623438 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.00593114 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0202509 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0078718 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0270175 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0136342 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0475369 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.0449405 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0235197 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.054663 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0102518 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0498117 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.00603073 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0505367 # DEPENDENCYPART_SIBL
(3,9),(3,23),0.0506848 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0426992 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0280206 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0258183 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.00293955 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0450866 # DEPENDENCYPART_SIBL
(3,10),(3,23),0.0331101 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0254617 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.100932 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0225826 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.021462 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.0966907 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0606261 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0173937 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0141664 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.0583045 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.025007 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0188812 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.0886669 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.00167386 # DEPENDENCYPART_SIBL
(3,16),(3,23),0.0229753 # DEPENDENCYPART_SIBL
(3,18),(3,23),0.00154119 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.00521218 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00149477 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0294481 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0189785 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0331843 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0262572 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.00568593 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.00708503 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0336921 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0442362 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00311881 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0310499 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.00120342 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0562164 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0407054 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00371048 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0654045 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0649768 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0752743 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0290783 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0248563 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0147141 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0456905 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.109713 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0126084 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0505455 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.00487835 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00410109 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0638369 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0690567 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0793542 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0296318 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0330108 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0138843 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0322012 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.108419 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0118745 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0479726 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0216787 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00598377 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00574481 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00823458 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00679701 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0161278 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00612047 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.028835 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0324622 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.00843742 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0247753 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.13136 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00949587 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0115573 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0124455 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0299112 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.00713746 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00216445 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0132467 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0375536 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0321686 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0250514 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.025957 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00430324 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0196982 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00735292 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00412403 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0428556 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.00587741 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0189955 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0558637 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0019499 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0149226 # DEPENDENCYPART_SIBL
