# _root_ Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .
#goldHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
#predictedHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
(17,16),0.0534767 # DEPENDENCYPART_ARC
(17,18),-0.703666 # DEPENDENCYPART_ARC
(17,19),-1.70944 # DEPENDENCYPART_ARC
(17,20),-1.99546 # DEPENDENCYPART_ARC
(17,22),-2.55224 # DEPENDENCYPART_ARC
(18,16),-1.05361 # DEPENDENCYPART_ARC
(18,17),-0.295286 # DEPENDENCYPART_ARC
(18,19),-0.834132 # DEPENDENCYPART_ARC
(18,20),-1.73509 # DEPENDENCYPART_ARC
(18,21),-1.73891 # DEPENDENCYPART_ARC
(18,22),-2.48064 # DEPENDENCYPART_ARC
(19,16),-1.16616 # DEPENDENCYPART_ARC
(19,17),-0.906175 # DEPENDENCYPART_ARC
(19,18),0.219639 # DEPENDENCYPART_ARC
(19,20),-0.190478 # DEPENDENCYPART_ARC
(19,21),-1.16018 # DEPENDENCYPART_ARC
(19,22),-1.8085 # DEPENDENCYPART_ARC
(19,23),-1.4233 # DEPENDENCYPART_ARC
(20,9),-2.2296 # DEPENDENCYPART_ARC
(20,11),-1.63155 # DEPENDENCYPART_ARC
(20,16),-0.600985 # DEPENDENCYPART_ARC
(20,17),-0.795735 # DEPENDENCYPART_ARC
(20,18),-0.207392 # DEPENDENCYPART_ARC
(20,19),0.937512 # DEPENDENCYPART_ARC
(20,21),0.566933 # DEPENDENCYPART_ARC
(20,22),-1.01902 # DEPENDENCYPART_ARC
(20,23),-1.06188 # DEPENDENCYPART_ARC
(22,16),-2.46086 # DEPENDENCYPART_ARC
(22,17),-1.99951 # DEPENDENCYPART_ARC
(22,18),-1.81367 # DEPENDENCYPART_ARC
(22,19),-1.53774 # DEPENDENCYPART_ARC
(22,20),-1.15657 # DEPENDENCYPART_ARC
(22,21),-0.130924 # DEPENDENCYPART_ARC
(22,23),-0.293382 # DEPENDENCYPART_ARC
(23,22),-0.566908 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.10393 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0221126 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0623749 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0849254 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0719581 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0343685 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.075206 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0387278 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0471673 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0601878 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.144771 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0115691 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0389419 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.150597 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.0107732 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0591688 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.0728358 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.150597 # DEPENDENCYPART_SIBL
(2,1),(2,23),-0.0193477 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0968033 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0570714 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0365122 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.00392593 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0430059 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0987584 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0374789 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.00289179 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0421834 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0209833 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.0374789 # DEPENDENCYPART_SIBL
(2,3),(2,23),-0.00924248 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.00435755 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0319288 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.00406293 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0160903 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.157172 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.00834637 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.0251796 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.0760389 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0149464 # DEPENDENCYPART_SIBL
(2,4),(2,21),-0.00834637 # DEPENDENCYPART_SIBL
(2,4),(2,23),0.0270372 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00167095 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.00684481 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.00171106 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.038572 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0527809 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0848833 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0415528 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.00162877 # DEPENDENCYPART_SIBL
(2,5),(2,21),0.0527809 # DEPENDENCYPART_SIBL
(2,5),(2,23),-0.0139225 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0146397 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0286822 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0862134 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0283812 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0258447 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0294437 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0147749 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.0283812 # DEPENDENCYPART_SIBL
(2,7),(2,23),0.0134679 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.00411812 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0828138 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0751684 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.025235 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0423368 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0103953 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.0751684 # DEPENDENCYPART_SIBL
(2,8),(2,23),-0.0812041 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0500782 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0115315 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.0373871 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.0191702 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.0288103 # DEPENDENCYPART_SIBL
(2,9),(2,21),0.0115315 # DEPENDENCYPART_SIBL
(2,9),(2,23),0.0257978 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0159159 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0280906 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.0792286 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0109871 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.0159159 # DEPENDENCYPART_SIBL
(2,11),(2,23),0.00505847 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0602502 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.0109626 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.000951668 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.00567116 # DEPENDENCYPART_SIBL
(2,12),(2,23),-0.00738738 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0845665 # DEPENDENCYPART_SIBL
(2,13),(2,15),-0.0740615 # DEPENDENCYPART_SIBL
(2,13),(2,21),-0.0145675 # DEPENDENCYPART_SIBL
(2,13),(2,23),-0.00582581 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.164266 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.0650795 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.0108167 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0391302 # DEPENDENCYPART_SIBL
(2,15),(2,23),-0.0879764 # DEPENDENCYPART_SIBL
(2,21),(2,23),-0.00738738 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0393624 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0249289 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.037955 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.199536 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0371254 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0379616 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0493592 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0111988 # DEPENDENCYPART_SIBL
(3,1),(3,23),-0.00131019 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0421252 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0308208 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0349186 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0894297 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0206368 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.00680155 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0199737 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.00985824 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0355412 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0425309 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0406934 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0260118 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.044148 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.00999002 # DEPENDENCYPART_SIBL
(3,5),(3,23),0.109038 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0214593 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0400224 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0178402 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0419096 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.00865121 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0192846 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0390972 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0867469 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0831042 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0157962 # DEPENDENCYPART_SIBL
(3,8),(3,23),-0.0590372 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.028315 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.00452592 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0194364 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.00405841 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0377462 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0553856 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.00851202 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0160899 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.0877555 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.00266444 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0134789 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0137272 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0264491 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0238091 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.197611 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0315252 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.02592 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0157274 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.124314 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0286919 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0308267 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.0311046 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.0157274 # DEPENDENCYPART_SIBL
(4,1),(4,23),0.00456621 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0132182 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.012394 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0351417 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0733993 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.000828468 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.015704 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.000972799 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0496657 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0172977 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0234544 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0815944 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.000972799 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.0631708 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0232934 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0149563 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0681598 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0124839 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.00910275 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0109653 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0430341 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0365706 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0534286 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0201298 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0109653 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.00205039 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0350277 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0324946 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0361267 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0164794 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0719811 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0726043 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0246108 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0318351 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.04303 # DEPENDENCYPART_SIBL
(4,5),(4,21),0.0719811 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.136037 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0261092 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00788904 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0312211 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.00556075 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0220911 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0179197 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0294067 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.00340819 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.00556075 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.0686343 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00476875 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0582761 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0927808 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0260765 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.036911 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0172323 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0391284 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0927808 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0518647 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.000694195 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0262476 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0222352 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0113611 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.00838458 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.00918538 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.0262476 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.0478952 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.00566485 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0120883 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0139992 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.020464 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0229494 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.00566485 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0320342 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0890847 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0143071 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0149957 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0504885 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.0485271 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.00832224 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0227093 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.00182284 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.012286 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.0489859 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.10722 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0233972 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.00691889 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.0461467 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0144669 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0330207 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0333549 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0859867 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.011491 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0484065 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.00832224 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.019687 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.042043 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0270071 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.112569 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0163547 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.00973619 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.033128 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0420968 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.062633 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0187641 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0191883 # DEPENDENCYPART_SIBL
