# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(7,6),-0.551626 # DEPENDENCYPART_ARC
(7,8),0.34438 # DEPENDENCYPART_ARC
(7,9),-0.627604 # DEPENDENCYPART_ARC
(7,11),-1.45371 # DEPENDENCYPART_ARC
(7,12),-1.73833 # DEPENDENCYPART_ARC
(7,13),-1.50107 # DEPENDENCYPART_ARC
(7,16),-1.62664 # DEPENDENCYPART_ARC
(7,25),-2.24965 # DEPENDENCYPART_ARC
(8,3),-2.00018 # DEPENDENCYPART_ARC
(8,6),-1.76742 # DEPENDENCYPART_ARC
(8,7),-0.635099 # DEPENDENCYPART_ARC
(8,9),0.794138 # DEPENDENCYPART_ARC
(8,10),-0.989765 # DEPENDENCYPART_ARC
(8,11),-0.603072 # DEPENDENCYPART_ARC
(8,12),-1.22255 # DEPENDENCYPART_ARC
(8,13),-1.18209 # DEPENDENCYPART_ARC
(8,14),-1.30018 # DEPENDENCYPART_ARC
(8,15),-1.54347 # DEPENDENCYPART_ARC
(8,16),-1.59237 # DEPENDENCYPART_ARC
(8,17),-1.60652 # DEPENDENCYPART_ARC
(8,22),-1.69009 # DEPENDENCYPART_ARC
(9,8),-0.942017 # DEPENDENCYPART_ARC
(9,10),-0.0799388 # DEPENDENCYPART_ARC
(9,11),0.044569 # DEPENDENCYPART_ARC
(9,12),-1.3873 # DEPENDENCYPART_ARC
(9,13),-0.840661 # DEPENDENCYPART_ARC
(9,14),-1.40128 # DEPENDENCYPART_ARC
(9,15),-1.835 # DEPENDENCYPART_ARC
(9,16),-1.37114 # DEPENDENCYPART_ARC
(11,8),-1.70183 # DEPENDENCYPART_ARC
(11,10),1.02631 # DEPENDENCYPART_ARC
(11,12),-0.445698 # DEPENDENCYPART_ARC
(11,13),-0.890704 # DEPENDENCYPART_ARC
(11,14),-1.17295 # DEPENDENCYPART_ARC
(11,15),-1.24435 # DEPENDENCYPART_ARC
(11,16),-1.40204 # DEPENDENCYPART_ARC
(11,17),-1.42763 # DEPENDENCYPART_ARC
(11,19),-1.77126 # DEPENDENCYPART_ARC
(11,21),-1.78409 # DEPENDENCYPART_ARC
(11,24),-2.16808 # DEPENDENCYPART_ARC
(11,25),-2.10064 # DEPENDENCYPART_ARC
(12,2),-2.39055 # DEPENDENCYPART_ARC
(12,3),-1.96815 # DEPENDENCYPART_ARC
(12,6),-1.56899 # DEPENDENCYPART_ARC
(12,8),-1.46629 # DEPENDENCYPART_ARC
(12,9),-1.20598 # DEPENDENCYPART_ARC
(12,10),-0.485553 # DEPENDENCYPART_ARC
(12,11),0.505676 # DEPENDENCYPART_ARC
(12,15),-1.51489 # DEPENDENCYPART_ARC
(13,1),-1.39428 # DEPENDENCYPART_ARC
(13,2),-2.15022 # DEPENDENCYPART_ARC
(13,3),-1.78886 # DEPENDENCYPART_ARC
(13,5),-1.7749 # DEPENDENCYPART_ARC
(13,6),-1.18978 # DEPENDENCYPART_ARC
(13,7),-1.4512 # DEPENDENCYPART_ARC
(13,8),-1.37867 # DEPENDENCYPART_ARC
(13,9),-1.56566 # DEPENDENCYPART_ARC
(13,10),-1.35878 # DEPENDENCYPART_ARC
(13,11),-0.814482 # DEPENDENCYPART_ARC
(13,12),0.162183 # DEPENDENCYPART_ARC
(13,14),0.241839 # DEPENDENCYPART_ARC
(13,15),-0.450738 # DEPENDENCYPART_ARC
(13,16),-0.852257 # DEPENDENCYPART_ARC
(13,17),-1.32762 # DEPENDENCYPART_ARC
(13,18),-1.80867 # DEPENDENCYPART_ARC
(13,19),-1.69268 # DEPENDENCYPART_ARC
(13,21),-1.55671 # DEPENDENCYPART_ARC
(13,22),-1.81751 # DEPENDENCYPART_ARC
(13,24),-2.21204 # DEPENDENCYPART_ARC
(13,25),-2.06145 # DEPENDENCYPART_ARC
(13,26),-1.1744 # DEPENDENCYPART_ARC
(15,10),-1.44974 # DEPENDENCYPART_ARC
(15,11),-1.51479 # DEPENDENCYPART_ARC
(15,12),-1.13959 # DEPENDENCYPART_ARC
(15,13),-1.10246 # DEPENDENCYPART_ARC
(15,14),-0.200118 # DEPENDENCYPART_ARC
(15,16),-0.204 # DEPENDENCYPART_ARC
(15,17),-1.18602 # DEPENDENCYPART_ARC
(15,18),-1.45346 # DEPENDENCYPART_ARC
(15,19),-1.31935 # DEPENDENCYPART_ARC
(15,21),-1.548 # DEPENDENCYPART_ARC
(15,24),-1.98455 # DEPENDENCYPART_ARC
(15,25),-1.92974 # DEPENDENCYPART_ARC
(16,1),-0.86278 # DEPENDENCYPART_ARC
(16,2),-1.86849 # DEPENDENCYPART_ARC
(16,3),-1.39432 # DEPENDENCYPART_ARC
(16,5),-1.49909 # DEPENDENCYPART_ARC
(16,6),-0.899057 # DEPENDENCYPART_ARC
(16,7),-1.3225 # DEPENDENCYPART_ARC
(16,8),-0.993682 # DEPENDENCYPART_ARC
(16,9),-0.964468 # DEPENDENCYPART_ARC
(16,10),-1.44757 # DEPENDENCYPART_ARC
(16,11),-0.733348 # DEPENDENCYPART_ARC
(16,12),-1.4219 # DEPENDENCYPART_ARC
(16,13),-1.0036 # DEPENDENCYPART_ARC
(16,14),-0.400246 # DEPENDENCYPART_ARC
(16,15),0.990492 # DEPENDENCYPART_ARC
(16,17),0.455026 # DEPENDENCYPART_ARC
(16,18),-0.689729 # DEPENDENCYPART_ARC
(16,19),-0.767528 # DEPENDENCYPART_ARC
(16,21),-0.939899 # DEPENDENCYPART_ARC
(16,22),-1.27905 # DEPENDENCYPART_ARC
(16,24),-1.8011 # DEPENDENCYPART_ARC
(16,25),-1.58365 # DEPENDENCYPART_ARC
(16,26),0.00816841 # DEPENDENCYPART_ARC
(17,18),0.884817 # DEPENDENCYPART_ARC
(17,19),-0.570844 # DEPENDENCYPART_ARC
(17,21),-1.1246 # DEPENDENCYPART_ARC
(17,22),-1.50152 # DEPENDENCYPART_ARC
(17,24),-1.81811 # DEPENDENCYPART_ARC
(17,25),-1.53798 # DEPENDENCYPART_ARC
(18,1),-2.133 # DEPENDENCYPART_ARC
(18,9),-1.86552 # DEPENDENCYPART_ARC
(18,15),-1.39997 # DEPENDENCYPART_ARC
(18,16),-1.31476 # DEPENDENCYPART_ARC
(18,17),-0.300443 # DEPENDENCYPART_ARC
(18,19),-0.501565 # DEPENDENCYPART_ARC
(18,21),-1.56136 # DEPENDENCYPART_ARC
(19,1),-2.25111 # DEPENDENCYPART_ARC
(19,3),-2.41678 # DEPENDENCYPART_ARC
(19,10),-2.03121 # DEPENDENCYPART_ARC
(19,15),-1.23843 # DEPENDENCYPART_ARC
(19,17),0.0185022 # DEPENDENCYPART_ARC
(19,18),1.11564 # DEPENDENCYPART_ARC
(19,20),-0.132261 # DEPENDENCYPART_ARC
(19,21),-0.343763 # DEPENDENCYPART_ARC
(19,22),-0.933822 # DEPENDENCYPART_ARC
(19,23),-1.20497 # DEPENDENCYPART_ARC
(19,24),-1.28875 # DEPENDENCYPART_ARC
(19,25),-1.09201 # DEPENDENCYPART_ARC
(21,17),-0.975807 # DEPENDENCYPART_ARC
(21,18),-1.22506 # DEPENDENCYPART_ARC
(21,19),-0.587656 # DEPENDENCYPART_ARC
(21,20),1.52367 # DEPENDENCYPART_ARC
(21,22),-0.336113 # DEPENDENCYPART_ARC
(21,23),-1.41007 # DEPENDENCYPART_ARC
(21,24),-1.51385 # DEPENDENCYPART_ARC
(21,25),-1.53139 # DEPENDENCYPART_ARC
(23,24),-0.260718 # DEPENDENCYPART_ARC
(24,19),-1.2985 # DEPENDENCYPART_ARC
(24,20),-1.58744 # DEPENDENCYPART_ARC
(24,21),-1.1989 # DEPENDENCYPART_ARC
(24,22),-1.30217 # DEPENDENCYPART_ARC
(24,23),1.46621 # DEPENDENCYPART_ARC
(25,1),-1.78335 # DEPENDENCYPART_ARC
(25,3),-2.07189 # DEPENDENCYPART_ARC
(25,6),-1.99343 # DEPENDENCYPART_ARC
(25,7),-1.32066 # DEPENDENCYPART_ARC
(25,8),-1.71401 # DEPENDENCYPART_ARC
(25,9),-2.25393 # DEPENDENCYPART_ARC
(25,11),-2.02622 # DEPENDENCYPART_ARC
(25,12),-1.83085 # DEPENDENCYPART_ARC
(25,13),-1.34484 # DEPENDENCYPART_ARC
(25,14),-1.84029 # DEPENDENCYPART_ARC
(25,15),-1.40912 # DEPENDENCYPART_ARC
(25,16),-1.1342 # DEPENDENCYPART_ARC
(25,17),-1.60923 # DEPENDENCYPART_ARC
(25,18),-1.61115 # DEPENDENCYPART_ARC
(25,19),-1.21455 # DEPENDENCYPART_ARC
(25,21),-1.32618 # DEPENDENCYPART_ARC
(25,22),-0.318857 # DEPENDENCYPART_ARC
(25,23),-0.839031 # DEPENDENCYPART_ARC
(25,24),0.215617 # DEPENDENCYPART_ARC
(25,26),1.47948 # DEPENDENCYPART_ARC
(0,16),(0,25),-0.283458 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0503139 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0184804 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.0360763 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.0456983 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.00426697 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0204271 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.0380714 # DEPENDENCYPART_SIBL
(1,2),(1,13),-0.0382874 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0323174 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0452887 # DEPENDENCYPART_SIBL
(1,2),(1,19),-0.0411191 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0175787 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0388727 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0363594 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0473237 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0179141 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0838875 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.0548156 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.0383621 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.0196634 # DEPENDENCYPART_SIBL
(1,3),(1,19),-0.080413 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0436006 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0294044 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.000707572 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0488714 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0696805 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.0309054 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.058348 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.039877 # DEPENDENCYPART_SIBL
(1,5),(1,19),-0.0734795 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.00586596 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.0146044 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0355551 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0816153 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.0418619 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0211546 # DEPENDENCYPART_SIBL
(1,6),(1,17),-0.0297537 # DEPENDENCYPART_SIBL
(1,6),(1,19),-0.0771793 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.00677351 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0217613 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.00750778 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.0511805 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.0705928 # DEPENDENCYPART_SIBL
(1,7),(1,17),-0.0194568 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.00214236 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.0461716 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.0388835 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.0435055 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.0113982 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.0453833 # DEPENDENCYPART_SIBL
(1,8),(1,19),-0.0418197 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0396845 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.0547715 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.000756078 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0128951 # DEPENDENCYPART_SIBL
(1,9),(1,19),-0.0425921 # DEPENDENCYPART_SIBL
(1,11),(1,13),-0.0169432 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0037317 # DEPENDENCYPART_SIBL
(1,11),(1,17),-0.0493964 # DEPENDENCYPART_SIBL
(1,11),(1,19),-0.0893072 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.0249873 # DEPENDENCYPART_SIBL
(1,13),(1,17),-0.0366265 # DEPENDENCYPART_SIBL
(1,13),(1,19),-0.0376416 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.0300979 # DEPENDENCYPART_SIBL
(1,14),(1,19),-0.0121815 # DEPENDENCYPART_SIBL
(1,17),(1,19),-0.0659711 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.013469 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.00278492 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0196629 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0247288 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0505597 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0129226 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0152005 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0800678 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0477015 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0806472 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0542006 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0645444 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0506138 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0917723 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0418053 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0287678 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0917723 # DEPENDENCYPART_SIBL
(3,1),(3,25),-0.0604959 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0975202 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.148387 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.116778 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0829954 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.12428 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.159942 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0683245 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0364708 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.36239 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.10447 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.132593 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.134919 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.10447 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.270701 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0778306 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0612454 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0278116 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0385281 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0154073 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.04421 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0338208 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.103406 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0114501 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.0444681 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.11996 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0114501 # DEPENDENCYPART_SIBL
(3,4),(3,25),0.0705552 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0208671 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0876283 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0219112 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.115719 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0284958 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.124164 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.000214029 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.134332 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.133797 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0293763 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.134332 # DEPENDENCYPART_SIBL
(3,5),(3,25),-0.0347561 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0198515 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.00269694 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0210867 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.00557089 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0631446 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.00144451 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0241321 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0904007 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0379593 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.0241321 # DEPENDENCYPART_SIBL
(3,6),(3,25),-0.0209387 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0990988 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.107811 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.095579 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.114502 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0761164 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0745991 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.162317 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0972448 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.0745991 # DEPENDENCYPART_SIBL
(3,7),(3,25),-0.09094 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0528506 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0261604 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0612151 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.00644512 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0403691 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0558587 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0126638 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0403691 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.0135777 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0377344 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0347371 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.00903171 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0195802 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0497466 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0470162 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.0195802 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.00227543 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0655395 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0107572 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0327717 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0426145 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.00853964 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0327717 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0053809 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0137939 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0465294 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0317877 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.00345159 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0465294 # DEPENDENCYPART_SIBL
(3,12),(3,25),0.00197742 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0172379 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.041335 # DEPENDENCYPART_SIBL
(3,13),(3,21),0.00840619 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.0172379 # DEPENDENCYPART_SIBL
(3,13),(3,25),-0.0406956 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.123845 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.0535678 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.00824593 # DEPENDENCYPART_SIBL
(3,14),(3,25),-0.0208092 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.0571076 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.0467277 # DEPENDENCYPART_SIBL
(3,18),(3,25),0.0254271 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.0236842 # DEPENDENCYPART_SIBL
(3,21),(3,25),-0.0317124 # DEPENDENCYPART_SIBL
(3,22),(3,25),-0.0208092 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.00773515 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0399179 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0657304 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0418289 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.00828248 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.065951 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.138315 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00831869 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0465936 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00810322 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0062147 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00489093 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0368305 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0852488 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0404783 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0182985 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0812587 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0842885 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.136147 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0495613 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0961873 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0618806 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.244434 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0359099 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.013065 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0252656 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.105245 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0225269 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.03464 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0334111 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0263634 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0829629 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0312982 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0149415 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0278932 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.00589498 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0171094 # DEPENDENCYPART_SIBL
