# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(19,18),-0.678222 # DEPENDENCYPART_ARC
(19,20),-0.64916 # DEPENDENCYPART_ARC
(20,2),-2.90845 # DEPENDENCYPART_ARC
(20,4),-1.87798 # DEPENDENCYPART_ARC
(20,5),-1.96589 # DEPENDENCYPART_ARC
(20,7),-1.87938 # DEPENDENCYPART_ARC
(20,11),-1.85756 # DEPENDENCYPART_ARC
(20,12),-1.69374 # DEPENDENCYPART_ARC
(20,13),-1.81817 # DEPENDENCYPART_ARC
(20,14),-1.18166 # DEPENDENCYPART_ARC
(20,16),-0.919542 # DEPENDENCYPART_ARC
(20,17),-0.371257 # DEPENDENCYPART_ARC
(20,18),-0.798293 # DEPENDENCYPART_ARC
(20,19),1.56055 # DEPENDENCYPART_ARC
(20,21),0.122107 # DEPENDENCYPART_ARC
(21,20),-0.553655 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.054099 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0302549 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0628085 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0312271 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0536592 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0536556 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0312271 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0634766 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0581291 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0302561 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0649193 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0238265 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.054301 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0542974 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.0238265 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0594954 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.0602399 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0405164 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0206215 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0208908 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0208908 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.0206215 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0164246 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0417309 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0217325 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0478748 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.0478746 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0217325 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0549425 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0867991 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.00759704 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.00759234 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.0150519 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.0421522 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.000891696 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0536208 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.0239357 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.0663923 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.0581254 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.022457 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0663913 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0581254 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.0421522 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.000891696 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.0524897 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0933003 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0366752 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0042088 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0191354 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0042088 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.00171862 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0378829 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0588868 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0672278 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0121758 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0672278 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.171571 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.0687085 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0204751 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.026149 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0204751 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.0353744 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.148171 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.0368541 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.0221915 # DEPENDENCYPART_SIBL
(1,6),(1,10),0.0170692 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.00629534 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.000866754 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.0267775 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.0365402 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0170692 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.00629534 # DEPENDENCYPART_SIBL
(1,10),(1,14),-0.0199502 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.128996 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0431899 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0439723 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0311387 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0230438 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0256963 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0311387 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0158281 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0452394 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0189125 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.0238188 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.00847926 # DEPENDENCYPART_SIBL
(2,1),(2,18),0.128996 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.023104 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0705593 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0508756 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0763041 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0145611 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0145622 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0763041 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.173954 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0336539 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0606973 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.186783 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0563086 # DEPENDENCYPART_SIBL
(2,3),(2,18),-0.0514737 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.0204576 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0203918 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0243543 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0123296 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0123285 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0243543 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0164528 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.00789262 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.0306465 # DEPENDENCYPART_SIBL
(2,4),(2,15),-0.0163988 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.0178746 # DEPENDENCYPART_SIBL
(2,4),(2,18),-0.0108596 # DEPENDENCYPART_SIBL
(2,4),(2,21),0.000669568 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.00267876 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.007996 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.00799464 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.00267876 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.00486417 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0118458 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.124188 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0258977 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.128724 # DEPENDENCYPART_SIBL
(2,5),(2,18),-0.00670029 # DEPENDENCYPART_SIBL
(2,5),(2,21),0.0233271 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0576464 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0576544 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.00748773 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.0149853 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0950591 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0274768 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0237428 # DEPENDENCYPART_SIBL
(2,6),(2,17),0.00704213 # DEPENDENCYPART_SIBL
(2,6),(2,18),-0.048636 # DEPENDENCYPART_SIBL
(2,6),(2,21),0.0312198 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0275941 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0256614 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0407239 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0164874 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0339712 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.00609855 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.0052018 # DEPENDENCYPART_SIBL
(2,7),(2,18),-0.105844 # DEPENDENCYPART_SIBL
(2,7),(2,21),0.0310932 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0219073 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0399164 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.015423 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0331647 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.00529144 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.00600834 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.105038 # DEPENDENCYPART_SIBL
(2,8),(2,21),0.0318997 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0149853 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0950591 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0274768 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0237428 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.00704213 # DEPENDENCYPART_SIBL
(2,9),(2,18),-0.048636 # DEPENDENCYPART_SIBL
(2,9),(2,21),0.0312198 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.00608541 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.00271287 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0587358 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0110773 # DEPENDENCYPART_SIBL
(2,10),(2,18),-0.0118436 # DEPENDENCYPART_SIBL
(2,10),(2,21),0.0587694 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.0276615 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.0104826 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0115115 # DEPENDENCYPART_SIBL
(2,12),(2,18),-0.101384 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.0397797 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.0113361 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.121527 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.00504792 # DEPENDENCYPART_SIBL
(2,14),(2,21),0.0344833 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0915933 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.116675 # DEPENDENCYPART_SIBL
(2,15),(2,21),0.114974 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.0054016 # DEPENDENCYPART_SIBL
(2,17),(2,21),0.0261062 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.0204576 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0119639 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.00880004 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00679089 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0464883 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.00363068 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0464883 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0174036 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0233215 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00725051 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0331593 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.00725051 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0120094 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00490106 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00885856 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.00490106 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0166392 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0512666 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.023073 # DEPENDENCYPART_SIBL
(4,6),(4,10),2.74915e-05 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.033444 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.00133511 # DEPENDENCYPART_SIBL
(4,9),(4,10),2.74915e-05 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0285407 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.022131 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0171169 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0671031 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.052418 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0536153 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0671031 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0615776 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0551497 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0246688 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00444382 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.10608 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.000136636 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.16064 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0523564 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0338636 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0229582 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.017942 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0586884 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0433931 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0445903 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0586884 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.062834 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0461247 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0218821 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00146194 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.108927 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0060456 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.156644 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0433315 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0368038 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0184275 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00314759 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0169065 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0172451 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00314759 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0194334 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0215039 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0229419 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0332353 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0233649 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0358805 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0186849 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0171262 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.00862129 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00908544 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0194735 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0191411 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00908544 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.107912 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.00621929 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0601915 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0233144 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.15977 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0208618 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0022195 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0193046 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0193146 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0526481 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0529688 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0627911 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00995435 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0856928 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0383946 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0497779 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0633864 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0245984 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0600144 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0529457 # DEPENDENCYPART_SIBL
