# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(8,23),-1.63962 # DEPENDENCYPART_ARC
(8,26),-2.07473 # DEPENDENCYPART_ARC
(8,27),-1.47888 # DEPENDENCYPART_ARC
(8,28),-1.84366 # DEPENDENCYPART_ARC
(8,30),-1.624 # DEPENDENCYPART_ARC
(9,8),-0.912309 # DEPENDENCYPART_ARC
(9,10),0.181227 # DEPENDENCYPART_ARC
(9,11),-0.697928 # DEPENDENCYPART_ARC
(9,12),-1.62988 # DEPENDENCYPART_ARC
(9,13),-1.72247 # DEPENDENCYPART_ARC
(9,14),-1.71362 # DEPENDENCYPART_ARC
(9,17),-1.44129 # DEPENDENCYPART_ARC
(10,6),-1.63737 # DEPENDENCYPART_ARC
(10,8),-1.51114 # DEPENDENCYPART_ARC
(10,9),-0.152259 # DEPENDENCYPART_ARC
(10,11),-0.431881 # DEPENDENCYPART_ARC
(10,12),-1.53841 # DEPENDENCYPART_ARC
(11,1),-1.56024 # DEPENDENCYPART_ARC
(11,2),-1.61856 # DEPENDENCYPART_ARC
(11,3),-1.5728 # DEPENDENCYPART_ARC
(11,4),-1.50405 # DEPENDENCYPART_ARC
(11,5),-1.44299 # DEPENDENCYPART_ARC
(11,6),-1.49903 # DEPENDENCYPART_ARC
(11,7),-1.02648 # DEPENDENCYPART_ARC
(11,8),-0.663928 # DEPENDENCYPART_ARC
(11,9),-0.748254 # DEPENDENCYPART_ARC
(11,10),0.0390691 # DEPENDENCYPART_ARC
(11,12),0.688509 # DEPENDENCYPART_ARC
(11,13),-0.521286 # DEPENDENCYPART_ARC
(11,14),-0.238118 # DEPENDENCYPART_ARC
(11,15),-1.31269 # DEPENDENCYPART_ARC
(11,16),-1.43165 # DEPENDENCYPART_ARC
(11,17),-1.2117 # DEPENDENCYPART_ARC
(11,18),-0.964466 # DEPENDENCYPART_ARC
(11,19),-0.913548 # DEPENDENCYPART_ARC
(11,21),-1.89738 # DEPENDENCYPART_ARC
(11,22),-1.27764 # DEPENDENCYPART_ARC
(11,23),-1.6414 # DEPENDENCYPART_ARC
(11,26),-2.26924 # DEPENDENCYPART_ARC
(11,27),-1.75751 # DEPENDENCYPART_ARC
(11,28),-2.15283 # DEPENDENCYPART_ARC
(11,29),-2.297 # DEPENDENCYPART_ARC
(11,30),0.0782362 # DEPENDENCYPART_ARC
(12,8),-1.65514 # DEPENDENCYPART_ARC
(12,9),-1.45183 # DEPENDENCYPART_ARC
(12,10),-1.43221 # DEPENDENCYPART_ARC
(12,13),-0.0609005 # DEPENDENCYPART_ARC
(12,14),-0.85617 # DEPENDENCYPART_ARC
(12,15),-1.28961 # DEPENDENCYPART_ARC
(12,16),-1.44479 # DEPENDENCYPART_ARC
(12,17),-1.37678 # DEPENDENCYPART_ARC
(12,18),-1.56234 # DEPENDENCYPART_ARC
(12,19),-1.53009 # DEPENDENCYPART_ARC
(12,20),-1.92632 # DEPENDENCYPART_ARC
(12,21),-1.65051 # DEPENDENCYPART_ARC
(12,22),-1.73476 # DEPENDENCYPART_ARC
(12,24),-2.03075 # DEPENDENCYPART_ARC
(12,27),-1.82761 # DEPENDENCYPART_ARC
(13,6),-1.78003 # DEPENDENCYPART_ARC
(13,8),-1.76898 # DEPENDENCYPART_ARC
(13,9),-1.39728 # DEPENDENCYPART_ARC
(13,10),-1.04933 # DEPENDENCYPART_ARC
(13,12),0.141192 # DEPENDENCYPART_ARC
(13,14),-0.362697 # DEPENDENCYPART_ARC
(13,15),-1.41118 # DEPENDENCYPART_ARC
(13,16),-1.7519 # DEPENDENCYPART_ARC
(13,17),-1.5681 # DEPENDENCYPART_ARC
(13,18),-1.53096 # DEPENDENCYPART_ARC
(13,19),-1.63775 # DEPENDENCYPART_ARC
(13,21),-2.01338 # DEPENDENCYPART_ARC
(13,22),-1.54732 # DEPENDENCYPART_ARC
(14,12),-1.97242 # DEPENDENCYPART_ARC
(14,13),-0.938749 # DEPENDENCYPART_ARC
(14,15),0.0341671 # DEPENDENCYPART_ARC
(14,16),-0.99456 # DEPENDENCYPART_ARC
(14,17),-0.802504 # DEPENDENCYPART_ARC
(14,18),-1.43831 # DEPENDENCYPART_ARC
(14,19),-1.53515 # DEPENDENCYPART_ARC
(14,21),-1.818 # DEPENDENCYPART_ARC
(14,22),-1.6896 # DEPENDENCYPART_ARC
(14,23),-1.93988 # DEPENDENCYPART_ARC
(14,24),-2.52921 # DEPENDENCYPART_ARC
(14,27),-1.19867 # DEPENDENCYPART_ARC
(15,13),-1.49243 # DEPENDENCYPART_ARC
(15,14),-0.627974 # DEPENDENCYPART_ARC
(15,16),-0.678179 # DEPENDENCYPART_ARC
(15,17),-1.10699 # DEPENDENCYPART_ARC
(15,18),-1.25425 # DEPENDENCYPART_ARC
(15,19),-1.61385 # DEPENDENCYPART_ARC
(15,21),-1.88594 # DEPENDENCYPART_ARC
(16,9),-1.34534 # DEPENDENCYPART_ARC
(16,10),-1.40097 # DEPENDENCYPART_ARC
(16,12),-1.55234 # DEPENDENCYPART_ARC
(16,13),-1.05102 # DEPENDENCYPART_ARC
(16,14),-0.77903 # DEPENDENCYPART_ARC
(16,15),1.00325 # DEPENDENCYPART_ARC
(16,17),-0.0536159 # DEPENDENCYPART_ARC
(16,18),-1.2684 # DEPENDENCYPART_ARC
(16,19),-1.42686 # DEPENDENCYPART_ARC
(16,21),-1.67047 # DEPENDENCYPART_ARC
(17,1),-2.01551 # DEPENDENCYPART_ARC
(17,4),-1.63946 # DEPENDENCYPART_ARC
(17,6),-1.84703 # DEPENDENCYPART_ARC
(17,8),-2.15609 # DEPENDENCYPART_ARC
(17,9),-1.57595 # DEPENDENCYPART_ARC
(17,10),-1.86612 # DEPENDENCYPART_ARC
(17,12),-1.00049 # DEPENDENCYPART_ARC
(17,13),-1.20538 # DEPENDENCYPART_ARC
(17,14),-0.97167 # DEPENDENCYPART_ARC
(17,15),-0.447196 # DEPENDENCYPART_ARC
(17,16),0.949222 # DEPENDENCYPART_ARC
(17,18),0.00333374 # DEPENDENCYPART_ARC
(17,19),-1.17846 # DEPENDENCYPART_ARC
(17,20),-1.33951 # DEPENDENCYPART_ARC
(17,21),-1.26662 # DEPENDENCYPART_ARC
(17,22),-1.24324 # DEPENDENCYPART_ARC
(17,23),-1.58578 # DEPENDENCYPART_ARC
(17,24),-1.90503 # DEPENDENCYPART_ARC
(17,25),-1.65566 # DEPENDENCYPART_ARC
(17,26),-1.86094 # DEPENDENCYPART_ARC
(17,27),-1.64818 # DEPENDENCYPART_ARC
(17,28),-2.15099 # DEPENDENCYPART_ARC
(17,29),-2.3979 # DEPENDENCYPART_ARC
(17,30),-1.73268 # DEPENDENCYPART_ARC
(19,8),-2.04608 # DEPENDENCYPART_ARC
(19,15),-1.91944 # DEPENDENCYPART_ARC
(19,16),-1.703 # DEPENDENCYPART_ARC
(19,17),-1.65389 # DEPENDENCYPART_ARC
(19,18),-0.424087 # DEPENDENCYPART_ARC
(19,20),0.575156 # DEPENDENCYPART_ARC
(19,21),0.372544 # DEPENDENCYPART_ARC
(19,22),-0.530501 # DEPENDENCYPART_ARC
(19,23),-0.785638 # DEPENDENCYPART_ARC
(19,24),-1.18926 # DEPENDENCYPART_ARC
(19,25),-0.772959 # DEPENDENCYPART_ARC
(19,26),-0.754219 # DEPENDENCYPART_ARC
(19,27),-0.660214 # DEPENDENCYPART_ARC
(19,28),-1.20061 # DEPENDENCYPART_ARC
(19,29),-1.30389 # DEPENDENCYPART_ARC
(19,30),-0.959777 # DEPENDENCYPART_ARC
(20,14),-1.53401 # DEPENDENCYPART_ARC
(20,15),-1.51215 # DEPENDENCYPART_ARC
(20,16),-1.65907 # DEPENDENCYPART_ARC
(20,21),-0.429773 # DEPENDENCYPART_ARC
(20,22),-1.37866 # DEPENDENCYPART_ARC
(20,23),-1.50682 # DEPENDENCYPART_ARC
(20,24),-2.07255 # DEPENDENCYPART_ARC
(21,6),-2.58754 # DEPENDENCYPART_ARC
(21,10),-2.66119 # DEPENDENCYPART_ARC
(21,12),-1.87594 # DEPENDENCYPART_ARC
(21,13),-2.30473 # DEPENDENCYPART_ARC
(21,14),-1.67503 # DEPENDENCYPART_ARC
(21,15),-2.04526 # DEPENDENCYPART_ARC
(21,16),-1.31994 # DEPENDENCYPART_ARC
(21,17),-1.31918 # DEPENDENCYPART_ARC
(21,18),-1.60937 # DEPENDENCYPART_ARC
(21,19),-0.851465 # DEPENDENCYPART_ARC
(21,20),1.05312 # DEPENDENCYPART_ARC
(21,22),0.108017 # DEPENDENCYPART_ARC
(21,23),-1.11576 # DEPENDENCYPART_ARC
(21,24),-1.36847 # DEPENDENCYPART_ARC
(21,25),-1.28471 # DEPENDENCYPART_ARC
(21,26),-1.65049 # DEPENDENCYPART_ARC
(21,27),-1.7109 # DEPENDENCYPART_ARC
(21,28),-2.02864 # DEPENDENCYPART_ARC
(21,29),-2.21153 # DEPENDENCYPART_ARC
(23,24),0.583978 # DEPENDENCYPART_ARC
(23,25),-0.2468 # DEPENDENCYPART_ARC
(23,26),-0.477902 # DEPENDENCYPART_ARC
(23,27),-0.859151 # DEPENDENCYPART_ARC
(23,28),-1.23458 # DEPENDENCYPART_ARC
(23,29),-1.74103 # DEPENDENCYPART_ARC
(23,30),-1.28947 # DEPENDENCYPART_ARC
(24,20),-1.70453 # DEPENDENCYPART_ARC
(24,23),-0.436575 # DEPENDENCYPART_ARC
(24,25),-0.291257 # DEPENDENCYPART_ARC
(24,26),-1.38572 # DEPENDENCYPART_ARC
(25,20),-1.93255 # DEPENDENCYPART_ARC
(25,23),-1.18867 # DEPENDENCYPART_ARC
(25,24),0.0354569 # DEPENDENCYPART_ARC
(25,27),-1.38643 # DEPENDENCYPART_ARC
(25,28),-1.74939 # DEPENDENCYPART_ARC
(25,29),-1.99839 # DEPENDENCYPART_ARC
(26,10),-2.21854 # DEPENDENCYPART_ARC
(26,12),-1.81094 # DEPENDENCYPART_ARC
(26,13),-1.9945 # DEPENDENCYPART_ARC
(26,15),-1.97558 # DEPENDENCYPART_ARC
(26,16),-1.49901 # DEPENDENCYPART_ARC
(26,19),-1.48667 # DEPENDENCYPART_ARC
(26,20),-1.24261 # DEPENDENCYPART_ARC
(26,21),-1.04113 # DEPENDENCYPART_ARC
(26,22),-1.41812 # DEPENDENCYPART_ARC
(26,23),-0.713745 # DEPENDENCYPART_ARC
(26,24),0.0750404 # DEPENDENCYPART_ARC
(26,25),1.58454 # DEPENDENCYPART_ARC
(26,27),-0.0201681 # DEPENDENCYPART_ARC
(26,28),-1.32324 # DEPENDENCYPART_ARC
(26,29),-1.4879 # DEPENDENCYPART_ARC
(26,30),-1.23616 # DEPENDENCYPART_ARC
(27,26),-0.740205 # DEPENDENCYPART_ARC
(27,28),0.0584529 # DEPENDENCYPART_ARC
(27,29),-0.455166 # DEPENDENCYPART_ARC
(28,26),-1.45051 # DEPENDENCYPART_ARC
(28,29),-0.444118 # DEPENDENCYPART_ARC
(29,24),-1.82912 # DEPENDENCYPART_ARC
(29,25),-1.24625 # DEPENDENCYPART_ARC
(29,26),-1.15749 # DEPENDENCYPART_ARC
(29,28),0.728124 # DEPENDENCYPART_ARC
(29,30),-0.363128 # DEPENDENCYPART_ARC
(30,29),-0.507061 # DEPENDENCYPART_ARC
(0,4),(0,8),-0.059229 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.146676 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.12252 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0019082 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.157326 # DEPENDENCYPART_SIBL
(2,1),(2,30),0.013021 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.101225 # DEPENDENCYPART_SIBL
(2,3),(2,30),0.0249718 # DEPENDENCYPART_SIBL
(2,5),(2,30),-0.0339861 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.117498 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0062145 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.150868 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0326962 # DEPENDENCYPART_SIBL
(3,1),(3,30),0.00681112 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.015706 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.169004 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0101778 # DEPENDENCYPART_SIBL
(3,2),(3,30),0.0521684 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.108018 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0366158 # DEPENDENCYPART_SIBL
(3,4),(3,30),0.00872401 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0146109 # DEPENDENCYPART_SIBL
(3,5),(3,30),-0.0306939 # DEPENDENCYPART_SIBL
(3,6),(3,30),-0.0120188 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.10089 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.100258 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.172427 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0113364 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0236477 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0166786 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.00112731 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0117195 # DEPENDENCYPART_SIBL
(4,1),(4,30),0.0595887 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0693153 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.187721 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00833954 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0385803 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0785751 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0339797 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0079574 # DEPENDENCYPART_SIBL
(4,2),(4,30),0.102103 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.182163 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00286922 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0282508 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0682405 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0247019 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00248708 # DEPENDENCYPART_SIBL
(4,3),(4,30),0.107028 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0146543 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0745511 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0645232 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.182403 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0146783 # DEPENDENCYPART_SIBL
(4,5),(4,30),-0.0133795 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0135026 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.00763348 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.017424 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0144493 # DEPENDENCYPART_SIBL
(4,6),(4,30),0.00439135 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.109008 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0680907 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0638107 # DEPENDENCYPART_SIBL
(4,7),(4,30),0.0929076 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0184039 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0519816 # DEPENDENCYPART_SIBL
(4,8),(4,30),0.0867151 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0123106 # DEPENDENCYPART_SIBL
(4,9),(4,30),0.0722208 # DEPENDENCYPART_SIBL
(4,10),(4,30),0.00437961 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0469905 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.107758 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00351603 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0863027 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.02253 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0225417 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0350446 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.119038 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0456595 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.154212 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.12507 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0553647 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.168748 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0483557 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0258796 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0637036 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.211325 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.194684 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.226719 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0674986 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.119667 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.25695 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0160538 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.104195 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.158641 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0721347 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.106611 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0174606 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0730036 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.218465 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0484064 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.218465 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0101146 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.0407285 # DEPENDENCYPART_SIBL
(8,1),(8,27),-0.0200571 # DEPENDENCYPART_SIBL
(8,1),(8,28),0.0452645 # DEPENDENCYPART_SIBL
(8,1),(8,30),0.0720416 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.100566 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.1326 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0292846 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0821396 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.197067 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0288518 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0379113 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0693963 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0216772 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0403258 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0722511 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0447309 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.114284 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0181879 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.114284 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0395978 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0102575 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.070213 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.00477717 # DEPENDENCYPART_SIBL
(8,2),(8,30),0.0314785 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.125044 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0254902 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0783571 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.192253 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0407375 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.029566 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0540302 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0142416 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0319804 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0847117 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.032024 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0725378 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0265584 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0725378 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0480894 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.00244955 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.0822645 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0122126 # DEPENDENCYPART_SIBL
(8,3),(8,30),0.0307126 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0289487 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0764716 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.197227 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0433854 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0287469 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0525002 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0126304 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0311611 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0853445 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0351359 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0673397 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0273825 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0673397 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0487513 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.000663229 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.0848808 # DEPENDENCYPART_SIBL
(8,4),(8,28),-0.0138239 # DEPENDENCYPART_SIBL
(8,4),(8,30),0.02565 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0565621 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0693417 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.016007 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0267986 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0195033 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0292707 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0287583 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00855686 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0137387 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00238396 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0110043 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.00238396 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0463944 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.040177 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.020902 # DEPENDENCYPART_SIBL
(8,5),(8,28),0.00171514 # DEPENDENCYPART_SIBL
(8,5),(8,30),0.162532 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00363488 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0680247 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0146703 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00808644 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0806479 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0216884 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0264508 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0229271 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0264163 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00256062 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0264163 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0306683 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0258545 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.0630973 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.0307034 # DEPENDENCYPART_SIBL
(8,6),(8,30),0.0280809 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0246076 # DEPENDENCYPART_SIBL
