# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(20,17),-1.12303 # DEPENDENCYPART_ARC
(20,18),0.222217 # DEPENDENCYPART_ARC
(20,19),1.51055 # DEPENDENCYPART_ARC
(20,21),-0.2542 # DEPENDENCYPART_ARC
(20,22),-1.08279 # DEPENDENCYPART_ARC
(20,24),-1.38062 # DEPENDENCYPART_ARC
(21,16),-1.95019 # DEPENDENCYPART_ARC
(21,18),-1.51261 # DEPENDENCYPART_ARC
(21,19),-1.72336 # DEPENDENCYPART_ARC
(21,20),-0.759601 # DEPENDENCYPART_ARC
(21,22),0.973711 # DEPENDENCYPART_ARC
(21,23),-0.840921 # DEPENDENCYPART_ARC
(21,24),-0.805359 # DEPENDENCYPART_ARC
(22,18),-1.62816 # DEPENDENCYPART_ARC
(22,19),-1.27144 # DEPENDENCYPART_ARC
(22,20),-1.44714 # DEPENDENCYPART_ARC
(22,23),0.254224 # DEPENDENCYPART_ARC
(22,24),0.071212 # DEPENDENCYPART_ARC
(22,25),-0.958486 # DEPENDENCYPART_ARC
(24,2),-1.96952 # DEPENDENCYPART_ARC
(24,3),-2.12274 # DEPENDENCYPART_ARC
(24,6),-1.53504 # DEPENDENCYPART_ARC
(24,8),-1.58698 # DEPENDENCYPART_ARC
(24,13),-1.84708 # DEPENDENCYPART_ARC
(24,14),-1.25874 # DEPENDENCYPART_ARC
(24,16),-1.54106 # DEPENDENCYPART_ARC
(24,17),-1.48293 # DEPENDENCYPART_ARC
(24,18),-0.878185 # DEPENDENCYPART_ARC
(24,19),-0.749425 # DEPENDENCYPART_ARC
(24,20),-0.887409 # DEPENDENCYPART_ARC
(24,21),-1.11107 # DEPENDENCYPART_ARC
(24,22),-0.406472 # DEPENDENCYPART_ARC
(24,23),1.58372 # DEPENDENCYPART_ARC
(0,12),(0,15),-0.246141 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0158852 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.00247379 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.0158992 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.0459369 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.00247379 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.00262059 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0158376 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0458727 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.00262059 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0641984 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.116681 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0285807 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.0458983 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.00617378 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.0170054 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0499054 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.135912 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0525341 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.051876 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.170152 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0257592 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0646089 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.226676 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.135912 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0741994 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.0656063 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.00104894 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0159309 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0171599 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.102167 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0260492 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0336757 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0518296 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.00104894 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0144819 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.00250592 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0663626 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0625814 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0467937 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.046671 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0306768 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.109632 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0255052 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0396419 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0171393 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0157537 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.100705 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0245009 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.02982 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.047974 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.00116534 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0106263 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.00135498 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.10219 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0260721 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0337012 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0518552 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.00984331 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.0145075 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.00256696 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0651841 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.060072 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0606385 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0611768 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0688142 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.0400083 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.027472 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.00688416 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.00588177 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0204044 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0254223 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.135681 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0104173 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.113218 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.0135081 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0177889 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.157077 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0258436 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0396419 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0171393 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.00787906 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0653671 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.147752 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0644304 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0637723 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.175701 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0313077 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0717591 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.235364 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.147752 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0813496 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0711549 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0668592 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0304076 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0819035 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.0575326 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.122541 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0581352 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0574772 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.18685 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0301045 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0688079 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.229341 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.122541 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0783946 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0669985 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0681329 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0295747 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0789485 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0622673 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0688002 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0650191 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0443568 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0491079 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0363088 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.11757 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0316677 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0452739 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0195762 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0882179 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.00425075 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0455538 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0960506 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0141717 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0991237 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0229191 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0258702 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0417184 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.00684796 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.00667645 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.000226764 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.00072688 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0429177 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0239877 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.0119741 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.100608 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0244903 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0297514 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0455996 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.00416069 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0105576 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.000985216 # DEPENDENCYPART_SIBL
(3,6),(3,16),-2.70548e-05 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0444433 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0278688 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.0107535 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0651841 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0584835 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0575126 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0586788 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0672257 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0400083 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.00282932 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.0153436 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0566086 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.00874346 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0258835 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.00375823 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.00837978 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0188159 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0254223 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.00577205 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0299625 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0240511 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.000223793 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.132524 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0130068 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.111599 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0134772 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.000354187 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0206702 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.116507 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.018594 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0203789 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.155457 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0258123 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0195407 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0273284 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.160366 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.0295072 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0452739 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0195762 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0882179 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.00425075 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0455538 # DEPENDENCYPART_SIBL
(3,11),(3,24),0.0960506 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.00784809 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.00209689 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0146822 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.105345 # DEPENDENCYPART_SIBL
(3,14),(3,24),-0.00371072 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0465473 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.00828621 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0106869 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.0412249 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.00815065 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.0581096 # DEPENDENCYPART_SIBL
(3,16),(3,24),0.0601942 # DEPENDENCYPART_SIBL
(3,17),(3,20),0.0192069 # DEPENDENCYPART_SIBL
(3,17),(3,24),0.0452085 # DEPENDENCYPART_SIBL
(3,20),(3,24),-0.0137035 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.065295 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0626644 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0601176 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0624006 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.18473 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.144383 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.06779 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0691666 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0653282 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0561055 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.195879 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.119172 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0636336 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0646676 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0285996 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.173637 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0624846 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.042954 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.114119 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.696226 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0554932 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0369666 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0938159 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0235436 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00217913 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0769273 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0404613 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.00627625 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0666836 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.064053 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0632869 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0602085 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.174322 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0299329 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0690243 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.232629 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.14832 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0786149 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0695916 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0705551 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0684975 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0667106 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.185471 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0287296 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0660732 # DEPENDENCYPART_SIBL
