# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,4,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(15,19),-0.694451 # DEPENDENCYPART_ARC
(15,20),-1.09551 # DEPENDENCYPART_ARC
(15,21),-1.22476 # DEPENDENCYPART_ARC
(15,22),-1.11014 # DEPENDENCYPART_ARC
(16,15),-0.607578 # DEPENDENCYPART_ARC
(17,13),-1.85855 # DEPENDENCYPART_ARC
(17,15),-0.675606 # DEPENDENCYPART_ARC
(17,16),1.15935 # DEPENDENCYPART_ARC
(17,18),-0.00270433 # DEPENDENCYPART_ARC
(17,19),-1.19931 # DEPENDENCYPART_ARC
(17,21),-1.83896 # DEPENDENCYPART_ARC
(17,22),-1.58273 # DEPENDENCYPART_ARC
(19,21),-1.43568 # DEPENDENCYPART_ARC
(20,15),-2.12003 # DEPENDENCYPART_ARC
(20,16),-1.82904 # DEPENDENCYPART_ARC
(20,17),-1.43849 # DEPENDENCYPART_ARC
(20,18),-1.79166 # DEPENDENCYPART_ARC
(20,19),-0.426584 # DEPENDENCYPART_ARC
(20,21),-0.47587 # DEPENDENCYPART_ARC
(21,16),-1.25309 # DEPENDENCYPART_ARC
(21,17),-0.956901 # DEPENDENCYPART_ARC
(21,18),-1.54612 # DEPENDENCYPART_ARC
(21,19),-0.925973 # DEPENDENCYPART_ARC
(21,20),1.57496 # DEPENDENCYPART_ARC
(22,1),-0.764319 # DEPENDENCYPART_ARC
(22,2),-1.39366 # DEPENDENCYPART_ARC
(22,3),-2.59541 # DEPENDENCYPART_ARC
(22,4),-1.04045 # DEPENDENCYPART_ARC
(22,5),-2.0012 # DEPENDENCYPART_ARC
(22,6),-1.57158 # DEPENDENCYPART_ARC
(22,7),-1.93056 # DEPENDENCYPART_ARC
(22,8),-2.2914 # DEPENDENCYPART_ARC
(22,9),-1.03421 # DEPENDENCYPART_ARC
(22,10),-1.57799 # DEPENDENCYPART_ARC
(22,11),-2.1528 # DEPENDENCYPART_ARC
(22,12),-1.35723 # DEPENDENCYPART_ARC
(22,13),-1.96102 # DEPENDENCYPART_ARC
(22,14),-1.12418 # DEPENDENCYPART_ARC
(22,15),-1.41929 # DEPENDENCYPART_ARC
(22,16),-1.5151 # DEPENDENCYPART_ARC
(22,17),-1.34977 # DEPENDENCYPART_ARC
(22,18),-0.827615 # DEPENDENCYPART_ARC
(22,19),-0.666882 # DEPENDENCYPART_ARC
(22,20),-0.955816 # DEPENDENCYPART_ARC
(22,21),0.149669 # DEPENDENCYPART_ARC
(22,23),1.43038 # DEPENDENCYPART_ARC
(0,4),(0,9),-0.143514 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.220784 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.223274 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0161628 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0231407 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.000945321 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0236979 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0149877 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.021395 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0100854 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0196604 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.00295465 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0273068 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0164715 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.00682153 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.013569 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.00679359 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0226526 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0358165 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0485796 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.00788107 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.048568 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00494168 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0214254 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.106899 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0234683 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0174334 # DEPENDENCYPART_SIBL
(2,7),(2,10),-2.92804e-05 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0105296 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.00658983 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.0488216 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.0254958 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0333335 # DEPENDENCYPART_SIBL
(3,2),(3,5),-8.65683e-05 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0436542 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0245353 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.107893 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0558283 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0226936 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.016441 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0578411 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0302123 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.045748 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0425744 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00930799 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0501107 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0369136 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0396984 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0425744 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.00486899 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0400909 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.0501044 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.045748 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.591864 # DEPENDENCYPART_SIBL
(4,1),(4,21),0.0908575 # DEPENDENCYPART_SIBL
(4,1),(4,22),-0.0282858 # DEPENDENCYPART_SIBL
(4,1),(4,23),0.186977 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0288119 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0159917 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.149126 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.228991 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.044484 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0505911 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0270128 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0369681 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.038797 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.044484 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0407885 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.237929 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.128575 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.228991 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0413551 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0392365 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.0617258 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.317465 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0324002 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0235866 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0347853 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.124106 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0377492 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.129197 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.105214 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.00842233 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.124106 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0152102 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0563731 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0394192 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0347853 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.062148 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0112688 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0120765 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.0209974 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0162637 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0486357 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.027497 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0459139 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0934848 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0197029 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.00123213 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.027497 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0452881 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.000584378 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.0195403 # DEPENDENCYPART_SIBL
(4,5),(4,18),0.0486357 # DEPENDENCYPART_SIBL
(4,5),(4,19),0.0966848 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.00161379 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.00424051 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.0592953 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0185519 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0785872 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.00368586 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0849419 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0726577 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0374689 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0785872 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.000567171 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0677714 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0657307 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0185519 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0438296 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.0614626 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0740037 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.018085 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0587647 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0729349 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0107411 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0512966 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0138996 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0587647 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0674517 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0319076 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0282718 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0295668 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0470719 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.0114829 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.082877 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0591039 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0255429 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0420265 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0340657 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0369525 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0382896 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0269872 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.00175948 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.052648 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0360028 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0738391 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0172032 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.0411003 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0277643 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.04254 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0385538 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0200905 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0446608 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0246735 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.023816 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0288498 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.00530023 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0217071 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.030766 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0782171 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.00100474 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0462205 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.00120221 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.05145 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0205989 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.00894357 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0309009 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0230553 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0147454 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.0273206 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0402624 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0227157 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0326185 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0331706 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0501062 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.00523567 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0439655 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0361615 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0703561 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0103051 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0361134 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.00788475 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0466576 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0655025 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0139781 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0363788 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0736653 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0615775 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.00873536 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0322674 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.0204496 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0269872 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.00175948 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.052648 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0360028 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0738391 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0172032 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0411003 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0277643 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0197583 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0232445 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.00313414 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0164348 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0237586 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0711625 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0082303 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0469362 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0396654 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.00981096 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0351408 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.0590047 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0217939 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0627686 # DEPENDENCYPART_SIBL
(4,17),(4,19),0.00480095 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.00999011 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.00080181 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.0527235 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0470719 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0114829 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.082877 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0591039 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.00368511 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0712921 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0405843 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0417117 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0265061 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0463158 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0382209 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0120612 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0165615 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.031705 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.077425 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0218599 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0188496 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0249806 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0186425 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.136016 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0147622 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0201677 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00989617 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0583541 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0598657 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00191886 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.042697 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.050601 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.000768396 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.134411 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0345978 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0089133 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0358094 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0541091 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.076043 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.021199 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0597077 # DEPENDENCYPART_SIBL
