# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(6,18),-1.84182 # DEPENDENCYPART_ARC
(7,1),-1.52357 # DEPENDENCYPART_ARC
(7,2),-1.63477 # DEPENDENCYPART_ARC
(7,3),-1.823 # DEPENDENCYPART_ARC
(7,4),-1.60502 # DEPENDENCYPART_ARC
(7,5),-1.07085 # DEPENDENCYPART_ARC
(7,6),-0.251749 # DEPENDENCYPART_ARC
(7,8),-0.315459 # DEPENDENCYPART_ARC
(7,9),-1.30642 # DEPENDENCYPART_ARC
(7,10),-1.74212 # DEPENDENCYPART_ARC
(7,11),-1.33191 # DEPENDENCYPART_ARC
(7,12),-1.65231 # DEPENDENCYPART_ARC
(7,13),-1.87511 # DEPENDENCYPART_ARC
(7,14),-2.173 # DEPENDENCYPART_ARC
(7,16),-1.7988 # DEPENDENCYPART_ARC
(7,17),-2.35152 # DEPENDENCYPART_ARC
(8,9),-0.369824 # DEPENDENCYPART_ARC
(9,1),-1.98532 # DEPENDENCYPART_ARC
(9,2),-2.06236 # DEPENDENCYPART_ARC
(9,4),-1.69469 # DEPENDENCYPART_ARC
(9,6),-1.43092 # DEPENDENCYPART_ARC
(9,7),-1.38487 # DEPENDENCYPART_ARC
(9,8),-0.34775 # DEPENDENCYPART_ARC
(9,10),0.0430256 # DEPENDENCYPART_ARC
(9,11),-0.842524 # DEPENDENCYPART_ARC
(9,12),-1.05601 # DEPENDENCYPART_ARC
(9,13),-1.28351 # DEPENDENCYPART_ARC
(9,14),-1.65947 # DEPENDENCYPART_ARC
(9,15),-1.37788 # DEPENDENCYPART_ARC
(9,16),-1.73638 # DEPENDENCYPART_ARC
(9,17),-1.98404 # DEPENDENCYPART_ARC
(9,18),-1.46764 # DEPENDENCYPART_ARC
(10,1),-1.63543 # DEPENDENCYPART_ARC
(10,2),-1.73409 # DEPENDENCYPART_ARC
(10,6),-1.58353 # DEPENDENCYPART_ARC
(10,7),-1.07636 # DEPENDENCYPART_ARC
(10,8),-1.18329 # DEPENDENCYPART_ARC
(10,9),0.193556 # DEPENDENCYPART_ARC
(10,11),-0.491235 # DEPENDENCYPART_ARC
(10,12),-1.43696 # DEPENDENCYPART_ARC
(11,10),-0.84871 # DEPENDENCYPART_ARC
(11,12),-0.446434 # DEPENDENCYPART_ARC
(11,13),-1.42205 # DEPENDENCYPART_ARC
(12,9),-2.11318 # DEPENDENCYPART_ARC
(12,10),-1.70229 # DEPENDENCYPART_ARC
(12,13),-0.279007 # DEPENDENCYPART_ARC
(12,14),-1.11109 # DEPENDENCYPART_ARC
(12,15),-1.36304 # DEPENDENCYPART_ARC
(12,16),-1.57768 # DEPENDENCYPART_ARC
(12,17),-1.76135 # DEPENDENCYPART_ARC
(12,18),-1.55197 # DEPENDENCYPART_ARC
(13,1),-1.76259 # DEPENDENCYPART_ARC
(13,2),-2.25861 # DEPENDENCYPART_ARC
(13,3),-1.69062 # DEPENDENCYPART_ARC
(13,4),-1.7847 # DEPENDENCYPART_ARC
(13,5),-1.32728 # DEPENDENCYPART_ARC
(13,6),-1.55926 # DEPENDENCYPART_ARC
(13,7),-1.87172 # DEPENDENCYPART_ARC
(13,8),-1.87491 # DEPENDENCYPART_ARC
(13,9),-1.00766 # DEPENDENCYPART_ARC
(13,10),-1.01325 # DEPENDENCYPART_ARC
(13,11),-0.923746 # DEPENDENCYPART_ARC
(13,12),1.38278 # DEPENDENCYPART_ARC
(13,14),0.289429 # DEPENDENCYPART_ARC
(13,15),-1.1979 # DEPENDENCYPART_ARC
(13,16),-1.15523 # DEPENDENCYPART_ARC
(13,17),-1.31832 # DEPENDENCYPART_ARC
(13,18),-1.39564 # DEPENDENCYPART_ARC
(14,7),-1.71077 # DEPENDENCYPART_ARC
(14,8),-1.83022 # DEPENDENCYPART_ARC
(14,9),-1.56612 # DEPENDENCYPART_ARC
(14,10),-1.3752 # DEPENDENCYPART_ARC
(14,11),-1.25784 # DEPENDENCYPART_ARC
(14,12),-1.25944 # DEPENDENCYPART_ARC
(14,13),-0.208345 # DEPENDENCYPART_ARC
(14,15),-0.265456 # DEPENDENCYPART_ARC
(14,16),-1.14035 # DEPENDENCYPART_ARC
(14,17),-1.707 # DEPENDENCYPART_ARC
(15,14),-0.617145 # DEPENDENCYPART_ARC
(15,16),-0.233746 # DEPENDENCYPART_ARC
(15,17),-1.21904 # DEPENDENCYPART_ARC
(16,14),-1.89486 # DEPENDENCYPART_ARC
(16,15),-0.576009 # DEPENDENCYPART_ARC
(16,17),0.46101 # DEPENDENCYPART_ARC
(16,18),-0.911754 # DEPENDENCYPART_ARC
(17,10),-1.95086 # DEPENDENCYPART_ARC
(17,14),-1.34925 # DEPENDENCYPART_ARC
(17,15),-1.39891 # DEPENDENCYPART_ARC
(17,16),-0.155629 # DEPENDENCYPART_ARC
(17,18),-0.700849 # DEPENDENCYPART_ARC
(18,17),-0.69928 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.033577 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0582781 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0582781 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.126905 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0762956 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0456343 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.0221155 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.0220408 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0254648 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0193527 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0218206 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0534546 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0501252 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0615214 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.0334097 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0513795 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0629295 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.034151 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0794029 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0459297 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.0633998 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.158513 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.158096 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.12473 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.132449 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.111448 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0616696 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0363597 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.112006 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.00883146 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.112429 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.132449 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.112006 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.0616696 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.00819729 # DEPENDENCYPART_SIBL
(1,2),(1,17),0.112006 # DEPENDENCYPART_SIBL
(1,2),(1,18),0.443127 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0152581 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.00429038 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.00754979 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0152554 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0108513 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0103648 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.0154836 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.0346124 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.00738143 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.00754979 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.0154836 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.0108513 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.032909 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.0154836 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.0394941 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0053557 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.00888795 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.0147542 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.00398406 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0108228 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0149882 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0340874 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.00863806 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.00888795 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0149882 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.00398406 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.0339609 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.0149882 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.041984 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0378178 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0194456 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.02657 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0259005 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.01923 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.017513 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.0376223 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.0378178 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.01923 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.02657 # DEPENDENCYPART_SIBL
(1,5),(1,16),-0.0433435 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.01923 # DEPENDENCYPART_SIBL
(1,5),(1,18),0.0126389 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0196479 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.0022107 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0224317 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.0192637 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0313083 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.0203229 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.0131319 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0192637 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.0022107 # DEPENDENCYPART_SIBL
(1,6),(1,16),-0.0160815 # DEPENDENCYPART_SIBL
(1,6),(1,17),-0.0192637 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.0584079 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.0129332 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0399287 # DEPENDENCYPART_SIBL
(1,7),(1,10),0.00823168 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.00773389 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.0040001 # DEPENDENCYPART_SIBL
(1,7),(1,13),0.007466 # DEPENDENCYPART_SIBL
(1,7),(1,14),0.00823168 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.0129332 # DEPENDENCYPART_SIBL
(1,7),(1,16),-0.00203952 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.00823168 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.0170212 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.00942116 # DEPENDENCYPART_SIBL
(1,8),(1,10),0.0286901 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0744608 # DEPENDENCYPART_SIBL
(1,8),(1,12),0.0575903 # DEPENDENCYPART_SIBL
(1,8),(1,13),0.0418027 # DEPENDENCYPART_SIBL
(1,8),(1,14),0.0286901 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.046459 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.00254231 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0286901 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.00785835 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.0209046 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0276843 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0204972 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.0170776 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0209046 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.00778318 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.0295193 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0209046 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.0525345 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.00744034 # DEPENDENCYPART_SIBL
(1,10),(1,12),0.00422582 # DEPENDENCYPART_SIBL
(1,10),(1,13),0.00706378 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.00868467 # DEPENDENCYPART_SIBL
(1,10),(1,15),-0.0103376 # DEPENDENCYPART_SIBL
(1,10),(1,16),-0.00159748 # DEPENDENCYPART_SIBL
(1,10),(1,17),0.00868467 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.017828 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.105607 # DEPENDENCYPART_SIBL
(1,11),(1,13),0.126797 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0759037 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.0692522 # DEPENDENCYPART_SIBL
(1,11),(1,16),-0.022216 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.0759037 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.340859 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.0210899 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.0183289 # DEPENDENCYPART_SIBL
(1,12),(1,15),-0.000453448 # DEPENDENCYPART_SIBL
(1,12),(1,16),-0.0279372 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0183289 # DEPENDENCYPART_SIBL
(1,12),(1,18),0.0681292 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.0192637 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.0022107 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.0160815 # DEPENDENCYPART_SIBL
(1,13),(1,17),-0.0192637 # DEPENDENCYPART_SIBL
(1,13),(1,18),0.0584079 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.0103376 # DEPENDENCYPART_SIBL
(1,14),(1,16),-0.00159748 # DEPENDENCYPART_SIBL
(1,14),(1,17),0.00868467 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.017828 # DEPENDENCYPART_SIBL
(1,15),(1,16),-0.00254231 # DEPENDENCYPART_SIBL
(1,15),(1,17),0.0286901 # DEPENDENCYPART_SIBL
(1,15),(1,18),-0.00785835 # DEPENDENCYPART_SIBL
(1,16),(1,17),0.00632192 # DEPENDENCYPART_SIBL
(1,16),(1,18),-0.0299114 # DEPENDENCYPART_SIBL
(1,17),(1,18),0.017828 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0444014 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0444107 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.00265543 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0354812 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0330828 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0338319 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0107139 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0133367 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0170292 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0248957 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0183637 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0148129 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0110466 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0248957 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0148129 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0246157 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.00863138 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.020186 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0355665 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0396288 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0342137 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.188016 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0355665 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0342137 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.00924105 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00491727 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0379609 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0309409 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0103442 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.00935917 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.0379609 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0103442 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0239396 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0628359 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0486987 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.00298195 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.00442659 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0628359 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.00298195 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0467196 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0546548 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.00944131 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0664417 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.114967 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.00944131 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.0622032 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0434167 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0160425 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.000221727 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0434167 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0152064 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.164806 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0149482 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.00367944 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0141525 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0627114 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0315899 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.356987 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.00944131 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0622032 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0141525 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0107206 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.030224 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0159168 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0252231 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0173771 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0127209 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0309341 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0174576 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0111374 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0340904 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0252231 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0174576 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0127209 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0228714 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.00340673 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0212984 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0352306 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0386411 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0321292 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0120805 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0386411 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.188088 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0167488 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0352306 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0386411 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0321292 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.00750017 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0252899 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0059068 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0160736 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0206563 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0401254 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0163189 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0565071 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0392996 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0059068 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0163189 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0206563 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0403409 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0826057 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.071761 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.049245 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0524978 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0717605 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0245456 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0748127 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0826057 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0717605 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.049245 # DEPENDENCYPART_SIBL
(4,5),(4,18),0.0343997 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0570093 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0172227 # DEPENDENCYPART_SIBL
