# _root_ The new expiration date is the date on which DIG 's financing commitments , which total about $ 240 million , are to expire .
#goldHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
#predictedHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
(22,16),-1.42989 # DEPENDENCYPART_ARC
(22,17),-1.35435 # DEPENDENCYPART_ARC
(22,18),-1.13137 # DEPENDENCYPART_ARC
(22,19),-1.10992 # DEPENDENCYPART_ARC
(22,20),-0.898683 # DEPENDENCYPART_ARC
(22,21),0.446416 # DEPENDENCYPART_ARC
(22,23),1.03849 # DEPENDENCYPART_ARC
(22,24),-0.199807 # DEPENDENCYPART_ARC
(22,25),-0.0293093 # DEPENDENCYPART_ARC
(23,18),-1.90002 # DEPENDENCYPART_ARC
(23,24),1.00403 # DEPENDENCYPART_ARC
(23,25),-0.817716 # DEPENDENCYPART_ARC
(24,5),-1.62599 # DEPENDENCYPART_ARC
(24,8),-1.09567 # DEPENDENCYPART_ARC
(24,13),-1.35348 # DEPENDENCYPART_ARC
(24,15),-1.39705 # DEPENDENCYPART_ARC
(24,17),-1.45286 # DEPENDENCYPART_ARC
(24,18),-1.40115 # DEPENDENCYPART_ARC
(24,20),-1.22702 # DEPENDENCYPART_ARC
(24,21),-0.971193 # DEPENDENCYPART_ARC
(24,23),-0.00855033 # DEPENDENCYPART_ARC
(24,25),-0.541 # DEPENDENCYPART_ARC
(0,4),(0,5),-0.119149 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.0821319 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.0946831 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.165303 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.204924 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.174066 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.145588 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0208698 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0365441 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0365441 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0261233 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0488755 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0859061 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0439111 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0439111 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0816362 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.106933 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.145723 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0131949 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0305261 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.00309515 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.00870387 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0305261 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.00309515 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.00870387 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0284499 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.00744224 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0285347 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0209588 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0906491 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.12894 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.00420296 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0102342 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0737803 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.129907 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.117174 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0523219 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0895629 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.175217 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0289654 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0189215 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0159572 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.006197 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.030059 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.00238729 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.026187 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.00944993 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0104272 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0265825 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.103432 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.097061 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.100901 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.173251 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0817756 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.136837 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.145785 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.199952 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.286533 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.157578 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.182814 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.11921 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.145785 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0171739 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.12089 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.183156 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.11921 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0845975 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.230964 # DEPENDENCYPART_SIBL
(5,1),(5,25),-0.219102 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0373892 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0382705 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0631135 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00951131 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0653241 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0739907 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0310598 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0132846 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0263814 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0550009 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0553955 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0739907 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0666378 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0482816 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0344851 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0553955 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0880621 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.109319 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.0142755 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.258005 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0949889 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0538052 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0519968 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0647357 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.000211521 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.037603 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0192681 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00962779 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0223627 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0647357 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0182015 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0227377 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0253191 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.0223627 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.00472326 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0518082 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.000704507 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0864915 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0429906 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.041723 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0562378 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.008286 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0461009 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0275724 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.00113644 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0441391 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0562378 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.00994429 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.00917813 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0168214 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0441391 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0129805 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.043995 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.0204409 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0470491 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0943213 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0568046 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0929979 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0652452 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0764415 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0892056 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0470348 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0568046 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0628074 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0744229 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0774986 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0470348 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0516351 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0761967 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.158054 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0241272 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0340224 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.05998 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0118158 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0332433 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0943428 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00342465 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0340224 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00987808 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.014358 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0585355 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.00342465 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0170186 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0232931 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0152418 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0236385 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0348612 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0497036 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0336452 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0376508 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0229074 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0236385 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0126027 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.010685 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0355114 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0229074 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0106913 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0206778 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.000297651 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0587862 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0425487 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0496158 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0877463 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0734269 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.036047 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0208188 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0619536 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.05125 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0734269 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.00486687 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0304885 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.063504 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0625279 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0179107 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0596117 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.00389167 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0240545 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00392876 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0615439 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.00563796 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.00389167 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.00262086 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0359662 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.00251813 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.000724981 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0634327 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0485784 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.00119477 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.00769776 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0349232 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0842135 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0485784 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0128784 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0107466 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0314194 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.10018 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0258482 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0598989 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0299612 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.103947 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0847096 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0258482 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.000372094 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0231442 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0146979 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.00131116 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0433449 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.031317 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0441597 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0517247 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.00131116 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0257387 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.00367627 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.0609559 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0352018 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0722296 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0022993 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0196722 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0234152 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.096815 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.04691 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.000254243 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0208188 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0619536 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.05125 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0734269 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.00486687 # DEPENDENCYPART_SIBL
