# _root_ Per_tant , els que se sentin posseïts per aquesta tendència es mereixen tota la comprensió i el respecte , però l' han de dominar i no exercir -la en actes concrets .
#goldHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
#predictedHeads=6,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
(7,18),-1.22275 # DEPENDENCYPART_ARC
(7,19),-0.59267 # DEPENDENCYPART_ARC
(7,20),-0.182371 # DEPENDENCYPART_ARC
(7,23),-2.03767 # DEPENDENCYPART_ARC
(7,24),-1.12347 # DEPENDENCYPART_ARC
(7,25),-1.50781 # DEPENDENCYPART_ARC
(7,27),-1.31044 # DEPENDENCYPART_ARC
(7,29),-1.37328 # DEPENDENCYPART_ARC
(8,3),-1.6405 # DEPENDENCYPART_ARC
(8,6),-0.513704 # DEPENDENCYPART_ARC
(8,7),0.135912 # DEPENDENCYPART_ARC
(8,10),4.36588 # DEPENDENCYPART_ARC
(8,12),0.523431 # DEPENDENCYPART_ARC
(8,15),-2.46985 # DEPENDENCYPART_ARC
(8,16),-0.63331 # DEPENDENCYPART_ARC
(8,20),-1.94945 # DEPENDENCYPART_ARC
(8,23),-3.55932 # DEPENDENCYPART_ARC
(8,25),-1.90042 # DEPENDENCYPART_ARC
(10,1),-2.42129 # DEPENDENCYPART_ARC
(10,6),-3.06377 # DEPENDENCYPART_ARC
(10,7),-2.33988 # DEPENDENCYPART_ARC
(10,8),-0.451128 # DEPENDENCYPART_ARC
(10,9),2.86676 # DEPENDENCYPART_ARC
(10,12),-0.187143 # DEPENDENCYPART_ARC
(10,15),-2.89813 # DEPENDENCYPART_ARC
(10,16),-1.62503 # DEPENDENCYPART_ARC
(10,18),-2.64058 # DEPENDENCYPART_ARC
(12,1),0.709035 # DEPENDENCYPART_ARC
(12,2),0.472419 # DEPENDENCYPART_ARC
(12,3),-0.483001 # DEPENDENCYPART_ARC
(12,4),1.6235 # DEPENDENCYPART_ARC
(12,6),0.860952 # DEPENDENCYPART_ARC
(12,7),0.785147 # DEPENDENCYPART_ARC
(12,8),1.6572 # DEPENDENCYPART_ARC
(12,9),-0.748985 # DEPENDENCYPART_ARC
(12,10),1.43224 # DEPENDENCYPART_ARC
(12,11),4.10547 # DEPENDENCYPART_ARC
(12,15),1.78325 # DEPENDENCYPART_ARC
(12,16),1.52604 # DEPENDENCYPART_ARC
(12,18),0.359572 # DEPENDENCYPART_ARC
(12,19),1.45429 # DEPENDENCYPART_ARC
(12,20),2.91831 # DEPENDENCYPART_ARC
(12,21),-1.82196 # DEPENDENCYPART_ARC
(12,22),1.69605 # DEPENDENCYPART_ARC
(12,23),-0.156022 # DEPENDENCYPART_ARC
(12,24),0.670469 # DEPENDENCYPART_ARC
(12,25),1.51871 # DEPENDENCYPART_ARC
(12,27),0.540772 # DEPENDENCYPART_ARC
(12,29),-1.15605 # DEPENDENCYPART_ARC
(12,31),0.00728026 # DEPENDENCYPART_ARC
(12,32),7.0249 # DEPENDENCYPART_ARC
(13,15),0.707467 # DEPENDENCYPART_ARC
(14,13),3.81575 # DEPENDENCYPART_ARC
(14,15),-0.124931 # DEPENDENCYPART_ARC
(14,16),-1.02167 # DEPENDENCYPART_ARC
(14,17),-2.12905 # DEPENDENCYPART_ARC
(15,6),-2.72132 # DEPENDENCYPART_ARC
(15,8),-0.878074 # DEPENDENCYPART_ARC
(15,12),-1.13719 # DEPENDENCYPART_ARC
(15,13),1.66771 # DEPENDENCYPART_ARC
(15,14),2.6403 # DEPENDENCYPART_ARC
(15,16),2.66827 # DEPENDENCYPART_ARC
(15,18),1.79331 # DEPENDENCYPART_ARC
(15,19),0.419419 # DEPENDENCYPART_ARC
(15,20),0.536504 # DEPENDENCYPART_ARC
(15,21),-0.950309 # DEPENDENCYPART_ARC
(15,22),0.234713 # DEPENDENCYPART_ARC
(15,23),-0.749519 # DEPENDENCYPART_ARC
(15,24),0.194955 # DEPENDENCYPART_ARC
(15,27),-1.71888 # DEPENDENCYPART_ARC
(15,31),-3.00949 # DEPENDENCYPART_ARC
(15,32),2.90643 # DEPENDENCYPART_ARC
(17,16),-0.215772 # DEPENDENCYPART_ARC
(17,18),-1.34332 # DEPENDENCYPART_ARC
(18,6),-3.29596 # DEPENDENCYPART_ARC
(18,8),-0.945758 # DEPENDENCYPART_ARC
(18,12),-1.51646 # DEPENDENCYPART_ARC
(18,13),-0.717902 # DEPENDENCYPART_ARC
(18,14),-0.490165 # DEPENDENCYPART_ARC
(18,16),0.335758 # DEPENDENCYPART_ARC
(18,17),2.89757 # DEPENDENCYPART_ARC
(18,19),0.950068 # DEPENDENCYPART_ARC
(18,20),0.337249 # DEPENDENCYPART_ARC
(18,21),-0.823271 # DEPENDENCYPART_ARC
(18,22),-0.0789367 # DEPENDENCYPART_ARC
(18,23),-0.644973 # DEPENDENCYPART_ARC
(18,24),-0.526979 # DEPENDENCYPART_ARC
(18,25),-1.65035 # DEPENDENCYPART_ARC
(18,31),-2.02107 # DEPENDENCYPART_ARC
(19,18),-1.83928 # DEPENDENCYPART_ARC
(20,19),-0.586764 # DEPENDENCYPART_ARC
(21,20),-0.217526 # DEPENDENCYPART_ARC
(21,23),-1.52285 # DEPENDENCYPART_ARC
(21,24),-1.83837 # DEPENDENCYPART_ARC
(21,27),-3.30881 # DEPENDENCYPART_ARC
(22,2),-4.00877 # DEPENDENCYPART_ARC
(22,4),-3.79227 # DEPENDENCYPART_ARC
(22,15),-3.7326 # DEPENDENCYPART_ARC
(22,18),-3.76429 # DEPENDENCYPART_ARC
(22,19),-2.51788 # DEPENDENCYPART_ARC
(22,20),-1.36632 # DEPENDENCYPART_ARC
(22,21),0.369492 # DEPENDENCYPART_ARC
(22,23),0.36823 # DEPENDENCYPART_ARC
(22,24),-1.55264 # DEPENDENCYPART_ARC
(22,25),-0.839214 # DEPENDENCYPART_ARC
(22,27),-1.94243 # DEPENDENCYPART_ARC
(22,29),-1.85952 # DEPENDENCYPART_ARC
(22,32),0.776096 # DEPENDENCYPART_ARC
(23,14),-2.96039 # DEPENDENCYPART_ARC
(23,24),2.60075 # DEPENDENCYPART_ARC
(23,25),0.595343 # DEPENDENCYPART_ARC
(23,26),-1.47864 # DEPENDENCYPART_ARC
(23,27),-0.16518 # DEPENDENCYPART_ARC
(23,29),-1.17917 # DEPENDENCYPART_ARC
(24,1),-0.750536 # DEPENDENCYPART_ARC
(24,2),-0.560412 # DEPENDENCYPART_ARC
(24,4),-0.841068 # DEPENDENCYPART_ARC
(24,6),-0.358687 # DEPENDENCYPART_ARC
(24,7),0.0964179 # DEPENDENCYPART_ARC
(24,8),0.0751714 # DEPENDENCYPART_ARC
(24,10),-0.838864 # DEPENDENCYPART_ARC
(24,12),0.29761 # DEPENDENCYPART_ARC
(24,14),-0.615223 # DEPENDENCYPART_ARC
(24,15),-0.0347302 # DEPENDENCYPART_ARC
(24,16),-0.124844 # DEPENDENCYPART_ARC
(24,17),-0.935522 # DEPENDENCYPART_ARC
(24,18),0.435152 # DEPENDENCYPART_ARC
(24,19),0.394598 # DEPENDENCYPART_ARC
(24,20),1.18135 # DEPENDENCYPART_ARC
(24,21),2.80128 # DEPENDENCYPART_ARC
(24,22),4.64977 # DEPENDENCYPART_ARC
(24,23),3.93663 # DEPENDENCYPART_ARC
(24,25),2.15938 # DEPENDENCYPART_ARC
(24,26),0.250866 # DEPENDENCYPART_ARC
(24,27),2.88177 # DEPENDENCYPART_ARC
(24,28),1.17127 # DEPENDENCYPART_ARC
(24,29),1.4852 # DEPENDENCYPART_ARC
(24,31),-0.635546 # DEPENDENCYPART_ARC
(24,32),3.59186 # DEPENDENCYPART_ARC
(26,29),-2.68496 # DEPENDENCYPART_ARC
(27,1),-2.8678 # DEPENDENCYPART_ARC
(27,2),-1.84501 # DEPENDENCYPART_ARC
(27,6),-2.58801 # DEPENDENCYPART_ARC
(27,7),-1.78199 # DEPENDENCYPART_ARC
(27,8),-2.30419 # DEPENDENCYPART_ARC
(27,12),-2.11694 # DEPENDENCYPART_ARC
(27,14),-2.63692 # DEPENDENCYPART_ARC
(27,15),-2.64827 # DEPENDENCYPART_ARC
(27,18),-1.65781 # DEPENDENCYPART_ARC
(27,19),-0.387561 # DEPENDENCYPART_ARC
(27,20),-0.781775 # DEPENDENCYPART_ARC
(27,21),-0.34494 # DEPENDENCYPART_ARC
(27,22),0.870356 # DEPENDENCYPART_ARC
(27,23),-0.484631 # DEPENDENCYPART_ARC
(27,24),-0.618945 # DEPENDENCYPART_ARC
(27,25),0.423238 # DEPENDENCYPART_ARC
(27,26),3.03121 # DEPENDENCYPART_ARC
(27,28),3.21847 # DEPENDENCYPART_ARC
(27,29),2.89787 # DEPENDENCYPART_ARC
(27,30),1.03658 # DEPENDENCYPART_ARC
(27,31),0.21126 # DEPENDENCYPART_ARC
(27,32),1.72775 # DEPENDENCYPART_ARC
(28,26),-0.403764 # DEPENDENCYPART_ARC
(28,27),-0.741539 # DEPENDENCYPART_ARC
(28,29),-0.361745 # DEPENDENCYPART_ARC
(28,30),-0.486795 # DEPENDENCYPART_ARC
(28,31),-1.77513 # DEPENDENCYPART_ARC
(28,32),-0.157369 # DEPENDENCYPART_ARC
(29,25),-0.892429 # DEPENDENCYPART_ARC
(29,28),-0.497513 # DEPENDENCYPART_ARC
(29,30),4.91638 # DEPENDENCYPART_ARC
(29,31),0.0807429 # DEPENDENCYPART_ARC
(30,28),-3.11907 # DEPENDENCYPART_ARC
(30,31),3.53376 # DEPENDENCYPART_ARC
(31,29),0.300355 # DEPENDENCYPART_ARC
