# _root_ L' any_1998 , Manzanares va concedir més de 1.600 permisos , 600 dels quals van ser en el darrer trimestre .
#goldHeads=2,6,2,6,6,0,8,10,8,6,16,16,12,13,16,10,16,20,20,17,6,
#predictedHeads=2,6,2,6,6,0,8,10,8,6,6,16,12,13,16,6,16,20,20,17,6,
(10,9),2.59032 # DEPENDENCYPART_ARC
(10,11),0.590359 # DEPENDENCYPART_ARC
(10,12),0.442907 # DEPENDENCYPART_ARC
(10,13),0.349884 # DEPENDENCYPART_ARC
(10,15),1.37833 # DEPENDENCYPART_ARC
(10,16),0.748977 # DEPENDENCYPART_ARC
(10,20),-2.02749 # DEPENDENCYPART_ARC
(10,21),0.421851 # DEPENDENCYPART_ARC
(11,10),-1.4796 # DEPENDENCYPART_ARC
(12,7),0.165377 # DEPENDENCYPART_ARC
(12,8),0.167075 # DEPENDENCYPART_ARC
(12,10),-0.00160694 # DEPENDENCYPART_ARC
(12,11),1.18419 # DEPENDENCYPART_ARC
(12,13),2.21596 # DEPENDENCYPART_ARC
(12,15),1.40783 # DEPENDENCYPART_ARC
(12,17),-0.33262 # DEPENDENCYPART_ARC
(12,20),-0.581976 # DEPENDENCYPART_ARC
(12,21),0.769271 # DEPENDENCYPART_ARC
(13,6),-2.6945 # DEPENDENCYPART_ARC
(13,8),-1.74106 # DEPENDENCYPART_ARC
(13,11),-1.07124 # DEPENDENCYPART_ARC
(13,12),-1.17572 # DEPENDENCYPART_ARC
(13,14),4.22787 # DEPENDENCYPART_ARC
(13,15),2.21429 # DEPENDENCYPART_ARC
(13,16),0.337488 # DEPENDENCYPART_ARC
(13,17),-1.78026 # DEPENDENCYPART_ARC
(13,20),-2.18595 # DEPENDENCYPART_ARC
(13,21),-1.63971 # DEPENDENCYPART_ARC
(14,13),1.79301 # DEPENDENCYPART_ARC
(14,16),-1.3883 # DEPENDENCYPART_ARC
(14,17),-1.34775 # DEPENDENCYPART_ARC
(15,4),-2.6629 # DEPENDENCYPART_ARC
(15,13),-1.76655 # DEPENDENCYPART_ARC
(15,14),-0.75435 # DEPENDENCYPART_ARC
(15,16),0.573217 # DEPENDENCYPART_ARC
(15,17),-0.103739 # DEPENDENCYPART_ARC
(15,21),0.29741 # DEPENDENCYPART_ARC
(16,3),-1.52624 # DEPENDENCYPART_ARC
(16,4),0.675015 # DEPENDENCYPART_ARC
(16,5),1.4199 # DEPENDENCYPART_ARC
(16,6),-1.25534 # DEPENDENCYPART_ARC
(16,7),-1.72621 # DEPENDENCYPART_ARC
(16,8),-1.7935 # DEPENDENCYPART_ARC
(16,9),-0.73002 # DEPENDENCYPART_ARC
(16,10),0.16314 # DEPENDENCYPART_ARC
(16,11),0.71129 # DEPENDENCYPART_ARC
(16,12),0.636781 # DEPENDENCYPART_ARC
(16,13),0.561411 # DEPENDENCYPART_ARC
(16,14),1.1237 # DEPENDENCYPART_ARC
(16,15),5.35694 # DEPENDENCYPART_ARC
(16,17),3.08726 # DEPENDENCYPART_ARC
(16,19),-0.345479 # DEPENDENCYPART_ARC
(16,20),1.16223 # DEPENDENCYPART_ARC
(16,21),2.71144 # DEPENDENCYPART_ARC
(17,6),-2.37565 # DEPENDENCYPART_ARC
(17,16),-0.382118 # DEPENDENCYPART_ARC
(17,18),-1.29301 # DEPENDENCYPART_ARC
(17,19),1.05746 # DEPENDENCYPART_ARC
(17,20),3.44194 # DEPENDENCYPART_ARC
(17,21),-0.128684 # DEPENDENCYPART_ARC
(18,19),0.0198797 # DEPENDENCYPART_ARC
(19,18),0.887029 # DEPENDENCYPART_ARC
(19,20),1.16914 # DEPENDENCYPART_ARC
(20,3),-0.725675 # DEPENDENCYPART_ARC
(20,6),-3.32432 # DEPENDENCYPART_ARC
(20,7),-1.05272 # DEPENDENCYPART_ARC
(20,8),-0.505665 # DEPENDENCYPART_ARC
(20,10),-2.38326 # DEPENDENCYPART_ARC
(20,13),0.161805 # DEPENDENCYPART_ARC
(20,15),-2.80464 # DEPENDENCYPART_ARC
(20,17),0.766833 # DEPENDENCYPART_ARC
(20,18),3.25688 # DEPENDENCYPART_ARC
(20,19),4.69813 # DEPENDENCYPART_ARC
(20,21),-0.0632433 # DEPENDENCYPART_ARC
