# _root_ `` It seems computers as hobbies have waned , '' says Ian Brightman , Beseler 's chairman and chief executive officer .
#goldHeads=3,3,11,7,4,5,3,7,3,3,0,13,11,13,17,15,13,17,21,21,18,11,
#predictedHeads=11,3,11,3,3,7,5,7,11,11,0,13,11,13,17,15,13,17,21,21,18,11,
(5,4),-1.41909 # DEPENDENCYPART_ARC
(5,6),0.819813 # DEPENDENCYPART_ARC
(5,7),0.716254 # DEPENDENCYPART_ARC
(5,8),-1.21318 # DEPENDENCYPART_ARC
(5,9),-1.48858 # DEPENDENCYPART_ARC
(5,10),-1.52027 # DEPENDENCYPART_ARC
(5,11),-1.07813 # DEPENDENCYPART_ARC
(5,13),-2.92101 # DEPENDENCYPART_ARC
(5,14),-1.75922 # DEPENDENCYPART_ARC
(5,18),-2.42733 # DEPENDENCYPART_ARC
(6,1),-2.4283 # DEPENDENCYPART_ARC
(6,2),-2.85839 # DEPENDENCYPART_ARC
(6,4),-0.864384 # DEPENDENCYPART_ARC
(6,5),-1.00046 # DEPENDENCYPART_ARC
(6,7),-0.86244 # DEPENDENCYPART_ARC
(6,8),-1.12592 # DEPENDENCYPART_ARC
(6,9),-1.33893 # DEPENDENCYPART_ARC
(6,10),-1.48211 # DEPENDENCYPART_ARC
(6,11),-1.55926 # DEPENDENCYPART_ARC
(7,1),-1.48977 # DEPENDENCYPART_ARC
(7,2),-1.79036 # DEPENDENCYPART_ARC
(7,3),-1.68036 # DEPENDENCYPART_ARC
(7,4),0.242892 # DEPENDENCYPART_ARC
(7,5),-1.35918 # DEPENDENCYPART_ARC
(7,6),1.26967 # DEPENDENCYPART_ARC
(7,8),1.79599 # DEPENDENCYPART_ARC
(7,9),-1.15673 # DEPENDENCYPART_ARC
(7,10),-1.27141 # DEPENDENCYPART_ARC
(7,11),-1.23409 # DEPENDENCYPART_ARC
(7,12),-2.14295 # DEPENDENCYPART_ARC
(7,13),-2.5318 # DEPENDENCYPART_ARC
(7,14),-1.98508 # DEPENDENCYPART_ARC
(7,17),-2.59608 # DEPENDENCYPART_ARC
(7,18),-2.41077 # DEPENDENCYPART_ARC
(7,21),-2.59979 # DEPENDENCYPART_ARC
(7,22),-1.37598 # DEPENDENCYPART_ARC
(8,1),-1.86916 # DEPENDENCYPART_ARC
(8,2),-2.24129 # DEPENDENCYPART_ARC
(8,3),-1.63245 # DEPENDENCYPART_ARC
(8,4),-1.29454 # DEPENDENCYPART_ARC
(8,5),-1.2021 # DEPENDENCYPART_ARC
(8,6),-1.33802 # DEPENDENCYPART_ARC
(8,7),-0.74261 # DEPENDENCYPART_ARC
(8,9),-0.743717 # DEPENDENCYPART_ARC
(8,10),-0.801515 # DEPENDENCYPART_ARC
(8,11),-1.13536 # DEPENDENCYPART_ARC
(8,12),-1.47243 # DEPENDENCYPART_ARC
(8,13),-1.39899 # DEPENDENCYPART_ARC
(8,14),-1.46409 # DEPENDENCYPART_ARC
(8,15),-2.04532 # DEPENDENCYPART_ARC
(8,17),-1.73425 # DEPENDENCYPART_ARC
(8,18),-1.38304 # DEPENDENCYPART_ARC
(8,21),-2.2938 # DEPENDENCYPART_ARC
(8,22),-2.21319 # DEPENDENCYPART_ARC
(9,8),-1.69008 # DEPENDENCYPART_ARC
(10,5),-2.68117 # DEPENDENCYPART_ARC
(10,7),-2.42886 # DEPENDENCYPART_ARC
(10,9),-1.47151 # DEPENDENCYPART_ARC
(11,1),-0.130896 # DEPENDENCYPART_ARC
(11,2),-2.48281 # DEPENDENCYPART_ARC
(11,3),-1.21329 # DEPENDENCYPART_ARC
(11,4),-2.23921 # DEPENDENCYPART_ARC
(11,5),-2.0004 # DEPENDENCYPART_ARC
(11,6),-2.35153 # DEPENDENCYPART_ARC
(11,7),-0.881224 # DEPENDENCYPART_ARC
(11,8),-1.72009 # DEPENDENCYPART_ARC
(11,9),0.00736334 # DEPENDENCYPART_ARC
(11,10),0.497743 # DEPENDENCYPART_ARC
(11,12),-0.509655 # DEPENDENCYPART_ARC
(11,13),-0.382018 # DEPENDENCYPART_ARC
(11,14),-0.631915 # DEPENDENCYPART_ARC
(11,15),-1.63533 # DEPENDENCYPART_ARC
(11,16),-1.71881 # DEPENDENCYPART_ARC
(11,17),-1.92459 # DEPENDENCYPART_ARC
(11,18),-1.409 # DEPENDENCYPART_ARC
(11,19),-2.0402 # DEPENDENCYPART_ARC
(11,21),-2.03592 # DEPENDENCYPART_ARC
(11,22),0.713961 # DEPENDENCYPART_ARC
(12,10),-2.37084 # DEPENDENCYPART_ARC
(12,13),-0.969382 # DEPENDENCYPART_ARC
(12,14),-1.44044 # DEPENDENCYPART_ARC
(12,15),-2.47011 # DEPENDENCYPART_ARC
(12,16),-2.74979 # DEPENDENCYPART_ARC
(12,17),-2.34241 # DEPENDENCYPART_ARC
(12,18),-2.53989 # DEPENDENCYPART_ARC
(12,21),-3.28625 # DEPENDENCYPART_ARC
(13,1),-3.4414 # DEPENDENCYPART_ARC
(13,3),-3.26993 # DEPENDENCYPART_ARC
(13,4),-3.06763 # DEPENDENCYPART_ARC
(13,5),-3.15559 # DEPENDENCYPART_ARC
(13,6),-2.76163 # DEPENDENCYPART_ARC
(13,7),-3.00537 # DEPENDENCYPART_ARC
(13,8),-2.39693 # DEPENDENCYPART_ARC
(13,9),-2.40436 # DEPENDENCYPART_ARC
(13,10),-2.33729 # DEPENDENCYPART_ARC
(13,11),-1.68033 # DEPENDENCYPART_ARC
(13,12),1.09216 # DEPENDENCYPART_ARC
(13,14),0.346429 # DEPENDENCYPART_ARC
(13,15),-1.0794 # DEPENDENCYPART_ARC
(13,16),-1.00759 # DEPENDENCYPART_ARC
(13,17),-1.15743 # DEPENDENCYPART_ARC
(13,18),-1.97042 # DEPENDENCYPART_ARC
(13,19),-2.0946 # DEPENDENCYPART_ARC
(13,20),-2.14862 # DEPENDENCYPART_ARC
(13,21),-2.28294 # DEPENDENCYPART_ARC
(13,22),-2.16377 # DEPENDENCYPART_ARC
(15,10),-2.99584 # DEPENDENCYPART_ARC
(15,12),-0.754828 # DEPENDENCYPART_ARC
(15,13),-1.04842 # DEPENDENCYPART_ARC
(15,14),-1.08061 # DEPENDENCYPART_ARC
(15,16),1.75716 # DEPENDENCYPART_ARC
(15,17),-1.56155 # DEPENDENCYPART_ARC
(15,18),-1.23605 # DEPENDENCYPART_ARC
(15,21),-2.95509 # DEPENDENCYPART_ARC
(16,17),-1.74218 # DEPENDENCYPART_ARC
(17,8),-2.62127 # DEPENDENCYPART_ARC
(17,12),-1.40323 # DEPENDENCYPART_ARC
(17,13),-1.69164 # DEPENDENCYPART_ARC
(17,14),-1.93776 # DEPENDENCYPART_ARC
(17,15),0.626435 # DEPENDENCYPART_ARC
(17,16),-0.636905 # DEPENDENCYPART_ARC
(17,18),1.38992 # DEPENDENCYPART_ARC
(17,19),-0.938073 # DEPENDENCYPART_ARC
(17,20),-1.25915 # DEPENDENCYPART_ARC
(17,21),-1.44568 # DEPENDENCYPART_ARC
(18,19),0.176841 # DEPENDENCYPART_ARC
(18,20),-0.680926 # DEPENDENCYPART_ARC
(18,21),-0.350038 # DEPENDENCYPART_ARC
(19,20),-1.19676 # DEPENDENCYPART_ARC
(19,21),-1.52978 # DEPENDENCYPART_ARC
(20,19),0.0361377 # DEPENDENCYPART_ARC
(21,1),-2.38611 # DEPENDENCYPART_ARC
(21,3),-2.32208 # DEPENDENCYPART_ARC
(21,4),-2.37711 # DEPENDENCYPART_ARC
(21,5),-2.12149 # DEPENDENCYPART_ARC
(21,8),-1.99333 # DEPENDENCYPART_ARC
(21,9),-2.66806 # DEPENDENCYPART_ARC
(21,12),-1.80302 # DEPENDENCYPART_ARC
(21,13),-2.44236 # DEPENDENCYPART_ARC
(21,15),-0.538437 # DEPENDENCYPART_ARC
(21,17),-0.969134 # DEPENDENCYPART_ARC
(21,19),0.870518 # DEPENDENCYPART_ARC
(21,20),1.71969 # DEPENDENCYPART_ARC
(0,3),(0,7),-0.984674 # DEPENDENCYPART_SIBL
(0,3),(0,11),-1.84741 # DEPENDENCYPART_SIBL
(0,7),(0,11),-1.74347 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0811602 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0864493 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0714848 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00333751 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0274123 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0288257 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0423172 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.016792 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0582027 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.016227 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0580202 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.193593 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.017696 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.253562 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0788318 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.00246595 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0546915 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0766382 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.216061 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.094044 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0737819 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.121207 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.111526 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0140248 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.063294 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.271393 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.114343 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0506774 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.063294 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0321931 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0167211 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0234571 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0842402 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0491614 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.208849 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0369184 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.118348 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.181194 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.148533 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.199079 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0581159 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0235561 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.148533 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.13026 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0613254 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.122909 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0322139 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0596383 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.353141 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0878596 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.081837 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0159234 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0122111 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0379717 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.155854 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0159234 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.16175 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0184301 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.157145 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.022564 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.144726 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0837346 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0979752 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.00542042 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0870045 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0300454 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.158651 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.00542042 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.147734 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0139949 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.149385 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.0550399 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0644209 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0546216 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0367177 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0188561 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0216482 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.133681 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0367177 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.135391 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.0355201 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.130786 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.0348977 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.151248 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0939471 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.101394 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.317337 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.171358 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0939471 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.237507 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0537067 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.221241 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.0286773 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0120334 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.128782 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.106937 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.292759 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0120334 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.430841 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.136935 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.415097 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0725851 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0875653 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0616594 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.051677 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.132054 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.080659 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.543079 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0951308 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.00996033 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.111387 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.125829 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.223632 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0337323 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.31674 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0169741 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.115011 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.203947 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0375559 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.191694 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0311968 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.175651 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0807682 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.00490439 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.161368 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0532272 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.160872 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.00948244 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.080659 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.543079 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0951308 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.00996033 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0573645 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.293912 # DEPENDENCYPART_SIBL
(3,17),(3,22),0.0158338 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.0416622 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0988967 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.0303591 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.339863 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.281086 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0936014 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0206211 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0448275 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0825091 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0574672 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.796243 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0451685 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.096817 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0574672 # DEPENDENCYPART_SIBL
(4,1),(4,17),0.11066 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0130375 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00652014 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.084562 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0725694 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0697233 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0246411 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.071473 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0232062 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.149648 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0731314 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.071473 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.0107587 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.152196 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.056261 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0213307 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0556867 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0300642 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0396631 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0051992 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.00608826 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0863822 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0396631 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0178358 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.00750287 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0337011 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0277836 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0697733 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.14918 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.053486 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0106564 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.00332353 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.14918 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.00769591 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0173778 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0234385 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0427185 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0222322 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0215768 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0592874 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0486653 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0222322 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0468412 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0394906 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0512641 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.276214 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.07407 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.209061 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0713759 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.276214 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0213443 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.135376 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.237422 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.13619 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0124617 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0266678 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.237422 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.111462 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0966102 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.401832 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.184459 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.570905 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.111016 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.617404 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.493971 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0833754 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.193601 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0283859 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.298321 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.336954 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0139725 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.179402 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0264432 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.00884121 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0453749 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0352355 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0107243 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.617404 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.493971 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.0105737 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.281279 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.312419 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.144082 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.129001 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.112842 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0178093 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00535658 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.19578 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0170136 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0311147 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00535658 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.118129 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.126188 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0198213 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0445805 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.118688 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.17449 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.122528 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.125645 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0458056 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.115713 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.122528 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0294457 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.105195 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.011441 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0574686 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0414017 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.111172 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.059101 # DEPENDENCYPART_SIBL
