# _root_ Around Wall Street , trading desks were relieved that they could at least play the market yesterday , in contrast to Friday 's gridlock .
#goldHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
#predictedHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
(24,23),-0.484643 # DEPENDENCYPART_ARC
(24,25),-1.73051 # DEPENDENCYPART_ARC
(25,24),-2.69407 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.138268 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.143049 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.752936 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0998839 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.256884 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.132235 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.181844 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.775791 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.135985 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.304293 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.0719542 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.793933 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.108033 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.243393 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.0513792 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.641033 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.891221 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.619711 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.220558 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.121445 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.329733 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.631778 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0880289 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.740248 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.656909 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.607061 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.371784 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.163138 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.325825 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.559826 # DEPENDENCYPART_SIBL
(1,2),(1,13),-0.298359 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.338738 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0880289 # DEPENDENCYPART_SIBL
(1,2),(1,25),-0.120585 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0148927 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.678824 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.60499 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.567432 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.316521 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0563239 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.27065 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.50513 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.243183 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.283785 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.0148927 # DEPENDENCYPART_SIBL
(1,3),(1,25),-0.0697437 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0417292 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.01641 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.0828288 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.26421 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.377167 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0204122 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.133019 # DEPENDENCYPART_SIBL
(1,4),(1,13),0.100945 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.110418 # DEPENDENCYPART_SIBL
(1,4),(1,18),-0.0429378 # DEPENDENCYPART_SIBL
(1,4),(1,25),0.115203 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.865232 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.667625 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.354059 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.270664 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.353249 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.611725 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.339303 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.419743 # DEPENDENCYPART_SIBL
(1,5),(1,18),-0.0145997 # DEPENDENCYPART_SIBL
(1,5),(1,25),-0.0664739 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.591744 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.279427 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.203036 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.265607 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.415978 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.23084 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.271636 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.0148498 # DEPENDENCYPART_SIBL
(1,6),(1,25),-0.0114682 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.225275 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0334726 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.157751 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.546386 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.141341 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.241076 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.0806908 # DEPENDENCYPART_SIBL
(1,7),(1,25),0.15893 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.0198578 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.151209 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.323103 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.129598 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.241175 # DEPENDENCYPART_SIBL
(1,8),(1,18),0.0933231 # DEPENDENCYPART_SIBL
(1,8),(1,25),0.0750457 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.0432415 # DEPENDENCYPART_SIBL
(1,9),(1,11),0.0205432 # DEPENDENCYPART_SIBL
(1,9),(1,13),0.0040698 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0566011 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.09031 # DEPENDENCYPART_SIBL
(1,9),(1,25),0.355257 # DEPENDENCYPART_SIBL
(1,10),(1,11),-0.412682 # DEPENDENCYPART_SIBL
(1,10),(1,13),-0.231264 # DEPENDENCYPART_SIBL
(1,10),(1,14),-0.235021 # DEPENDENCYPART_SIBL
(1,10),(1,18),-0.195239 # DEPENDENCYPART_SIBL
(1,10),(1,25),-0.203136 # DEPENDENCYPART_SIBL
(1,11),(1,13),-0.099758 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.217079 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.0518399 # DEPENDENCYPART_SIBL
(1,11),(1,25),0.129511 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.151424 # DEPENDENCYPART_SIBL
(1,13),(1,18),0.0211202 # DEPENDENCYPART_SIBL
(1,13),(1,25),0.0401232 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.176075 # DEPENDENCYPART_SIBL
(1,14),(1,25),0.0720217 # DEPENDENCYPART_SIBL
(1,18),(1,25),0.115203 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0873671 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.159873 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00268648 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0565789 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0119384 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.00890832 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0828124 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0552643 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.063024 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.553722 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.362971 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.433119 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.116511 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0403552 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0934475 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0950168 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.121198 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.00200513 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0468692 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00618767 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0165067 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0826354 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0378851 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0515953 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0236829 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0978016 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.121198 # DEPENDENCYPART_SIBL
(3,1),(3,23),-0.161284 # DEPENDENCYPART_SIBL
(3,1),(3,25),-0.0715758 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.115835 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0158991 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0344962 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0852357 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0246261 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.111729 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0482599 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0152394 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0941209 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.153737 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.115835 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.0209544 # DEPENDENCYPART_SIBL
(3,2),(3,25),-0.0454726 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.59478 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.377684 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.450594 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.428865 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.208356 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0816648 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.305868 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.220004 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.284107 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.107182 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.00480791 # DEPENDENCYPART_SIBL
(3,4),(3,25),-0.0176022 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0930863 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0141268 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0268529 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.215565 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0557193 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.14979 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0439262 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0320191 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.254427 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.00353029 # DEPENDENCYPART_SIBL
(3,5),(3,25),0.0798475 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0895054 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0746791 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.241989 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0858668 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0894299 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0550996 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.00858805 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.0522356 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.016549 # DEPENDENCYPART_SIBL
(3,6),(3,25),0.0793088 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0694727 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0503391 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0308454 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.168699 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.00867401 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0424559 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.493875 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0106498 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.0364704 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0860628 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0575904 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0566975 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0300719 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0764119 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.227822 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.000231783 # DEPENDENCYPART_SIBL
(3,8),(3,25),0.0748255 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0617539 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.028873 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0176928 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0321784 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0794196 # DEPENDENCYPART_SIBL
(3,9),(3,23),0.160594 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.302024 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.059971 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0389831 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.024683 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.0123771 # DEPENDENCYPART_SIBL
(3,10),(3,23),0.0129926 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0953164 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0265443 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0776828 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0810291 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.0179805 # DEPENDENCYPART_SIBL
(3,11),(3,25),0.0385195 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0505583 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0521192 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.00153477 # DEPENDENCYPART_SIBL
(3,13),(3,25),-0.0107317 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.119913 # DEPENDENCYPART_SIBL
