# _root_ While Mayor Norman found the market 's performance Monday reassuring , he says , he remains uneasy .
#goldHeads=16,3,4,1,6,8,6,4,10,4,13,13,0,13,16,13,16,16,
#predictedHeads=16,3,4,1,6,8,6,4,4,4,13,13,0,13,16,13,16,16,
(4,14),-1.79318 # DEPENDENCYPART_ARC
(4,16),-1.19867 # DEPENDENCYPART_ARC
(4,17),-2.09486 # DEPENDENCYPART_ARC
(4,18),-0.240289 # DEPENDENCYPART_ARC
(6,1),-1.71323 # DEPENDENCYPART_ARC
(6,2),-1.42396 # DEPENDENCYPART_ARC
(6,3),-1.32965 # DEPENDENCYPART_ARC
(6,4),-1.1567 # DEPENDENCYPART_ARC
(6,5),2.55738 # DEPENDENCYPART_ARC
(6,7),1.66603 # DEPENDENCYPART_ARC
(6,8),-1.45545 # DEPENDENCYPART_ARC
(6,9),-1.64402 # DEPENDENCYPART_ARC
(6,10),-1.29762 # DEPENDENCYPART_ARC
(6,11),-1.67616 # DEPENDENCYPART_ARC
(6,13),-1.35183 # DEPENDENCYPART_ARC
(6,14),-2.09107 # DEPENDENCYPART_ARC
(6,16),-1.97004 # DEPENDENCYPART_ARC
(6,17),-2.5241 # DEPENDENCYPART_ARC
(6,18),-2.47296 # DEPENDENCYPART_ARC
(7,1),-1.82157 # DEPENDENCYPART_ARC
(7,3),-2.14181 # DEPENDENCYPART_ARC
(7,8),-1.97099 # DEPENDENCYPART_ARC
(7,9),-2.79287 # DEPENDENCYPART_ARC
(8,1),-2.23252 # DEPENDENCYPART_ARC
(8,3),-2.10135 # DEPENDENCYPART_ARC
(8,4),-2.166 # DEPENDENCYPART_ARC
(8,5),-1.27004 # DEPENDENCYPART_ARC
(8,6),0.390866 # DEPENDENCYPART_ARC
(8,7),-0.682679 # DEPENDENCYPART_ARC
(8,9),-1.02573 # DEPENDENCYPART_ARC
(8,10),-1.05078 # DEPENDENCYPART_ARC
(8,11),-1.39794 # DEPENDENCYPART_ARC
(8,12),-2.07412 # DEPENDENCYPART_ARC
(8,13),-1.52093 # DEPENDENCYPART_ARC
(8,14),-1.96848 # DEPENDENCYPART_ARC
(8,16),-2.25856 # DEPENDENCYPART_ARC
(8,17),-2.54855 # DEPENDENCYPART_ARC
(8,18),-2.51604 # DEPENDENCYPART_ARC
(9,2),-2.86533 # DEPENDENCYPART_ARC
(9,3),-3.19107 # DEPENDENCYPART_ARC
(9,4),-2.60808 # DEPENDENCYPART_ARC
(9,5),-1.88158 # DEPENDENCYPART_ARC
(9,6),-1.54253 # DEPENDENCYPART_ARC
(9,7),-1.75442 # DEPENDENCYPART_ARC
(9,8),-0.299887 # DEPENDENCYPART_ARC
(9,10),-0.76377 # DEPENDENCYPART_ARC
(9,11),-1.80967 # DEPENDENCYPART_ARC
(9,12),-1.77617 # DEPENDENCYPART_ARC
(9,13),-1.57242 # DEPENDENCYPART_ARC
(9,14),-2.3244 # DEPENDENCYPART_ARC
(9,16),-2.09729 # DEPENDENCYPART_ARC
(9,17),-2.78459 # DEPENDENCYPART_ARC
(9,18),-2.2537 # DEPENDENCYPART_ARC
(10,1),-1.44499 # DEPENDENCYPART_ARC
(10,3),-1.8671 # DEPENDENCYPART_ARC
(10,4),-1.38088 # DEPENDENCYPART_ARC
(10,6),-1.29126 # DEPENDENCYPART_ARC
(10,7),-1.23873 # DEPENDENCYPART_ARC
(10,8),-1.22709 # DEPENDENCYPART_ARC
(10,9),-0.637499 # DEPENDENCYPART_ARC
(10,11),-0.397277 # DEPENDENCYPART_ARC
(10,12),-0.567998 # DEPENDENCYPART_ARC
(10,13),-0.774912 # DEPENDENCYPART_ARC
(10,14),-1.40059 # DEPENDENCYPART_ARC
(10,15),-1.3553 # DEPENDENCYPART_ARC
(10,16),-1.32457 # DEPENDENCYPART_ARC
(10,17),-1.8901 # DEPENDENCYPART_ARC
(10,18),-2.34858 # DEPENDENCYPART_ARC
(11,10),-2.05066 # DEPENDENCYPART_ARC
(12,9),-2.54671 # DEPENDENCYPART_ARC
(12,10),-2.30539 # DEPENDENCYPART_ARC
(12,13),-0.238289 # DEPENDENCYPART_ARC
(12,14),-1.38788 # DEPENDENCYPART_ARC
(12,16),-1.50979 # DEPENDENCYPART_ARC
(12,17),-2.46713 # DEPENDENCYPART_ARC
(13,1),-0.740948 # DEPENDENCYPART_ARC
(13,2),-2.35024 # DEPENDENCYPART_ARC
(13,3),-2.15652 # DEPENDENCYPART_ARC
(13,4),-1.13893 # DEPENDENCYPART_ARC
(13,6),-1.90086 # DEPENDENCYPART_ARC
(13,7),-1.83113 # DEPENDENCYPART_ARC
(13,8),-1.73561 # DEPENDENCYPART_ARC
(13,9),-1.74289 # DEPENDENCYPART_ARC
(13,10),-1.09405 # DEPENDENCYPART_ARC
(13,11),0.459294 # DEPENDENCYPART_ARC
(13,12),1.72128 # DEPENDENCYPART_ARC
(13,14),0.318927 # DEPENDENCYPART_ARC
(13,15),-1.5805 # DEPENDENCYPART_ARC
(13,16),-0.490117 # DEPENDENCYPART_ARC
(13,17),-1.67274 # DEPENDENCYPART_ARC
(13,18),-2.14912 # DEPENDENCYPART_ARC
(15,17),-1.83256 # DEPENDENCYPART_ARC
(15,18),-2.22516 # DEPENDENCYPART_ARC
(16,1),0.527191 # DEPENDENCYPART_ARC
(16,2),-2.30718 # DEPENDENCYPART_ARC
(16,3),-2.09796 # DEPENDENCYPART_ARC
(16,4),-1.23906 # DEPENDENCYPART_ARC
(16,6),-1.74191 # DEPENDENCYPART_ARC
(16,7),-1.96038 # DEPENDENCYPART_ARC
(16,8),-1.55426 # DEPENDENCYPART_ARC
(16,9),-1.6075 # DEPENDENCYPART_ARC
(16,10),-1.26574 # DEPENDENCYPART_ARC
(16,11),-0.947789 # DEPENDENCYPART_ARC
(16,12),-0.790807 # DEPENDENCYPART_ARC
(16,13),-0.975843 # DEPENDENCYPART_ARC
(16,14),0.0869286 # DEPENDENCYPART_ARC
(16,15),1.85395 # DEPENDENCYPART_ARC
(16,17),0.764272 # DEPENDENCYPART_ARC
(16,18),-0.32865 # DEPENDENCYPART_ARC
(17,9),-2.41716 # DEPENDENCYPART_ARC
(17,10),-2.45459 # DEPENDENCYPART_ARC
(17,13),-2.037 # DEPENDENCYPART_ARC
(17,14),-1.75546 # DEPENDENCYPART_ARC
(17,15),-1.52328 # DEPENDENCYPART_ARC
(17,16),-0.920073 # DEPENDENCYPART_ARC
(17,18),-1.44103 # DEPENDENCYPART_ARC
(18,17),-2.70363 # DEPENDENCYPART_ARC
(0,1),(0,4),-0.728989 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.983265 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.673018 # DEPENDENCYPART_SIBL
(0,4),(0,13),-1.83953 # DEPENDENCYPART_SIBL
(0,4),(0,16),-1.38664 # DEPENDENCYPART_SIBL
(0,13),(0,16),-1.50884 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.635902 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.688798 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.717295 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.706793 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.629828 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.590718 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.0705216 # DEPENDENCYPART_SIBL
(1,2),(1,13),-0.637063 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0705216 # DEPENDENCYPART_SIBL
(1,2),(1,16),-0.640275 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.115159 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.68755 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.716302 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.705799 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.628577 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.588828 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0569774 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.635559 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.0569774 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.638776 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.114701 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.422244 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.415859 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.234875 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.299426 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0832242 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.598458 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0832242 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.558424 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.250996 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.827005 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.504492 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.583512 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0439972 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.701017 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.0439972 # DEPENDENCYPART_SIBL
(1,6),(1,16),-0.698859 # DEPENDENCYPART_SIBL
(1,6),(1,18),-0.099876 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.492853 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.580905 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.00669517 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.683582 # DEPENDENCYPART_SIBL
(1,8),(1,14),0.00669517 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.682169 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.0384236 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.596382 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0699493 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.62686 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0699493 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.630067 # DEPENDENCYPART_SIBL
(1,9),(1,18),-0.11066 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.0183808 # DEPENDENCYPART_SIBL
(1,10),(1,13),-0.569491 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.0183808 # DEPENDENCYPART_SIBL
(1,10),(1,16),-0.573205 # DEPENDENCYPART_SIBL
(1,10),(1,18),-0.0671999 # DEPENDENCYPART_SIBL
(1,11),(1,13),-0.153686 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.0801208 # DEPENDENCYPART_SIBL
(1,11),(1,16),-0.015978 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.0767069 # DEPENDENCYPART_SIBL
(1,13),(1,14),0.0874084 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.737284 # DEPENDENCYPART_SIBL
(1,13),(1,18),0.171365 # DEPENDENCYPART_SIBL
(1,14),(1,16),-0.015978 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0767069 # DEPENDENCYPART_SIBL
(1,16),(1,18),0.152517 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0914969 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0120493 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0234359 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.173077 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.000496746 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.163873 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0846663 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0489716 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.124981 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0636737 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.022529 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0961343 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.00560838 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.115615 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.423854 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0092772 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.254713 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.304664 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.237524 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.08065 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.213361 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0132773 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00786615 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0186327 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.175006 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.00430644 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.169721 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0226644 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.00691903 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.045684 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0373791 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0754715 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0899393 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.00317552 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.10942 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.418267 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.00795918 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.250418 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.298057 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.233297 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0874148 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.206753 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0410396 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0312957 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0114072 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0560536 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0471951 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0131296 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0221334 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0102067 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.156567 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0480032 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0229801 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.156567 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.00455031 # DEPENDENCYPART_SIBL
(4,1),(4,17),0.0115758 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0112982 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.438927 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0470696 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0643639 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0129056 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0155748 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0259063 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0287905 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0125825 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0423517 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.00643656 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0125825 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0131564 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.028255 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.0368354 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0628649 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0935354 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00261266 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0447463 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0316717 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0079098 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.00963877 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0581469 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0245146 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.00963877 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0312347 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0439156 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0432042 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.229452 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0420109 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.229249 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.086064 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0551329 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0986664 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.108316 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0652225 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0986664 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.123731 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.0378485 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.228987 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0133293 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.131559 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0326254 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.00139709 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0088579 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0950408 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0239369 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0088579 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.070915 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.00993088 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0193337 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.307169 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0979201 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.00147361 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.244651 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.130244 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.151599 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.244651 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.186928 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0141035 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.132122 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0016601 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0213062 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0536279 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.121212 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0479139 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0536279 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0957097 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.0420216 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.00811257 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0236607 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0528735 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0234361 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0788221 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0528735 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0314896 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0613164 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0479668 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.00970199 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.157143 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0565396 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.00970199 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.109823 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.177844 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0446895 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.154136 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0181685 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.211062 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.105348 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.125368 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0826081 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0376676 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0613436 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0722337 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0461132 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.114528 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0573983 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.403317 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.16398 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.00374214 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.105348 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.125368 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0826081 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.179637 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0570696 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.0140031 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0888246 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0888114 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0443918 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.269873 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0715595 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0105304 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0881872 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.076064 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.16241 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0266361 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.16241 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0188599 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.031619 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0442004 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0153187 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0676849 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.624422 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.193989 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00607931 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0364108 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0429438 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0565338 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0835505 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0565338 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0389832 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0275904 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.023623 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0738711 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.618247 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.194554 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00117272 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0247835 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0451775 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0503871 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0815553 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0503871 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0369877 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0272343 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0099166 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.240082 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0252352 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00494801 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0525556 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0213554 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.030292 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0682696 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.030292 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0109156 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00231004 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0660019 # DEPENDENCYPART_SIBL
