# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(24,14),-2.33187 # DEPENDENCYPART_ARC
(24,15),-2.36981 # DEPENDENCYPART_ARC
(24,19),0.406771 # DEPENDENCYPART_ARC
(24,20),0.307896 # DEPENDENCYPART_ARC
(24,21),0.252091 # DEPENDENCYPART_ARC
(24,22),0.762556 # DEPENDENCYPART_ARC
(24,23),1.31607 # DEPENDENCYPART_ARC
(24,25),-0.945838 # DEPENDENCYPART_ARC
(24,26),-1.29617 # DEPENDENCYPART_ARC
(24,28),-2.0421 # DEPENDENCYPART_ARC
(25,23),-2.08372 # DEPENDENCYPART_ARC
(25,24),-1.10991 # DEPENDENCYPART_ARC
(25,28),-1.81744 # DEPENDENCYPART_ARC
(26,1),-0.807519 # DEPENDENCYPART_ARC
(26,3),-2.19892 # DEPENDENCYPART_ARC
(26,4),-1.48475 # DEPENDENCYPART_ARC
(26,5),-1.88459 # DEPENDENCYPART_ARC
(26,6),-1.62706 # DEPENDENCYPART_ARC
(26,7),-1.15932 # DEPENDENCYPART_ARC
(26,8),-0.827621 # DEPENDENCYPART_ARC
(26,9),-1.4404 # DEPENDENCYPART_ARC
(26,10),-2.05239 # DEPENDENCYPART_ARC
(26,11),-0.760843 # DEPENDENCYPART_ARC
(26,12),-1.09815 # DEPENDENCYPART_ARC
(26,13),-1.53403 # DEPENDENCYPART_ARC
(26,14),-1.85104 # DEPENDENCYPART_ARC
(26,15),-1.22296 # DEPENDENCYPART_ARC
(26,16),-0.519824 # DEPENDENCYPART_ARC
(26,17),-0.371284 # DEPENDENCYPART_ARC
(26,18),-0.717623 # DEPENDENCYPART_ARC
(26,19),-1.97831 # DEPENDENCYPART_ARC
(26,20),-1.31085 # DEPENDENCYPART_ARC
(26,21),-1.31444 # DEPENDENCYPART_ARC
(26,22),-1.11752 # DEPENDENCYPART_ARC
(26,23),-0.564176 # DEPENDENCYPART_ARC
(26,24),0.0125203 # DEPENDENCYPART_ARC
(26,25),0.987634 # DEPENDENCYPART_ARC
(26,27),-0.637357 # DEPENDENCYPART_ARC
(26,28),0.493211 # DEPENDENCYPART_ARC
(26,29),-0.053443 # DEPENDENCYPART_ARC
(28,19),-2.73954 # DEPENDENCYPART_ARC
(28,20),-2.45528 # DEPENDENCYPART_ARC
(28,21),-2.70537 # DEPENDENCYPART_ARC
(28,23),-1.98031 # DEPENDENCYPART_ARC
(28,24),-1.81388 # DEPENDENCYPART_ARC
(28,25),-1.29169 # DEPENDENCYPART_ARC
(28,27),1.45849 # DEPENDENCYPART_ARC
(28,29),-1.50849 # DEPENDENCYPART_ARC
(0,3),(0,4),-0.696267 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.135911 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.76831 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.769717 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.628773 # DEPENDENCYPART_SIBL
(0,4),(0,9),-1.50845 # DEPENDENCYPART_SIBL
(0,4),(0,26),-1.50946 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.709185 # DEPENDENCYPART_SIBL
(0,5),(0,26),-0.710187 # DEPENDENCYPART_SIBL
(0,9),(0,26),-1.64937 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0978952 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0898272 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0685951 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00490132 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0941417 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0166319 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0905107 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.121492 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0622188 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.118505 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0354114 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.173681 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.074393 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.113723 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0580158 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.16029 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.115559 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.657146 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0802573 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.127524 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.109681 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0269051 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0647875 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.171509 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0774298 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.371581 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0444403 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.139607 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.205478 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.116282 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0243871 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.204126 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.468012 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.18374 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00759349 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0506601 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0614793 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0515808 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0367314 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.200711 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0891329 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.00824858 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0734576 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.086576 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.0367314 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.0438724 # DEPENDENCYPART_SIBL
(4,1),(4,26),-0.103165 # DEPENDENCYPART_SIBL
(4,1),(4,29),0.146771 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.285623 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.124148 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.133687 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0172038 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0383152 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.135456 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.105864 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0929295 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.24161 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.0172038 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.157633 # DEPENDENCYPART_SIBL
(4,2),(4,26),0.120654 # DEPENDENCYPART_SIBL
(4,2),(4,29),-0.204456 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.067312 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0817438 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0208556 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0321731 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0598991 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.00240066 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0574802 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0619693 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0208556 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0250785 # DEPENDENCYPART_SIBL
(4,3),(4,26),0.0473038 # DEPENDENCYPART_SIBL
(4,3),(4,29),0.0379159 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.251852 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0754547 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0188472 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.286683 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.622958 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.392733 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.427835 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.0754547 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.428055 # DEPENDENCYPART_SIBL
(4,5),(4,26),-0.291081 # DEPENDENCYPART_SIBL
(4,5),(4,29),0.0141334 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00950984 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0290654 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.024319 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.187103 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0282333 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0560783 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.00950984 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.0266071 # DEPENDENCYPART_SIBL
(4,6),(4,26),-0.0287178 # DEPENDENCYPART_SIBL
(4,6),(4,29),-0.0606101 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0900863 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.196888 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0920637 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.256806 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.143311 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0971298 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.492374 # DEPENDENCYPART_SIBL
(4,7),(4,26),0.182699 # DEPENDENCYPART_SIBL
(4,7),(4,29),-0.000682224 # DEPENDENCYPART_SIBL
(4,8),(4,9),5.54909e-06 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0396957 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.162375 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.00437734 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.168564 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.176131 # DEPENDENCYPART_SIBL
(4,8),(4,26),-0.0055309 # DEPENDENCYPART_SIBL
(4,8),(4,29),-0.0689642 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.233503 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0676821 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0499136 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0918283 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0708343 # DEPENDENCYPART_SIBL
(4,9),(4,26),-0.29975 # DEPENDENCYPART_SIBL
(4,9),(4,29),0.0812806 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.122119 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.085038 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.111118 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.102787 # DEPENDENCYPART_SIBL
(4,11),(4,26),-0.0650043 # DEPENDENCYPART_SIBL
(4,11),(4,29),-0.0314932 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0912292 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0299554 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.111832 # DEPENDENCYPART_SIBL
(4,12),(4,26),-0.114428 # DEPENDENCYPART_SIBL
(4,12),(4,29),-0.0735462 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0562686 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.236471 # DEPENDENCYPART_SIBL
(4,13),(4,26),-0.0503195 # DEPENDENCYPART_SIBL
(4,13),(4,29),-0.244021 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.492374 # DEPENDENCYPART_SIBL
(4,17),(4,26),0.182699 # DEPENDENCYPART_SIBL
(4,17),(4,29),-0.000682224 # DEPENDENCYPART_SIBL
(4,18),(4,26),-0.0991133 # DEPENDENCYPART_SIBL
(4,18),(4,29),0.0182206 # DEPENDENCYPART_SIBL
(4,26),(4,29),0.0889136 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0422283 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0141101 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.17226 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0197086 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.108435 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.525862 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0463504 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.112549 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.01368 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0774415 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0755752 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0883675 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.00203113 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.108435 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.139196 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.0181754 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.0472041 # DEPENDENCYPART_SIBL
(5,1),(5,26),-0.0463043 # DEPENDENCYPART_SIBL
(5,1),(5,28),0.0189446 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.0877187 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00936875 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0116532 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0220432 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0790394 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0657611 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.157993 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0826904 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0272544 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.00481874 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0863542 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0628026 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.010362 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0790394 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0548904 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.00867522 # DEPENDENCYPART_SIBL
(5,2),(5,25),0.00484538 # DEPENDENCYPART_SIBL
(5,2),(5,26),0.1573 # DEPENDENCYPART_SIBL
