# _root_ Besides spurring Barry Wright 's sales , which were $ 201.7 million in 1988 , Mr. Sim must pare its costs and product line .
#goldHeads=18,1,4,6,4,2,6,9,6,9,10,10,9,13,6,17,18,0,18,21,19,21,24,22,18,
#predictedHeads=18,1,4,6,4,2,6,9,6,9,10,10,10,13,18,17,18,0,18,21,19,21,24,22,18,
(1,2),(1,4),-0.381479 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.546941 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.0678959 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.308903 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.531371 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.38758 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.629435 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.629414 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0583909 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.443672 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.613304 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.523626 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.629467 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0561979 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.443707 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.615174 # DEPENDENCYPART_SIBL
(1,4),(1,18),-0.52366 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0676265 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.420158 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.637075 # DEPENDENCYPART_SIBL
(1,6),(1,18),-0.455127 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.169335 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0819893 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.269908 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.560352 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.433742 # DEPENDENCYPART_SIBL
(1,9),(1,18),-0.478853 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0374269 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0374281 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.080016 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0615669 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.119366 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.0546939 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0612492 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0400725 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.0331985 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.119366 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.0374269 # DEPENDENCYPART_SIBL
(2,1),(2,18),-0.0499141 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.0576474 # DEPENDENCYPART_SIBL
(2,1),(2,22),-0.0660553 # DEPENDENCYPART_SIBL
(2,1),(2,24),-0.0003739 # DEPENDENCYPART_SIBL
(2,1),(2,25),0.0217563 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.202791 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.11515 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.183021 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0253283 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0779704 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.11751 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0571817 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.0551523 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0253283 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.20265 # DEPENDENCYPART_SIBL
(2,3),(2,18),-0.177535 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.188683 # DEPENDENCYPART_SIBL
(2,3),(2,22),-0.00227143 # DEPENDENCYPART_SIBL
(2,3),(2,24),-0.141368 # DEPENDENCYPART_SIBL
(2,3),(2,25),0.00104408 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.114874 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.182763 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0228241 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0776941 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.119068 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0569054 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.0602129 # DEPENDENCYPART_SIBL
(2,4),(2,15),-0.0228241 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.203426 # DEPENDENCYPART_SIBL
(2,4),(2,18),-0.177258 # DEPENDENCYPART_SIBL
(2,4),(2,21),-0.188424 # DEPENDENCYPART_SIBL
(2,4),(2,22),-0.0021772 # DEPENDENCYPART_SIBL
(2,4),(2,24),-0.141092 # DEPENDENCYPART_SIBL
(2,4),(2,25),-0.00351186 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.254936 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.192113 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0608967 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.114878 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.130806 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0604052 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.192113 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.151453 # DEPENDENCYPART_SIBL
(2,5),(2,18),-0.140864 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.223901 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.00758918 # DEPENDENCYPART_SIBL
(2,5),(2,24),-0.227154 # DEPENDENCYPART_SIBL
(2,5),(2,25),-0.0868104 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0121745 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0291872 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0931982 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.063669 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0599932 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0121745 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0796857 # DEPENDENCYPART_SIBL
(2,6),(2,18),-0.106265 # DEPENDENCYPART_SIBL
(2,6),(2,21),-0.312533 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.0250801 # DEPENDENCYPART_SIBL
(2,6),(2,24),-0.00478696 # DEPENDENCYPART_SIBL
(2,6),(2,25),0.0582585 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0700186 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.202242 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0241494 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.138103 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.00866974 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.158555 # DEPENDENCYPART_SIBL
(2,7),(2,18),0.254265 # DEPENDENCYPART_SIBL
(2,7),(2,21),0.0873557 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.364238 # DEPENDENCYPART_SIBL
(2,7),(2,24),0.213826 # DEPENDENCYPART_SIBL
(2,7),(2,25),0.0446295 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.113509 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.114804 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.0837743 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.118025 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.12709 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.117305 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.211027 # DEPENDENCYPART_SIBL
(2,8),(2,22),-0.0613668 # DEPENDENCYPART_SIBL
(2,8),(2,24),-0.18687 # DEPENDENCYPART_SIBL
(2,8),(2,25),-0.0848986 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.116481 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.0333673 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0699151 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.096686 # DEPENDENCYPART_SIBL
(2,9),(2,18),-0.228179 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.157224 # DEPENDENCYPART_SIBL
(2,9),(2,22),0.165283 # DEPENDENCYPART_SIBL
(2,9),(2,24),-0.142562 # DEPENDENCYPART_SIBL
(2,9),(2,25),0.107509 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0248948 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0150613 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.106661 # DEPENDENCYPART_SIBL
(2,10),(2,18),-0.1454 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.320488 # DEPENDENCYPART_SIBL
(2,10),(2,22),0.044644 # DEPENDENCYPART_SIBL
(2,10),(2,24),-0.152044 # DEPENDENCYPART_SIBL
(2,10),(2,25),0.00351806 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0290966 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.020215 # DEPENDENCYPART_SIBL
(2,13),(2,18),-0.134399 # DEPENDENCYPART_SIBL
(2,13),(2,21),-0.0740015 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0644078 # DEPENDENCYPART_SIBL
(2,13),(2,24),-0.00325648 # DEPENDENCYPART_SIBL
(2,13),(2,25),0.0189196 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.158555 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.254265 # DEPENDENCYPART_SIBL
(2,15),(2,21),0.0873557 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.364238 # DEPENDENCYPART_SIBL
(2,15),(2,24),0.213826 # DEPENDENCYPART_SIBL
(2,15),(2,25),0.0446295 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.177535 # DEPENDENCYPART_SIBL
(2,17),(2,21),-0.188683 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.00227143 # DEPENDENCYPART_SIBL
(2,17),(2,24),-0.141368 # DEPENDENCYPART_SIBL
(2,17),(2,25),0.00104409 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.120743 # DEPENDENCYPART_SIBL
(2,18),(2,22),0.024445 # DEPENDENCYPART_SIBL
(2,18),(2,24),-0.0835437 # DEPENDENCYPART_SIBL
(2,18),(2,25),0.0797517 # DEPENDENCYPART_SIBL
(2,21),(2,22),0.0751169 # DEPENDENCYPART_SIBL
(2,21),(2,24),-0.0615894 # DEPENDENCYPART_SIBL
(2,21),(2,25),0.0206725 # DEPENDENCYPART_SIBL
(2,22),(2,24),-0.00727587 # DEPENDENCYPART_SIBL
(2,22),(2,25),-0.0440637 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.00534786 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0455931 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0655458 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.164062 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0973644 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.00768106 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0973644 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0407003 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.165546 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.105757 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0229485 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.105757 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.11773 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.00659529 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0449974 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.00659529 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0939973 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0361536 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0939973 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.437342 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0603529 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.451982 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0455961 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0128915 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.171275 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0166745 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.139456 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0641132 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.000823441 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.011632 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.139456 # DEPENDENCYPART_SIBL
(4,1),(4,25),-0.0519813 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.170809 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.172759 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0253098 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.147849 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0593244 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0160909 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0221648 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.147849 # DEPENDENCYPART_SIBL
(4,2),(4,25),-0.0722327 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0183687 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0263231 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00314631 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0766123 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0229146 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0425747 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.00314631 # DEPENDENCYPART_SIBL
(4,3),(4,25),0.00989126 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00659631 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0822331 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0357876 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0360948 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.415306 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0822331 # DEPENDENCYPART_SIBL
(4,5),(4,25),-0.077596 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0902962 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.074071 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0591634 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0165637 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0902962 # DEPENDENCYPART_SIBL
(4,6),(4,25),0.139855 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.012789 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.439845 # DEPENDENCYPART_SIBL
