# _root_ That move , along with the return to the Manpower name , could bolster the company 's prospects during possibly difficult times for temporary help .
#goldHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,21,22,19,22,25,23,13,
#predictedHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,22,22,19,22,25,23,13,
(5,12),-1.86409 # DEPENDENCYPART_ARC
(5,13),-1.39873 # DEPENDENCYPART_ARC
(5,14),-2.16137 # DEPENDENCYPART_ARC
(5,26),-3.47813 # DEPENDENCYPART_ARC
(6,5),-1.71772 # DEPENDENCYPART_ARC
(6,8),-2.23087 # DEPENDENCYPART_ARC
(7,2),-2.65398 # DEPENDENCYPART_ARC
(7,3),-1.9722 # DEPENDENCYPART_ARC
(7,4),-1.30714 # DEPENDENCYPART_ARC
(7,5),-1.23221 # DEPENDENCYPART_ARC
(7,6),1.92782 # DEPENDENCYPART_ARC
(7,8),0.162327 # DEPENDENCYPART_ARC
(7,10),-1.43315 # DEPENDENCYPART_ARC
(7,11),-1.30545 # DEPENDENCYPART_ARC
(7,12),-1.12312 # DEPENDENCYPART_ARC
(7,13),-1.54124 # DEPENDENCYPART_ARC
(7,17),-2.87692 # DEPENDENCYPART_ARC
(7,19),-2.08791 # DEPENDENCYPART_ARC
(7,23),-2.23952 # DEPENDENCYPART_ARC
(7,26),-2.57943 # DEPENDENCYPART_ARC
(8,2),-2.27753 # DEPENDENCYPART_ARC
(8,3),-2.03798 # DEPENDENCYPART_ARC
(8,4),-1.83027 # DEPENDENCYPART_ARC
(8,5),-1.5137 # DEPENDENCYPART_ARC
(8,6),-2.06474 # DEPENDENCYPART_ARC
(8,7),-1.64133 # DEPENDENCYPART_ARC
(8,9),-0.685886 # DEPENDENCYPART_ARC
(8,10),-0.270719 # DEPENDENCYPART_ARC
(8,11),0.180758 # DEPENDENCYPART_ARC
(8,12),-1.35198 # DEPENDENCYPART_ARC
(8,13),-1.45812 # DEPENDENCYPART_ARC
(8,14),-1.63093 # DEPENDENCYPART_ARC
(8,16),-1.83203 # DEPENDENCYPART_ARC
(8,18),-1.5725 # DEPENDENCYPART_ARC
(8,19),-1.26245 # DEPENDENCYPART_ARC
(8,20),-1.93242 # DEPENDENCYPART_ARC
(8,22),-2.14767 # DEPENDENCYPART_ARC
(8,26),-2.01485 # DEPENDENCYPART_ARC
(9,8),-2.1265 # DEPENDENCYPART_ARC
(10,7),-2.27927 # DEPENDENCYPART_ARC
(10,9),-0.357619 # DEPENDENCYPART_ARC
(10,11),-1.39273 # DEPENDENCYPART_ARC
(10,12),-1.75457 # DEPENDENCYPART_ARC
(11,2),-3.2539 # DEPENDENCYPART_ARC
(11,3),-2.6285 # DEPENDENCYPART_ARC
(11,4),-1.41953 # DEPENDENCYPART_ARC
(11,5),-1.55873 # DEPENDENCYPART_ARC
(11,6),-1.15002 # DEPENDENCYPART_ARC
(11,7),-0.838035 # DEPENDENCYPART_ARC
(11,8),-1.64022 # DEPENDENCYPART_ARC
(11,9),1.34626 # DEPENDENCYPART_ARC
(11,10),1.43731 # DEPENDENCYPART_ARC
(11,12),-0.846703 # DEPENDENCYPART_ARC
(11,13),-1.79191 # DEPENDENCYPART_ARC
(11,14),-2.28911 # DEPENDENCYPART_ARC
(11,16),-2.30071 # DEPENDENCYPART_ARC
(11,17),-2.47917 # DEPENDENCYPART_ARC
(11,18),-2.66011 # DEPENDENCYPART_ARC
(11,19),-2.79585 # DEPENDENCYPART_ARC
(11,22),-2.99065 # DEPENDENCYPART_ARC
(11,25),-3.39001 # DEPENDENCYPART_ARC
(11,26),-2.93077 # DEPENDENCYPART_ARC
(13,1),-2.31154 # DEPENDENCYPART_ARC
(13,2),-0.950387 # DEPENDENCYPART_ARC
(13,3),-0.671846 # DEPENDENCYPART_ARC
(13,4),-0.829764 # DEPENDENCYPART_ARC
(13,5),-0.524675 # DEPENDENCYPART_ARC
(13,6),-2.07291 # DEPENDENCYPART_ARC
(13,7),-0.549534 # DEPENDENCYPART_ARC
(13,8),-1.68898 # DEPENDENCYPART_ARC
(13,9),-1.69381 # DEPENDENCYPART_ARC
(13,10),-0.826636 # DEPENDENCYPART_ARC
(13,11),-0.494959 # DEPENDENCYPART_ARC
(13,12),-0.320618 # DEPENDENCYPART_ARC
(13,14),2.16411 # DEPENDENCYPART_ARC
(13,16),-1.16855 # DEPENDENCYPART_ARC
(13,17),-1.78554 # DEPENDENCYPART_ARC
(13,18),-1.43595 # DEPENDENCYPART_ARC
(13,19),-1.16437 # DEPENDENCYPART_ARC
(13,20),-1.66026 # DEPENDENCYPART_ARC
(13,22),-1.99966 # DEPENDENCYPART_ARC
(13,23),-1.27782 # DEPENDENCYPART_ARC
(13,26),0.69525 # DEPENDENCYPART_ARC
(14,2),-2.28658 # DEPENDENCYPART_ARC
(14,3),-2.64117 # DEPENDENCYPART_ARC
(14,4),-1.96656 # DEPENDENCYPART_ARC
(14,5),-1.99673 # DEPENDENCYPART_ARC
(14,7),-1.9324 # DEPENDENCYPART_ARC
(14,8),-1.8836 # DEPENDENCYPART_ARC
(14,11),-1.28315 # DEPENDENCYPART_ARC
(14,12),-1.72946 # DEPENDENCYPART_ARC
(14,13),-1.0078 # DEPENDENCYPART_ARC
(14,15),-0.861607 # DEPENDENCYPART_ARC
(14,16),0.0652525 # DEPENDENCYPART_ARC
(14,17),-1.5233 # DEPENDENCYPART_ARC
(14,18),-0.24401 # DEPENDENCYPART_ARC
(14,19),-0.515576 # DEPENDENCYPART_ARC
(14,20),-1.29707 # DEPENDENCYPART_ARC
(14,21),-1.64383 # DEPENDENCYPART_ARC
(14,22),-1.2406 # DEPENDENCYPART_ARC
(14,23),-0.840737 # DEPENDENCYPART_ARC
(14,24),-2.19819 # DEPENDENCYPART_ARC
(14,25),-1.46942 # DEPENDENCYPART_ARC
(14,26),-1.3496 # DEPENDENCYPART_ARC
(16,6),-2.2337 # DEPENDENCYPART_ARC
(16,9),-1.06818 # DEPENDENCYPART_ARC
(16,11),-1.78101 # DEPENDENCYPART_ARC
(16,15),2.75812 # DEPENDENCYPART_ARC
(16,17),1.65486 # DEPENDENCYPART_ARC
(16,18),-1.24439 # DEPENDENCYPART_ARC
(16,19),-1.034 # DEPENDENCYPART_ARC
(16,20),-1.53666 # DEPENDENCYPART_ARC
(16,22),-2.05733 # DEPENDENCYPART_ARC
(16,23),-1.40288 # DEPENDENCYPART_ARC
(16,25),-2.40188 # DEPENDENCYPART_ARC
(18,5),-2.08838 # DEPENDENCYPART_ARC
(18,7),-2.42819 # DEPENDENCYPART_ARC
(18,8),-3.11039 # DEPENDENCYPART_ARC
(18,9),-2.43292 # DEPENDENCYPART_ARC
(18,10),-1.78258 # DEPENDENCYPART_ARC
(18,11),-1.83432 # DEPENDENCYPART_ARC
(18,15),-0.599198 # DEPENDENCYPART_ARC
(18,16),0.640308 # DEPENDENCYPART_ARC
(18,17),-0.351978 # DEPENDENCYPART_ARC
(18,19),-0.55798 # DEPENDENCYPART_ARC
(18,20),-1.57455 # DEPENDENCYPART_ARC
(18,21),-1.6372 # DEPENDENCYPART_ARC
(18,22),-1.71943 # DEPENDENCYPART_ARC
(18,23),-0.99484 # DEPENDENCYPART_ARC
(18,25),-2.5287 # DEPENDENCYPART_ARC
(19,2),-2.7142 # DEPENDENCYPART_ARC
(19,16),-1.68515 # DEPENDENCYPART_ARC
(19,17),-1.827 # DEPENDENCYPART_ARC
(19,18),-1.33312 # DEPENDENCYPART_ARC
(19,20),-0.274102 # DEPENDENCYPART_ARC
(19,21),-1.19899 # DEPENDENCYPART_ARC
(19,22),0.213071 # DEPENDENCYPART_ARC
(19,23),-1.64215 # DEPENDENCYPART_ARC
(19,24),-2.05823 # DEPENDENCYPART_ARC
(19,25),-0.999386 # DEPENDENCYPART_ARC
(19,26),-2.94963 # DEPENDENCYPART_ARC
(20,18),-1.86859 # DEPENDENCYPART_ARC
(20,19),-0.462023 # DEPENDENCYPART_ARC
(20,21),-0.49936 # DEPENDENCYPART_ARC
(20,22),-1.36233 # DEPENDENCYPART_ARC
(20,23),-1.58457 # DEPENDENCYPART_ARC
(20,24),-1.71927 # DEPENDENCYPART_ARC
(20,25),-1.95138 # DEPENDENCYPART_ARC
(21,18),-1.99891 # DEPENDENCYPART_ARC
(21,20),0.132623 # DEPENDENCYPART_ARC
(21,23),-1.20781 # DEPENDENCYPART_ARC
(21,25),-2.17335 # DEPENDENCYPART_ARC
(22,3),-2.19656 # DEPENDENCYPART_ARC
(22,4),-1.56514 # DEPENDENCYPART_ARC
(22,7),-2.25805 # DEPENDENCYPART_ARC
(22,16),-0.583359 # DEPENDENCYPART_ARC
(22,18),-0.938097 # DEPENDENCYPART_ARC
(22,19),-0.863453 # DEPENDENCYPART_ARC
(22,20),0.460116 # DEPENDENCYPART_ARC
(22,21),1.8149 # DEPENDENCYPART_ARC
(22,23),0.282394 # DEPENDENCYPART_ARC
(22,24),-1.14063 # DEPENDENCYPART_ARC
(22,25),-1.4681 # DEPENDENCYPART_ARC
(22,26),-1.9443 # DEPENDENCYPART_ARC
(23,20),-1.98706 # DEPENDENCYPART_ARC
(23,22),-1.60503 # DEPENDENCYPART_ARC
(23,24),-0.615888 # DEPENDENCYPART_ARC
(23,25),1.22764 # DEPENDENCYPART_ARC
(25,16),-1.50604 # DEPENDENCYPART_ARC
(25,18),-2.34449 # DEPENDENCYPART_ARC
(25,20),-1.41206 # DEPENDENCYPART_ARC
(25,21),-1.13299 # DEPENDENCYPART_ARC
(25,22),-1.17434 # DEPENDENCYPART_ARC
(25,23),-1.12875 # DEPENDENCYPART_ARC
(25,24),1.18724 # DEPENDENCYPART_ARC
(0,2),(0,13),-0.343294 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.12065 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.329397 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.597684 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.769668 # DEPENDENCYPART_SIBL
(1,3),(1,12),0.240019 # DEPENDENCYPART_SIBL
(1,3),(1,13),0.279298 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0965609 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.077429 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.179227 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.151945 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.0841866 # DEPENDENCYPART_SIBL
(1,12),(1,13),0.279298 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0291866 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.119532 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.210863 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0529264 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.137771 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.057867 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.0291866 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.106327 # DEPENDENCYPART_SIBL
(2,1),(2,26),-0.069849 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.348693 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.442558 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.661915 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.188756 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.657438 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.133029 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.3597 # DEPENDENCYPART_SIBL
(2,3),(2,26),0.0976526 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.093496 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0279316 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.243703 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0353243 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0649117 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0186726 # DEPENDENCYPART_SIBL
(2,4),(2,26),0.136889 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.00325851 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.291599 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0112363 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0712156 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0362526 # DEPENDENCYPART_SIBL
(2,5),(2,26),0.0968717 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.133992 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0768726 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.0285447 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.0798813 # DEPENDENCYPART_SIBL
(2,7),(2,26),0.118751 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.161418 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.105828 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.123601 # DEPENDENCYPART_SIBL
(2,8),(2,26),0.093172 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0428149 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.100226 # DEPENDENCYPART_SIBL
(2,11),(2,26),0.090532 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.3597 # DEPENDENCYPART_SIBL
(2,12),(2,26),0.0976526 # DEPENDENCYPART_SIBL
(2,13),(2,26),0.0573983 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0374854 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0897119 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.112417 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.220932 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.15289 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.176916 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.228966 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.156449 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.184298 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0813867 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0798088 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.130663 # DEPENDENCYPART_SIBL
(4,1),(4,26),-0.100228 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0290152 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0672883 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.097666 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0233114 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0616031 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0149825 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0765089 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0559819 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0286874 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0901793 # DEPENDENCYPART_SIBL
(4,2),(4,26),0.0267733 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0863817 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00290251 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.070001 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0964092 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0458182 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.541154 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0842947 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.00866384 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.0623969 # DEPENDENCYPART_SIBL
(4,3),(4,26),0.0532609 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0832076 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0299527 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0854838 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0270639 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0130192 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.150059 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.124369 # DEPENDENCYPART_SIBL
(4,5),(4,19),0.0146668 # DEPENDENCYPART_SIBL
(4,5),(4,26),0.0686989 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.462452 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.32676 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.461879 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0642864 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.399805 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.275267 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.118349 # DEPENDENCYPART_SIBL
(4,6),(4,26),-0.179023 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.42366 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.810421 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.00101123 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.59713 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.415805 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0892137 # DEPENDENCYPART_SIBL
(4,7),(4,26),-0.0396655 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.321621 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.00182547 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.377224 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.243313 # DEPENDENCYPART_SIBL
(4,8),(4,19),0.0456907 # DEPENDENCYPART_SIBL
(4,8),(4,26),0.00323995 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.039894 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.597852 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.408124 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0551416 # DEPENDENCYPART_SIBL
(4,11),(4,26),-0.0493758 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.131617 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0856618 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.347255 # DEPENDENCYPART_SIBL
(4,12),(4,26),0.113746 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.217467 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0239685 # DEPENDENCYPART_SIBL
(4,13),(4,26),0.129049 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0429795 # DEPENDENCYPART_SIBL
(4,14),(4,26),0.078735 # DEPENDENCYPART_SIBL
(4,19),(4,26),0.0652775 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0295181 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.119343 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.115926 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0670934 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0747375 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0509308 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0588739 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.139737 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0709779 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0424406 # DEPENDENCYPART_SIBL
(5,2),(5,26),0.0124258 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.239436 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0939518 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.198159 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.180923 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.128471 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.174085 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.341576 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.172798 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0772468 # DEPENDENCYPART_SIBL
(5,3),(5,26),-0.0303482 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0962175 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0270915 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0555295 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.054069 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.00400897 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.178672 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0767153 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0400016 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.1213 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.511091 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.359472 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.353578 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.510428 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0551516 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.4247 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.294268 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.14565 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.449824 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.491977 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.839206 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00950541 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.612835 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.425636 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.053187 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.19931 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.357583 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0276347 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.388518 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.248713 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.0531116 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.700526 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00279707 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.552926 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.324355 # DEPENDENCYPART_SIBL
(5,10),(5,26),-0.0331165 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0480561 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.613889 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.418286 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0430362 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.15079 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.115958 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.231532 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.227177 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.171039 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.128599 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0126083 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.116605 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0429484 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00222855 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.491661 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.12764 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.000262379 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0712349 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0384025 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0428823 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.109213 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.112774 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0382782 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.0711449 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.184113 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0118066 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0927771 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.000762824 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0617598 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0570016 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0285986 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0429249 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.246709 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.021886 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.036361 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0303703 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.194842 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.107953 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0219856 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0495496 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0445238 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0704609 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.045571 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0902682 # DEPENDENCYPART_SIBL
