# _root_ Gitano , which makes budget-priced apparel sold mainly through mass merchandisers like K mart and Wal-Mart , said the Regatta acquisition will enhance its strategy to expand into department stores .
#goldHeads=18,1,4,1,6,4,6,7,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
#predictedHeads=18,1,4,1,6,4,6,9,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
(6,3),-0.957184 # DEPENDENCYPART_ARC
(6,4),-0.972632 # DEPENDENCYPART_ARC
(6,5),1.21437 # DEPENDENCYPART_ARC
(6,7),-0.332773 # DEPENDENCYPART_ARC
(6,8),-1.46689 # DEPENDENCYPART_ARC
(6,9),-1.17273 # DEPENDENCYPART_ARC
(6,11),-1.84516 # DEPENDENCYPART_ARC
(6,12),-1.27873 # DEPENDENCYPART_ARC
(6,17),-0.969774 # DEPENDENCYPART_ARC
(6,22),-2.46638 # DEPENDENCYPART_ARC
(6,26),-2.8111 # DEPENDENCYPART_ARC
(7,1),-1.77241 # DEPENDENCYPART_ARC
(7,2),-1.69165 # DEPENDENCYPART_ARC
(7,3),-0.745939 # DEPENDENCYPART_ARC
(7,4),-1.02387 # DEPENDENCYPART_ARC
(7,5),-1.36085 # DEPENDENCYPART_ARC
(7,6),-0.525994 # DEPENDENCYPART_ARC
(7,8),0.281818 # DEPENDENCYPART_ARC
(7,9),0.0518825 # DEPENDENCYPART_ARC
(7,10),-0.805889 # DEPENDENCYPART_ARC
(7,11),-1.00573 # DEPENDENCYPART_ARC
(7,12),-0.659867 # DEPENDENCYPART_ARC
(7,14),-1.64048 # DEPENDENCYPART_ARC
(7,15),-1.30786 # DEPENDENCYPART_ARC
(7,16),-1.71808 # DEPENDENCYPART_ARC
(7,17),-1.20446 # DEPENDENCYPART_ARC
(7,21),-2.12377 # DEPENDENCYPART_ARC
(7,22),-1.89904 # DEPENDENCYPART_ARC
(7,25),-2.2605 # DEPENDENCYPART_ARC
(7,26),-1.39844 # DEPENDENCYPART_ARC
(7,28),-2.18307 # DEPENDENCYPART_ARC
(7,31),-2.69412 # DEPENDENCYPART_ARC
(8,3),-2.5387 # DEPENDENCYPART_ARC
(8,5),-1.93959 # DEPENDENCYPART_ARC
(8,6),-1.82753 # DEPENDENCYPART_ARC
(8,7),-1.14691 # DEPENDENCYPART_ARC
(8,9),-0.748937 # DEPENDENCYPART_ARC
(8,10),-1.18216 # DEPENDENCYPART_ARC
(8,11),-1.84763 # DEPENDENCYPART_ARC
(8,12),-1.89461 # DEPENDENCYPART_ARC
(9,5),-1.8838 # DEPENDENCYPART_ARC
(9,6),-1.33252 # DEPENDENCYPART_ARC
(9,7),-1.63772 # DEPENDENCYPART_ARC
(9,8),0.038114 # DEPENDENCYPART_ARC
(9,10),0.00761966 # DEPENDENCYPART_ARC
(9,11),0.179968 # DEPENDENCYPART_ARC
(9,12),-1.55957 # DEPENDENCYPART_ARC
(9,14),-1.871 # DEPENDENCYPART_ARC
(9,15),-1.17045 # DEPENDENCYPART_ARC
(9,16),-2.47854 # DEPENDENCYPART_ARC
(9,18),-0.988268 # DEPENDENCYPART_ARC
(9,22),-1.47211 # DEPENDENCYPART_ARC
(10,8),-1.90705 # DEPENDENCYPART_ARC
(10,12),-1.25944 # DEPENDENCYPART_ARC
(11,1),-2.75848 # DEPENDENCYPART_ARC
(11,3),-2.89149 # DEPENDENCYPART_ARC
(11,5),-1.38665 # DEPENDENCYPART_ARC
(11,6),-1.27245 # DEPENDENCYPART_ARC
(11,7),-1.43202 # DEPENDENCYPART_ARC
(11,8),-1.39144 # DEPENDENCYPART_ARC
(11,9),-1.31939 # DEPENDENCYPART_ARC
(11,10),1.78954 # DEPENDENCYPART_ARC
(11,12),0.24304 # DEPENDENCYPART_ARC
(11,13),-1.65491 # DEPENDENCYPART_ARC
(11,14),-1.64218 # DEPENDENCYPART_ARC
(11,15),-0.83107 # DEPENDENCYPART_ARC
(11,16),-2.04389 # DEPENDENCYPART_ARC
(11,17),-0.907087 # DEPENDENCYPART_ARC
(11,18),-1.21671 # DEPENDENCYPART_ARC
(11,22),-2.06854 # DEPENDENCYPART_ARC
(11,26),-2.01317 # DEPENDENCYPART_ARC
(12,8),-1.59672 # DEPENDENCYPART_ARC
(12,9),-1.25426 # DEPENDENCYPART_ARC
(12,11),-1.1154 # DEPENDENCYPART_ARC
(12,13),-0.365726 # DEPENDENCYPART_ARC
(12,14),-0.121961 # DEPENDENCYPART_ARC
(12,15),-1.1068 # DEPENDENCYPART_ARC
(12,16),-1.1267 # DEPENDENCYPART_ARC
(12,18),-0.845545 # DEPENDENCYPART_ARC
(12,21),-2.0281 # DEPENDENCYPART_ARC
(12,22),-1.45378 # DEPENDENCYPART_ARC
(13,14),-0.656929 # DEPENDENCYPART_ARC
(13,15),-0.36009 # DEPENDENCYPART_ARC
(13,16),-2.05325 # DEPENDENCYPART_ARC
(13,17),-1.20811 # DEPENDENCYPART_ARC
(14,1),-4.68717 # DEPENDENCYPART_ARC
(14,5),-2.75128 # DEPENDENCYPART_ARC
(14,6),-2.64828 # DEPENDENCYPART_ARC
(14,9),-2.12495 # DEPENDENCYPART_ARC
(14,10),-0.895912 # DEPENDENCYPART_ARC
(14,11),-1.00366 # DEPENDENCYPART_ARC
(14,12),-1.42446 # DEPENDENCYPART_ARC
(14,13),1.52804 # DEPENDENCYPART_ARC
(14,15),1.55615 # DEPENDENCYPART_ARC
(14,16),-1.0675 # DEPENDENCYPART_ARC
(14,17),-0.351668 # DEPENDENCYPART_ARC
(14,18),-1.41932 # DEPENDENCYPART_ARC
(14,21),-2.29647 # DEPENDENCYPART_ARC
(14,22),-1.88303 # DEPENDENCYPART_ARC
(14,25),-3.26496 # DEPENDENCYPART_ARC
(14,30),-2.86263 # DEPENDENCYPART_ARC
(15,16),1.05588 # DEPENDENCYPART_ARC
(15,18),-0.318831 # DEPENDENCYPART_ARC
(15,20),-2.28423 # DEPENDENCYPART_ARC
(15,21),-1.57365 # DEPENDENCYPART_ARC
(15,22),-1.5084 # DEPENDENCYPART_ARC
(15,23),-2.52057 # DEPENDENCYPART_ARC
(15,25),-2.25566 # DEPENDENCYPART_ARC
(15,30),-2.99704 # DEPENDENCYPART_ARC
(16,13),-1.86046 # DEPENDENCYPART_ARC
(16,14),-1.83114 # DEPENDENCYPART_ARC
(16,17),-1.16526 # DEPENDENCYPART_ARC
(16,18),-2.14255 # DEPENDENCYPART_ARC
(16,20),-3.35647 # DEPENDENCYPART_ARC
(16,21),-2.96051 # DEPENDENCYPART_ARC
(18,1),-1.70418 # DEPENDENCYPART_ARC
(18,2),-3.04371 # DEPENDENCYPART_ARC
(18,3),-2.83582 # DEPENDENCYPART_ARC
(18,4),-1.57542 # DEPENDENCYPART_ARC
(18,5),-2.50424 # DEPENDENCYPART_ARC
(18,6),-1.7686 # DEPENDENCYPART_ARC
(18,7),-2.28361 # DEPENDENCYPART_ARC
(18,8),-2.04094 # DEPENDENCYPART_ARC
(18,9),-1.93051 # DEPENDENCYPART_ARC
(18,10),-1.67001 # DEPENDENCYPART_ARC
(18,11),-0.978046 # DEPENDENCYPART_ARC
(18,12),-2.06375 # DEPENDENCYPART_ARC
(18,13),-2.13061 # DEPENDENCYPART_ARC
(18,14),-1.23135 # DEPENDENCYPART_ARC
(18,15),-1.53673 # DEPENDENCYPART_ARC
(18,16),-1.00898 # DEPENDENCYPART_ARC
(18,17),-0.699034 # DEPENDENCYPART_ARC
(18,19),-0.74297 # DEPENDENCYPART_ARC
(18,20),-0.570761 # DEPENDENCYPART_ARC
(18,21),-0.836589 # DEPENDENCYPART_ARC
(18,22),0.458622 # DEPENDENCYPART_ARC
(18,23),-0.959113 # DEPENDENCYPART_ARC
(18,25),-1.55996 # DEPENDENCYPART_ARC
(18,26),-1.14215 # DEPENDENCYPART_ARC
(18,27),-1.80648 # DEPENDENCYPART_ARC
(18,28),-1.69718 # DEPENDENCYPART_ARC
(18,31),0.674549 # DEPENDENCYPART_ARC
(19,20),-1.8238 # DEPENDENCYPART_ARC
(20,19),-0.491493 # DEPENDENCYPART_ARC
(21,16),-1.99283 # DEPENDENCYPART_ARC
(21,18),-1.35341 # DEPENDENCYPART_ARC
(21,19),1.37366 # DEPENDENCYPART_ARC
(21,20),1.30328 # DEPENDENCYPART_ARC
(21,25),-2.10543 # DEPENDENCYPART_ARC
(21,26),-1.90952 # DEPENDENCYPART_ARC
(22,1),-1.74048 # DEPENDENCYPART_ARC
(22,2),-2.58776 # DEPENDENCYPART_ARC
(22,3),-1.84946 # DEPENDENCYPART_ARC
(22,4),-1.27922 # DEPENDENCYPART_ARC
(22,6),-1.24167 # DEPENDENCYPART_ARC
(22,7),-1.2925 # DEPENDENCYPART_ARC
(22,8),-1.51224 # DEPENDENCYPART_ARC
(22,9),-0.95499 # DEPENDENCYPART_ARC
(22,10),-1.36869 # DEPENDENCYPART_ARC
(22,11),-0.64455 # DEPENDENCYPART_ARC
(22,12),-1.3867 # DEPENDENCYPART_ARC
(22,13),-1.46337 # DEPENDENCYPART_ARC
(22,14),-1.28451 # DEPENDENCYPART_ARC
(22,15),-1.28304 # DEPENDENCYPART_ARC
(22,16),-1.31185 # DEPENDENCYPART_ARC
(22,17),-1.02006 # DEPENDENCYPART_ARC
(22,18),-1.4803 # DEPENDENCYPART_ARC
(22,19),-1.34228 # DEPENDENCYPART_ARC
(22,20),-0.635607 # DEPENDENCYPART_ARC
(22,21),0.990043 # DEPENDENCYPART_ARC
(22,23),2.10149 # DEPENDENCYPART_ARC
(22,24),-1.31587 # DEPENDENCYPART_ARC
(22,25),-1.56653 # DEPENDENCYPART_ARC
(22,26),-1.43094 # DEPENDENCYPART_ARC
(22,27),-1.38443 # DEPENDENCYPART_ARC
(22,28),-1.61272 # DEPENDENCYPART_ARC
(22,30),-2.27333 # DEPENDENCYPART_ARC
(22,31),-0.275408 # DEPENDENCYPART_ARC
(23,3),-1.77024 # DEPENDENCYPART_ARC
(23,4),-2.61688 # DEPENDENCYPART_ARC
(23,19),-1.55898 # DEPENDENCYPART_ARC
(23,20),-1.55128 # DEPENDENCYPART_ARC
(23,21),-1.42767 # DEPENDENCYPART_ARC
(23,24),-0.61243 # DEPENDENCYPART_ARC
(23,25),0.33701 # DEPENDENCYPART_ARC
(23,26),0.0712382 # DEPENDENCYPART_ARC
(23,27),-0.650643 # DEPENDENCYPART_ARC
(23,28),-0.342995 # DEPENDENCYPART_ARC
(23,30),-0.979258 # DEPENDENCYPART_ARC
(23,31),-1.61262 # DEPENDENCYPART_ARC
(24,26),-1.85312 # DEPENDENCYPART_ARC
(25,19),-2.20421 # DEPENDENCYPART_ARC
(25,20),-1.49607 # DEPENDENCYPART_ARC
(25,21),-1.50642 # DEPENDENCYPART_ARC
(25,24),1.581 # DEPENDENCYPART_ARC
(25,26),0.31262 # DEPENDENCYPART_ARC
(25,27),-1.03761 # DEPENDENCYPART_ARC
(25,28),-1.09865 # DEPENDENCYPART_ARC
(25,30),-1.6328 # DEPENDENCYPART_ARC
(26,24),-1.42922 # DEPENDENCYPART_ARC
(26,25),-1.48864 # DEPENDENCYPART_ARC
(26,27),2.08527 # DEPENDENCYPART_ARC
(26,28),-0.804716 # DEPENDENCYPART_ARC
(26,30),-0.70186 # DEPENDENCYPART_ARC
(27,24),-1.16856 # DEPENDENCYPART_ARC
(27,25),-1.51679 # DEPENDENCYPART_ARC
(27,28),0.836169 # DEPENDENCYPART_ARC
(27,29),-0.500082 # DEPENDENCYPART_ARC
(27,30),-0.257956 # DEPENDENCYPART_ARC
(28,29),0.440356 # DEPENDENCYPART_ARC
(28,30),0.703691 # DEPENDENCYPART_ARC
(29,28),-1.35979 # DEPENDENCYPART_ARC
(29,30),-0.977272 # DEPENDENCYPART_ARC
(30,20),-1.65233 # DEPENDENCYPART_ARC
(30,21),-1.86126 # DEPENDENCYPART_ARC
(30,24),-0.787701 # DEPENDENCYPART_ARC
(30,25),-1.5775 # DEPENDENCYPART_ARC
(30,27),-1.63008 # DEPENDENCYPART_ARC
(30,28),-1.27891 # DEPENDENCYPART_ARC
(30,29),1.78121 # DEPENDENCYPART_ARC
(31,30),-2.60765 # DEPENDENCYPART_ARC
(0,1),(0,4),-0.65551 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.146023 # DEPENDENCYPART_SIBL
(0,1),(0,18),-1.16705 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.351693 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.554144 # DEPENDENCYPART_SIBL
(0,4),(0,18),-1.96947 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.851268 # DEPENDENCYPART_SIBL
(0,7),(0,18),-1.13321 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.266147 # DEPENDENCYPART_SIBL
(0,18),(0,22),-1.10308 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.00763505 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.452481 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.336382 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.64254 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.408509 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.333044 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.401458 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.383505 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.69865 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.449565 # DEPENDENCYPART_SIBL
(1,2),(1,17),0.0761993 # DEPENDENCYPART_SIBL
(1,2),(1,31),0.00426558 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.03666 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0516122 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.142717 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0818922 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0703058 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0478526 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0743134 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.016097 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.066609 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.0508984 # DEPENDENCYPART_SIBL
(1,3),(1,31),-0.0778137 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0061448 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0743501 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.103075 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.0230791 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.032451 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0248322 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.00552173 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.000688427 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.193167 # DEPENDENCYPART_SIBL
(1,4),(1,31),0.172661 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0855361 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0167455 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.0313361 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0398801 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0370247 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0218297 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.0173097 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.0431284 # DEPENDENCYPART_SIBL
(1,5),(1,31),0.0308612 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0484218 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.021648 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.0269199 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.112288 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0210111 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.0368296 # DEPENDENCYPART_SIBL
(1,6),(1,17),0.218064 # DEPENDENCYPART_SIBL
(1,6),(1,31),0.0671501 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.146043 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0395243 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.0364753 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.00666059 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.153709 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.21193 # DEPENDENCYPART_SIBL
(1,7),(1,31),0.04646 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.0573155 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0599649 # DEPENDENCYPART_SIBL
(1,8),(1,14),0.0663229 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.0387543 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0640625 # DEPENDENCYPART_SIBL
(1,8),(1,31),-0.00284386 # DEPENDENCYPART_SIBL
(1,9),(1,11),0.0121166 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.000563141 # DEPENDENCYPART_SIBL
(1,9),(1,15),0.180474 # DEPENDENCYPART_SIBL
(1,9),(1,17),0.0867909 # DEPENDENCYPART_SIBL
(1,9),(1,31),0.0777076 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.00835282 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.0359044 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.0390058 # DEPENDENCYPART_SIBL
(1,11),(1,31),0.0895388 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.0122722 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.0067924 # DEPENDENCYPART_SIBL
(1,14),(1,31),0.00390389 # DEPENDENCYPART_SIBL
(1,15),(1,17),-0.0683324 # DEPENDENCYPART_SIBL
(1,15),(1,31),-0.175504 # DEPENDENCYPART_SIBL
(1,17),(1,31),0.00426558 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0628419 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0250223 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0210628 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0706276 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.286813 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0328918 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0255373 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.00397681 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0166935 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0254254 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0103051 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0135515 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.00731085 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0015908 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.0389741 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.051643 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.0220135 # DEPENDENCYPART_SIBL
(4,1),(4,26),-0.0754131 # DEPENDENCYPART_SIBL
(4,1),(4,28),-0.0195521 # DEPENDENCYPART_SIBL
(4,1),(4,31),0.019323 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0698383 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0622389 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.00818997 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0347132 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00801157 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0832412 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0448266 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.061473 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0257501 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0748371 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.0954265 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.0878508 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0351455 # DEPENDENCYPART_SIBL
(4,2),(4,26),-0.0784393 # DEPENDENCYPART_SIBL
(4,2),(4,28),-0.0302704 # DEPENDENCYPART_SIBL
(4,2),(4,31),-0.00900059 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.285284 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.205017 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.150812 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.170104 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.180296 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.296787 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.193357 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.169226 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0932303 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0220588 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0427641 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0361482 # DEPENDENCYPART_SIBL
(4,3),(4,26),0.166314 # DEPENDENCYPART_SIBL
(4,3),(4,28),0.141362 # DEPENDENCYPART_SIBL
(4,3),(4,31),-0.466637 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.246972 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0304395 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0814969 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0328701 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.215839 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.138858 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.1631 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0446586 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.0498213 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.188651 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.165982 # DEPENDENCYPART_SIBL
(4,5),(4,26),-0.113908 # DEPENDENCYPART_SIBL
(4,5),(4,28),-0.110963 # DEPENDENCYPART_SIBL
(4,5),(4,31),-0.00546768 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0134763 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0679038 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0325817 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.247247 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.128355 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.141479 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0177267 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0119951 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.131563 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.279651 # DEPENDENCYPART_SIBL
(4,6),(4,26),0.0433443 # DEPENDENCYPART_SIBL
(4,6),(4,28),0.0427072 # DEPENDENCYPART_SIBL
(4,6),(4,31),0.0224788 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.343257 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.336289 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.372811 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.384789 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.331002 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0804254 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.104312 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.297036 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.343329 # DEPENDENCYPART_SIBL
(4,7),(4,26),-0.319382 # DEPENDENCYPART_SIBL
(4,7),(4,28),-0.355033 # DEPENDENCYPART_SIBL
(4,7),(4,31),-0.0314857 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.104253 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.146291 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.21964 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.124005 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.102548 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.129635 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.137072 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.259923 # DEPENDENCYPART_SIBL
(4,8),(4,26),-0.0693022 # DEPENDENCYPART_SIBL
(4,8),(4,28),-0.163891 # DEPENDENCYPART_SIBL
(4,8),(4,31),-0.0732943 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.187537 # DEPENDENCYPART_SIBL
