# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(13,6),-1.696 # DEPENDENCYPART_ARC
(13,7),-1.50233 # DEPENDENCYPART_ARC
(13,8),-1.63419 # DEPENDENCYPART_ARC
(13,9),-1.35828 # DEPENDENCYPART_ARC
(13,10),-0.00212085 # DEPENDENCYPART_ARC
(13,11),-1.17761 # DEPENDENCYPART_ARC
(13,12),0.732375 # DEPENDENCYPART_ARC
(13,14),1.3738 # DEPENDENCYPART_ARC
(13,15),-0.480235 # DEPENDENCYPART_ARC
(13,16),-1.83962 # DEPENDENCYPART_ARC
(13,18),-0.873858 # DEPENDENCYPART_ARC
(13,19),-0.639065 # DEPENDENCYPART_ARC
(13,20),-0.749021 # DEPENDENCYPART_ARC
(13,22),-2.28646 # DEPENDENCYPART_ARC
(13,23),-0.18485 # DEPENDENCYPART_ARC
(14,12),-2.18283 # DEPENDENCYPART_ARC
(14,15),0.675047 # DEPENDENCYPART_ARC
(14,16),-0.805918 # DEPENDENCYPART_ARC
(14,18),-0.603946 # DEPENDENCYPART_ARC
(14,19),-1.2782 # DEPENDENCYPART_ARC
(14,20),-2.1475 # DEPENDENCYPART_ARC
(14,22),-2.07049 # DEPENDENCYPART_ARC
(14,23),-2.81916 # DEPENDENCYPART_ARC
(15,1),-3.08365 # DEPENDENCYPART_ARC
(15,4),-2.81552 # DEPENDENCYPART_ARC
(15,12),-1.82249 # DEPENDENCYPART_ARC
(15,14),-0.454659 # DEPENDENCYPART_ARC
(15,16),1.54299 # DEPENDENCYPART_ARC
(15,17),-0.957537 # DEPENDENCYPART_ARC
(15,18),-0.676606 # DEPENDENCYPART_ARC
(15,19),-1.03006 # DEPENDENCYPART_ARC
(15,20),-1.50612 # DEPENDENCYPART_ARC
(15,21),-2.1369 # DEPENDENCYPART_ARC
(15,22),-2.20337 # DEPENDENCYPART_ARC
(15,23),-2.03198 # DEPENDENCYPART_ARC
(16,4),-2.7728 # DEPENDENCYPART_ARC
(16,14),-1.1099 # DEPENDENCYPART_ARC
(16,18),-1.4009 # DEPENDENCYPART_ARC
(16,19),-1.15937 # DEPENDENCYPART_ARC
(16,20),-1.65879 # DEPENDENCYPART_ARC
(17,22),-2.57349 # DEPENDENCYPART_ARC
(18,15),-1.01325 # DEPENDENCYPART_ARC
(18,16),-1.11497 # DEPENDENCYPART_ARC
(18,17),2.00989 # DEPENDENCYPART_ARC
(18,19),-1.4931 # DEPENDENCYPART_ARC
(18,20),-1.79338 # DEPENDENCYPART_ARC
(18,21),-2.08868 # DEPENDENCYPART_ARC
(18,22),-2.23568 # DEPENDENCYPART_ARC
(20,18),-2.0095 # DEPENDENCYPART_ARC
(20,21),-0.138157 # DEPENDENCYPART_ARC
(20,22),0.0617533 # DEPENDENCYPART_ARC
(20,23),-2.00635 # DEPENDENCYPART_ARC
(21,14),-2.3094 # DEPENDENCYPART_ARC
(21,18),-2.55128 # DEPENDENCYPART_ARC
(21,19),-2.14431 # DEPENDENCYPART_ARC
(21,20),-1.27566 # DEPENDENCYPART_ARC
(21,22),-1.53302 # DEPENDENCYPART_ARC
(22,1),-2.18726 # DEPENDENCYPART_ARC
(22,4),-1.91776 # DEPENDENCYPART_ARC
(22,12),-2.617 # DEPENDENCYPART_ARC
(22,14),-2.07892 # DEPENDENCYPART_ARC
(22,15),-2.0078 # DEPENDENCYPART_ARC
(22,16),-2.40205 # DEPENDENCYPART_ARC
(22,17),-1.18093 # DEPENDENCYPART_ARC
(22,18),-1.73209 # DEPENDENCYPART_ARC
(22,19),-1.76391 # DEPENDENCYPART_ARC
(22,20),-0.318578 # DEPENDENCYPART_ARC
(22,21),1.07557 # DEPENDENCYPART_ARC
(22,23),-1.18033 # DEPENDENCYPART_ARC
(23,22),-2.78434 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.14289 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0946335 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.729246 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0655523 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.764379 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.734186 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.66426 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0462997 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.367741 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.382689 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.38287 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.0348263 # DEPENDENCYPART_SIBL
(1,2),(1,23),0.0114742 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0090393 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.564305 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.582636 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.571158 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0101229 # DEPENDENCYPART_SIBL
(1,3),(1,23),0.0606851 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.218161 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.235559 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.230072 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0271753 # DEPENDENCYPART_SIBL
(1,4),(1,23),0.124114 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.846494 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.840865 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.153452 # DEPENDENCYPART_SIBL
(1,6),(1,23),-0.069724 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.863302 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.0945263 # DEPENDENCYPART_SIBL
(1,7),(1,23),-0.102171 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.172335 # DEPENDENCYPART_SIBL
(1,9),(1,23),-0.106711 # DEPENDENCYPART_SIBL
(1,10),(1,23),0.395117 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.122682 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.120669 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.169028 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0809582 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0782543 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0682738 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.117065 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.148286 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0682738 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.00163346 # DEPENDENCYPART_SIBL
(3,1),(3,23),-0.000162952 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.176129 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0516135 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0593266 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.103624 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.116438 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.12736 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.103624 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0139245 # DEPENDENCYPART_SIBL
(3,2),(3,23),-0.0627321 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.181192 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.194287 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0978575 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.157483 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0156612 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0978575 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.227449 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.198913 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.135989 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0856852 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0510475 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0655697 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0856852 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.026118 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.0687889 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0172716 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0493329 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0676827 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0172716 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0419672 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0723811 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.737273 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.502056 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.137228 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.620469 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.000303511 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0503791 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.00502819 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0191711 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.00350614 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.211303 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.0515724 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.0213782 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.620469 # DEPENDENCYPART_SIBL
(3,19),(3,23),-0.000303511 # DEPENDENCYPART_SIBL
(3,20),(3,23),-0.0639454 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0201348 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0739393 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0944931 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0989589 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0555641 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0554553 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0468433 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0243905 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0317108 # DEPENDENCYPART_SIBL
(4,1),(4,23),0.054422 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.112985 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0878774 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.105296 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.110342 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.072438 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0876673 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0263002 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0167052 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.0863621 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.363248 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.364708 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.375195 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.370842 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0541314 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.557969 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.460406 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.109477 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.696963 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.708417 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.701551 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.152011 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.814163 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.667298 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.0828578 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.719761 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.712882 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0811047 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.826305 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.679562 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.104952 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.710257 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0878716 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.827658 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.679488 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.110819 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.176956 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.838464 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.691361 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.124693 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0453475 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.148168 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.152733 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.711314 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.0482689 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.333783 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.023476 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0276522 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.130068 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.050474 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0188526 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0223 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0719983 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.148818 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0972602 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0643617 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.154901 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00764953 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.635821 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00890963 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0243336 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0793838 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0751454 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00700645 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0995756 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0751454 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0276015 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.18435 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0137502 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.102384 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0921253 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.123815 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.102384 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0627206 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0610937 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.147477 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0469043 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0787994 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.147477 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0830896 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0266733 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0133144 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0860803 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0266733 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0302923 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.69559 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.512029 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.114765 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.00464029 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.272559 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.236326 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0597442 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.29525 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0628928 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.00464029 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0295808 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.121148 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.141531 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.025279 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0376654 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0239661 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0118854 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0540419 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.058453 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0337307 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0590645 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.07033 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00605116 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.00549955 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0540419 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0125192 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0560167 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0774653 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.249049 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0598992 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.310049 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0799383 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.128655 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.155662 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0025621 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0432043 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0329889 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0524336 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0825529 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0348641 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0414472 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0025621 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0134828 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0132092 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.019739 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.105742 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.238092 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0287222 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0693219 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0914865 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0835791 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0883334 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0607805 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00467322 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0115165 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0405543 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0937398 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0835791 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0263558 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0782146 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.151141 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0889587 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0948222 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0712486 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0454407 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0928501 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0609693 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0686843 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.063849 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0310596 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00194451 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0479051 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0928501 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0576808 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.023918 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0751944 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.255285 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.24264 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.311304 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.044856 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.109405 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.126924 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0531569 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0312775 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.146812 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0373211 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.044856 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0146169 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0545427 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.151339 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.244253 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.214601 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0620585 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0923448 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0376888 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0342613 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.036546 # DEPENDENCYPART_SIBL
