# _root_ West German Economics Minister Helmut Haussmann said , `` In my view , the stock market will stabilize relatively quickly .
#goldHeads=6,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
#predictedHeads=2,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
(17,14),-1.21069 # DEPENDENCYPART_ARC
(17,15),-0.28654 # DEPENDENCYPART_ARC
(17,16),0.850293 # DEPENDENCYPART_ARC
(17,18),2.23177 # DEPENDENCYPART_ARC
(17,19),-0.989978 # DEPENDENCYPART_ARC
(17,20),-1.48682 # DEPENDENCYPART_ARC
(17,21),-0.682088 # DEPENDENCYPART_ARC
(18,2),-2.41786 # DEPENDENCYPART_ARC
(18,7),-2.09274 # DEPENDENCYPART_ARC
(18,9),-2.02192 # DEPENDENCYPART_ARC
(18,10),-1.78865 # DEPENDENCYPART_ARC
(18,12),-1.59759 # DEPENDENCYPART_ARC
(18,13),-1.93725 # DEPENDENCYPART_ARC
(18,15),-1.13929 # DEPENDENCYPART_ARC
(18,16),-1.39895 # DEPENDENCYPART_ARC
(18,19),0.247724 # DEPENDENCYPART_ARC
(18,20),-0.333274 # DEPENDENCYPART_ARC
(18,21),-1.41022 # DEPENDENCYPART_ARC
(19,16),-1.97427 # DEPENDENCYPART_ARC
(19,20),0.0912355 # DEPENDENCYPART_ARC
(19,21),-1.95881 # DEPENDENCYPART_ARC
(20,7),-2.24718 # DEPENDENCYPART_ARC
(20,10),-1.81268 # DEPENDENCYPART_ARC
(20,16),-1.85855 # DEPENDENCYPART_ARC
(20,19),-0.862899 # DEPENDENCYPART_ARC
(20,21),-1.82335 # DEPENDENCYPART_ARC
(21,17),-2.64194 # DEPENDENCYPART_ARC
(21,19),-2.97332 # DEPENDENCYPART_ARC
(21,20),-2.43052 # DEPENDENCYPART_ARC
(0,7),(0,17),-1.10308 # DEPENDENCYPART_SIBL
(1,2),(1,3),-1.11017e-05 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.000165364 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0805086 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.136845 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0467445 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0128867 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0882143 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.0453457 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.0917024 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.080069 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0365491 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.0917404 # DEPENDENCYPART_SIBL
(1,8),(1,10),0.0453913 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.290168 # DEPENDENCYPART_SIBL
(1,10),(1,17),-0.0769013 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0180833 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0195908 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0185394 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0774573 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.022802 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0288687 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.0774573 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.0222641 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.00774592 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.00709143 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.121567 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0235383 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.0448039 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.121567 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0874414 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.00777266 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.113422 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.023498 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0360072 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.113422 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.0874794 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.109814 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0235383 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0428498 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.109814 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.0874414 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.273572 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0448768 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.00968491 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.295149 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.174144 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.0554938 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.239692 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0571308 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0650181 # DEPENDENCYPART_SIBL
(2,13),(2,17),0.295149 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.106632 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0562699 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0406008 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0353801 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0363512 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0207217 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0155009 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0358931 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0361136 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0347486 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0423853 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.209306 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0781369 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0729161 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0231202 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0231202 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.276936 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0582577 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.053037 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00851446 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00851446 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0715157 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0505314 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0626341 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0626341 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0488761 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0025102 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0025102 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0025102 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0025102 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.061932 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.108212 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.169249 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.199765 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0190978 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.107512 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.000401027 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.00558117 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0271136 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0531596 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.000401027 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0450769 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0925671 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.232517 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.263035 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00236725 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.118047 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0312427 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0081118 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0369865 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0354775 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0312427 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0273948 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.088925 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.141719 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0648461 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0169717 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0213249 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0597969 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0648781 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0119963 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0213249 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0233053 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0752291 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.108086 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0363963 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00251388 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0846895 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0334796 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0225749 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.00251388 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0578765 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0488469 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0781288 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00642344 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00661745 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0292627 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0614209 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00642344 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0476753 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.163164 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.599063 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0162593 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0297925 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0893896 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.599063 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.07171 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.18344 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.363408 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.226792 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.609693 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0761993 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.680761 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.353713 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.181987 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.130697 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0184491 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.131398 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.275536 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0436585 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0259492 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0827471 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.158002 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.282149 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.295984 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.203526 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.680761 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.353713 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.191878 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.106031 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.18573 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.221467 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.173946 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.108305 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.001194 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0047882 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0279065 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0523667 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.001194 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.044284 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.09336 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.25336 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.289099 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.257857 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.119633 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0328286 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00652586 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0385724 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0338916 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0328286 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0258089 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.090511 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.206379 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.210337 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00283227 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0354643 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0456575 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0790175 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0261357 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0354643 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00916592 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0893685 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.253336 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0222569 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0116255 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0705501 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0476191 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.00843546 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0116255 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0437371 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0629863 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0183464 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0842219 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0252217 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0958677 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0475072 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0842219 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0122056 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.109804 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.599063 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0162593 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0297925 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0893896 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.599063 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.07171 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.18344 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.363408 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.226792 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.609693 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0761993 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.680761 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.353713 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.181987 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.130697 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0184491 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.131398 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.275536 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0436585 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0259492 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0827471 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.158002 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.282149 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.295984 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.203526 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.680761 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.353713 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.191878 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.362638 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0803711 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0838112 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.110706 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0702987 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0401808 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0211858 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0121629 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0389358 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0401808 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0342379 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0135037 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0299875 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0667887 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0571754 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.000278314 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0824788 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0859179 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.104673 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0724064 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0549743 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0412923 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0795539 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0155812 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0549743 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0202791 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0804107 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0886368 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.131552 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.121939 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0630068 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.560514 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.559804 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.54705 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00925657 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0152596 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0797543 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0861649 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00925657 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.127783 # DEPENDENCYPART_SIBL
