# _root_ Even food products and automobiles , which have long depended on color , are making the switch .
#goldHeads=3,3,14,3,4,3,8,3,10,8,10,11,3,0,14,17,15,14,
#predictedHeads=3,3,14,3,4,3,8,3,8,8,10,11,3,0,14,17,15,14,
(9,13),-1.85939 # DEPENDENCYPART_ARC
(9,14),-1.67396 # DEPENDENCYPART_ARC
(9,15),-2.27284 # DEPENDENCYPART_ARC
(10,1),-1.8157 # DEPENDENCYPART_ARC
(10,3),-1.78727 # DEPENDENCYPART_ARC
(10,4),-2.24309 # DEPENDENCYPART_ARC
(10,5),-1.85954 # DEPENDENCYPART_ARC
(10,6),-1.868 # DEPENDENCYPART_ARC
(10,7),-0.680809 # DEPENDENCYPART_ARC
(10,8),-1.40381 # DEPENDENCYPART_ARC
(10,9),0.00614576 # DEPENDENCYPART_ARC
(10,11),1.19841 # DEPENDENCYPART_ARC
(10,12),-0.395785 # DEPENDENCYPART_ARC
(10,13),-0.835079 # DEPENDENCYPART_ARC
(10,14),-1.10924 # DEPENDENCYPART_ARC
(10,15),-0.946708 # DEPENDENCYPART_ARC
(10,17),-1.52881 # DEPENDENCYPART_ARC
(10,18),-1.88012 # DEPENDENCYPART_ARC
(11,1),-1.72059 # DEPENDENCYPART_ARC
(11,7),-1.56475 # DEPENDENCYPART_ARC
(11,9),-1.3732 # DEPENDENCYPART_ARC
(11,12),1.72607 # DEPENDENCYPART_ARC
(11,13),-1.33456 # DEPENDENCYPART_ARC
(11,14),-0.461883 # DEPENDENCYPART_ARC
(11,15),-1.55252 # DEPENDENCYPART_ARC
(11,17),-2.2545 # DEPENDENCYPART_ARC
(11,18),-2.71257 # DEPENDENCYPART_ARC
(12,7),-2.25446 # DEPENDENCYPART_ARC
(12,9),-1.79811 # DEPENDENCYPART_ARC
(12,10),-1.3435 # DEPENDENCYPART_ARC
(12,11),-0.940289 # DEPENDENCYPART_ARC
(12,13),-0.813732 # DEPENDENCYPART_ARC
(12,14),-1.44498 # DEPENDENCYPART_ARC
(12,15),-1.70901 # DEPENDENCYPART_ARC
(12,17),-2.13741 # DEPENDENCYPART_ARC
(12,18),-2.40123 # DEPENDENCYPART_ARC
(14,1),-1.52466 # DEPENDENCYPART_ARC
(14,2),-2.09919 # DEPENDENCYPART_ARC
(14,3),-1.29952 # DEPENDENCYPART_ARC
(14,4),-1.75813 # DEPENDENCYPART_ARC
(14,5),-0.732855 # DEPENDENCYPART_ARC
(14,6),-2.13037 # DEPENDENCYPART_ARC
(14,7),-1.16883 # DEPENDENCYPART_ARC
(14,8),-1.60866 # DEPENDENCYPART_ARC
(14,9),-1.32206 # DEPENDENCYPART_ARC
(14,10),-1.60074 # DEPENDENCYPART_ARC
(14,11),-1.27342 # DEPENDENCYPART_ARC
(14,12),-1.20458 # DEPENDENCYPART_ARC
(14,13),-0.448795 # DEPENDENCYPART_ARC
(14,15),1.67821 # DEPENDENCYPART_ARC
(14,16),-1.19569 # DEPENDENCYPART_ARC
(14,17),-0.583552 # DEPENDENCYPART_ARC
(14,18),0.156051 # DEPENDENCYPART_ARC
(15,1),-2.57145 # DEPENDENCYPART_ARC
(15,3),-2.3155 # DEPENDENCYPART_ARC
(15,7),-1.76313 # DEPENDENCYPART_ARC
(15,8),-1.93435 # DEPENDENCYPART_ARC
(15,9),-1.90704 # DEPENDENCYPART_ARC
(15,10),-2.20576 # DEPENDENCYPART_ARC
(15,11),-1.46328 # DEPENDENCYPART_ARC
(15,12),-1.56669 # DEPENDENCYPART_ARC
(15,13),-1.80576 # DEPENDENCYPART_ARC
(15,14),-0.995469 # DEPENDENCYPART_ARC
(15,16),-0.358827 # DEPENDENCYPART_ARC
(15,17),0.83002 # DEPENDENCYPART_ARC
(15,18),-1.40077 # DEPENDENCYPART_ARC
(17,3),-3.21355 # DEPENDENCYPART_ARC
(17,12),-2.30701 # DEPENDENCYPART_ARC
(17,15),-1.30893 # DEPENDENCYPART_ARC
(17,16),1.18933 # DEPENDENCYPART_ARC
(17,18),-1.56167 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.0395791 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.406276 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0464946 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.500663 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.400904 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.114204 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.432487 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.463049 # DEPENDENCYPART_SIBL
(0,8),(0,14),-1.03497 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.352073 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.263586 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0292201 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.254927 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.0100054 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.156352 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0684682 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0363446 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.288542 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0153117 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.120375 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.0358803 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0799272 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0161249 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.0322012 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.0113258 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0271956 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.118795 # DEPENDENCYPART_SIBL
(1,5),(1,18),-0.0120613 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.234551 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.255395 # DEPENDENCYPART_SIBL
(1,8),(1,18),0.221192 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.00121122 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0727157 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0210854 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.01445 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.124001 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0596264 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.01445 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0846303 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.253875 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0697784 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0919056 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0522644 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.0697784 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0087073 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.103061 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0332095 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.132493 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.103061 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0860459 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0894667 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0450395 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.0860459 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.278522 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.594289 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.000129097 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.000394644 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.129933 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.176363 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.188105 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0795053 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00660219 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0243617 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0547779 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.046003 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0359796 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0169767 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0971835 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0683984 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0243617 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0466319 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0872859 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0212853 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0388409 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0592103 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0302507 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.132385 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0140805 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0902073 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0633037 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.233681 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0150849 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0302507 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0933513 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.144852 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0731489 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0771861 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0619546 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0388444 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0402062 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0660111 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0586536 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.000855636 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0943879 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0619546 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.00476647 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0290734 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.00801852 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0500545 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.113972 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0615177 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0351464 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0417 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0111675 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0246658 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0500545 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.035611 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0838635 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0253454 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0284007 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.548971 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.263615 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.470214 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.280329 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.649182 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0335557 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.791458 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.510389 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.00530446 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0696603 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0735721 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0568886 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0659296 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0430138 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0940915 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0392074 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0799448 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.110509 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0138187 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.045005 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.00477999 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0576039 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.23165 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.251403 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0234296 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0260642 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0388242 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0734936 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.144144 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0354488 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.046443 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0575757 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.00328918 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0203264 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0437337 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.294181 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.06251 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0792772 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.0338535 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.108449 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0832044 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.072849 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0174321 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.104405 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0564586 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.00518674 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.11484 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.00870933 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.791458 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.510389 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.00530446 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.12593 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0327882 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.026877 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0318551 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0683436 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0695969 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0484001 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0870645 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0531522 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0291638 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0175399 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.317313 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.246459 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.572537 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0708006 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.080753 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.617301 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.303789 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0621537 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0506863 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.20514 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.256619 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0651735 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.307737 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.370561 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00302148 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.04785 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.400437 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.169436 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.154497 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.238575 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.835713 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.345039 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0798666 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.590346 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.325373 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.494187 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.384598 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.377911 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.176879 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.162314 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.000960662 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0543718 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0445134 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0561327 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00387262 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0408191 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0485473 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.000960662 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0422324 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.06322 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0236061 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0111866 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0471554 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.110287 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00996537 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.103023 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0240501 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.116253 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.00272593 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0471554 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0765637 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0840181 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0447872 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.022148 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.078033 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0257135 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0268808 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0553926 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.139218 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0171109 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.022148 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0340065 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0274529 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.00365843 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0125632 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.50812 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.223607 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.43744 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.141768 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.576992 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.053409 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.733994 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.461972 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0340152 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0664248 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0777433 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0472349 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.108431 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.068022 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0704575 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0436425 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0778316 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0976788 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.011121 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0284834 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0281706 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0397735 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.263772 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.24897 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0144485 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0464171 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00421148 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0291941 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.062424 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0182357 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0956471 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.100301 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0317766 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0430616 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0840633 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.276393 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0438357 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0924854 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0325744 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0743684 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.113204 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0769955 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.00817161 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.124139 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.00691864 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.00943224 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.104553 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0318712 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.733994 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.461972 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0340152 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.109343 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.00482994 # DEPENDENCYPART_SIBL
