# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(8,15),-1.0507 # DEPENDENCYPART_ARC
(8,16),-2.41269 # DEPENDENCYPART_ARC
(8,17),-2.4999 # DEPENDENCYPART_ARC
(8,19),-2.21828 # DEPENDENCYPART_ARC
(8,23),-2.9103 # DEPENDENCYPART_ARC
(9,8),-2.14704 # DEPENDENCYPART_ARC
(9,10),-1.6958 # DEPENDENCYPART_ARC
(10,8),-2.02499 # DEPENDENCYPART_ARC
(10,9),-1.63642 # DEPENDENCYPART_ARC
(10,11),0.523305 # DEPENDENCYPART_ARC
(10,12),-0.155693 # DEPENDENCYPART_ARC
(10,13),-1.3253 # DEPENDENCYPART_ARC
(10,14),-1.43319 # DEPENDENCYPART_ARC
(10,15),-0.854052 # DEPENDENCYPART_ARC
(10,16),-2.39435 # DEPENDENCYPART_ARC
(10,17),-0.992943 # DEPENDENCYPART_ARC
(10,22),-3.06956 # DEPENDENCYPART_ARC
(11,5),-2.53016 # DEPENDENCYPART_ARC
(11,8),-2.10058 # DEPENDENCYPART_ARC
(11,12),0.587828 # DEPENDENCYPART_ARC
(11,13),0.131074 # DEPENDENCYPART_ARC
(11,14),-0.542657 # DEPENDENCYPART_ARC
(11,15),-1.16061 # DEPENDENCYPART_ARC
(11,16),-1.26281 # DEPENDENCYPART_ARC
(11,17),-1.19546 # DEPENDENCYPART_ARC
(11,18),-1.60297 # DEPENDENCYPART_ARC
(11,22),-2.01617 # DEPENDENCYPART_ARC
(11,23),-2.616 # DEPENDENCYPART_ARC
(12,4),-1.90685 # DEPENDENCYPART_ARC
(12,5),-2.48529 # DEPENDENCYPART_ARC
(12,7),-1.18674 # DEPENDENCYPART_ARC
(12,8),-1.74973 # DEPENDENCYPART_ARC
(12,9),-2.20013 # DEPENDENCYPART_ARC
(12,10),-1.5586 # DEPENDENCYPART_ARC
(12,11),-0.270302 # DEPENDENCYPART_ARC
(12,13),0.491295 # DEPENDENCYPART_ARC
(12,14),-0.805091 # DEPENDENCYPART_ARC
(12,15),-0.951478 # DEPENDENCYPART_ARC
(12,16),-1.26236 # DEPENDENCYPART_ARC
(12,17),-1.31347 # DEPENDENCYPART_ARC
(12,18),-1.89102 # DEPENDENCYPART_ARC
(12,19),-2.64628 # DEPENDENCYPART_ARC
(12,22),-2.14249 # DEPENDENCYPART_ARC
(12,23),-1.99939 # DEPENDENCYPART_ARC
(13,9),-2.15797 # DEPENDENCYPART_ARC
(13,12),-1.28636 # DEPENDENCYPART_ARC
(13,14),2.07485 # DEPENDENCYPART_ARC
(13,15),-1.39861 # DEPENDENCYPART_ARC
(13,16),-0.832572 # DEPENDENCYPART_ARC
(13,17),-1.76774 # DEPENDENCYPART_ARC
(13,18),-1.28053 # DEPENDENCYPART_ARC
(13,22),-1.47011 # DEPENDENCYPART_ARC
(14,11),-2.03196 # DEPENDENCYPART_ARC
(14,12),-1.5338 # DEPENDENCYPART_ARC
(14,13),-0.991952 # DEPENDENCYPART_ARC
(14,15),0.100692 # DEPENDENCYPART_ARC
(14,16),-0.374745 # DEPENDENCYPART_ARC
(14,17),-1.43184 # DEPENDENCYPART_ARC
(14,18),-1.6314 # DEPENDENCYPART_ARC
(14,19),-2.21991 # DEPENDENCYPART_ARC
(14,22),-2.21229 # DEPENDENCYPART_ARC
(14,23),-2.49777 # DEPENDENCYPART_ARC
(16,11),-1.91365 # DEPENDENCYPART_ARC
(16,12),-1.95016 # DEPENDENCYPART_ARC
(16,13),-1.72213 # DEPENDENCYPART_ARC
(16,14),-0.883121 # DEPENDENCYPART_ARC
(16,15),-1.35967 # DEPENDENCYPART_ARC
(16,17),1.38261 # DEPENDENCYPART_ARC
(16,18),-0.777875 # DEPENDENCYPART_ARC
(16,19),-1.28539 # DEPENDENCYPART_ARC
(16,20),-1.33059 # DEPENDENCYPART_ARC
(16,21),-1.6118 # DEPENDENCYPART_ARC
(16,22),-1.66675 # DEPENDENCYPART_ARC
(16,23),-2.07891 # DEPENDENCYPART_ARC
(17,18),1.29632 # DEPENDENCYPART_ARC
(17,19),-0.740641 # DEPENDENCYPART_ARC
(17,20),-1.49739 # DEPENDENCYPART_ARC
(17,21),-1.13028 # DEPENDENCYPART_ARC
(17,22),-1.12593 # DEPENDENCYPART_ARC
(18,16),-1.23283 # DEPENDENCYPART_ARC
(18,19),1.63699 # DEPENDENCYPART_ARC
(18,20),-1.20153 # DEPENDENCYPART_ARC
(18,21),-1.46022 # DEPENDENCYPART_ARC
(18,22),-1.50312 # DEPENDENCYPART_ARC
(18,23),-1.87075 # DEPENDENCYPART_ARC
(19,18),-0.769759 # DEPENDENCYPART_ARC
(19,20),-1.45914 # DEPENDENCYPART_ARC
(19,22),-2.44326 # DEPENDENCYPART_ARC
(20,18),-1.63542 # DEPENDENCYPART_ARC
(20,19),-1.4961 # DEPENDENCYPART_ARC
(20,21),-1.18053 # DEPENDENCYPART_ARC
(21,18),-1.8227 # DEPENDENCYPART_ARC
(21,19),-1.90205 # DEPENDENCYPART_ARC
(21,20),-0.429417 # DEPENDENCYPART_ARC
(22,4),-1.80394 # DEPENDENCYPART_ARC
(22,5),-2.05588 # DEPENDENCYPART_ARC
(22,12),-1.37688 # DEPENDENCYPART_ARC
(22,14),-0.987147 # DEPENDENCYPART_ARC
(22,16),-1.37905 # DEPENDENCYPART_ARC
(22,18),-0.606087 # DEPENDENCYPART_ARC
(22,19),-1.31974 # DEPENDENCYPART_ARC
(22,20),1.0182 # DEPENDENCYPART_ARC
(22,21),1.91443 # DEPENDENCYPART_ARC
(22,23),-1.41191 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0337146 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.625632 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0597426 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.67234 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0594199 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.528008 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0726339 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.04444 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0442146 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.00386201 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.174949 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.00386201 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.039363 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0502341 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.00383089 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.255 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.00383089 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.109209 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0264442 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.19238 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0264442 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0330472 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.265739 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0330472 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.143098 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.895891 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.452694 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0373766 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.00157171 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0333092 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.111719 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.111719 # DEPENDENCYPART_SIBL
(2,1),(2,23),0.0172614 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.05057 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0241885 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0919006 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.0919006 # DEPENDENCYPART_SIBL
(2,3),(2,23),0.331518 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0655743 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0876631 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0876631 # DEPENDENCYPART_SIBL
(2,4),(2,23),0.141978 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0540018 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0540018 # DEPENDENCYPART_SIBL
(2,5),(2,23),0.0115959 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.834828 # DEPENDENCYPART_SIBL
(2,6),(2,23),0.0888998 # DEPENDENCYPART_SIBL
(2,10),(2,23),0.0888998 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.221746 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0493146 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0837846 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.10546 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0848119 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0193337 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0699575 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.10546 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0550716 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.07122 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.00993111 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0699575 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.10546 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.018242 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.0103871 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0128186 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0187989 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0965342 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0176235 # DEPENDENCYPART_SIBL
(3,2),(3,8),3.26963e-05 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0365359 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0965342 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0932723 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0637154 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0599208 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0365359 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0965342 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0107689 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.219367 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.204286 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0857763 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.204286 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.226565 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.01735 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0857763 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0345442 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.185488 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.00900426 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.01735 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0857763 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.227442 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.0139453 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.133258 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.184876 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.243659 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.100504 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.133258 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0527089 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.167955 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0892765 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.100504 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.133258 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.247347 # DEPENDENCYPART_SIBL
(3,5),(3,23),0.0656571 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.026798 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0164862 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0289957 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.92842 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0630718 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0078159 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0899869 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0289957 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.92842 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.0161441 # DEPENDENCYPART_SIBL
(3,6),(3,23),0.0751978 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.241002 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0742969 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.120534 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0531225 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.167189 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.102415 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0742969 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.120534 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.244691 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0693305 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0366857 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.077486 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0990187 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.105575 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.135281 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0366857 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.077486 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.327466 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.0623392 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.611223 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.648817 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.19801 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.174392 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0562277 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.611223 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.043723 # DEPENDENCYPART_SIBL
(3,9),(3,23),0.0858044 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0630718 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0078159 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0899869 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0289957 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.92842 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0161441 # DEPENDENCYPART_SIBL
(3,10),(3,23),0.0751978 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.287876 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.207183 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0175327 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.0522637 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.289609 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.0907536 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.099893 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.081357 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.189573 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.244181 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.0678018 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0811809 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0507061 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.137672 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.0838438 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.611223 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.043723 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.0858044 # DEPENDENCYPART_SIBL
(3,17),(3,22),0.0161441 # DEPENDENCYPART_SIBL
(3,17),(3,23),0.0751978 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0521941 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.1822 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0168825 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0171693 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.130942 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0611078 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0224551 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.130942 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0733032 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0834038 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0224551 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.130942 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0434782 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0287497 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0472568 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00368607 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0192088 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0472568 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0383525 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0165366 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0192088 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.0472568 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0372973 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0509429 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0379615 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0225878 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0509429 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0220806 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0265398 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0225878 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0509429 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.064957 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.219048 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.049265 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.064957 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0139232 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0494506 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.049265 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.064957 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0871562 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0193467 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.801598 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0635387 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0307341 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0193467 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.801598 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0483037 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.00860645 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.00331117 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0557933 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0483037 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.00860645 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.551302 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.495013 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.147198 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0343871 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.551302 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0635387 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0307341 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0193467 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.801598 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0407585 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.054879 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0512752 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0613196 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.150068 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.551302 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.214924 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.124176 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00272301 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0277163 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.124288 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0342034 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0751038 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0277163 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.00660458 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.152669 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0361171 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.123722 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0751038 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.126957 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0277163 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.010176 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.194567 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0777255 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.143301 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0181587 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0593844 # DEPENDENCYPART_SIBL
