# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(2,4),(2,5),-0.059792 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.00146627 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0791278 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0622082 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0277859 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0482826 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0625615 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.019526 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0359099 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0699938 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.105984 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0213056 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0465568 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.00376851 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.021416 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0658487 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0465568 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0556025 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.148969 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.059261 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.019526 # DEPENDENCYPART_SIBL
(3,1),(3,25),0.00376851 # DEPENDENCYPART_SIBL
(3,1),(3,26),0.150334 # DEPENDENCYPART_SIBL
(3,1),(3,28),-0.159941 # DEPENDENCYPART_SIBL
(3,1),(3,29),0.0851353 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0708334 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.00975067 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.111747 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.153341 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.029109 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0240363 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0315561 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0267973 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.116079 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0371523 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.123809 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.095443 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.116079 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0251672 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.110804 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0364001 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.153341 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.0371523 # DEPENDENCYPART_SIBL
(3,2),(3,26),-0.0287443 # DEPENDENCYPART_SIBL
(3,2),(3,28),0.0585108 # DEPENDENCYPART_SIBL
(3,2),(3,29),0.0771495 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.175853 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.175867 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0740067 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.170735 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.100155 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.00655754 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.156701 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.126341 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.138185 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0527734 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.104315 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.126341 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.0980772 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.000489948 # DEPENDENCYPART_SIBL
(3,4),(3,19),-0.079691 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0740067 # DEPENDENCYPART_SIBL
(3,4),(3,25),0.138185 # DEPENDENCYPART_SIBL
(3,4),(3,26),0.0603828 # DEPENDENCYPART_SIBL
(3,4),(3,28),-0.0526054 # DEPENDENCYPART_SIBL
(3,4),(3,29),0.0537923 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.192998 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.024806 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.109532 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.278845 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.039993 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.00676479 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.170559 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0222863 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0318934 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.020278 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.170559 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0573646 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0268193 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0319032 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.024806 # DEPENDENCYPART_SIBL
(3,5),(3,25),0.0222863 # DEPENDENCYPART_SIBL
(3,5),(3,26),0.0012178 # DEPENDENCYPART_SIBL
(3,5),(3,28),-0.00233056 # DEPENDENCYPART_SIBL
(3,5),(3,29),0.0501541 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0790997 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.233666 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.461833 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.104492 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.054961 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.299176 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.123082 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.101623 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0309615 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.299176 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.178854 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.107758 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.134177 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.0790997 # DEPENDENCYPART_SIBL
(3,6),(3,25),-0.123082 # DEPENDENCYPART_SIBL
(3,6),(3,26),-0.0982761 # DEPENDENCYPART_SIBL
(3,6),(3,28),-0.147969 # DEPENDENCYPART_SIBL
(3,6),(3,29),-0.0087763 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0264915 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0451941 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0341563 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0684356 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0198497 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0353915 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.122728 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0516951 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0198497 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.107532 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0096038 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0228261 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.126524 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.0353915 # DEPENDENCYPART_SIBL
(3,7),(3,26),0.00572711 # DEPENDENCYPART_SIBL
(3,7),(3,28),-0.0335309 # DEPENDENCYPART_SIBL
(3,7),(3,29),0.0735763 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.286111 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0111892 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0349113 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.160139 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.137048 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0606867 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0162613 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.160139 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.053065 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0196995 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.00301798 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.00485543 # DEPENDENCYPART_SIBL
(3,8),(3,25),0.137048 # DEPENDENCYPART_SIBL
(3,8),(3,26),0.00459273 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.0121042 # DEPENDENCYPART_SIBL
(3,8),(3,29),0.107711 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0418765 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.163384 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.151966 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.099443 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.121194 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0541982 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.151966 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0573038 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0207917 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0593615 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.0883093 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.099443 # DEPENDENCYPART_SIBL
(3,9),(3,26),0.0791226 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.0591266 # DEPENDENCYPART_SIBL
(3,9),(3,29),0.0881331 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0739876 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.140019 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.081662 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0118167 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.00920561 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.140019 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.117552 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0210417 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.143553 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0114489 # DEPENDENCYPART_SIBL
(3,10),(3,25),0.081662 # DEPENDENCYPART_SIBL
(3,10),(3,26),-0.045586 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.0743077 # DEPENDENCYPART_SIBL
(3,10),(3,29),0.0115309 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.192831 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.10875 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0209025 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.142054 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.192831 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.21016 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0473638 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.123461 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0765307 # DEPENDENCYPART_SIBL
(3,11),(3,25),-0.10875 # DEPENDENCYPART_SIBL
(3,11),(3,26),-0.0879349 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.0706676 # DEPENDENCYPART_SIBL
(3,11),(3,29),0.107727 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0488739 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0693714 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.00385682 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.283227 # DEPENDENCYPART_SIBL
