# _root_ At its low , shortly before Wall Street opened , it was off more than 130 points .
#goldHeads=12,3,1,12,6,12,8,9,6,12,12,0,12,16,16,17,13,12,
#predictedHeads=12,3,1,12,6,12,8,9,6,12,12,0,12,16,16,17,13,12,
(5,15),-1.57337 # DEPENDENCYPART_ARC
(5,16),-3.04235 # DEPENDENCYPART_ARC
(5,17),-2.61943 # DEPENDENCYPART_ARC
(5,18),-2.75762 # DEPENDENCYPART_ARC
(6,1),-1.41136 # DEPENDENCYPART_ARC
(6,2),-1.49042 # DEPENDENCYPART_ARC
(6,3),-1.52821 # DEPENDENCYPART_ARC
(6,4),-1.37627 # DEPENDENCYPART_ARC
(6,5),0.486511 # DEPENDENCYPART_ARC
(6,7),-0.65977 # DEPENDENCYPART_ARC
(6,8),-0.45178 # DEPENDENCYPART_ARC
(6,9),0.97219 # DEPENDENCYPART_ARC
(6,10),-1.4918 # DEPENDENCYPART_ARC
(6,11),-1.99461 # DEPENDENCYPART_ARC
(6,12),-0.641446 # DEPENDENCYPART_ARC
(6,13),-2.73466 # DEPENDENCYPART_ARC
(6,14),-2.59927 # DEPENDENCYPART_ARC
(6,15),-2.2657 # DEPENDENCYPART_ARC
(6,17),-2.88771 # DEPENDENCYPART_ARC
(6,18),-2.64925 # DEPENDENCYPART_ARC
(7,2),-2.84184 # DEPENDENCYPART_ARC
(7,3),-3.11629 # DEPENDENCYPART_ARC
(7,5),-2.19075 # DEPENDENCYPART_ARC
(7,6),-1.88375 # DEPENDENCYPART_ARC
(7,8),-0.917252 # DEPENDENCYPART_ARC
(7,9),-1.99355 # DEPENDENCYPART_ARC
(7,10),-1.83757 # DEPENDENCYPART_ARC
(7,12),-2.45669 # DEPENDENCYPART_ARC
(7,17),-3.64931 # DEPENDENCYPART_ARC
(8,2),-2.174 # DEPENDENCYPART_ARC
(8,3),-2.04499 # DEPENDENCYPART_ARC
(8,4),-1.87144 # DEPENDENCYPART_ARC
(8,5),-1.69212 # DEPENDENCYPART_ARC
(8,6),-1.54525 # DEPENDENCYPART_ARC
(8,7),1.50234 # DEPENDENCYPART_ARC
(8,9),-0.839394 # DEPENDENCYPART_ARC
(8,10),-1.51503 # DEPENDENCYPART_ARC
(8,12),-2.15235 # DEPENDENCYPART_ARC
(9,1),-1.8691 # DEPENDENCYPART_ARC
(9,2),-2.13359 # DEPENDENCYPART_ARC
(9,3),-2.12579 # DEPENDENCYPART_ARC
(9,4),-1.3925 # DEPENDENCYPART_ARC
(9,5),-1.91993 # DEPENDENCYPART_ARC
(9,6),-1.62745 # DEPENDENCYPART_ARC
(9,7),-1.28225 # DEPENDENCYPART_ARC
(9,8),0.00126162 # DEPENDENCYPART_ARC
(9,10),-0.104601 # DEPENDENCYPART_ARC
(9,11),-1.28083 # DEPENDENCYPART_ARC
(9,12),-0.60589 # DEPENDENCYPART_ARC
(9,13),-1.90798 # DEPENDENCYPART_ARC
(9,14),-1.87173 # DEPENDENCYPART_ARC
(9,15),-1.95594 # DEPENDENCYPART_ARC
(9,16),-3.26995 # DEPENDENCYPART_ARC
(9,17),-2.26465 # DEPENDENCYPART_ARC
(9,18),-1.79961 # DEPENDENCYPART_ARC
(11,10),-1.10076 # DEPENDENCYPART_ARC
(11,13),-2.3513 # DEPENDENCYPART_ARC
(12,1),-1.07125 # DEPENDENCYPART_ARC
(12,2),-2.04507 # DEPENDENCYPART_ARC
(12,3),-1.85395 # DEPENDENCYPART_ARC
(12,4),-1.88044 # DEPENDENCYPART_ARC
(12,5),-1.7898 # DEPENDENCYPART_ARC
(12,6),-0.798307 # DEPENDENCYPART_ARC
(12,7),-2.1158 # DEPENDENCYPART_ARC
(12,8),-1.53214 # DEPENDENCYPART_ARC
(12,9),-1.30526 # DEPENDENCYPART_ARC
(12,10),0.00842979 # DEPENDENCYPART_ARC
(12,11),1.5672 # DEPENDENCYPART_ARC
(12,13),0.80842 # DEPENDENCYPART_ARC
(12,14),-0.445292 # DEPENDENCYPART_ARC
(12,15),-0.18102 # DEPENDENCYPART_ARC
(12,16),-1.75659 # DEPENDENCYPART_ARC
(12,17),-0.862844 # DEPENDENCYPART_ARC
(12,18),0.114472 # DEPENDENCYPART_ARC
(13,8),-2.21425 # DEPENDENCYPART_ARC
(13,11),-1.71495 # DEPENDENCYPART_ARC
(13,12),-1.12146 # DEPENDENCYPART_ARC
(13,14),-0.637634 # DEPENDENCYPART_ARC
(13,15),-0.537052 # DEPENDENCYPART_ARC
(13,16),-1.42945 # DEPENDENCYPART_ARC
(13,17),-1.5041 # DEPENDENCYPART_ARC
(13,18),-1.9435 # DEPENDENCYPART_ARC
(14,1),-2.48761 # DEPENDENCYPART_ARC
(14,4),-3.00149 # DEPENDENCYPART_ARC
(14,5),-2.97938 # DEPENDENCYPART_ARC
(14,6),-2.39857 # DEPENDENCYPART_ARC
(14,8),-2.87973 # DEPENDENCYPART_ARC
(14,9),-2.52345 # DEPENDENCYPART_ARC
(14,10),-2.28363 # DEPENDENCYPART_ARC
(14,11),-2.56815 # DEPENDENCYPART_ARC
(14,12),-1.99769 # DEPENDENCYPART_ARC
(14,13),-1.12268 # DEPENDENCYPART_ARC
(14,15),-0.132127 # DEPENDENCYPART_ARC
(14,16),-1.56449 # DEPENDENCYPART_ARC
(14,17),-1.67216 # DEPENDENCYPART_ARC
(14,18),-2.23503 # DEPENDENCYPART_ARC
(15,13),-2.18068 # DEPENDENCYPART_ARC
(15,14),-1.22849 # DEPENDENCYPART_ARC
(15,16),-0.926984 # DEPENDENCYPART_ARC
(15,17),-0.218629 # DEPENDENCYPART_ARC
(15,18),-2.64857 # DEPENDENCYPART_ARC
(16,1),-2.45606 # DEPENDENCYPART_ARC
(16,6),-2.18135 # DEPENDENCYPART_ARC
(16,11),-2.70265 # DEPENDENCYPART_ARC
(16,13),-1.7449 # DEPENDENCYPART_ARC
(16,14),-0.103251 # DEPENDENCYPART_ARC
(16,15),0.499622 # DEPENDENCYPART_ARC
(17,1),-2.15053 # DEPENDENCYPART_ARC
(17,2),-1.49746 # DEPENDENCYPART_ARC
(17,3),-2.55366 # DEPENDENCYPART_ARC
(17,4),-2.20663 # DEPENDENCYPART_ARC
(17,5),-2.82956 # DEPENDENCYPART_ARC
(17,6),-2.03426 # DEPENDENCYPART_ARC
(17,8),-2.95855 # DEPENDENCYPART_ARC
(17,9),-2.23892 # DEPENDENCYPART_ARC
(17,13),-0.99939 # DEPENDENCYPART_ARC
(17,14),-1.16299 # DEPENDENCYPART_ARC
(17,15),-0.697254 # DEPENDENCYPART_ARC
(17,16),1.48151 # DEPENDENCYPART_ARC
(17,18),-1.41942 # DEPENDENCYPART_ARC
(18,17),-2.57899 # DEPENDENCYPART_ARC
(0,1),(0,9),-0.767627 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.807922 # DEPENDENCYPART_SIBL
(0,9),(0,12),-1.74032 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0799975 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0184847 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0508445 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0687439 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.209107 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.304509 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0184847 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.330131 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.00724649 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0480439 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.279165 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0503848 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0313716 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0231845 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0152935 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.306325 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.468352 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0313716 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.497359 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.157078 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0195025 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.486436 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.0978911 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.491507 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.526684 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0179222 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.0959428 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0589584 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.174344 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0694599 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.433475 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.10905 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.0214683 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0778577 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.217408 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.366465 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0244733 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.389484 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.0575524 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0191271 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.341275 # DEPENDENCYPART_SIBL
(1,5),(1,18),-0.0524429 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.217609 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.255147 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.00654859 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.285636 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0483056 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.0300869 # DEPENDENCYPART_SIBL
(1,6),(1,17),-0.230481 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.0486256 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.574562 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.0396756 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.61779 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.198343 # DEPENDENCYPART_SIBL
(1,8),(1,15),-0.035059 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.663354 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.131485 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0975369 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.776823 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0720096 # DEPENDENCYPART_SIBL
(1,9),(1,15),0.0831964 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.411586 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.203457 # DEPENDENCYPART_SIBL
(1,10),(1,12),0.174344 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.0694599 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.433475 # DEPENDENCYPART_SIBL
(1,10),(1,17),-0.10905 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.0214683 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.0572493 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.109281 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.395255 # DEPENDENCYPART_SIBL
(1,12),(1,18),0.273717 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.047909 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.463229 # DEPENDENCYPART_SIBL
(1,14),(1,18),-0.0690766 # DEPENDENCYPART_SIBL
(1,15),(1,17),-0.237871 # DEPENDENCYPART_SIBL
(1,15),(1,18),-0.0738312 # DEPENDENCYPART_SIBL
(1,17),(1,18),-0.133371 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0102569 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0288576 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0128301 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0159502 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.00848649 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.126087 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0818651 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0292391 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0180332 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0244906 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0621779 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.00830313 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0292391 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0170916 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0229303 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.00366127 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0404837 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0642951 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0529324 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.031867 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0551408 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0338914 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.000677954 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0529324 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.00125301 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0666339 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0979307 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0332367 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0308406 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.29619 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.231742 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.428271 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.329237 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0623273 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.409815 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.688271 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0439585 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.232569 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0755062 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0662405 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.08738 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0216951 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0689158 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.00765449 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0225246 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0298177 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0394895 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.00127206 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0124442 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0214559 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0532838 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0580301 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0333669 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0621571 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0495901 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.115239 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0217883 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.132851 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.005861 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0709106 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.00533883 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0364012 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0325286 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.120893 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.282299 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0158202 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0565755 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0226141 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.094934 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.409815 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.688271 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0439585 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.232569 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.0755062 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0240874 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0589299 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0304312 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0841653 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0919786 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0813209 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0535011 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0451729 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0307067 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0188696 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0727231 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0334845 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0692404 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.193276 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0275419 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.000939929 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.000655431 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0446275 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0542859 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0218879 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.110593 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0704294 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0279324 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0678941 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0180131 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0352588 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.116271 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0195252 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0391314 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0340245 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0335042 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0060653 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.12596 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0087523 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.00136558 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0630553 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0765494 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00815676 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.00721374 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0612075 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.25338 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0519259 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0511586 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.053863 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0229104 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.177198 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0358109 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0587922 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.00566468 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0334669 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00137587 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.00104909 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0305753 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0256147 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0389243 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0452455 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00959801 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.483707 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0512039 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0495798 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0646942 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0537907 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0422605 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0710956 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.000751688 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0892852 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0839244 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0532727 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0701737 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0443629 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.161151 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00717875 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.191794 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.188244 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.119171 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0773568 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.168249 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0880816 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0454141 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.108931 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0500133 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0729242 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0776908 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0389937 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.113999 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0176397 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0953964 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0302037 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.116246 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0500063 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0704046 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.10197 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0391557 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.11655 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0235441 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.126453 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.311809 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.044316 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0424723 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.145475 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.00307792 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0300838 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.218003 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.388497 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.393878 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00938324 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.304501 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.154666 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.221352 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.247243 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0272771 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0526964 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.143923 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.00753638 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0387335 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.188623 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0419882 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.316177 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0123755 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.00951955 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.132632 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.473843 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.232358 # DEPENDENCYPART_SIBL
