# _root_ تَوَقَّعَت الحُكُومَةُ المِصْرِيَّةُ زِيادَةً فِي حَجْمِ مُوازَنَةِ السَنَةِ المُقْبِلَةِ بِ نِسْبَةِ 13 فِي المِئَةِ إِلَى 140 بِلْيُونَ جُنَيْهٍ ( 33 بِلْيُونَ دُولارٍ ) اِرْتِفاعاً مِن 8,126 بِلْيُونَ جُنَيْهٍ ( 7,29 بِلْيُونَ دُولارٍ ) لِ المُوازَنَةِ الحالِيَّةِ . وَ شَدَّدَ وَزِيرُ المالِ مِدْحَت حَسانَيْن فِي تَصْرِيحٍ لِ » الحَياَةِ « عَلَى ضَرُورَةِ أَن تَتَحَوَّلَ مُوازَنَةُ الدَوْلَةِ إِلَى » مُوازَنَةِ مَوارِدَ وَ بَرامِجَ وَ أَداءٍ وَ لَيْسَت مُوازَنَةِ إِنْفاقٍ « مُشِيراً إِلَى أَنَّ المُشْكِلَةَ تَكْمُنُ فِي تَراجُعِ حَجْمِ الإِيراداتِ وَ اِرْتِفاعِ حَجْمِ الإِنْفاقِ سَنَوِيّاً .
#goldHeads=0,1,2,1,4,5,6,7,8,4,10,11,12,13,4,19,16,17,15,19,20,21,19,4,24,29,26,27,25,29,30,31,29,24,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,64,64,60,58,60,60,60,56,66,64,66,64,39,69,70,73,71,73,78,75,76,74,78,79,80,78,0,
#predictedHeads=0,1,2,1,1,5,6,7,8,1,10,11,12,13,1,19,16,17,15,19,20,21,19,19,24,29,26,27,24,29,30,31,29,1,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,58,56,60,58,60,60,60,0,64,78,66,58,39,69,70,73,71,73,74,75,76,75,78,79,80,78,0,
(7,13),0.550544 # DEPENDENCYPART_ARC
(7,14),-0.350943 # DEPENDENCYPART_ARC
(7,15),0.389895 # DEPENDENCYPART_ARC
(7,16),-0.74423 # DEPENDENCYPART_ARC
(7,18),0.0239125 # DEPENDENCYPART_ARC
(8,2),-2.15333 # DEPENDENCYPART_ARC
(8,3),-1.90426 # DEPENDENCYPART_ARC
(8,9),2.55087 # DEPENDENCYPART_ARC
(8,10),0.129894 # DEPENDENCYPART_ARC
(8,11),-1.64337 # DEPENDENCYPART_ARC
(8,12),-0.970932 # DEPENDENCYPART_ARC
(8,13),-0.395916 # DEPENDENCYPART_ARC
(8,15),-1.03534 # DEPENDENCYPART_ARC
(8,16),-1.67041 # DEPENDENCYPART_ARC
(9,2),-3.35913 # DEPENDENCYPART_ARC
(9,4),-1.64669 # DEPENDENCYPART_ARC
(9,5),-0.47847 # DEPENDENCYPART_ARC
(9,6),-2.13743 # DEPENDENCYPART_ARC
(9,7),-2.78572 # DEPENDENCYPART_ARC
(9,8),-2.36563 # DEPENDENCYPART_ARC
(9,10),0.397487 # DEPENDENCYPART_ARC
(9,11),-1.47983 # DEPENDENCYPART_ARC
(9,12),-0.648228 # DEPENDENCYPART_ARC
(10,8),-0.402883 # DEPENDENCYPART_ARC
(10,9),-0.593738 # DEPENDENCYPART_ARC
(10,11),2.3153 # DEPENDENCYPART_ARC
(10,12),-0.0577081 # DEPENDENCYPART_ARC
(10,14),0.807165 # DEPENDENCYPART_ARC
(11,12),1.39085 # DEPENDENCYPART_ARC
(11,13),0.26278 # DEPENDENCYPART_ARC
(11,14),-0.380774 # DEPENDENCYPART_ARC
(11,15),0.0407404 # DEPENDENCYPART_ARC
(11,16),-0.702352 # DEPENDENCYPART_ARC
(11,17),-0.626539 # DEPENDENCYPART_ARC
(11,18),-0.652673 # DEPENDENCYPART_ARC
(11,19),-0.152321 # DEPENDENCYPART_ARC
(11,20),-1.06107 # DEPENDENCYPART_ARC
(12,7),-0.76018 # DEPENDENCYPART_ARC
(12,8),-0.589384 # DEPENDENCYPART_ARC
(12,10),-0.177488 # DEPENDENCYPART_ARC
(12,11),0.275128 # DEPENDENCYPART_ARC
(12,13),1.58006 # DEPENDENCYPART_ARC
(12,14),0.874954 # DEPENDENCYPART_ARC
(12,15),0.0377533 # DEPENDENCYPART_ARC
(12,19),-0.662125 # DEPENDENCYPART_ARC
(12,23),-0.126765 # DEPENDENCYPART_ARC
(13,10),-0.440461 # DEPENDENCYPART_ARC
(13,11),-0.543038 # DEPENDENCYPART_ARC
(13,12),-0.383104 # DEPENDENCYPART_ARC
(13,14),2.74043 # DEPENDENCYPART_ARC
(13,15),-0.171111 # DEPENDENCYPART_ARC
(13,16),-0.256867 # DEPENDENCYPART_ARC
(13,17),-0.584593 # DEPENDENCYPART_ARC
(13,18),-0.928402 # DEPENDENCYPART_ARC
(13,19),-0.486183 # DEPENDENCYPART_ARC
(14,12),-1.09864 # DEPENDENCYPART_ARC
(14,15),0.238528 # DEPENDENCYPART_ARC
(14,16),-0.74063 # DEPENDENCYPART_ARC
(14,17),-1.85496 # DEPENDENCYPART_ARC
(14,18),-2.26805 # DEPENDENCYPART_ARC
(14,20),-1.60691 # DEPENDENCYPART_ARC
(15,2),-0.467703 # DEPENDENCYPART_ARC
(15,4),-0.307088 # DEPENDENCYPART_ARC
(15,6),-0.548889 # DEPENDENCYPART_ARC
(15,7),-0.696421 # DEPENDENCYPART_ARC
(15,8),-0.461847 # DEPENDENCYPART_ARC
(15,11),-0.313604 # DEPENDENCYPART_ARC
(15,13),-0.243922 # DEPENDENCYPART_ARC
(15,14),0.661192 # DEPENDENCYPART_ARC
(15,16),1.50739 # DEPENDENCYPART_ARC
(15,17),0.220292 # DEPENDENCYPART_ARC
(15,18),-0.486783 # DEPENDENCYPART_ARC
(15,19),0.314742 # DEPENDENCYPART_ARC
(15,20),-0.658593 # DEPENDENCYPART_ARC
(16,11),-0.501105 # DEPENDENCYPART_ARC
(16,13),-0.197763 # DEPENDENCYPART_ARC
(16,14),0.104191 # DEPENDENCYPART_ARC
(16,15),0.665584 # DEPENDENCYPART_ARC
(16,17),2.67849 # DEPENDENCYPART_ARC
(16,18),0.775598 # DEPENDENCYPART_ARC
(16,19),-0.13554 # DEPENDENCYPART_ARC
(16,23),-0.158026 # DEPENDENCYPART_ARC
(16,25),-0.00447195 # DEPENDENCYPART_ARC
(16,29),-1.71331 # DEPENDENCYPART_ARC
(16,33),-0.755797 # DEPENDENCYPART_ARC
(17,5),-1.04976 # DEPENDENCYPART_ARC
(17,18),2.81295 # DEPENDENCYPART_ARC
(17,19),0.0101309 # DEPENDENCYPART_ARC
(17,20),-0.631432 # DEPENDENCYPART_ARC
(17,21),-0.435138 # DEPENDENCYPART_ARC
(17,22),0.265513 # DEPENDENCYPART_ARC
(17,23),-0.700378 # DEPENDENCYPART_ARC
(17,24),-0.793395 # DEPENDENCYPART_ARC
(17,25),-1.00562 # DEPENDENCYPART_ARC
(17,26),-1.30061 # DEPENDENCYPART_ARC
(18,17),-0.419103 # DEPENDENCYPART_ARC
(18,19),-0.0822478 # DEPENDENCYPART_ARC
(18,20),-0.579767 # DEPENDENCYPART_ARC
(18,21),-2.11083 # DEPENDENCYPART_ARC
(18,22),-0.712603 # DEPENDENCYPART_ARC
(19,2),-1.42407 # DEPENDENCYPART_ARC
(19,4),-1.56148 # DEPENDENCYPART_ARC
(19,6),-0.790731 # DEPENDENCYPART_ARC
(19,7),-0.493979 # DEPENDENCYPART_ARC
(19,8),-0.376809 # DEPENDENCYPART_ARC
(19,14),0.235211 # DEPENDENCYPART_ARC
(19,16),2.20183 # DEPENDENCYPART_ARC
(19,17),0.924089 # DEPENDENCYPART_ARC
(19,18),1.21582 # DEPENDENCYPART_ARC
(19,20),1.32996 # DEPENDENCYPART_ARC
(19,21),0.807002 # DEPENDENCYPART_ARC
(19,22),0.677868 # DEPENDENCYPART_ARC
(19,23),1.52708 # DEPENDENCYPART_ARC
(19,24),0.448658 # DEPENDENCYPART_ARC
(19,25),1.056 # DEPENDENCYPART_ARC
(19,27),0.0688099 # DEPENDENCYPART_ARC
(19,28),-0.0356657 # DEPENDENCYPART_ARC
(19,29),-0.378668 # DEPENDENCYPART_ARC
(19,31),-0.0960521 # DEPENDENCYPART_ARC
(19,33),-0.0967026 # DEPENDENCYPART_ARC
(19,35),-0.580876 # DEPENDENCYPART_ARC
(19,37),-1.20223 # DEPENDENCYPART_ARC
(20,17),0.0795044 # DEPENDENCYPART_ARC
(20,18),0.564424 # DEPENDENCYPART_ARC
(20,19),0.5753 # DEPENDENCYPART_ARC
(20,21),2.17114 # DEPENDENCYPART_ARC
(20,22),0.479562 # DEPENDENCYPART_ARC
(20,23),0.521749 # DEPENDENCYPART_ARC
(20,24),-0.0612857 # DEPENDENCYPART_ARC
(20,25),0.0759096 # DEPENDENCYPART_ARC
(20,29),-1.22661 # DEPENDENCYPART_ARC
(20,33),-0.421512 # DEPENDENCYPART_ARC
(21,20),-0.173945 # DEPENDENCYPART_ARC
(21,22),2.71249 # DEPENDENCYPART_ARC
(21,23),-0.226022 # DEPENDENCYPART_ARC
(21,24),-0.347158 # DEPENDENCYPART_ARC
(21,25),-0.526315 # DEPENDENCYPART_ARC
(21,26),-1.07422 # DEPENDENCYPART_ARC
(21,27),-0.846436 # DEPENDENCYPART_ARC
(21,28),-0.14119 # DEPENDENCYPART_ARC
(22,23),-1.28593 # DEPENDENCYPART_ARC
(22,24),-1.8164 # DEPENDENCYPART_ARC
(22,25),-1.8028 # DEPENDENCYPART_ARC
(22,26),-2.1664 # DEPENDENCYPART_ARC
(23,20),-0.137003 # DEPENDENCYPART_ARC
(23,21),0.0515747 # DEPENDENCYPART_ARC
(23,22),0.706553 # DEPENDENCYPART_ARC
(23,24),0.0705575 # DEPENDENCYPART_ARC
(23,25),-0.484164 # DEPENDENCYPART_ARC
(23,26),-0.0504047 # DEPENDENCYPART_ARC
(23,29),-0.149145 # DEPENDENCYPART_ARC
(24,21),-0.811714 # DEPENDENCYPART_ARC
(24,22),-1.35315 # DEPENDENCYPART_ARC
(24,23),-0.147804 # DEPENDENCYPART_ARC
(24,25),1.7807 # DEPENDENCYPART_ARC
(24,26),0.223901 # DEPENDENCYPART_ARC
(24,27),-1.43734 # DEPENDENCYPART_ARC
(24,28),-0.0296232 # DEPENDENCYPART_ARC
(24,29),0.553325 # DEPENDENCYPART_ARC
(24,30),-0.710455 # DEPENDENCYPART_ARC
(24,33),0.291079 # DEPENDENCYPART_ARC
(24,34),0.0475535 # DEPENDENCYPART_ARC
(25,21),-0.450608 # DEPENDENCYPART_ARC
(25,22),-0.357588 # DEPENDENCYPART_ARC
(25,23),-0.487612 # DEPENDENCYPART_ARC
(25,24),0.659093 # DEPENDENCYPART_ARC
(25,26),1.94135 # DEPENDENCYPART_ARC
(25,27),0.652532 # DEPENDENCYPART_ARC
(25,28),0.0188299 # DEPENDENCYPART_ARC
(25,29),0.364755 # DEPENDENCYPART_ARC
(25,30),-0.264172 # DEPENDENCYPART_ARC
(25,31),-0.667264 # DEPENDENCYPART_ARC
(25,38),-1.28353 # DEPENDENCYPART_ARC
(26,21),-0.312437 # DEPENDENCYPART_ARC
(26,22),-0.11156 # DEPENDENCYPART_ARC
(26,24),0.169216 # DEPENDENCYPART_ARC
(26,25),0.859342 # DEPENDENCYPART_ARC
(26,27),2.51013 # DEPENDENCYPART_ARC
(26,28),0.607236 # DEPENDENCYPART_ARC
(26,29),-0.302228 # DEPENDENCYPART_ARC
(26,33),-0.445783 # DEPENDENCYPART_ARC
(26,34),-0.526031 # DEPENDENCYPART_ARC
(26,36),-0.109173 # DEPENDENCYPART_ARC
(26,37),-1.11069 # DEPENDENCYPART_ARC
(27,26),-0.174407 # DEPENDENCYPART_ARC
(27,28),2.81127 # DEPENDENCYPART_ARC
(27,29),0.00845646 # DEPENDENCYPART_ARC
(27,30),-0.646168 # DEPENDENCYPART_ARC
(27,31),-0.436812 # DEPENDENCYPART_ARC
(27,32),0.263839 # DEPENDENCYPART_ARC
(27,34),-0.542391 # DEPENDENCYPART_ARC
(28,27),-0.419103 # DEPENDENCYPART_ARC
(28,29),-0.0822478 # DEPENDENCYPART_ARC
(28,30),-0.592828 # DEPENDENCYPART_ARC
(28,31),-2.11083 # DEPENDENCYPART_ARC
(28,32),-0.712603 # DEPENDENCYPART_ARC
(28,34),-0.820829 # DEPENDENCYPART_ARC
(29,14),-1.15609 # DEPENDENCYPART_ARC
(29,17),-0.582168 # DEPENDENCYPART_ARC
(29,21),-0.248278 # DEPENDENCYPART_ARC
(29,24),-0.0931997 # DEPENDENCYPART_ARC
(29,26),2.23658 # DEPENDENCYPART_ARC
(29,27),0.924089 # DEPENDENCYPART_ARC
(29,28),1.21582 # DEPENDENCYPART_ARC
(29,30),1.31474 # DEPENDENCYPART_ARC
(29,31),0.780969 # DEPENDENCYPART_ARC
(29,32),0.651836 # DEPENDENCYPART_ARC
(29,33),1.49609 # DEPENDENCYPART_ARC
(29,35),0.0788468 # DEPENDENCYPART_ARC
(29,37),0.0737619 # DEPENDENCYPART_ARC
(29,38),0.236894 # DEPENDENCYPART_ARC
(29,39),-0.0572927 # DEPENDENCYPART_ARC
(30,27),0.0452036 # DEPENDENCYPART_ARC
(30,28),0.529846 # DEPENDENCYPART_ARC
(30,29),0.539853 # DEPENDENCYPART_ARC
(30,31),2.19535 # DEPENDENCYPART_ARC
(30,32),0.515004 # DEPENDENCYPART_ARC
(30,33),0.506377 # DEPENDENCYPART_ARC
(30,34),-0.45621 # DEPENDENCYPART_ARC
(30,36),-0.176631 # DEPENDENCYPART_ARC
(30,37),-0.565201 # DEPENDENCYPART_ARC
(30,38),-0.777856 # DEPENDENCYPART_ARC
(30,39),-0.483526 # DEPENDENCYPART_ARC
(31,28),-1.15841 # DEPENDENCYPART_ARC
(31,32),2.69305 # DEPENDENCYPART_ARC
(31,33),-0.140398 # DEPENDENCYPART_ARC
(31,34),-0.223955 # DEPENDENCYPART_ARC
(31,35),-1.17451 # DEPENDENCYPART_ARC
(31,36),-1.63552 # DEPENDENCYPART_ARC
(31,38),-1.17846 # DEPENDENCYPART_ARC
(31,39),-2.5664 # DEPENDENCYPART_ARC
(32,33),-0.915757 # DEPENDENCYPART_ARC
(32,34),-1.44181 # DEPENDENCYPART_ARC
(32,35),-2.67097 # DEPENDENCYPART_ARC
(32,36),-1.9711 # DEPENDENCYPART_ARC
(33,30),-0.208087 # DEPENDENCYPART_ARC
(33,31),-0.0975419 # DEPENDENCYPART_ARC
(33,32),0.221013 # DEPENDENCYPART_ARC
(33,34),-0.4677 # DEPENDENCYPART_ARC
(33,35),-0.841781 # DEPENDENCYPART_ARC
(33,36),-0.327706 # DEPENDENCYPART_ARC
(34,31),-0.376175 # DEPENDENCYPART_ARC
(34,32),0.0474209 # DEPENDENCYPART_ARC
(34,33),0.0365778 # DEPENDENCYPART_ARC
(34,35),2.35016 # DEPENDENCYPART_ARC
(34,36),0.0788772 # DEPENDENCYPART_ARC
(34,37),0.253585 # DEPENDENCYPART_ARC
(34,38),-0.569717 # DEPENDENCYPART_ARC
(35,36),3.22095 # DEPENDENCYPART_ARC
(35,37),-0.287472 # DEPENDENCYPART_ARC
(35,38),-0.751447 # DEPENDENCYPART_ARC
(35,39),-2.03926 # DEPENDENCYPART_ARC
(35,40),-2.14098 # DEPENDENCYPART_ARC
(35,42),-1.81622 # DEPENDENCYPART_ARC
(35,43),-1.23313 # DEPENDENCYPART_ARC
(35,44),-0.632863 # DEPENDENCYPART_ARC
(36,30),-0.740481 # DEPENDENCYPART_ARC
(36,32),-2.45111 # DEPENDENCYPART_ARC
(36,37),0.479499 # DEPENDENCYPART_ARC
(36,38),-0.982967 # DEPENDENCYPART_ARC
(36,39),-2.35476 # DEPENDENCYPART_ARC
(37,35),-0.400129 # DEPENDENCYPART_ARC
(37,36),-0.505552 # DEPENDENCYPART_ARC
(37,38),-1.20109 # DEPENDENCYPART_ARC
(37,39),-1.60713 # DEPENDENCYPART_ARC
(38,1),-0.643554 # DEPENDENCYPART_ARC
(38,5),-2.37247 # DEPENDENCYPART_ARC
(38,26),-1.83368 # DEPENDENCYPART_ARC
(38,27),-1.36072 # DEPENDENCYPART_ARC
(38,30),-1.65656 # DEPENDENCYPART_ARC
(38,31),-1.00256 # DEPENDENCYPART_ARC
(38,32),-1.48276 # DEPENDENCYPART_ARC
(38,34),-1.31125 # DEPENDENCYPART_ARC
(38,35),-0.418757 # DEPENDENCYPART_ARC
(38,36),-0.814827 # DEPENDENCYPART_ARC
(38,37),-0.441916 # DEPENDENCYPART_ARC
(38,39),0.403714 # DEPENDENCYPART_ARC
(38,40),-0.518004 # DEPENDENCYPART_ARC
(38,41),-0.839649 # DEPENDENCYPART_ARC
(38,42),-1.32778 # DEPENDENCYPART_ARC
(38,52),-2.58094 # DEPENDENCYPART_ARC
(38,64),-2.00817 # DEPENDENCYPART_ARC
(39,5),-2.27759 # DEPENDENCYPART_ARC
(39,30),-1.02524 # DEPENDENCYPART_ARC
(39,35),-4.00268 # DEPENDENCYPART_ARC
(39,37),-0.419755 # DEPENDENCYPART_ARC
(39,38),-0.264718 # DEPENDENCYPART_ARC
(39,40),2.54044 # DEPENDENCYPART_ARC
(39,41),-0.0231368 # DEPENDENCYPART_ARC
(39,42),0.227035 # DEPENDENCYPART_ARC
(39,43),0.123504 # DEPENDENCYPART_ARC
(39,44),1.50908 # DEPENDENCYPART_ARC
(39,45),-1.01743 # DEPENDENCYPART_ARC
(39,46),1.19227 # DEPENDENCYPART_ARC
(39,47),-0.988967 # DEPENDENCYPART_ARC
(39,48),-1.83627 # DEPENDENCYPART_ARC
(39,49),-1.11728 # DEPENDENCYPART_ARC
(39,50),1.3069 # DEPENDENCYPART_ARC
(39,51),-2.24437 # DEPENDENCYPART_ARC
(39,52),-0.143386 # DEPENDENCYPART_ARC
(39,53),-2.75131 # DEPENDENCYPART_ARC
(39,54),-0.176248 # DEPENDENCYPART_ARC
(39,55),-2.33734 # DEPENDENCYPART_ARC
(39,56),-0.496197 # DEPENDENCYPART_ARC
(39,58),-3.23193 # DEPENDENCYPART_ARC
(39,59),-1.9636 # DEPENDENCYPART_ARC
(39,69),6.88525 # DEPENDENCYPART_ARC
(39,82),0.515467 # DEPENDENCYPART_ARC
(40,41),2.41247 # DEPENDENCYPART_ARC
(40,42),0.706678 # DEPENDENCYPART_ARC
(40,43),1.36229 # DEPENDENCYPART_ARC
(40,44),0.519851 # DEPENDENCYPART_ARC
(40,45),-1.35579 # DEPENDENCYPART_ARC
(40,46),-0.596307 # DEPENDENCYPART_ARC
(40,47),-0.978438 # DEPENDENCYPART_ARC
(40,48),-1.09383 # DEPENDENCYPART_ARC
(40,49),-0.303848 # DEPENDENCYPART_ARC
(40,50),-0.401624 # DEPENDENCYPART_ARC
(40,51),-1.46015 # DEPENDENCYPART_ARC
(40,52),-0.864517 # DEPENDENCYPART_ARC
(41,42),0.37038 # DEPENDENCYPART_ARC
(41,43),0.498639 # DEPENDENCYPART_ARC
(41,44),-0.426218 # DEPENDENCYPART_ARC
(41,45),-2.3657 # DEPENDENCYPART_ARC
(41,46),-1.17967 # DEPENDENCYPART_ARC
(41,48),-1.54732 # DEPENDENCYPART_ARC
(41,50),-1.00862 # DEPENDENCYPART_ARC
(42,40),-0.169192 # DEPENDENCYPART_ARC
(42,41),0.430827 # DEPENDENCYPART_ARC
(42,43),1.1286 # DEPENDENCYPART_ARC
(42,44),-0.402049 # DEPENDENCYPART_ARC
(42,45),-0.308867 # DEPENDENCYPART_ARC
(42,46),-0.453898 # DEPENDENCYPART_ARC
(42,47),-0.606141 # DEPENDENCYPART_ARC
(42,49),-0.380563 # DEPENDENCYPART_ARC
(43,41),0.15057 # DEPENDENCYPART_ARC
(43,42),2.30289 # DEPENDENCYPART_ARC
(43,44),0.000951884 # DEPENDENCYPART_ARC
(43,45),-0.441708 # DEPENDENCYPART_ARC
(43,46),-0.521925 # DEPENDENCYPART_ARC
(43,47),-0.532262 # DEPENDENCYPART_ARC
(43,49),-0.135052 # DEPENDENCYPART_ARC
(44,40),-0.967517 # DEPENDENCYPART_ARC
