# _root_ تَجْدُرُ الإِشارَةُ إِلَى أَنَّ بونومى البالِغُ مِن العُمْرِ 44 عاماً , وَ هُوَ مُحام سابِقٌ , كانَ يَعْمَلُ رَئِيساً لِ مَجْلِسِ إِدارَةِ شَرِكَةِ / إِس آي أَي / المَسْؤُولَةِ عَن إِدارَةِ مَطارَيْ ليناتى ومالبينسا فِي مِيلانُو خِلالَ الفَتْرَةِ مِن 1997 ـ 1999 .
#goldHeads=0,1,2,3,6,12,6,7,8,9,10,4,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,29,37,38,41,39,41,0,
#predictedHeads=0,1,1,3,4,5,6,7,8,9,10,4,14,17,14,15,4,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,31,37,38,39,39,41,0,
(5,22),-1.02788 # DEPENDENCYPART_ARC
(6,2),-1.04354 # DEPENDENCYPART_ARC
(6,3),-0.289969 # DEPENDENCYPART_ARC
(6,4),-0.112169 # DEPENDENCYPART_ARC
(6,7),0.853074 # DEPENDENCYPART_ARC
(6,8),-0.307349 # DEPENDENCYPART_ARC
(6,9),-0.06432 # DEPENDENCYPART_ARC
(6,20),-1.27921 # DEPENDENCYPART_ARC
(7,1),-0.130335 # DEPENDENCYPART_ARC
(7,2),-0.326831 # DEPENDENCYPART_ARC
(7,3),-0.658561 # DEPENDENCYPART_ARC
(7,4),-0.722503 # DEPENDENCYPART_ARC
(7,5),-0.306333 # DEPENDENCYPART_ARC
(7,6),-0.340789 # DEPENDENCYPART_ARC
(7,8),2.35196 # DEPENDENCYPART_ARC
(7,9),0.235713 # DEPENDENCYPART_ARC
(7,10),-0.00242701 # DEPENDENCYPART_ARC
(7,11),-0.0954498 # DEPENDENCYPART_ARC
(7,12),-0.763806 # DEPENDENCYPART_ARC
(7,14),-0.570852 # DEPENDENCYPART_ARC
(8,5),-0.722574 # DEPENDENCYPART_ARC
(8,9),0.894996 # DEPENDENCYPART_ARC
(8,10),-1.31545 # DEPENDENCYPART_ARC
(8,11),-0.617175 # DEPENDENCYPART_ARC
(8,12),-0.53434 # DEPENDENCYPART_ARC
(8,13),-2.58941 # DEPENDENCYPART_ARC
(8,14),-1.16327 # DEPENDENCYPART_ARC
(8,15),-3.42483 # DEPENDENCYPART_ARC
(8,17),-1.97497 # DEPENDENCYPART_ARC
(9,7),0.695605 # DEPENDENCYPART_ARC
(9,8),1.2145 # DEPENDENCYPART_ARC
(9,10),2.50995 # DEPENDENCYPART_ARC
(9,11),0.197742 # DEPENDENCYPART_ARC
(9,12),-0.503574 # DEPENDENCYPART_ARC
(9,15),-0.177498 # DEPENDENCYPART_ARC
(9,16),-0.888774 # DEPENDENCYPART_ARC
(9,17),-0.670008 # DEPENDENCYPART_ARC
(9,18),-0.9723 # DEPENDENCYPART_ARC
(10,8),-1.08668 # DEPENDENCYPART_ARC
(10,11),1.22972 # DEPENDENCYPART_ARC
(10,12),-0.106148 # DEPENDENCYPART_ARC
(10,13),-1.88322 # DEPENDENCYPART_ARC
(10,14),-0.511538 # DEPENDENCYPART_ARC
(10,15),-2.06298 # DEPENDENCYPART_ARC
(11,1),-0.802784 # DEPENDENCYPART_ARC
(11,9),-0.169326 # DEPENDENCYPART_ARC
(11,10),-0.169164 # DEPENDENCYPART_ARC
(12,1),0.35696 # DEPENDENCYPART_ARC
(12,2),-0.392356 # DEPENDENCYPART_ARC
(12,3),-0.453172 # DEPENDENCYPART_ARC
(12,4),0.181282 # DEPENDENCYPART_ARC
(12,5),-0.61284 # DEPENDENCYPART_ARC
(12,6),-0.63751 # DEPENDENCYPART_ARC
(12,7),-1.02088 # DEPENDENCYPART_ARC
(12,8),0.0209192 # DEPENDENCYPART_ARC
(12,9),-0.410947 # DEPENDENCYPART_ARC
(12,10),-0.102345 # DEPENDENCYPART_ARC
(12,11),-0.205757 # DEPENDENCYPART_ARC
(12,13),-0.904637 # DEPENDENCYPART_ARC
(12,14),-0.0548127 # DEPENDENCYPART_ARC
(12,15),-0.492548 # DEPENDENCYPART_ARC
(12,16),-0.579424 # DEPENDENCYPART_ARC
(12,17),-0.247943 # DEPENDENCYPART_ARC
(12,18),-1.16926 # DEPENDENCYPART_ARC
(12,19),-1.30471 # DEPENDENCYPART_ARC
(12,20),-1.19931 # DEPENDENCYPART_ARC
(12,40),-3.10144 # DEPENDENCYPART_ARC
(12,42),-3.13732 # DEPENDENCYPART_ARC
(13,12),0.115579 # DEPENDENCYPART_ARC
(14,1),0.0502851 # DEPENDENCYPART_ARC
(14,2),0.116313 # DEPENDENCYPART_ARC
(14,3),0.0624681 # DEPENDENCYPART_ARC
(14,4),0.859458 # DEPENDENCYPART_ARC
(14,6),-0.0102524 # DEPENDENCYPART_ARC
(14,7),0.284186 # DEPENDENCYPART_ARC
(14,8),0.0941681 # DEPENDENCYPART_ARC
(14,10),0.231449 # DEPENDENCYPART_ARC
(14,11),0.476241 # DEPENDENCYPART_ARC
(14,12),0.371559 # DEPENDENCYPART_ARC
(14,13),2.3164 # DEPENDENCYPART_ARC
(14,15),2.74797 # DEPENDENCYPART_ARC
(14,16),1.15892 # DEPENDENCYPART_ARC
(14,17),0.311113 # DEPENDENCYPART_ARC
(14,18),-0.397613 # DEPENDENCYPART_ARC
(14,19),-0.137393 # DEPENDENCYPART_ARC
(14,20),0.342634 # DEPENDENCYPART_ARC
(15,9),-0.484266 # DEPENDENCYPART_ARC
(15,13),0.72574 # DEPENDENCYPART_ARC
(15,16),1.35497 # DEPENDENCYPART_ARC
(15,17),0.231908 # DEPENDENCYPART_ARC
(15,20),-0.337971 # DEPENDENCYPART_ARC
(16,1),-0.367796 # DEPENDENCYPART_ARC
(16,14),0.0695967 # DEPENDENCYPART_ARC
(16,15),0.225724 # DEPENDENCYPART_ARC
(16,17),-0.358316 # DEPENDENCYPART_ARC
(16,18),-1.36101 # DEPENDENCYPART_ARC
(17,2),-2.18485 # DEPENDENCYPART_ARC
(17,3),-0.927658 # DEPENDENCYPART_ARC
(17,4),-0.260442 # DEPENDENCYPART_ARC
(17,6),-1.02517 # DEPENDENCYPART_ARC
(17,7),-0.454795 # DEPENDENCYPART_ARC
(17,8),-2.60377 # DEPENDENCYPART_ARC
(17,9),-0.464391 # DEPENDENCYPART_ARC
(17,10),-0.421441 # DEPENDENCYPART_ARC
(17,13),0.613968 # DEPENDENCYPART_ARC
(17,14),0.162548 # DEPENDENCYPART_ARC
(17,15),-0.821683 # DEPENDENCYPART_ARC
(17,16),0.456258 # DEPENDENCYPART_ARC
(17,18),3.58216 # DEPENDENCYPART_ARC
(17,19),1.62995 # DEPENDENCYPART_ARC
(17,20),0.569397 # DEPENDENCYPART_ARC
(17,21),-1.54855 # DEPENDENCYPART_ARC
(17,22),-1.83102 # DEPENDENCYPART_ARC
(17,23),-2.25047 # DEPENDENCYPART_ARC
(17,24),0.230718 # DEPENDENCYPART_ARC
(17,29),-2.24107 # DEPENDENCYPART_ARC
(17,30),-0.469261 # DEPENDENCYPART_ARC
(17,31),-3.59948 # DEPENDENCYPART_ARC
(17,33),-0.0996738 # DEPENDENCYPART_ARC
(17,34),0.0108514 # DEPENDENCYPART_ARC
(17,37),-0.428111 # DEPENDENCYPART_ARC
(17,41),-0.607961 # DEPENDENCYPART_ARC
(17,43),-1.47789 # DEPENDENCYPART_ARC
(18,7),-1.37643 # DEPENDENCYPART_ARC
(18,13),-1.40322 # DEPENDENCYPART_ARC
(18,14),-0.839022 # DEPENDENCYPART_ARC
(18,16),-0.616363 # DEPENDENCYPART_ARC
(18,17),0.177031 # DEPENDENCYPART_ARC
(18,19),2.94598 # DEPENDENCYPART_ARC
(18,20),1.3367 # DEPENDENCYPART_ARC
(18,21),-1.24331 # DEPENDENCYPART_ARC
(18,22),-1.43849 # DEPENDENCYPART_ARC
(18,23),-1.78478 # DEPENDENCYPART_ARC
(18,24),-0.309662 # DEPENDENCYPART_ARC
(18,28),-0.636275 # DEPENDENCYPART_ARC
(18,29),-2.72236 # DEPENDENCYPART_ARC
(18,30),0.324255 # DEPENDENCYPART_ARC
(18,31),-3.16333 # DEPENDENCYPART_ARC
(18,32),-2.12553 # DEPENDENCYPART_ARC
(18,33),-0.645634 # DEPENDENCYPART_ARC
(18,34),-0.450352 # DEPENDENCYPART_ARC
(18,35),0.166746 # DEPENDENCYPART_ARC
(18,37),0.407383 # DEPENDENCYPART_ARC
(18,38),-3.24902 # DEPENDENCYPART_ARC
(18,39),-0.283645 # DEPENDENCYPART_ARC
(18,41),-1.09139 # DEPENDENCYPART_ARC
(19,20),2.20216 # DEPENDENCYPART_ARC
(19,21),-0.373096 # DEPENDENCYPART_ARC
(19,22),-0.377381 # DEPENDENCYPART_ARC
(19,23),-0.585162 # DEPENDENCYPART_ARC
(19,24),-0.402456 # DEPENDENCYPART_ARC
(19,25),-0.327632 # DEPENDENCYPART_ARC
(19,26),-0.180818 # DEPENDENCYPART_ARC
(19,27),-0.110449 # DEPENDENCYPART_ARC
(19,29),-1.06555 # DEPENDENCYPART_ARC
(19,30),-0.114052 # DEPENDENCYPART_ARC
(20,19),0.515846 # DEPENDENCYPART_ARC
(20,21),2.33324 # DEPENDENCYPART_ARC
(20,22),0.160176 # DEPENDENCYPART_ARC
(20,23),-0.774483 # DEPENDENCYPART_ARC
(21,22),2.50236 # DEPENDENCYPART_ARC
(21,23),1.35124 # DEPENDENCYPART_ARC
(21,24),0.0371831 # DEPENDENCYPART_ARC
(21,25),-0.09593 # DEPENDENCYPART_ARC
(21,26),0.00770257 # DEPENDENCYPART_ARC
(21,27),0.0843649 # DEPENDENCYPART_ARC
(21,28),-0.435593 # DEPENDENCYPART_ARC
(21,29),0.305398 # DEPENDENCYPART_ARC
(21,30),0.0130035 # DEPENDENCYPART_ARC
(21,31),-1.16818 # DEPENDENCYPART_ARC
(21,32),-0.200355 # DEPENDENCYPART_ARC
(21,33),-0.50833 # DEPENDENCYPART_ARC
(21,35),-0.0506519 # DEPENDENCYPART_ARC
(21,37),-0.212245 # DEPENDENCYPART_ARC
(22,21),-1.48 # DEPENDENCYPART_ARC
(22,23),2.82874 # DEPENDENCYPART_ARC
(22,24),-0.128979 # DEPENDENCYPART_ARC
(22,25),-0.533169 # DEPENDENCYPART_ARC
(22,26),-0.491863 # DEPENDENCYPART_ARC
(22,27),-0.476331 # DEPENDENCYPART_ARC
(22,28),-0.794749 # DEPENDENCYPART_ARC
(22,29),0.238908 # DEPENDENCYPART_ARC
(22,30),-0.288939 # DEPENDENCYPART_ARC
(22,31),-1.34352 # DEPENDENCYPART_ARC
(22,32),-0.356373 # DEPENDENCYPART_ARC
(22,34),-0.733576 # DEPENDENCYPART_ARC
(22,35),-0.35303 # DEPENDENCYPART_ARC
(22,36),-1.8007 # DEPENDENCYPART_ARC
(23,22),-1.68101 # DEPENDENCYPART_ARC
(23,24),0.896541 # DEPENDENCYPART_ARC
(23,25),0.152214 # DEPENDENCYPART_ARC
(23,26),0.118693 # DEPENDENCYPART_ARC
(23,27),0.120676 # DEPENDENCYPART_ARC
(23,28),-0.350504 # DEPENDENCYPART_ARC
(23,29),1.14539 # DEPENDENCYPART_ARC
(23,30),-0.212357 # DEPENDENCYPART_ARC
(23,36),-1.24122 # DEPENDENCYPART_ARC
(24,19),-0.537995 # DEPENDENCYPART_ARC
(24,21),0.313792 # DEPENDENCYPART_ARC
(24,22),0.472611 # DEPENDENCYPART_ARC
(24,23),0.683984 # DEPENDENCYPART_ARC
(24,25),0.365752 # DEPENDENCYPART_ARC
(24,26),-0.196999 # DEPENDENCYPART_ARC
(24,27),0.207412 # DEPENDENCYPART_ARC
(24,28),0.283255 # DEPENDENCYPART_ARC
(25,24),0.250331 # DEPENDENCYPART_ARC
(25,26),0.0566411 # DEPENDENCYPART_ARC
(25,27),-0.584032 # DEPENDENCYPART_ARC
(26,24),0.55926 # DEPENDENCYPART_ARC
(26,25),0.760417 # DEPENDENCYPART_ARC
(26,27),-0.154255 # DEPENDENCYPART_ARC
(26,28),0.295434 # DEPENDENCYPART_ARC
(27,24),1.52129 # DEPENDENCYPART_ARC
(27,25),1.93127 # DEPENDENCYPART_ARC
(27,26),2.23049 # DEPENDENCYPART_ARC
(27,28),1.21844 # DEPENDENCYPART_ARC
(27,31),-0.627394 # DEPENDENCYPART_ARC
(28,19),-0.863126 # DEPENDENCYPART_ARC
(28,21),-0.0990227 # DEPENDENCYPART_ARC
(28,22),-0.112327 # DEPENDENCYPART_ARC
(28,23),-0.144236 # DEPENDENCYPART_ARC
(28,27),-0.0475239 # DEPENDENCYPART_ARC
(28,29),0.228511 # DEPENDENCYPART_ARC
(28,30),-1.15211 # DEPENDENCYPART_ARC
(28,31),-0.898305 # DEPENDENCYPART_ARC
(29,19),-1.63375 # DEPENDENCYPART_ARC
(29,21),-2.70944 # DEPENDENCYPART_ARC
(29,22),-3.50382 # DEPENDENCYPART_ARC
(29,23),-3.40634 # DEPENDENCYPART_ARC
(29,28),0.109567 # DEPENDENCYPART_ARC
(29,30),1.17563 # DEPENDENCYPART_ARC
(29,31),-1.08761 # DEPENDENCYPART_ARC
(29,32),-0.290165 # DEPENDENCYPART_ARC
(29,33),-0.105479 # DEPENDENCYPART_ARC
(29,34),-0.220083 # DEPENDENCYPART_ARC
(29,35),0.0532805 # DEPENDENCYPART_ARC
(29,37),-0.604708 # DEPENDENCYPART_ARC
(29,39),-0.424538 # DEPENDENCYPART_ARC
(30,23),-0.55602 # DEPENDENCYPART_ARC
(30,28),-0.414673 # DEPENDENCYPART_ARC
(30,29),-0.414402 # DEPENDENCYPART_ARC
(30,31),2.35623 # DEPENDENCYPART_ARC
(30,32),0.805959 # DEPENDENCYPART_ARC
(30,33),-0.123732 # DEPENDENCYPART_ARC
(30,34),0.074194 # DEPENDENCYPART_ARC
(31,32),2.70842 # DEPENDENCYPART_ARC
(31,33),0.583409 # DEPENDENCYPART_ARC
(31,34),0.643147 # DEPENDENCYPART_ARC
(31,35),1.13895 # DEPENDENCYPART_ARC
(31,36),-0.274854 # DEPENDENCYPART_ARC
(31,37),0.477237 # DEPENDENCYPART_ARC
(31,38),-0.185917 # DEPENDENCYPART_ARC
(31,39),-0.0351096 # DEPENDENCYPART_ARC
(31,40),-0.395777 # DEPENDENCYPART_ARC
(31,41),-0.370159 # DEPENDENCYPART_ARC
(31,42),-0.53812 # DEPENDENCYPART_ARC
(32,33),1.14762 # DEPENDENCYPART_ARC
(32,34),1.25246 # DEPENDENCYPART_ARC
(32,35),1.18698 # DEPENDENCYPART_ARC
(32,36),-0.0387379 # DEPENDENCYPART_ARC
(32,37),0.0566862 # DEPENDENCYPART_ARC
(32,39),-0.0541026 # DEPENDENCYPART_ARC
(32,40),-0.608028 # DEPENDENCYPART_ARC
(32,41),-0.234569 # DEPENDENCYPART_ARC
(32,42),-0.722676 # DEPENDENCYPART_ARC
(33,1),-1.93607 # DEPENDENCYPART_ARC
(33,27),-0.365223 # DEPENDENCYPART_ARC
(33,31),-0.502786 # DEPENDENCYPART_ARC
(33,32),-0.159049 # DEPENDENCYPART_ARC
(33,34),0.728592 # DEPENDENCYPART_ARC
(33,35),0.0891914 # DEPENDENCYPART_ARC
(33,36),-0.125153 # DEPENDENCYPART_ARC
(33,37),-0.0467771 # DEPENDENCYPART_ARC
(33,38),-0.341711 # DEPENDENCYPART_ARC
(33,43),-1.10815 # DEPENDENCYPART_ARC
(34,1),-1.21143 # DEPENDENCYPART_ARC
(34,18),-0.554289 # DEPENDENCYPART_ARC
(34,31),-0.1312 # DEPENDENCYPART_ARC
(34,32),0.143741 # DEPENDENCYPART_ARC
(34,33),1.72185 # DEPENDENCYPART_ARC
(34,35),0.742538 # DEPENDENCYPART_ARC
(34,36),-0.120083 # DEPENDENCYPART_ARC
(34,37),0.0251564 # DEPENDENCYPART_ARC
(34,38),-0.24872 # DEPENDENCYPART_ARC
(34,39),-0.219297 # DEPENDENCYPART_ARC
(34,43),-0.737537 # DEPENDENCYPART_ARC
(35,33),-0.690342 # DEPENDENCYPART_ARC
(35,34),-0.38555 # DEPENDENCYPART_ARC
(35,36),1.94569 # DEPENDENCYPART_ARC
(35,37),-0.293846 # DEPENDENCYPART_ARC
(35,38),0.0814103 # DEPENDENCYPART_ARC
(35,40),-0.574407 # DEPENDENCYPART_ARC
(35,41),-0.227808 # DEPENDENCYPART_ARC
(35,43),-1.04314 # DEPENDENCYPART_ARC
(36,33),-0.566686 # DEPENDENCYPART_ARC
(36,34),-0.357075 # DEPENDENCYPART_ARC
(36,37),-0.0361428 # DEPENDENCYPART_ARC
(36,38),-0.297866 # DEPENDENCYPART_ARC
(37,32),-0.768574 # DEPENDENCYPART_ARC
(37,35),-0.371607 # DEPENDENCYPART_ARC
(37,36),-0.277945 # DEPENDENCYPART_ARC
(37,38),2.40137 # DEPENDENCYPART_ARC
(37,39),-0.163785 # DEPENDENCYPART_ARC
(37,40),-0.251852 # DEPENDENCYPART_ARC
(37,41),-0.273178 # DEPENDENCYPART_ARC
(37,42),-0.481828 # DEPENDENCYPART_ARC
(38,36),-0.703186 # DEPENDENCYPART_ARC
(38,39),1.75074 # DEPENDENCYPART_ARC
(38,40),0.310622 # DEPENDENCYPART_ARC
(38,41),-0.119615 # DEPENDENCYPART_ARC
(38,42),-0.395306 # DEPENDENCYPART_ARC
(38,43),-0.465299 # DEPENDENCYPART_ARC
(39,32),-0.0893465 # DEPENDENCYPART_ARC
(39,35),-0.388014 # DEPENDENCYPART_ARC
(39,38),1.10571 # DEPENDENCYPART_ARC
(39,40),1.57522 # DEPENDENCYPART_ARC
(39,41),0.905599 # DEPENDENCYPART_ARC
(39,42),0.248887 # DEPENDENCYPART_ARC
(39,43),-0.377829 # DEPENDENCYPART_ARC
(40,39),0.303948 # DEPENDENCYPART_ARC
(40,41),0.514675 # DEPENDENCYPART_ARC
(40,42),-0.0738284 # DEPENDENCYPART_ARC
(40,43),-0.352875 # DEPENDENCYPART_ARC
(41,18),-0.89875 # DEPENDENCYPART_ARC
(41,38),0.148067 # DEPENDENCYPART_ARC
(41,39),0.311182 # DEPENDENCYPART_ARC
(41,40),1.50471 # DEPENDENCYPART_ARC
(41,42),1.37086 # DEPENDENCYPART_ARC
(41,43),0.739453 # DEPENDENCYPART_ARC
(42,38),-0.32082 # DEPENDENCYPART_ARC
(42,39),-0.113155 # DEPENDENCYPART_ARC
(42,41),0.07965 # DEPENDENCYPART_ARC
(42,43),0.603203 # DEPENDENCYPART_ARC
(43,40),-1.34311 # DEPENDENCYPART_ARC
(43,42),-0.702338 # DEPENDENCYPART_ARC
