# _root_ I si a això hi sumem l' esgotament a què està arribant CiU , al costat dels conflictes interns que viu la formació , jo crec que de tot això n' ha de treure un benefici electoral ERC .
#goldHeads=26,6,6,3,6,26,8,6,12,9,12,8,12,15,6,15,16,17,18,21,18,23,21,6,26,0,34,34,30,28,34,34,34,26,36,34,36,34,26,
#predictedHeads=6,6,6,3,6,26,8,6,12,9,12,8,12,15,12,15,16,17,18,21,16,23,21,34,26,0,34,34,30,28,34,34,34,26,36,34,36,36,26,
(23,30),-2.8392 # DEPENDENCYPART_ARC
(23,31),-4.06587 # DEPENDENCYPART_ARC
(23,32),-0.243582 # DEPENDENCYPART_ARC
(23,33),-2.21048 # DEPENDENCYPART_ARC
(23,34),-0.810624 # DEPENDENCYPART_ARC
(23,38),-2.94106 # DEPENDENCYPART_ARC
(23,39),-1.95223 # DEPENDENCYPART_ARC
(25,24),-0.988891 # DEPENDENCYPART_ARC
(25,28),-1.11439 # DEPENDENCYPART_ARC
(25,34),-2.05702 # DEPENDENCYPART_ARC
(26,1),-1.93289 # DEPENDENCYPART_ARC
(26,2),-2.46752 # DEPENDENCYPART_ARC
(26,3),-1.24752 # DEPENDENCYPART_ARC
(26,4),-4.80615 # DEPENDENCYPART_ARC
(26,6),-2.10016 # DEPENDENCYPART_ARC
(26,8),-2.43501 # DEPENDENCYPART_ARC
(26,9),-1.67677 # DEPENDENCYPART_ARC
(26,10),-4.52617 # DEPENDENCYPART_ARC
(26,11),-2.30839 # DEPENDENCYPART_ARC
(26,12),-2.00148 # DEPENDENCYPART_ARC
(26,13),-1.93019 # DEPENDENCYPART_ARC
(26,14),-1.41958 # DEPENDENCYPART_ARC
(26,15),-0.630687 # DEPENDENCYPART_ARC
(26,16),-2.05941 # DEPENDENCYPART_ARC
(26,17),-1.79269 # DEPENDENCYPART_ARC
(26,18),-2.23869 # DEPENDENCYPART_ARC
(26,19),-2.04845 # DEPENDENCYPART_ARC
(26,20),-0.859276 # DEPENDENCYPART_ARC
(26,21),-1.02311 # DEPENDENCYPART_ARC
(26,22),-1.72878 # DEPENDENCYPART_ARC
(26,23),-0.926023 # DEPENDENCYPART_ARC
(26,24),0.615865 # DEPENDENCYPART_ARC
(26,25),2.62169 # DEPENDENCYPART_ARC
(26,27),-0.768805 # DEPENDENCYPART_ARC
(26,28),-1.84988 # DEPENDENCYPART_ARC
(26,30),-1.70192 # DEPENDENCYPART_ARC
(26,31),-2.80132 # DEPENDENCYPART_ARC
(26,32),0.0229521 # DEPENDENCYPART_ARC
(26,33),-2.00343 # DEPENDENCYPART_ARC
(26,34),-1.1065 # DEPENDENCYPART_ARC
(26,36),-2.47955 # DEPENDENCYPART_ARC
(26,38),-2.41235 # DEPENDENCYPART_ARC
(26,39),-0.0274533 # DEPENDENCYPART_ARC
(27,28),-1.13062 # DEPENDENCYPART_ARC
(28,27),-1.00405 # DEPENDENCYPART_ARC
(28,29),-1.13362 # DEPENDENCYPART_ARC
(28,30),1.12927 # DEPENDENCYPART_ARC
(28,32),-1.38074 # DEPENDENCYPART_ARC
(28,33),-0.77003 # DEPENDENCYPART_ARC
(28,34),-0.713044 # DEPENDENCYPART_ARC
(28,36),-1.48174 # DEPENDENCYPART_ARC
(28,38),-2.57218 # DEPENDENCYPART_ARC
(29,28),-0.522592 # DEPENDENCYPART_ARC
(29,33),-1.64093 # DEPENDENCYPART_ARC
(30,28),-0.890143 # DEPENDENCYPART_ARC
(30,29),0.695201 # DEPENDENCYPART_ARC
(30,32),-0.610345 # DEPENDENCYPART_ARC
(30,33),-0.696613 # DEPENDENCYPART_ARC
(30,34),-1.40209 # DEPENDENCYPART_ARC
(30,36),-1.92732 # DEPENDENCYPART_ARC
(32,14),-2.39709 # DEPENDENCYPART_ARC
(32,20),-5.12 # DEPENDENCYPART_ARC
(32,24),-1.97711 # DEPENDENCYPART_ARC
(32,27),-1.6479 # DEPENDENCYPART_ARC
(32,28),-2.27954 # DEPENDENCYPART_ARC
(32,31),-0.0661995 # DEPENDENCYPART_ARC
(32,33),-0.802637 # DEPENDENCYPART_ARC
(32,36),-2.01172 # DEPENDENCYPART_ARC
(32,39),-2.48005 # DEPENDENCYPART_ARC
(33,29),-3.4171 # DEPENDENCYPART_ARC
(33,34),1.42342 # DEPENDENCYPART_ARC
(33,36),-1.23695 # DEPENDENCYPART_ARC
(33,38),-2.36852 # DEPENDENCYPART_ARC
(34,1),-2.04652 # DEPENDENCYPART_ARC
(34,2),-3.50638 # DEPENDENCYPART_ARC
(34,3),-2.13376 # DEPENDENCYPART_ARC
(34,4),-5.80635 # DEPENDENCYPART_ARC
(34,6),-0.638224 # DEPENDENCYPART_ARC
(34,8),-3.00197 # DEPENDENCYPART_ARC
(34,9),-2.61162 # DEPENDENCYPART_ARC
(34,11),-1.36381 # DEPENDENCYPART_ARC
(34,12),-1.54766 # DEPENDENCYPART_ARC
(34,14),-1.3571 # DEPENDENCYPART_ARC
(34,15),-1.56903 # DEPENDENCYPART_ARC
(34,19),-1.47532 # DEPENDENCYPART_ARC
(34,20),-3.42116 # DEPENDENCYPART_ARC
(34,22),-2.64575 # DEPENDENCYPART_ARC
(34,23),-2.24577 # DEPENDENCYPART_ARC
(34,24),-0.293095 # DEPENDENCYPART_ARC
(34,25),-2.17486 # DEPENDENCYPART_ARC
(34,26),-1.09268 # DEPENDENCYPART_ARC
(34,27),0.226376 # DEPENDENCYPART_ARC
(34,28),-0.544369 # DEPENDENCYPART_ARC
(34,30),-0.638412 # DEPENDENCYPART_ARC
(34,31),0.368785 # DEPENDENCYPART_ARC
(34,32),2.47017 # DEPENDENCYPART_ARC
(34,33),1.20058 # DEPENDENCYPART_ARC
(34,36),1.21298 # DEPENDENCYPART_ARC
(34,37),-0.754763 # DEPENDENCYPART_ARC
(34,38),-0.229274 # DEPENDENCYPART_ARC
(34,39),-0.998697 # DEPENDENCYPART_ARC
(36,27),-2.2378 # DEPENDENCYPART_ARC
(36,28),-0.850344 # DEPENDENCYPART_ARC
(36,29),-3.24727 # DEPENDENCYPART_ARC
(36,31),-0.946511 # DEPENDENCYPART_ARC
(36,33),-0.968693 # DEPENDENCYPART_ARC
(36,35),1.70822 # DEPENDENCYPART_ARC
(36,37),1.83952 # DEPENDENCYPART_ARC
(36,38),0.327553 # DEPENDENCYPART_ARC
(37,35),-2.16925 # DEPENDENCYPART_ARC
(37,38),-0.826587 # DEPENDENCYPART_ARC
(38,36),-1.27236 # DEPENDENCYPART_ARC
(38,37),0.211258 # DEPENDENCYPART_ARC
(0,2),(0,3),0.0248946 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.0947495 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.102932 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.382852 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.368533 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.385306 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.387343 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.382935 # DEPENDENCYPART_SIBL
(0,2),(0,32),-0.432651 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0396341 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0318151 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.41427 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.43226 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.40897 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.410923 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.409612 # DEPENDENCYPART_SIBL
(0,3),(0,32),-0.422652 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0602153 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.390915 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.386447 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.390944 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.391986 # DEPENDENCYPART_SIBL
(0,4),(0,26),-0.387989 # DEPENDENCYPART_SIBL
(0,4),(0,32),-0.396542 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.390507 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.386007 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.390536 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.391577 # DEPENDENCYPART_SIBL
(0,5),(0,26),-0.387567 # DEPENDENCYPART_SIBL
(0,5),(0,32),-0.397291 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.95199 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.937734 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.940883 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.934285 # DEPENDENCYPART_SIBL
(0,6),(0,32),-0.934954 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.947991 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.951141 # DEPENDENCYPART_SIBL
(0,11),(0,26),-0.944542 # DEPENDENCYPART_SIBL
(0,11),(0,32),-0.945231 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.941109 # DEPENDENCYPART_SIBL
(0,12),(0,26),-0.934511 # DEPENDENCYPART_SIBL
(0,12),(0,32),-0.93518 # DEPENDENCYPART_SIBL
(0,21),(0,26),-0.93786 # DEPENDENCYPART_SIBL
(0,21),(0,32),-0.938529 # DEPENDENCYPART_SIBL
(0,26),(0,32),-0.946238 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0118694 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.00362195 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.028267 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.00843418 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0208833 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0331346 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.180053 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0582894 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0717314 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0626668 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0685453 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.061173 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0582456 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0719663 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.00405827 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.00498555 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.00256449 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.570209 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.403082 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.629183 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.40313 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.376075 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.588624 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.376123 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.297479 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.313355 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.544783 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00776947 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0103981 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0365189 # DEPENDENCYPART_SIBL
(4,3),(4,39),0.0894075 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0031943 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0213529 # DEPENDENCYPART_SIBL
(4,6),(4,39),0.0351814 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.012903 # DEPENDENCYPART_SIBL
(4,8),(4,39),0.0549555 # DEPENDENCYPART_SIBL
(4,9),(4,39),0.107955 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0106377 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0199961 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.040191 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.177963 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.08794 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.123333 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.266779 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.164467 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0988469 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0242438 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0643853 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.14338 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0269404 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.115353 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.179704 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0776471 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.175016 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0896684 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.053457 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.173664 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0269404 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.0457284 # DEPENDENCYPART_SIBL
(6,1),(6,30),-0.107908 # DEPENDENCYPART_SIBL
(6,1),(6,32),-0.0521782 # DEPENDENCYPART_SIBL
(6,1),(6,34),-0.0575403 # DEPENDENCYPART_SIBL
(6,1),(6,36),-0.158645 # DEPENDENCYPART_SIBL
(6,1),(6,38),-0.170788 # DEPENDENCYPART_SIBL
(6,1),(6,39),-0.00224468 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0450068 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.206383 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.402474 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0563387 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0293771 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00625045 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0378928 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.07583 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.497114 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0708783 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0411021 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0220125 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0457904 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0430615 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.026964 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0472242 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.497114 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.020883 # DEPENDENCYPART_SIBL
(6,2),(6,30),-0.039432 # DEPENDENCYPART_SIBL
(6,2),(6,32),-0.0254381 # DEPENDENCYPART_SIBL
(6,2),(6,34),-0.0310478 # DEPENDENCYPART_SIBL
(6,2),(6,36),0.0621606 # DEPENDENCYPART_SIBL
(6,2),(6,38),0.0501826 # DEPENDENCYPART_SIBL
(6,2),(6,39),-0.213758 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00131313 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.381409 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0256088 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0361217 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0262168 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0145325 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0267447 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0191634 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0413703 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0370927 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.111911 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0344417 # DEPENDENCYPART_SIBL
