# _root_ En xifres globals , a Catalunya han mort 240 persones durant els cinc primers mesos de l' any , la xifra més alta des_de 1994 segons dades de la Prefectura_de_Trànsit_de_Barcelona .
#goldHeads=8,1,2,1,8,5,8,0,10,8,8,15,12,15,11,15,18,16,21,21,10,23,21,23,24,8,26,27,30,28,8,
#predictedHeads=8,1,2,1,8,5,8,0,10,8,8,15,12,15,11,15,18,16,21,21,10,23,21,23,24,8,26,27,30,28,8,
(0,7),(0,10),-0.271497 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.268375 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.382832 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.00482914 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.111019 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.992576 # DEPENDENCYPART_SIBL
(1,2),(1,19),-0.00482914 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.22114 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.222101 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.551025 # DEPENDENCYPART_SIBL
(1,3),(1,19),-0.22114 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.27194 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.273564 # DEPENDENCYPART_SIBL
(1,4),(1,19),-0.522645 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.218398 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0158252 # DEPENDENCYPART_SIBL
(1,6),(1,19),0.0279201 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0180665 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0253641 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.02337 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.00501828 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0119115 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0066648 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.00631051 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.000882557 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.029795 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0436127 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.00373552 # DEPENDENCYPART_SIBL
(2,3),(2,31),-0.0240446 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0559718 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.417821 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.034785 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0211322 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.13729 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.417281 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.173939 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.442821 # DEPENDENCYPART_SIBL
(2,4),(2,16),-0.0226304 # DEPENDENCYPART_SIBL
(2,4),(2,21),0.323332 # DEPENDENCYPART_SIBL
(2,4),(2,31),0.0264522 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0423186 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00829777 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0154603 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0609176 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0885107 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0934426 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0404647 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.00326813 # DEPENDENCYPART_SIBL
(2,5),(2,21),0.0684051 # DEPENDENCYPART_SIBL
(2,5),(2,31),0.21535 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.00741959 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0134544 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0289898 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.0427437 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0227196 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0111543 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.0309615 # DEPENDENCYPART_SIBL
(2,6),(2,21),0.00475946 # DEPENDENCYPART_SIBL
(2,6),(2,31),0.00931062 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0653288 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.00485375 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0357742 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.068582 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0244332 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0222095 # DEPENDENCYPART_SIBL
(2,7),(2,21),0.0184173 # DEPENDENCYPART_SIBL
(2,7),(2,31),0.0105837 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0185784 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0593269 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.101324 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0479932 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.0588181 # DEPENDENCYPART_SIBL
(2,8),(2,21),0.0419776 # DEPENDENCYPART_SIBL
(2,8),(2,31),0.0822088 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0122239 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0141058 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.00305568 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.0393011 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.00446288 # DEPENDENCYPART_SIBL
(2,9),(2,31),-0.011404 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0215886 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.00661593 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.0255389 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0130147 # DEPENDENCYPART_SIBL
(2,10),(2,31),0.00645092 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0215475 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.00667249 # DEPENDENCYPART_SIBL
(2,11),(2,21),0.0409728 # DEPENDENCYPART_SIBL
(2,11),(2,31),0.135228 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.17571 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.00202632 # DEPENDENCYPART_SIBL
(2,15),(2,31),-0.0152362 # DEPENDENCYPART_SIBL
(2,16),(2,21),0.0256837 # DEPENDENCYPART_SIBL
(2,16),(2,31),0.00180866 # DEPENDENCYPART_SIBL
(2,21),(2,31),0.00331746 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0711259 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.101497 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0311172 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.040973 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0621094 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0694723 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00741529 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.144311 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0437943 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0120691 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0977055 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0189877 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0670837 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.064332 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0865367 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0139181 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0863734 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0323483 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0215478 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.000900125 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0652 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0110326 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0699712 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.494911 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.596876 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.519629 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.974628 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0709539 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.178802 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.318893 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0591127 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.454171 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0727275 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.165211 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0159958 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0199455 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0329064 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.310125 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0210845 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0568202 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.343984 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0483174 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.041935 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.016385 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0416296 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0290858 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0208901 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.00704621 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0422548 # DEPENDENCYPART_SIBL
(7,1),(7,31),-0.00713984 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0599117 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.110301 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0233501 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00564342 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00107258 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0665815 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00615598 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0334191 # DEPENDENCYPART_SIBL
(7,4),(7,31),-0.487892 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0561698 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0277304 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0293935 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0249484 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0255799 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0262402 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0845854 # DEPENDENCYPART_SIBL
(7,5),(7,31),-0.0110041 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0320587 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0470191 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0361725 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0377048 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0572137 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0196493 # DEPENDENCYPART_SIBL
(7,6),(7,31),0.0108177 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0328858 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0187926 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0471724 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0268533 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0895218 # DEPENDENCYPART_SIBL
(7,8),(7,31),-0.00269172 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00232589 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0333015 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00554816 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0449494 # DEPENDENCYPART_SIBL
(7,9),(7,31),-0.023496 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00907072 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.247959 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0878773 # DEPENDENCYPART_SIBL
(7,10),(7,31),-0.0322228 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0700787 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0150144 # DEPENDENCYPART_SIBL
(7,11),(7,31),0.0265714 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.0343812 # DEPENDENCYPART_SIBL
(7,15),(7,31),-0.0607536 # DEPENDENCYPART_SIBL
(7,26),(7,31),0.0915738 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0537347 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0565485 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.345131 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0468181 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0571894 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.115947 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.037393 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0172855 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0507787 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0206676 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0200963 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.044542 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0100173 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0545168 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0223613 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0897743 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0162588 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.0504554 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.0558306 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.0123667 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.00765497 # DEPENDENCYPART_SIBL
(8,1),(8,28),-0.044542 # DEPENDENCYPART_SIBL
(8,1),(8,30),0.00149287 # DEPENDENCYPART_SIBL
(8,1),(8,31),-0.0247175 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.16044 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.476708 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0063762 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.670259 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0774393 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0322256 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00134637 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0786723 # DEPENDENCYPART_SIBL
