# _root_ Escolti , jo no vull anar a rentar -me les mans , vull anar a orinar .
#goldHeads=0,5,5,5,1,5,6,7,8,11,8,5,5,13,14,15,1,
#predictedHeads=5,1,5,5,0,5,6,7,8,11,8,5,5,13,14,15,5,
(7,8),1.80919 # DEPENDENCYPART_ARC
(7,9),0.0445057 # DEPENDENCYPART_ARC
(7,11),-0.83367 # DEPENDENCYPART_ARC
(7,12),-0.962364 # DEPENDENCYPART_ARC
(7,13),-2.51958 # DEPENDENCYPART_ARC
(7,14),-1.78149 # DEPENDENCYPART_ARC
(7,15),-1.37949 # DEPENDENCYPART_ARC
(7,16),-1.51878 # DEPENDENCYPART_ARC
(8,1),-1.63052 # DEPENDENCYPART_ARC
(8,2),-1.51723 # DEPENDENCYPART_ARC
(8,3),-1.37963 # DEPENDENCYPART_ARC
(8,4),-0.639655 # DEPENDENCYPART_ARC
(8,5),0.159256 # DEPENDENCYPART_ARC
(8,6),1.92408 # DEPENDENCYPART_ARC
(8,7),0.924926 # DEPENDENCYPART_ARC
(8,9),1.19207 # DEPENDENCYPART_ARC
(8,11),0.591901 # DEPENDENCYPART_ARC
(8,12),-0.317469 # DEPENDENCYPART_ARC
(8,13),-1.00457 # DEPENDENCYPART_ARC
(8,14),-0.8395 # DEPENDENCYPART_ARC
(8,15),-0.589331 # DEPENDENCYPART_ARC
(8,16),-1.10419 # DEPENDENCYPART_ARC
(8,17),-1.54788 # DEPENDENCYPART_ARC
(9,11),-1.2792 # DEPENDENCYPART_ARC
(9,12),-1.11993 # DEPENDENCYPART_ARC
(9,13),-1.63177 # DEPENDENCYPART_ARC
(9,14),-2.04697 # DEPENDENCYPART_ARC
(9,15),-2.23936 # DEPENDENCYPART_ARC
(9,17),-1.92358 # DEPENDENCYPART_ARC
(10,7),-2.18454 # DEPENDENCYPART_ARC
(11,1),-2.53862 # DEPENDENCYPART_ARC
(11,2),-2.57737 # DEPENDENCYPART_ARC
(11,3),-3.31315 # DEPENDENCYPART_ARC
(11,5),-2.52663 # DEPENDENCYPART_ARC
(11,6),-2.84676 # DEPENDENCYPART_ARC
(11,7),-2.28533 # DEPENDENCYPART_ARC
(11,8),-2.23549 # DEPENDENCYPART_ARC
(11,9),-1.47985 # DEPENDENCYPART_ARC
(11,10),2.4234 # DEPENDENCYPART_ARC
(11,12),-0.687119 # DEPENDENCYPART_ARC
(11,13),-1.43526 # DEPENDENCYPART_ARC
(11,14),-1.51421 # DEPENDENCYPART_ARC
(11,15),-1.34752 # DEPENDENCYPART_ARC
(11,16),-2.10615 # DEPENDENCYPART_ARC
(11,17),-1.69019 # DEPENDENCYPART_ARC
(12,11),-2.05235 # DEPENDENCYPART_ARC
(13,1),-2.74778 # DEPENDENCYPART_ARC
(13,2),-2.56422 # DEPENDENCYPART_ARC
(13,3),-3.54406 # DEPENDENCYPART_ARC
(13,5),-2.55682 # DEPENDENCYPART_ARC
(13,6),-2.20345 # DEPENDENCYPART_ARC
(13,7),-1.48362 # DEPENDENCYPART_ARC
(13,8),-1.46214 # DEPENDENCYPART_ARC
(13,9),-1.27931 # DEPENDENCYPART_ARC
(13,10),-2.44798 # DEPENDENCYPART_ARC
(13,11),-1.24897 # DEPENDENCYPART_ARC
(13,12),-0.793525 # DEPENDENCYPART_ARC
(13,14),0.870386 # DEPENDENCYPART_ARC
(13,15),-0.304462 # DEPENDENCYPART_ARC
(13,16),-1.00876 # DEPENDENCYPART_ARC
(13,17),-0.960981 # DEPENDENCYPART_ARC
(14,1),-3.55529 # DEPENDENCYPART_ARC
(14,2),-3.91512 # DEPENDENCYPART_ARC
(14,3),-4.34834 # DEPENDENCYPART_ARC
(14,5),-3.28448 # DEPENDENCYPART_ARC
(14,6),-3.259 # DEPENDENCYPART_ARC
(14,7),-2.94616 # DEPENDENCYPART_ARC
(14,8),-2.97112 # DEPENDENCYPART_ARC
(14,9),-2.35885 # DEPENDENCYPART_ARC
(14,10),-3.4568 # DEPENDENCYPART_ARC
(14,11),-2.06445 # DEPENDENCYPART_ARC
(14,13),0.765204 # DEPENDENCYPART_ARC
(14,15),1.15207 # DEPENDENCYPART_ARC
(14,16),-0.230541 # DEPENDENCYPART_ARC
(14,17),-1.01302 # DEPENDENCYPART_ARC
(15,1),-1.89388 # DEPENDENCYPART_ARC
(15,16),1.8952 # DEPENDENCYPART_ARC
(15,17),-0.779565 # DEPENDENCYPART_ARC
(16,1),-1.07929 # DEPENDENCYPART_ARC
(16,2),-2.50761 # DEPENDENCYPART_ARC
(16,3),-2.95318 # DEPENDENCYPART_ARC
(16,5),-0.400914 # DEPENDENCYPART_ARC
(16,6),-0.422784 # DEPENDENCYPART_ARC
(16,7),-1.40878 # DEPENDENCYPART_ARC
(16,8),-0.977046 # DEPENDENCYPART_ARC
(16,9),-1.59976 # DEPENDENCYPART_ARC
(16,10),-2.28363 # DEPENDENCYPART_ARC
(16,11),-0.93052 # DEPENDENCYPART_ARC
(16,12),-1.69929 # DEPENDENCYPART_ARC
(16,13),1.06692 # DEPENDENCYPART_ARC
(16,14),2.64182 # DEPENDENCYPART_ARC
(16,15),1.42837 # DEPENDENCYPART_ARC
(16,17),-0.589217 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.253731 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.930308 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.950387 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.936222 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.930308 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.950387 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.936222 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.388213 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.396404 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.388213 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.388213 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.396404 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.388213 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.948551 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.934386 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.928472 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.948551 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.934386 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.938116 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.932202 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.952281 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.938116 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.930308 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.950387 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.936222 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.948551 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.934386 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.938116 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.00734273 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0183627 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0743006 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0957666 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.204941 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0516061 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.00519377 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.0431379 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.085609 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0743006 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.0957666 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.204941 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.0516061 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0606677 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.125149 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.00604104 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.00017972 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0203559 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0118884 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0262131 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.0148046 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.0241496 # DEPENDENCYPART_SIBL
(1,3),(1,13),0.00604104 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.00017972 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0203559 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.0118884 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.0189073 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0156373 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.00794543 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.00668208 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.0302099 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0102279 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0104826 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.020386 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.0156373 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.00794543 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.00668208 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.0302099 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.0327031 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.00271838 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.0171983 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.00426135 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0212534 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.035215 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.0515408 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.0254961 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.00271838 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0171983 # DEPENDENCYPART_SIBL
(1,5),(1,16),-0.00426135 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.0757728 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0241035 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.027359 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.00357056 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0196524 # DEPENDENCYPART_SIBL
(1,6),(1,12),0.0428554 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.00239847 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0258161 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.0241035 # DEPENDENCYPART_SIBL
(1,6),(1,16),-0.027359 # DEPENDENCYPART_SIBL
(1,6),(1,17),0.0516936 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0110574 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0245217 # DEPENDENCYPART_SIBL
(1,7),(1,11),-5.10231e-05 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.0105921 # DEPENDENCYPART_SIBL
(1,7),(1,13),0.0284091 # DEPENDENCYPART_SIBL
(1,7),(1,14),0.0687936 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.0613194 # DEPENDENCYPART_SIBL
(1,7),(1,16),0.0110574 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.0200235 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.00590282 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0199293 # DEPENDENCYPART_SIBL
(1,8),(1,12),0.0142664 # DEPENDENCYPART_SIBL
(1,8),(1,13),0.00647396 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.0217406 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.00197785 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.0232835 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0185767 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.00218516 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0363304 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.016172 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0220333 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.0225348 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.0341014 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0262046 # DEPENDENCYPART_SIBL
(1,11),(1,12),-0.0275166 # DEPENDENCYPART_SIBL
(1,11),(1,13),-0.00845214 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.00215493 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.0145144 # DEPENDENCYPART_SIBL
(1,11),(1,16),-0.0325394 # DEPENDENCYPART_SIBL
(1,11),(1,17),-0.0358878 # DEPENDENCYPART_SIBL
(1,12),(1,13),0.0743006 # DEPENDENCYPART_SIBL
(1,12),(1,14),0.0957666 # DEPENDENCYPART_SIBL
(1,12),(1,15),-0.204941 # DEPENDENCYPART_SIBL
(1,12),(1,16),0.0516061 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0606677 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.00271838 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.0171983 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.00426135 # DEPENDENCYPART_SIBL
(1,13),(1,17),0.0757728 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.0241035 # DEPENDENCYPART_SIBL
(1,14),(1,16),-0.027359 # DEPENDENCYPART_SIBL
(1,14),(1,17),0.0516936 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.0110574 # DEPENDENCYPART_SIBL
(1,15),(1,17),0.0200235 # DEPENDENCYPART_SIBL
(1,16),(1,17),0.0185767 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.13455 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.149186 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.163483 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0708028 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.147235 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.668667 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0125328 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0193836 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0551895 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0142112 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.113926 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.124877 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0159444 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.111488 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0695649 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0292679 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.114875 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0843518 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0329673 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0229063 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0586119 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.144667 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00434137 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0162091 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0319736 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.00867517 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00307775 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0375668 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0518061 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0233077 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0413689 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0319736 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.00867517 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.00307775 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0307296 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0555987 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0546012 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0342639 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00483422 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00100967 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0231361 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.025177 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.219368 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0205999 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0342639 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00483422 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00100967 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.497519 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.208475 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.231455 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.153115 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.157559 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0544496 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0743162 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.224364 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.166611 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.231455 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.153115 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.157559 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.128487 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.213175 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0236802 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.195495 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.091459 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.100235 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.210328 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.210493 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.213175 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0236802 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.195495 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.101438 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0126038 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0297883 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0033763 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0249496 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0769363 # DEPENDENCYPART_SIBL
(5,6),(5,13),-3.07878e-05 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0282453 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0126038 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0297883 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0523156 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00140796 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.017412 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00473043 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0197291 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0159437 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0563282 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0632194 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00140796 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.00349365 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00570855 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0252265 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0483473 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0040447 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0241698 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0134775 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0257128 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0191987 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00648747 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0278764 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0287447 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0346061 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0242471 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0466741 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0441597 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0139951 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0187322 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00812508 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0151483 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0428194 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.045333 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0537911 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0752571 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.209778 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0310966 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0705891 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.00514764 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.028698 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00669061 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0763948 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0126038 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0297883 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0523156 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.00140796 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.00349365 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0191987 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.118259 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0541903 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0387721 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00481115 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0935555 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0163302 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0291228 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0763304 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0340493 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.021961 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0125657 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0935555 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0163302 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.11043 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.013193 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0172177 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.117663 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00471095 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0454553 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0553033 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0121937 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.210547 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0258651 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0122011 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.00471095 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0454553 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.466496 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.180575 # DEPENDENCYPART_SIBL
